STATE,PREC,SEQ,CALL,AGE9,SEX,REPVOTE,TIME,ISSUE,QUALITY,ISSVQUAL,RELRIGHT,ABORTION,BUSHKNOW,SSTAX,BUSHUNFR,PARTYID,EDUC,RELIGION,INCOME,MCAIUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,QTYPE,BACKSIDE,GEOCODE,AGE4,AGEABC,PARTY,AGE65,AGE75,GWCONSRV,BUSH,MCCAIN,GOREBUSH,GOREMCAN,MCCONSRV,STR8TALK,MCSAYDO,REFORMER,PREVPRI,VETVOTER,LOYALREP,BEATDEM,REGREPMD,REL5,WEIGHT
21.0,5.0,4.0,FIRST CALL,65-74,FEMALE,BUSH,WITHIN LAST WEEK,ABORTION,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$100,000 OR MORE",NO,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,STATE,COMPLETED,SUBURBAN BALTIMORE,60+,60+,REPUBLICAN,65+,65-74,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,GORE,OMITS,BUSH,OMITS,NEITHER,YES,NO,NOT TIED TO PARTY LEADERS,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.885
21.0,5.0,5.0,SECOND CALL,50-59,MALE,BUSH,THIS YEAR,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$50,000-$74,999",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,COMPLETED,SUBURBAN BALTIMORE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,BOTH,YES,YES,LOYAL REPUBLICAN,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.685
21.0,5.0,6.0,SECOND CALL,18-24,MALE,MCCAIN,WITHIN LAST WEEK,WORLD AFFAIRS,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,STATE,COMPLETED,SUBURBAN BALTIMORE,18-29,18-24,INDEPENDENT/OTHER,18-24,18-24,TOO CONSERVATIVE,FAVORABLE,FAVORABLE,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,NO,BOTH,NO,NO,NOT TIED TO PARTY LEADERS,MCCAIN,UNDECLARED/INDEPENDENT,PROTESTANT/OTHER CHRISTIAN,0.634
21.0,5.0,7.0,SECOND CALL,60-64,MALE,BUSH,THIS YEAR,WORLD AFFAIRS,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$50,000-$74,999",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,COMPLETED,SUBURBAN BALTIMORE,60+,60+,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,NEITHER,YES,NEITHER,YES,YES,OMITS,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.917
21.0,5.0,8.0,SECOND CALL,75+,FEMALE,BUSH,BEFORE THAT,TAXES,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,OMITS,LEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,PROTESTANT,,YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,COMPLETED,SUBURBAN BALTIMORE,60+,60+,REPUBLICAN,65+,75+,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,OMITS,OMITS,BUSH,YES,BUSH,YES,NO,NOT TIED TO PARTY LEADERS,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.885
21.0,5.0,9.0,SECOND CALL,50-59,MALE,BUSH,THIS YEAR,SOCIAL SECURITY/MEDICARE,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,JEWISH,"$30,000-$49,000",YES,MODERATE,MODERATE,18-64,18-74,STATE,COMPLETED,SUBURBAN BALTIMORE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,OMITS,OMITS,BUSH,YES,OMITS,YES,YES,OMITS,BUSH,REPUBLICAN,JEWISH,0.685
21.0,5.0,10.0,SECOND CALL,30-39,FEMALE,MCCAIN,WITHIN LAST WEEK,MORAL VALUES,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,YES,TAX CUT,YES,INDEPENDENT,COLLEGE GRADUATE,SOMETHING ELSE,"$75,000-$99,999",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,COMPLETED,SUBURBAN BALTIMORE,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,YES,NO,NOT TIED TO PARTY LEADERS,BUSH,REPUBLICAN,SOMETHING ELSE,0.63
21.0,5.0,11.0,SECOND CALL,30-39,MALE,BUSH,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,CATHOLIC,"$50,000-$74,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,COMPLETED,SUBURBAN BALTIMORE,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,BUSH,YES,NO,LOYAL REPUBLICAN,BUSH,REPUBLICAN,CATHOLIC,0.685
21.0,5.0,12.0,SECOND CALL,40-44,FEMALE,KEYES,THIS YEAR,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,STATE,COMPLETED,SUBURBAN BALTIMORE,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,ABOUT RIGHT,UNFAVORABLE,UNFAVORABLE,GORE,GORE,NOT CONSERVATIVE ENOUGH,NEITHER,YES,NEITHER,YES,NO,LOYAL REPUBLICAN,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.604
21.0,5.0,13.0,SECOND CALL,65-74,FEMALE,MCCAIN,THIS YEAR,WORLD AFFAIRS,OMITS,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,OMITS,INDEPENDENT,HIGH SCHOOL GRADUATE,PROTESTANT,"UNDER $15,000",OMITS,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,STATE,COMPLETED,SUBURBAN BALTIMORE,60+,60+,INDEPENDENT/OTHER,65+,65-74,OMITS,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,OMITS,MCCAIN,NO,OMITS,YES,NO,NOT TIED TO PARTY LEADERS,MCCAIN,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.841
21.0,5.0,14.0,SECOND CALL,30-39,MALE,MCCAIN,THIS YEAR,TAXES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN ALL CASES,NO,TAX CUT,YES,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,COMPLETED,SUBURBAN BALTIMORE,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,YES,YES,LOYAL REPUBLICAN,MCCAIN,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.652
21.0,5.0,15.0,SECOND CALL,65-74,MALE,MCCAIN,THIS YEAR,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,COLLEGE GRADUATE,PROTESTANT,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,COMPLETED,SUBURBAN BALTIMORE,60+,60+,INDEPENDENT/OTHER,65+,65-74,NOT CONSERVATIVE ENOUGH,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,YES,YES,NOT TIED TO PARTY LEADERS,MCCAIN,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.872
21.0,5.0,16.0,THIRD CALL,40-44,FEMALE,BUSH,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,PROTESTANT,"$100,000 OR MORE",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,COMPLETED,SUBURBAN BALTIMORE,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,BUSH,NO,BOTH,YES,NO,LOYAL REPUBLICAN,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.662
21.0,5.0,17.0,THIRD CALL,40-44,MALE,BUSH,WITHIN LAST WEEK,OMITS,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,OMITS,OMITS,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,SOMETHING ELSE,"$50,000-$74,999",OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,COMPLETED,SUBURBAN BALTIMORE,30-44,40-49,REPUBLICAN,40-49,40-49,OMITS,FAVORABLE,OMITS,BUSH,MCCAIN,OMITS,BUSH,OMITS,OMITS,YES,NO,LOYAL REPUBLICAN,BUSH,REPUBLICAN,SOMETHING ELSE,0.685
21.0,5.0,18.0,THIRD CALL,30-39,MALE,BUSH,BEFORE THAT,TAXES,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,TAX CUT,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,SOMETHING ELSE,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,STATE,COMPLETED,SUBURBAN BALTIMORE,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,GORE,TOO CONSERVATIVE,NEITHER,NO,BOTH,NO,YES,NOT TIED TO PARTY LEADERS,BUSH,UNDECLARED/INDEPENDENT,SOMETHING ELSE,0.685
21.0,5.0,19.0,THIRD CALL,50-59,MALE,BUSH,THIS YEAR,MORAL VALUES,OMITS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,INDEPENDENT,POST GRADUATE STUDY,OTHER CHRISTIAN,"$50,000-$74,999",YES,MODERATE,MODERATE,18-64,18-74,STATE,COMPLETED,SUBURBAN BALTIMORE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,OMITS,TOO CONSERVATIVE,BUSH,YES,BUSH,NO,NO,LOYAL REPUBLICAN,BUSH,UNDECLARED/INDEPENDENT,PROTESTANT/OTHER CHRISTIAN,0.685
21.0,5.0,20.0,THIRD CALL,25-29,MALE,BUSH,TODAY,MORAL VALUES,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,OMITS,LEGAL IN ALL CASES,YES,TAX CUT,NO,INDEPENDENT,HIGH SCHOOL GRADUATE,OTHER CHRISTIAN,"$15,000-$29,000",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,COMPLETED,SUBURBAN BALTIMORE,18-29,25-29,INDEPENDENT/OTHER,25-29,25-29,NOT CONSERVATIVE ENOUGH,FAVORABLE,UNFAVORABLE,BUSH,GORE,ABOUT RIGHT,NEITHER,YES,NEITHER,NO,NO,NOT TIED TO PARTY LEADERS,MCCAIN,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.666
21.0,5.0,21.0,THIRD CALL,50-59,MALE,BUSH,THIS YEAR,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,SOMETHING ELSE,"$50,000-$74,999",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,COMPLETED,SUBURBAN BALTIMORE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,NOT CONSERVATIVE ENOUGH,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,BUSH,YES,YES,LOYAL REPUBLICAN,BUSH,REPUBLICAN,SOMETHING ELSE,0.685
21.0,5.0,22.0,THIRD CALL,50-59,MALE,BUSH,WITHIN LAST 3 DAYS,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,OMITS,YES,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$50,000-$74,999",YES,MODERATE,MODERATE,18-64,18-74,STATE,COMPLETED,SUBURBAN BALTIMORE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,GORE,NOT CONSERVATIVE ENOUGH,NEITHER,OMITS,NEITHER,YES,NO,NOT TIED TO PARTY LEADERS,BUSH,REPUBLICAN,CATHOLIC,0.685
21.0,5.0,23.0,THIRD CALL,25-29,FEMALE,BUSH,THIS YEAR,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,TAX CUT,YES,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$50,000-$74,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,COMPLETED,SUBURBAN BALTIMORE,18-29,25-29,REPUBLICAN,25-29,25-29,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,BUSH,YES,NO,LOYAL REPUBLICAN,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.643
21.0,5.0,24.0,THIRD CALL,45-49,FEMALE,BUSH,THIS YEAR,MORAL VALUES,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,POST GRADUATE STUDY,PROTESTANT,"$30,000-$49,000",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,COMPLETED,SUBURBAN BALTIMORE,45-59,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,BUSH,YES,NO,NOT TIED TO PARTY LEADERS,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.662
21.0,5.0,25.0,THIRD CALL,40-44,MALE,MCCAIN,THIS YEAR,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,COLLEGE GRADUATE,CATHOLIC,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,COMPLETED,SUBURBAN BALTIMORE,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,OMITS,UNFAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,YES,NO,NOT TIED TO PARTY LEADERS,MCCAIN,REPUBLICAN,CATHOLIC,0.652
21.0,5.0,26.0,THIRD CALL,50-59,MALE,MCCAIN,TODAY,SOCIAL SECURITY/MEDICARE,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,COLLEGE GRADUATE,CATHOLIC,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,STATE,COMPLETED,SUBURBAN BALTIMORE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,TOO CONSERVATIVE,BUSH,NO,MCCAIN,YES,YES,LOYAL REPUBLICAN,BUSH,REPUBLICAN,CATHOLIC,0.652
21.0,5.0,27.0,THIRD CALL,65-74,,MCCAIN,THIS YEAR,MORAL VALUES,NOT TYPICAL POLITICIAN,OMITS,OMITS,OMITS,NO,OMITS,OMITS,,,,,OMITS,,,65+,18-74,STATE,NOT COMPLETED,SUBURBAN BALTIMORE,60+,60+,,65+,65-74,OMITS,OMITS,OMITS,GORE,MCCAIN,OMITS,OMITS,NO,OMITS,YES,,NOT TIED TO PARTY LEADERS,OMITS,REPUBLICAN,,0.872
21.0,5.0,28.0,THIRD CALL,30-39,MALE,MCCAIN,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$100,000 OR MORE",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,COMPLETED,SUBURBAN BALTIMORE,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,NO,NEITHER,YES,NO,NOT TIED TO PARTY LEADERS,MCCAIN,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.652
21.0,5.0,29.0,THIRD CALL,40-44,FEMALE,KEYES,TODAY,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,POST GRADUATE STUDY,OTHER CHRISTIAN,"$30,000-$49,000",OMITS,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,COMPLETED,SUBURBAN BALTIMORE,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,OMITS,NEITHER,YES,NO,NOT TIED TO PARTY LEADERS,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.604
21.0,5.0,30.0,THIRD CALL,30-39,FEMALE,BUSH,TODAY,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,TAX CUT,YES,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,"$50,000-$74,999",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,COMPLETED,SUBURBAN BALTIMORE,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,OMITS,MCCAIN,YES,NO,LOYAL REPUBLICAN,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.662
21.0,5.0,31.0,THIRD CALL,30-39,MALE,BUSH,WITHIN LAST 3 DAYS,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN ALL CASES,YES,TAX CUT,NO,SOMETHING ELSE,POST GRADUATE STUDY,PROTESTANT,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,STATE,COMPLETED,SUBURBAN BALTIMORE,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,GORE,TOO CONSERVATIVE,BUSH,YES,BUSH,YES,YES,NOT TIED TO PARTY LEADERS,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.685
21.0,5.0,32.0,THIRD CALL,45-49,FEMALE,BUSH,BEFORE THAT,MORAL VALUES,OMITS,CANDS POSITIONS ON ISSUES,OMITS,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$50,000-$74,999",YES,MODERATE,MODERATE,18-64,18-74,STATE,COMPLETED,SUBURBAN BALTIMORE,45-59,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,OMITS,BUSH,MCCAIN,OMITS,BUSH,OMITS,OMITS,NO,NO,NOT TIED TO PARTY LEADERS,BUSH,REPUBLICAN,CATHOLIC,0.662
21.0,5.0,33.0,THIRD CALL,50-59,FEMALE,BUSH,THIS YEAR,OMITS,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$50,000-$74,999",YES,MODERATE,MODERATE,18-64,18-74,STATE,COMPLETED,SUBURBAN BALTIMORE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,OMITS,NOT CONSERVATIVE ENOUGH,BUSH,OMITS,BUSH,YES,NO,LOYAL REPUBLICAN,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.662
21.0,5.0,34.0,THIRD CALL,40-44,MALE,BUSH,THIS YEAR,TAXES,NOT TYPICAL POLITICIAN,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,TAX CUT,NO,SOMETHING ELSE,SOME COLLEGE OR ASSOCIATES,NONE,"$15,000-$29,000",YES,MODERATE,MODERATE,18-64,18-74,STATE,COMPLETED,SUBURBAN BALTIMORE,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,OMITS,TOO CONSERVATIVE,BUSH,YES,BUSH,NO,YES,NOT TIED TO PARTY LEADERS,BUSH,REPUBLICAN,NONE,0.685
21.0,5.0,35.0,THIRD CALL,30-39,MALE,MCCAIN,WITHIN LAST WEEK,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,TAX CUT,YES,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$50,000-$74,999",YES,MODERATE,MODERATE,18-64,18-74,STATE,COMPLETED,SUBURBAN BALTIMORE,30-44,30-39,REPUBLICAN,30-39,30-39,TOO CONSERVATIVE,FAVORABLE,FAVORABLE,BUSH,MCCAIN,TOO CONSERVATIVE,MCCAIN,NO,NEITHER,YES,NO,LOYAL REPUBLICAN,MCCAIN,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.652
21.0,5.0,36.0,THIRD CALL,25-29,FEMALE,MCCAIN,WITHIN LAST 3 DAYS,EDUCATION,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,NO,TAX CUT,YES,INDEPENDENT,COLLEGE GRADUATE,NONE,"$30,000-$49,000",YES,MODERATE,MODERATE,18-64,18-74,STATE,COMPLETED,SUBURBAN BALTIMORE,18-29,25-29,INDEPENDENT/OTHER,25-29,25-29,NOT CONSERVATIVE ENOUGH,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,ABOUT RIGHT,NEITHER,YES,NEITHER,NO,NO,NOT TIED TO PARTY LEADERS,MCCAIN,REPUBLICAN,NONE,0.612
21.0,5.0,37.0,THIRD CALL,40-44,MALE,MCCAIN,THIS YEAR,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,STATE,COMPLETED,SUBURBAN BALTIMORE,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,ABOUT RIGHT,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,YES,MCCAIN,YES,NO,NOT TIED TO PARTY LEADERS,MCCAIN,REPUBLICAN,CATHOLIC,0.652
21.0,5.0,38.0,THIRD CALL,50-59,FEMALE,MCCAIN,WITHIN LAST WEEK,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,POST GRADUATE STUDY,PROTESTANT,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,STATE,COMPLETED,SUBURBAN BALTIMORE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,OMITS,FAVORABLE,OMITS,MCCAIN,ABOUT RIGHT,MCCAIN,NO,NEITHER,YES,NO,NOT TIED TO PARTY LEADERS,MCCAIN,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.63
21.0,5.0,39.0,THIRD CALL,50-59,FEMALE,MCCAIN,THIS YEAR,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$50,000-$74,999",YES,MODERATE,MODERATE,18-64,18-74,STATE,COMPLETED,SUBURBAN BALTIMORE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,OMITS,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,YES,NO,NOT TIED TO PARTY LEADERS,MCCAIN,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.63
