STATE,PREC,SEQ,CALL,AGE9,SEX,REPVOTE,TIME,ISSUE,QUALITY,ISSVQUAL,RELRIGHT,ABORTION,BUSHKNOW,FINSIT,SSTAX,PARTYID,EDUC,BUSHUNFR,INCOME,MCAIUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,BACKSIDE,GEOCODE,AGE4,AGEABC,PARTY,AGE65,AGE75,BUSH,MCCAIN,STR8TALK,MCSAYDO,REFORMER,PREVPRI,VETVOTER,LOYALREP,INTERNET,MCTEMPER,MIGRATE,BEATDEM,CAMPFIN,WEIGHT
3.0,202.0,48.0,THIRD CALL,50-59,FEMALE,3,WITHIN LAST WEEK,,,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,NO,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,YES,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,DESERT,45-59,50-59,REPUBLICAN,50-64,50-64,UNFAVORABLE,FAVORABLE,MCCAIN,NO,MCCAIN,YES,NO,NOT TIED TO PARTY LEADERS,YES,YES,NO,MCCAIN,HELP,0.396
3.0,202.0,49.0,THIRD CALL,30-39,MALE,1,WITHIN LAST 3 DAYS,,,CANDS PERSONAL QUALITIES,OMITS,ILLEGAL IN MOST CASES,YES,SAME,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,"$30,000-$49,000",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,DESERT,30-44,30-39,REPUBLICAN,30-39,30-39,FAVORABLE,UNFAVORABLE,BUSH,NO,BUSH,NO,NO,NOT TIED TO PARTY LEADERS,NO,YES,YES,BUSH,HELP,0.322
3.0,202.0,50.0,THIRD CALL,30-39,MALE,1,WITHIN LAST WEEK,,,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,NO,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,COMPLETE,DESERT,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,FAVORABLE,FAVORABLE,BOTH,YES,BOTH,YES,YES,NOT TIED TO PARTY LEADERS,YES,YES,NO,BUSH,HELP,0.322
3.0,202.0,51.0,THIRD CALL,45-49,FEMALE,3,BEFORE THAT,,,CANDS PERSONAL QUALITIES,NO,OMITS,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,OMITS,,OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,DESERT,45-59,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,MCCAIN,NO,OMITS,YES,NO,NOT TIED TO PARTY LEADERS,YES,YES,NO,MCCAIN,HELP,0.396
3.0,202.0,52.0,THIRD CALL,50-59,MALE,1,BEFORE THAT,OMITS,,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,SAME,TAX CUT,REPUBLICAN,COLLEGE GRADUATE,NO,"$30,000-$49,000",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,DESERT,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,BUSH,OMITS,OMITS,YES,NO,OMITS,NO,OMITS,NO,BUSH,OMITS,0.322
3.0,202.0,53.0,THIRD CALL,50-59,FEMALE,1,BEFORE THAT,,,OMITS,YES,ILLEGAL IN ALL CASES,YES,SAME,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,"$30,000-$49,000",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,DESERT,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,BUSH,OMITS,BOTH,NO,NO,LOYAL REPUBLICAN,NO,NO,NO,BUSH,OMITS,0.33
3.0,202.0,54.0,THIRD CALL,40-44,FEMALE,3,WITHIN LAST 3 DAYS,,OMITS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,SAME,TAX CUT,REPUBLICAN,POST GRADUATE STUDY,YES,"$75,000-$99,999",OMITS,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,DESERT,30-44,40-49,REPUBLICAN,40-49,40-49,UNFAVORABLE,FAVORABLE,MCCAIN,NO,BOTH,YES,NO,LOYAL REPUBLICAN,YES,YES,NO,MCCAIN,HELP,0.396
3.0,202.0,55.0,THIRD CALL,50-59,MALE,3,WITHIN LAST WEEK,,,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN ALL CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,COLLEGE GRADUATE,YES,"$75,000-$99,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,DESERT,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,MCCAIN,NO,MCCAIN,YES,YES,LOYAL REPUBLICAN,YES,YES,NO,MCCAIN,HELP,0.388
3.0,202.0,56.0,THIRD CALL,45-49,MALE,3,THIS YEAR,OMITS,,CANDS POSITIONS ON ISSUES,OMITS,ILLEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,YES,"UNDER $15,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,DESERT,45-59,40-49,REPUBLICAN,40-49,40-49,UNFAVORABLE,FAVORABLE,MCCAIN,NO,OMITS,YES,YES,NOT TIED TO PARTY LEADERS,NO,YES,NO,OMITS,HELP,0.388
3.0,202.0,57.0,THIRD CALL,25-29,MALE,3,WITHIN LAST 3 DAYS,,,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,SAME,TAX CUT,REPUBLICAN,POST GRADUATE STUDY,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,DESERT,18-29,25-29,REPUBLICAN,25-29,25-29,FAVORABLE,FAVORABLE,MCCAIN,NO,BOTH,NO,NO,NOT TIED TO PARTY LEADERS,YES,YES,YES,BUSH,HELP,0.371
3.0,202.0,58.0,THIRD CALL,65-74,FEMALE,3,THIS YEAR,,,OMITS,NO,ILLEGAL IN MOST CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,YES,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,DESERT,60+,60+,REPUBLICAN,65+,65-74,UNFAVORABLE,FAVORABLE,BOTH,NO,BOTH,YES,NO,NOT TIED TO PARTY LEADERS,YES,YES,YES,MCCAIN,HELP,0.421
3.0,202.0,59.0,THIRD CALL,65-74,FEMALE,1,THIS YEAR,,,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,SAME,TAX CUT,REPUBLICAN,DID NOT COMPLETE HIGH SCHOOL,NO,"UNDER $15,000",YES,VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,DESERT,60+,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,BUSH,NO,BUSH,,NO,LOYAL REPUBLICAN,NO,NO,NO,BUSH,HURT,0.34700000000000003
3.0,202.0,60.0,THIRD CALL,,,3,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,,,OMITS,,OMITS,,,,,NOT COMPLETE,DESERT,,,,,,OMITS,OMITS,OMITS,OMITS,OMITS,,,OMITS,,OMITS,OMITS,OMITS,OMITS,0.396
3.0,202.0,61.0,THIRD CALL,60-64,,3,THIS YEAR,,,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,NO,WORSE,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,HIGH SCHOOL GRADUATE,YES,"$15,000-$29,000",YES,,,18-64,18-74,COMPLETE,DESERT,60+,60+,REPUBLICAN,50-64,50-64,UNFAVORABLE,FAVORABLE,MCCAIN,NO,MCCAIN,YES,NO,NOT TIED TO PARTY LEADERS,NO,YES,NO,MCCAIN,HELP,0.41300000000000003
3.0,202.0,62.0,THIRD CALL,30-39,FEMALE,3,TODAY,,,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,BETTER,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,YES,"$30,000-$49,000",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,DESERT,30-44,30-39,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,BOTH,NO,BOTH,YES,NO,LOYAL REPUBLICAN,YES,YES,NO,OMITS,HELP,0.396
3.0,202.0,63.0,THIRD CALL,30-39,FEMALE,3,THIS YEAR,,,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,COMPLETE,DESERT,30-44,30-39,REPUBLICAN,30-39,30-39,UNFAVORABLE,FAVORABLE,MCCAIN,NO,MCCAIN,YES,NO,LOYAL REPUBLICAN,YES,YES,NO,MCCAIN,HELP,0.396
3.0,202.0,64.0,THIRD CALL,65-74,MALE,1,THIS YEAR,,,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,HIGH SCHOOL GRADUATE,NO,"$50,000-$74,999",YES,MODERATE,MODERATE,65+,18-74,COMPLETE,DESERT,60+,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,BUSH,YES,BUSH,YES,YES,LOYAL REPUBLICAN,NO,NO,YES,BUSH,HELP,0.338
3.0,202.0,65.0,THIRD CALL,50-59,MALE,3,BEFORE THAT,,,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,NO,WORSE,TAX CUT,REPUBLICAN,COLLEGE GRADUATE,YES,"$75,000-$99,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,COMPLETE,DESERT,45-59,50-59,REPUBLICAN,50-64,50-64,UNFAVORABLE,FAVORABLE,MCCAIN,NO,MCCAIN,YES,YES,NOT TIED TO PARTY LEADERS,YES,YES,NO,MCCAIN,HELP,0.388
3.0,202.0,66.0,THIRD CALL,50-59,FEMALE,3,WITHIN LAST WEEK,OMITS,OMITS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,POST GRADUATE STUDY,OMITS,"$75,000-$99,999",OMITS,MODERATE,MODERATE,18-64,18-74,COMPLETE,DESERT,45-59,50-59,REPUBLICAN,50-64,50-64,UNFAVORABLE,FAVORABLE,MCCAIN,NO,OMITS,YES,NO,OMITS,NO,NO,OMITS,OMITS,OMITS,0.396
3.0,202.0,67.0,THIRD CALL,50-59,FEMALE,1,WITHIN LAST 3 DAYS,OMITS,,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,SAME,TAX CUT,REPUBLICAN,HIGH SCHOOL GRADUATE,NO,"$100,000 OR MORE",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,DESERT,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,BUSH,NO,BOTH,YES,NO,NOT TIED TO PARTY LEADERS,YES,YES,NO,BUSH,HELP,0.33
3.0,257.0,1.0,FIRST CALL,40-44,FEMALE,3,THIS YEAR,,,CANDS POSITIONS ON ISSUES,YES,LEGAL IN ALL CASES,YES,WORSE,TAX CUT,INDEPENDENT,POST GRADUATE STUDY,NO,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,DESERT,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,UNFAVORABLE,FAVORABLE,MCCAIN,YES,MCCAIN,YES,NO,LOYAL REPUBLICAN,YES,YES,NO,MCCAIN,HELP,0.883
3.0,257.0,2.0,FIRST CALL,40-44,FEMALE,3,THIS YEAR,,,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,WORSE,TAX CUT,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,YES,"$75,000-$99,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,DESERT,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,FAVORABLE,FAVORABLE,BOTH,NO,BOTH,YES,NO,NOT TIED TO PARTY LEADERS,YES,YES,NO,BUSH,HELP,0.883
3.0,257.0,3.0,FIRST CALL,50-59,FEMALE,2,THIS YEAR,,,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN ALL CASES,YES,WORSE,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,YES,"$15,000-$29,000",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,DESERT,45-59,50-59,REPUBLICAN,50-64,50-64,UNFAVORABLE,UNFAVORABLE,NEITHER,NO,NEITHER,NO,NO,NOT TIED TO PARTY LEADERS,NO,NO,YES,BUSH,HELP,0.47900000000000004
3.0,257.0,4.0,FIRST CALL,50-59,MALE,3,THIS YEAR,,,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,NO,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,YES,,NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,DESERT,45-59,50-59,REPUBLICAN,50-64,50-64,UNFAVORABLE,FAVORABLE,MCCAIN,NO,MCCAIN,YES,YES,NOT TIED TO PARTY LEADERS,YES,YES,NO,MCCAIN,HELP,0.875
3.0,257.0,5.0,FIRST CALL,30-39,FEMALE,3,THIS YEAR,,,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,NO,BETTER,TAX CUT,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,YES,"$50,000-$74,999",NO,VERY LIBERAL,LIBERAL,18-64,18-74,COMPLETE,DESERT,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,UNFAVORABLE,FAVORABLE,MCCAIN,YES,BUSH,YES,NO,LOYAL REPUBLICAN,NO,YES,NO,MCCAIN,HELP,0.883
3.0,257.0,6.0,FIRST CALL,65-74,FEMALE,3,THIS YEAR,,,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,SAME,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,YES,"$50,000-$74,999",NO,MODERATE,MODERATE,65+,18-74,COMPLETE,DESERT,60+,60+,REPUBLICAN,65+,65-74,FAVORABLE,FAVORABLE,MCCAIN,YES,MCCAIN,NO,NO,NOT TIED TO PARTY LEADERS,NO,YES,YES,BUSH,HELP,0.933
3.0,257.0,7.0,FIRST CALL,45-49,FEMALE,2,THIS YEAR,,,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,BETTER,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,OMITS,"$50,000-$74,999",OMITS,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,DESERT,45-59,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,MCCAIN,NO,OMITS,YES,NO,LOYAL REPUBLICAN,YES,YES,NO,MCCAIN,HELP,0.47900000000000004
3.0,257.0,8.0,FIRST CALL,60-64,MALE,1,THIS YEAR,,,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,YES,BETTER,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,"$50,000-$74,999",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,DESERT,60+,60+,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,BUSH,YES,BUSH,NO,YES,LOYAL REPUBLICAN,NO,YES,YES,BUSH,HELP,0.759
3.0,257.0,9.0,FIRST CALL,50-59,MALE,1,BEFORE THAT,OMITS,,CANDS PERSONAL QUALITIES,YES,LEGAL IN MOST CASES,YES,BETTER,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,OMITS,"$30,000-$49,000",OMITS,VERY LIBERAL,LIBERAL,18-64,18-74,COMPLETE,DESERT,45-59,50-59,REPUBLICAN,50-64,50-64,OMITS,OMITS,BUSH,YES,OMITS,YES,NO,LOYAL REPUBLICAN,NO,YES,NO,BUSH,HELP,0.718
3.0,257.0,10.0,FIRST CALL,40-44,MALE,3,TODAY,,OMITS,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,BETTER,OMITS,REPUBLICAN,HIGH SCHOOL GRADUATE,YES,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,DESERT,30-44,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,MCCAIN,NO,NEITHER,NO,NO,NOT TIED TO PARTY LEADERS,YES,YES,YES,OMITS,HELP,0.875
3.0,257.0,11.0,FIRST CALL,60-64,FEMALE,1,BEFORE THAT,OMITS,,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,YES,"$50,000-$74,999",OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,DESERT,60+,60+,REPUBLICAN,50-64,50-64,FAVORABLE,OMITS,BUSH,OMITS,BOTH,YES,,LOYAL REPUBLICAN,YES,YES,YES,BUSH,OMITS,0.776
3.0,257.0,12.0,FIRST CALL,65-74,MALE,3,WITHIN LAST 3 DAYS,,,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,NO,SAME,STRENGTHEN SOCIAL SECURITY,INDEPENDENT,DID NOT COMPLETE HIGH SCHOOL,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,65+,18-74,COMPLETE,DESERT,60+,60+,INDEPENDENT/OTHER,65+,65-74,UNFAVORABLE,FAVORABLE,MCCAIN,YES,NEITHER,NO,NO,NOT TIED TO PARTY LEADERS,NO,YES,NO,MCCAIN,HURT,0.924
3.0,257.0,13.0,FIRST CALL,65-74,FEMALE,3,BEFORE THAT,,,CANDS PERSONAL QUALITIES,YES,LEGAL IN ALL CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,HIGH SCHOOL GRADUATE,NO,,OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,DESERT,60+,60+,REPUBLICAN,65+,65-74,UNFAVORABLE,FAVORABLE,BOTH,NO,MCCAIN,YES,YES,OMITS,NO,NO,NO,OMITS,HELP,0.933
3.0,257.0,14.0,FIRST CALL,60-64,FEMALE,3,WITHIN LAST WEEK,,,OMITS,YES,ILLEGAL IN ALL CASES,NO,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,YES,,NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,DESERT,60+,60+,REPUBLICAN,50-64,50-64,UNFAVORABLE,FAVORABLE,MCCAIN,YES,BOTH,YES,NO,LOYAL REPUBLICAN,YES,YES,NO,MCCAIN,HELP,0.933
3.0,257.0,15.0,FIRST CALL,45-49,MALE,2,THIS YEAR,,,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,SAME,TAX CUT,REPUBLICAN,COLLEGE GRADUATE,YES,"UNDER $15,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,DESERT,45-59,40-49,REPUBLICAN,40-49,40-49,UNFAVORABLE,UNFAVORABLE,NEITHER,YES,NEITHER,NO,NO,NOT TIED TO PARTY LEADERS,NO,NO,YES,MCCAIN,HELP,0.47000000000000003
3.0,257.0,16.0,FIRST CALL,50-59,MALE,1,WITHIN LAST WEEK,,,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,SAME,TAX CUT,SOMETHING ELSE,HIGH SCHOOL GRADUATE,OMITS,"$15,000-$29,000",OMITS,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,DESERT,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,FAVORABLE,MCCAIN,OMITS,BOTH,YES,NO,NOT TIED TO PARTY LEADERS,NO,YES,NO,OMITS,HELP,0.718
3.0,257.0,17.0,SECOND CALL,60-64,MALE,3,BEFORE THAT,,,OMITS,NO,LEGAL IN MOST CASES,NO,OMITS,OMITS,,,OMITS,,OMITS,,,18-64,18-74,NOT COMPLETE,DESERT,60+,60+,,50-64,50-64,UNFAVORABLE,FAVORABLE,OMITS,NO,OMITS,,,OMITS,,YES,OMITS,OMITS,OMITS,0.924
3.0,257.0,18.0,SECOND CALL,65-74,FEMALE,3,THIS YEAR,,,OMITS,NO,LEGAL IN MOST CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,SOMETHING ELSE,SOME COLLEGE OR ASSOCIATES,YES,"$30,000-$49,000",YES,MODERATE,MODERATE,65+,18-74,COMPLETE,DESERT,60+,60+,INDEPENDENT/OTHER,65+,65-74,UNFAVORABLE,FAVORABLE,MCCAIN,NO,MCCAIN,YES,NO,NOT TIED TO PARTY LEADERS,NO,YES,YES,MCCAIN,OMITS,0.933
3.0,257.0,19.0,SECOND CALL,50-59,MALE,3,THIS YEAR,,,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,BETTER,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,DESERT,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,BOTH,YES,BOTH,YES,YES,NOT TIED TO PARTY LEADERS,YES,YES,NO,BUSH,HELP,0.875
3.0,257.0,20.0,SECOND CALL,45-49,MALE,1,THIS YEAR,,,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,BETTER,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,YES,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,DESERT,45-59,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,MCCAIN,NO,MCCAIN,YES,NO,LOYAL REPUBLICAN,YES,YES,YES,BUSH,HELP,0.718
3.0,257.0,21.0,SECOND CALL,40-44,FEMALE,1,BEFORE THAT,,,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,BETTER,TAX CUT,REPUBLICAN,COLLEGE GRADUATE,NO,"$50,000-$74,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,DESERT,30-44,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,BUSH,YES,BUSH,NO,NO,NOT TIED TO PARTY LEADERS,YES,NO,YES,BUSH,HELP,0.735
3.0,257.0,22.0,SECOND CALL,18-24,MALE,1,THIS YEAR,,,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,WORSE,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,"$30,000-$49,000",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,DESERT,18-29,18-24,REPUBLICAN,18-24,18-24,FAVORABLE,UNFAVORABLE,BUSH,NO,BUSH,NO,NO,LOYAL REPUBLICAN,YES,NO,YES,BUSH,HELP,0.685
3.0,257.0,23.0,SECOND CALL,60-64,MALE,1,THIS YEAR,,,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,BETTER,TAX CUT,REPUBLICAN,POST GRADUATE STUDY,NO,"$30,000-$49,000",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,DESERT,60+,60+,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,BUSH,YES,BUSH,YES,YES,LOYAL REPUBLICAN,YES,NO,NO,BUSH,HURT,0.759
3.0,257.0,24.0,SECOND CALL,60-64,FEMALE,1,THIS YEAR,OMITS,,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,OMITS,SAME,TAX CUT,REPUBLICAN,HIGH SCHOOL GRADUATE,NO,,YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,DESERT,60+,60+,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,BUSH,YES,BUSH,YES,,LOYAL REPUBLICAN,NO,NO,NO,BUSH,OMITS,0.776
3.0,257.0,25.0,SECOND CALL,25-29,MALE,1,THIS YEAR,,,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,BETTER,TAX CUT,REPUBLICAN,DID NOT COMPLETE HIGH SCHOOL,NO,"$30,000-$49,000",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,DESERT,18-29,25-29,REPUBLICAN,25-29,25-29,FAVORABLE,FAVORABLE,BUSH,YES,BUSH,YES,NO,LOYAL REPUBLICAN,YES,YES,YES,BUSH,HELP,0.685
3.0,257.0,26.0,SECOND CALL,65-74,FEMALE,3,THIS YEAR,OMITS,,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,YES,"$30,000-$49,000",NO,VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,DESERT,60+,60+,REPUBLICAN,65+,65-74,FAVORABLE,FAVORABLE,MCCAIN,NO,BOTH,YES,NO,LOYAL REPUBLICAN,NO,YES,NO,MCCAIN,HELP,0.933
3.0,257.0,27.0,SECOND CALL,50-59,MALE,3,THIS YEAR,,,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,YES,"$30,000-$49,000",NO,VERY LIBERAL,LIBERAL,18-64,18-74,COMPLETE,DESERT,45-59,50-59,REPUBLICAN,50-64,50-64,UNFAVORABLE,FAVORABLE,MCCAIN,NO,BOTH,NO,NO,NOT TIED TO PARTY LEADERS,YES,YES,YES,BUSH,HELP,0.875
3.0,257.0,28.0,SECOND CALL,60-64,MALE,3,BEFORE THAT,,,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,SAME,STRENGTHEN SOCIAL SECURITY,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,YES,"$15,000-$29,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,COMPLETE,DESERT,60+,60+,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,FAVORABLE,MCCAIN,NO,MCCAIN,NO,YES,NOT TIED TO PARTY LEADERS,YES,YES,YES,BUSH,HELP,0.924
