STATE,PREC,SEQ,CALL,AGE9,RACE,SEX,DEMVOTE,TIME,STANDLIV,ISSUE,QUALITY,CLINTON,SURPLUS,HLTHPLAN,CLINGORE,ISSVQUAL,FINSIT,UNION,PARTYID,EDUC,BRADUNFR,INCOME,GOREUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,RACEREL,BACKSIDE,GEOCODE,AGE4,AGEABC,PARTY,AGE65,AGE75,BCPERSON,INTERNET,STEC,RELPUB,BRADHLTH,WEIGHT
8.0,8.0,10.0,SECOND CALL,65-74,WHITE,FEMALE,BRADLEY,TODAY,WILL RISE,OMITS,STANDS UP FOR BELIEFS,APPROVE,ONLY GORE,GORE PLAN BETTER,VERY IMPORTANT,CANDS POSITIONS ON ISSUES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,YES,"$50,000-$74,999",YES,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,BOTH,COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,DEMOCRAT,65+,65-74,FAVORABLE,YES,GOOD,NOT PUBLIC,NO,0.6
8.0,8.0,11.0,SECOND CALL,65-74,WHITE,MALE,GORE,BEFORE THAT,WILL FALL,SS/MEDICARE,REPRESENTS CONSERVATIVE VALUES,APPROVE,ONLY GORE,GORE PLAN BETTER,NOT IMPORTANT AT ALL,CANDS POSITIONS ON ISSUES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,NO,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,ONLY GORE,COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,DEMOCRAT,65+,65-74,OMITS,NO,GOOD,NOT PUBLIC,YES,0.527
8.0,8.0,12.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,BEFORE THAT,WILL RISE,SS/MEDICARE,REPRESENTS CONSERVATIVE VALUES,APPROVE,ONLY GORE,GORE PLAN BETTER,NOT IMPORTANT AT ALL,CANDS POSITIONS ON ISSUES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,YES,"$30,000-$49,000",NO,MODERATE,MODERATE,65+,18-74,ONLY GORE,COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,DEMOCRAT,65+,65-74,FAVORABLE,NO,GOOD,NOT PUBLIC,YES,0.548
8.0,8.0,13.0,SECOND CALL,50-59,WHITE,FEMALE,BRADLEY,WITHIN LAST 3 DAYS,WILL FALL,CAMPAIGN FINANCE REFORM,CAN WIN IN NOVEMBER,APPROVE,BOTH,BOTH THE SAME,NOT IMPORTANT AT ALL,CANDS POSITIONS ON ISSUES,SAME,NO,DEMOCRAT,POST GRADUATE STUDY,YES,"$50,000-$74,999",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,COMPLETE,KENT AND SUSSEX COUNTY,45-59,50-59,DEMOCRAT,50-64,50-64,OMITS,NO,GOOD,PUBLIC,NO,0.456
8.0,8.0,14.0,SECOND CALL,65-74,BLACK,MALE,BRADLEY,THIS YEAR,WILL RISE,EDUCATION,NOT TYPICAL POLITICIAN,APPROVE,ONLY BRADLEY,BRADLEY PLAN BETTER,NOT TOO IMPORTANT,CANDS POSITIONS ON ISSUES,BETTER,YES,DEMOCRAT,POST GRADUATE STUDY,NO,"$50,000-$74,999",YES,MODERATE,MODERATE,65+,18-74,BOTH,COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,DEMOCRAT,65+,65-74,FAVORABLE,YES,GOOD,NOT PUBLIC,NO,0.526
8.0,8.0,15.0,SECOND CALL,75+,WHITE,FEMALE,GORE,THIS YEAR,WILL FALL,WORLD AFFAIRS,OMITS,APPROVE,ONLY GORE,GORE PLAN BETTER,NOT IMPORTANT AT ALL,CANDS PERSONAL QUALITIES,BETTER,NO,INDEPENDENT,,YES,,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,ONLY GORE,COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,INDEPENDENT/OTHER,65+,75+,FAVORABLE,NO,GOOD,NOT PUBLIC,YES,0.548
8.0,8.0,16.0,SECOND CALL,60-64,BLACK,FEMALE,BRADLEY,BEFORE THAT,WILL RISE,ECONOMY/JOBS,,APPROVE,ONLY BRADLEY,BOTH THE SAME,NOT IMPORTANT AT ALL,CANDS PERSONAL QUALITIES,SAME,NO,DEMOCRAT,POST GRADUATE STUDY,NO,"$50,000-$74,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,BOTH,COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,DEMOCRAT,50-64,50-64,FAVORABLE,NO,GOOD,NOT PUBLIC,NO,0.548
8.0,8.0,17.0,SECOND CALL,50-59,WHITE,FEMALE,BRADLEY,WITHIN LAST WEEK,WILL RISE,TAXES,STANDS UP FOR BELIEFS,DISAPPROVE,ONLY BRADLEY,BOTH THE SAME,VERY IMPORTANT,CANDS PERSONAL QUALITIES,SAME,NO,INDEPENDENT,POST GRADUATE STUDY,YES,,YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,BOTH,COMPLETE,KENT AND SUSSEX COUNTY,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,YES,EXCELLENT,OMITS,NO,0.456
8.0,8.0,18.0,SECOND CALL,75+,WHITE,FEMALE,GORE,BEFORE THAT,WILL RISE,EDUCATION,REPRESENTS CONSERVATIVE VALUES,APPROVE,ONLY GORE,BOTH THE SAME,NOT IMPORTANT AT ALL,CANDS PERSONAL QUALITIES,BETTER,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,YES,,NO,MODERATE,MODERATE,65+,75+,ONLY GORE,COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,DEMOCRAT,65+,75+,FAVORABLE,NO,GOOD,NOT PUBLIC,NO,0.548
8.0,8.0,19.0,SECOND CALL,75+,WHITE,MALE,GORE,TODAY,WILL RISE,ECONOMY/JOBS,REPRESENTS CONSERVATIVE VALUES,APPROVE,NEITHER,BOTH THE SAME,SOMEWHAT IMPORTANT,OMITS,SAME,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,NO,,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,BOTH,COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,DEMOCRAT,65+,75+,FAVORABLE,NO,GOOD,NOT PUBLIC,NO,0.527
8.0,8.0,20.0,THIRD CALL,25-29,WHITE,MALE,GORE,TODAY,WILL RISE,OMITS,STRONG LEADER,APPROVE,ONLY GORE,GORE PLAN BETTER,SOMEWHAT IMPORTANT,CANDS POSITIONS ON ISSUES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,NO,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,ONLY GORE,COMPLETE,KENT AND SUSSEX COUNTY,18-29,25-29,DEMOCRAT,25-29,25-29,FAVORABLE,YES,EXCELLENT,NOT PUBLIC,YES,0.41300000000000003
8.0,8.0,21.0,THIRD CALL,50-59,WHITE,FEMALE,BRADLEY,THIS YEAR,WILL FALL,SS/MEDICARE,STANDS UP FOR BELIEFS,APPROVE,BOTH,BOTH THE SAME,NOT TOO IMPORTANT,CANDS POSITIONS ON ISSUES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,NO,"$15,000-$29,000",NO,MODERATE,MODERATE,18-64,18-74,BOTH,COMPLETE,KENT AND SUSSEX COUNTY,45-59,50-59,DEMOCRAT,50-64,50-64,FAVORABLE,YES,GOOD,OMITS,NO,0.456
8.0,8.0,22.0,THIRD CALL,65-74,WHITE,FEMALE,GORE,BEFORE THAT,OMITS,SS/MEDICARE,STANDS UP FOR BELIEFS,APPROVE,ONLY GORE,GORE PLAN BETTER,NOT IMPORTANT AT ALL,CANDS POSITIONS ON ISSUES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,OMITS,"$30,000-$49,000",OMITS,VERY LIBERAL,LIBERAL,65+,18-74,OMITS,COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,NO,GOOD,NOT PUBLIC,NO,0.548
8.0,8.0,23.0,THIRD CALL,60-64,WHITE,FEMALE,GORE,BEFORE THAT,WILL RISE,SS/MEDICARE,STRONG LEADER,APPROVE,ONLY GORE,GORE PLAN BETTER,NOT TOO IMPORTANT,CANDS POSITIONS ON ISSUES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,NO,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,ONLY GORE,COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,DEMOCRAT,50-64,50-64,FAVORABLE,NO,EXCELLENT,NOT PUBLIC,YES,0.548
8.0,8.0,24.0,THIRD CALL,65-74,WHITE,FEMALE,GORE,BEFORE THAT,WILL RISE,TAXES,REPRESENTS CONSERVATIVE VALUES,APPROVE,ONLY GORE,GORE PLAN BETTER,NOT TOO IMPORTANT,CANDS POSITIONS ON ISSUES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,NO,"$30,000-$49,000",NO,VERY LIBERAL,LIBERAL,65+,18-74,ONLY GORE,COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,DEMOCRAT,65+,65-74,FAVORABLE,NO,EXCELLENT,NOT PUBLIC,NO,0.548
8.0,8.0,25.0,THIRD CALL,65-74,WHITE,MALE,GORE,BEFORE THAT,WILL RISE,OMITS,REPRESENTS CONSERVATIVE VALUES,APPROVE,ONLY GORE,GORE PLAN BETTER,SOMEWHAT IMPORTANT,CANDS POSITIONS ON ISSUES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,NO,"$30,000-$49,000",NO,VERY LIBERAL,LIBERAL,65+,18-74,ONLY GORE,COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,DEMOCRAT,65+,65-74,FAVORABLE,NO,EXCELLENT,NOT PUBLIC,NO,0.527
8.0,8.0,26.0,THIRD CALL,65-74,WHITE,FEMALE,GORE,BEFORE THAT,WILL RISE,HEALTH CARE,REPRESENTS CONSERVATIVE VALUES,APPROVE,ONLY GORE,GORE PLAN BETTER,SOMEWHAT IMPORTANT,CANDS POSITIONS ON ISSUES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,NO,"$30,000-$49,000",NO,VERY LIBERAL,LIBERAL,65+,18-74,ONLY GORE,COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,DEMOCRAT,65+,65-74,FAVORABLE,NO,GOOD,NOT PUBLIC,NO,0.548
8.0,8.0,27.0,THIRD CALL,50-59,WHITE,MALE,GORE,BEFORE THAT,WILL RISE,TAXES,REPRESENTS CONSERVATIVE VALUES,APPROVE,ONLY GORE,GORE PLAN BETTER,SOMEWHAT IMPORTANT,CANDS PERSONAL QUALITIES,BETTER,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,ONLY GORE,COMPLETE,KENT AND SUSSEX COUNTY,45-59,50-59,DEMOCRAT,50-64,50-64,FAVORABLE,NO,EXCELLENT,NOT PUBLIC,YES,0.399
8.0,8.0,28.0,THIRD CALL,75+,BLACK,MALE,GORE,BEFORE THAT,WILL FALL,CAMPAIGN FINANCE REFORM,STRONG LEADER,OMITS,OMITS,GORE PLAN BETTER,VERY IMPORTANT,OMITS,OMITS,,,,OMITS,,OMITS,,,65+,75+,OMITS,NOT COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,,65+,75+,OMITS,,OMITS,OMITS,YES,0.48
8.0,11.0,1.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,THIS YEAR,OMITS,WORLD AFFAIRS,REPRESENTS CONSERVATIVE VALUES,APPROVE,ONLY GORE,GORE PLAN BETTER,SOMEWHAT IMPORTANT,CANDS PERSONAL QUALITIES,SAME,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,NO,,NO,MODERATE,MODERATE,65+,18-74,BOTH,COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,NO,GOOD,PUBLIC,NO,1.5110000000000001
8.0,11.0,2.0,SECOND CALL,75+,WHITE,MALE,GORE,THIS YEAR,WILL RISE,TAXES,REPRESENTS CONSERVATIVE VALUES,APPROVE,ONLY GORE,GORE PLAN BETTER,NOT IMPORTANT AT ALL,CANDS POSITIONS ON ISSUES,BETTER,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,65+,75+,BOTH,COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,DEMOCRAT,65+,75+,UNFAVORABLE,NO,EXCELLENT,PUBLIC,NO,1.452
8.0,11.0,3.0,SECOND CALL,50-59,WHITE,FEMALE,BRADLEY,THIS YEAR,WILL FALL,OMITS,,APPROVE,ONLY BRADLEY,BRADLEY PLAN BETTER,NOT IMPORTANT AT ALL,CANDS PERSONAL QUALITIES,BETTER,NO,INDEPENDENT,POST GRADUATE STUDY,NO,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,NEITHER,COMPLETE,KENT AND SUSSEX COUNTY,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,YES,GOOD,NOT PUBLIC,NO,1.256
8.0,11.0,4.0,SECOND CALL,65-74,WHITE,MALE,BRADLEY,THIS YEAR,WILL RISE,HEALTH CARE,,APPROVE,ONLY BRADLEY,BRADLEY PLAN BETTER,NOT TOO IMPORTANT,CANDS POSITIONS ON ISSUES,SAME,NO,DEMOCRAT,POST GRADUATE STUDY,NO,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,BOTH,COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,NO,GOOD,PUBLIC,NO,1.592
8.0,11.0,5.0,SECOND CALL,40-44,WHITE,MALE,BRADLEY,THIS YEAR,WILL RISE,TAXES,NOT TYPICAL POLITICIAN,DISAPPROVE,NEITHER,BOTH THE SAME,VERY IMPORTANT,CANDS POSITIONS ON ISSUES,SAME,NO,DEMOCRAT,POST GRADUATE STUDY,NO,"$100,000 OR MORE",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NEITHER,COMPLETE,KENT AND SUSSEX COUNTY,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,YES,EXCELLENT,PUBLIC,NO,1.208
8.0,11.0,6.0,SECOND CALL,50-59,WHITE,MALE,GORE,BEFORE THAT,WILL RISE,OMITS,NOT TYPICAL POLITICIAN,OMITS,ONLY GORE,GORE PLAN BETTER,NOT TOO IMPORTANT,CANDS POSITIONS ON ISSUES,SAME,NO,INDEPENDENT,POST GRADUATE STUDY,NO,"$75,000-$99,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,ONLY GORE,COMPLETE,KENT AND SUSSEX COUNTY,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,YES,EXCELLENT,NOT PUBLIC,NO,1.103
8.0,11.0,7.0,SECOND CALL,60-64,WHITE,FEMALE,GORE,THIS YEAR,WILL RISE,ECONOMY/JOBS,REPRESENTS CONSERVATIVE VALUES,APPROVE,ONLY GORE,GORE PLAN BETTER,NOT IMPORTANT AT ALL,CANDS POSITIONS ON ISSUES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,YES,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,BOTH,COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,DEMOCRAT,50-64,50-64,UNFAVORABLE,NO,GOOD,NOT PUBLIC,YES,1.5110000000000001
8.0,11.0,8.0,SECOND CALL,60-64,WHITE,MALE,GORE,BEFORE THAT,WILL RISE,EDUCATION,REPRESENTS CONSERVATIVE VALUES,APPROVE,ONLY GORE,GORE PLAN BETTER,SOMEWHAT IMPORTANT,CANDS PERSONAL QUALITIES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,NO,"$75,000-$99,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,ONLY GORE,COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,DEMOCRAT,50-64,50-64,UNFAVORABLE,YES,EXCELLENT,PUBLIC,YES,1.452
8.0,11.0,9.0,SECOND CALL,25-29,WHITE,FEMALE,BRADLEY,THIS YEAR,WILL RISE,OMITS,,DISAPPROVE,ONLY BRADLEY,BRADLEY PLAN BETTER,NOT TOO IMPORTANT,CANDS POSITIONS ON ISSUES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,NO,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,ONLY BRADLEY,COMPLETE,KENT AND SUSSEX COUNTY,18-29,25-29,DEMOCRAT,25-29,25-29,UNFAVORABLE,NO,NOT SO GOOD,NOT PUBLIC,NO,1.302
8.0,11.0,10.0,SECOND CALL,50-59,WHITE,MALE,BRADLEY,THIS YEAR,WILL RISE,ECONOMY/JOBS,STANDS UP FOR BELIEFS,APPROVE,BOTH,BOTH THE SAME,VERY IMPORTANT,CANDS PERSONAL QUALITIES,BETTER,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,NO,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,BOTH,COMPLETE,KENT AND SUSSEX COUNTY,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,YES,GOOD,PUBLIC,NO,1.208
8.0,11.0,11.0,THIRD CALL,65-74,WHITE,FEMALE,GORE,THIS YEAR,WILL RISE,HEALTH CARE,STANDS UP FOR BELIEFS,APPROVE,ONLY GORE,GORE PLAN BETTER,VERY IMPORTANT,CANDS PERSONAL QUALITIES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,YES,"$75,000-$99,999",YES,VERY LIBERAL,LIBERAL,65+,18-74,BOTH,COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,NO,EXCELLENT,NOT PUBLIC,YES,1.5110000000000001
8.0,11.0,12.0,THIRD CALL,65-74,WHITE,MALE,GORE,THIS YEAR,WILL RISE,SS/MEDICARE,REPRESENTS CONSERVATIVE VALUES,APPROVE,ONLY GORE,GORE PLAN BETTER,NOT TOO IMPORTANT,CANDS POSITIONS ON ISSUES,SAME,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,65+,18-74,BOTH,COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,DEMOCRAT,65+,65-74,FAVORABLE,YES,EXCELLENT,NOT PUBLIC,NO,1.452
8.0,11.0,13.0,THIRD CALL,65-74,WHITE,FEMALE,GORE,THIS YEAR,WILL RISE,ECONOMY/JOBS,REPRESENTS CONSERVATIVE VALUES,APPROVE,BOTH,GORE PLAN BETTER,NOT TOO IMPORTANT,CANDS PERSONAL QUALITIES,SAME,NO,INDEPENDENT,POST GRADUATE STUDY,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,65+,18-74,BOTH,COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,INDEPENDENT/OTHER,65+,65-74,FAVORABLE,NO,EXCELLENT,NOT PUBLIC,NO,1.5110000000000001
8.0,11.0,14.0,THIRD CALL,65-74,WHITE,MALE,BRADLEY,BEFORE THAT,WILL RISE,CAMPAIGN FINANCE REFORM,REPRESENTS CONSERVATIVE VALUES,DISAPPROVE,ONLY BRADLEY,BOTH THE SAME,VERY IMPORTANT,CANDS PERSONAL QUALITIES,BETTER,NO,INDEPENDENT,COLLEGE GRADUATE,NO,"$50,000-$74,999",YES,MODERATE,MODERATE,65+,18-74,BOTH,COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,INDEPENDENT/OTHER,65+,65-74,UNFAVORABLE,NO,EXCELLENT,NOT PUBLIC,NO,1.592
8.0,11.0,15.0,THIRD CALL,18-24,WHITE,FEMALE,BRADLEY,BEFORE THAT,WILL FALL,HEALTH CARE,,DISAPPROVE,ONLY BRADLEY,BRADLEY PLAN BETTER,SOMEWHAT IMPORTANT,CANDS POSITIONS ON ISSUES,SAME,NO,DEMOCRAT,POST GRADUATE STUDY,NO,"$100,000 OR MORE",YES,VERY LIBERAL,LIBERAL,18-64,18-74,ONLY BRADLEY,COMPLETE,KENT AND SUSSEX COUNTY,18-29,18-24,DEMOCRAT,18-24,18-24,UNFAVORABLE,YES,GOOD,NOT PUBLIC,NO,1.302
8.0,11.0,16.0,THIRD CALL,65-74,WHITE,MALE,BRADLEY,BEFORE THAT,OMITS,OMITS,,APPROVE,ONLY BRADLEY,BRADLEY PLAN BETTER,VERY IMPORTANT,CANDS POSITIONS ON ISSUES,BETTER,NO,,HIGH SCHOOL GRADUATE,NO,"$50,000-$74,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,OMITS,COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,,65+,65-74,FAVORABLE,NO,GOOD,NOT PUBLIC,NO,1.592
8.0,11.0,17.0,THIRD CALL,18-24,WHITE,MALE,BRADLEY,BEFORE THAT,WILL RISE,TAXES,CAN WIN IN NOVEMBER,APPROVE,ONLY BRADLEY,BOTH THE SAME,SOMEWHAT IMPORTANT,CANDS PERSONAL QUALITIES,BETTER,YES,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,YES,,YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,ONLY BRADLEY,COMPLETE,KENT AND SUSSEX COUNTY,18-29,18-24,INDEPENDENT/OTHER,18-24,18-24,FAVORABLE,YES,GOOD,NOT PUBLIC,NO,1.252
8.0,11.0,18.0,THIRD CALL,,WHITE,FEMALE,GORE,BEFORE THAT,OMITS,HEALTH CARE,OMITS,OMITS,ONLY GORE,BOTH THE SAME,NOT IMPORTANT AT ALL,CANDS PERSONAL QUALITIES,OMITS,,,,NO,,NO,,,,,ONLY GORE,COMPLETE,KENT AND SUSSEX COUNTY,,,,,,OMITS,NO,GOOD,NOT PUBLIC,NO,1.1460000000000001
8.0,11.0,19.0,THIRD CALL,50-59,WHITE,FEMALE,BRADLEY,BEFORE THAT,OMITS,CAMPAIGN FINANCE REFORM,,OMITS,ONLY BRADLEY,BRADLEY PLAN BETTER,NOT TOO IMPORTANT,OMITS,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,OMITS,"$50,000-$74,999",OMITS,VERY LIBERAL,LIBERAL,18-64,18-74,BOTH,COMPLETE,KENT AND SUSSEX COUNTY,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,YES,GOOD,NOT PUBLIC,NO,1.256
8.0,11.0,20.0,THIRD CALL,40-44,WHITE,MALE,BRADLEY,TODAY,WILL RISE,OMITS,CAN WIN IN NOVEMBER,APPROVE,BOTH,BRADLEY PLAN BETTER,NOT TOO IMPORTANT,CANDS PERSONAL QUALITIES,SAME,NO,DEMOCRAT,POST GRADUATE STUDY,NO,"$50,000-$74,999",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,COMPLETE,KENT AND SUSSEX COUNTY,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,YES,EXCELLENT,PUBLIC,NO,1.208
8.0,11.0,21.0,THIRD CALL,65-74,WHITE,MALE,GORE,BEFORE THAT,WILL RISE,SS/MEDICARE,STRONG LEADER,DISAPPROVE,BOTH,GORE PLAN BETTER,NOT IMPORTANT AT ALL,CANDS PERSONAL QUALITIES,BETTER,NO,INDEPENDENT,HIGH SCHOOL GRADUATE,NO,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,BOTH,COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,INDEPENDENT/OTHER,65+,65-74,UNFAVORABLE,NO,GOOD,NOT PUBLIC,YES,1.452
8.0,11.0,22.0,THIRD CALL,65-74,WHITE,MALE,GORE,THIS YEAR,WILL FALL,CAMPAIGN FINANCE REFORM,STRONG LEADER,APPROVE,BOTH,GORE PLAN BETTER,VERY IMPORTANT,CANDS PERSONAL QUALITIES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,NO,"$100,000 OR MORE",NO,MODERATE,MODERATE,65+,18-74,BOTH,COMPLETE,KENT AND SUSSEX COUNTY,60+,60+,DEMOCRAT,65+,65-74,FAVORABLE,YES,GOOD,NOT PUBLIC,YES,1.452
8.0,11.0,23.0,THIRD CALL,45-49,WHITE,MALE,BRADLEY,THIS YEAR,WILL RISE,HEALTH CARE,,APPROVE,BOTH,BRADLEY PLAN BETTER,NOT TOO IMPORTANT,CANDS PERSONAL QUALITIES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,NO,"$15,000-$29,000",NO,MODERATE,MODERATE,18-64,18-74,BOTH,COMPLETE,KENT AND SUSSEX COUNTY,45-59,40-49,DEMOCRAT,40-49,40-49,FAVORABLE,YES,GOOD,NOT PUBLIC,NO,1.208
8.0,11.0,24.0,THIRD CALL,30-39,WHITE,FEMALE,BRADLEY,TODAY,WILL RISE,OMITS,STRONG LEADER,APPROVE,BOTH,OMITS,NOT IMPORTANT AT ALL,CANDS PERSONAL QUALITIES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,NO,"$50,000-$74,999",NO,VERY LIBERAL,LIBERAL,18-64,18-74,BOTH,COMPLETE,KENT AND SUSSEX COUNTY,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,YES,GOOD,NOT PUBLIC,NO,1.256
8.0,12.0,1.0,FIRST CALL,60-64,WHITE,MALE,GORE,WITHIN LAST WEEK,WILL RISE,WORLD AFFAIRS,NOT TYPICAL POLITICIAN,OMITS,OMITS,GORE PLAN BETTER,VERY IMPORTANT,OMITS,OMITS,,,,OMITS,,OMITS,,,18-64,18-74,OMITS,NOT COMPLETE,NEW CASTLE COUNTY,60+,60+,,50-64,50-64,OMITS,,OMITS,OMITS,NO,2.229
8.0,12.0,2.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,WITHIN LAST 3 DAYS,WILL FALL,WORLD AFFAIRS,STANDS UP FOR BELIEFS,OMITS,OMITS,GORE PLAN BETTER,NOT TOO IMPORTANT,OMITS,OMITS,,,,OMITS,,OMITS,,,18-64,18-74,OMITS,NOT COMPLETE,NEW CASTLE COUNTY,30-44,40-49,,40-49,40-49,OMITS,,OMITS,OMITS,NO,2.174
8.0,12.0,3.0,FIRST CALL,60-64,BLACK,MALE,GORE,WITHIN LAST WEEK,WILL RISE,HEALTH CARE,NOT TYPICAL POLITICIAN,OMITS,OMITS,GORE PLAN BETTER,NOT TOO IMPORTANT,OMITS,OMITS,,,,OMITS,,OMITS,,,18-64,18-74,OMITS,NOT COMPLETE,NEW CASTLE COUNTY,60+,60+,,50-64,50-64,OMITS,,OMITS,OMITS,NO,2.21
8.0,12.0,4.0,FIRST CALL,60-64,WHITE,MALE,GORE,WITHIN LAST WEEK,WILL RISE,SS/MEDICARE,NOT TYPICAL POLITICIAN,OMITS,OMITS,GORE PLAN BETTER,SOMEWHAT IMPORTANT,OMITS,OMITS,,,,OMITS,,OMITS,,,18-64,18-74,OMITS,NOT COMPLETE,NEW CASTLE COUNTY,60+,60+,,50-64,50-64,OMITS,,OMITS,OMITS,YES,2.229
8.0,12.0,5.0,FIRST CALL,40-44,BLACK,MALE,BRADLEY,WITHIN LAST 3 DAYS,WILL RISE,CAMPAIGN FINANCE REFORM,NOT TYPICAL POLITICIAN,OMITS,OMITS,BRADLEY PLAN BETTER,VERY IMPORTANT,OMITS,OMITS,,,,OMITS,,OMITS,,,18-64,18-74,OMITS,NOT COMPLETE,NEW CASTLE COUNTY,30-44,40-49,,40-49,40-49,OMITS,,OMITS,OMITS,YES,2.606
