AGEABC,STATE,PREC,SEQ,CALL,AGE9,RACE,SEX,DEMVOTE,CLINTON,UNION,PARTYID,RELIGION,INCOME,IDEOLOGY,PHIL3,OVER65,OVER75,QTYPE,GEOCODE,AGE4,PARTY,AGE65,AGE75,BUSH,GORE,TXPSREFD,BCPERSON,GWMRCSRV,GORBSH3,HISPANIC,QRACE,REL5,WEIGHT
40-49,44.0,19.0,20.0,SECOND CALL,45-49,WHITE,MALE,GORE,APPROVE,YES,DEMOCRAT,PROTESTANT,,VERY LIBERAL,LIBERAL,18-64,18-74,STATE,EAST,45-59,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,NO,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,2.415
40-49,44.0,19.0,21.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,DISAPPROVE,NO,REPUBLICAN,PROTESTANT,,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,EAST,30-44,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,NO,UNFAVORABLE,YES,BUSH,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,2.571
60+,44.0,19.0,22.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,DISAPPROVE,NO,,PROTESTANT,"$15,000-$29,000",MODERATE,MODERATE,65+,18-74,STATE,EAST,60+,,65+,65-74,FAVORABLE,FAVORABLE,NO,UNFAVORABLE,OMITS,GORE,,WHITE,PROTESTANT/OTHER CHRISTIAN,3.278
60+,44.0,19.0,23.0,THIRD CALL,75+,WHITE,FEMALE,GORE,OMITS,NO,DEMOCRAT,OTHER CHRISTIAN,"UNDER $15,000",,,65+,75+,STATE,EAST,60+,DEMOCRAT,65+,75+,FAVORABLE,UNFAVORABLE,NO,UNFAVORABLE,OMITS,OMITS,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,3.278
25-29,44.0,19.0,24.0,THIRD CALL,25-29,WHITE,MALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"UNDER $15,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,EAST,18-29,DEMOCRAT,25-29,25-29,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,OMITS,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,2.267
40-49,44.0,19.0,25.0,THIRD CALL,40-44,WHITE,MALE,OTHER,APPROVE,YES,DEMOCRAT,PROTESTANT,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,STATE,EAST,30-44,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,YES,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,1.491
50-59,44.0,19.0,26.0,THIRD CALL,50-59,WHITE,MALE,GORE,APPROVE,NO,DEMOCRAT,NONE,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,EAST,45-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,NO,UNFAVORABLE,NO,GORE,NO,WHITE,NONE,2.415
60+,44.0,19.0,27.0,THIRD CALL,60-64,WHITE,FEMALE,BRADLEY,APPROVE,NO,DEMOCRAT,PROTESTANT,"$15,000-$29,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,EAST,60+,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,NO,UNFAVORABLE,NO,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,2.243
30-39,44.0,19.0,28.0,THIRD CALL,30-39,HISPANIC/LATINO,MALE,GORE,APPROVE,NO,REPUBLICAN,,"$30,000-$49,000",VERY LIBERAL,LIBERAL,18-64,18-74,STATE,EAST,30-44,REPUBLICAN,30-39,30-39,OMITS,FAVORABLE,OMITS,OMITS,OMITS,NEITHER,YES,,,2.07
30-39,44.0,19.0,29.0,THIRD CALL,30-39,HISPANIC/LATINO,FEMALE,GORE,DISAPPROVE,NO,DEMOCRAT,OTHER CHRISTIAN,"$15,000-$29,000",VERY LIBERAL,LIBERAL,18-64,18-74,STATE,EAST,30-44,DEMOCRAT,30-39,30-39,FAVORABLE,UNFAVORABLE,YES,FAVORABLE,YES,BUSH,YES,HISPANIC/LATINO,PROTESTANT/OTHER CHRISTIAN,2.204
40-49,44.0,19.0,30.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,OMITS,NO,INDEPENDENT,PROTESTANT,,MODERATE,MODERATE,18-64,18-74,STATE,EAST,30-44,INDEPENDENT/OTHER,40-49,40-49,OMITS,OMITS,YES,OMITS,OMITS,OMITS,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,2.571
40-49,44.0,19.0,31.0,THIRD CALL,40-44,WHITE,MALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,EAST,30-44,DEMOCRAT,40-49,40-49,FAVORABLE,FAVORABLE,YES,UNFAVORABLE,YES,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,2.415
60+,44.0,19.0,32.0,THIRD CALL,65-74,WHITE,MALE,OTHER,DISAPPROVE,NO,DEMOCRAT,PROTESTANT,"$15,000-$29,000",VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,EAST,60+,DEMOCRAT,65+,65-74,FAVORABLE,UNFAVORABLE,NO,OMITS,OMITS,BUSH,,WHITE,PROTESTANT/OTHER CHRISTIAN,1.9020000000000001
60+,44.0,19.0,33.0,THIRD CALL,60-64,WHITE,MALE,OTHER,DISAPPROVE,NO,DEMOCRAT,PROTESTANT,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,EAST,60+,DEMOCRAT,50-64,50-64,UNFAVORABLE,UNFAVORABLE,YES,UNFAVORABLE,YES,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,1.9020000000000001
40-49,44.0,19.0,34.0,THIRD CALL,40-44,WHITE,FEMALE,OTHER,DISAPPROVE,NO,DEMOCRAT,PROTESTANT,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,EAST,30-44,DEMOCRAT,40-49,40-49,FAVORABLE,UNFAVORABLE,YES,UNFAVORABLE,YES,BUSH,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,1.587
50-59,44.0,19.0,35.0,THIRD CALL,50-59,WHITE,MALE,BRADLEY,DISAPPROVE,NO,DEMOCRAT,PROTESTANT,"$75,000-$99,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,EAST,45-59,DEMOCRAT,50-64,50-64,FAVORABLE,UNFAVORABLE,YES,UNFAVORABLE,NO,BUSH,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,1.6520000000000001
40-49,44.0,19.0,36.0,THIRD CALL,45-49,WHITE,MALE,BRADLEY,APPROVE,NO,INDEPENDENT,PROTESTANT,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,EAST,45-59,INDEPENDENT/OTHER,40-49,40-49,UNFAVORABLE,UNFAVORABLE,YES,UNFAVORABLE,YES,BUSH,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,1.6520000000000001
30-39,44.0,19.0,37.0,THIRD CALL,30-39,WHITE,MALE,OTHER,APPROVE,NO,SOMETHING ELSE,CATHOLIC,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,EAST,30-44,INDEPENDENT/OTHER,30-39,30-39,FAVORABLE,UNFAVORABLE,YES,FAVORABLE,YES,BUSH,NO,WHITE,CATHOLIC,1.491
60+,44.0,19.0,38.0,THIRD CALL,65-74,WHITE,MALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,"$15,000-$29,000",MODERATE,MODERATE,65+,18-74,STATE,EAST,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,YES,GORE,NO,WHITE,CATHOLIC,3.081
30-39,44.0,19.0,39.0,THIRD CALL,30-39,WHITE,MALE,GORE,APPROVE,YES,DEMOCRAT,PROTESTANT,"$30,000-$49,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,EAST,30-44,DEMOCRAT,30-39,30-39,FAVORABLE,FAVORABLE,NO,UNFAVORABLE,NO,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,2.415
60+,44.0,19.0,40.0,THIRD CALL,60-64,WHITE,MALE,GORE,DISAPPROVE,NO,DEMOCRAT,PROTESTANT,"$15,000-$29,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,EAST,60+,DEMOCRAT,50-64,50-64,FAVORABLE,FAVORABLE,NO,UNFAVORABLE,YES,BUSH,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,3.081
40-49,44.0,19.0,41.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,OTHER CHRISTIAN,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,EAST,30-44,DEMOCRAT,40-49,40-49,FAVORABLE,FAVORABLE,NO,FAVORABLE,NO,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,2.571
50-59,44.0,19.0,42.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,APPROVE,YES,DEMOCRAT,PROTESTANT,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,EAST,45-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,NO,UNFAVORABLE,YES,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,2.571
40-49,44.0,19.0,43.0,THIRD CALL,45-49,WHITE,MALE,BRADLEY,APPROVE,NO,INDEPENDENT,OTHER CHRISTIAN,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,EAST,45-59,INDEPENDENT/OTHER,40-49,40-49,FAVORABLE,UNFAVORABLE,YES,UNFAVORABLE,YES,BUSH,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,1.6520000000000001
18-24,44.0,19.0,44.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,DISAPPROVE,NO,INDEPENDENT,OTHER CHRISTIAN,"UNDER $15,000",VERY LIBERAL,LIBERAL,18-64,18-74,STATE,EAST,18-29,INDEPENDENT/OTHER,18-24,18-24,FAVORABLE,FAVORABLE,YES,UNFAVORABLE,YES,BUSH,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,2.4130000000000003
30-39,44.0,19.0,45.0,THIRD CALL,30-39,WHITE,FEMALE,OTHER,DISAPPROVE,YES,INDEPENDENT,OTHER CHRISTIAN,"$50,000-$74,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,EAST,30-44,INDEPENDENT/OTHER,30-39,30-39,FAVORABLE,UNFAVORABLE,NO,UNFAVORABLE,YES,BUSH,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,1.587
30-39,44.0,19.0,46.0,THIRD CALL,30-39,WHITE,MALE,BRADLEY,DISAPPROVE,YES,INDEPENDENT,OTHER CHRISTIAN,"$50,000-$74,999",VERY LIBERAL,LIBERAL,18-64,18-74,STATE,EAST,30-44,INDEPENDENT/OTHER,30-39,30-39,FAVORABLE,FAVORABLE,YES,UNFAVORABLE,YES,BUSH,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,1.6520000000000001
40-49,44.0,19.0,47.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,OTHER CHRISTIAN,"$30,000-$49,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,EAST,30-44,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,NO,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,2.571
50-59,44.0,19.0,48.0,THIRD CALL,50-59,HISPANIC/LATINO,MALE,GORE,APPROVE,NO,DEMOCRAT,OTHER CHRISTIAN,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,EAST,45-59,DEMOCRAT,50-64,50-64,FAVORABLE,FAVORABLE,NO,FAVORABLE,NO,GORE,YES,WHITE,PROTESTANT/OTHER CHRISTIAN,2.07
40-49,44.0,19.0,49.0,THIRD CALL,40-44,WHITE,MALE,BRADLEY,APPROVE,NO,DEMOCRAT,SOMETHING ELSE,"$50,000-$74,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,EAST,30-44,DEMOCRAT,40-49,40-49,FAVORABLE,UNFAVORABLE,YES,UNFAVORABLE,YES,OMITS,NO,WHITE,SOMETHING ELSE,1.6520000000000001
40-49,44.0,21.0,1.0,FIRST CALL,40-44,BLACK,FEMALE,GORE,APPROVE,YES,DEMOCRAT,OTHER CHRISTIAN,"$75,000-$99,999",VERY LIBERAL,LIBERAL,18-64,18-74,STATE,EAST,30-44,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,NO,GORE,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,0.26
40-49,44.0,21.0,2.0,FIRST CALL,45-49,BLACK,MALE,GORE,APPROVE,NO,DEMOCRAT,OTHER CHRISTIAN,"$75,000-$99,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,EAST,45-59,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,YES,GORE,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,0.245
30-39,44.0,21.0,3.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,"$75,000-$99,999",MODERATE,MODERATE,18-64,18-74,STATE,EAST,30-44,DEMOCRAT,30-39,30-39,UNFAVORABLE,FAVORABLE,YES,UNFAVORABLE,YES,GORE,NO,WHITE,CATHOLIC,0.303
50-59,44.0,21.0,4.0,FIRST CALL,50-59,BLACK,FEMALE,GORE,APPROVE,NO,DEMOCRAT,OTHER CHRISTIAN,"$100,000 OR MORE",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,EAST,45-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,YES,FAVORABLE,NO,GORE,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,0.26
60+,44.0,21.0,5.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,OTHER CHRISTIAN,"$75,000-$99,999",MODERATE,MODERATE,65+,18-74,STATE,EAST,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,NO,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.386
60+,44.0,21.0,6.0,FIRST CALL,75+,WHITE,MALE,BRADLEY,APPROVE,YES,DEMOCRAT,CATHOLIC,"$50,000-$74,999",MODERATE,MODERATE,65+,75+,STATE,EAST,60+,DEMOCRAT,65+,75+,UNFAVORABLE,FAVORABLE,YES,FAVORABLE,YES,GORE,NO,WHITE,CATHOLIC,0.249
60+,44.0,21.0,7.0,FIRST CALL,60-64,WHITE,MALE,GORE,APPROVE,YES,DEMOCRAT,PROTESTANT,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,EAST,60+,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,NO,UNFAVORABLE,YES,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.363
50-59,44.0,21.0,8.0,FIRST CALL,50-59,WHITE,MALE,GORE,APPROVE,YES,DEMOCRAT,PROTESTANT,"$50,000-$74,999",VERY LIBERAL,LIBERAL,18-64,18-74,STATE,EAST,45-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,YES,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.28500000000000003
60+,44.0,21.0,9.0,FIRST CALL,60-64,BLACK,MALE,BRADLEY,APPROVE,NO,DEMOCRAT,CATHOLIC,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,EAST,60+,DEMOCRAT,50-64,50-64,UNFAVORABLE,UNFAVORABLE,NO,UNFAVORABLE,YES,GORE,NO,BLACK,CATHOLIC,0.212
60+,44.0,21.0,10.0,FIRST CALL,65-74,HISPANIC/LATINO,FEMALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,"$30,000-$49,000",SOMEWHAT LIBERAL,LIBERAL,65+,18-74,STATE,EAST,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,FAVORABLE,YES,FAVORABLE,YES,GORE,YES,HISPANIC/LATINO,CATHOLIC,0.331
30-39,44.0,21.0,11.0,SECOND CALL,30-39,WHITE,MALE,GORE,APPROVE,NO,DEMOCRAT,NONE,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,STATE,EAST,30-44,DEMOCRAT,30-39,30-39,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,NO,GORE,NO,WHITE,NONE,0.28500000000000003
30-39,44.0,21.0,12.0,SECOND CALL,30-39,BLACK,MALE,GORE,APPROVE,NO,DEMOCRAT,OTHER CHRISTIAN,"$100,000 OR MORE",MODERATE,MODERATE,18-64,18-74,STATE,EAST,30-44,DEMOCRAT,30-39,30-39,UNFAVORABLE,FAVORABLE,OMITS,FAVORABLE,OMITS,GORE,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,0.245
40-49,44.0,21.0,13.0,SECOND CALL,45-49,HISPANIC/LATINO,FEMALE,BRADLEY,APPROVE,NO,DEMOCRAT,PROTESTANT,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,EAST,45-59,DEMOCRAT,40-49,40-49,FAVORABLE,UNFAVORABLE,NO,FAVORABLE,YES,GORE,YES,HISPANIC/LATINO,PROTESTANT/OTHER CHRISTIAN,0.178
60+,44.0,21.0,14.0,THIRD CALL,65-74,WHITE,MALE,GORE,APPROVE,NO,DEMOCRAT,OTHER CHRISTIAN,"$50,000-$74,999",MODERATE,MODERATE,65+,18-74,STATE,EAST,60+,DEMOCRAT,65+,65-74,FAVORABLE,FAVORABLE,NO,FAVORABLE,NO,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.363
60+,44.0,21.0,15.0,THIRD CALL,60-64,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,SOMETHING ELSE,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,STATE,EAST,60+,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,OMITS,FAVORABLE,OMITS,GORE,NO,WHITE,SOMETHING ELSE,0.386
18-24,44.0,21.0,16.0,THIRD CALL,18-24,HISPANIC/LATINO,MALE,GORE,APPROVE,YES,REPUBLICAN,CATHOLIC,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,EAST,18-29,REPUBLICAN,18-24,18-24,FAVORABLE,UNFAVORABLE,YES,UNFAVORABLE,YES,BUSH,YES,OTHER,CATHOLIC,0.229
40-49,44.0,21.0,17.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,APPROVE,YES,INDEPENDENT,CATHOLIC,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,EAST,30-44,INDEPENDENT/OTHER,40-49,40-49,FAVORABLE,FAVORABLE,YES,FAVORABLE,YES,BUSH,NO,WHITE,CATHOLIC,0.303
40-49,44.0,21.0,18.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,APPROVE,NO,INDEPENDENT,CATHOLIC,"$75,000-$99,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,EAST,30-44,INDEPENDENT/OTHER,40-49,40-49,UNFAVORABLE,FAVORABLE,NO,UNFAVORABLE,NO,GORE,NO,WHITE,CATHOLIC,0.303
40-49,44.0,21.0,19.0,THIRD CALL,45-49,HISPANIC/LATINO,MALE,GORE,DISAPPROVE,YES,DEMOCRAT,CATHOLIC,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,EAST,45-59,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,YES,UNFAVORABLE,NO,GORE,YES,HISPANIC/LATINO,CATHOLIC,0.245
30-39,44.0,21.0,20.0,THIRD CALL,30-39,WHITE,MALE,BRADLEY,DISAPPROVE,YES,DEMOCRAT,SOMETHING ELSE,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,EAST,30-44,DEMOCRAT,30-39,30-39,FAVORABLE,UNFAVORABLE,NO,UNFAVORABLE,YES,BUSH,NO,WHITE,SOMETHING ELSE,0.195
40-49,44.0,21.0,21.0,THIRD CALL,40-44,BLACK,MALE,GORE,APPROVE,YES,DEMOCRAT,OTHER CHRISTIAN,"$75,000-$99,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,EAST,30-44,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,NO,GORE,,BLACK,PROTESTANT/OTHER CHRISTIAN,0.245
40-49,44.0,21.0,22.0,THIRD CALL,45-49,WHITE,MALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,EAST,45-59,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,YES,UNFAVORABLE,NO,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.28500000000000003
60+,44.0,21.0,23.0,THIRD CALL,60-64,ASIAN,,GORE,APPROVE,,DEMOCRAT,JEWISH,"$15,000-$29,000",VERY LIBERAL,LIBERAL,18-64,18-74,STATE,EAST,60+,DEMOCRAT,50-64,50-64,OMITS,UNFAVORABLE,YES,OMITS,YES,GORE,NO,ASIAN,JEWISH,0.363
30-39,44.0,26.0,1.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,APPROVE,NO,INDEPENDENT,NONE,"$100,000 OR MORE",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,EAST,30-44,INDEPENDENT/OTHER,30-39,30-39,UNFAVORABLE,OMITS,NO,FAVORABLE,OMITS,GORE,NO,WHITE,NONE,0.069
40-49,44.0,26.0,2.0,FIRST CALL,40-44,WHITE,MALE,BRADLEY,APPROVE,NO,DEMOCRAT,CATHOLIC,"$100,000 OR MORE",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,EAST,30-44,DEMOCRAT,40-49,40-49,FAVORABLE,FAVORABLE,NO,UNFAVORABLE,NO,GORE,NO,WHITE,CATHOLIC,0.045
30-39,44.0,26.0,3.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,APPROVE,NO,INDEPENDENT,CATHOLIC,"$100,000 OR MORE",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,EAST,30-44,INDEPENDENT/OTHER,30-39,30-39,FAVORABLE,FAVORABLE,NO,UNFAVORABLE,YES,GORE,NO,WHITE,CATHOLIC,0.069
60+,44.0,26.0,4.0,FIRST CALL,60-64,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,JEWISH,"$75,000-$99,999",MODERATE,MODERATE,18-64,18-74,STATE,EAST,60+,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,NO,BUSH,NO,WHITE,JEWISH,0.088
,44.0,26.0,5.0,FIRST CALL,,BLACK,FEMALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,,SOMEWHAT LIBERAL,LIBERAL,,,STATE,EAST,,DEMOCRAT,,,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,NO,GORE,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,0.059000000000000004
50-59,44.0,26.0,6.0,FIRST CALL,50-59,BLACK,MALE,BRADLEY,APPROVE,NO,DEMOCRAT,PROTESTANT,"$100,000 OR MORE",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,EAST,45-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,NO,GORE,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,0.039
60+,44.0,26.0,7.0,FIRST CALL,75+,BLACK,FEMALE,GORE,APPROVE,NO,INDEPENDENT,PROTESTANT,"$15,000-$29,000",SOMEWHAT LIBERAL,LIBERAL,65+,75+,STATE,EAST,60+,INDEPENDENT/OTHER,65+,75+,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,NO,GORE,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,0.075
40-49,44.0,26.0,8.0,FIRST CALL,45-49,BLACK,FEMALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$100,000 OR MORE",MODERATE,MODERATE,18-64,18-74,STATE,EAST,45-59,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,YES,GORE,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,0.059000000000000004
40-49,44.0,26.0,9.0,SECOND CALL,45-49,WHITE,MALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$50,000-$74,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,EAST,45-59,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,NO,UNFAVORABLE,YES,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.064
40-49,44.0,26.0,10.0,SECOND CALL,45-49,WHITE,MALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,"$100,000 OR MORE",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,EAST,45-59,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,NO,UNFAVORABLE,YES,GORE,NO,WHITE,CATHOLIC,0.064
60+,44.0,26.0,11.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,APPROVE,,DEMOCRAT,PROTESTANT,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,EAST,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,YES,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.088
40-49,44.0,26.0,12.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$100,000 OR MORE",MODERATE,MODERATE,18-64,18-74,STATE,EAST,30-44,DEMOCRAT,40-49,40-49,FAVORABLE,FAVORABLE,NO,UNFAVORABLE,YES,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.069
30-39,44.0,26.0,13.0,SECOND CALL,30-39,BLACK,FEMALE,GORE,APPROVE,YES,DEMOCRAT,PROTESTANT,"$75,000-$99,999",VERY LIBERAL,LIBERAL,18-64,18-74,STATE,EAST,30-44,DEMOCRAT,30-39,30-39,UNFAVORABLE,FAVORABLE,OMITS,FAVORABLE,NO,GORE,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,0.059000000000000004
60+,44.0,26.0,14.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$30,000-$49,000",SOMEWHAT LIBERAL,LIBERAL,65+,18-74,STATE,EAST,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,FAVORABLE,NO,UNFAVORABLE,YES,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.088
60+,44.0,26.0,15.0,SECOND CALL,65-74,WHITE,MALE,GORE,APPROVE,NO,DEMOCRAT,JEWISH,"$100,000 OR MORE",VERY LIBERAL,LIBERAL,65+,18-74,STATE,EAST,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,YES,GORE,NO,WHITE,JEWISH,0.083
