QTYPE,STATE,PREC,SEQ,CALL,AGE9,RACE,SEX,REPVOTE,TIME,ISSUE,QUALITY,ISSVQUAL,RELRIGHT,ABORTION,BUSHKNOW,FINSIT,SSTAX,UNION,PARTYID,EDUC,BUSHUNFR,INCOME,MCAIUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,BACKSIDE,AGE4,AGEABC,PARTY,AGE65,AGE75,BUSH,MCCAIN,WEIGHT,GEOCODE,STR8TALK,MCSAYDO,REFORMER,PREVPRI,VETVOTER,LOYALREP,INTERNET,BUSHENGL,BEATDEM,CAMPFIN
STATE,23.0,6.0,42.0,THIRD CALL,50-59,WHITE,MALE,BUSH,THIS YEAR,MORAL VALUES,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,"$50,000-$74,999",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,1.026,SOUTHWEST,BUSH,OMITS,BOTH,YES,NO,LOYAL REPUBLICAN,YES,SOMEWHAT,BUSH,OMITS
STATE,23.0,6.0,43.0,THIRD CALL,65-74,WHITE,MALE,BUSH,WITHIN LAST 3 DAYS,TAXES,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,1.199,SOUTHWEST,BUSH,NO,BOTH,YES,NO,LOYAL REPUBLICAN,NO,SOMEWHAT,BUSH,HELP
STATE,23.0,6.0,44.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,THIS YEAR,OMITS,OMITS,OMITS,OMITS,ILLEGAL IN MOST CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,OMITS,"$30,000-$49,000",OMITS,MODERATE,MODERATE,18-64,18-74,COMPLETE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,UNFAVORABLE,1.0,SOUTHWEST,BUSH,YES,OMITS,YES,NO,LOYAL REPUBLICAN,NO,NOT MUCH,BUSH,OMITS
STATE,23.0,6.0,45.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,WITHIN LAST WEEK,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,HIGH SCHOOL GRADUATE,NO,"$30,000-$49,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,1.0,SOUTHWEST,BUSH,YES,BUSH,YES,NO,LOYAL REPUBLICAN,NO,NOT MUCH,BUSH,HELP
STATE,23.0,6.0,46.0,THIRD CALL,50-59,WHITE,MALE,BUSH,BEFORE THAT,TAXES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,LEGAL IN MOST CASES,YES,SAME,TAX CUT,YES,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,"$15,000-$29,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,1.026,SOUTHWEST,BUSH,NO,BUSH,YES,YES,LOYAL REPUBLICAN,YES,NOT AT ALL,BUSH,HURT
STATE,23.0,6.0,47.0,THIRD CALL,65-74,WHITE,MALE,BUSH,WITHIN LAST WEEK,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,YES,LEGAL IN ALL CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,POST GRADUATE STUDY,NO,"$50,000-$74,999",NO,VERY LIBERAL,LIBERAL,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,FAVORABLE,FAVORABLE,1.199,SOUTHWEST,BUSH,YES,BOTH,YES,YES,LOYAL REPUBLICAN,YES,GREAT DEAL,BUSH,HELP
STATE,23.0,6.0,48.0,THIRD CALL,50-59,WHITE,FEMALE,MCCAIN,WITHIN LAST WEEK,WORLD AFFAIRS,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,NO,DEMOCRAT,,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,0.92,SOUTHWEST,MCCAIN,YES,BOTH,YES,NO,NOT TIED TO PARTY LEADERS,NO,NOT AT ALL,MCCAIN,HELP
STATE,23.0,6.0,49.0,THIRD CALL,60-64,BLACK,MALE,MCCAIN,THIS YEAR,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,POST GRADUATE STUDY,YES,"$75,000-$99,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,COMPLETE,60+,60+,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,FAVORABLE,0.765,SOUTHWEST,MCCAIN,NO,MCCAIN,YES,NO,NOT TIED TO PARTY LEADERS,YES,GREAT DEAL,MCCAIN,HELP
STATE,23.0,6.0,50.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,THIS YEAR,TAXES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,WORSE,TAX CUT,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,NO,"$15,000-$29,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,1.0,SOUTHWEST,BUSH,YES,BOTH,YES,NO,LOYAL REPUBLICAN,NO,SOMEWHAT,BUSH,HELP
STATE,23.0,6.0,51.0,THIRD CALL,50-59,WHITE,MALE,MCCAIN,BEFORE THAT,WORLD AFFAIRS,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,SAME,TAX CUT,YES,REPUBLICAN,HIGH SCHOOL GRADUATE,NO,,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,0.9440000000000001,SOUTHWEST,MCCAIN,NO,NEITHER,YES,NO,NOT TIED TO PARTY LEADERS,YES,NOT MUCH,MCCAIN,HELP
STATE,23.0,6.0,52.0,THIRD CALL,75+,WHITE,FEMALE,BUSH,THIS YEAR,OMITS,HAS THE RIGHT EXPERIENCE,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,NO,,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,COMPLETE,60+,60+,REPUBLICAN,65+,75+,FAVORABLE,UNFAVORABLE,1.169,SOUTHWEST,BUSH,OMITS,BUSH,YES,NO,NOT TIED TO PARTY LEADERS,NO,NOT AT ALL,BUSH,HELP
STATE,23.0,6.0,53.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,BEFORE THAT,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,WORSE,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,COLLEGE GRADUATE,NO,"$50,000-$74,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,18-29,25-29,REPUBLICAN,25-29,25-29,FAVORABLE,UNFAVORABLE,1.313,SOUTHWEST,BUSH,NO,NEITHER,YES,NO,LOYAL REPUBLICAN,NO,SOMEWHAT,BUSH,HELP
STATE,23.0,6.0,54.0,THIRD CALL,40-44,WHITE,FEMALE,MCCAIN,THIS YEAR,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,COLLEGE GRADUATE,YES,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,30-44,40-49,REPUBLICAN,40-49,40-49,UNFAVORABLE,FAVORABLE,0.92,SOUTHWEST,MCCAIN,NO,NEITHER,YES,NO,NOT TIED TO PARTY LEADERS,YES,NOT AT ALL,MCCAIN,HELP
STATE,23.0,6.0,55.0,THIRD CALL,75+,WHITE,,MCCAIN,THIS YEAR,SOCIAL SECURITY/MEDICARE,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,NO,WORSE,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,YES,"UNDER $15,000",NO,MODERATE,MODERATE,65+,75+,COMPLETE,60+,60+,REPUBLICAN,65+,75+,UNFAVORABLE,FAVORABLE,1.076,SOUTHWEST,MCCAIN,NO,BOTH,YES,YES,LOYAL REPUBLICAN,NO,NOT MUCH,MCCAIN,HELP
STATE,23.0,9.0,1.0,FIRST CALL,50-59,WHITE,MALE,MCCAIN,WITHIN LAST WEEK,MORAL VALUES,NOT A TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,NO,INDEPENDENT,POST GRADUATE STUDY,YES,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,FAVORABLE,1.245,UNIVERSITY BELT/UPPER PENINSULA,MCCAIN,NO,MCCAIN,YES,YES,NOT TIED TO PARTY LEADERS,YES,NOT AT ALL,MCCAIN,HELP
STATE,23.0,9.0,2.0,FIRST CALL,50-59,WHITE,MALE,MCCAIN,BEFORE THAT,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,YES,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,FAVORABLE,1.245,UNIVERSITY BELT/UPPER PENINSULA,MCCAIN,NO,BOTH,YES,YES,LOYAL REPUBLICAN,NO,NOT AT ALL,MCCAIN,HELP
STATE,23.0,9.0,3.0,FIRST CALL,45-49,WHITE,FEMALE,MCCAIN,THIS YEAR,OMITS,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,OMITS,LEGAL IN ALL CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,,DEMOCRAT,,YES,"$15,000-$29,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,COMPLETE,45-59,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,1.318,UNIVERSITY BELT/UPPER PENINSULA,MCCAIN,NO,NEITHER,OMITS,NO,NOT TIED TO PARTY LEADERS,YES,NOT AT ALL,MCCAIN,OMITS
STATE,23.0,9.0,4.0,FIRST CALL,25-29,WHITE,MALE,MCCAIN,THIS YEAR,TAXES,MILITARY RECORD,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,YES,SAME,TAX CUT,YES,INDEPENDENT,COLLEGE GRADUATE,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,18-29,25-29,INDEPENDENT/OTHER,25-29,25-29,UNFAVORABLE,FAVORABLE,1.383,UNIVERSITY BELT/UPPER PENINSULA,MCCAIN,YES,MCCAIN,NO,NO,NOT TIED TO PARTY LEADERS,YES,NOT AT ALL,MCCAIN,HELP
STATE,23.0,9.0,5.0,FIRST CALL,50-59,WHITE,MALE,MCCAIN,THIS YEAR,WORLD AFFAIRS,OMITS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,NO,INDEPENDENT,COLLEGE GRADUATE,NO,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,COMPLETE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,FAVORABLE,1.245,UNIVERSITY BELT/UPPER PENINSULA,NEITHER,YES,NEITHER,YES,YES,NOT TIED TO PARTY LEADERS,YES,NOT AT ALL,OMITS,HELP
STATE,23.0,9.0,6.0,FIRST CALL,45-49,WHITE,FEMALE,MCCAIN,THIS YEAR,ABORTION,NOT A TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN ALL CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,YES,"$75,000-$99,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,FAVORABLE,FAVORABLE,1.318,UNIVERSITY BELT/UPPER PENINSULA,MCCAIN,NO,MCCAIN,YES,NO,NOT TIED TO PARTY LEADERS,YES,NOT AT ALL,MCCAIN,HELP
STATE,23.0,9.0,7.0,FIRST CALL,30-39,WHITE,FEMALE,MCCAIN,THIS YEAR,ABORTION,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,NO,BETTER,TAX CUT,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,YES,"$75,000-$99,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,COMPLETE,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,FAVORABLE,1.318,UNIVERSITY BELT/UPPER PENINSULA,MCCAIN,NO,MCCAIN,YES,NO,LOYAL REPUBLICAN,YES,NOT AT ALL,MCCAIN,HELP
STATE,23.0,9.0,8.0,FIRST CALL,25-29,HISPANIC/LATINO,MALE,MCCAIN,WITHIN LAST WEEK,CAMPAIGN FINANCE REFORM,HAS THE RIGHT EXPERIENCE,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,NO,INDEPENDENT,COLLEGE GRADUATE,YES,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,18-29,25-29,INDEPENDENT/OTHER,25-29,25-29,UNFAVORABLE,FAVORABLE,1.046,UNIVERSITY BELT/UPPER PENINSULA,MCCAIN,YES,MCCAIN,NO,NO,NOT TIED TO PARTY LEADERS,YES,NOT AT ALL,MCCAIN,HELP
STATE,23.0,9.0,9.0,FIRST CALL,50-59,WHITE,MALE,MCCAIN,OMITS,OMITS,OMITS,,OMITS,OMITS,OMITS,,,,,,,,,,,18-64,18-74,NOT COMPLETE,45-59,50-59,,50-64,50-64,OMITS,OMITS,1.245,UNIVERSITY BELT/UPPER PENINSULA,,OMITS,,,,,,,,
STATE,23.0,9.0,10.0,FIRST CALL,25-29,WHITE,FEMALE,MCCAIN,WITHIN LAST WEEK,MORAL VALUES,OMITS,CANDS PERSONAL QUALITIES,OMITS,ILLEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,POST GRADUATE STUDY,YES,"$50,000-$74,999",YES,,,18-64,18-74,COMPLETE,18-29,25-29,REPUBLICAN,25-29,25-29,FAVORABLE,FAVORABLE,1.464,UNIVERSITY BELT/UPPER PENINSULA,MCCAIN,YES,NEITHER,NO,NO,LOYAL REPUBLICAN,YES,NOT AT ALL,BUSH,OMITS
STATE,23.0,9.0,11.0,FIRST CALL,50-59,WHITE,MALE,MCCAIN,BEFORE THAT,SOCIAL SECURITY/MEDICARE,HAS THE RIGHT EXPERIENCE,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,YES,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,UNFAVORABLE,FAVORABLE,1.245,UNIVERSITY BELT/UPPER PENINSULA,MCCAIN,YES,BOTH,YES,YES,LOYAL REPUBLICAN,NO,NOT AT ALL,MCCAIN,HELP
STATE,23.0,9.0,12.0,FIRST CALL,50-59,WHITE,MALE,MCCAIN,THIS YEAR,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,NO,SAME,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,COLLEGE GRADUATE,YES,"$100,000 OR MORE",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,UNFAVORABLE,FAVORABLE,1.245,UNIVERSITY BELT/UPPER PENINSULA,MCCAIN,NO,BOTH,YES,NO,NOT TIED TO PARTY LEADERS,YES,NOT AT ALL,MCCAIN,HELP
STATE,23.0,9.0,13.0,FIRST CALL,60-64,WHITE,FEMALE,MCCAIN,THIS YEAR,SOCIAL SECURITY/MEDICARE,OMITS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,COLLEGE GRADUATE,YES,"UNDER $15,000",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,60+,60+,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,FAVORABLE,1.52,UNIVERSITY BELT/UPPER PENINSULA,MCCAIN,NO,MCCAIN,YES,NO,NOT TIED TO PARTY LEADERS,NO,NOT AT ALL,MCCAIN,HELP
STATE,23.0,9.0,14.0,FIRST CALL,40-44,WHITE,MALE,UNCOMMITTED,WITHIN LAST WEEK,EDUCATION,HAS THE RIGHT EXPERIENCE,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,NO,"$30,000-$49,000",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,COMPLETE,30-44,40-49,DEMOCRAT,40-49,40-49,FAVORABLE,UNFAVORABLE,0.587,UNIVERSITY BELT/UPPER PENINSULA,NEITHER,NO,NEITHER,YES,NO,NOT TIED TO PARTY LEADERS,YES,NOT AT ALL,BUSH,HELP
STATE,23.0,9.0,15.0,FIRST CALL,50-59,WHITE,MALE,MCCAIN,WITHIN LAST WEEK,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,WORSE,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,NO,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,1.245,UNIVERSITY BELT/UPPER PENINSULA,BOTH,YES,NEITHER,YES,NO,NOT TIED TO PARTY LEADERS,NO,NOT MUCH,MCCAIN,HELP
STATE,23.0,9.0,16.0,FIRST CALL,30-39,BLACK,FEMALE,BUSH,WITHIN LAST WEEK,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,OMITS,YES,SAME,TAX CUT,NO,SOMETHING ELSE,SOME COLLEGE OR ASSOCIATES,NO,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,FAVORABLE,FAVORABLE,1.099,UNIVERSITY BELT/UPPER PENINSULA,BUSH,YES,BUSH,YES,NO,NOT TIED TO PARTY LEADERS,YES,NOT AT ALL,BUSH,HELP
STATE,23.0,9.0,17.0,FIRST CALL,65-74,WHITE,FEMALE,MCCAIN,THIS YEAR,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,COLLEGE GRADUATE,YES,"$15,000-$29,000",NO,MODERATE,MODERATE,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,UNFAVORABLE,FAVORABLE,1.52,UNIVERSITY BELT/UPPER PENINSULA,MCCAIN,NO,MCCAIN,YES,NO,LOYAL REPUBLICAN,NO,NOT AT ALL,MCCAIN,HELP
STATE,23.0,9.0,18.0,FIRST CALL,40-44,WHITE,MALE,BUSH,THIS YEAR,EDUCATION,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,NO,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,1.372,UNIVERSITY BELT/UPPER PENINSULA,BUSH,YES,BOTH,YES,NO,LOYAL REPUBLICAN,NO,SOMEWHAT,BUSH,HELP
STATE,23.0,9.0,19.0,FIRST CALL,65-74,WHITE,FEMALE,MCCAIN,THIS YEAR,WORLD AFFAIRS,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,65+,18-74,COMPLETE,60+,60+,INDEPENDENT/OTHER,65+,65-74,UNFAVORABLE,FAVORABLE,1.52,UNIVERSITY BELT/UPPER PENINSULA,MCCAIN,NO,OMITS,YES,NO,NOT TIED TO PARTY LEADERS,NO,NOT AT ALL,MCCAIN,HELP
STATE,23.0,9.0,20.0,FIRST CALL,65-74,WHITE,MALE,MCCAIN,BEFORE THAT,CAMPAIGN FINANCE REFORM,OMITS,OMITS,NO,LEGAL IN MOST CASES,NO,SAME,TAX CUT,NO,INDEPENDENT,HIGH SCHOOL GRADUATE,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,65+,18-74,COMPLETE,60+,60+,INDEPENDENT/OTHER,65+,65-74,OMITS,FAVORABLE,1.436,UNIVERSITY BELT/UPPER PENINSULA,MCCAIN,NO,MCCAIN,YES,YES,NOT TIED TO PARTY LEADERS,NO,NOT AT ALL,MCCAIN,HELP
STATE,23.0,9.0,21.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,BEFORE THAT,EDUCATION,HAS THE RIGHT EXPERIENCE,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,SAME,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,"$50,000-$74,999",YES,VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,1.676,UNIVERSITY BELT/UPPER PENINSULA,BUSH,YES,BUSH,YES,NO,LOYAL REPUBLICAN,NO,NOT AT ALL,BUSH,HELP
STATE,23.0,9.0,22.0,SECOND CALL,65-74,WHITE,FEMALE,MCCAIN,THIS YEAR,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,OMITS,OMITS,STRENGTHEN SOCIAL SECURITY,,,SOME COLLEGE OR ASSOCIATES,YES,,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,60+,60+,,65+,65-74,UNFAVORABLE,FAVORABLE,1.52,UNIVERSITY BELT/UPPER PENINSULA,MCCAIN,NO,MCCAIN,NO,NO,NOT TIED TO PARTY LEADERS,NO,NOT AT ALL,MCCAIN,OMITS
STATE,23.0,9.0,23.0,SECOND CALL,30-39,WHITE,MALE,MCCAIN,THIS YEAR,EDUCATION,HAS THE RIGHT EXPERIENCE,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,NO,BETTER,TAX CUT,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,YES,"$50,000-$74,999",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,UNFAVORABLE,FAVORABLE,1.245,UNIVERSITY BELT/UPPER PENINSULA,NEITHER,YES,NEITHER,NO,NO,NOT TIED TO PARTY LEADERS,NO,NOT AT ALL,MCCAIN,HELP
STATE,23.0,9.0,24.0,SECOND CALL,65-74,WHITE,MALE,MCCAIN,WITHIN LAST 3 DAYS,OMITS,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN ALL CASES,YES,SAME,TAX CUT,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,YES,"$15,000-$29,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,UNFAVORABLE,FAVORABLE,1.436,UNIVERSITY BELT/UPPER PENINSULA,BOTH,NO,BOTH,NO,YES,LOYAL REPUBLICAN,NO,GREAT DEAL,MCCAIN,HELP
STATE,23.0,9.0,25.0,SECOND CALL,60-64,BLACK,FEMALE,MCCAIN,WITHIN LAST WEEK,WORLD AFFAIRS,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,NO,WORSE,STRENGTHEN SOCIAL SECURITY,YES,DEMOCRAT,POST GRADUATE STUDY,YES,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,60+,60+,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,1.1500000000000001,UNIVERSITY BELT/UPPER PENINSULA,MCCAIN,NO,NEITHER,NO,NO,NOT TIED TO PARTY LEADERS,NO,NOT AT ALL,MCCAIN,HELP
STATE,23.0,9.0,26.0,SECOND CALL,75+,WHITE,FEMALE,BUSH,THIS YEAR,MORAL VALUES,HAS THE RIGHT EXPERIENCE,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,HIGH SCHOOL GRADUATE,NO,"$30,000-$49,000",YES,MODERATE,MODERATE,65+,75+,COMPLETE,60+,60+,REPUBLICAN,65+,75+,FAVORABLE,UNFAVORABLE,1.676,UNIVERSITY BELT/UPPER PENINSULA,BUSH,YES,BOTH,YES,YES,LOYAL REPUBLICAN,NO,NOT AT ALL,BUSH,HURT
