STATE,PREC,SEQ,CALL,AGE9,RACE,SEX,DEMVOTE,TIME,ISSUE,QUALITY,CLINTON,HLTHPLAN,ISSVQUAL,ABORTION,FINSIT,UNION,PARTYID,EDUC,RELIGION,BRADUNFR,INCOME,GOREUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,STR8DEMS,GORE2LIB,BRAD2LIB,QTYPE,BACKSIDE,GEOCODE,AGE4,AGEABC,PARTY,AGE65,AGE75,BUSH,MCCAIN,GOREBUSH,GOREMCAN,PREVPRID,GORE,BRADLEY,BCPERSON,HISPANIC,REL5,HILLARY,GIULIANI,WEIGHT,QRACE
33.0,6.0,26.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,WITHIN LAST 3 DAYS,RACE RELATIONS,NOT TYPICAL POLITICIAN,OMITS,BOTH THE SAME,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,WORSE,YES,DEMOCRAT,DID NOT COMPLETE HIGH SCHOOL,PROTESTANT,OMITS,"UNDER $15,000",OMITS,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,ABOUT RIGHT,ABOUT RIGHT,2,COMPLETE,NEW YORK CITY,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,,FAVORABLE,FAVORABLE,OMITS,NO,PROTESTANT/OTHER CHRISTIAN,FAVORABLE,UNFAVORABLE,1.8860000000000001,BLACK
33.0,6.0,27.0,THIRD CALL,40-44,HISPANIC/LATINO,MALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,NOT TYPICAL POLITICIAN,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,YES,"UNDER $15,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,ABOUT RIGHT,TOO LIBERAL,2,COMPLETE,NEW YORK CITY,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,YES,PROTESTANT/OTHER CHRISTIAN,FAVORABLE,UNFAVORABLE,2.001,HISPANIC
33.0,6.0,28.0,THIRD CALL,30-39,HISPANIC/LATINO,MALE,GORE,TODAY,ECONOMY/JOBS,STRONG LEADER,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,SAME,NO,DEMOCRAT,COLLEGE GRADUATE,CATHOLIC,YES,"UNDER $15,000",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,GORE,ABOUT RIGHT,OMITS,2,COMPLETE,NEW YORK CITY,30-44,30-39,DEMOCRAT,30-39,30-39,OMITS,OMITS,GORE,GORE,NO,FAVORABLE,OMITS,FAVORABLE,YES,CATHOLIC,FAVORABLE,UNFAVORABLE,2.001,HISPANIC
33.0,6.0,29.0,THIRD CALL,18-24,HISPANIC/LATINO,FEMALE,GORE,TODAY,OMITS,STRONG LEADER,OMITS,GORE PLAN BETTER,OMITS,OMITS,OMITS,YES,,DID NOT COMPLETE HIGH SCHOOL,,OMITS,"UNDER $15,000",OMITS,,,18-64,18-74,GORE,TOO LIBERAL,OMITS,2,COMPLETE,NEW YORK CITY,18-29,18-24,,18-24,18-24,OMITS,OMITS,GORE,GORE,YES,FAVORABLE,OMITS,OMITS,YES,,FAVORABLE,OMITS,2.199,HISPANIC
33.0,6.0,30.0,THIRD CALL,30-39,HISPANIC/LATINO,FEMALE,GORE,TODAY,SOCIAL SECURITY/MEDICARE,STRONG LEADER,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,JEWISH,NO,"$30,000-$49,000",NO,VERY LIBERAL,LIBERAL,18-64,18-74,NEITHER,ABOUT RIGHT,ABOUT RIGHT,2,COMPLETE,NEW YORK CITY,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,UNFAVORABLE,FAVORABLE,GORE,GORE,NO,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,JEWISH,FAVORABLE,UNFAVORABLE,1.8860000000000001,OTHER
33.0,6.0,31.0,THIRD CALL,45-49,BLACK,MALE,BRADLEY,THIS YEAR,RACE RELATIONS,STRONG LEADER,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,YES,DEMOCRAT,DID NOT COMPLETE HIGH SCHOOL,PROTESTANT,YES,"$15,000-$29,000",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,NOT LIBERAL ENOUGH,NOT LIBERAL ENOUGH,2,COMPLETE,NEW YORK CITY,45-59,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,NO,PROTESTANT/OTHER CHRISTIAN,FAVORABLE,UNFAVORABLE,2.008,BLACK
33.0,6.0,32.0,THIRD CALL,75+,BLACK,FEMALE,BRADLEY,WITHIN LAST WEEK,RACE RELATIONS,STANDS UP FOR BELIEFS,APPROVE,BRADLEY PLAN BETTER,CANDS PERSONAL QUALITIES,ILLEGAL IN ALL CASES,WORSE,NO,DEMOCRAT,,PROTESTANT,NO,,YES,,,65+,75+,GORE,NOT LIBERAL ENOUGH,ABOUT RIGHT,2,COMPLETE,NEW YORK CITY,60+,60+,DEMOCRAT,65+,75+,UNFAVORABLE,UNFAVORABLE,GORE,MCCAIN,NO,UNFAVORABLE,FAVORABLE,UNFAVORABLE,NO,PROTESTANT/OTHER CHRISTIAN,FAVORABLE,UNFAVORABLE,2.305,BLACK
33.0,7.0,1.0,FIRST CALL,60-64,BLACK,MALE,BRADLEY,THIS YEAR,RACE RELATIONS,STANDS UP FOR BELIEFS,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,DID NOT COMPLETE HIGH SCHOOL,OTHER CHRISTIAN,NO,"$30,000-$49,000",YES,MODERATE,MODERATE,18-64,18-74,BRADLEY,NOT LIBERAL ENOUGH,ABOUT RIGHT,2,COMPLETE,NEW YORK CITY,60+,60+,DEMOCRAT,50-64,50-64,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,OMITS,FAVORABLE,FAVORABLE,NO,PROTESTANT/OTHER CHRISTIAN,FAVORABLE,OMITS,0.561,BLACK
33.0,7.0,2.0,FIRST CALL,40-44,BLACK,MALE,GORE,BEFORE THAT,ECONOMY/JOBS,CAN WIN IN NOVEMBER,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,SAME,NO,DEMOCRAT,POST GRADUATE STUDY,PROTESTANT,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,GORE,ABOUT RIGHT,ABOUT RIGHT,2,COMPLETE,NEW YORK CITY,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,NO,PROTESTANT/OTHER CHRISTIAN,FAVORABLE,UNFAVORABLE,0.458,BLACK
33.0,7.0,3.0,FIRST CALL,50-59,HISPANIC/LATINO,MALE,GORE,BEFORE THAT,ECONOMY/JOBS,OMITS,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,ILLEGAL IN ALL CASES,BETTER,YES,DEMOCRAT,COLLEGE GRADUATE,CATHOLIC,NO,"$30,000-$49,000",NO,VERY LIBERAL,LIBERAL,18-64,18-74,GORE,ABOUT RIGHT,OMITS,2,COMPLETE,NEW YORK CITY,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,OMITS,GORE,GORE,NO,FAVORABLE,UNFAVORABLE,FAVORABLE,YES,CATHOLIC,OMITS,UNFAVORABLE,0.458,HISPANIC
33.0,7.0,4.0,FIRST CALL,40-44,BLACK,MALE,GORE,TODAY,ECONOMY/JOBS,HAS RIGHT EXPERIENCE,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,SAME,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,YES,"$30,000-$49,000",YES,MODERATE,MODERATE,18-64,18-74,GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,2,COMPLETE,NEW YORK CITY,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,NO,CATHOLIC,FAVORABLE,FAVORABLE,0.458,BLACK
33.0,7.0,5.0,FIRST CALL,30-39,HISPANIC/LATINO,FEMALE,GORE,BEFORE THAT,OMITS,STRONG LEADER,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,NO,DEMOCRAT,COLLEGE GRADUATE,CATHOLIC,OMITS,"$15,000-$29,000",OMITS,MODERATE,MODERATE,18-64,18-74,GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,2,COMPLETE,NEW YORK CITY,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,CATHOLIC,UNFAVORABLE,FAVORABLE,0.433,HISPANIC
33.0,7.0,6.0,FIRST CALL,50-59,HISPANIC/LATINO,,GORE,BEFORE THAT,EDUCATION,STRONG LEADER,OMITS,OMITS,OMITS,OMITS,OMITS,,,,,OMITS,,OMITS,,,18-64,18-74,OMITS,ABOUT RIGHT,TOO LIBERAL,2,NOT COMPLETE,NEW YORK CITY,45-59,50-59,,50-64,50-64,OMITS,OMITS,GORE,GORE,,OMITS,OMITS,OMITS,YES,,FAVORABLE,UNFAVORABLE,0.458,HISPANIC
33.0,7.0,7.0,FIRST CALL,40-44,BLACK,FEMALE,GORE,THIS YEAR,EDUCATION,NEW IDEAS,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,NO,DEMOCRAT,COLLEGE GRADUATE,,NO,"$15,000-$29,000",NO,MODERATE,MODERATE,18-64,18-74,BOTH,ABOUT RIGHT,ABOUT RIGHT,2,COMPLETE,NEW YORK CITY,30-44,40-49,DEMOCRAT,40-49,40-49,FAVORABLE,FAVORABLE,GORE,GORE,YES,OMITS,FAVORABLE,FAVORABLE,NO,,FAVORABLE,UNFAVORABLE,0.433,BLACK
33.0,7.0,8.0,FIRST CALL,30-39,BLACK,FEMALE,GORE,THIS YEAR,HEALTH CARE,HAS RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,YES,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,2,COMPLETE,NEW YORK CITY,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,NO,PROTESTANT/OTHER CHRISTIAN,FAVORABLE,UNFAVORABLE,0.433,BLACK
33.0,7.0,9.0,FIRST CALL,40-44,BLACK,FEMALE,BRADLEY,WITHIN LAST 3 DAYS,SOCIAL SECURITY/MEDICARE,STRONG LEADER,APPROVE,BRADLEY PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,WORSE,NO,DEMOCRAT,COLLEGE GRADUATE,OTHER CHRISTIAN,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,BOTH,TOO LIBERAL,ABOUT RIGHT,2,COMPLETE,NEW YORK CITY,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,NO,PROTESTANT/OTHER CHRISTIAN,FAVORABLE,UNFAVORABLE,0.434,BLACK
33.0,7.0,10.0,SECOND CALL,65-74,BLACK,FEMALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,HAS RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,ILLEGAL IN ALL CASES,SAME,YES,DEMOCRAT,DID NOT COMPLETE HIGH SCHOOL,CATHOLIC,NO,"UNDER $15,000",NO,VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,2,COMPLETE,NEW YORK CITY,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,NO,CATHOLIC,FAVORABLE,UNFAVORABLE,0.527,BLACK
33.0,7.0,11.0,SECOND CALL,75+,BLACK,,GORE,BEFORE THAT,RACE RELATIONS,STANDS UP FOR BELIEFS,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,WORSE,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,OTHER CHRISTIAN,NO,"UNDER $15,000",NO,VERY LIBERAL,LIBERAL,65+,75+,GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,2,COMPLETE,NEW YORK CITY,60+,60+,DEMOCRAT,65+,75+,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,OMITS,FAVORABLE,NO,PROTESTANT/OTHER CHRISTIAN,FAVORABLE,UNFAVORABLE,0.527,BLACK
33.0,7.0,12.0,SECOND CALL,60-64,BLACK,MALE,BRADLEY,BEFORE THAT,ECONOMY/JOBS,STRONG LEADER,OMITS,OMITS,OMITS,OMITS,OMITS,,,,,OMITS,,OMITS,,,18-64,18-74,OMITS,ABOUT RIGHT,ABOUT RIGHT,2,NOT COMPLETE,NEW YORK CITY,60+,60+,,50-64,50-64,OMITS,OMITS,GORE,GORE,,OMITS,OMITS,OMITS,NO,,FAVORABLE,UNFAVORABLE,0.561,BLACK
33.0,7.0,13.0,SECOND CALL,45-49,HISPANIC/LATINO,FEMALE,GORE,TODAY,ECONOMY/JOBS,NEW IDEAS,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,ILLEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,CATHOLIC,YES,"UNDER $15,000",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,GORE,ABOUT RIGHT,OMITS,2,COMPLETE,NEW YORK CITY,45-59,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,YES,CATHOLIC,FAVORABLE,UNFAVORABLE,0.433,HISPANIC
33.0,7.0,14.0,SECOND CALL,60-64,HISPANIC/LATINO,MALE,GORE,TODAY,EDUCATION,NEW IDEAS,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,SAME,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,NO,"$15,000-$29,000",YES,MODERATE,MODERATE,18-64,18-74,GORE,TOO LIBERAL,NOT LIBERAL ENOUGH,2,COMPLETE,NEW YORK CITY,60+,60+,DEMOCRAT,50-64,50-64,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,YES,CATHOLIC,FAVORABLE,UNFAVORABLE,0.558,HISPANIC
33.0,7.0,15.0,SECOND CALL,30-39,BLACK,FEMALE,BRADLEY,THIS YEAR,EDUCATION,STRONG LEADER,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,NONE,YES,"$30,000-$49,000",YES,MODERATE,MODERATE,18-64,18-74,BOTH,NOT LIBERAL ENOUGH,ABOUT RIGHT,2,COMPLETE,NEW YORK CITY,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,UNFAVORABLE,FAVORABLE,FAVORABLE,NO,NONE,FAVORABLE,UNFAVORABLE,0.434,BLACK
33.0,7.0,16.0,SECOND CALL,50-59,HISPANIC/LATINO,,OTHER,TODAY,ABORTION,STANDS UP FOR BELIEFS,DISAPPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,ILLEGAL IN ALL CASES,BETTER,YES,DEMOCRAT,DID NOT COMPLETE HIGH SCHOOL,OTHER CHRISTIAN,OMITS,"UNDER $15,000",OMITS,MODERATE,MODERATE,18-64,18-74,NEITHER,NOT LIBERAL ENOUGH,NOT LIBERAL ENOUGH,2,COMPLETE,NEW YORK CITY,45-59,50-59,DEMOCRAT,50-64,50-64,FAVORABLE,UNFAVORABLE,BUSH,GORE,YES,UNFAVORABLE,UNFAVORABLE,FAVORABLE,YES,PROTESTANT/OTHER CHRISTIAN,FAVORABLE,UNFAVORABLE,0.796,BLACK
33.0,7.0,17.0,SECOND CALL,65-74,BLACK,MALE,GORE,THIS YEAR,RACE RELATIONS,STRONG LEADER,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,PROTESTANT,NO,"$75,000-$99,999",NO,VERY LIBERAL,LIBERAL,65+,18-74,GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,2,COMPLETE,NEW YORK CITY,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,NO,PROTESTANT/OTHER CHRISTIAN,FAVORABLE,UNFAVORABLE,0.558,BLACK
33.0,7.0,18.0,SECOND CALL,40-44,BLACK,FEMALE,GORE,BEFORE THAT,ECONOMY/JOBS,CAN WIN IN NOVEMBER,APPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,SAME,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,SOMETHING ELSE,NO,"UNDER $15,000",NO,MODERATE,MODERATE,18-64,18-74,GORE,ABOUT RIGHT,ABOUT RIGHT,2,COMPLETE,NEW YORK CITY,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,NO,SOMETHING ELSE,FAVORABLE,UNFAVORABLE,0.433,BLACK
33.0,7.0,19.0,SECOND CALL,50-59,HISPANIC/LATINO,MALE,GORE,BEFORE THAT,HEALTH CARE,STANDS UP FOR BELIEFS,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,SAME,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,NO,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,ABOUT RIGHT,TOO LIBERAL,2,COMPLETE,NEW YORK CITY,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,YES,CATHOLIC,FAVORABLE,UNFAVORABLE,0.458,HISPANIC
33.0,7.0,20.0,SECOND CALL,18-24,BLACK,MALE,BRADLEY,WITHIN LAST WEEK,EDUCATION,NOT TYPICAL POLITICIAN,APPROVE,BRADLEY PLAN BETTER,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,WORSE,NO,SOMETHING ELSE,HIGH SCHOOL GRADUATE,OTHER CHRISTIAN,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,BRADLEY,NOT LIBERAL ENOUGH,ABOUT RIGHT,2,COMPLETE,NEW YORK CITY,18-29,18-24,INDEPENDENT/OTHER,18-24,18-24,FAVORABLE,FAVORABLE,GORE,GORE,NO,FAVORABLE,FAVORABLE,FAVORABLE,NO,PROTESTANT/OTHER CHRISTIAN,FAVORABLE,FAVORABLE,0.538,BLACK
33.0,7.0,21.0,SECOND CALL,75+,BLACK,FEMALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,OMITS,DISAPPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,ILLEGAL IN ALL CASES,BETTER,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,YES,"$15,000-$29,000",NO,VERY LIBERAL,LIBERAL,65+,75+,GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,2,COMPLETE,NEW YORK CITY,60+,60+,DEMOCRAT,65+,75+,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,UNFAVORABLE,NO,PROTESTANT/OTHER CHRISTIAN,UNFAVORABLE,UNFAVORABLE,0.527,BLACK
33.0,7.0,22.0,SECOND CALL,40-44,BLACK,FEMALE,GORE,BEFORE THAT,OMITS,OMITS,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,OMITS,BETTER,YES,DEMOCRAT,COLLEGE GRADUATE,OTHER CHRISTIAN,YES,"$50,000-$74,999",NO,VERY LIBERAL,LIBERAL,18-64,18-74,GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,2,COMPLETE,NEW YORK CITY,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,NO,PROTESTANT/OTHER CHRISTIAN,FAVORABLE,UNFAVORABLE,0.433,BLACK
33.0,7.0,23.0,SECOND CALL,50-59,HISPANIC/LATINO,FEMALE,GORE,BEFORE THAT,EDUCATION,HAS RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,ILLEGAL IN ALL CASES,BETTER,YES,DEMOCRAT,DID NOT COMPLETE HIGH SCHOOL,CATHOLIC,YES,"$15,000-$29,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,2,COMPLETE,NEW YORK CITY,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,UNFAVORABLE,GORE,GORE,NO,FAVORABLE,UNFAVORABLE,FAVORABLE,YES,CATHOLIC,FAVORABLE,UNFAVORABLE,0.433,HISPANIC
33.0,7.0,24.0,SECOND CALL,40-44,HISPANIC/LATINO,MALE,GORE,BEFORE THAT,SOCIAL SECURITY/MEDICARE,HAS RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,ILLEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,DID NOT COMPLETE HIGH SCHOOL,CATHOLIC,NO,"UNDER $15,000",NO,VERY LIBERAL,LIBERAL,18-64,18-74,GORE,TOO LIBERAL,OMITS,2,COMPLETE,NEW YORK CITY,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,YES,CATHOLIC,FAVORABLE,OMITS,0.458,HISPANIC
33.0,7.0,25.0,THIRD CALL,,HISPANIC/LATINO,FEMALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,CAN WIN IN NOVEMBER,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,YES,DEMOCRAT,COLLEGE GRADUATE,CATHOLIC,OMITS,"$50,000-$74,999",OMITS,MODERATE,MODERATE,,,GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,2,COMPLETE,NEW YORK CITY,,,DEMOCRAT,,,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,YES,CATHOLIC,FAVORABLE,UNFAVORABLE,0.433,OTHER
33.0,7.0,26.0,THIRD CALL,30-39,HISPANIC/LATINO,FEMALE,GORE,WITHIN LAST 3 DAYS,OMITS,CAN WIN IN NOVEMBER,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,WORSE,NO,DEMOCRAT,DID NOT COMPLETE HIGH SCHOOL,CATHOLIC,YES,"UNDER $15,000",OMITS,MODERATE,MODERATE,18-64,18-74,GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,2,COMPLETE,NEW YORK CITY,30-44,30-39,DEMOCRAT,30-39,30-39,OMITS,UNFAVORABLE,GORE,OMITS,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,YES,CATHOLIC,FAVORABLE,UNFAVORABLE,0.433,HISPANIC
33.0,7.0,27.0,THIRD CALL,45-49,HISPANIC/LATINO,FEMALE,GORE,THIS YEAR,OMITS,CAN WIN IN NOVEMBER,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,WORSE,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,YES,"UNDER $15,000",OMITS,VERY LIBERAL,LIBERAL,18-64,18-74,GORE,ABOUT RIGHT,ABOUT RIGHT,2,COMPLETE,NEW YORK CITY,45-59,40-49,DEMOCRAT,40-49,40-49,FAVORABLE,UNFAVORABLE,GORE,GORE,NO,FAVORABLE,UNFAVORABLE,FAVORABLE,YES,CATHOLIC,FAVORABLE,UNFAVORABLE,0.433,HISPANIC
33.0,7.0,28.0,THIRD CALL,45-49,BLACK,MALE,GORE,BEFORE THAT,ECONOMY/JOBS,STANDS UP FOR BELIEFS,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,SOMETHING ELSE,YES,"$15,000-$29,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,GORE,ABOUT RIGHT,OMITS,2,COMPLETE,NEW YORK CITY,45-59,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,NO,SOMETHING ELSE,FAVORABLE,UNFAVORABLE,0.458,BLACK
33.0,7.0,29.0,THIRD CALL,50-59,BLACK,MALE,GORE,BEFORE THAT,EDUCATION,STRONG LEADER,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,YES,DEMOCRAT,,PROTESTANT,NO,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,GORE,ABOUT RIGHT,TOO LIBERAL,2,COMPLETE,NEW YORK CITY,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,NO,PROTESTANT/OTHER CHRISTIAN,FAVORABLE,UNFAVORABLE,0.458,BLACK
33.0,7.0,30.0,THIRD CALL,30-39,HISPANIC/LATINO,FEMALE,BRADLEY,TODAY,SOCIAL SECURITY/MEDICARE,OMITS,OMITS,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,OMITS,BETTER,NO,DEMOCRAT,DID NOT COMPLETE HIGH SCHOOL,CATHOLIC,YES,"UNDER $15,000",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,GORE,NOT LIBERAL ENOUGH,ABOUT RIGHT,2,COMPLETE,NEW YORK CITY,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,OMITS,YES,CATHOLIC,FAVORABLE,UNFAVORABLE,0.434,HISPANIC
