QRACE,STATE,PREC,SEQ,CALL,AGE9,RACE,SEX,REPVOTE,TIME,ISSUE,QUALITY,ISSVQUAL,RELRIGHT,ABORTION,BUSHKNOW,FINSIT,SSTAX,UNION,BUSHUNFR,PARTYID,EDUC,RELIGION,INCOME,MCAIUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,QTYPE,AGE4,AGEABC,PARTY,AGE65,AGE75,GWCONSRV,BUSH,MCCAIN,GOREBUSH,GOREMCAN,MCCONSRV,STR8TALK,REFORMER,PREVPRIN,VETVOTER,MCRRIGHT,VERSION,ONLYREPS,REALWIN,GORE,BRADLEY,BEATDEM,GAY,HISPANIC,REL5,REGCA,NOVCHOIC,WEIGHT,BACKSIDE,GEOCODE
WHITE,5.0,7.0,24.0,SECOND CALL,60-64,WHITE,FEMALE,KEYES,WITHIN LAST WEEK,,,CANDS POSITIONS ON ISSUES,,,,SAME,,NO,YES,REPUBLICAN,,,"$15,000-$29,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,60+,60+,REPUBLICAN,50-64,50-64,,,,BUSH,MCCAIN,,NEITHER,NEITHER,YES,,,2, KEYES,WINS AMONG ALL VOTERS,,,,NO,NO,,REPUBLICAN,NOT SATISFIED,0.673,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,7.0,25.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,BEFORE THAT,,,CANDS PERSONAL QUALITIES,,,,SAME,,NO,NO,REPUBLICAN,,,,YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,,,,BUSH,MCCAIN,,BUSH,NEITHER,YES,,,2,BUSH,WINS AMONG PARTY REGISTERED,,,,NO,NO,,REPUBLICAN,SATISFIED,0.467,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,7.0,26.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,THIS YEAR,,,CANDS POSITIONS ON ISSUES,,,,BETTER,,NO,NO,REPUBLICAN,,,"$75,000-$99,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,,,,BUSH,MCCAIN,,BOTH,BOTH,YES,,,2, KEYES,WINS AMONG PARTY REGISTERED,,,,NO,NO,,REPUBLICAN,SATISFIED,0.467,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,7.0,27.0,SECOND CALL,65-74,WHITE,FEMALE,MCCAIN,THIS YEAR,,,CANDS PERSONAL QUALITIES,,,,BETTER,,NO,YES,REPUBLICAN,,,"$15,000-$29,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,60+,60+,REPUBLICAN,65+,65-74,,,,GORE,MCCAIN,,MCCAIN,MCCAIN,YES,,,2,MCCAIN,WINS AMONG ALL VOTERS,,,,NO,NO,,REPUBLICAN,NOT SATISFIED,0.459,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,7.0,28.0,SECOND CALL,75+,WHITE,MALE,BUSH,THIS YEAR,,,CANDS POSITIONS ON ISSUES,,,,SAME,,NO,NO,REPUBLICAN,,,"$30,000-$49,000",YES,MODERATE,MODERATE,65+,75+,STATE,60+,60+,REPUBLICAN,65+,75+,,,,BUSH,OMITS,,BOTH,BOTH,YES,,,2,BUSH,WINS AMONG ALL VOTERS,,,,NO,NO,,REPUBLICAN,SATISFIED,0.451,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,7.0,35.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,BEFORE THAT,,,CANDS POSITIONS ON ISSUES,,,,BETTER,,NO,NO,REPUBLICAN,,,"$75,000-$99,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,,,,BUSH,MCCAIN,,BUSH,BUSH,YES,,,2,BUSH,WINS AMONG ALL VOTERS,,,,NO,NO,,REPUBLICAN,SATISFIED,0.467,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,7.0,37.0,SECOND CALL,45-49,WHITE,FEMALE,MCCAIN,THIS YEAR,,,CANDS POSITIONS ON ISSUES,,,,SAME,,YES,YES,REPUBLICAN,,,"$50,000-$74,999",YES,MODERATE,MODERATE,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,,,,BUSH,MCCAIN,,MCCAIN,NEITHER,YES,,,2,MCCAIN,WINS AMONG PARTY REGISTERED,,,,NO,NO,,REPUBLICAN,NOT SATISFIED,0.421,COMPLETED,CENTRAL VALLEY/NORTH
,5.0,7.0,38.0,SECOND CALL,75+,,FEMALE,BUSH,WITHIN LAST WEEK,,,CANDS POSITIONS ON ISSUES,,,,SAME,,YES,OMITS,INDEPENDENT,,,,NO,MODERATE,MODERATE,65+,75+,STATE,60+,60+,INDEPENDENT/OTHER,65+,75+,,,,BUSH,OMITS,,OMITS,OMITS,YES,,,2, KEYES,WINS AMONG ALL VOTERS,,,,NO,NO,,REPUBLICAN,OMITS,0.508,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,7.0,40.0,SECOND CALL,75+,WHITE,FEMALE,MCCAIN,TODAY,,,CANDS POSITIONS ON ISSUES,,,,SAME,,NO,YES,REPUBLICAN,,,"UNDER $15,000",YES,MODERATE,MODERATE,65+,75+,STATE,60+,60+,REPUBLICAN,65+,75+,,,,BUSH,MCCAIN,,MCCAIN,MCCAIN,YES,,,2,MCCAIN,WINS AMONG ALL VOTERS,,,,NO,NO,,REPUBLICAN,NOT SATISFIED,0.459,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,7.0,41.0,SECOND CALL,50-59,WHITE,MALE,MCCAIN,THIS YEAR,,,CANDS PERSONAL QUALITIES,,,,BETTER,,NO,YES,REPUBLICAN,,,"$100,000 OR MORE",YES,MODERATE,MODERATE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,,,,GORE,MCCAIN,,MCCAIN,NEITHER,YES,,,2,MCCAIN,WINS AMONG ALL VOTERS,,,,NO,NO,,REPUBLICAN,SATISFIED,0.374,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,7.0,42.0,SECOND CALL,25-29,WHITE,FEMALE,BUSH,THIS YEAR,,,CANDS POSITIONS ON ISSUES,,,,BETTER,,NO,NO,REPUBLICAN,,,"UNDER $15,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,18-29,25-29,REPUBLICAN,25-29,25-29,,,,BUSH,MCCAIN,,BUSH,BUSH,YES,,,2,BUSH,WINS AMONG ALL VOTERS,,,,YES,NO,,REPUBLICAN,SATISFIED,0.481,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,7.0,43.0,SECOND CALL,25-29,WHITE,MALE,MCCAIN,WITHIN LAST WEEK,,,CANDS PERSONAL QUALITIES,,,,SAME,,NO,NO,REPUBLICAN,,,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,18-29,25-29,REPUBLICAN,25-29,25-29,,,,BUSH,MCCAIN,,BOTH,BOTH,YES,,,2,MCCAIN,WINS AMONG ALL VOTERS,,,,NO,NO,,REPUBLICAN,SATISFIED,0.385,COMPLETED,CENTRAL VALLEY/NORTH
HISPANIC,5.0,7.0,44.0,SECOND CALL,25-29,HISPANIC/LATINO,MALE,BUSH,,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,,TAX CUT,,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NONE,"$30,000-$49,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,18-29,25-29,REPUBLICAN,25-29,25-29,ABOUT RIGHT,FAVORABLE,FAVORABLE,,,NOT CONSERVATIVE ENOUGH,,,,YES,SOMEWHAT,1,,,UNFAVORABLE,UNFAVORABLE,BUSH,NO,YES,NONE,REPUBLICAN,,0.389,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,7.0,45.0,SECOND CALL,45-49,WHITE,MALE,BUSH,,MORAL VALUES,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,,TAX CUT,,NO,REPUBLICAN,COLLEGE GRADUATE,OTHER CHRISTIAN,"$50,000-$74,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,,,NOT CONSERVATIVE ENOUGH,,,,NO,NOT MUCH,1,,,UNFAVORABLE,FAVORABLE,BUSH,NO,NO,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,0.41500000000000004,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,7.0,46.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,,STRENGTHEN SOCIAL SECURITY,,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$30,000-$49,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,60+,60+,REPUBLICAN,65+,65-74,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,,,NOT CONSERVATIVE ENOUGH,,,,NO,SOMEWHAT,1,,,UNFAVORABLE,FAVORABLE,BUSH,NO,NO,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,0.508,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,7.0,47.0,SECOND CALL,75+,WHITE,MALE,BUSH,,SOCIAL SECURITY/MEDICARE,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,,STRENGTHEN SOCIAL SECURITY,,NO,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$75,000-$99,999",YES,MODERATE,MODERATE,65+,75+,STATE,60+,60+,REPUBLICAN,65+,75+,ABOUT RIGHT,FAVORABLE,FAVORABLE,,,TOO CONSERVATIVE,,,,YES,NOT AT ALL,1,,,FAVORABLE,FAVORABLE,BUSH,NO,NO,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,0.451,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,7.0,55.0,SECOND CALL,50-59,WHITE,MALE,BUSH,,MORAL VALUES,HAS RIGHT EXPERIENCE,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN ALL CASES,YES,,TAX CUT,,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$50,000-$74,999",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,,,NOT CONSERVATIVE ENOUGH,,,,NO,GREAT DEAL,1,,,UNFAVORABLE,FAVORABLE,BUSH,NO,NO,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,0.41500000000000004,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,7.0,57.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,,MORAL VALUES,HAS RIGHT EXPERIENCE,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,,TAX CUT,,NO,REPUBLICAN,COLLEGE GRADUATE,OTHER CHRISTIAN,"$75,000-$99,999",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,,,ABOUT RIGHT,,,,NO,NOT MUCH,1,,,UNFAVORABLE,UNFAVORABLE,BUSH,NO,NO,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,0.467,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,7.0,59.0,SECOND CALL,50-59,WHITE,MALE,BUSH,,MORAL VALUES,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN ALL CASES,YES,,TAX CUT,,NO,REPUBLICAN,COLLEGE GRADUATE,CATHOLIC,"$50,000-$74,999",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,,,OMITS,,,,NO,NOT MUCH,1,,,UNFAVORABLE,FAVORABLE,BUSH,NO,NO,CATHOLIC,REPUBLICAN,,0.41500000000000004,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,7.0,60.0,SECOND CALL,60-64,WHITE,MALE,BUSH,,CAMPAIGN FINANCE REFORM,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,YES,,STRENGTHEN SOCIAL SECURITY,,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$50,000-$74,999",YES,MODERATE,MODERATE,18-64,18-74,STATE,60+,60+,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,,,TOO CONSERVATIVE,,,,YES,SOMEWHAT,1,,,FAVORABLE,FAVORABLE,BUSH,NO,NO,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,0.451,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,7.0,61.0,SECOND CALL,65-74,WHITE,,BUSH,,ABORTION,STRONG LEADER,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,,STRENGTHEN SOCIAL SECURITY,,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$30,000-$49,000",YES,VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,60+,60+,REPUBLICAN,65+,65-74,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,,,NOT CONSERVATIVE ENOUGH,,,,NO,GREAT DEAL,1,,,UNFAVORABLE,UNFAVORABLE,BUSH,NO,NO,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,0.451,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,7.0,65.0,SECOND CALL,65-74,WHITE,FEMALE,KEYES,,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,OMITS,YES,,OMITS,,OMITS,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,,OMITS,MODERATE,MODERATE,65+,18-74,STATE,60+,60+,REPUBLICAN,65+,65-74,ABOUT RIGHT,FAVORABLE,FAVORABLE,,,ABOUT RIGHT,,,,NO,NOT MUCH,1,,,UNFAVORABLE,FAVORABLE,OMITS,NO,NO,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,0.673,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,7.0,66.0,SECOND CALL,30-39,WHITE,MALE,BUSH,,EDUCATION,HAS RIGHT EXPERIENCE,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,,TAX CUT,,NO,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$75,000-$99,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,,,NOT CONSERVATIVE ENOUGH,,,,NO,OMITS,1,,,UNFAVORABLE,UNFAVORABLE,BUSH,NO,NO,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,0.41500000000000004,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,7.0,67.0,THIRD CALL,45-49,HISPANIC/LATINO,FEMALE,BUSH,WITHIN LAST WEEK,,,CANDS PERSONAL QUALITIES,,,,SAME,,NO,OMITS,REPUBLICAN,,,"$50,000-$74,999",OMITS,MODERATE,MODERATE,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,,,,BUSH,MCCAIN,,BUSH,NEITHER,YES,,,2,BUSH,WINS AMONG ALL VOTERS,,,,NO,YES,,REPUBLICAN,SATISFIED,0.425,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,7.0,68.0,THIRD CALL,50-59,WHITE,MALE,BUSH,THIS YEAR,,,CANDS PERSONAL QUALITIES,,,,SAME,,NO,NO,REPUBLICAN,,,"$50,000-$74,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,,,,BUSH,OMITS,,BUSH,BOTH,YES,,,2,BUSH,WINS AMONG PARTY REGISTERED,,,,NO,NO,,REPUBLICAN,SATISFIED,0.41500000000000004,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,7.0,69.0,THIRD CALL,25-29,WHITE,MALE,BUSH,WITHIN LAST WEEK,,,CANDS POSITIONS ON ISSUES,,,,WORSE,,NO,NO,REPUBLICAN,,,"$15,000-$29,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,18-29,25-29,REPUBLICAN,25-29,25-29,,,,BUSH,MCCAIN,,MCCAIN,MCCAIN,YES,,,2,BUSH,WINS AMONG PARTY REGISTERED,,,,NO,NO,,REPUBLICAN,SATISFIED,0.427,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,7.0,70.0,THIRD CALL,75+,WHITE,MALE,BUSH,WITHIN LAST WEEK,,,CANDS POSITIONS ON ISSUES,,,,SAME,,NO,NO,REPUBLICAN,,,"$50,000-$74,999",YES,MODERATE,MODERATE,65+,75+,STATE,60+,60+,REPUBLICAN,65+,75+,,,,BUSH,OMITS,,BUSH,BUSH,YES,,,2,BUSH,WINS AMONG ALL VOTERS,,,,NO,NO,,REPUBLICAN,SATISFIED,0.451,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,7.0,71.0,THIRD CALL,30-39,WHITE,MALE,MCCAIN,THIS YEAR,,,CANDS PERSONAL QUALITIES,,,,BETTER,,NO,NO,REPUBLICAN,,,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,,,,BUSH,MCCAIN,,MCCAIN,MCCAIN,YES,,,2,MCCAIN,WINS AMONG ALL VOTERS,,,,NO,NO,,REPUBLICAN,NOT SATISFIED,0.374,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,7.0,72.0,THIRD CALL,40-44,WHITE,FEMALE,MCCAIN,THIS YEAR,,,CANDS PERSONAL QUALITIES,,,,SAME,,NO,YES,REPUBLICAN,,,"$100,000 OR MORE",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,,,,BUSH,MCCAIN,,MCCAIN,MCCAIN,YES,,,2,MCCAIN,WINS AMONG ALL VOTERS,,,,NO,NO,,REPUBLICAN,SATISFIED,0.421,COMPLETED,CENTRAL VALLEY/NORTH
ASIAN,5.0,7.0,76.0,THIRD CALL,30-39,ASIAN,FEMALE,MCCAIN,TODAY,,,CANDS PERSONAL QUALITIES,,,,SAME,,NO,NO,REPUBLICAN,,,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,,,,BUSH,MCCAIN,,MCCAIN,BOTH,YES,,,2,MCCAIN,WINS AMONG ALL VOTERS,,,,NO,NO,,REPUBLICAN,SATISFIED,0.421,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,7.0,78.0,THIRD CALL,50-59,WHITE,MALE,MCCAIN,THIS YEAR,,,CANDS PERSONAL QUALITIES,,,,BETTER,,NO,NO,REPUBLICAN,,,"$100,000 OR MORE",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,,,,BUSH,MCCAIN,,BOTH,BOTH,YES,,,2,MCCAIN,WINS AMONG ALL VOTERS,,,,NO,NO,,REPUBLICAN,SATISFIED,0.374,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,7.0,79.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,THIS YEAR,,,OMITS,,,,SAME,,NO,OMITS,REPUBLICAN,,,"$30,000-$49,000",OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,,,,BUSH,MCCAIN,,OMITS,OMITS,YES,,,2,BUSH,WINS AMONG ALL VOTERS,,,,NO,NO,,REPUBLICAN,SATISFIED,0.467,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,7.0,82.0,THIRD CALL,45-49,WHITE,MALE,BUSH,THIS YEAR,,,CANDS PERSONAL QUALITIES,,,,SAME,,YES,NO,REPUBLICAN,,,"$75,000-$99,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,,,,BUSH,OMITS,,BUSH,BUSH,YES,,,2,BUSH,WINS AMONG ALL VOTERS,,,,NO,NO,,REPUBLICAN,SATISFIED,0.41500000000000004,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,7.0,84.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,,MORAL VALUES,HAS RIGHT EXPERIENCE,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,,OMITS,,NO,REPUBLICAN,COLLEGE GRADUATE,OTHER CHRISTIAN,"$15,000-$29,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,18-29,25-29,REPUBLICAN,25-29,25-29,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,,,ABOUT RIGHT,,,,NO,NOT AT ALL,1,,,UNFAVORABLE,UNFAVORABLE,BUSH,NO,NO,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,0.481,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,7.0,85.0,THIRD CALL,45-49,WHITE,MALE,BUSH,,TAXES,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,,TAX CUT,,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,"$100,000 OR MORE",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,,,ABOUT RIGHT,,,,YES,GREAT DEAL,1,,,UNFAVORABLE,UNFAVORABLE,BUSH,NO,NO,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,0.41500000000000004,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,7.0,86.0,THIRD CALL,45-49,WHITE,MALE,MCCAIN,,WORLD AFFAIRS,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,YES,,STRENGTHEN SOCIAL SECURITY,,YES,REPUBLICAN,COLLEGE GRADUATE,CATHOLIC,"$15,000-$29,000",YES,MODERATE,MODERATE,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,,,ABOUT RIGHT,,,,YES,NOT AT ALL,1,,,UNFAVORABLE,FAVORABLE,MCCAIN,NO,NO,CATHOLIC,REPUBLICAN,,0.374,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,7.0,87.0,THIRD CALL,40-44,WHITE,MALE,MCCAIN,,EDUCATION,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,NO,,TAX CUT,,YES,REPUBLICAN,COLLEGE GRADUATE,OTHER CHRISTIAN,"$15,000-$29,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,,,ABOUT RIGHT,,,,YES,NOT AT ALL,1,,,UNFAVORABLE,UNFAVORABLE,MCCAIN,NO,NO,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,0.374,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,7.0,88.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,,MORAL VALUES,HAS RIGHT EXPERIENCE,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN ALL CASES,YES,,TAX CUT,,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,"$15,000-$29,000",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,18-29,18-24,REPUBLICAN,18-24,18-24,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,,,NOT CONSERVATIVE ENOUGH,,,,NO,NOT AT ALL,1,,,UNFAVORABLE,UNFAVORABLE,BUSH,NO,NO,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,0.481,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,7.0,89.0,THIRD CALL,60-64,WHITE,MALE,BUSH,,SOCIAL SECURITY/MEDICARE,HAS RIGHT EXPERIENCE,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN ALL CASES,YES,,STRENGTHEN SOCIAL SECURITY,,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,OTHER CHRISTIAN,,YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,60+,60+,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,,,NOT CONSERVATIVE ENOUGH,,,,YES,SOMEWHAT,1,,,UNFAVORABLE,UNFAVORABLE,BUSH,NO,NO,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,0.451,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,7.0,90.0,THIRD CALL,50-59,WHITE,FEMALE,MCCAIN,,SOCIAL SECURITY/MEDICARE,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,NO,,STRENGTHEN SOCIAL SECURITY,,YES,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,,,ABOUT RIGHT,,,,NO,NOT AT ALL,1,,,FAVORABLE,FAVORABLE,MCCAIN,NO,NO,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,0.421,COMPLETED,CENTRAL VALLEY/NORTH
ASIAN,5.0,7.0,94.0,THIRD CALL,30-39,ASIAN,FEMALE,MCCAIN,,MORAL VALUES,NEW IDEAS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,NO,,OMITS,,YES,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,UNFAVORABLE,FAVORABLE,,,ABOUT RIGHT,,,,NO,NOT AT ALL,1,,,UNFAVORABLE,FAVORABLE,BUSH,NO,NO,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,0.421,COMPLETED,CENTRAL VALLEY/NORTH
