STATE,PREC,SEQ,CALL,AGE9,RACE,SEX,DEMVOTE,TIME,ISSUE,QUALITY,CLINTON,HLTHPLAN,ISSVQUAL,ABORTION,FINSIT,UNION,PARTYID,EDUC,RELIGION,BRADUNFR,INCOME,GOREUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,STR8DEMS,RACEREL,GORE2LIB,BRAD2LIB,QTYPE,BACKSIDE,GEOCODE,AGE4,AGEABC,PARTY,AGE65,AGE75,BUSH,MCCAIN,GOREBUSH,GOREMCAN,PREVPRID,GORE,BRADLEY,BCPERSON,REL5,WEIGHT
21.0,5.0,8.0,FIRST CALL,50-59,WHITE,MALE,BRADLEY,BEFORE THAT,EDUCATION,STANDS UP FOR BELIEFS,DISAPPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,SAME,NO,REPUBLICAN,POST GRADUATE STUDY,PROTESTANT,NO,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,BRADLEY,ONLY BRADLEY,TOO LIBERAL,ABOUT RIGHT,STATE,COMPLETE,SUBURBAN BALTIMORE,45-59,50-59,REPUBLICAN,50-64,50-64,UNFAVORABLE,FAVORABLE,BUSH,MCCAIN,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,1.186
21.0,5.0,9.0,FIRST CALL,50-59,WHITE,FEMALE,UNCOMITTED,WITHIN LAST WEEK,EDUCATION,OMITS,APPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,SAME,NO,DEMOCRAT,POST GRADUATE STUDY,SOMETHING ELSE,YES,"$75,000-$99,999",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,SUBURBAN BALTIMORE,45-59,50-59,DEMOCRAT,50-64,50-64,FAVORABLE,FAVORABLE,BUSH,MCCAIN,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,SOMETHING ELSE,0.745
21.0,5.0,10.0,FIRST CALL,60-64,BLACK,FEMALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,HAS THE RIGHT EXPERIENCE,APPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,ILLEGAL IN ALL CASES,BETTER,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,NO,"$30,000-$49,000",YES,VERY LIBERAL,LIBERAL,18-64,18-74,NEITHER,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,SUBURBAN BALTIMORE,60+,60+,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,CATHOLIC,1.342
21.0,5.0,11.0,SECOND CALL,18-24,WHITE,FEMALE,GORE,BEFORE THAT,SOCIAL SECURITY/MEDICARE,HAS NEW IDEAS,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,YES,INDEPENDENT,DID NOT COMPLETE HIGH SCHOOL,PROTESTANT,NO,"$15,000-$29,000",NO,MODERATE,MODERATE,18-64,18-74,BRADLEY,NEITHER,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,SUBURBAN BALTIMORE,18-29,18-24,INDEPENDENT/OTHER,18-24,18-24,FAVORABLE,UNFAVORABLE,BUSH,GORE,NO,FAVORABLE,UNFAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,1.029
21.0,5.0,12.0,SECOND CALL,65-74,WHITE,MALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,CAN WIN IN NOVEMBER,APPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,WORSE,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,NO,,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,BOTH,BOTH,NOT LIBERAL ENOUGH,NOT LIBERAL ENOUGH,STATE,COMPLETE,SUBURBAN BALTIMORE,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,1.209
21.0,5.0,13.0,SECOND CALL,45-49,BLACK,MALE,GORE,TODAY,EDUCATION,STRONG LEADER,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,SOMETHING ELSE,YES,"$15,000-$29,000",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,ONLY GORE,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,SUBURBAN BALTIMORE,45-59,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,UNFAVORABLE,SOMETHING ELSE,1.044
21.0,5.0,14.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,THIS YEAR,EDUCATION,STANDS UP FOR BELIEFS,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,NONE,NO,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,BOTH,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,SUBURBAN BALTIMORE,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,NONE,0.9550000000000001
21.0,5.0,15.0,SECOND CALL,75+,ASIAN,MALE,GORE,WITHIN LAST 3 DAYS,ECONOMY/JOBS,STANDS UP FOR BELIEFS,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,PROTESTANT,YES,"UNDER $15,000",NO,SOMEWHAT LIBERAL,LIBERAL,65+,75+,GORE,ONLY GORE,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,SUBURBAN BALTIMORE,60+,60+,DEMOCRAT,65+,75+,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,1.209
21.0,5.0,16.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,BEFORE THAT,SOCIAL SECURITY/MEDICARE,HAS THE RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,SAME,NO,DEMOCRAT,,CATHOLIC,YES,"$15,000-$29,000",NO,MODERATE,MODERATE,65+,18-74,GORE,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,SUBURBAN BALTIMORE,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,CATHOLIC,1.218
21.0,5.0,17.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,BEFORE THAT,ABORTION,HAS THE RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,YES,INDEPENDENT,COLLEGE GRADUATE,CATHOLIC,OMITS,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,BOTH,BOTH,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,SUBURBAN BALTIMORE,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,CATHOLIC,0.9550000000000001
21.0,5.0,18.0,SECOND CALL,40-44,WHITE,MALE,BRADLEY,THIS YEAR,ECONOMY/JOBS,OMITS,DISAPPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,WORSE,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,NONE,YES,"$50,000-$74,999",YES,MODERATE,MODERATE,18-64,18-74,NEITHER,NEITHER,TOO LIBERAL,TOO LIBERAL,STATE,COMPLETE,SUBURBAN BALTIMORE,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,YES,UNFAVORABLE,UNFAVORABLE,UNFAVORABLE,NONE,1.186
21.0,5.0,19.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,WITHIN LAST WEEK,ECONOMY/JOBS,STRONG LEADER,APPROVE,OMITS,CANDS PERSONAL QUALITIES,OMITS,SAME,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,OMITS,"$75,000-$99,999",OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,GORE,ONLY GORE,ABOUT RIGHT,OMITS,STATE,COMPLETE,SUBURBAN BALTIMORE,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,OMITS,GORE,GORE,YES,FAVORABLE,OMITS,OMITS,PROTESTANT/OTHER CHRISTIAN,0.9550000000000001
21.0,5.0,20.0,SECOND CALL,65-74,OTHER,MALE,GORE,BEFORE THAT,SOCIAL SECURITY/MEDICARE,HAS THE RIGHT EXPERIENCE,OMITS,OMITS,OMITS,OMITS,OMITS,,,,,OMITS,,OMITS,,,65+,18-74,OMITS,ONLY GORE,ABOUT RIGHT,OMITS,STATE,NOT COMPLETE,SUBURBAN BALTIMORE,60+,60+,,65+,65-74,OMITS,OMITS,GORE,GORE,,OMITS,OMITS,OMITS,,1.209
21.0,5.0,21.0,SECOND CALL,60-64,WHITE,FEMALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,NO,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,BOTH,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,SUBURBAN BALTIMORE,60+,60+,DEMOCRAT,50-64,50-64,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,UNFAVORABLE,CATHOLIC,1.218
21.0,5.0,22.0,SECOND CALL,75+,WHITE,FEMALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,HAS THE RIGHT EXPERIENCE,APPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,NO,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,65+,75+,BOTH,BOTH,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,SUBURBAN BALTIMORE,60+,60+,DEMOCRAT,65+,75+,FAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,CATHOLIC,1.218
21.0,5.0,23.0,SECOND CALL,50-59,WHITE,MALE,GORE,TODAY,ECONOMY/JOBS,CAN WIN IN NOVEMBER,DISAPPROVE,BOTH THE SAME,OMITS,LEGAL IN MOST CASES,SAME,NO,SOMETHING ELSE,DID NOT COMPLETE HIGH SCHOOL,,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,NEITHER,NEITHER,TOO LIBERAL,TOO LIBERAL,STATE,COMPLETE,SUBURBAN BALTIMORE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,YES,FAVORABLE,UNFAVORABLE,UNFAVORABLE,,0.9480000000000001
21.0,5.0,24.0,SECOND CALL,60-64,WHITE,FEMALE,UNCOMITTED,OMITS,ABORTION,STRONG LEADER,OMITS,OMITS,CANDS POSITIONS ON ISSUES,ILLEGAL IN ALL CASES,WORSE,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,OMITS,,OMITS,MODERATE,MODERATE,18-64,18-74,OMITS,OMITS,OMITS,OMITS,STATE,COMPLETE,SUBURBAN BALTIMORE,60+,60+,DEMOCRAT,50-64,50-64,OMITS,OMITS,OMITS,OMITS,YES,OMITS,OMITS,UNFAVORABLE,CATHOLIC,0.9510000000000001
21.0,5.0,25.0,SECOND CALL,40-44,WHITE,MALE,BRADLEY,BEFORE THAT,SOCIAL SECURITY/MEDICARE,HAS NEW IDEAS,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,PROTESTANT,NO,"$50,000-$74,999",YES,MODERATE,MODERATE,18-64,18-74,BOTH,ONLY BRADLEY,TOO LIBERAL,ABOUT RIGHT,STATE,COMPLETE,SUBURBAN BALTIMORE,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,YES,UNFAVORABLE,FAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,1.186
21.0,5.0,26.0,SECOND CALL,65-74,WHITE,,GORE,WITHIN LAST 3 DAYS,HEALTH CARE,HAS THE RIGHT EXPERIENCE,APPROVE,BRADLEY PLAN BETTER,OMITS,LEGAL IN MOST CASES,WORSE,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,NO,"UNDER $15,000",NO,MODERATE,MODERATE,65+,18-74,BOTH,NEITHER,OMITS,NOT LIBERAL ENOUGH,STATE,COMPLETE,SUBURBAN BALTIMORE,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,CATHOLIC,1.218
21.0,5.0,27.0,THIRD CALL,45-49,WHITE,MALE,BRADLEY,BEFORE THAT,HEALTH CARE,STANDS UP FOR BELIEFS,DISAPPROVE,BRADLEY PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,YES,"$50,000-$74,999",YES,MODERATE,MODERATE,18-64,18-74,BRADLEY,BOTH,TOO LIBERAL,ABOUT RIGHT,STATE,COMPLETE,SUBURBAN BALTIMORE,45-59,40-49,DEMOCRAT,40-49,40-49,FAVORABLE,FAVORABLE,BUSH,MCCAIN,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,CATHOLIC,1.186
21.0,5.0,28.0,THIRD CALL,45-49,BLACK,FEMALE,GORE,WITHIN LAST WEEK,OMITS,STRONG LEADER,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,YES,DEMOCRAT,COLLEGE GRADUATE,PROTESTANT,YES,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,ONLY GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,SUBURBAN BALTIMORE,45-59,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,OMITS,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,1.052
21.0,5.0,29.0,THIRD CALL,30-39,WHITE,MALE,GORE,THIS YEAR,ABORTION,HAS THE RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,WORSE,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,NONE,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,BOTH,ONLY GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,SUBURBAN BALTIMORE,30-44,30-39,DEMOCRAT,30-39,30-39,FAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,NONE,0.9480000000000001
21.0,5.0,30.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,TODAY,HEALTH CARE,STANDS UP FOR BELIEFS,APPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,SAME,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,PROTESTANT,OMITS,"$30,000-$49,000",OMITS,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,SUBURBAN BALTIMORE,45-59,40-49,DEMOCRAT,40-49,40-49,FAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.9550000000000001
21.0,7.0,1.0,FIRST CALL,65-74,WHITE,MALE,BRADLEY,THIS YEAR,CAMPAIGN FINANCE REFORM,HAS NEW IDEAS,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,NONE,OMITS,"$75,000-$99,999",OMITS,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,BRADLEY,BOTH,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,SUBURBAN BALTIMORE,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,OMITS,NONE,1.07
21.0,7.0,2.0,FIRST CALL,50-59,WHITE,MALE,GORE,BEFORE THAT,EDUCATION,HAS THE RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,PROTESTANT,YES,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,BOTH,BOTH,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,SUBURBAN BALTIMORE,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.67
21.0,7.0,3.0,FIRST CALL,40-44,HISPANIC/LATINO,FEMALE,GORE,WITHIN LAST WEEK,OMITS,NOT TYPICAL POLITICAN,DISAPPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,SAME,NO,DEMOCRAT,COLLEGE GRADUATE,SOMETHING ELSE,OMITS,"$50,000-$74,999",OMITS,MODERATE,MODERATE,18-64,18-74,NEITHER,ONLY GORE,ABOUT RIGHT,OMITS,STATE,COMPLETE,SUBURBAN BALTIMORE,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,UNFAVORABLE,SOMETHING ELSE,0.744
21.0,7.0,4.0,FIRST CALL,45-49,,FEMALE,GORE,BEFORE THAT,HEALTH CARE,HAS THE RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,SOMETHING ELSE,YES,"$75,000-$99,999",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NEITHER,ONLY GORE,NOT LIBERAL ENOUGH,NOT LIBERAL ENOUGH,STATE,COMPLETE,SUBURBAN BALTIMORE,45-59,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,OMITS,SOMETHING ELSE,0.675
21.0,7.0,5.0,FIRST CALL,50-59,OTHER,FEMALE,GORE,BEFORE THAT,EDUCATION,OMITS,DISAPPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,YES,INDEPENDENT,POST GRADUATE STUDY,PROTESTANT,NO,"$75,000-$99,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,GORE,ONLY GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,SUBURBAN BALTIMORE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.675
21.0,7.0,6.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,THIS YEAR,EDUCATION,HAS THE RIGHT EXPERIENCE,APPROVE,OMITS,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,JEWISH,NO,"$75,000-$99,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,BOTH,BOTH,ABOUT RIGHT,OMITS,STATE,COMPLETE,SUBURBAN BALTIMORE,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,OMITS,UNFAVORABLE,JEWISH,0.675
21.0,7.0,7.0,SECOND CALL,50-59,WHITE,MALE,BRADLEY,THIS YEAR,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,DISAPPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,NO,"$100,000 OR MORE",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,BOTH,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,SUBURBAN BALTIMORE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,CATHOLIC,0.838
21.0,7.0,8.0,SECOND CALL,50-59,WHITE,MALE,BRADLEY,THIS YEAR,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,OMITS,OMITS,OMITS,OMITS,OMITS,,,,,OMITS,,OMITS,,,18-64,18-74,OMITS,BOTH,TOO LIBERAL,ABOUT RIGHT,STATE,NOT COMPLETE,SUBURBAN BALTIMORE,45-59,50-59,,50-64,50-64,OMITS,OMITS,BUSH,MCCAIN,,OMITS,OMITS,OMITS,,0.838
21.0,7.0,9.0,SECOND CALL,40-44,BLACK,FEMALE,GORE,THIS YEAR,ECONOMY/JOBS,STANDS UP FOR BELIEFS,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,SOMETHING ELSE,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,NO,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,ONLY GORE,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,SUBURBAN BALTIMORE,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,FAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.744
21.0,7.0,10.0,SECOND CALL,50-59,WHITE,MALE,BRADLEY,WITHIN LAST WEEK,EDUCATION,NOT TYPICAL POLITICAN,DISAPPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,SAME,NO,DEMOCRAT,POST GRADUATE STUDY,PROTESTANT,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,NEITHER,NEITHER,TOO LIBERAL,ABOUT RIGHT,STATE,COMPLETE,SUBURBAN BALTIMORE,45-59,50-59,DEMOCRAT,50-64,50-64,FAVORABLE,FAVORABLE,BUSH,MCCAIN,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.838
21.0,7.0,11.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,WITHIN LAST WEEK,EDUCATION,STANDS UP FOR BELIEFS,APPROVE,OMITS,CANDS POSITIONS ON ISSUES,OMITS,SAME,NO,DEMOCRAT,POST GRADUATE STUDY,PROTESTANT,OMITS,"$75,000-$99,999",OMITS,MODERATE,MODERATE,18-64,18-74,BOTH,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,SUBURBAN BALTIMORE,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.675
21.0,7.0,12.0,SECOND CALL,75+,WHITE,FEMALE,GORE,BEFORE THAT,HEALTH CARE,STANDS UP FOR BELIEFS,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,65+,75+,GORE,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,SUBURBAN BALTIMORE,60+,60+,DEMOCRAT,65+,75+,UNFAVORABLE,OMITS,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,PROTESTANT/OTHER CHRISTIAN,0.861
21.0,7.0,13.0,SECOND CALL,30-39,WHITE,FEMALE,BRADLEY,BEFORE THAT,ECONOMY/JOBS,NOT TYPICAL POLITICAN,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,NO,"$100,000 OR MORE",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,ONLY BRADLEY,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,SUBURBAN BALTIMORE,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,CATHOLIC,0.845
21.0,7.0,14.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,THIS YEAR,EDUCATION,STANDS UP FOR BELIEFS,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,WORSE,NO,DEMOCRAT,COLLEGE GRADUATE,OTHER CHRISTIAN,NO,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,BOTH,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,SUBURBAN BALTIMORE,30-44,30-39,DEMOCRAT,30-39,30-39,FAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,OMITS,PROTESTANT/OTHER CHRISTIAN,0.675
21.0,7.0,15.0,SECOND CALL,45-49,WHITE,FEMALE,BRADLEY,WITHIN LAST WEEK,EDUCATION,STANDS UP FOR BELIEFS,DISAPPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,SAME,NO,DEMOCRAT,POST GRADUATE STUDY,CATHOLIC,NO,"$100,000 OR MORE",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,BOTH,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,SUBURBAN BALTIMORE,45-59,40-49,DEMOCRAT,40-49,40-49,FAVORABLE,FAVORABLE,BUSH,MCCAIN,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,CATHOLIC,0.845
