STATE,PCT,SEQ,CALL,AGE9,RACE,SEX,DEMVOTE,TIME,ISSUE,QUALITY,CLINTON,ISSVQUAL,ABORTION,FINSIT,UNION,PARTYID,EDUC,RELIGION,BRADUNFR,INCOME,GOREUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,GORE2LIB,BRAD2LIB,BACKSIDE,GEOCODE,AGE4,AGEABC,PARTY,AGE65,AGE75,GOREBUSH,GOREMCAN,PREVPRID,GUNHH,GUNCHOIC,THRDCAND,GORE,BRADLEY,BCPERSON,REGDEMCO,MEXICAN,QRACE,REL5,WEIGHT
6.0,23.0,10.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,TODAY,OMITS,CAN WIN IN NOVEMBER,DISAPPROVE,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,YES,INDEPENDENT,POST GRADUATE STUDY,PROTESTANT,OMITS,"$100,000 OR MORE",OMITS,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NOT LIBERAL ENOUGH,ABOUT RIGHT,COMPLETE,DENVER/BOULDER,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,GORE,GORE,YES,NO,REDUCE VIOLENCE,WOULD CONSIDER THIRD CANDIDATE,FAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.461
6.0,23.0,11.0,THIRD CALL,50-59,WHITE,FEMALE,BRADLEY,THIS YEAR,HEALTH CARE,STRONG LEADER,APPROVE,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,NO,"$75,000-$99,999",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NOT LIBERAL ENOUGH,ABOUT RIGHT,COMPLETE,DENVER/BOULDER,45-59,50-59,DEMOCRAT,50-64,50-64,GORE,OMITS,YES,NO,REDUCE VIOLENCE,WOULD CONSIDER THIRD CANDIDATE,UNFAVORABLE,FAVORABLE,FAVORABLE,DEMOCRAT,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.379
6.0,23.0,12.0,THIRD CALL,75+,WHITE,FEMALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,STRONG LEADER,APPROVE,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,NO,DEMOCRAT,POST GRADUATE STUDY,PROTESTANT,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,65+,75+,ABOUT RIGHT,ABOUT RIGHT,COMPLETE,DENVER/BOULDER,60+,60+,DEMOCRAT,65+,75+,GORE,GORE,YES,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,FAVORABLE,FAVORABLE,DEMOCRAT,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.541
6.0,23.0,13.0,THIRD CALL,45-49,WHITE,MALE,BRADLEY,BEFORE THAT,CAMPAIGN FINANCE REFORM,NOT TYPICAL POLITICAN,APPROVE,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,NO,"$75,000-$99,999",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,ABOUT RIGHT,ABOUT RIGHT,COMPLETE,DENVER/BOULDER,45-59,40-49,DEMOCRAT,40-49,40-49,GORE,GORE,YES,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.394
6.0,23.0,14.0,THIRD CALL,75+,WHITE,MALE,GORE,THIS YEAR,OMITS,HAS THE RIGHT EXPERIENCE,APPROVE,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,SAME,NO,DEMOCRAT,COLLEGE GRADUATE,PROTESTANT,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,65+,75+,ABOUT RIGHT,TOO LIBERAL,COMPLETE,DENVER/BOULDER,60+,60+,DEMOCRAT,65+,75+,GORE,GORE,YES,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,UNFAVORABLE,OMITS,DEMOCRAT,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.5630000000000001
6.0,23.0,15.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,THIS YEAR,OMITS,HAS THE RIGHT EXPERIENCE,APPROVE,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,PROTESTANT,OMITS,,OMITS,VERY LIBERAL,LIBERAL,18-64,18-74,NOT LIBERAL ENOUGH,NOT LIBERAL ENOUGH,COMPLETE,DENVER/BOULDER,45-59,50-59,DEMOCRAT,50-64,50-64,GORE,GORE,YES,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,FAVORABLE,FAVORABLE,DEMOCRAT,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.461
6.0,23.0,16.0,THIRD CALL,45-49,WHITE,MALE,GORE,THIS YEAR,EDUCATION,CAN WIN IN NOVEMBER,APPROVE,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,CATHOLIC,NO,"$75,000-$99,999",NO,VERY LIBERAL,LIBERAL,18-64,18-74,ABOUT RIGHT,ABOUT RIGHT,COMPLETE,DENVER/BOULDER,45-59,40-49,DEMOCRAT,40-49,40-49,GORE,GORE,YES,YES,REDUCE VIOLENCE,SATISFIED,FAVORABLE,FAVORABLE,FAVORABLE,DEMOCRAT,NO,WHITE,CATHOLIC,0.48
6.0,25.0,1.0,FIRST CALL,60-64,WHITE,FEMALE,GORE,WITHIN LAST 3 DAYS,HEALTH CARE,HAS THE RIGHT EXPERIENCE,APPROVE,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,NO,DEMOCRAT,COLLEGE GRADUATE,NONE,NO,"$30,000-$49,000",NO,VERY LIBERAL,LIBERAL,18-64,18-74,NOT LIBERAL ENOUGH,ABOUT RIGHT,COMPLETE,DENVER/BOULDER,60+,60+,DEMOCRAT,50-64,50-64,GORE,GORE,YES,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,FAVORABLE,FAVORABLE,DEMOCRAT,NO,WHITE,NONE,0.616
6.0,25.0,2.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,BEFORE THAT,SOCIAL SECURITY/MEDICARE,HAS THE RIGHT EXPERIENCE,APPROVE,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,YES,INDEPENDENT,POST GRADUATE STUDY,PROTESTANT,YES,"$30,000-$49,000",NO,MODERATE,MODERATE,65+,18-74,ABOUT RIGHT,OMITS,COMPLETE,DENVER/BOULDER,60+,60+,INDEPENDENT/OTHER,65+,65-74,GORE,GORE,YES,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,OMITS,FAVORABLE,DEMOCRAT,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.616
6.0,25.0,3.0,SECOND CALL,25-29,WHITE,MALE,GORE,WITHIN LAST 3 DAYS,CAMPAIGN FINANCE REFORM,HAS NEW IDEAS,APPROVE,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,INDEPENDENT,POST GRADUATE STUDY,JEWISH,YES,"$15,000-$29,000",YES,VERY LIBERAL,LIBERAL,18-64,18-74,ABOUT RIGHT,ABOUT RIGHT,COMPLETE,DENVER/BOULDER,18-29,25-29,INDEPENDENT/OTHER,25-29,25-29,GORE,GORE,YES,NO,REDUCE VIOLENCE,WOULD CONSIDER THIRD CANDIDATE,FAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,NO,WHITE,JEWISH,0.496
6.0,25.0,4.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,BEFORE THAT,EDUCATION,STANDS UP FOR BELIEFS,APPROVE,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,WORSE,NO,DEMOCRAT,POST GRADUATE STUDY,NONE,NO,"$15,000-$29,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,ABOUT RIGHT,ABOUT RIGHT,COMPLETE,DENVER/BOULDER,30-44,30-39,DEMOCRAT,30-39,30-39,GORE,GORE,YES,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,NO,WHITE,NONE,0.525
6.0,25.0,5.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,THIS YEAR,OMITS,HAS THE RIGHT EXPERIENCE,APPROVE,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,NONE,NO,"$15,000-$29,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,ABOUT RIGHT,ABOUT RIGHT,COMPLETE,DENVER/BOULDER,45-59,40-49,DEMOCRAT,40-49,40-49,GORE,GORE,YES,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,FAVORABLE,FAVORABLE,DEMOCRAT,NO,WHITE,NONE,0.525
6.0,25.0,6.0,THIRD CALL,18-24,WHITE,FEMALE,BRADLEY,OMITS,RACE RELATIONS,HAS NEW IDEAS,APPROVE,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,JEWISH,NO,"$15,000-$29,000",YES,VERY LIBERAL,LIBERAL,18-64,18-74,NOT LIBERAL ENOUGH,ABOUT RIGHT,COMPLETE,DENVER/BOULDER,18-29,18-24,DEMOCRAT,18-24,18-24,GORE,GORE,NO,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,FAVORABLE,FAVORABLE,DEMOCRAT,NO,WHITE,JEWISH,0.392
6.0,25.0,7.0,THIRD CALL,25-29,WHITE,MALE,BRADLEY,THIS YEAR,RACE RELATIONS,NOT TYPICAL POLITICAN,DISAPPROVE,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,PROTESTANT,NO,"$15,000-$29,000",NO,VERY LIBERAL,LIBERAL,18-64,18-74,NOT LIBERAL ENOUGH,ABOUT RIGHT,COMPLETE,DENVER/BOULDER,18-29,25-29,DEMOCRAT,25-29,25-29,GORE,GORE,YES,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.40700000000000003
6.0,25.0,8.0,THIRD CALL,65-74,WHITE,FEMALE,GORE,BEFORE THAT,OMITS,OMITS,OMITS,OMITS,LEGAL IN ALL CASES,SAME,YES,DEMOCRAT,POST GRADUATE STUDY,JEWISH,OMITS,"$15,000-$29,000",OMITS,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,OMITS,OMITS,COMPLETE,DENVER/BOULDER,60+,60+,DEMOCRAT,65+,65-74,OMITS,OMITS,YES,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,FAVORABLE,OMITS,DEMOCRAT,NO,WHITE,JEWISH,0.616
6.0,25.0,9.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,TODAY,HEALTH CARE,STANDS UP FOR BELIEFS,APPROVE,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,WORSE,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,NO,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,ABOUT RIGHT,ABOUT RIGHT,COMPLETE,DENVER/BOULDER,45-59,50-59,DEMOCRAT,50-64,50-64,GORE,GORE,YES,YES,REDUCE VIOLENCE,SATISFIED,FAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.525
6.0,25.0,10.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,BEFORE THAT,RACE RELATIONS,HAS THE RIGHT EXPERIENCE,APPROVE,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,NONE,YES,"$30,000-$49,000",NO,VERY LIBERAL,LIBERAL,18-64,18-74,ABOUT RIGHT,NOT LIBERAL ENOUGH,COMPLETE,DENVER/BOULDER,45-59,40-49,DEMOCRAT,40-49,40-49,GORE,GORE,NO,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,UNFAVORABLE,FAVORABLE,DEMOCRAT,NO,WHITE,NONE,0.525
6.0,27.0,1.0,FIRST CALL,25-29,WHITE,FEMALE,BRADLEY,TODAY,ABORTION,OMITS,APPROVE,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,NONE,OMITS,"$15,000-$29,000",OMITS,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,ABOUT RIGHT,OMITS,COMPLETE,DENVER/BOULDER,18-29,25-29,DEMOCRAT,25-29,25-29,GORE,GORE,YES,NO,REDUCE VIOLENCE,WOULD CONSIDER THIRD CANDIDATE,FAVORABLE,FAVORABLE,OMITS,DEMOCRAT,NO,WHITE,NONE,1.3780000000000001
6.0,27.0,2.0,FIRST CALL,40-44,WHITE,MALE,GORE,THIS YEAR,OMITS,CAN WIN IN NOVEMBER,OMITS,OMITS,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,SOMETHING ELSE,NO,"$30,000-$49,000",YES,VERY LIBERAL,LIBERAL,18-64,18-74,NOT LIBERAL ENOUGH,NOT LIBERAL ENOUGH,COMPLETE,DENVER/BOULDER,30-44,40-49,DEMOCRAT,40-49,40-49,GORE,GORE,YES,NO,REDUCE VIOLENCE,,FAVORABLE,FAVORABLE,OMITS,DEMOCRAT,NO,WHITE,SOMETHING ELSE,1.922
6.0,27.0,3.0,SECOND CALL,45-49,WHITE,FEMALE,BRADLEY,THIS YEAR,CAMPAIGN FINANCE REFORM,HAS THE RIGHT EXPERIENCE,APPROVE,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,SOMETHING ELSE,YES,"$15,000-$29,000",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,ABOUT RIGHT,ABOUT RIGHT,COMPLETE,DENVER/BOULDER,45-59,40-49,DEMOCRAT,40-49,40-49,GORE,MCCAIN,YES,NO,PROTECT GUN RIGHTS,SATISFIED,FAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,NO,WHITE,SOMETHING ELSE,1.5190000000000001
6.0,27.0,4.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,THIS YEAR,HEALTH CARE,HAS THE RIGHT EXPERIENCE,APPROVE,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,NO,DEMOCRAT,POST GRADUATE STUDY,JEWISH,YES,"$50,000-$74,999",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NOT LIBERAL ENOUGH,ABOUT RIGHT,COMPLETE,DENVER/BOULDER,45-59,50-59,DEMOCRAT,50-64,50-64,GORE,GORE,YES,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,FAVORABLE,FAVORABLE,DEMOCRAT,NO,WHITE,JEWISH,1.847
6.0,27.0,5.0,THIRD CALL,45-49,WHITE,MALE,BRADLEY,THIS YEAR,CAMPAIGN FINANCE REFORM,HAS NEW IDEAS,APPROVE,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,YES,DEMOCRAT,POST GRADUATE STUDY,NONE,NO,,NO,VERY LIBERAL,LIBERAL,18-64,18-74,ABOUT RIGHT,ABOUT RIGHT,COMPLETE,DENVER/BOULDER,45-59,40-49,DEMOCRAT,40-49,40-49,GORE,GORE,NO,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,NO,WHITE,NONE,1.58
6.0,27.0,6.0,THIRD CALL,30-39,WHITE,MALE,BRADLEY,THIS YEAR,EDUCATION,STANDS UP FOR BELIEFS,APPROVE,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,CATHOLIC,NO,"$15,000-$29,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NOT LIBERAL ENOUGH,ABOUT RIGHT,COMPLETE,DENVER/BOULDER,30-44,30-39,DEMOCRAT,30-39,30-39,GORE,MCCAIN,YES,YES,PROTECT GUN RIGHTS,SATISFIED,UNFAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,NO,WHITE,CATHOLIC,1.58
6.0,31.0,1.0,FIRST CALL,65-74,WHITE,MALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,STRONG LEADER,APPROVE,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,PROTESTANT,YES,"$30,000-$49,000",NO,MODERATE,MODERATE,65+,18-74,ABOUT RIGHT,NOT LIBERAL ENOUGH,COMPLETE,DENVER/BOULDER,60+,60+,DEMOCRAT,65+,65-74,GORE,GORE,YES,YES,PROTECT GUN RIGHTS,SATISFIED,FAVORABLE,FAVORABLE,FAVORABLE,DEMOCRAT,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,2.391
6.0,31.0,2.0,FIRST CALL,30-39,HISPANIC/LATINO,FEMALE,GORE,WITHIN LAST 3 DAYS,OMITS,HAS THE RIGHT EXPERIENCE,APPROVE,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,NO,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,ABOUT RIGHT,OMITS,COMPLETE,DENVER/BOULDER,30-44,30-39,DEMOCRAT,30-39,30-39,GORE,GORE,YES,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,OMITS,UNFAVORABLE,DEMOCRAT,YES,HISPANIC/LATINO,CATHOLIC,1.94
6.0,31.0,3.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,TODAY,SOCIAL SECURITY/MEDICARE,HAS THE RIGHT EXPERIENCE,APPROVE,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,DID NOT COMPLETE HIGH SCHOOL,CATHOLIC,NO,"UNDER $15,000",NO,MODERATE,MODERATE,18-64,18-74,OMITS,OMITS,COMPLETE,DENVER/BOULDER,45-59,50-59,DEMOCRAT,50-64,50-64,GORE,OMITS,YES,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,UNFAVORABLE,FAVORABLE,DEMOCRAT,NO,WHITE,CATHOLIC,1.958
6.0,31.0,4.0,SECOND CALL,65-74,HISPANIC/LATINO,FEMALE,GORE,THIS YEAR,HEALTH CARE,STRONG LEADER,APPROVE,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,NO,"UNDER $15,000",NO,VERY LIBERAL,LIBERAL,65+,18-74,ABOUT RIGHT,ABOUT RIGHT,COMPLETE,DENVER/BOULDER,60+,60+,DEMOCRAT,65+,65-74,GORE,GORE,NO,NO,PROTECT GUN RIGHTS,SATISFIED,FAVORABLE,UNFAVORABLE,FAVORABLE,DEMOCRAT,YES,HISPANIC/LATINO,CATHOLIC,2.278
6.0,31.0,5.0,SECOND CALL,40-44,HISPANIC/LATINO,FEMALE,GORE,WITHIN LAST WEEK,OMITS,STANDS UP FOR BELIEFS,APPROVE,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,SAME,NO,DEMOCRAT,DID NOT COMPLETE HIGH SCHOOL,OTHER CHRISTIAN,YES,"UNDER $15,000",NO,MODERATE,MODERATE,18-64,18-74,ABOUT RIGHT,OMITS,COMPLETE,DENVER/BOULDER,30-44,40-49,DEMOCRAT,40-49,40-49,GORE,GORE,YES,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,UNFAVORABLE,FAVORABLE,DEMOCRAT,YES,HISPANIC/LATINO,PROTESTANT/OTHER CHRISTIAN,1.94
6.0,31.0,6.0,SECOND CALL,45-49,HISPANIC/LATINO,MALE,GORE,THIS YEAR,ECONOMY/JOBS,HAS THE RIGHT EXPERIENCE,APPROVE,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,NO,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,ABOUT RIGHT,OMITS,COMPLETE,DENVER/BOULDER,45-59,40-49,DEMOCRAT,40-49,40-49,GORE,GORE,YES,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,UNFAVORABLE,FAVORABLE,DEMOCRAT,YES,HISPANIC/LATINO,CATHOLIC,2.0180000000000002
6.0,31.0,7.0,SECOND CALL,40-44,WHITE,MALE,BRADLEY,THIS YEAR,OMITS,NOT TYPICAL POLITICAN,APPROVE,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,SAME,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,NO,"$50,000-$74,999",YES,MODERATE,MODERATE,18-64,18-74,OMITS,ABOUT RIGHT,COMPLETE,DENVER/BOULDER,30-44,40-49,DEMOCRAT,40-49,40-49,GORE,GORE,YES,NO,PROTECT GUN RIGHTS,WOULD CONSIDER THIRD CANDIDATE,FAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,1.675
6.0,36.0,1.0,FIRST CALL,45-49,WHITE,MALE,BRADLEY,WITHIN LAST 3 DAYS,CAMPAIGN FINANCE REFORM,CAN WIN IN NOVEMBER,APPROVE,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,JEWISH,NO,"$75,000-$99,999",YES,VERY LIBERAL,LIBERAL,18-64,18-74,OMITS,OMITS,COMPLETE,DENVER/BOULDER,45-59,40-49,DEMOCRAT,40-49,40-49,GORE,GORE,NO,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,NO,WHITE,JEWISH,0.737
6.0,36.0,2.0,FIRST CALL,75+,WHITE,,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,HAS THE RIGHT EXPERIENCE,DISAPPROVE,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,JEWISH,NO,"$75,000-$99,999",YES,VERY LIBERAL,LIBERAL,65+,75+,ABOUT RIGHT,ABOUT RIGHT,COMPLETE,DENVER/BOULDER,60+,60+,DEMOCRAT,65+,75+,BUSH,GORE,YES,NO,REDUCE VIOLENCE,SATISFIED,UNFAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,NO,WHITE,JEWISH,1.0130000000000001
6.0,36.0,3.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,THIS YEAR,EDUCATION,STRONG LEADER,APPROVE,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,SAME,NO,DEMOCRAT,POST GRADUATE STUDY,JEWISH,NO,"$75,000-$99,999",NO,VERY LIBERAL,LIBERAL,18-64,18-74,NOT LIBERAL ENOUGH,ABOUT RIGHT,COMPLETE,DENVER/BOULDER,45-59,40-49,DEMOCRAT,40-49,40-49,GORE,GORE,YES,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,FAVORABLE,FAVORABLE,DEMOCRAT,NO,WHITE,JEWISH,0.863
6.0,36.0,4.0,FIRST CALL,50-59,WHITE,MALE,BRADLEY,THIS YEAR,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,APPROVE,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,NO,INDEPENDENT,POST GRADUATE STUDY,PROTESTANT,NO,"$100,000 OR MORE",YES,MODERATE,MODERATE,18-64,18-74,TOO LIBERAL,TOO LIBERAL,COMPLETE,DENVER/BOULDER,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,GORE,MCCAIN,YES,NO,REDUCE VIOLENCE,WOULD CONSIDER THIRD CANDIDATE,UNFAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.737
6.0,36.0,5.0,FIRST CALL,50-59,WHITE,MALE,BRADLEY,TODAY,HEALTH CARE,STANDS UP FOR BELIEFS,OMITS,OMITS,OMITS,OMITS,,,,,OMITS,,OMITS,,,18-64,18-74,ABOUT RIGHT,ABOUT RIGHT,NOT COMPLETE,DENVER/BOULDER,45-59,50-59,,50-64,50-64,GORE,GORE,,OMITS,OMITS,,OMITS,OMITS,OMITS,OMITS,,WHITE,,0.737
6.0,36.0,6.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,BEFORE THAT,EDUCATION,CAN WIN IN NOVEMBER,APPROVE,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,SOMETHING ELSE,OMITS,"$15,000-$29,000",OMITS,VERY LIBERAL,LIBERAL,18-64,18-74,ABOUT RIGHT,OMITS,COMPLETE,DENVER/BOULDER,30-44,30-39,DEMOCRAT,30-39,30-39,GORE,OMITS,YES,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,FAVORABLE,FAVORABLE,DEMOCRAT,NO,WHITE,SOMETHING ELSE,0.863
6.0,36.0,7.0,FIRST CALL,45-49,WHITE,MALE,GORE,WITHIN LAST 3 DAYS,OMITS,STRONG LEADER,APPROVE,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,JEWISH,NO,"$100,000 OR MORE",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,ABOUT RIGHT,ABOUT RIGHT,COMPLETE,DENVER/BOULDER,45-59,40-49,DEMOCRAT,40-49,40-49,GORE,GORE,YES,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,NO,WHITE,JEWISH,0.898
6.0,36.0,8.0,FIRST CALL,45-49,WHITE,FEMALE,UNCOMMITTED,TODAY,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,APPROVE,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,NO,DEMOCRAT,POST GRADUATE STUDY,JEWISH,NO,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,ABOUT RIGHT,ABOUT RIGHT,COMPLETE,DENVER/BOULDER,45-59,40-49,DEMOCRAT,40-49,40-49,GORE,GORE,YES,NO,REDUCE VIOLENCE,WOULD CONSIDER THIRD CANDIDATE,FAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,NO,WHITE,JEWISH,1.1280000000000001
6.0,36.0,9.0,FIRST CALL,18-24,WHITE,FEMALE,BRADLEY,WITHIN LAST 3 DAYS,EDUCATION,STRONG LEADER,APPROVE,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,NO,DEMOCRAT,DID NOT COMPLETE HIGH SCHOOL,JEWISH,NO,,NO,VERY LIBERAL,LIBERAL,18-64,18-74,NOT LIBERAL ENOUGH,NOT LIBERAL ENOUGH,COMPLETE,DENVER/BOULDER,18-29,18-24,DEMOCRAT,18-24,18-24,GORE,GORE,NO,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,FAVORABLE,FAVORABLE,DEMOCRAT,NO,WHITE,JEWISH,0.644
