STATE,PREC,SEQ,CALL,AGE9,SEX,REPVOTE,TIME,ISSUE,QUALITY,ISSVQUAL,RELRIGHT,ABORTION,BUSHKNOW,SSTAX,BUSHUNFR,PARTYID,EDUC,RELIGION,INCOME,MCAIUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,QTYPE,AGE4,AGEABC,PARTY,AGE65,AGE75,GWCONSRV,BUSH,MCCAIN,ALLOWVOT,GOREBUSH,GOREMCAN,MCCONSRV,STR8TALK,MCSAYDO,REFORMER,PREVPRI,VETVOTER,LOYALREP,BEATDEM,REL5,WEIGHT,BACKSIDE,GEOCODE
11.0,11.0,6.0,FIRST CALL,60-64,MALE,BUSH,BEFORE THAT,MORAL VALUES,STANDS UP FOR BELIEFS,OMITS,OMITS,OMITS,YES,OMITS,OMITS,,,,,OMITS,,,18-64,18-74,STATE,60+,60+,,50-64,50-64,OMITS,OMITS,OMITS,ONLY REPUBLICANS,BUSH,MCCAIN,OMITS,OMITS,NO,OMITS,YES,,NOT TIED TO PARTY LEADERS,OMITS,,0.741,NOT COMPLETED,ATLANTA AREA
11.0,11.0,7.0,FIRST CALL,65-74,MALE,MCCAIN,BEFORE THAT,SOCIAL SECURITY/MEDICARE,REPRESENTS CONSERVATIVE VALUES,OMITS,OMITS,OMITS,NO,OMITS,OMITS,,,,,OMITS,,,65+,18-74,STATE,60+,60+,,65+,65-74,OMITS,OMITS,OMITS,ALL VOTERS,GORE,GORE,OMITS,OMITS,NO,OMITS,NO,,NOT TIED TO PARTY LEADERS,OMITS,,0.465,NOT COMPLETED,ATLANTA AREA
11.0,11.0,8.0,FIRST CALL,45-49,FEMALE,MCCAIN,BEFORE THAT,SOCIAL SECURITY/MEDICARE,REPRESENTS CONSERVATIVE VALUES,OMITS,OMITS,OMITS,NO,OMITS,OMITS,,,,,OMITS,,,18-64,18-74,STATE,45-59,40-49,,40-49,40-49,OMITS,OMITS,OMITS,ALL VOTERS,OMITS,MCCAIN,OMITS,OMITS,NO,OMITS,YES,,LOYAL REPUBLICAN,OMITS,,0.385,NOT COMPLETED,ATLANTA AREA
11.0,11.0,9.0,FIRST CALL,50-59,FEMALE,BUSH,WITHIN LAST WEEK,OMITS,STRONG LEADER,OMITS,OMITS,OMITS,YES,OMITS,OMITS,,,,,OMITS,,,18-64,18-74,STATE,45-59,50-59,,50-64,50-64,OMITS,OMITS,OMITS,ALL VOTERS,BUSH,OMITS,OMITS,OMITS,OMITS,OMITS,YES,,LOYAL REPUBLICAN,OMITS,,0.613,NOT COMPLETED,ATLANTA AREA
11.0,11.0,10.0,FIRST CALL,30-39,MALE,BUSH,THIS YEAR,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,POST GRADUATE STUDY,PROTESTANT,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,NO,BOTH,YES,NO,NOT TIED TO PARTY LEADERS,BUSH,PROTESTANT/OTHER CHRISTIAN,0.626,COMPLETED,ATLANTA AREA
11.0,11.0,11.0,FIRST CALL,50-59,FEMALE,BUSH,BEFORE THAT,TAXES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,OMITS,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,PROTESTANT,,YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,OMITS,YES,NO,NOT TIED TO PARTY LEADERS,BUSH,PROTESTANT/OTHER CHRISTIAN,0.613,COMPLETED,ATLANTA AREA
11.0,11.0,12.0,FIRST CALL,30-39,MALE,BUSH,WITHIN LAST 3 DAYS,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,OMITS,OMITS,OMITS,YES,OMITS,OMITS,,,,,OMITS,,,18-64,18-74,STATE,30-44,30-39,,30-39,30-39,OMITS,OMITS,OMITS,ALL VOTERS,GORE,GORE,OMITS,OMITS,YES,OMITS,NO,,NOT TIED TO PARTY LEADERS,OMITS,,0.626,NOT COMPLETED,ATLANTA AREA
11.0,11.0,13.0,FIRST CALL,50-59,FEMALE,BUSH,WITHIN LAST WEEK,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,OMITS,OMITS,OMITS,YES,OMITS,OMITS,,,,,OMITS,,,18-64,18-74,STATE,45-59,50-59,,50-64,50-64,OMITS,OMITS,OMITS,ALL VOTERS,BUSH,MCCAIN,OMITS,OMITS,YES,OMITS,YES,,LOYAL REPUBLICAN,OMITS,,0.613,NOT COMPLETED,ATLANTA AREA
11.0,11.0,14.0,FIRST CALL,65-74,,BUSH,BEFORE THAT,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,OMITS,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$30,000-$49,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,60+,60+,REPUBLICAN,65+,65-74,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,BUSH,YES,YES,LOYAL REPUBLICAN,BUSH,PROTESTANT/OTHER CHRISTIAN,0.726,COMPLETED,ATLANTA AREA
11.0,11.0,15.0,SECOND CALL,50-59,MALE,MCCAIN,WITHIN LAST 3 DAYS,EDUCATION,STANDS UP FOR BELIEFS,OMITS,OMITS,OMITS,YES,OMITS,OMITS,,,,,OMITS,,,18-64,18-74,STATE,45-59,50-59,,50-64,50-64,OMITS,OMITS,OMITS,ALL VOTERS,BUSH,MCCAIN,OMITS,OMITS,NO,OMITS,YES,,NOT TIED TO PARTY LEADERS,OMITS,,0.393,NOT COMPLETED,ATLANTA AREA
11.0,11.0,16.0,SECOND CALL,40-44,FEMALE,MCCAIN,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,OMITS,OMITS,OMITS,YES,OMITS,OMITS,,,,,OMITS,,,18-64,18-74,STATE,30-44,40-49,,40-49,40-49,OMITS,OMITS,OMITS,ALL VOTERS,BUSH,MCCAIN,OMITS,OMITS,YES,OMITS,NO,,NOT TIED TO PARTY LEADERS,OMITS,,0.385,NOT COMPLETED,ATLANTA AREA
11.0,11.0,17.0,SECOND CALL,50-59,,MCCAIN,THIS YEAR,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,OMITS,OMITS,OMITS,NO,OMITS,OMITS,,,,,OMITS,,,18-64,18-74,STATE,45-59,50-59,,50-64,50-64,OMITS,OMITS,OMITS,ALL VOTERS,OMITS,MCCAIN,OMITS,OMITS,NO,OMITS,YES,,NOT TIED TO PARTY LEADERS,OMITS,,0.393,NOT COMPLETED,ATLANTA AREA
11.0,11.0,18.0,SECOND CALL,50-59,FEMALE,BUSH,THIS YEAR,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,OMITS,OMITS,OMITS,YES,OMITS,OMITS,,,,,OMITS,,,18-64,18-74,STATE,45-59,50-59,,50-64,50-64,OMITS,OMITS,OMITS,ONLY REPUBLICANS,BUSH,MCCAIN,OMITS,OMITS,YES,OMITS,YES,,NOT TIED TO PARTY LEADERS,OMITS,,0.613,NOT COMPLETED,ATLANTA AREA
11.0,11.0,19.0,SECOND CALL,60-64,,BUSH,BEFORE THAT,MORAL VALUES,STRONG LEADER,OMITS,OMITS,OMITS,YES,OMITS,OMITS,,,,,OMITS,,,18-64,18-74,STATE,60+,60+,,50-64,50-64,OMITS,OMITS,OMITS,ALL VOTERS,BUSH,OMITS,OMITS,OMITS,YES,OMITS,YES,,NOT TIED TO PARTY LEADERS,OMITS,,0.726,NOT COMPLETED,ATLANTA AREA
11.0,11.0,20.0,SECOND CALL,50-59,FEMALE,BUSH,BEFORE THAT,TAXES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,OMITS,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,PROTESTANT,,YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,OMITS,YES,NO,NOT TIED TO PARTY LEADERS,BUSH,PROTESTANT/OTHER CHRISTIAN,0.613,COMPLETED,ATLANTA AREA
11.0,11.0,21.0,SECOND CALL,65-74,,BUSH,BEFORE THAT,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,OMITS,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$30,000-$49,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,60+,60+,REPUBLICAN,65+,65-74,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,BUSH,YES,YES,LOYAL REPUBLICAN,BUSH,PROTESTANT/OTHER CHRISTIAN,0.741,COMPLETED,ATLANTA AREA
11.0,11.0,22.0,SECOND CALL,50-59,FEMALE,BUSH,WITHIN LAST WEEK,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,OMITS,OMITS,OMITS,YES,OMITS,OMITS,,,,,OMITS,,,18-64,18-74,STATE,45-59,50-59,,50-64,50-64,OMITS,OMITS,OMITS,ALL VOTERS,BUSH,MCCAIN,OMITS,OMITS,YES,OMITS,YES,,LOYAL REPUBLICAN,OMITS,,0.613,NOT COMPLETED,ATLANTA AREA
11.0,11.0,23.0,SECOND CALL,30-39,MALE,BUSH,WITHIN LAST 3 DAYS,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,OMITS,OMITS,OMITS,YES,OMITS,OMITS,,,,,OMITS,,,18-64,18-74,STATE,30-44,30-39,,30-39,30-39,OMITS,OMITS,OMITS,ALL VOTERS,GORE,GORE,OMITS,OMITS,YES,OMITS,NO,,NOT TIED TO PARTY LEADERS,OMITS,,0.626,NOT COMPLETED,ATLANTA AREA
11.0,11.0,24.0,SECOND CALL,40-44,,BUSH,WITHIN LAST 3 DAYS,TAXES,CAN WIN IN NOVEMBER,OMITS,OMITS,OMITS,YES,OMITS,OMITS,,,,,OMITS,,,18-64,18-74,STATE,30-44,40-49,,40-49,40-49,OMITS,OMITS,OMITS,ONLY REPUBLICANS,BUSH,MCCAIN,OMITS,OMITS,NO,OMITS,YES,,NOT TIED TO PARTY LEADERS,OMITS,,0.613,NOT COMPLETED,ATLANTA AREA
11.0,11.0,25.0,THIRD CALL,50-59,FEMALE,KEYES,TODAY,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,OMITS,OMITS,OMITS,YES,OMITS,OMITS,,,,,OMITS,,,18-64,18-74,STATE,45-59,50-59,,50-64,50-64,OMITS,OMITS,OMITS,ONLY REPUBLICANS,BUSH,MCCAIN,OMITS,OMITS,NO,OMITS,YES,,NOT TIED TO PARTY LEADERS,OMITS,,0.252,NOT COMPLETED,ATLANTA AREA
11.0,11.0,26.0,THIRD CALL,50-59,MALE,BUSH,THIS YEAR,TAXES,CAN WIN IN NOVEMBER,OMITS,OMITS,OMITS,YES,OMITS,OMITS,,,,,OMITS,,,18-64,18-74,STATE,45-59,50-59,,50-64,50-64,OMITS,OMITS,OMITS,ONLY REPUBLICANS,BUSH,MCCAIN,OMITS,OMITS,YES,OMITS,YES,,LOYAL REPUBLICAN,OMITS,,0.626,NOT COMPLETED,ATLANTA AREA
11.0,11.0,27.0,THIRD CALL,40-44,FEMALE,BUSH,WITHIN LAST 3 DAYS,OMITS,STANDS UP FOR BELIEFS,OMITS,OMITS,OMITS,YES,OMITS,OMITS,,,,,OMITS,,,18-64,18-74,STATE,30-44,40-49,,40-49,40-49,OMITS,OMITS,OMITS,ALL VOTERS,BUSH,GORE,OMITS,OMITS,OMITS,OMITS,YES,,NOT TIED TO PARTY LEADERS,OMITS,,0.613,NOT COMPLETED,ATLANTA AREA
11.0,11.0,28.0,THIRD CALL,45-49,MALE,BUSH,BEFORE THAT,TAXES,REPRESENTS CONSERVATIVE VALUES,OMITS,OMITS,OMITS,YES,OMITS,OMITS,,,,,OMITS,,,18-64,18-74,STATE,45-59,40-49,,40-49,40-49,OMITS,OMITS,OMITS,ONLY REPUBLICANS,BUSH,MCCAIN,OMITS,OMITS,YES,OMITS,YES,,LOYAL REPUBLICAN,OMITS,,0.626,NOT COMPLETED,ATLANTA AREA
11.0,11.0,29.0,THIRD CALL,50-59,MALE,BUSH,THIS YEAR,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,OMITS,OMITS,OMITS,YES,OMITS,OMITS,,,,,OMITS,,,18-64,18-74,STATE,45-59,50-59,,50-64,50-64,OMITS,OMITS,OMITS,ONLY REPUBLICANS,BUSH,MCCAIN,OMITS,OMITS,NO,OMITS,YES,,NOT TIED TO PARTY LEADERS,OMITS,,0.626,NOT COMPLETED,ATLANTA AREA
11.0,11.0,30.0,THIRD CALL,50-59,MALE,MCCAIN,WITHIN LAST 3 DAYS,WORLD AFFAIRS,STANDS UP FOR BELIEFS,OMITS,OMITS,OMITS,YES,OMITS,OMITS,,,,,OMITS,,,18-64,18-74,STATE,45-59,50-59,,50-64,50-64,OMITS,OMITS,OMITS,ALL VOTERS,BUSH,MCCAIN,OMITS,OMITS,NO,OMITS,YES,,LOYAL REPUBLICAN,OMITS,,0.393,NOT COMPLETED,ATLANTA AREA
11.0,11.0,31.0,THIRD CALL,30-39,MALE,MCCAIN,BEFORE THAT,WORLD AFFAIRS,STANDS UP FOR BELIEFS,OMITS,OMITS,OMITS,YES,OMITS,OMITS,,,,,OMITS,,,18-64,18-74,STATE,30-44,30-39,,30-39,30-39,OMITS,OMITS,OMITS,ALL VOTERS,BUSH,MCCAIN,OMITS,OMITS,NO,OMITS,YES,,NOT TIED TO PARTY LEADERS,OMITS,,0.393,NOT COMPLETED,ATLANTA AREA
11.0,11.0,32.0,THIRD CALL,50-59,,MCCAIN,BEFORE THAT,OMITS,STANDS UP FOR BELIEFS,OMITS,OMITS,OMITS,YES,OMITS,OMITS,,,,,OMITS,,,18-64,18-74,STATE,45-59,50-59,,50-64,50-64,OMITS,OMITS,OMITS,ALL VOTERS,BUSH,MCCAIN,OMITS,OMITS,NO,OMITS,YES,,NOT TIED TO PARTY LEADERS,OMITS,,0.393,NOT COMPLETED,ATLANTA AREA
11.0,11.0,33.0,THIRD CALL,50-59,MALE,MCCAIN,BEFORE THAT,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,OMITS,OMITS,OMITS,YES,OMITS,OMITS,,,,,OMITS,,,18-64,18-74,STATE,45-59,50-59,,50-64,50-64,OMITS,OMITS,OMITS,ONLY REPUBLICANS,BUSH,MCCAIN,OMITS,OMITS,YES,OMITS,YES,,NOT TIED TO PARTY LEADERS,OMITS,,0.393,NOT COMPLETED,ATLANTA AREA
11.0,11.0,34.0,THIRD CALL,45-49,MALE,BUSH,THIS YEAR,MORAL VALUES,STRONG LEADER,OMITS,OMITS,OMITS,NO,OMITS,OMITS,,,,,OMITS,,,18-64,18-74,STATE,45-59,40-49,,40-49,40-49,OMITS,OMITS,OMITS,ALL VOTERS,BUSH,MCCAIN,OMITS,OMITS,YES,OMITS,YES,,NOT TIED TO PARTY LEADERS,OMITS,,0.626,NOT COMPLETED,ATLANTA AREA
11.0,11.0,35.0,THIRD CALL,50-59,FEMALE,BUSH,THIS YEAR,WORLD AFFAIRS,STRONG LEADER,OMITS,OMITS,OMITS,YES,OMITS,OMITS,,,,,OMITS,,,18-64,18-74,STATE,45-59,50-59,,50-64,50-64,OMITS,OMITS,OMITS,ALL VOTERS,BUSH,GORE,OMITS,OMITS,YES,OMITS,YES,,NOT TIED TO PARTY LEADERS,OMITS,,0.613,NOT COMPLETED,ATLANTA AREA
11.0,11.0,36.0,THIRD CALL,50-59,MALE,BUSH,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,OMITS,OMITS,OMITS,YES,OMITS,OMITS,,,,,OMITS,,,18-64,18-74,STATE,45-59,50-59,,50-64,50-64,OMITS,OMITS,OMITS,ONLY REPUBLICANS,BUSH,MCCAIN,OMITS,OMITS,YES,OMITS,YES,,NOT TIED TO PARTY LEADERS,OMITS,,0.626,NOT COMPLETED,ATLANTA AREA
11.0,11.0,37.0,THIRD CALL,75+,FEMALE,BUSH,THIS YEAR,OMITS,OMITS,OMITS,OMITS,OMITS,YES,OMITS,OMITS,,,,,OMITS,,,65+,75+,STATE,60+,60+,,65+,75+,OMITS,OMITS,OMITS,ALL VOTERS,BUSH,OMITS,OMITS,OMITS,OMITS,OMITS,YES,,LOYAL REPUBLICAN,OMITS,,0.726,NOT COMPLETED,ATLANTA AREA
11.0,11.0,38.0,THIRD CALL,45-49,MALE,MCCAIN,THIS YEAR,WORLD AFFAIRS,STRONG LEADER,OMITS,OMITS,OMITS,NO,OMITS,OMITS,,,,,OMITS,,,18-64,18-74,STATE,45-59,40-49,,40-49,40-49,OMITS,OMITS,OMITS,ALL VOTERS,GORE,MCCAIN,OMITS,OMITS,NO,OMITS,YES,,NOT TIED TO PARTY LEADERS,OMITS,,0.393,NOT COMPLETED,ATLANTA AREA
11.0,11.0,39.0,THIRD CALL,18-24,FEMALE,MCCAIN,WITHIN LAST WEEK,EDUCATION,STANDS UP FOR BELIEFS,OMITS,OMITS,OMITS,NO,OMITS,OMITS,,,,,OMITS,,,18-64,18-74,STATE,18-29,18-24,,18-24,18-24,OMITS,OMITS,OMITS,ALL VOTERS,BUSH,MCCAIN,OMITS,OMITS,NO,OMITS,NO,,LOYAL REPUBLICAN,OMITS,,0.417,NOT COMPLETED,ATLANTA AREA
11.0,12.0,1.0,FIRST CALL,75+,MALE,BUSH,THIS YEAR,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,YES,LEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,DID NOT COMPLETE HIGH SCHOOL,PROTESTANT,"$30,000-$49,000",YES,VERY LIBERAL,LIBERAL,65+,75+,STATE,60+,60+,REPUBLICAN,65+,75+,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,OMITS,NOT CONSERVATIVE ENOUGH,BUSH,YES,BUSH,YES,YES,OMITS,BUSH,PROTESTANT/OTHER CHRISTIAN,0.609,COMPLETED,ATLANTA AREA
11.0,12.0,2.0,FIRST CALL,60-64,MALE,MCCAIN,TODAY,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,OMITS,OMITS,OMITS,NO,OMITS,OMITS,,,,,OMITS,,,18-64,18-74,STATE,60+,60+,,50-64,50-64,OMITS,OMITS,OMITS,ALL VOTERS,GORE,MCCAIN,OMITS,OMITS,NO,OMITS,YES,,NOT TIED TO PARTY LEADERS,OMITS,,0.383,NOT COMPLETED,ATLANTA AREA
11.0,12.0,3.0,FIRST CALL,45-49,FEMALE,MCCAIN,WITHIN LAST WEEK,EDUCATION,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$30,000-$49,000",YES,MODERATE,MODERATE,18-64,18-74,STATE,45-59,40-49,DEMOCRAT,40-49,40-49,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,GORE,ABOUT RIGHT,MCCAIN,NO,MCCAIN,YES,NO,NOT TIED TO PARTY LEADERS,MCCAIN,PROTESTANT/OTHER CHRISTIAN,0.317,COMPLETED,ATLANTA AREA
11.0,12.0,4.0,FIRST CALL,30-39,MALE,MCCAIN,WITHIN LAST 3 DAYS,TAXES,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,TAX CUT,NO,INDEPENDENT,COLLEGE GRADUATE,NONE,"$75,000-$99,999",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,NOT CONSERVATIVE ENOUGH,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,MCCAIN,YES,BOTH,YES,YES,NOT TIED TO PARTY LEADERS,BUSH,NONE,0.324,COMPLETED,ATLANTA AREA
11.0,12.0,5.0,FIRST CALL,18-24,FEMALE,BUSH,THIS YEAR,MORAL VALUES,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,"$30,000-$49,000",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,18-29,18-24,REPUBLICAN,18-24,18-24,ABOUT RIGHT,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,ABOUT RIGHT,NEITHER,NO,NEITHER,YES,NO,LOYAL REPUBLICAN,BUSH,PROTESTANT/OTHER CHRISTIAN,0.545,COMPLETED,ATLANTA AREA
11.0,12.0,6.0,FIRST CALL,40-44,MALE,BUSH,BEFORE THAT,TAXES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,PROTESTANT,"$50,000-$74,999",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,NOT CONSERVATIVE ENOUGH,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,BUSH,YES,NO,LOYAL REPUBLICAN,BUSH,PROTESTANT/OTHER CHRISTIAN,0.515,COMPLETED,ATLANTA AREA
11.0,12.0,7.0,FIRST CALL,25-29,FEMALE,BUSH,THIS YEAR,TAXES,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,"$50,000-$74,999",YES,MODERATE,MODERATE,18-64,18-74,STATE,18-29,25-29,REPUBLICAN,25-29,25-29,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,GORE,NOT CONSERVATIVE ENOUGH,BUSH,YES,BUSH,YES,NO,LOYAL REPUBLICAN,BUSH,PROTESTANT/OTHER CHRISTIAN,0.545,COMPLETED,ATLANTA AREA
11.0,12.0,8.0,FIRST CALL,65-74,MALE,BUSH,THIS YEAR,ABORTION,STANDS UP FOR BELIEFS,OMITS,OMITS,OMITS,YES,OMITS,OMITS,,,,,OMITS,,,65+,18-74,STATE,60+,60+,,65+,65-74,OMITS,OMITS,OMITS,ALL VOTERS,BUSH,OMITS,OMITS,OMITS,YES,OMITS,YES,,LOYAL REPUBLICAN,OMITS,,0.609,NOT COMPLETED,ATLANTA AREA
11.0,12.0,9.0,FIRST CALL,65-74,FEMALE,BUSH,THIS YEAR,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,OMITS,OMITS,OMITS,YES,OMITS,OMITS,,,,,OMITS,,,65+,18-74,STATE,60+,60+,,65+,65-74,OMITS,OMITS,OMITS,ALL VOTERS,BUSH,OMITS,OMITS,OMITS,YES,OMITS,YES,,LOYAL REPUBLICAN,OMITS,,0.597,NOT COMPLETED,ATLANTA AREA
11.0,12.0,10.0,FIRST CALL,40-44,FEMALE,BUSH,THIS YEAR,OMITS,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,NOT CONSERVATIVE ENOUGH,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,BUSH,YES,NO,LOYAL REPUBLICAN,BUSH,PROTESTANT/OTHER CHRISTIAN,0.504,COMPLETED,ATLANTA AREA
11.0,12.0,11.0,FIRST CALL,40-44,FEMALE,BUSH,THIS YEAR,MORAL VALUES,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,TAX CUT,YES,REPUBLICAN,COLLEGE GRADUATE,CATHOLIC,"$75,000-$99,999",YES,MODERATE,MODERATE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,OMITS,NEITHER,NO,NEITHER,YES,NO,NOT TIED TO PARTY LEADERS,BUSH,CATHOLIC,0.504,COMPLETED,ATLANTA AREA
11.0,12.0,12.0,FIRST CALL,65-74,FEMALE,BUSH,THIS YEAR,ABORTION,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$15,000-$29,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,60+,60+,REPUBLICAN,65+,65-74,ABOUT RIGHT,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,BOTH,YES,NO,LOYAL REPUBLICAN,BUSH,PROTESTANT/OTHER CHRISTIAN,0.597,COMPLETED,ATLANTA AREA
11.0,12.0,13.0,FIRST CALL,65-74,MALE,BUSH,THIS YEAR,ABORTION,REPRESENTS CONSERVATIVE VALUES,OMITS,OMITS,OMITS,YES,OMITS,OMITS,,,,,OMITS,,,65+,18-74,STATE,60+,60+,,65+,65-74,OMITS,OMITS,OMITS,ONLY REPUBLICANS,BUSH,MCCAIN,OMITS,OMITS,YES,OMITS,YES,,NOT TIED TO PARTY LEADERS,OMITS,,0.609,NOT COMPLETED,ATLANTA AREA
11.0,12.0,14.0,FIRST CALL,65-74,MALE,BUSH,THIS YEAR,OMITS,STRONG LEADER,OMITS,OMITS,OMITS,YES,OMITS,OMITS,,,,,OMITS,,,65+,18-74,STATE,60+,60+,,65+,65-74,OMITS,OMITS,OMITS,ALL VOTERS,BUSH,OMITS,OMITS,OMITS,NO,OMITS,YES,,LOYAL REPUBLICAN,OMITS,,0.609,NOT COMPLETED,ATLANTA AREA
