QTYPE,GEOCODE,STATE,PREC,SEQ,CALL,AGE9,SEX,DEMVOTE,ISSUE,QUALITY,CLINTON,UNION,PARTYID,INCOME,IDEOLOGY,PHIL3,OVER65,OVER75,CAUCUS,AGE4,AGEABC,PARTY,AGE65,AGE75,DEBATES,BCPERSON,INTERNET,WEIGHT
STATE,EAST,16.0,15.0,15.0,FIRST CALL,75+,MALE,BRADLEY,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,APPROVE,NO,DEMOCRAT,"UNDER $15,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,YES,60+,60+,DEMOCRAT,65+,75+,,FAVORABLE,,1.492
STATE,WEST,16.0,16.0,1.0,SECOND CALL,30-39,MALE,GORE,ECONOMY/JOBS,STANDS UP FOR BELIEFS,APPROVE,YES,DEMOCRAT,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,YES,30-44,30-39,DEMOCRAT,30-39,30-39,NO,UNFAVORABLE,YES,0.592
STATE,WEST,16.0,16.0,2.0,SECOND CALL,30-39,FEMALE,GORE,TAXES,STRONG LEADER,APPROVE,YES,DEMOCRAT,"$30,000-$49,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,YES,30-44,30-39,DEMOCRAT,30-39,30-39,NO,FAVORABLE,YES,0.592
STATE,WEST,16.0,16.0,3.0,SECOND CALL,50-59,MALE,GORE,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,APPROVE,NO,DEMOCRAT,"UNDER $15,000",MODERATE,MODERATE,18-64,18-74,NO,45-59,50-59,DEMOCRAT,50-64,50-64,NO,FAVORABLE,NO,0.592
STATE,WEST,16.0,16.0,4.0,SECOND CALL,65-74,,GORE,CAMPAIGN FINANCE REFORM,CAN WIN IN NOVEMBER,APPROVE,,DEMOCRAT,"$30,000-$49,000",MODERATE,MODERATE,65+,18-74,NO,60+,60+,DEMOCRAT,65+,65-74,YES,FAVORABLE,NO,0.592
STATE,WEST,16.0,16.0,5.0,SECOND CALL,65-74,,GORE,OMITS,LOYAL DEMOCRAT,APPROVE,NO,DEMOCRAT,"UNDER $15,000",MODERATE,MODERATE,65+,18-74,YES,60+,60+,DEMOCRAT,65+,65-74,YES,FAVORABLE,YES,0.592
STATE,WEST,16.0,16.0,6.0,SECOND CALL,18-24,MALE,GORE,HEALTH CARE,STRONG LEADER,APPROVE,NO,DEMOCRAT,"$30,000-$49,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NO,18-29,18-24,DEMOCRAT,18-24,18-24,NO,FAVORABLE,YES,0.592
STATE,WEST,16.0,16.0,7.0,SECOND CALL,45-49,MALE,GORE,HAS RIGHT EXPERIENCE,STRONG LEADER,APPROVE,NO,INDEPENDENT,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,NO,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,,FAVORABLE,NO,0.592
STATE,WEST,16.0,16.0,8.0,SECOND CALL,75+,,GORE,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,APPROVE,YES,DEMOCRAT,"UNDER $15,000",MODERATE,MODERATE,65+,75+,NO,60+,60+,DEMOCRAT,65+,75+,OMITS,UNFAVORABLE,NO,0.592
STATE,WEST,16.0,16.0,9.0,SECOND CALL,65-74,FEMALE,GORE,WORLD AFFAIRS,STRONG LEADER,APPROVE,NO,DEMOCRAT,"$50,000-$74,999",MODERATE,MODERATE,65+,18-74,YES,60+,60+,DEMOCRAT,65+,65-74,YES,UNFAVORABLE,NO,0.592
STATE,WEST,16.0,16.0,10.0,SECOND CALL,75+,FEMALE,UNCOMMITTED,SOCIAL SECURITY/MEDICARE,LOYAL DEMOCRAT,APPROVE,NO,DEMOCRAT,"UNDER $15,000",SOMEWHAT LIBERAL,LIBERAL,65+,75+,YES,60+,60+,DEMOCRAT,65+,75+,YES,UNFAVORABLE,NO,0.8320000000000001
STATE,WEST,16.0,16.0,11.0,SECOND CALL,65-74,FEMALE,GORE,HEALTH CARE,HAS RIGHT EXPERIENCE,APPROVE,YES,DEMOCRAT,"$15,000-$29,000",MODERATE,MODERATE,65+,18-74,NO,60+,60+,DEMOCRAT,65+,65-74,NO,FAVORABLE,NO,0.592
STATE,WEST,16.0,16.0,12.0,SECOND CALL,65-74,FEMALE,GORE,HAS RIGHT EXPERIENCE,STRONG LEADER,APPROVE,NO,DEMOCRAT,,MODERATE,MODERATE,65+,18-74,YES,60+,60+,DEMOCRAT,65+,65-74,YES,UNFAVORABLE,YES,0.592
STATE,WEST,16.0,16.0,13.0,SECOND CALL,50-59,MALE,BRADLEY,HEALTH CARE,CAN WIN IN NOVEMBER,APPROVE,NO,DEMOCRAT,"$30,000-$49,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,YES,45-59,50-59,DEMOCRAT,50-64,50-64,,UNFAVORABLE,YES,0.512
STATE,WEST,16.0,16.0,14.0,SECOND CALL,65-74,FEMALE,GORE,ECONOMY/JOBS,STRONG LEADER,APPROVE,NO,DEMOCRAT,"$15,000-$29,000",MODERATE,MODERATE,65+,18-74,YES,60+,60+,DEMOCRAT,65+,65-74,YES,FAVORABLE,NO,0.592
STATE,WEST,16.0,16.0,15.0,SECOND CALL,30-39,FEMALE,BRADLEY,OMITS,OMITS,OMITS,NO,,,,,18-64,18-74,YES,30-44,30-39,,30-39,30-39,YES,OMITS,YES,0.512
STATE,WEST,16.0,16.0,16.0,SECOND CALL,65-74,FEMALE,GORE,OMITS,OMITS,APPROVE,,DEMOCRAT,"$15,000-$29,000",MODERATE,MODERATE,65+,18-74,NO,60+,60+,DEMOCRAT,65+,65-74,NO,UNFAVORABLE,NO,0.592
STATE,WEST,16.0,16.0,17.0,SECOND CALL,65-74,MALE,GORE,SOCIAL SECURITY/MEDICARE,HAS RIGHT EXPERIENCE,APPROVE,NO,DEMOCRAT,"$15,000-$29,000",SOMEWHAT LIBERAL,LIBERAL,65+,18-74,NO,60+,60+,DEMOCRAT,65+,65-74,NO,FAVORABLE,NO,0.592
STATE,WEST,16.0,16.0,18.0,SECOND CALL,50-59,FEMALE,BRADLEY,ECONOMY/JOBS,STANDS UP FOR BELIEFS,APPROVE,NO,INDEPENDENT,"$30,000-$49,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NO,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,NO,UNFAVORABLE,YES,0.512
STATE,WEST,16.0,16.0,19.0,SECOND CALL,45-49,MALE,BRADLEY,ECONOMY/JOBS,NEW IDEAS,APPROVE,NO,INDEPENDENT,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,NO,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,NO,UNFAVORABLE,NO,0.512
STATE,WEST,16.0,16.0,20.0,SECOND CALL,45-49,FEMALE,UNCOMMITTED,ECONOMY/JOBS,STANDS UP FOR BELIEFS,APPROVE,NO,DEMOCRAT,"UNDER $15,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NO,45-59,40-49,DEMOCRAT,40-49,40-49,,UNFAVORABLE,NO,0.8320000000000001
STATE,WEST,16.0,16.0,21.0,SECOND CALL,75+,MALE,GORE,SOCIAL SECURITY/MEDICARE,HAS RIGHT EXPERIENCE,APPROVE,NO,REPUBLICAN,"UNDER $15,000",SOMEWHAT LIBERAL,LIBERAL,65+,75+,YES,60+,60+,DEMOCRAT,65+,75+,NO,FAVORABLE,NO,0.592
STATE,WEST,16.0,16.0,22.0,SECOND CALL,60-64,MALE,BRADLEY,CAMPAIGN FINANCE REFORM,NOT TYPICAL POLITICIAN,DISAPPROVE,NO,REPUBLICAN,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,YES,60+,60+,DEMOCRAT,50-64,50-64,NO,UNFAVORABLE,NO,0.512
STATE,WEST,16.0,16.0,23.0,SECOND CALL,40-44,FEMALE,GORE,HEALTH CARE,CAN WIN IN NOVEMBER,APPROVE,NO,DEMOCRAT,"UNDER $15,000",MODERATE,MODERATE,18-64,18-74,YES,30-44,40-49,DEMOCRAT,40-49,40-49,,UNFAVORABLE,NO,0.592
STATE,WEST,16.0,16.0,24.0,SECOND CALL,65-74,FEMALE,GORE,SOCIAL SECURITY/MEDICARE,STRONG LEADER,APPROVE,NO,DEMOCRAT,"UNDER $15,000",MODERATE,MODERATE,65+,18-74,YES,60+,60+,DEMOCRAT,65+,65-74,NO,UNFAVORABLE,YES,0.592
STATE,WEST,16.0,16.0,25.0,SECOND CALL,45-49,MALE,GORE,ECONOMY/JOBS,HAS RIGHT EXPERIENCE,APPROVE,NO,DEMOCRAT,"UNDER $15,000",MODERATE,MODERATE,18-64,18-74,YES,45-59,40-49,DEMOCRAT,40-49,40-49,,UNFAVORABLE,NO,0.592
STATE,WEST,16.0,16.0,26.0,SECOND CALL,50-59,MALE,GORE,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,APPROVE,NO,REPUBLICAN,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,NO,45-59,50-59,DEMOCRAT,50-64,50-64,NO,UNFAVORABLE,YES,0.592
STATE,WEST,16.0,16.0,27.0,SECOND CALL,30-39,MALE,GORE,TAXES,HAS RIGHT EXPERIENCE,APPROVE,NO,REPUBLICAN,"$30,000-$49,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,YES,30-44,30-39,DEMOCRAT,30-39,30-39,NO,FAVORABLE,YES,0.592
STATE,WEST,16.0,16.0,28.0,SECOND CALL,60-64,MALE,BRADLEY,WORLD AFFAIRS,NOT TYPICAL POLITICIAN,APPROVE,NO,DEMOCRAT,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,YES,60+,60+,DEMOCRAT,50-64,50-64,NO,FAVORABLE,YES,0.512
STATE,WEST,16.0,16.0,29.0,SECOND CALL,65-74,FEMALE,BRADLEY,HAS RIGHT EXPERIENCE,LOYAL DEMOCRAT,APPROVE,NO,DEMOCRAT,"UNDER $15,000",MODERATE,MODERATE,65+,18-74,YES,60+,60+,DEMOCRAT,65+,65-74,NO,UNFAVORABLE,NO,0.512
STATE,WEST,16.0,16.0,30.0,SECOND CALL,40-44,FEMALE,GORE,HEALTH CARE,HAS RIGHT EXPERIENCE,APPROVE,NO,DEMOCRAT,"UNDER $15,000",MODERATE,MODERATE,18-64,18-74,YES,30-44,40-49,DEMOCRAT,40-49,40-49,,FAVORABLE,NO,0.592
STATE,WEST,16.0,16.0,31.0,SECOND CALL,75+,FEMALE,GORE,OMITS,STRONG LEADER,APPROVE,NO,DEMOCRAT,"UNDER $15,000",MODERATE,MODERATE,65+,75+,YES,60+,60+,DEMOCRAT,65+,75+,NO,FAVORABLE,NO,0.592
STATE,WEST,16.0,16.0,32.0,SECOND CALL,65-74,,GORE,HEALTH CARE,NOT TYPICAL POLITICIAN,APPROVE,NO,INDEPENDENT,"$15,000-$29,000",MODERATE,MODERATE,65+,18-74,NO,60+,60+,INDEPENDENT/OTHER,65+,65-74,NO,FAVORABLE,NO,0.592
STATE,WEST,16.0,16.0,33.0,SECOND CALL,50-59,MALE,BRADLEY,SOCIAL SECURITY/MEDICARE,NOT TYPICAL POLITICIAN,APPROVE,NO,DEMOCRAT,"$30,000-$49,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,YES,45-59,50-59,DEMOCRAT,50-64,50-64,NO,FAVORABLE,YES,0.512
STATE,WEST,16.0,16.0,34.0,SECOND CALL,65-74,FEMALE,GORE,HEALTH CARE,HAS RIGHT EXPERIENCE,APPROVE,NO,REPUBLICAN,"UNDER $15,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,NO,60+,60+,DEMOCRAT,65+,65-74,,FAVORABLE,NO,0.592
STATE,WEST,16.0,16.0,35.0,SECOND CALL,30-39,FEMALE,GORE,HAS RIGHT EXPERIENCE,HAS RIGHT EXPERIENCE,APPROVE,YES,DEMOCRAT,"$30,000-$49,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NO,30-44,30-39,DEMOCRAT,30-39,30-39,NO,UNFAVORABLE,YES,0.592
STATE,WEST,16.0,16.0,36.0,SECOND CALL,65-74,FEMALE,GORE,OMITS,HAS RIGHT EXPERIENCE,APPROVE,NO,REPUBLICAN,"UNDER $15,000",MODERATE,MODERATE,65+,18-74,YES,60+,60+,DEMOCRAT,65+,65-74,NO,FAVORABLE,NO,0.592
STATE,WEST,16.0,16.0,37.0,SECOND CALL,65-74,MALE,BRADLEY,CAMPAIGN FINANCE REFORM,STRONG LEADER,DISAPPROVE,NO,DEMOCRAT,,MODERATE,MODERATE,65+,18-74,YES,60+,60+,DEMOCRAT,65+,65-74,NO,UNFAVORABLE,NO,0.512
STATE,WEST,16.0,16.0,38.0,SECOND CALL,65-74,FEMALE,GORE,OMITS,STANDS UP FOR BELIEFS,DISAPPROVE,NO,DEMOCRAT,"$15,000-$29,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,YES,60+,60+,DEMOCRAT,65+,65-74,YES,UNFAVORABLE,YES,0.592
STATE,WEST,16.0,16.0,39.0,SECOND CALL,75+,MALE,GORE,CAMPAIGN FINANCE REFORM,STRONG LEADER,APPROVE,NO,DEMOCRAT,"$50,000-$74,999",VERY LIBERAL,LIBERAL,65+,75+,YES,60+,60+,DEMOCRAT,65+,75+,YES,FAVORABLE,NO,0.592
STATE,WEST,16.0,16.0,40.0,SECOND CALL,75+,FEMALE,GORE,OMITS,OMITS,APPROVE,NO,DEMOCRAT,"UNDER $15,000",SOMEWHAT LIBERAL,LIBERAL,65+,75+,YES,60+,60+,DEMOCRAT,65+,75+,YES,FAVORABLE,NO,0.592
STATE,WEST,16.0,16.0,41.0,SECOND CALL,75+,MALE,GORE,SOCIAL SECURITY/MEDICARE,CAN WIN IN NOVEMBER,APPROVE,NO,DEMOCRAT,"$15,000-$29,000",SOMEWHAT LIBERAL,LIBERAL,65+,75+,YES,60+,60+,DEMOCRAT,65+,75+,NO,UNFAVORABLE,NO,0.592
STATE,WEST,16.0,16.0,42.0,SECOND CALL,65-74,FEMALE,BRADLEY,HAS RIGHT EXPERIENCE,STANDS UP FOR BELIEFS,APPROVE,NO,DEMOCRAT,,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,YES,60+,60+,DEMOCRAT,65+,65-74,YES,FAVORABLE,NO,0.512
STATE,WEST,16.0,18.0,1.0,SECOND CALL,50-59,MALE,GORE,HAS RIGHT EXPERIENCE,STRONG LEADER,APPROVE,YES,REPUBLICAN,"$50,000-$74,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,YES,45-59,50-59,DEMOCRAT,50-64,50-64,NO,UNFAVORABLE,YES,3.344
STATE,WEST,16.0,18.0,2.0,SECOND CALL,50-59,FEMALE,BRADLEY,HEALTH CARE,NEW IDEAS,DISAPPROVE,NO,INDEPENDENT,,MODERATE,MODERATE,18-64,18-74,NO,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,,UNFAVORABLE,NO,2.888
STATE,WEST,16.0,18.0,3.0,SECOND CALL,65-74,FEMALE,GORE,SOCIAL SECURITY/MEDICARE,HAS RIGHT EXPERIENCE,APPROVE,NO,,"UNDER $15,000",VERY LIBERAL,LIBERAL,65+,18-74,NO,60+,60+,,65+,65-74,YES,FAVORABLE,NO,3.344
STATE,WEST,16.0,20.0,1.0,SECOND CALL,50-59,MALE,GORE,ECONOMY/JOBS,STRONG LEADER,APPROVE,NO,DEMOCRAT,"UNDER $15,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,YES,45-59,50-59,DEMOCRAT,50-64,50-64,YES,FAVORABLE,NO,0.026000000000000002
STATE,WEST,16.0,20.0,2.0,SECOND CALL,65-74,MALE,GORE,SOCIAL SECURITY/MEDICARE,STRONG LEADER,APPROVE,NO,DEMOCRAT,"$15,000-$29,000",SOMEWHAT LIBERAL,LIBERAL,65+,18-74,YES,60+,60+,DEMOCRAT,65+,65-74,NO,FAVORABLE,NO,0.026000000000000002
STATE,WEST,16.0,20.0,3.0,SECOND CALL,65-74,MALE,GORE,HEALTH CARE,LOYAL DEMOCRAT,APPROVE,YES,DEMOCRAT,"UNDER $15,000",MODERATE,MODERATE,65+,18-74,NO,60+,60+,DEMOCRAT,65+,65-74,,UNFAVORABLE,NO,0.026000000000000002
STATE,WEST,16.0,20.0,4.0,SECOND CALL,75+,MALE,GORE,ECONOMY/JOBS,HAS RIGHT EXPERIENCE,APPROVE,NO,DEMOCRAT,"UNDER $15,000",MODERATE,MODERATE,65+,75+,NO,60+,60+,DEMOCRAT,65+,75+,NO,FAVORABLE,NO,0.026000000000000002
STATE,WEST,16.0,20.0,5.0,SECOND CALL,25-29,MALE,GORE,ECONOMY/JOBS,HAS RIGHT EXPERIENCE,APPROVE,YES,DEMOCRAT,"$15,000-$29,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,18-29,25-29,DEMOCRAT,25-29,25-29,NO,FAVORABLE,NO,0.026000000000000002
STATE,WEST,16.0,20.0,6.0,SECOND CALL,40-44,FEMALE,GORE,HEALTH CARE,STRONG LEADER,APPROVE,YES,DEMOCRAT,"UNDER $15,000",MODERATE,MODERATE,18-64,18-74,NO,30-44,40-49,DEMOCRAT,40-49,40-49,NO,FAVORABLE,NO,0.026000000000000002
STATE,WEST,16.0,20.0,7.0,SECOND CALL,75+,MALE,GORE,SOCIAL SECURITY/MEDICARE,STRONG LEADER,APPROVE,NO,DEMOCRAT,"$30,000-$49,000",MODERATE,MODERATE,65+,75+,NO,60+,60+,DEMOCRAT,65+,75+,YES,UNFAVORABLE,NO,0.026000000000000002
STATE,WEST,16.0,20.0,8.0,SECOND CALL,75+,FEMALE,BRADLEY,TAXES,STRONG LEADER,DISAPPROVE,NO,INDEPENDENT,"$15,000-$29,000",MODERATE,MODERATE,65+,75+,YES,60+,60+,INDEPENDENT/OTHER,65+,75+,YES,UNFAVORABLE,NO,0.023
STATE,WEST,16.0,20.0,9.0,SECOND CALL,65-74,MALE,BRADLEY,HEALTH CARE,STANDS UP FOR BELIEFS,APPROVE,NO,REPUBLICAN,"$30,000-$49,000",MODERATE,MODERATE,65+,18-74,YES,60+,60+,DEMOCRAT,65+,65-74,NO,UNFAVORABLE,NO,0.023
STATE,WEST,16.0,20.0,10.0,SECOND CALL,25-29,FEMALE,GORE,OMITS,OMITS,APPROVE,NO,DEMOCRAT,"$15,000-$29,000",VERY LIBERAL,LIBERAL,18-64,18-74,YES,18-29,25-29,DEMOCRAT,25-29,25-29,NO,UNFAVORABLE,YES,0.026000000000000002
STATE,WEST,16.0,20.0,11.0,SECOND CALL,50-59,FEMALE,GORE,WORLD AFFAIRS,OMITS,APPROVE,YES,INDEPENDENT,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,YES,UNFAVORABLE,YES,0.026000000000000002
STATE,WEST,16.0,20.0,12.0,SECOND CALL,25-29,FEMALE,GORE,ECONOMY/JOBS,STANDS UP FOR BELIEFS,APPROVE,YES,DEMOCRAT,"UNDER $15,000",MODERATE,MODERATE,18-64,18-74,NO,18-29,25-29,DEMOCRAT,25-29,25-29,NO,UNFAVORABLE,NO,0.026000000000000002
STATE,WEST,16.0,20.0,13.0,SECOND CALL,25-29,MALE,GORE,HAS RIGHT EXPERIENCE,HAS RIGHT EXPERIENCE,APPROVE,NO,DEMOCRAT,"$15,000-$29,000",VERY LIBERAL,LIBERAL,18-64,18-74,YES,18-29,25-29,DEMOCRAT,25-29,25-29,YES,FAVORABLE,YES,0.026000000000000002
STATE,EAST,16.0,26.0,1.0,FIRST CALL,60-64,MALE,GORE,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,APPROVE,NO,INDEPENDENT,"$15,000-$29,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NO,60+,60+,INDEPENDENT/OTHER,50-64,50-64,NO,FAVORABLE,NO,0.514
STATE,EAST,16.0,26.0,2.0,FIRST CALL,60-64,MALE,UNCOMMITTED,OMITS,OMITS,APPROVE,YES,DEMOCRAT,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,NO,60+,60+,DEMOCRAT,50-64,50-64,,FAVORABLE,NO,0.71
STATE,EAST,16.0,26.0,3.0,FIRST CALL,45-49,MALE,UNCOMMITTED,OMITS,OMITS,APPROVE,NO,REPUBLICAN,"UNDER $15,000",VERY LIBERAL,LIBERAL,18-64,18-74,NO,45-59,40-49,DEMOCRAT,40-49,40-49,NO,FAVORABLE,NO,0.71
STATE,EAST,16.0,26.0,4.0,FIRST CALL,40-44,FEMALE,UNCOMMITTED,TAXES,OMITS,APPROVE,NO,DEMOCRAT,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,NO,30-44,40-49,DEMOCRAT,40-49,40-49,NO,FAVORABLE,NO,0.71
STATE,EAST,16.0,26.0,5.0,FIRST CALL,45-49,MALE,BRADLEY,OMITS,NOT TYPICAL POLITICIAN,APPROVE,YES,DEMOCRAT,"$30,000-$49,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,YES,45-59,40-49,DEMOCRAT,40-49,40-49,NO,FAVORABLE,YES,0.586
STATE,EAST,16.0,26.0,6.0,FIRST CALL,50-59,MALE,GORE,HAS RIGHT EXPERIENCE,STANDS UP FOR BELIEFS,APPROVE,NO,REPUBLICAN,"UNDER $15,000",MODERATE,MODERATE,18-64,18-74,YES,45-59,50-59,DEMOCRAT,50-64,50-64,NO,UNFAVORABLE,NO,0.514
STATE,EAST,16.0,26.0,7.0,FIRST CALL,50-59,FEMALE,UNCOMMITTED,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,APPROVE,NO,DEMOCRAT,"$15,000-$29,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,YES,45-59,50-59,DEMOCRAT,50-64,50-64,NO,FAVORABLE,YES,0.71
STATE,EAST,16.0,26.0,8.0,FIRST CALL,65-74,MALE,UNCOMMITTED,HEALTH CARE,OMITS,APPROVE,NO,INDEPENDENT,"UNDER $15,000",SOMEWHAT LIBERAL,LIBERAL,65+,18-74,NO,60+,60+,INDEPENDENT/OTHER,65+,65-74,,OMITS,NO,0.71
STATE,EAST,16.0,26.0,9.0,FIRST CALL,50-59,MALE,UNCOMMITTED,OMITS,NEW IDEAS,APPROVE,NO,DEMOCRAT,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,YES,45-59,50-59,DEMOCRAT,50-64,50-64,YES,FAVORABLE,YES,0.71
STATE,EAST,16.0,26.0,10.0,FIRST CALL,18-24,MALE,UNCOMMITTED,WORLD AFFAIRS,CAN WIN IN NOVEMBER,APPROVE,NO,INDEPENDENT,"$30,000-$49,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NO,18-29,18-24,INDEPENDENT/OTHER,18-24,18-24,NO,FAVORABLE,YES,0.71
STATE,EAST,16.0,26.0,11.0,FIRST CALL,65-74,FEMALE,GORE,HAS RIGHT EXPERIENCE,HAS RIGHT EXPERIENCE,APPROVE,NO,DEMOCRAT,"$15,000-$29,000",SOMEWHAT LIBERAL,LIBERAL,65+,18-74,NO,60+,60+,DEMOCRAT,65+,65-74,NO,UNFAVORABLE,NO,0.514
STATE,EAST,16.0,26.0,12.0,FIRST CALL,50-59,FEMALE,BRADLEY,HEALTH CARE,NEW IDEAS,APPROVE,NO,DEMOCRAT,"$50,000-$74,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,YES,45-59,50-59,DEMOCRAT,50-64,50-64,NO,FAVORABLE,YES,0.586
STATE,EAST,16.0,26.0,13.0,FIRST CALL,45-49,MALE,BRADLEY,HAS RIGHT EXPERIENCE,STRONG LEADER,APPROVE,YES,REPUBLICAN,,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,YES,45-59,40-49,DEMOCRAT,40-49,40-49,YES,UNFAVORABLE,YES,0.586
STATE,EAST,16.0,26.0,14.0,FIRST CALL,75+,FEMALE,GORE,OMITS,OMITS,APPROVE,NO,DEMOCRAT,"UNDER $15,000",MODERATE,MODERATE,65+,75+,NO,60+,60+,DEMOCRAT,65+,75+,YES,FAVORABLE,NO,0.514
STATE,EAST,16.0,26.0,15.0,FIRST CALL,30-39,MALE,GORE,ECONOMY/JOBS,LOYAL DEMOCRAT,APPROVE,NO,DEMOCRAT,"UNDER $15,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NO,30-44,30-39,DEMOCRAT,30-39,30-39,NO,FAVORABLE,YES,0.514
STATE,EAST,16.0,26.0,16.0,FIRST CALL,60-64,MALE,GORE,SOCIAL SECURITY/MEDICARE,HAS RIGHT EXPERIENCE,APPROVE,NO,,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,YES,60+,60+,,50-64,50-64,NO,FAVORABLE,NO,0.514
STATE,EAST,16.0,26.0,17.0,FIRST CALL,50-59,MALE,BRADLEY,TAXES,HAS RIGHT EXPERIENCE,DISAPPROVE,YES,INDEPENDENT,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,YES,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,,UNFAVORABLE,YES,0.586
STATE,EAST,16.0,26.0,18.0,FIRST CALL,65-74,FEMALE,GORE,OMITS,HAS RIGHT EXPERIENCE,APPROVE,NO,REPUBLICAN,"UNDER $15,000",SOMEWHAT LIBERAL,LIBERAL,65+,18-74,NO,60+,60+,DEMOCRAT,65+,65-74,NO,FAVORABLE,YES,0.514
STATE,EAST,16.0,26.0,19.0,FIRST CALL,60-64,FEMALE,BRADLEY,HAS RIGHT EXPERIENCE,STANDS UP FOR BELIEFS,APPROVE,NO,DEMOCRAT,"UNDER $15,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,60+,60+,DEMOCRAT,50-64,50-64,,FAVORABLE,NO,0.586
STATE,EAST,16.0,26.0,20.0,FIRST CALL,40-44,FEMALE,GORE,HAS RIGHT EXPERIENCE,STRONG LEADER,APPROVE,YES,REPUBLICAN,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,YES,30-44,40-49,DEMOCRAT,40-49,40-49,NO,FAVORABLE,YES,0.514
STATE,EAST,16.0,26.0,21.0,FIRST CALL,50-59,FEMALE,BRADLEY,ECONOMY/JOBS,STANDS UP FOR BELIEFS,DISAPPROVE,YES,REPUBLICAN,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,45-59,50-59,DEMOCRAT,50-64,50-64,NO,UNFAVORABLE,YES,0.586
STATE,EAST,16.0,26.0,22.0,FIRST CALL,50-59,MALE,GORE,ECONOMY/JOBS,HAS RIGHT EXPERIENCE,APPROVE,YES,DEMOCRAT,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,NO,45-59,50-59,DEMOCRAT,50-64,50-64,NO,UNFAVORABLE,NO,0.514
STATE,EAST,16.0,26.0,23.0,FIRST CALL,65-74,FEMALE,UNCOMMITTED,SOCIAL SECURITY/MEDICARE,HAS RIGHT EXPERIENCE,APPROVE,NO,REPUBLICAN,"UNDER $15,000",MODERATE,MODERATE,65+,18-74,YES,60+,60+,DEMOCRAT,65+,65-74,,UNFAVORABLE,NO,0.71
STATE,EAST,16.0,26.0,24.0,FIRST CALL,45-49,FEMALE,GORE,HAS RIGHT EXPERIENCE,CAN WIN IN NOVEMBER,APPROVE,YES,,"$15,000-$29,000",VERY LIBERAL,LIBERAL,18-64,18-74,YES,45-59,40-49,,40-49,40-49,YES,FAVORABLE,YES,0.514
