STATE,PREC,SEQ,OTHPRIDI,OVER65,OVER75,REGDEM,BACKSIDE,GEOCODE,AGE4,AGEABC,AGE65,AGE75,OTHERPRI,REFORMVT,BEATREP,CALL,AGE9,SEX,DEMVOTE,TIME,CANDSOK,STANDLIV,ISSUE,QUALITY,ADSGORE,CLINTON,SURPLUS,HLTHPLAN,CLINGORE,ISSVQUAL,ADSBRAD,DEMSEEN,FINSIT,UNION,PARTYID,EDUC,RELIGION,BRADUNFR,INCOME,GOREUNFR,IDEOLOGY,PHIL3,PARTY,DEBATES,GORE,BRADLEY,BCPERSON,INTERNET,STEC,ETAX,NEWWAYS,MARRIED,CHILD,RELPUB,DESCRIBE,IMPRESS,ELIFE,BRADHLTH,SOTUNION,REL5,WEIGHT
30.0,2.0,3.0,,65+,75+,UNDECLARED/INDEPENDENT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,60+,60+,65+,75+,,,,CALL 1,75+,MALE,BRADLEY,,SATISFIED WITH CANDS,WILL RISE,EDUCATION,STANDS UP FOR BELIEFS,,DISAPPROVE,BRADLEY,BRADLEY'S PLAN,,CAND'S PERSONAL QUALITIES,,,SAME,NO,INDEPENDENT,COLLEGE GRADUATE,,,"$30,000-$49,000",,VERY LIBERAL,LIBERAL,INDEPENDENT/OTHER,,UNFAVORABLE,FAVORABLE,UNFAVORABLE,,GOOD,,,YES,NO,,,,,NO,YES,,0.765
30.0,2.0,4.0,,18-64,18-74,NOT REGISTERED,COMPLETE,CONCORD AND CONNECTICUT VALLEY,30-44,30-39,30-39,30-39,,,,CALL 1,30-39,MALE,GORE,,SATISFIED WITH CANDS,WILL RISE,EDUCATION,,,APPROVE,GORE,GORE'S PLAN,VERY IMPORTANT,CAND'S PERSONAL QUALITIES,,,BETTER,NO,DEMOCRAT,DID NOT COMPLETE HIGH SCHOOL,,,"$15,000-$29,999",,MODERATE,MODERATE,DEMOCRAT,,FAVORABLE,UNFAVORABLE,FAVORABLE,,EXCELLENT,,,YES,YES,,,,,NO,NO,,0.834
30.0,2.0,5.0,,18-64,18-74,DEMOCRAT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,45-59,40-49,40-49,40-49,"YES, FOR MCCAIN",NO,GORE,CALL 1,45-49,FEMALE,GORE,WITHIN LAST WEEK,,,,,NO,APPROVE,,,,,YES,THREE OR MORE,,,DEMOCRAT,COLLEGE GRADUATE,CATHOLIC,YES,"$50,000-$74,999",NO,VERY LIBERAL,LIBERAL,DEMOCRAT,SOMEWHAT CLOSELY,,,UNFAVORABLE,NO,,YES,NEW WAYS,YES,NO,PUBLICLY DISCUSSED,LIKE MY CAND WITH RESERVATIONS,,GOOD AMOUNT,,,CATHOLIC,0.8220000000000001
30.0,2.0,6.0,,18-64,18-74,DEMOCRAT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,45-59,50-59,50-64,50-64,NO,NO,BRADLEY,CALL 1,50-59,FEMALE,BRADLEY,BEFORE THAT,,,,,NO,APPROVE,,,,,NO,ONE,,,DEMOCRAT,POST GRADUATE STUDY,PROTESTANT,NO,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,DEMOCRAT,VERY CLOSELY,,,UNFAVORABLE,YES,,NO,NEW WAYS,NO,NO,KEEP TO THEMSELVES,STRONGLY FAVOR MY CAND,TELEVISION,GREAT DEAL,,,PROTESTANT/OTHER CHRISTIAN,0.6910000000000001
30.0,2.0,7.0,,18-64,18-74,DEMOCRAT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,45-59,50-59,50-64,50-64,"YES, FOR MCCAIN",NO,BRADLEY,CALL 1,50-59,FEMALE,BRADLEY,WITHIN LAST WEEK,,,,,NO,APPROVE,,,,,NO,ONE,,,INDEPENDENT,COLLEGE GRADUATE,JEWISH,YES,"$100,000 OR MORE",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,INDEPENDENT/OTHER,SOMEWHAT CLOSELY,,,,YES,,NO,NEW WAYS,YES,NO,KEEP TO THEMSELVES,LIKE MY CAND WITH RESERVATIONS,INTERNET,GREAT DEAL,,,JEWISH,0.6910000000000001
30.0,2.0,8.0,,18-64,18-74,DEMOCRAT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,30-44,30-39,30-39,30-39,,,,CALL 2,30-39,FEMALE,OTHER,,WOULD LIKE SOMEONE ELSE,WILL RISE,ECONOMY/JOBS,STANDS UP FOR BELIEFS,,DISAPPROVE,NEITHER,,NOT TOO IMPORTANT,CAND'S POSITIONS ON ISSUES,,,BETTER,NO,INDEPENDENT,POST GRADUATE STUDY,,,"$75,000-$99,999",,MODERATE,MODERATE,INDEPENDENT/OTHER,,UNFAVORABLE,FAVORABLE,UNFAVORABLE,,GOOD,,,YES,YES,,,,,NO,NO,,0.391
30.0,2.0,9.0,,18-64,18-74,DEMOCRAT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,18-29,18-24,18-24,18-24,"YES, FOR MCCAIN",NO,GORE,CALL 2,18-24,MALE,BRADLEY,TODAY,,,,,YES,APPROVE,,,,,YES,THREE OR MORE,,,DEMOCRAT,SOME COLLEGE/ASSOCIATE,SOMETHING ELSE,NO,"$15,000-$29,999",NO,SOMEWHAT LIBERAL,LIBERAL,DEMOCRAT,NOT TOO CLOSELY,,,UNFAVORABLE,NO,,NO,NEW WAYS,NO,NO,KEEP TO THEMSELVES,LIKE MY CAND WITH RESERVATIONS,RADIO,GREAT DEAL,,,SOMETHING ELSE,0.795
30.0,2.0,10.0,,18-64,18-74,UNDECLARED/INDEPENDENT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,30-44,30-39,30-39,30-39,,,,CALL 3,30-39,FEMALE,GORE,,SATISFIED WITH CANDS,WILL RISE,ECONOMY/JOBS,STANDS UP FOR BELIEFS,,APPROVE,GORE,GORE'S PLAN,SOMEWHAT IMPORTANT,CAND'S PERSONAL QUALITIES,,,BETTER,NO,INDEPENDENT,COLLEGE GRADUATE,,,"$75,000-$99,999",,MODERATE,MODERATE,INDEPENDENT/OTHER,,FAVORABLE,FAVORABLE,FAVORABLE,,GOOD,,,YES,YES,,,,,NO,YES,,0.8220000000000001
30.0,2.0,11.0,,18-64,18-74,UNDECLARED/INDEPENDENT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,30-44,30-39,30-39,30-39,,,,CALL 3,30-39,FEMALE,GORE,,SATISFIED WITH CANDS,WILL RISE,EDUCATION,STRONG LEADER,,APPROVE,GORE,BOTH ABOUT THE SAME,NOT TOO IMPORTANT,CAND'S PERSONAL QUALITIES,,,SAME,YES,INDEPENDENT,COLLEGE GRADUATE,,,"$30,000-$49,000",,MODERATE,MODERATE,INDEPENDENT/OTHER,,FAVORABLE,FAVORABLE,FAVORABLE,,GOOD,,,YES,YES,,,,,NO,NO,,0.8220000000000001
30.0,2.0,12.0,,18-64,18-74,DEMOCRAT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,45-59,40-49,40-49,40-49,,,,CALL 3,45-49,FEMALE,OTHER,,SATISFIED WITH CANDS,WILL RISE,TAXES,STRONG LEADER,,APPROVE,BRADLEY,BRADLEY'S PLAN,NOT TOO IMPORTANT,CAND'S POSITIONS ON ISSUES,,,BETTER,NO,INDEPENDENT,HIGH SCHOOL GRADUATE,,,"$30,000-$49,000",,MODERATE,MODERATE,INDEPENDENT/OTHER,,UNFAVORABLE,FAVORABLE,UNFAVORABLE,,GOOD,,,YES,NO,,,,,NO,YES,,0.391
30.0,2.0,13.0,,18-64,18-74,UNDECLARED/INDEPENDENT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,45-59,40-49,40-49,40-49,,,,CALL 3,45-49,MALE,BRADLEY,,WOULD LIKE SOMEONE ELSE,WILL FALL,HEALTH CARE,STANDS UP FOR BELIEFS,,APPROVE,BRADLEY,BOTH ABOUT THE SAME,SOMEWHAT IMPORTANT,CAND'S POSITIONS ON ISSUES,,,BETTER,NO,DEMOCRAT,SOME COLLEGE/ASSOCIATE,,,"$50,000-$74,999",,SOMEWHAT LIBERAL,LIBERAL,DEMOCRAT,,UNFAVORABLE,FAVORABLE,UNFAVORABLE,,GOOD,,,YES,YES,,,,,NO,NO,,0.7010000000000001
30.0,2.0,14.0,,18-64,18-74,DEMOCRAT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,45-59,50-59,50-64,50-64,,,,CALL 3,50-59,FEMALE,GORE,,SATISFIED WITH CANDS,WILL RISE,TAXES,STANDS UP FOR BELIEFS,,APPROVE,GORE,BOTH ABOUT THE SAME,VERY IMPORTANT,CAND'S PERSONAL QUALITIES,,,BETTER,NO,DEMOCRAT,SOME COLLEGE/ASSOCIATE,,,"$30,000-$49,000",,SOMEWHAT LIBERAL,LIBERAL,DEMOCRAT,,FAVORABLE,UNFAVORABLE,FAVORABLE,,GOOD,,,YES,NO,,,,,NO,NO,,0.8220000000000001
30.0,2.0,15.0,,18-64,18-74,NOT REGISTERED,COMPLETE,CONCORD AND CONNECTICUT VALLEY,30-44,30-39,30-39,30-39,,,,CALL 3,30-39,FEMALE,GORE,,,WILL RISE,ECONOMY/JOBS,STANDS UP FOR BELIEFS,,APPROVE,GORE,GORE'S PLAN,NOT IMPORTANT AT ALL,CAND'S POSITIONS ON ISSUES,,,BETTER,NO,INDEPENDENT,SOME COLLEGE/ASSOCIATE,,,"$50,000-$74,999",,SOMEWHAT CONSERVATIVE,CONSERVATIVE,INDEPENDENT/OTHER,,FAVORABLE,FAVORABLE,,,,,,YES,NO,,,,,NO,YES,,0.8220000000000001
30.0,2.0,16.0,,18-64,18-74,DEMOCRAT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,30-44,40-49,40-49,40-49,,,,CALL 3,40-44,FEMALE,GORE,,SATISFIED WITH CANDS,WILL RISE,EDUCATION,HAS THE RIGHT EXPERIENCE,,APPROVE,GORE,,SOMEWHAT IMPORTANT,CAND'S PERSONAL QUALITIES,,,BETTER,YES,INDEPENDENT,SOME COLLEGE/ASSOCIATE,,,"$30,000-$49,000",,MODERATE,MODERATE,INDEPENDENT/OTHER,,FAVORABLE,UNFAVORABLE,UNFAVORABLE,,GOOD,,,YES,YES,,,,,YES,NO,,0.8220000000000001
30.0,2.0,17.0,,65+,18-74,DEMOCRAT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,60+,60+,65+,65-74,,,,CALL 3,65-74,MALE,GORE,,SATISFIED WITH CANDS,WILL RISE,ECONOMY/JOBS,HAS THE RIGHT EXPERIENCE,,APPROVE,GORE,GORE'S PLAN,NOT TOO IMPORTANT,CAND'S PERSONAL QUALITIES,,,BETTER,NO,DEMOCRAT,SOME COLLEGE/ASSOCIATE,,,"$30,000-$49,000",,SOMEWHAT LIBERAL,LIBERAL,DEMOCRAT,,FAVORABLE,UNFAVORABLE,FAVORABLE,,GOOD,,,YES,NO,,,,,YES,NO,,0.909
30.0,2.0,18.0,,18-64,18-74,DEMOCRAT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,45-59,40-49,40-49,40-49,,,,CALL 3,45-49,MALE,OTHER,,WOULD LIKE SOMEONE ELSE,WILL RISE,CAMPAIGN FINANCE REFORM,STRONG LEADER,,APPROVE,NEITHER,BOTH ABOUT THE SAME,NOT IMPORTANT AT ALL,CAND'S PERSONAL QUALITIES,,,BETTER,NO,INDEPENDENT,SOME COLLEGE/ASSOCIATE,,,"$50,000-$74,999",,SOMEWHAT LIBERAL,LIBERAL,INDEPENDENT/OTHER,,UNFAVORABLE,UNFAVORABLE,UNFAVORABLE,,GOOD,,,YES,NO,,,,,NO,NO,,0.397
30.0,2.0,19.0,,18-64,18-74,DEMOCRAT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,45-59,40-49,40-49,40-49,,,,CALL 3,45-49,FEMALE,GORE,,SATISFIED WITH CANDS,WILL RISE,EDUCATION,NEW IDEAS,,APPROVE,GORE,GORE'S PLAN,NOT IMPORTANT AT ALL,CAND'S POSITIONS ON ISSUES,,,BETTER,YES,DEMOCRAT,COLLEGE GRADUATE,,,"$75,000-$99,999",,MODERATE,MODERATE,DEMOCRAT,,FAVORABLE,FAVORABLE,UNFAVORABLE,,GOOD,,,YES,YES,,,,,NO,YES,,0.8220000000000001
30.0,2.0,20.0,,18-64,18-74,,NOT COMPLETE,CONCORD AND CONNECTICUT VALLEY,30-44,30-39,30-39,30-39,,,,CALL 3,30-39,,GORE,,SATISFIED WITH CANDS,WILL RISE,ECONOMY/JOBS,HAS THE RIGHT EXPERIENCE,,,,GORE'S PLAN,VERY IMPORTANT,,,,,,,,,,,,,,,,,,,,,,,YES,NO,,,,,NO,,,0.8220000000000001
30.0,2.0,21.0,,18-64,18-74,DEMOCRAT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,30-44,30-39,30-39,30-39,,,,CALL 3,30-39,FEMALE,GORE,,WOULD LIKE SOMEONE ELSE,WILL RISE,HEALTH CARE,STRONG LEADER,,APPROVE,GORE,GORE'S PLAN,VERY IMPORTANT,CAND'S POSITIONS ON ISSUES,,,SAME,NO,DEMOCRAT,SOME COLLEGE/ASSOCIATE,,,"UNDER $15,000",,SOMEWHAT LIBERAL,LIBERAL,DEMOCRAT,,FAVORABLE,UNFAVORABLE,FAVORABLE,,EXCELLENT,,,YES,YES,,,,,YES,YES,,0.8220000000000001
30.0,2.0,22.0,NO,65+,18-74,UNDECLARED/INDEPENDENT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,60+,60+,65+,65-74,NO,NO,GORE,CALL 3,65-74,FEMALE,GORE,WITHIN 3 DAYS,,,,,YES,APPROVE,,,,,NO,THREE OR MORE,,,INDEPENDENT,HIGH SCHOOL GRADUATE,PROTESTANT,YES,"$15,000-$29,999",NO,SOMEWHAT LIBERAL,LIBERAL,INDEPENDENT/OTHER,SOMEWHAT CLOSELY,,,FAVORABLE,NO,,,NEW WAYS,YES,NO,KEEP TO THEMSELVES,STRONGLY FAVOR MY CAND,TELEVISION,LITTLE,,,PROTESTANT/OTHER CHRISTIAN,0.897
30.0,2.0,23.0,,18-64,18-74,DEMOCRAT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,45-59,40-49,40-49,40-49,NO,NO,GORE,CALL 3,45-49,FEMALE,GORE,THIS YEAR,,,,,NO,APPROVE,,,,,YES,TWO,,,DEMOCRAT,COLLEGE GRADUATE,CATHOLIC,YES,"$30,000-$49,000",NO,VERY LIBERAL,LIBERAL,DEMOCRAT,SOMEWHAT CLOSELY,,,UNFAVORABLE,YES,,NO,NEW WAYS,NO,YES,PUBLICLY DISCUSSED,STRONGLY FAVOR MY CAND,NEWSPAPERS,GREAT DEAL,,,CATHOLIC,0.8220000000000001
30.0,2.0,24.0,,18-64,18-74,DEMOCRAT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,30-44,30-39,30-39,30-39,"YES, FOR MCCAIN",NO,GORE,CALL 3,30-39,MALE,GORE,THIS YEAR,,,,,NO,APPROVE,,,,,NO,NONE,,,SOMETHING ELSE,POST GRADUATE STUDY,CATHOLIC,NO,"$75,000-$99,999",NO,SOMEWHAT LIBERAL,LIBERAL,INDEPENDENT/OTHER,SOMEWHAT CLOSELY,,,UNFAVORABLE,YES,,NO,NEW WAYS,YES,YES,KEEP TO THEMSELVES,LIKE MY CAND WITH RESERVATIONS,CANDIDATE CONTACT,GREAT DEAL,,,CATHOLIC,0.834
30.0,2.0,25.0,,18-64,18-74,DEMOCRAT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,45-59,50-59,50-64,50-64,"YES, FOR MCCAIN",NO,GORE,CALL 3,50-59,FEMALE,GORE,THIS YEAR,,,,,NO,APPROVE,,,,,NO,NONE,,,INDEPENDENT,HIGH SCHOOL GRADUATE,CATHOLIC,YES,"$50,000-$74,999",NO,MODERATE,MODERATE,INDEPENDENT/OTHER,SOMEWHAT CLOSELY,,,FAVORABLE,NO,,NO,NEW WAYS,YES,NO,KEEP TO THEMSELVES,LIKE MY CAND WITH RESERVATIONS,NEWSPAPERS,LITTLE,,,CATHOLIC,0.8220000000000001
30.0,2.0,26.0,,18-64,18-74,DEMOCRAT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,30-44,40-49,40-49,40-49,"YES, FOR MCCAIN",NO,GORE,CALL 3,40-44,FEMALE,GORE,THIS YEAR,,,,,NO,APPROVE,,,,,NO,THREE OR MORE,,,DEMOCRAT,COLLEGE GRADUATE,CATHOLIC,NO,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,DEMOCRAT,SOMEWHAT CLOSELY,,,UNFAVORABLE,YES,,NO,NEW WAYS,YES,YES,PUBLICLY DISCUSSED,STRONGLY FAVOR MY CAND,NEWSPAPERS,GREAT DEAL,,,CATHOLIC,0.8220000000000001
30.0,2.0,27.0,,18-64,18-74,DEMOCRAT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,45-59,40-49,40-49,40-49,NO,NO,BRADLEY,CALL 3,45-49,FEMALE,BRADLEY,WITHIN LAST WEEK,,,,,NO,APPROVE,,,,,YES,THREE OR MORE,,,DEMOCRAT,COLLEGE GRADUATE,PROTESTANT,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,DEMOCRAT,SOMEWHAT CLOSELY,,,FAVORABLE,YES,,NO,NEW WAYS,YES,YES,KEEP TO THEMSELVES,STRONGLY FAVOR MY CAND,TELEVISION,GREAT DEAL,,,PROTESTANT/OTHER CHRISTIAN,0.6910000000000001
30.0,2.0,28.0,,18-64,18-74,DEMOCRAT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,30-44,30-39,30-39,30-39,NO,NO,GORE,CALL 3,30-39,FEMALE,GORE,THIS YEAR,,,,,NO,APPROVE,,,,,NO,THREE OR MORE,,,DEMOCRAT,POST GRADUATE STUDY,PROTESTANT,YES,,YES,SOMEWHAT LIBERAL,LIBERAL,DEMOCRAT,SOMEWHAT CLOSELY,,,UNFAVORABLE,YES,,NO,NEW WAYS,YES,YES,KEEP TO THEMSELVES,LIKE MY CAND WITH RESERVATIONS,,GOOD AMOUNT,,,PROTESTANT/OTHER CHRISTIAN,0.8220000000000001
30.0,2.0,29.0,,18-64,18-74,DEMOCRAT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,30-44,30-39,30-39,30-39,"YES, FOR MCCAIN",YES,BRADLEY,CALL 3,30-39,FEMALE,BRADLEY,TODAY,,,,,NO,DISAPPROVE,,,,,NO,THREE OR MORE,,,DEMOCRAT,POST GRADUATE STUDY,CATHOLIC,NO,"$100,000 OR MORE",NO,MODERATE,MODERATE,DEMOCRAT,SOMEWHAT CLOSELY,,,UNFAVORABLE,YES,,NO,NEW WAYS,YES,YES,KEEP TO THEMSELVES,DISLIKE OTHER CANDIDATE,NEWSPAPERS,GOOD AMOUNT,,,CATHOLIC,0.6910000000000001
30.0,2.0,30.0,"YES, FOR MCCAIN",18-64,18-74,UNDECLARED/INDEPENDENT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,60+,60+,50-64,50-64,"YES, FOR MCCAIN",NO,OMITS,CALL 3,60-64,MALE,BRADLEY,THIS YEAR,,,,,YES,DISAPPROVE,,,,,YES,THREE OR MORE,,,INDEPENDENT,SOME COLLEGE/ASSOCIATE,PROTESTANT,NO,"$75,000-$99,999",YES,MODERATE,MODERATE,INDEPENDENT/OTHER,VERY CLOSELY,,,UNFAVORABLE,YES,,NO,NEW WAYS,YES,NO,KEEP TO THEMSELVES,DISLIKE OTHER CANDIDATE,TELEVISION,LITTLE,,,PROTESTANT/OTHER CHRISTIAN,0.765
30.0,2.0,31.0,,18-64,18-74,NOT REGISTERED,COMPLETE,CONCORD AND CONNECTICUT VALLEY,30-44,30-39,30-39,30-39,"YES, FOR MCCAIN",NO,BRADLEY,CALL 3,30-39,MALE,BRADLEY,WITHIN LAST WEEK,,,,,NO,APPROVE,,,,,NO,THREE OR MORE,,,INDEPENDENT,SOME COLLEGE/ASSOCIATE,CATHOLIC,NO,"$100,000 OR MORE",NO,MODERATE,MODERATE,INDEPENDENT/OTHER,SOMEWHAT CLOSELY,,,FAVORABLE,NO,,YES,FAMILIAR APPROACH,NO,NO,PUBLICLY DISCUSSED,LIKE MY CAND WITH RESERVATIONS,TELEVISION,LITTLE,,,CATHOLIC,0.7010000000000001
30.0,2.0,32.0,,18-64,18-74,NOT REGISTERED,COMPLETE,CONCORD AND CONNECTICUT VALLEY,18-29,25-29,25-29,25-29,"YES, FOR BUSH",NO,GORE,CALL 3,25-29,MALE,GORE,TODAY,,,,,NO,APPROVE,,,,,NO,THREE OR MORE,,,SOMETHING ELSE,COLLEGE GRADUATE,NONE,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,INDEPENDENT/OTHER,NOT TOO CLOSELY,,,UNFAVORABLE,YES,,NO,NEW WAYS,NO,NO,KEEP TO THEMSELVES,LIKE MY CAND WITH RESERVATIONS,TELEVISION,NOT AT ALL,,,NONE,0.9460000000000001
30.0,2.0,33.0,,18-64,18-74,DEMOCRAT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,18-29,18-24,18-24,18-24,"YES, FOR MCCAIN",NO,GORE,CALL 3,18-24,MALE,GORE,WITHIN LAST WEEK,,,,,NO,APPROVE,,,,,NO,THREE OR MORE,,,INDEPENDENT,SOME COLLEGE/ASSOCIATE,CATHOLIC,NO,"$15,000-$29,999",NO,MODERATE,MODERATE,INDEPENDENT/OTHER,SOMEWHAT CLOSELY,,,FAVORABLE,NO,,YES,NEW WAYS,NO,NO,KEEP TO THEMSELVES,LIKE MY CAND WITH RESERVATIONS,NEWSPAPERS,GREAT DEAL,,,CATHOLIC,0.9460000000000001
30.0,4.0,1.0,,65+,18-74,DEMOCRAT,COMPLETE,RURAL NORTH,60+,60+,65+,65-74,,,,CALL 1,65-74,FEMALE,BRADLEY,,SATISFIED WITH CANDS,WILL RISE,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,,APPROVE,BRADLEY,BRADLEY'S PLAN,SOMEWHAT IMPORTANT,CAND'S POSITIONS ON ISSUES,,,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,,,"$30,000-$49,000",,MODERATE,MODERATE,DEMOCRAT,,UNFAVORABLE,FAVORABLE,UNFAVORABLE,,GOOD,,,NO,NO,,,,,NO,NO,,0.732
30.0,4.0,2.0,,18-64,18-74,UNDECLARED/INDEPENDENT,COMPLETE,RURAL NORTH,45-59,50-59,50-64,50-64,,,,CALL 1,50-59,FEMALE,GORE,,SATISFIED WITH CANDS,WILL RISE,EDUCATION,STANDS UP FOR BELIEFS,,APPROVE,GORE,GORE'S PLAN,NOT TOO IMPORTANT,CAND'S POSITIONS ON ISSUES,,,SAME,NO,INDEPENDENT,HIGH SCHOOL GRADUATE,,,"UNDER $15,000",,MODERATE,MODERATE,INDEPENDENT/OTHER,,FAVORABLE,UNFAVORABLE,FAVORABLE,,GOOD,,,NO,YES,,,,,NO,YES,,0.6980000000000001
30.0,4.0,3.0,,18-64,18-74,,NOT COMPLETE,RURAL NORTH,30-44,40-49,40-49,40-49,,,,CALL 1,40-44,MALE,BRADLEY,,SATISFIED WITH CANDS,WILL FALL,ECONOMY/JOBS,STANDS UP FOR BELIEFS,,,,BOTH ABOUT THE SAME,NOT IMPORTANT AT ALL,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,NO,,,0.5720000000000001
30.0,4.0,4.0,,65+,18-74,DEMOCRAT,COMPLETE,RURAL NORTH,60+,60+,65+,65-74,,,,CALL 1,65-74,MALE,GORE,,SATISFIED WITH CANDS,WILL RISE,SS/ MEDICARE,HAS THE RIGHT EXPERIENCE,,DISAPPROVE,BOTH,GORE'S PLAN,SOMEWHAT IMPORTANT,CAND'S POSITIONS ON ISSUES,,,SAME,,INDEPENDENT,DID NOT COMPLETE HIGH SCHOOL,,,,,MODERATE,MODERATE,INDEPENDENT/OTHER,,FAVORABLE,FAVORABLE,UNFAVORABLE,,NOT SO GOOD,,,NO,NO,,,,,YES,NO,,1.0150000000000001
30.0,4.0,5.0,,18-64,18-74,DEMOCRAT,COMPLETE,RURAL NORTH,30-44,40-49,40-49,40-49,NO,YES,BRADLEY,CALL 1,40-44,FEMALE,BRADLEY,THIS YEAR,,,,,NO,APPROVE,,,,,YES,THREE OR MORE,,,DEMOCRAT,SOME COLLEGE/ASSOCIATE,NONE,NO,"$50,000-$74,999",NO,VERY LIBERAL,LIBERAL,DEMOCRAT,VERY CLOSELY,,,FAVORABLE,NO,,NO,NEW WAYS,YES,YES,KEEP TO THEMSELVES,STRONGLY FAVOR MY CAND,TELEVISION,LITTLE,,,NONE,0.536
30.0,4.0,6.0,,18-64,18-74,DEMOCRAT,COMPLETE,RURAL NORTH,60+,60+,50-64,50-64,NO,YES,GORE,CALL 1,60-64,MALE,GORE,WITHIN LAST WEEK,,,,,YES,APPROVE,,,,,YES,THREE OR MORE,,,DEMOCRAT,HIGH SCHOOL GRADUATE,PROTESTANT,NO,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,DEMOCRAT,SOMEWHAT CLOSELY,,,FAVORABLE,NO,,NO,NEW WAYS,YES,NO,KEEP TO THEMSELVES,STRONGLY FAVOR MY CAND,TELEVISION,GREAT DEAL,,,PROTESTANT/OTHER CHRISTIAN,1.0150000000000001
30.0,4.0,7.0,,18-64,18-74,DEMOCRAT,COMPLETE,RURAL NORTH,45-59,40-49,40-49,40-49,"YES, FOR MCCAIN",YES,GORE,CALL 1,45-49,FEMALE,GORE,WITHIN LAST WEEK,,,,,YES,APPROVE,,,,,YES,THREE OR MORE,,,INDEPENDENT,SOME COLLEGE/ASSOCIATE,NONE,NO,"$15,000-$29,999",NO,MODERATE,MODERATE,INDEPENDENT/OTHER,NOT TOO CLOSELY,,,FAVORABLE,YES,,YES,FAMILIAR APPROACH,YES,NO,KEEP TO THEMSELVES,LIKE MY CAND WITH RESERVATIONS,TELEVISION,LITTLE,,,NONE,0.6980000000000001
30.0,4.0,8.0,,18-64,18-74,,NOT COMPLETE,RURAL NORTH,30-44,30-39,30-39,30-39,NO,YES,GORE,CALL 1,30-39,FEMALE,GORE,WITHIN LAST WEEK,,,,,NO,,,,,,YES,THREE OR MORE,,,,,CATHOLIC,,,,,,,,,,,,,,,,,,STRONGLY FAVOR MY CAND,,,,,CATHOLIC,0.6980000000000001
30.0,4.0,9.0,,18-64,18-74,DEMOCRAT,COMPLETE,RURAL NORTH,45-59,50-59,50-64,50-64,NO,NO,GORE,CALL 1,50-59,FEMALE,GORE,BEFORE THAT,,,,,YES,APPROVE,,,,,NO,NONE,,,DEMOCRAT,DID NOT COMPLETE HIGH SCHOOL,CATHOLIC,NO,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,DEMOCRAT,SOMEWHAT CLOSELY,,,FAVORABLE,YES,,NO,FAMILIAR APPROACH,NO,NO,KEEP TO THEMSELVES,STRONGLY FAVOR MY CAND,TELEVISION,LITTLE,,,CATHOLIC,0.6980000000000001
30.0,4.0,10.0,,18-64,18-74,DEMOCRAT,COMPLETE,RURAL NORTH,30-44,40-49,40-49,40-49,,,,CALL 2,40-44,,BRADLEY,,WOULD LIKE SOMEONE ELSE,WILL RISE,HEALTH CARE,STRONG LEADER,,APPROVE,BRADLEY,BRADLEY'S PLAN,NOT TOO IMPORTANT,CAND'S POSITIONS ON ISSUES,,,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,,,"$50,000-$74,999",,SOMEWHAT LIBERAL,LIBERAL,DEMOCRAT,,FAVORABLE,FAVORABLE,UNFAVORABLE,,NOT SO GOOD,,,YES,YES,,,,,,NO,,0.5720000000000001
