BUSHUNFR,VETVOTER,STATE,PREC,SEQ,CALL,AGE9,RACE,SEX,TIME,NONPVOTE,CLINTON,ISSVQUAL,RELRIGHT,ABORTION,BUSHKNOW,FINSIT,SSTAX,UNION,PARTYID,EDUC,RELIGION,BRADUNFR,INCOME,GOREUNFR,MCAIUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,GORE2LIB,BRAD2LIB,QTYPE,BACKSIDE,GEOCODE,AGE4,AGEABC,PARTY,AGE65,AGE75,GWCONSRV,BUSH,MCCAIN,GOREBUSH,GOREMCAN,MCCONSRV,STR8TALK,REFORMER,PREVPRIN,MCRRIGHT,VERSION,ONLYDEMS,ONLYREPS,REALWIN,GORE,BRADLEY,BCPERSON,BEATDEM,GAY,SENCA,PROP22,HISPANIC,QRACE,REL5,REGCA,NOVCHOIC,WEIGHT
OMITS,,5.0,2.0,42.0,THIRD CALL,50-59,ASIAN,FEMALE,BEFORE THAT,GORE,APPROVE,CANDS POSITIONS ON ISSUES,,,,BETTER,,YES,DEMOCRAT,,,OMITS,"$50,000-$74,999",OMITS,OMITS,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETED,BAY AREA,45-59,50-59,DEMOCRAT,50-64,50-64,,,,GORE,GORE,,MCCAIN,OMITS,YES,,YELLOW,GORE,WOULD NOT VOTE,AMONG ALL VOTERS,,,UNFAVORABLE,,NO,,,NO,ASIAN,,DEMOCRAT,NOT SATISFIED,0.799
NO,,5.0,2.0,43.0,THIRD CALL,18-24,BLACK,FEMALE,BEFORE THAT,GORE,APPROVE,CANDS POSITIONS ON ISSUES,,,,BETTER,,YES,DEMOCRAT,,,YES,,NO,NO,MODERATE,MODERATE,18-64,18-74,ABOUT RIGHT,OMITS,STATE,COMPLETED,BAY AREA,18-29,18-24,DEMOCRAT,18-24,18-24,,,,GORE,GORE,,NEITHER,OMITS,NO,,YELLOW,GORE,WOULD NOT VOTE,AMONG ALL VOTERS,,,FAVORABLE,,NO,,,NO,BLACK,,DEMOCRAT,SATISFIED,0.735
NO,,5.0,2.0,44.0,THIRD CALL,18-24,WHITE,FEMALE,WITHIN LAST 3 DAYS,NADER,DISAPPROVE,CANDS POSITIONS ON ISSUES,,,,SAME,,YES,INDEPENDENT,,,NO,"UNDER $15,000",NO,NO,VERY LIBERAL,LIBERAL,18-64,18-74,NOT LIBERAL ENOUGH,NOT LIBERAL ENOUGH,STATE,COMPLETED,BAY AREA,18-29,18-24,INDEPENDENT/OTHER,18-24,18-24,,,,OMITS,OMITS,,NEITHER,NEITHER,NO,,YELLOW,WOULD NOT VOTE,WOULD NOT VOTE,AMONG PARTY REGISTERED VOTERS,,,FAVORABLE,,YES,,,NO,WHITE,,OTHER,NOT SATISFIED,0.36
YES,,5.0,2.0,45.0,THIRD CALL,18-24,WHITE,FEMALE,THIS YEAR,BRADLEY,APPROVE,CANDS POSITIONS ON ISSUES,,,,BETTER,,NO,DEMOCRAT,,,YES,"UNDER $15,000",YES,YES,VERY LIBERAL,LIBERAL,18-64,18-74,NOT LIBERAL ENOUGH,NOT LIBERAL ENOUGH,STATE,COMPLETED,BAY AREA,18-29,18-24,DEMOCRAT,18-24,18-24,,,,GORE,GORE,,NEITHER,OMITS,NO,,YELLOW,BRADLEY,WOULD NOT VOTE,AMONG ALL VOTERS,,,FAVORABLE,,YES,,,NO,WHITE,,DEMOCRAT,NOT SATISFIED,0.652
YES,,5.0,2.0,46.0,THIRD CALL,50-59,HISPANIC/LATINO,FEMALE,THIS YEAR,GORE,APPROVE,CANDS POSITIONS ON ISSUES,,,,BETTER,,YES,DEMOCRAT,,,NO,"$75,000-$99,999",NO,YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETED,BAY AREA,45-59,50-59,DEMOCRAT,50-64,50-64,,,,GORE,GORE,,NEITHER,NEITHER,YES,,YELLOW,GORE,WOULD NOT VOTE,AMONG PARTY REGISTERED VOTERS,,,UNFAVORABLE,,NO,,,YES,HISPANIC/LATINO,,DEMOCRAT,SATISFIED,0.786
YES,,5.0,2.0,47.0,THIRD CALL,25-29,WHITE,FEMALE,WITHIN LAST WEEK,BRADLEY,APPROVE,CANDS POSITIONS ON ISSUES,,,,BETTER,,NO,DEMOCRAT,,,YES,"UNDER $15,000",YES,YES,VERY LIBERAL,LIBERAL,18-64,18-74,NOT LIBERAL ENOUGH,NOT LIBERAL ENOUGH,STATE,COMPLETED,BAY AREA,18-29,25-29,DEMOCRAT,25-29,25-29,,,,GORE,GORE,,NEITHER,NEITHER,YES,,YELLOW,BRADLEY,WOULD NOT VOTE,AMONG ALL VOTERS,,,FAVORABLE,,NO,,,NO,WHITE,,OTHER,NOT SATISFIED,0.652
OMITS,,5.0,2.0,48.0,THIRD CALL,18-24,ASIAN,FEMALE,BEFORE THAT,BRADLEY,OMITS,CANDS PERSONAL QUALITIES,,,,OMITS,,,,,,OMITS,,OMITS,OMITS,VERY LIBERAL,LIBERAL,18-64,18-74,OMITS,OMITS,STATE,COMPLETED,BAY AREA,18-29,18-24,,18-24,18-24,,,,GORE,GORE,,OMITS,OMITS,NO,,YELLOW,BRADLEY,WOULD NOT VOTE,AMONG ALL VOTERS,,,OMITS,,,,,NO,ASIAN,,DEMOCRAT,OMITS,0.652
YES,,5.0,2.0,49.0,THIRD CALL,25-29,WHITE,MALE,THIS YEAR,MCCAIN,APPROVE,CANDS POSITIONS ON ISSUES,,,,BETTER,,YES,INDEPENDENT,,,NO,"$75,000-$99,999",NO,NO,MODERATE,MODERATE,18-64,18-74,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETED,BAY AREA,18-29,25-29,INDEPENDENT/OTHER,25-29,25-29,,,,GORE,MCCAIN,,MCCAIN,MCCAIN,YES,,YELLOW,GORE,MCCAIN,AMONG ALL VOTERS,,,UNFAVORABLE,,NO,,,NO,WHITE,,REPUBLICAN,SATISFIED,0.778
OMITS,,5.0,2.0,50.0,THIRD CALL,18-24,WHITE,FEMALE,THIS YEAR,NADER,OMITS,CANDS POSITIONS ON ISSUES,,,,BETTER,,NO,DEMOCRAT,,,OMITS,,OMITS,OMITS,VERY LIBERAL,LIBERAL,18-64,18-74,OMITS,OMITS,STATE,COMPLETED,BAY AREA,18-29,18-24,DEMOCRAT,18-24,18-24,,,,GORE,GORE,,OMITS,OMITS,NO,,YELLOW,GORE,WOULD NOT VOTE,OMITS,,,OMITS,,YES,,,NO,WHITE,,OTHER,OMITS,0.36
YES,,5.0,2.0,51.0,THIRD CALL,18-24,ASIAN,MALE,WITHIN LAST WEEK,GORE,APPROVE,CANDS POSITIONS ON ISSUES,,,,BETTER,,NO,DEMOCRAT,,,YES,"$75,000-$99,999",NO,YES,VERY LIBERAL,LIBERAL,18-64,18-74,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETED,BAY AREA,18-29,18-24,DEMOCRAT,18-24,18-24,,,,GORE,GORE,,NEITHER,NEITHER,NO,,YELLOW,GORE,WOULD NOT VOTE,AMONG ALL VOTERS,,,FAVORABLE,,NO,,,NO,ASIAN,,DEMOCRAT,SATISFIED,0.8130000000000001
NO,,5.0,2.0,52.0,THIRD CALL,18-24,WHITE,FEMALE,THIS YEAR,BRADLEY,APPROVE,CANDS POSITIONS ON ISSUES,,,,SAME,,NO,DEMOCRAT,,,NO,"$15,000-$29,000",NO,NO,VERY LIBERAL,LIBERAL,18-64,18-74,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETED,BAY AREA,18-29,18-24,DEMOCRAT,18-24,18-24,,,,GORE,GORE,,NEITHER,NEITHER,NO,,YELLOW,BRADLEY,WOULD NOT VOTE,AMONG ALL VOTERS,,,FAVORABLE,,NO,,,NO,WHITE,,DEMOCRAT,NOT SATISFIED,0.652
NO,,5.0,2.0,53.0,THIRD CALL,30-39,WHITE,FEMALE,TODAY,GORE,APPROVE,CANDS POSITIONS ON ISSUES,,,,SAME,,NO,DEMOCRAT,,,NO,"$30,000-$49,000",NO,NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETED,BAY AREA,30-44,30-39,DEMOCRAT,30-39,30-39,,,,GORE,GORE,,MCCAIN,NEITHER,YES,,YELLOW,GORE,WOULD NOT VOTE,AMONG ALL VOTERS,,,FAVORABLE,,YES,,,NO,WHITE,,DEMOCRAT,SATISFIED,0.799
YES,,5.0,2.0,54.0,THIRD CALL,45-49,BLACK,FEMALE,TODAY,BRADLEY,DISAPPROVE,CANDS PERSONAL QUALITIES,,,,WORSE,,NO,INDEPENDENT,,,YES,"UNDER $15,000",YES,YES,VERY LIBERAL,LIBERAL,18-64,18-74,NOT LIBERAL ENOUGH,NOT LIBERAL ENOUGH,STATE,COMPLETED,BAY AREA,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,,,,GORE,MCCAIN,,MCCAIN,MCCAIN,YES,,YELLOW,BRADLEY,MCCAIN,AMONG ALL VOTERS,,,UNFAVORABLE,,NO,,,NO,BLACK,,OTHER,NOT SATISFIED,0.686
YES,,5.0,2.0,55.0,THIRD CALL,30-39,HISPANIC/LATINO,FEMALE,WITHIN LAST 3 DAYS,BRADLEY,APPROVE,CANDS POSITIONS ON ISSUES,,,,BETTER,,NO,INDEPENDENT,,,YES,"$100,000 OR MORE",YES,YES,MODERATE,MODERATE,18-64,18-74,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETED,BAY AREA,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,,,,GORE,GORE,,NEITHER,NEITHER,YES,,YELLOW,BRADLEY,WOULD NOT VOTE,AMONG ALL VOTERS,,,UNFAVORABLE,,YES,,,YES,HISPANIC/LATINO,,DEMOCRAT,NOT SATISFIED,0.686
YES,,5.0,2.0,56.0,THIRD CALL,30-39,WHITE,MALE,THIS YEAR,MCCAIN,APPROVE,CANDS PERSONAL QUALITIES,,,,SAME,,NO,DEMOCRAT,,,NO,"$100,000 OR MORE",NO,NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETED,BAY AREA,30-44,30-39,DEMOCRAT,30-39,30-39,,,,GORE,GORE,,BUSH,MCCAIN,YES,,YELLOW,BRADLEY,MCCAIN,AMONG ALL VOTERS,,,OMITS,,YES,,,NO,WHITE,,DEMOCRAT,SATISFIED,0.8300000000000001
YES,,5.0,2.0,57.0,THIRD CALL,45-49,BLACK,MALE,THIS YEAR,GORE,APPROVE,CANDS PERSONAL QUALITIES,,,,BETTER,,YES,DEMOCRAT,,,NO,"$75,000-$99,999",NO,YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETED,BAY AREA,45-59,40-49,DEMOCRAT,40-49,40-49,,,,GORE,GORE,,MCCAIN,NEITHER,YES,,YELLOW,GORE,KEYES,AMONG PARTY REGISTERED VOTERS,,,FAVORABLE,,NO,,,NO,BLACK,,DEMOCRAT,SATISFIED,0.855
NO,,5.0,2.0,58.0,THIRD CALL,30-39,ASIAN,MALE,BEFORE THAT,GORE,APPROVE,CANDS POSITIONS ON ISSUES,,,,BETTER,,NO,INDEPENDENT,,,YES,"$50,000-$74,999",NO,NO,VERY LIBERAL,LIBERAL,18-64,18-74,NOT LIBERAL ENOUGH,NOT LIBERAL ENOUGH,STATE,COMPLETED,BAY AREA,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,,,,GORE,GORE,,NEITHER,NEITHER,NO,,YELLOW,GORE,WOULD NOT VOTE,AMONG ALL VOTERS,,,UNFAVORABLE,,YES,,,NO,ASIAN,,DEMOCRAT,NOT SATISFIED,0.869
OMITS,,5.0,2.0,59.0,THIRD CALL,30-39,WHITE,FEMALE,TODAY,GORE,OMITS,OMITS,,,,SAME,,,DEMOCRAT,,,OMITS,"$30,000-$49,000",OMITS,OMITS,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,OMITS,OMITS,STATE,COMPLETED,BAY AREA,30-44,30-39,DEMOCRAT,30-39,30-39,,,,GORE,GORE,,NEITHER,NEITHER,YES,,YELLOW,GORE,MCCAIN,AMONG ALL VOTERS,,,OMITS,,YES,,,NO,WHITE,,DEMOCRAT,OMITS,0.799
OMITS,,5.0,2.0,60.0,THIRD CALL,50-59,OTHER,FEMALE,BEFORE THAT,GORE,APPROVE,CANDS POSITIONS ON ISSUES,,,,BETTER,,YES,DEMOCRAT,,,YES,"$100,000 OR MORE",NO,OMITS,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,ABOUT RIGHT,OMITS,STATE,COMPLETED,BAY AREA,45-59,50-59,DEMOCRAT,50-64,50-64,,,,GORE,GORE,,NEITHER,OMITS,YES,,YELLOW,GORE,KEYES,AMONG ALL VOTERS,,,FAVORABLE,,NO,,,NO,OTHER,,DEMOCRAT,SATISFIED,0.799
YES,,5.0,2.0,61.0,THIRD CALL,65-74,WHITE,FEMALE,BEFORE THAT,GORE,APPROVE,CANDS POSITIONS ON ISSUES,,,,SAME,,NO,DEMOCRAT,,,YES,"$50,000-$74,999",NO,NO,VERY LIBERAL,LIBERAL,65+,18-74,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETED,BAY AREA,60+,60+,DEMOCRAT,65+,65-74,,,,GORE,GORE,,MCCAIN,NEITHER,YES,,YELLOW,GORE,MCCAIN,AMONG ALL VOTERS,,,FAVORABLE,,NO,,,NO,WHITE,,DEMOCRAT,SATISFIED,1.186
YES,,5.0,2.0,62.0,THIRD CALL,45-49,WHITE,FEMALE,THIS YEAR,GORE,APPROVE,CANDS PERSONAL QUALITIES,,,,BETTER,,YES,SOMETHING ELSE,,,NO,"$50,000-$74,999",NO,NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETED,BAY AREA,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,,,,GORE,GORE,,NEITHER,NEITHER,YES,,YELLOW,GORE,WOULD NOT VOTE,AMONG ALL VOTERS,,,FAVORABLE,,NO,,,NO,WHITE,,DEMOCRAT,NOT SATISFIED,0.799
YES,,5.0,2.0,65.0,THIRD CALL,30-39,WHITE,FEMALE,TODAY,GORE,DISAPPROVE,CANDS PERSONAL QUALITIES,,,,WORSE,,NO,DEMOCRAT,,,NO,"UNDER $15,000",NO,YES,VERY LIBERAL,LIBERAL,18-64,18-74,NOT LIBERAL ENOUGH,NOT LIBERAL ENOUGH,STATE,COMPLETED,BAY AREA,30-44,30-39,DEMOCRAT,30-39,30-39,,,,GORE,GORE,,NEITHER,NEITHER,YES,,YELLOW,BRADLEY,KEYES,AMONG ALL VOTERS,,,FAVORABLE,,NO,,,NO,WHITE,,DEMOCRAT,NOT SATISFIED,0.799
YES,,5.0,2.0,66.0,THIRD CALL,60-64,BLACK,MALE,BEFORE THAT,GORE,APPROVE,CANDS POSITIONS ON ISSUES,,,,BETTER,,YES,DEMOCRAT,,,YES,"$50,000-$74,999",NO,NO,VERY LIBERAL,LIBERAL,18-64,18-74,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETED,BAY AREA,60+,60+,DEMOCRAT,50-64,50-64,,,,GORE,GORE,,MCCAIN,NEITHER,YES,,YELLOW,GORE,KEYES,AMONG ALL VOTERS,,,FAVORABLE,,NO,,,NO,BLACK,,DEMOCRAT,SATISFIED,1.2710000000000001
NO,,5.0,2.0,67.0,THIRD CALL,18-24,BLACK,MALE,BEFORE THAT,GORE,APPROVE,CANDS PERSONAL QUALITIES,,,,BETTER,,YES,DEMOCRAT,,,NO,"$75,000-$99,999",NO,NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETED,BAY AREA,18-29,18-24,DEMOCRAT,18-24,18-24,,,,GORE,GORE,,NEITHER,NEITHER,NO,,YELLOW,GORE,WOULD NOT VOTE,AMONG ALL VOTERS,,,FAVORABLE,,NO,,,NO,BLACK,,DEMOCRAT,SATISFIED,0.8
YES,,5.0,2.0,68.0,THIRD CALL,65-74,BLACK,MALE,BEFORE THAT,GORE,APPROVE,CANDS PERSONAL QUALITIES,,,,BETTER,,NO,DEMOCRAT,,,YES,"$50,000-$74,999",NO,NO,MODERATE,MODERATE,65+,18-74,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETED,BAY AREA,60+,60+,DEMOCRAT,65+,65-74,,,,GORE,GORE,,NEITHER,NEITHER,YES,,YELLOW,GORE,OMITS,AMONG ALL VOTERS,,,FAVORABLE,,NO,,,NO,BLACK,,DEMOCRAT,SATISFIED,1.2710000000000001
YES,NO,5.0,2.0,69.0,THIRD CALL,18-24,WHITE,FEMALE,,BRADLEY,,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,NO,,STRENGTHEN SOCIAL SECURITY,,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,SOMETHING ELSE,,"$15,000-$29,000",,NO,VERY LIBERAL,LIBERAL,18-64,18-74,,,STATE,COMPLETED,BAY AREA,18-29,18-24,DEMOCRAT,18-24,18-24,TOO CONSERVATIVE,UNFAVORABLE,UNFAVORABLE,,,TOO CONSERVATIVE,,,,NOT AT ALL,WHITE,,,,FAVORABLE,FAVORABLE,,MCCAIN,YES,FEINSTEIN,NO,NO,WHITE,SOMETHING ELSE,DEMOCRAT,,0.586
NO,YES,5.0,2.0,70.0,THIRD CALL,45-49,BLACK,FEMALE,,GORE,,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,,STRENGTHEN SOCIAL SECURITY,,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,,"$75,000-$99,999",,YES,MODERATE,MODERATE,18-64,18-74,,,STATE,COMPLETED,BAY AREA,45-59,40-49,DEMOCRAT,40-49,40-49,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,,,NOT CONSERVATIVE ENOUGH,,,,GREAT DEAL,WHITE,,,,FAVORABLE,FAVORABLE,,BUSH,NO,,YES,,BLACK,PROTESTANT/OTHER CHRISTIAN,DEMOCRAT,,0.8140000000000001
NO,NO,5.0,2.0,71.0,THIRD CALL,18-24,WHITE,FEMALE,,GORE,,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,NO,,STRENGTHEN SOCIAL SECURITY,,DEMOCRAT,COLLEGE GRADUATE,NONE,,"UNDER $15,000",,NO,VERY LIBERAL,LIBERAL,18-64,18-74,,,STATE,COMPLETED,BAY AREA,18-29,18-24,DEMOCRAT,18-24,18-24,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,,,TOO CONSERVATIVE,,,,NOT AT ALL,WHITE,,,,FAVORABLE,FAVORABLE,,MCCAIN,NO,,NO,NO,WHITE,NONE,DEMOCRAT,,0.709
NO,NO,5.0,2.0,72.0,THIRD CALL,18-24,WHITE,FEMALE,,NADER,,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,YES,,OMITS,,SOMETHING ELSE,SOME COLLEGE OR ASSOCIATES,NONE,,"UNDER $15,000",,NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,,,STATE,COMPLETED,BAY AREA,18-29,18-24,INDEPENDENT/OTHER,18-24,18-24,TOO CONSERVATIVE,UNFAVORABLE,UNFAVORABLE,,,TOO CONSERVATIVE,,,,NOT AT ALL,WHITE,,,,FAVORABLE,FAVORABLE,,BUSH,NO,,NO,NO,WHITE,NONE,OTHER,,0.342
YES,NO,5.0,2.0,73.0,THIRD CALL,30-39,BLACK,MALE,,GORE,,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,YES,,TAX CUT,,DEMOCRAT,COLLEGE GRADUATE,OTHER CHRISTIAN,,"$75,000-$99,999",,YES,VERY LIBERAL,LIBERAL,18-64,18-74,,,STATE,COMPLETED,BAY AREA,30-44,30-39,DEMOCRAT,30-39,30-39,TOO CONSERVATIVE,UNFAVORABLE,UNFAVORABLE,,,TOO CONSERVATIVE,,,,NOT AT ALL,WHITE,,,,FAVORABLE,FAVORABLE,,BUSH,NO,FEINSTEIN,NO,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,DEMOCRAT,,0.768
NO,NO,5.0,2.0,74.0,THIRD CALL,65-74,BLACK,FEMALE,,GORE,,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,NO,,STRENGTHEN SOCIAL SECURITY,,DEMOCRAT,POST GRADUATE STUDY,CATHOLIC,,"$50,000-$74,999",,NO,MODERATE,MODERATE,65+,18-74,,,STATE,COMPLETED,BAY AREA,60+,60+,DEMOCRAT,65+,65-74,TOO CONSERVATIVE,UNFAVORABLE,UNFAVORABLE,,,OMITS,,,,NOT AT ALL,WHITE,,,,FAVORABLE,UNFAVORABLE,,MCCAIN,YES,FEINSTEIN,NO,NO,BLACK,CATHOLIC,DEMOCRAT,,1.049
NO,YES,5.0,2.0,75.0,THIRD CALL,65-74,WHITE,MALE,,GORE,,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,,STRENGTHEN SOCIAL SECURITY,,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,,"$50,000-$74,999",,NO,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,,,STATE,COMPLETED,BAY AREA,60+,60+,DEMOCRAT,65+,65-74,TOO CONSERVATIVE,UNFAVORABLE,UNFAVORABLE,,,ABOUT RIGHT,,,,NOT MUCH,WHITE,,,,FAVORABLE,FAVORABLE,,MCCAIN,NO,FEINSTEIN,YES,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,DEMOCRAT,,1.2630000000000001
OMITS,,5.0,2.0,76.0,THIRD CALL,65-74,BLACK,MALE,,GORE,,OMITS,OMITS,OMITS,NO,,STRENGTHEN SOCIAL SECURITY,,,,,,,,OMITS,,,65+,18-74,,,STATE,NOT COMPLETED,BAY AREA,60+,60+,,65+,65-74,OMITS,OMITS,OMITS,,,OMITS,,,,NOT AT ALL,WHITE,,,,OMITS,OMITS,,OMITS,,FEINSTEIN,NO,,BLACK,,DEMOCRAT,,1.1400000000000001
NO,NO,5.0,2.0,77.0,THIRD CALL,50-59,,FEMALE,,GORE,,CANDS POSITIONS ON ISSUES,YES,LEGAL IN MOST CASES,NO,,TAX CUT,,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,,"$30,000-$49,000",,NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,,,STATE,COMPLETED,BAY AREA,45-59,50-59,DEMOCRAT,50-64,50-64,NOT CONSERVATIVE ENOUGH,UNFAVORABLE,UNFAVORABLE,,,TOO CONSERVATIVE,,,,SOMEWHAT,WHITE,,,,FAVORABLE,FAVORABLE,,BUSH,NO,FEINSTEIN,YES,NO,,PROTESTANT/OTHER CHRISTIAN,DEMOCRAT,,0.781
YES,NO,5.0,2.0,78.0,THIRD CALL,18-24,WHITE,FEMALE,,BRADLEY,,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,NO,,STRENGTHEN SOCIAL SECURITY,,SOMETHING ELSE,SOME COLLEGE OR ASSOCIATES,SOMETHING ELSE,,"UNDER $15,000",,YES,VERY LIBERAL,LIBERAL,18-64,18-74,,,STATE,COMPLETED,BAY AREA,18-29,18-24,INDEPENDENT/OTHER,18-24,18-24,TOO CONSERVATIVE,UNFAVORABLE,UNFAVORABLE,,,TOO CONSERVATIVE,,,,NOT AT ALL,WHITE,,,,FAVORABLE,FAVORABLE,,MCCAIN,YES,FEINSTEIN,NO,NO,WHITE,SOMETHING ELSE,OTHER,,0.586
NO,NO,5.0,2.0,79.0,THIRD CALL,25-29,,FEMALE,,GORE,,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,NO,,STRENGTHEN SOCIAL SECURITY,,INDEPENDENT,COLLEGE GRADUATE,SOMETHING ELSE,,"$30,000-$49,000",,NO,VERY LIBERAL,LIBERAL,18-64,18-74,,,STATE,COMPLETED,BAY AREA,18-29,25-29,INDEPENDENT/OTHER,25-29,25-29,TOO CONSERVATIVE,UNFAVORABLE,UNFAVORABLE,,,TOO CONSERVATIVE,,,,NOT MUCH,WHITE,,,,UNFAVORABLE,UNFAVORABLE,,OMITS,NO,,NO,NO,,SOMETHING ELSE,DEMOCRAT,,0.709
NO,NO,5.0,2.0,80.0,THIRD CALL,30-39,WHITE,MALE,,NADER,,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,NO,,STRENGTHEN SOCIAL SECURITY,,SOMETHING ELSE,SOME COLLEGE OR ASSOCIATES,NONE,,"UNDER $15,000",,NO,MODERATE,MODERATE,18-64,18-74,,,STATE,COMPLETED,BAY AREA,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,TOO CONSERVATIVE,UNFAVORABLE,UNFAVORABLE,,,NOT CONSERVATIVE ENOUGH,,,,NOT AT ALL,WHITE,,,,UNFAVORABLE,FAVORABLE,,MCCAIN,NO,,NO,NO,WHITE,NONE,OTHER,,0.397
OMITS,NO,5.0,2.0,81.0,THIRD CALL,18-24,WHITE,FEMALE,,BRADLEY,,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,,OMITS,,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,,"$100,000 OR MORE",,OMITS,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,,,STATE,COMPLETED,BAY AREA,18-29,18-24,DEMOCRAT,18-24,18-24,TOO CONSERVATIVE,UNFAVORABLE,UNFAVORABLE,,,TOO CONSERVATIVE,,,,NOT AT ALL,WHITE,,,,FAVORABLE,FAVORABLE,,BUSH,YES,FEINSTEIN,NO,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,DEMOCRAT,,0.586
YES,NO,5.0,2.0,82.0,THIRD CALL,40-44,,,,GORE,,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,NO,,OMITS,,DEMOCRAT,COLLEGE GRADUATE,,,"$75,000-$99,999",,YES,MODERATE,MODERATE,18-64,18-74,,,STATE,COMPLETED,BAY AREA,30-44,40-49,DEMOCRAT,40-49,40-49,OMITS,UNFAVORABLE,UNFAVORABLE,,,OMITS,,,,OMITS,WHITE,,,,FAVORABLE,FAVORABLE,,OMITS,NO,FEINSTEIN,NO,NO,,,DEMOCRAT,,0.717
OMITS,NO,5.0,2.0,83.0,THIRD CALL,18-24,WHITE,FEMALE,,GORE,,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,NO,,STRENGTHEN SOCIAL SECURITY,,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,NONE,,"UNDER $15,000",,OMITS,VERY LIBERAL,LIBERAL,18-64,18-74,,,STATE,COMPLETED,BAY AREA,18-29,18-24,DEMOCRAT,18-24,18-24,TOO CONSERVATIVE,UNFAVORABLE,UNFAVORABLE,,,TOO CONSERVATIVE,,,,NOT AT ALL,WHITE,,,,FAVORABLE,FAVORABLE,,OMITS,YES,FEINSTEIN,NO,NO,WHITE,NONE,DEMOCRAT,,0.671
