QTYPE,VETVOTER,GEOCODE,BUSHUNFR,STR8TALK,BEATDEM,REFORMER,MCSAYDO,INTERNET,LOYALREP,MCCONSRV,STATE,PREC,SEQ,CALL,AGE9,RACE,SEX,REPVOTE,TIME,ISSUE,QUALITY,ISSVQUAL,RELRIGHT,ABORTION,BUSHKNOW,FINSIT,SSTAX,PARTYID,EDUC,INCOME,MCAIUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,BACKSIDE,AGE4,AGEABC,PARTY,AGE65,AGE75,BUSH,MCCAIN,ALLOWVOT,GOREBUSH,GOREMCAN,WEIGHT
STATE,,EAST/RICHMOND,NO,BUSH,BUSH,OMITS,YES,NO,LOYAL REPUBLICAN,OMITS,47.0,2.0,40.0,THIRD CALL,60-64,WHITE,FEMALE,BUSH,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,OMITS,YES,ILLEGAL IN ALL CASES,YES,SAME,OMITS,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$15,000-$29,000",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,60+,60+,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,OMITS,1.547
STATE,NO,EAST/RICHMOND,NO,NEITHER,MCCAIN,NEITHER,YES,YES,NOT TIED TO PARTY LEADERS,ABOUT RIGHT,47.0,2.0,41.0,THIRD CALL,30-39,WHITE,MALE,MCCAIN,BEFORE THAT,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,NO,WORSE,STRENGTHEN SOCIAL SECURITY,SOMETHING ELSE,POST GRADUATE STUDY,"$15,000-$29,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,COMPLETE,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,MCCAIN,1.104
STATE,NO,EAST/RICHMOND,YES,MCCAIN,MCCAIN,BOTH,NO,YES,NOT TIED TO PARTY LEADERS,ABOUT RIGHT,47.0,2.0,42.0,THIRD CALL,50-59,WHITE,MALE,MCCAIN,THIS YEAR,CAMPAIGN FINANCE REFORM,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,INDEPENDENT,COLLEGE GRADUATE,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,1.104
STATE,YES,EAST/RICHMOND,YES,MCCAIN,MCCAIN,MCCAIN,NO,YES,LOYAL REPUBLICAN,ABOUT RIGHT,47.0,2.0,43.0,THIRD CALL,25-29,WHITE,MALE,MCCAIN,BEFORE THAT,CAMPAIGN FINANCE REFORM,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,POST GRADUATE STUDY,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,18-29,25-29,REPUBLICAN,25-29,25-29,UNFAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,1.125
STATE,NO,EAST/RICHMOND,NO,BOTH,MCCAIN,NEITHER,YES,YES,LOYAL REPUBLICAN,ABOUT RIGHT,47.0,2.0,44.0,THIRD CALL,30-39,WHITE,MALE,BUSH,BEFORE THAT,CAMPAIGN FINANCE REFORM,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,SAME,TAX CUT,REPUBLICAN,POST GRADUATE STUDY,"UNDER $15,000",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,30-39,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,1.258
STATE,NO,EAST/RICHMOND,NO,BUSH,BUSH,BUSH,YES,YES,LOYAL REPUBLICAN,TOO CONSERVATIVE,47.0,2.0,45.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,THIS YEAR,EDUCATION,MORAL VALUES,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,POST GRADUATE STUDY,"$75,000-$99,999",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,GORE,1.268
STATE,NO,EAST/RICHMOND,NO,BOTH,BUSH,BOTH,NO,YES,LOYAL REPUBLICAN,ABOUT RIGHT,47.0,2.0,46.0,THIRD CALL,45-49,WHITE,MALE,BUSH,THIS YEAR,TAXES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,BETTER,TAX CUT,REPUBLICAN,COLLEGE GRADUATE,"$100,000 OR MORE",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,1.258
STATE,NO,EAST/RICHMOND,YES,BUSH,BUSH,BOTH,OMITS,YES,NOT TIED TO PARTY LEADERS,TOO CONSERVATIVE,47.0,2.0,47.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,TODAY,ABORTION,MORAL VALUES,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,SAME,TAX CUT,INDEPENDENT,COLLEGE GRADUATE,"$15,000-$29,000",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,COMPLETE,18-29,25-29,INDEPENDENT/OTHER,25-29,25-29,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,MCCAIN,1.291
STATE,NO,EAST/RICHMOND,YES,MCCAIN,MCCAIN,BOTH,NO,YES,NOT TIED TO PARTY LEADERS,TOO CONSERVATIVE,47.0,2.0,48.0,THIRD CALL,30-39,WHITE,MALE,MCCAIN,BEFORE THAT,CAMPAIGN FINANCE REFORM,MORAL VALUES,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,BETTER,TAX CUT,REPUBLICAN,POST GRADUATE STUDY,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,30-44,30-39,REPUBLICAN,30-39,30-39,UNFAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,1.104
STATE,NO,EAST/RICHMOND,YES,MCCAIN,MCCAIN,MCCAIN,NO,YES,NOT TIED TO PARTY LEADERS,ABOUT RIGHT,47.0,2.0,49.0,THIRD CALL,30-39,WHITE,FEMALE,MCCAIN,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,SAME,TAX CUT,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,UNFAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,1.113
STATE,NO,EAST/RICHMOND,YES,MCCAIN,MCCAIN,MCCAIN,NO,YES,NOT TIED TO PARTY LEADERS,ABOUT RIGHT,47.0,2.0,50.0,THIRD CALL,50-59,WHITE,FEMALE,MCCAIN,THIS YEAR,WORLD AFFAIRS,MORAL VALUES,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,DEMOCRAT,POST GRADUATE STUDY,"$100,000 OR MORE",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,COMPLETE,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,GORE,1.113
STATE,NO,EAST/RICHMOND,NO,BUSH,BUSH,BUSH,YES,YES,LOYAL REPUBLICAN,NOT CONSERVATIVE ENOUGH,47.0,2.0,51.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,THIS YEAR,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,BETTER,TAX CUT,REPUBLICAN,COLLEGE GRADUATE,"$100,000 OR MORE",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,1.268
STATE,NO,EAST/RICHMOND,NO,BOTH,BUSH,NEITHER,YES,YES,NOT TIED TO PARTY LEADERS,NOT CONSERVATIVE ENOUGH,47.0,2.0,52.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,TODAY,OMITS,MORAL VALUES,CANDS PERSONAL QUALITIES,NO,OMITS,YES,BETTER,STRENGTHEN SOCIAL SECURITY,INDEPENDENT,POST GRADUATE STUDY,,NO,,,18-64,18-74,COMPLETE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,GORE,1.268
STATE,NO,WEST/SHENANDOAH,OMITS,BUSH,BUSH,BUSH,YES,NO,LOYAL REPUBLICAN,ABOUT RIGHT,47.0,7.0,1.0,FIRST CALL,50-59,WHITE,MALE,BUSH,BEFORE THAT,MORAL VALUES,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN ALL CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$75,000-$99,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,0.791
STATE,YES,WEST/SHENANDOAH,YES,MCCAIN,MCCAIN,MCCAIN,NO,YES,NOT TIED TO PARTY LEADERS,ABOUT RIGHT,47.0,7.0,2.0,FIRST CALL,50-59,WHITE,FEMALE,MCCAIN,THIS YEAR,WORLD AFFAIRS,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,COLLEGE GRADUATE,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,UNFAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,0.892
STATE,NO,WEST/SHENANDOAH,NO,BUSH,BUSH,OMITS,YES,YES,NOT TIED TO PARTY LEADERS,OMITS,47.0,7.0,3.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,THIS YEAR,MORAL VALUES,OMITS,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,MCCAIN,0.724
STATE,,WEST/SHENANDOAH,OMITS,OMITS,OMITS,OMITS,NO,,NOT TIED TO PARTY LEADERS,OMITS,47.0,7.0,4.0,FIRST CALL,50-59,WHITE,,BUSH,TODAY,TAXES,CAN WIN IN NOVEMBER,OMITS,NO,ILLEGAL IN MOST CASES,YES,OMITS,OMITS,,,,OMITS,,,18-64,18-74,NOT COMPLETE,45-59,50-59,,50-64,50-64,OMITS,OMITS,ALL VOTERS,OMITS,OMITS,0.791
STATE,YES,WEST/SHENANDOAH,YES,MCCAIN,MCCAIN,MCCAIN,NO,YES,LOYAL REPUBLICAN,ABOUT RIGHT,47.0,7.0,5.0,FIRST CALL,50-59,WHITE,MALE,MCCAIN,WITHIN LAST 3 DAYS,OMITS,MORAL VALUES,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,COLLEGE GRADUATE,"$75,000-$99,999",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,UNFAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,0.975
STATE,NO,WEST/SHENANDOAH,NO,BUSH,BUSH,OMITS,YES,NO,LOYAL REPUBLICAN,NOT CONSERVATIVE ENOUGH,47.0,7.0,6.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,THIS YEAR,WORLD AFFAIRS,MORAL VALUES,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,,YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,0.859
STATE,YES,WEST/SHENANDOAH,NO,BUSH,BUSH,NEITHER,YES,NO,LOYAL REPUBLICAN,NOT CONSERVATIVE ENOUGH,47.0,7.0,7.0,SECOND CALL,65-74,WHITE,MALE,BUSH,WITHIN LAST 3 DAYS,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,SAME,TAX CUT,REPUBLICAN,COLLEGE GRADUATE,"$30,000-$49,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,OMITS,0.9380000000000001
STATE,NO,WEST/SHENANDOAH,NO,OMITS,MCCAIN,BUSH,YES,YES,LOYAL REPUBLICAN,ABOUT RIGHT,47.0,7.0,8.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,BEFORE THAT,OMITS,MORAL VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,COLLEGE GRADUATE,"$30,000-$49,000",YES,MODERATE,MODERATE,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,0.859
STATE,YES,WEST/SHENANDOAH,NO,BUSH,BUSH,BUSH,YES,YES,LOYAL REPUBLICAN,TOO CONSERVATIVE,47.0,7.0,9.0,SECOND CALL,65-74,WHITE,MALE,BUSH,THIS YEAR,SOCIAL SECURITY/MEDICARE,MORAL VALUES,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,COLLEGE GRADUATE,"$50,000-$74,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,0.9380000000000001
STATE,YES,WEST/SHENANDOAH,NO,BOTH,OMITS,BOTH,YES,YES,OMITS,NOT CONSERVATIVE ENOUGH,47.0,7.0,10.0,SECOND CALL,50-59,WHITE,MALE,BUSH,THIS YEAR,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,BETTER,TAX CUT,REPUBLICAN,COLLEGE GRADUATE,"$100,000 OR MORE",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,OMITS,OMITS,BUSH,MCCAIN,0.791
STATE,YES,WEST/SHENANDOAH,NO,BUSH,BUSH,BUSH,YES,YES,LOYAL REPUBLICAN,OMITS,47.0,7.0,11.0,SECOND CALL,65-74,WHITE,,BUSH,BEFORE THAT,TAXES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,WORSE,TAX CUT,REPUBLICAN,HIGH SCHOOL GRADUATE,"$15,000-$29,000",YES,VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,GORE,0.859
STATE,YES,WEST/SHENANDOAH,NO,BUSH,BUSH,BUSH,NO,YES,LOYAL REPUBLICAN,OMITS,47.0,7.0,12.0,SECOND CALL,50-59,WHITE,MALE,BUSH,TODAY,OMITS,OMITS,OMITS,OMITS,OMITS,YES,OMITS,OMITS,REPUBLICAN,HIGH SCHOOL GRADUATE,"$50,000-$74,999",YES,,,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,OMITS,BUSH,OMITS,0.791
STATE,NO,WEST/SHENANDOAH,NO,BUSH,BUSH,BUSH,YES,NO,LOYAL REPUBLICAN,NOT CONSERVATIVE ENOUGH,47.0,7.0,13.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,BEFORE THAT,MORAL VALUES,MORAL VALUES,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,HIGH SCHOOL GRADUATE,"$15,000-$29,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,0.859
STATE,,WEST/SHENANDOAH,OMITS,OMITS,OMITS,OMITS,YES,,LOYAL REPUBLICAN,OMITS,47.0,7.0,14.0,SECOND CALL,75+,WHITE,,BUSH,BEFORE THAT,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,OMITS,YES,ILLEGAL IN ALL CASES,YES,OMITS,OMITS,,,,OMITS,,,65+,75+,NOT COMPLETE,60+,60+,,65+,75+,OMITS,OMITS,ALL VOTERS,OMITS,OMITS,0.9380000000000001
STATE,NO,WEST/SHENANDOAH,NO,BUSH,BUSH,BUSH,YES,NO,LOYAL REPUBLICAN,NOT CONSERVATIVE ENOUGH,47.0,7.0,15.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,THIS YEAR,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,SAME,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$30,000-$49,000",YES,MODERATE,MODERATE,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,0.859
STATE,YES,WEST/SHENANDOAH,NO,BUSH,BUSH,BUSH,NO,NO,LOYAL REPUBLICAN,NOT CONSERVATIVE ENOUGH,47.0,7.0,16.0,SECOND CALL,50-59,WHITE,MALE,BUSH,WITHIN LAST 3 DAYS,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$30,000-$49,000",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,0.791
STATE,NO,WEST/SHENANDOAH,YES,BUSH,BUSH,BOTH,NO,NO,LOYAL REPUBLICAN,NOT CONSERVATIVE ENOUGH,47.0,7.0,17.0,SECOND CALL,60-64,WHITE,MALE,BUSH,WITHIN LAST WEEK,SOCIAL SECURITY/MEDICARE,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,HIGH SCHOOL GRADUATE,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,60+,60+,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,0.9380000000000001
STATE,YES,WEST/SHENANDOAH,NO,BOTH,MCCAIN,BOTH,NO,NO,LOYAL REPUBLICAN,ABOUT RIGHT,47.0,7.0,18.0,SECOND CALL,60-64,WHITE,MALE,MCCAIN,THIS YEAR,SOCIAL SECURITY/MEDICARE,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN ALL CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,60+,60+,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,1.156
STATE,NO,WEST/SHENANDOAH,NO,MCCAIN,MCCAIN,BOTH,NO,YES,LOYAL REPUBLICAN,ABOUT RIGHT,47.0,7.0,19.0,SECOND CALL,50-59,WHITE,FEMALE,MCCAIN,WITHIN LAST WEEK,MORAL VALUES,MORAL VALUES,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN ALL CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,COLLEGE GRADUATE,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,0.892
STATE,,WEST/SHENANDOAH,OMITS,OMITS,OMITS,OMITS,NO,,NOT TIED TO PARTY LEADERS,OMITS,47.0,7.0,20.0,SECOND CALL,25-29,WHITE,MALE,MCCAIN,WITHIN LAST WEEK,MORAL VALUES,NOT TYPICAL POLITICIAN,OMITS,NO,ILLEGAL IN ALL CASES,NO,OMITS,OMITS,,,,OMITS,,,18-64,18-74,NOT COMPLETE,18-29,25-29,,25-29,25-29,OMITS,OMITS,ALL VOTERS,OMITS,OMITS,1.417
STATE,YES,WEST/SHENANDOAH,OMITS,BOTH,BUSH,BOTH,YES,YES,NOT TIED TO PARTY LEADERS,OMITS,47.0,7.0,21.0,SECOND CALL,65-74,WHITE,MALE,BUSH,WITHIN LAST WEEK,TAXES,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,,OMITS,VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,0.9380000000000001
STATE,NO,WEST/SHENANDOAH,NO,BUSH,BUSH,BUSH,YES,NO,LOYAL REPUBLICAN,NOT CONSERVATIVE ENOUGH,47.0,7.0,22.0,SECOND CALL,50-59,WHITE,MALE,BUSH,THIS YEAR,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,"$50,000-$74,999",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,GORE,0.791
STATE,NO,WEST/SHENANDOAH,NO,BUSH,BUSH,BOTH,YES,YES,LOYAL REPUBLICAN,OMITS,47.0,7.0,23.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,THIS YEAR,OMITS,MORAL VALUES,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,SAME,OMITS,REPUBLICAN,POST GRADUATE STUDY,,YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,0.859
STATE,YES,WEST/SHENANDOAH,YES,MCCAIN,MCCAIN,NEITHER,NO,NO,NOT TIED TO PARTY LEADERS,ABOUT RIGHT,47.0,7.0,24.0,SECOND CALL,65-74,WHITE,MALE,MCCAIN,THIS YEAR,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,INDEPENDENT,HIGH SCHOOL GRADUATE,"$30,000-$49,000",NO,MODERATE,MODERATE,65+,18-74,COMPLETE,60+,60+,INDEPENDENT/OTHER,65+,65-74,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,MCCAIN,1.156
STATE,NO,WEST/SHENANDOAH,YES,MCCAIN,OMITS,BOTH,YES,YES,NOT TIED TO PARTY LEADERS,ABOUT RIGHT,47.0,7.0,25.0,SECOND CALL,50-59,WHITE,FEMALE,MCCAIN,TODAY,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,"$50,000-$74,999",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,0.892
STATE,NO,WEST/SHENANDOAH,NO,BUSH,BUSH,BUSH,YES,NO,NOT TIED TO PARTY LEADERS,NOT CONSERVATIVE ENOUGH,47.0,7.0,26.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,BEFORE THAT,TAXES,OMITS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,YES,SAME,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$100,000 OR MORE",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,0.724
STATE,YES,WEST/SHENANDOAH,NO,NEITHER,BUSH,BUSH,YES,NO,LOYAL REPUBLICAN,NOT CONSERVATIVE ENOUGH,47.0,7.0,27.0,SECOND CALL,65-74,WHITE,MALE,BUSH,BEFORE THAT,TAXES,OMITS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,YES,BETTER,TAX CUT,REPUBLICAN,POST GRADUATE STUDY,"$100,000 OR MORE",YES,VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,0.9380000000000001
