QTYPE,VETERAN,STATE,PREC,SEQ,CALL,AGE9,SEX,REPVOTE,RELRIGHT,ISSUE,QUALITY,PARTYID,INCOME,IDEOLOGY,PHIL3,OVER65,OVER75,CAUCUS,GEOCODE,AGE4,AGEABC,PARTY,AGE65,AGE75,DEBATES,INTERNET,WEIGHT
STATE,NO,16.0,256.0,33.0,SECOND CALL,18-24,FEMALE,BUSH,YES,MORAL VALUES,CARES ABOUT AVERAGE AMERICAN,NOT STRONG REPUBLICAN,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,WEST,18-29,18-24,REPUBLICAN,18-24,18-24,,YES,0.368
STATE,YES,16.0,256.0,34.0,SECOND CALL,30-39,FEMALE,FORBES,NO,TAXES,STANDS UP FOR BELIEFS,NOT STRONG REPUBLICAN,"$30,000-$49,999",MODERATE,MODERATE,18-64,18-74,NO,WEST,30-44,30-39,REPUBLICAN,30-39,30-39,NO,NO,0.44
STATE,YES,16.0,256.0,35.0,SECOND CALL,40-44,MALE,FORBES,NO,TAXES,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"$30,000-$49,999",MODERATE,MODERATE,18-64,18-74,NO,WEST,30-44,40-49,REPUBLICAN,40-49,40-49,NO,NO,0.44
STATE,YES,16.0,256.0,36.0,SECOND CALL,50-59,FEMALE,FORBES,NO,MORAL VALUES,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"$30,000-$49,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,WEST,45-59,50-59,REPUBLICAN,50-64,50-64,,YES,0.44
STATE,YES,16.0,256.0,37.0,SECOND CALL,40-44,MALE,FORBES,NO,ABORTION,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"$30,000-$49,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,WEST,30-44,40-49,REPUBLICAN,40-49,40-49,NO,YES,0.44
STATE,YES,16.0,256.0,38.0,SECOND CALL,60-64,MALE,BUSH,NO,MORAL VALUES,CAN WIN IN NOVEMBER,STRONG REPUBLICAN,"$75,000 OR MORE",MODERATE,MODERATE,18-64,18-74,YES,WEST,60+,60+,REPUBLICAN,50-64,50-64,YES,YES,0.368
STATE,YES,16.0,257.0,1.0,SECOND CALL,65-74,MALE,FORBES,YES,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,STRONG REPUBLICAN,"$30,000-$49,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,YES,EAST,60+,60+,REPUBLICAN,65+,65-74,YES,NO,0.973
STATE,NO,16.0,257.0,2.0,SECOND CALL,60-64,MALE,BUSH,NO,MORAL VALUES,CAN WIN IN NOVEMBER,NOT STRONG REPUBLICAN,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,EAST,60+,60+,REPUBLICAN,50-64,50-64,,NO,1.325
STATE,YES,16.0,257.0,3.0,SECOND CALL,75+,FEMALE,BUSH,YES,OMITS,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"UNDER $30,000",,,65+,75+,YES,EAST,60+,60+,REPUBLICAN,65+,75+,,NO,1.325
STATE,NO,16.0,257.0,4.0,SECOND CALL,60-64,MALE,BUSH,NO,OMITS,CAN WIN IN NOVEMBER,NOT STRONG REPUBLICAN,,MODERATE,MODERATE,18-64,18-74,NO,EAST,60+,60+,REPUBLICAN,50-64,50-64,,NO,1.325
STATE,YES,16.0,257.0,5.0,SECOND CALL,40-44,MALE,BUSH,NO,OMITS,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"$30,000-$49,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,YES,EAST,30-44,40-49,REPUBLICAN,40-49,40-49,YES,YES,1.325
STATE,NO,16.0,257.0,6.0,SECOND CALL,75+,MALE,BUSH,NO,SOCIAL SECURITY/MEDICARE,CAN WIN IN NOVEMBER,NOT STRONG REPUBLICAN,"UNDER $30,000",VERY CONSERVATIVE,CONSERVATIVE,65+,75+,YES,EAST,60+,60+,REPUBLICAN,65+,75+,NO,NO,1.325
STATE,NO,16.0,257.0,7.0,SECOND CALL,40-44,FEMALE,BUSH,NO,TAXES,CARES ABOUT AVERAGE AMERICAN,NOT STRONG REPUBLICAN,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,EAST,30-44,40-49,REPUBLICAN,40-49,40-49,NO,NO,1.325
STATE,YES,16.0,257.0,8.0,SECOND CALL,50-59,,BUSH,NO,ABORTION,HAS THE RIGHT EXPERIENCE,STRONG REPUBLICAN,"$75,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,EAST,45-59,50-59,REPUBLICAN,50-64,50-64,,YES,1.325
STATE,YES,16.0,257.0,9.0,SECOND CALL,65-74,FEMALE,BUSH,YES,MORAL VALUES,CAN WIN IN NOVEMBER,STRONG REPUBLICAN,"$30,000-$49,999",VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,YES,EAST,60+,60+,REPUBLICAN,65+,65-74,YES,NO,1.325
STATE,YES,16.0,257.0,10.0,SECOND CALL,45-49,FEMALE,BUSH,NO,ABORTION,STANDS UP FOR BELIEFS,NOT STRONG REPUBLICAN,"$75,000 OR MORE",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,EAST,45-59,40-49,REPUBLICAN,40-49,40-49,NO,YES,1.325
STATE,YES,16.0,257.0,11.0,SECOND CALL,65-74,MALE,BUSH,YES,MORAL VALUES,CAN WIN IN NOVEMBER,NOT STRONG REPUBLICAN,"$30,000-$49,999",VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,NO,EAST,60+,60+,REPUBLICAN,65+,65-74,YES,NO,1.325
STATE,YES,16.0,257.0,12.0,SECOND CALL,50-59,,BUSH,NO,MORAL VALUES,CAN WIN IN NOVEMBER,STRONG REPUBLICAN,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,EAST,45-59,50-59,REPUBLICAN,50-64,50-64,YES,NO,1.325
STATE,YES,16.0,257.0,13.0,SECOND CALL,50-59,MALE,BUSH,YES,MORAL VALUES,STRONG LEADER,STRONG REPUBLICAN,"UNDER $30,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,EAST,45-59,50-59,REPUBLICAN,50-64,50-64,YES,YES,1.325
STATE,YES,16.0,257.0,14.0,SECOND CALL,50-59,MALE,BUSH,NO,TAXES,CAN WIN IN NOVEMBER,STRONG REPUBLICAN,"$75,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,EAST,45-59,50-59,REPUBLICAN,50-64,50-64,NO,YES,1.325
STATE,NO,16.0,257.0,15.0,SECOND CALL,65-74,,BUSH,YES,TAXES,UNDERSTANDS COMPLEX ISSUE,STRONG REPUBLICAN,"$30,000-$49,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,NO,EAST,60+,60+,REPUBLICAN,65+,65-74,YES,NO,1.325
STATE,NO,16.0,257.0,16.0,SECOND CALL,60-64,MALE,FORBES,NO,TAXES,REPRESENTS CONSERVATIVE VALUES,STRONG REPUBLICAN,"UNDER $30,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,EAST,60+,60+,REPUBLICAN,50-64,50-64,NO,NO,0.973
STATE,NO,16.0,257.0,17.0,SECOND CALL,75+,MALE,BUSH,NO,TAXES,REPRESENTS CONSERVATIVE VALUES,STRONG REPUBLICAN,,VERY CONSERVATIVE,CONSERVATIVE,65+,75+,NO,EAST,60+,60+,REPUBLICAN,65+,75+,YES,NO,1.325
STATE,YES,16.0,257.0,18.0,SECOND CALL,40-44,FEMALE,BAUER,YES,MORAL VALUES,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"$30,000-$49,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,EAST,30-44,40-49,REPUBLICAN,40-49,40-49,NO,YES,1.486
STATE,YES,16.0,257.0,19.0,SECOND CALL,60-64,MALE,MCCAIN,NO,MORAL VALUES,HAS THE RIGHT EXPERIENCE,INDEPENDENT,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,YES,EAST,60+,60+,INDEPENDENT/OTHER,50-64,50-64,YES,NO,0.994
STATE,YES,16.0,257.0,20.0,SECOND CALL,60-64,FEMALE,FORBES,NO,TAXES,STANDS UP FOR BELIEFS,NOT STRONG REPUBLICAN,"UNDER $30,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,EAST,60+,60+,REPUBLICAN,50-64,50-64,NO,YES,0.973
STATE,YES,16.0,257.0,21.0,SECOND CALL,40-44,MALE,FORBES,NO,TAXES,UNDERSTANDS COMPLEX ISSUE,STRONG REPUBLICAN,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,EAST,30-44,40-49,REPUBLICAN,40-49,40-49,NO,YES,0.973
STATE,NO,16.0,257.0,22.0,SECOND CALL,75+,FEMALE,BUSH,NO,MORAL VALUES,HAS THE RIGHT EXPERIENCE,STRONG REPUBLICAN,"UNDER $30,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,YES,EAST,60+,60+,REPUBLICAN,65+,75+,YES,NO,1.325
STATE,YES,16.0,257.0,23.0,SECOND CALL,65-74,MALE,BUSH,NO,TAXES,CAN WIN IN NOVEMBER,STRONG REPUBLICAN,"$30,000-$49,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,YES,EAST,60+,60+,REPUBLICAN,65+,65-74,NO,NO,1.325
STATE,YES,16.0,257.0,24.0,SECOND CALL,40-44,MALE,FORBES,NO,TAXES,UNDERSTANDS COMPLEX ISSUE,INDEPENDENT,"UNDER $30,000",MODERATE,MODERATE,18-64,18-74,YES,EAST,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,NO,YES,0.973
STATE,YES,16.0,257.0,25.0,SECOND CALL,75+,MALE,BUSH,YES,SOCIAL SECURITY/MEDICARE,CAN WIN IN NOVEMBER,NOT STRONG REPUBLICAN,"UNDER $30,000",VERY CONSERVATIVE,CONSERVATIVE,65+,75+,YES,EAST,60+,60+,REPUBLICAN,65+,75+,NO,NO,1.325
STATE,NO,16.0,257.0,26.0,SECOND CALL,45-49,MALE,BUSH,NO,MORAL VALUES,CAN WIN IN NOVEMBER,STRONG REPUBLICAN,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,EAST,45-59,40-49,REPUBLICAN,40-49,40-49,,YES,1.325
STATE,NO,16.0,257.0,27.0,SECOND CALL,40-44,FEMALE,FORBES,NO,EDUCATION,REPRESENTS CONSERVATIVE VALUES,STRONG REPUBLICAN,"$30,000-$49,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,EAST,30-44,40-49,REPUBLICAN,40-49,40-49,,YES,0.973
STATE,NO,16.0,257.0,28.0,SECOND CALL,30-39,FEMALE,BUSH,YES,OMITS,CAN WIN IN NOVEMBER,STRONG REPUBLICAN,"UNDER $30,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,EAST,30-44,30-39,REPUBLICAN,30-39,30-39,NO,,1.325
STATE,YES,16.0,257.0,29.0,SECOND CALL,30-39,FEMALE,FORBES,YES,TAXES,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,EAST,30-44,30-39,REPUBLICAN,30-39,30-39,NO,YES,0.973
STATE,NO,16.0,257.0,30.0,SECOND CALL,25-29,FEMALE,HATCH,NO,MORAL VALUES,HAS THE RIGHT EXPERIENCE,DEMOCRAT,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,NO,EAST,18-29,25-29,DEMOCRAT,25-29,25-29,NO,NO,1.16
STATE,NO,16.0,257.0,31.0,SECOND CALL,50-59,,KEYES,YES,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,STRONG REPUBLICAN,"$75,000 OR MORE",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,EAST,45-59,50-59,REPUBLICAN,50-64,50-64,NO,NO,1.055
STATE,NO,16.0,257.0,32.0,SECOND CALL,65-74,MALE,BUSH,YES,OMITS,HAS THE RIGHT EXPERIENCE,STRONG REPUBLICAN,,VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,NO,EAST,60+,60+,REPUBLICAN,65+,65-74,YES,NO,1.325
STATE,YES,16.0,257.0,33.0,SECOND CALL,45-49,MALE,KEYES,YES,ABORTION,REPRESENTS CONSERVATIVE VALUES,STRONG REPUBLICAN,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,EAST,45-59,40-49,REPUBLICAN,40-49,40-49,YES,NO,1.055
STATE,NO,16.0,257.0,34.0,SECOND CALL,60-64,FEMALE,KEYES,YES,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,STRONG REPUBLICAN,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,EAST,60+,60+,REPUBLICAN,50-64,50-64,NO,YES,1.055
STATE,NO,16.0,257.0,35.0,SECOND CALL,60-64,,KEYES,YES,MORAL VALUES,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,EAST,60+,60+,REPUBLICAN,50-64,50-64,YES,YES,1.055
STATE,YES,16.0,257.0,36.0,SECOND CALL,65-74,,MCCAIN,NO,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,INDEPENDENT,"$75,000 OR MORE",MODERATE,MODERATE,65+,18-74,YES,EAST,60+,60+,INDEPENDENT/OTHER,65+,65-74,NO,YES,0.994
STATE,YES,16.0,257.0,37.0,SECOND CALL,75+,FEMALE,BUSH,NO,ABORTION,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,YES,EAST,60+,60+,REPUBLICAN,65+,75+,NO,NO,1.325
STATE,YES,16.0,257.0,38.0,SECOND CALL,60-64,,BUSH,NO,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,NOT STRONG REPUBLICAN,"$75,000 OR MORE",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,EAST,60+,60+,REPUBLICAN,50-64,50-64,NO,NO,1.325
STATE,YES,16.0,257.0,39.0,SECOND CALL,65-74,MALE,BUSH,YES,TAXES,STRONG LEADER,STRONG REPUBLICAN,"$75,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,YES,EAST,60+,60+,REPUBLICAN,65+,65-74,YES,YES,1.325
STATE,YES,16.0,257.0,40.0,SECOND CALL,50-59,FEMALE,BUSH,NO,MORAL VALUES,OMITS,STRONG REPUBLICAN,"UNDER $30,000",MODERATE,MODERATE,18-64,18-74,YES,EAST,45-59,50-59,REPUBLICAN,50-64,50-64,NO,YES,1.325
STATE,YES,16.0,257.0,41.0,SECOND CALL,50-59,,FORBES,YES,SOCIAL SECURITY/MEDICARE,OMITS,INDEPENDENT,,MODERATE,MODERATE,18-64,18-74,YES,EAST,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,NO,NO,0.973
STATE,YES,16.0,257.0,42.0,SECOND CALL,45-49,FEMALE,BUSH,YES,MORAL VALUES,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"$75,000 OR MORE",VERY LIBERAL,LIBERAL,18-64,18-74,YES,EAST,45-59,40-49,REPUBLICAN,40-49,40-49,NO,NO,1.325
STATE,NO,16.0,257.0,43.0,SECOND CALL,40-44,MALE,BAUER,YES,MORAL VALUES,STANDS UP FOR BELIEFS,NOT STRONG REPUBLICAN,"$75,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,EAST,30-44,40-49,REPUBLICAN,40-49,40-49,NO,YES,1.486
STATE,NO,16.0,257.0,44.0,SECOND CALL,50-59,FEMALE,KEYES,YES,OMITS,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,EAST,45-59,50-59,REPUBLICAN,50-64,50-64,NO,YES,1.055
STATE,,16.0,257.0,45.0,SECOND CALL,30-39,MALE,FORBES,NO,WORLD AFFAIRS,STANDS UP FOR BELIEFS,INDEPENDENT,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,NO,EAST,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,,YES,0.973
STATE,YES,16.0,257.0,46.0,SECOND CALL,45-49,FEMALE,FORBES,NO,SOCIAL SECURITY/MEDICARE,UNDERSTANDS COMPLEX ISSUE,NOT STRONG REPUBLICAN,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,YES,EAST,45-59,40-49,REPUBLICAN,40-49,40-49,,NO,0.973
STATE,YES,16.0,257.0,47.0,SECOND CALL,65-74,MALE,MCCAIN,YES,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"UNDER $30,000",VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,YES,EAST,60+,60+,REPUBLICAN,65+,65-74,NO,NO,0.994
STATE,NO,16.0,257.0,48.0,SECOND CALL,65-74,MALE,KEYES,NO,MORAL VALUES,STANDS UP FOR BELIEFS,INDEPENDENT,"$30,000-$49,999",MODERATE,MODERATE,65+,18-74,YES,EAST,60+,60+,INDEPENDENT/OTHER,65+,65-74,,YES,1.055
STATE,NO,16.0,257.0,49.0,SECOND CALL,25-29,MALE,BAUER,NO,MORAL VALUES,STANDS UP FOR BELIEFS,DEMOCRAT,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,EAST,18-29,25-29,DEMOCRAT,25-29,25-29,YES,YES,1.486
STATE,YES,16.0,257.0,50.0,SECOND CALL,25-29,MALE,BUSH,YES,TAXES,CAN WIN IN NOVEMBER,INDEPENDENT,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,EAST,18-29,25-29,INDEPENDENT/OTHER,25-29,25-29,,NO,1.325
STATE,YES,16.0,257.0,51.0,SECOND CALL,50-59,,BUSH,YES,MORAL VALUES,CAN WIN IN NOVEMBER,STRONG REPUBLICAN,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,EAST,45-59,50-59,REPUBLICAN,50-64,50-64,YES,YES,1.325
STATE,YES,16.0,257.0,52.0,SECOND CALL,60-64,MALE,BUSH,NO,EDUCATION,CAN WIN IN NOVEMBER,STRONG REPUBLICAN,"$75,000 OR MORE",MODERATE,MODERATE,18-64,18-74,YES,EAST,60+,60+,REPUBLICAN,50-64,50-64,NO,YES,1.325
STATE,YES,16.0,257.0,53.0,SECOND CALL,40-44,FEMALE,BUSH,YES,ABORTION,UNDERSTANDS COMPLEX ISSUE,STRONG REPUBLICAN,"UNDER $30,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,EAST,30-44,40-49,REPUBLICAN,40-49,40-49,NO,NO,1.325
STATE,NO,16.0,257.0,54.0,SECOND CALL,65-74,,BUSH,YES,EDUCATION,STANDS UP FOR BELIEFS,INDEPENDENT,,,,65+,18-74,NO,EAST,60+,60+,INDEPENDENT/OTHER,65+,65-74,NO,NO,1.325
STATE,YES,16.0,257.0,55.0,SECOND CALL,60-64,FEMALE,BUSH,NO,SOCIAL SECURITY/MEDICARE,CAN WIN IN NOVEMBER,NOT STRONG REPUBLICAN,"UNDER $30,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,EAST,60+,60+,REPUBLICAN,50-64,50-64,NO,NO,1.325
STATE,YES,16.0,257.0,56.0,SECOND CALL,65-74,FEMALE,BUSH,NO,OMITS,OMITS,STRONG REPUBLICAN,,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,OMITS,EAST,60+,60+,REPUBLICAN,65+,65-74,YES,NO,1.325
STATE,YES,16.0,257.0,57.0,SECOND CALL,75+,MALE,BUSH,OMITS,OMITS,OMITS,STRONG REPUBLICAN,,MODERATE,MODERATE,65+,75+,YES,EAST,60+,60+,REPUBLICAN,65+,75+,OMITS,,1.325
STATE,YES,16.0,257.0,58.0,SECOND CALL,65-74,FEMALE,BUSH,YES,MORAL VALUES,CAN WIN IN NOVEMBER,STRONG REPUBLICAN,"$30,000-$49,999",VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,NO,EAST,60+,60+,REPUBLICAN,65+,65-74,NO,NO,1.325
STATE,YES,16.0,257.0,59.0,SECOND CALL,75+,FEMALE,FORBES,YES,MORAL VALUES,CARES ABOUT AVERAGE AMERICAN,INDEPENDENT,"UNDER $30,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,YES,EAST,60+,60+,INDEPENDENT/OTHER,65+,75+,NO,NO,0.973
STATE,YES,16.0,257.0,60.0,SECOND CALL,75+,FEMALE,FORBES,YES,ABORTION,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"$30,000-$49,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,NO,EAST,60+,60+,REPUBLICAN,65+,75+,NO,NO,0.973
STATE,YES,16.0,260.0,1.0,SECOND CALL,65-74,FEMALE,FORBES,YES,OMITS,OMITS,STRONG REPUBLICAN,"UNDER $30,000",MODERATE,MODERATE,65+,18-74,NO,EAST,60+,60+,REPUBLICAN,65+,65-74,NO,NO,0.771
STATE,NO,16.0,260.0,2.0,SECOND CALL,30-39,FEMALE,FORBES,NO,TAXES,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"$75,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,EAST,30-44,30-39,REPUBLICAN,30-39,30-39,,YES,0.771
STATE,NO,16.0,260.0,3.0,SECOND CALL,30-39,MALE,BUSH,NO,MORAL VALUES,CAN WIN IN NOVEMBER,INDEPENDENT,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,EAST,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,YES,YES,1.048
STATE,NO,16.0,260.0,4.0,SECOND CALL,50-59,MALE,FORBES,NO,TAXES,STRONG LEADER,NOT STRONG REPUBLICAN,"$75,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,EAST,45-59,50-59,REPUBLICAN,50-64,50-64,YES,YES,0.771
STATE,YES,16.0,260.0,5.0,SECOND CALL,40-44,FEMALE,FORBES,NO,WORLD AFFAIRS,UNDERSTANDS COMPLEX ISSUE,NOT STRONG REPUBLICAN,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,NO,EAST,30-44,40-49,REPUBLICAN,40-49,40-49,NO,YES,0.771
STATE,YES,16.0,260.0,6.0,SECOND CALL,50-59,FEMALE,BAUER,YES,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,NOT STRONG REPUBLICAN,"UNDER $30,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,EAST,45-59,50-59,REPUBLICAN,50-64,50-64,NO,NO,1.176
STATE,YES,16.0,260.0,7.0,SECOND CALL,75+,MALE,BUSH,YES,MORAL VALUES,CAN WIN IN NOVEMBER,STRONG REPUBLICAN,"UNDER $30,000",VERY CONSERVATIVE,CONSERVATIVE,65+,75+,YES,EAST,60+,60+,REPUBLICAN,65+,75+,NO,NO,1.048
STATE,YES,16.0,260.0,8.0,SECOND CALL,75+,FEMALE,BUSH,NO,SOCIAL SECURITY/MEDICARE,STRONG LEADER,STRONG REPUBLICAN,"$30,000-$49,999",MODERATE,MODERATE,65+,75+,YES,EAST,60+,60+,REPUBLICAN,65+,75+,YES,YES,1.048
STATE,YES,16.0,260.0,9.0,SECOND CALL,75+,MALE,BUSH,NO,SOCIAL SECURITY/MEDICARE,STRONG LEADER,STRONG REPUBLICAN,"$30,000-$49,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,YES,EAST,60+,60+,REPUBLICAN,65+,75+,YES,YES,1.048
STATE,YES,16.0,260.0,10.0,SECOND CALL,45-49,FEMALE,FORBES,NO,TAXES,STRONG LEADER,INDEPENDENT,"$50,000-$74,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NO,EAST,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,,NO,0.771
STATE,NO,16.0,260.0,11.0,SECOND CALL,45-49,MALE,FORBES,NO,EDUCATION,STRONG LEADER,NOT STRONG REPUBLICAN,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,EAST,45-59,40-49,REPUBLICAN,40-49,40-49,,NO,0.771
STATE,NO,16.0,260.0,12.0,SECOND CALL,45-49,FEMALE,FORBES,YES,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,STRONG REPUBLICAN,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,EAST,45-59,40-49,REPUBLICAN,40-49,40-49,,NO,0.771
STATE,NO,16.0,260.0,13.0,SECOND CALL,40-44,FEMALE,BAUER,YES,MORAL VALUES,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,EAST,30-44,40-49,REPUBLICAN,40-49,40-49,NO,NO,1.176
STATE,NO,16.0,260.0,14.0,SECOND CALL,40-44,MALE,BAUER,YES,MORAL VALUES,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"$30,000-$49,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,EAST,30-44,40-49,REPUBLICAN,40-49,40-49,,NO,1.176
STATE,YES,16.0,260.0,15.0,SECOND CALL,50-59,FEMALE,BUSH,NO,MORAL VALUES,CAN WIN IN NOVEMBER,INDEPENDENT,"$75,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,EAST,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,NO,YES,1.048
STATE,NO,16.0,260.0,16.0,SECOND CALL,50-59,MALE,BUSH,NO,MORAL VALUES,CAN WIN IN NOVEMBER,STRONG REPUBLICAN,"$75,000 OR MORE",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,EAST,45-59,50-59,REPUBLICAN,50-64,50-64,,YES,1.048
STATE,NO,16.0,260.0,17.0,SECOND CALL,30-39,MALE,FORBES,NO,TAXES,STRONG LEADER,STRONG REPUBLICAN,"$75,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,EAST,30-44,30-39,REPUBLICAN,30-39,30-39,NO,YES,0.771
STATE,NO,16.0,260.0,18.0,SECOND CALL,45-49,FEMALE,FORBES,NO,MORAL VALUES,CARES ABOUT AVERAGE AMERICAN,NOT STRONG REPUBLICAN,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,EAST,45-59,40-49,REPUBLICAN,40-49,40-49,NO,NO,0.771
STATE,NO,16.0,260.0,19.0,SECOND CALL,60-64,FEMALE,BUSH,NO,WORLD AFFAIRS,STRONG LEADER,NOT STRONG REPUBLICAN,"$30,000-$49,999",MODERATE,MODERATE,18-64,18-74,YES,EAST,60+,60+,REPUBLICAN,50-64,50-64,YES,YES,1.048
STATE,NO,16.0,260.0,20.0,SECOND CALL,45-49,MALE,FORBES,YES,TAXES,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,EAST,45-59,40-49,REPUBLICAN,40-49,40-49,YES,YES,0.771
