STATE,PREC,SEQ,CALL,AGE9,SEX,REPVOTE,TIME,STANDLIV,ISSUE,QUALITY,ISSVQUAL,RELRIGHT,VOTE96,ABORTION,BUSHKNOW,FINSIT,SSTAX,PARTYID,MCAINVET,EDUC,BUSHUNFR,INCOME,FORBUNFR,MCAIUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,VETERAN,BACKSIDE,GEOCODE,AGE4,AGEABC,PARTY,AGE65,AGE75,INTERNET,DESTEC,STR8TALK,BEATDEM,CAMPFIN,WEIGHT
8.0,202.0,45.0,SECOND CALL,60-64,MALE,FORBES,WITHIN LAST 3 DAYS,WILL RISE,TAXES,UNDERSTANDS COMPLEX ISSUES,CANDS POSITIONS ON ISSUES,NO,2,ILLEGAL IN ALL CASES,YES,BETTER,TAX CUT,REPUBLICAN,SOMEWHAT IMPORTANT,SOME COLLEGE OR ASSOCIATES,NO,"$15,000-$29,000",NO,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,COMPLETE,NEW CASTLE COUNTY,60+,60+,REPUBLICAN,50-64,50-64,NO,GOOD,BOTH,BUSH,HELP THE POLITICAL PROCESS,1.034
8.0,202.0,46.0,SECOND CALL,60-64,FEMALE,BUSH,BEFORE THAT,WILL RISE,OMITS,HAS THE RIGHT EXPERIENCE,CANDS PERSONAL QUALITIES,YES,3,LEGAL IN ALL CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,NOT IMPORTANT AT ALL,COLLEGE GRADUATE,NO,,YES,NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,COMPLETE,NEW CASTLE COUNTY,60+,60+,REPUBLICAN,50-64,50-64,NO,EXCELLENT,BUSH,BUSH,OMITS,1.194
8.0,202.0,47.0,SECOND CALL,65-74,MALE,BUSH,THIS YEAR,WILL RISE,TAXES,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,NO,3,OMITS,YES,SAME,TAX CUT,REPUBLICAN,NOT TOO IMPORTANT,POST GRADUATE STUDY,NO,"$100,000 OR MORE",NO,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,YES,COMPLETE,NEW CASTLE COUNTY,60+,60+,REPUBLICAN,65+,65-74,YES,GOOD,BOTH,BUSH,HELP THE POLITICAL PROCESS,1.18
8.0,202.0,48.0,SECOND CALL,65-74,FEMALE,BUSH,THIS YEAR,WILL RISE,TAXES,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,6,LEGAL IN ALL CASES,YES,SAME,TAX CUT,REPUBLICAN,NOT TOO IMPORTANT,COLLEGE GRADUATE,NO,"$100,000 OR MORE",NO,NO,MODERATE,MODERATE,65+,18-74,NO,COMPLETE,NEW CASTLE COUNTY,60+,60+,REPUBLICAN,65+,65-74,NO,GOOD,BOTH,BUSH,HURT THE POLITICAL PROCESS,1.194
8.0,202.0,49.0,SECOND CALL,50-59,FEMALE,MCCAIN,THIS YEAR,WILL FALL,ABORTION,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,4,LEGAL IN ALL CASES,NO,BETTER,OMITS,INDEPENDENT,NOT TOO IMPORTANT,POST GRADUATE STUDY,NO,,NO,NO,MODERATE,MODERATE,18-64,18-74,NO,COMPLETE,NEW CASTLE COUNTY,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,NO,EXCELLENT,MCCAIN,MCCAIN,HELP THE POLITICAL PROCESS,0.898
8.0,202.0,50.0,SECOND CALL,45-49,FEMALE,MCCAIN,THIS YEAR,WILL FALL,EDUCATION,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,5,LEGAL IN ALL CASES,NO,WORSE,STRENGTHEN SOCIAL SECURITY,INDEPENDENT,SOMEWHAT IMPORTANT,POST GRADUATE STUDY,YES,"$75,000-$99,999",OMITS,YES,VERY LIBERAL,LIBERAL,18-64,18-74,NO,COMPLETE,NEW CASTLE COUNTY,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,YES,GOOD,MCCAIN,MCCAIN,HELP THE POLITICAL PROCESS,0.898
8.0,202.0,51.0,SECOND CALL,50-59,MALE,BUSH,TODAY,WILL RISE,SOCIAL SECURTY/MEDICARE,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,NO,3,ILLEGAL IN ALL CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOMEWHAT IMPORTANT,HIGH SCHOOL GRADUATE,NO,"$50,000-$74,999",YES,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,COMPLETE,NEW CASTLE COUNTY,45-59,50-59,REPUBLICAN,50-64,50-64,NO,GOOD,MCCAIN,MCCAIN,HELP THE POLITICAL PROCESS,0.996
8.0,202.0,52.0,SECOND CALL,65-74,MALE,MCCAIN,BEFORE THAT,WILL RISE,EDUCATION,CARES ABOUT AVERAGE AMERICAN,CANDS POSITIONS ON ISSUES,NO,3,ILLEGAL IN MOST CASES,NO,BETTER,TAX CUT,REPUBLICAN,VERY IMPORTANT,SOME COLLEGE OR ASSOCIATES,NO,"$50,000-$74,999",NO,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,YES,COMPLETE,NEW CASTLE COUNTY,60+,60+,REPUBLICAN,65+,65-74,YES,EXCELLENT,NEITHER,MCCAIN,HELP THE POLITICAL PROCESS,1.052
8.0,202.0,53.0,SECOND CALL,50-59,FEMALE,BUSH,BEFORE THAT,WILL RISE,TAXES,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,3,ILLEGAL IN ALL CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,NOT IMPORTANT AT ALL,SOME COLLEGE OR ASSOCIATES,NO,"$30,000-$49,000",NO,NO,MODERATE,MODERATE,18-64,18-74,NO,COMPLETE,NEW CASTLE COUNTY,45-59,50-59,REPUBLICAN,50-64,50-64,NO,GOOD,BUSH,BUSH,HELP THE POLITICAL PROCESS,1.008
8.0,202.0,54.0,THIRD CALL,65-74,MALE,BUSH,TODAY,WILL RISE,WORLD AFFAIRS,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,6,LEGAL IN MOST CASES,YES,BETTER,TAX CUT,REPUBLICAN,SOMEWHAT IMPORTANT,COLLEGE GRADUATE,NO,"$100,000 OR MORE",NO,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,YES,COMPLETE,NEW CASTLE COUNTY,60+,60+,REPUBLICAN,65+,65-74,NO,EXCELLENT,MCCAIN,BUSH,HELP THE POLITICAL PROCESS,1.18
8.0,202.0,55.0,THIRD CALL,75+,FEMALE,BUSH,THIS YEAR,OMITS,SOCIAL SECURTY/MEDICARE,STANDS UP FOR BELIEFS,OMITS,NO,6,ILLEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,NOT IMPORTANT AT ALL,COLLEGE GRADUATE,NO,,NO,NO,VERY CONSERVATIVE,CONSERVATIVE,65+,75+,,COMPLETE,NEW CASTLE COUNTY,60+,60+,REPUBLICAN,65+,75+,YES,GOOD,OMITS,BUSH,HURT THE POLITICAL PROCESS,1.194
8.0,202.0,56.0,THIRD CALL,65-74,FEMALE,FORBES,BEFORE THAT,WILL RISE,OMITS,OMITS,CANDS PERSONAL QUALITIES,NO,4,ILLEGAL IN ALL CASES,NO,SAME,STRENGTHEN SOCIAL SECURITY,INDEPENDENT,SOMEWHAT IMPORTANT,SOME COLLEGE OR ASSOCIATES,OMITS,"$15,000-$29,000",NO,OMITS,VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,NO,COMPLETE,NEW CASTLE COUNTY,60+,60+,INDEPENDENT/OTHER,65+,65-74,NO,GOOD,MCCAIN,MCCAIN,HELP THE POLITICAL PROCESS,1.046
8.0,202.0,57.0,THIRD CALL,25-29,FEMALE,MCCAIN,WITHIN LAST 3 DAYS,WILL RISE,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,6,ILLEGAL IN MOST CASES,YES,BETTER,TAX CUT,REPUBLICAN,SOMEWHAT IMPORTANT,POST GRADUATE STUDY,NO,"UNDER $15,000",NO,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,COMPLETE,NEW CASTLE COUNTY,18-29,25-29,REPUBLICAN,25-29,25-29,YES,GOOD,MCCAIN,BUSH,HELP THE POLITICAL PROCESS,0.875
8.0,202.0,58.0,THIRD CALL,65-74,FEMALE,FORBES,BEFORE THAT,OMITS,TAXES,UNDERSTANDS COMPLEX ISSUES,OMITS,NO,,ILLEGAL IN ALL CASES,YES,OMITS,OMITS,,NOT IMPORTANT AT ALL,,OMITS,,OMITS,OMITS,,,65+,18-74,OMITS,NOT COMPLETE,NEW CASTLE COUNTY,60+,60+,,65+,65-74,,,OMITS,OMITS,HELP THE POLITICAL PROCESS,1.046
8.0,202.0,59.0,THIRD CALL,65-74,MALE,MCCAIN,THIS YEAR,WILL RISE,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,3,ILLEGAL IN ALL CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOMEWHAT IMPORTANT,COLLEGE GRADUATE,NO,"$30,000-$49,000",NO,NO,MODERATE,MODERATE,65+,18-74,,COMPLETE,NEW CASTLE COUNTY,60+,60+,REPUBLICAN,65+,65-74,NO,EXCELLENT,MCCAIN,MCCAIN,HELP THE POLITICAL PROCESS,1.052
8.0,202.0,60.0,THIRD CALL,65-74,FEMALE,MCCAIN,THIS YEAR,WILL RISE,OMITS,OMITS,CANDS POSITIONS ON ISSUES,NO,3,ILLEGAL IN MOST CASES,NO,BETTER,TAX CUT,REPUBLICAN,SOMEWHAT IMPORTANT,SOME COLLEGE OR ASSOCIATES,YES,"$30,000-$49,000",OMITS,OMITS,MODERATE,MODERATE,65+,18-74,NO,COMPLETE,NEW CASTLE COUNTY,60+,60+,REPUBLICAN,65+,65-74,NO,EXCELLENT,MCCAIN,MCCAIN,HELP THE POLITICAL PROCESS,1.065
8.0,202.0,61.0,THIRD CALL,25-29,FEMALE,BUSH,THIS YEAR,WILL RISE,ABORTION,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,6,ILLEGAL IN ALL CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,NOT TOO IMPORTANT,COLLEGE GRADUATE,NO,"$100,000 OR MORE",NO,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,COMPLETE,NEW CASTLE COUNTY,18-29,25-29,REPUBLICAN,25-29,25-29,YES,GOOD,BUSH,BUSH,HELP THE POLITICAL PROCESS,0.981
8.0,202.0,62.0,THIRD CALL,60-64,MALE,BUSH,BEFORE THAT,WILL RISE,MORAL VALUES,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,4,LEGAL IN ALL CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,NOT IMPORTANT AT ALL,POST GRADUATE STUDY,NO,"$100,000 OR MORE",YES,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,,COMPLETE,NEW CASTLE COUNTY,60+,60+,REPUBLICAN,50-64,50-64,NO,EXCELLENT,BOTH,BUSH,HELP THE POLITICAL PROCESS,1.18
8.0,202.0,63.0,THIRD CALL,50-59,FEMALE,BUSH,WITHIN LAST 3 DAYS,WILL FALL,TAXES,UNDERSTANDS COMPLEX ISSUES,CANDS POSITIONS ON ISSUES,NO,3,ILLEGAL IN MOST CASES,YES,SAME,TAX CUT,REPUBLICAN,NOT TOO IMPORTANT,POST GRADUATE STUDY,NO,"$30,000-$49,000",YES,YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,COMPLETE,NEW CASTLE COUNTY,45-59,50-59,REPUBLICAN,50-64,50-64,NO,GOOD,BUSH,BUSH,HURT THE POLITICAL PROCESS,1.008
8.0,202.0,64.0,THIRD CALL,60-64,FEMALE,MCCAIN,WITHIN LAST WEEK,WILL FALL,SOCIAL SECURTY/MEDICARE,CARES ABOUT AVERAGE AMERICAN,CANDS PERSONAL QUALITIES,NO,4,ILLEGAL IN MOST CASES,NO,SAME,STRENGTHEN SOCIAL SECURITY,INDEPENDENT,SOMEWHAT IMPORTANT,POST GRADUATE STUDY,OMITS,"$100,000 OR MORE",OMITS,OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,COMPLETE,NEW CASTLE COUNTY,60+,60+,INDEPENDENT/OTHER,50-64,50-64,YES,GOOD,MCCAIN,MCCAIN,HELP THE POLITICAL PROCESS,1.065
8.0,202.0,65.0,THIRD CALL,30-39,FEMALE,HATCH,THIS YEAR,WILL RISE,OMITS,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,5,ILLEGAL IN ALL CASES,YES,BETTER,TAX CUT,REPUBLICAN,SOMEWHAT IMPORTANT,POST GRADUATE STUDY,NO,"$50,000-$74,999",NO,NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,COMPLETE,NEW CASTLE COUNTY,30-44,30-39,REPUBLICAN,30-39,30-39,YES,GOOD,BOTH,BUSH,HURT THE POLITICAL PROCESS,0.921
8.0,202.0,66.0,THIRD CALL,65-74,MALE,MCCAIN,TODAY,WILL FALL,SOCIAL SECURTY/MEDICARE,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,3,LEGAL IN ALL CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,VERY IMPORTANT,SOME COLLEGE OR ASSOCIATES,NO,"UNDER $15,000",OMITS,OMITS,MODERATE,MODERATE,65+,18-74,YES,COMPLETE,NEW CASTLE COUNTY,60+,60+,REPUBLICAN,65+,65-74,NO,GOOD,NEITHER,BUSH,HURT THE POLITICAL PROCESS,1.052
8.0,202.0,67.0,THIRD CALL,50-59,MALE,BUSH,TODAY,WILL RISE,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,3,LEGAL IN ALL CASES,YES,SAME,TAX CUT,REPUBLICAN,SOMEWHAT IMPORTANT,POST GRADUATE STUDY,NO,"$100,000 OR MORE",NO,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,,COMPLETE,NEW CASTLE COUNTY,45-59,50-59,REPUBLICAN,50-64,50-64,YES,GOOD,BUSH,BUSH,HELP THE POLITICAL PROCESS,0.996
8.0,202.0,68.0,THIRD CALL,40-44,FEMALE,MCCAIN,THIS YEAR,WILL RISE,EDUCATION,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,3,LEGAL IN ALL CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOMEWHAT IMPORTANT,COLLEGE GRADUATE,NO,"$50,000-$74,999",NO,NO,MODERATE,MODERATE,18-64,18-74,NO,COMPLETE,NEW CASTLE COUNTY,30-44,40-49,REPUBLICAN,40-49,40-49,YES,EXCELLENT,NEITHER,MCCAIN,HELP THE POLITICAL PROCESS,0.898
8.0,202.0,69.0,THIRD CALL,50-59,FEMALE,BUSH,THIS YEAR,WILL RISE,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,YES,3,ILLEGAL IN ALL CASES,YES,SAME,TAX CUT,REPUBLICAN,NOT TOO IMPORTANT,HIGH SCHOOL GRADUATE,NO,"$50,000-$74,999",NO,YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,COMPLETE,NEW CASTLE COUNTY,45-59,50-59,REPUBLICAN,50-64,50-64,YES,GOOD,MCCAIN,BUSH,HELP THE POLITICAL PROCESS,1.008
8.0,202.0,70.0,THIRD CALL,75+,FEMALE,BUSH,BEFORE THAT,WILL RISE,SOCIAL SECURTY/MEDICARE,CARES ABOUT AVERAGE AMERICAN,CANDS POSITIONS ON ISSUES,NO,3,LEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,NOT TOO IMPORTANT,COLLEGE GRADUATE,NO,"$50,000-$74,999",NO,YES,MODERATE,MODERATE,65+,75+,,COMPLETE,NEW CASTLE COUNTY,60+,60+,REPUBLICAN,65+,75+,NO,EXCELLENT,BUSH,BUSH,HELP THE POLITICAL PROCESS,1.194
8.0,202.0,71.0,THIRD CALL,50-59,MALE,FORBES,THIS YEAR,WILL RISE,TAXES,UNDERSTANDS COMPLEX ISSUES,CANDS POSITIONS ON ISSUES,NO,4,LEGAL IN ALL CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,INDEPENDENT,VERY IMPORTANT,POST GRADUATE STUDY,NO,"$100,000 OR MORE",NO,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,COMPLETE,NEW CASTLE COUNTY,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,YES,EXCELLENT,MCCAIN,MCCAIN,HELP THE POLITICAL PROCESS,0.872
8.0,202.0,72.0,THIRD CALL,30-39,FEMALE,BUSH,WITHIN LAST 3 DAYS,WILL RISE,MORAL VALUES,CARES ABOUT AVERAGE AMERICAN,CANDS PERSONAL QUALITIES,NO,3,ILLEGAL IN MOST CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,NOT IMPORTANT AT ALL,COLLEGE GRADUATE,OMITS,"$50,000-$74,999",OMITS,OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,COMPLETE,NEW CASTLE COUNTY,30-44,30-39,REPUBLICAN,30-39,30-39,YES,GOOD,MCCAIN,BUSH,HELP THE POLITICAL PROCESS,1.008
8.0,202.0,73.0,THIRD CALL,40-44,FEMALE,BUSH,TODAY,WILL RISE,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,3,ILLEGAL IN MOST CASES,YES,BETTER,TAX CUT,REPUBLICAN,SOMEWHAT IMPORTANT,POST GRADUATE STUDY,NO,"$30,000-$49,000",NO,NO,MODERATE,MODERATE,18-64,18-74,YES,COMPLETE,NEW CASTLE COUNTY,30-44,40-49,REPUBLICAN,40-49,40-49,YES,GOOD,BOTH,BUSH,HELP THE POLITICAL PROCESS,1.008
8.0,202.0,74.0,THIRD CALL,45-49,MALE,BUSH,THIS YEAR,WILL FALL,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,4,ILLEGAL IN MOST CASES,YES,SAME,TAX CUT,REPUBLICAN,NOT TOO IMPORTANT,COLLEGE GRADUATE,NO,"$100,000 OR MORE",NO,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,,COMPLETE,NEW CASTLE COUNTY,45-59,40-49,REPUBLICAN,40-49,40-49,YES,EXCELLENT,BOTH,BUSH,HURT THE POLITICAL PROCESS,0.996
8.0,202.0,75.0,THIRD CALL,50-59,FEMALE,MCCAIN,THIS YEAR,WILL RISE,CAMPAIGN FINANCE REFORM,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,1,LEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,NOT TOO IMPORTANT,COLLEGE GRADUATE,NO,"$75,000-$99,999",NO,NO,MODERATE,MODERATE,18-64,18-74,,COMPLETE,NEW CASTLE COUNTY,45-59,50-59,REPUBLICAN,50-64,50-64,YES,EXCELLENT,MCCAIN,MCCAIN,HELP THE POLITICAL PROCESS,0.898
8.0,202.0,76.0,THIRD CALL,65-74,MALE,MCCAIN,BEFORE THAT,WILL RISE,CAMPAIGN FINANCE REFORM,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,4,LEGAL IN MOST CASES,NO,BETTER,TAX CUT,INDEPENDENT,VERY IMPORTANT,POST GRADUATE STUDY,NO,"$75,000-$99,999",NO,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,YES,COMPLETE,NEW CASTLE COUNTY,60+,60+,INDEPENDENT/OTHER,65+,65-74,YES,EXCELLENT,MCCAIN,MCCAIN,HELP THE POLITICAL PROCESS,1.052
8.0,202.0,77.0,THIRD CALL,30-39,MALE,BUSH,THIS YEAR,WILL RISE,TAXES,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,4,ILLEGAL IN MOST CASES,YES,BETTER,TAX CUT,REPUBLICAN,SOMEWHAT IMPORTANT,COLLEGE GRADUATE,NO,"$75,000-$99,999",NO,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,,COMPLETE,NEW CASTLE COUNTY,30-44,30-39,REPUBLICAN,30-39,30-39,YES,GOOD,BUSH,MCCAIN,HELP THE POLITICAL PROCESS,0.996
8.0,202.0,78.0,THIRD CALL,75+,MALE,FORBES,WITHIN LAST 3 DAYS,OMITS,SOCIAL SECURTY/MEDICARE,CARES ABOUT AVERAGE AMERICAN,OMITS,NO,,LEGAL IN MOST CASES,YES,OMITS,OMITS,,VERY IMPORTANT,,OMITS,,OMITS,OMITS,,,65+,75+,OMITS,NOT COMPLETE,NEW CASTLE COUNTY,60+,60+,,65+,75+,,,OMITS,OMITS,HELP THE POLITICAL PROCESS,1.034
8.0,202.0,79.0,THIRD CALL,65-74,MALE,BUSH,THIS YEAR,WILL RISE,MORAL VALUES,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,3,ILLEGAL IN MOST CASES,YES,SAME,TAX CUT,REPUBLICAN,NOT TOO IMPORTANT,COLLEGE GRADUATE,OMITS,"$75,000-$99,999",YES,YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,YES,COMPLETE,NEW CASTLE COUNTY,60+,60+,REPUBLICAN,65+,65-74,YES,GOOD,BUSH,BUSH,HURT THE POLITICAL PROCESS,1.18
8.0,202.0,80.0,THIRD CALL,25-29,FEMALE,BUSH,THIS YEAR,WILL FALL,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,3,ILLEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOMEWHAT IMPORTANT,POST GRADUATE STUDY,NO,"$100,000 OR MORE",YES,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,COMPLETE,NEW CASTLE COUNTY,18-29,25-29,REPUBLICAN,25-29,25-29,YES,EXCELLENT,NEITHER,BUSH,HELP THE POLITICAL PROCESS,0.981
8.0,202.0,81.0,THIRD CALL,50-59,FEMALE,HATCH,THIS YEAR,WILL FALL,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,YES,3,ILLEGAL IN ALL CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,NOT TOO IMPORTANT,COLLEGE GRADUATE,YES,"$30,000-$49,000",NO,YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,,COMPLETE,NEW CASTLE COUNTY,45-59,50-59,REPUBLICAN,50-64,50-64,YES,GOOD,NEITHER,BUSH,HELP THE POLITICAL PROCESS,0.921
8.0,202.0,82.0,THIRD CALL,40-44,FEMALE,MCCAIN,WITHIN LAST WEEK,WILL RISE,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,5,OMITS,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOMEWHAT IMPORTANT,COLLEGE GRADUATE,NO,"$75,000-$99,999",YES,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,,COMPLETE,NEW CASTLE COUNTY,30-44,40-49,REPUBLICAN,40-49,40-49,YES,GOOD,MCCAIN,MCCAIN,HELP THE POLITICAL PROCESS,0.898
8.0,202.0,83.0,THIRD CALL,25-29,FEMALE,BUSH,BEFORE THAT,WILL FALL,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,4,LEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,NOT TOO IMPORTANT,COLLEGE GRADUATE,NO,"$75,000-$99,999",YES,NO,MODERATE,MODERATE,18-64,18-74,,COMPLETE,NEW CASTLE COUNTY,18-29,25-29,REPUBLICAN,25-29,25-29,YES,EXCELLENT,BOTH,BUSH,HURT THE POLITICAL PROCESS,0.981
8.0,202.0,84.0,THIRD CALL,65-74,FEMALE,FORBES,WITHIN LAST 3 DAYS,WILL FALL,OMITS,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,3,LEGAL IN ALL CASES,NO,WORSE,TAX CUT,REPUBLICAN,NOT IMPORTANT AT ALL,HIGH SCHOOL GRADUATE,YES,,NO,YES,VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,NO,COMPLETE,NEW CASTLE COUNTY,60+,60+,REPUBLICAN,65+,65-74,NO,NOT GOOD,NEITHER,MCCAIN,OMITS,1.046
8.0,202.0,85.0,THIRD CALL,18-24,FEMALE,FORBES,THIS YEAR,WILL RISE,TAXES,UNDERSTANDS COMPLEX ISSUES,CANDS POSITIONS ON ISSUES,NO,6,LEGAL IN MOST CASES,NO,BETTER,TAX CUT,REPUBLICAN,NOT IMPORTANT AT ALL,POST GRADUATE STUDY,NO,"$75,000-$99,999",NO,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,COMPLETE,NEW CASTLE COUNTY,18-29,18-24,REPUBLICAN,18-24,18-24,YES,EXCELLENT,MCCAIN,BUSH,HURT THE POLITICAL PROCESS,0.859
8.0,202.0,86.0,THIRD CALL,75+,FEMALE,MCCAIN,WITHIN LAST WEEK,WILL RISE,SOCIAL SECURTY/MEDICARE,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,3,LEGAL IN MOST CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,NOT TOO IMPORTANT,COLLEGE GRADUATE,OMITS,"$50,000-$74,999",OMITS,OMITS,MODERATE,MODERATE,65+,75+,NO,COMPLETE,NEW CASTLE COUNTY,60+,60+,REPUBLICAN,65+,75+,NO,EXCELLENT,MCCAIN,MCCAIN,HELP THE POLITICAL PROCESS,1.065
8.0,202.0,87.0,THIRD CALL,75+,FEMALE,FORBES,WITHIN LAST WEEK,OMITS,EDUCATION,CARES ABOUT AVERAGE AMERICAN,OMITS,NO,,LEGAL IN MOST CASES,NO,OMITS,TAX CUT,,VERY IMPORTANT,,OMITS,,OMITS,OMITS,,,65+,75+,OMITS,COMPLETE,NEW CASTLE COUNTY,60+,60+,,65+,75+,,,OMITS,OMITS,HELP THE POLITICAL PROCESS,1.046
8.0,202.0,88.0,THIRD CALL,65-74,MALE,MCCAIN,BEFORE THAT,WILL RISE,EDUCATION,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,6,OMITS,OMITS,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOMEWHAT IMPORTANT,COLLEGE GRADUATE,YES,"$75,000-$99,999",NO,NO,MODERATE,MODERATE,65+,18-74,YES,COMPLETE,NEW CASTLE COUNTY,60+,60+,REPUBLICAN,65+,65-74,NO,EXCELLENT,MCCAIN,MCCAIN,HELP THE POLITICAL PROCESS,1.052
