STATE,PREC,SEQ,CALL,AGE9,RACE,SEX,DEMVOTE,TIME,ISSUE,QUALITY,CLINTON,HLTHPLAN,ISSVQUAL,ABORTION,FINSIT,UNION,PARTYID,EDUC,RELIGION,BRADUNFR,INCOME,GOREUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,STR8DEMS,GORE2LIB,BRAD2LIB,QTYPE,BACKSIDE,GEOCODE,AGE4,AGEABC,PARTY,AGE65,AGE75,WGT,BUSH,MCCAIN,GOREBUSH,GOREMCAN,PREVPRID,GORE,BRADLEY,BCPERSON,REGDEMRI,REL5,WEIGHT
40.0,2.0,37.0,THIRD CALL,40-44,WHITE,MALE,GORE,THIS YEAR,OMITS,STANDS UP FOR BELIEFS,DISAPPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,SAME,NO,DEMOCRAT,POST GRADUATE STUDY,PROTESTANT,OMITS,"$50,000-$74,999",OMITS,MODERATE,MODERATE,18-64,18-74,GORE,ABOUT RIGHT,OMITS,STATE,COMPLETE,RURAL/REST OF STATE,30-44,40-49,DEMOCRAT,40-49,40-49,1713.0,UNFAVORABLE,OMITS,GORE,GORE,YES,FAVORABLE,OMITS,UNFAVORABLE,DEMOCRAT,PROTESTANT/OTHER CHRISTIAN,1.713
40.0,2.0,38.0,THIRD CALL,45-49,ASIAN,FEMALE,UNCOMITTED,TODAY,OMITS,STANDS UP FOR BELIEFS,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,YES,DEMOCRAT,POST GRADUATE STUDY,NONE,NO,"$100,000 OR MORE",NO,VERY LIBERAL,LIBERAL,18-64,18-74,BRADLEY,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,RURAL/REST OF STATE,45-59,40-49,DEMOCRAT,40-49,40-49,1406.0,UNFAVORABLE,FAVORABLE,GORE,GORE,NO,FAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,NONE,1.4060000000000001
40.0,2.0,39.0,THIRD CALL,65-74,WHITE,MALE,BRADLEY,THIS YEAR,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,WORSE,NO,INDEPENDENT,POST GRADUATE STUDY,JEWISH,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,65+,18-74,BRADLEY,TOO LIBERAL,ABOUT RIGHT,STATE,COMPLETE,RURAL/REST OF STATE,60+,60+,INDEPENDENT/OTHER,65+,65-74,1537.0,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,JEWISH,1.537
40.0,2.0,40.0,THIRD CALL,45-49,WHITE,FEMALE,BRADLEY,TODAY,HEALTH CARE,NEW IDEAS,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,SAME,NO,DEMOCRAT,POST GRADUATE STUDY,PROTESTANT,NO,"$100,000 OR MORE",NO,VERY LIBERAL,LIBERAL,18-64,18-74,BRADLEY,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,RURAL/REST OF STATE,45-59,40-49,DEMOCRAT,40-49,40-49,1187.0,FAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,UNDECLARED/INDEPENDENT,PROTESTANT/OTHER CHRISTIAN,1.187
40.0,5.0,1.0,FIRST CALL,50-59,WHITE,MALE,BRADLEY,BEFORE THAT,HEALTH CARE,CAN WIN IN NOVEMBER,APPROVE,BRADLEY PLAN BETTER,OMITS,LEGAL IN MOST CASES,SAME,NO,INDEPENDENT,POST GRADUATE STUDY,CATHOLIC,NO,"$50,000-$74,999",YES,MODERATE,MODERATE,18-64,18-74,BRADLEY,OMITS,ABOUT RIGHT,STATE,COMPLETE,RURAL/REST OF STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,780.0,UNFAVORABLE,UNFAVORABLE,OMITS,OMITS,YES,UNFAVORABLE,FAVORABLE,OMITS,UNDECLARED/INDEPENDENT,CATHOLIC,0.78
40.0,5.0,2.0,FIRST CALL,40-44,WHITE,MALE,BRADLEY,THIS YEAR,ECONOMY/JOBS,STANDS UP FOR BELIEFS,DISAPPROVE,BRADLEY PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,JEWISH,NO,"$100,000 OR MORE",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,RURAL/REST OF STATE,30-44,40-49,DEMOCRAT,40-49,40-49,780.0,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,YES,UNFAVORABLE,FAVORABLE,FAVORABLE,DEMOCRAT,JEWISH,0.78
40.0,5.0,3.0,FIRST CALL,50-59,WHITE,MALE,BRADLEY,WITHIN LAST WEEK,HEALTH CARE,NOT TYPICAL POLITICIAN,OMITS,OMITS,OMITS,OMITS,OMITS,,,,,OMITS,,OMITS,,,18-64,18-74,OMITS,ABOUT RIGHT,ABOUT RIGHT,STATE,NOT COMPLETE,RURAL/REST OF STATE,45-59,50-59,,50-64,50-64,780.0,OMITS,OMITS,GORE,MCCAIN,,OMITS,OMITS,OMITS,DEMOCRAT,,0.78
40.0,5.0,4.0,FIRST CALL,45-49,WHITE,MALE,BRADLEY,BEFORE THAT,CAMPAIGN FINANCE REFORM,NOT TYPICAL POLITICIAN,APPROVE,BRADLEY PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,JEWISH,OMITS,"$100,000 OR MORE",OMITS,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,RURAL/REST OF STATE,45-59,40-49,DEMOCRAT,40-49,40-49,780.0,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,UNFAVORABLE,FAVORABLE,FAVORABLE,DEMOCRAT,JEWISH,0.78
40.0,5.0,5.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,BEFORE THAT,ECONOMY/JOBS,CAN WIN IN NOVEMBER,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,SOMETHING ELSE,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,NEITHER,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,RURAL/REST OF STATE,30-44,40-49,DEMOCRAT,40-49,40-49,1118.0,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,YES,FAVORABLE,UNFAVORABLE,UNFAVORABLE,DEMOCRAT,SOMETHING ELSE,1.118
40.0,5.0,6.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,TODAY,ABORTION,HAS RIGHT EXPERIENCE,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,NONE,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,BRADLEY,TOO LIBERAL,TOO LIBERAL,STATE,COMPLETE,RURAL/REST OF STATE,30-44,30-39,DEMOCRAT,30-39,30-39,1118.0,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,UNDECLARED/INDEPENDENT,NONE,1.118
40.0,5.0,7.0,FIRST CALL,45-49,WHITE,MALE,GORE,THIS YEAR,ECONOMY/JOBS,HAS RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,JEWISH,NO,"$100,000 OR MORE",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,RURAL/REST OF STATE,45-59,40-49,DEMOCRAT,40-49,40-49,1122.0,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,DEMOCRAT,JEWISH,1.122
40.0,5.0,8.0,FIRST CALL,75+,WHITE,FEMALE,BRADLEY,THIS YEAR,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,NO,INDEPENDENT,POST GRADUATE STUDY,PROTESTANT,NO,"$15,000-$29,000",YES,VERY LIBERAL,LIBERAL,65+,75+,BRADLEY,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,RURAL/REST OF STATE,60+,60+,INDEPENDENT/OTHER,65+,75+,1002.0,UNFAVORABLE,UNFAVORABLE,GORE,GORE,NO,UNFAVORABLE,FAVORABLE,UNFAVORABLE,UNDECLARED/INDEPENDENT,PROTESTANT/OTHER CHRISTIAN,1.002
40.0,5.0,9.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,WITHIN LAST WEEK,ABORTION,OMITS,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,JEWISH,NO,"$100,000 OR MORE",NO,VERY LIBERAL,LIBERAL,18-64,18-74,BRADLEY,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,RURAL/REST OF STATE,30-44,30-39,DEMOCRAT,30-39,30-39,1118.0,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,JEWISH,1.118
40.0,5.0,10.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,WITHIN LAST 3 DAYS,EDUCATION,HAS RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,JEWISH,YES,,NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,ABOUT RIGHT,OMITS,STATE,COMPLETE,RURAL/REST OF STATE,30-44,40-49,DEMOCRAT,40-49,40-49,1118.0,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,JEWISH,1.118
40.0,5.0,11.0,SECOND CALL,30-39,WHITE,FEMALE,BRADLEY,TODAY,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,CATHOLIC,NO,,YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,RURAL/REST OF STATE,30-44,30-39,DEMOCRAT,30-39,30-39,777.0,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,CATHOLIC,0.777
40.0,5.0,12.0,SECOND CALL,75+,,FEMALE,BRADLEY,TODAY,CAMPAIGN FINANCE REFORM,STRONG LEADER,DISAPPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,SAME,NO,INDEPENDENT,,CATHOLIC,YES,,YES,MODERATE,MODERATE,65+,75+,BRADLEY,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,RURAL/REST OF STATE,60+,60+,INDEPENDENT/OTHER,65+,75+,1002.0,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,CATHOLIC,1.002
40.0,5.0,13.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,THIS YEAR,EDUCATION,STANDS UP FOR BELIEFS,APPROVE,OMITS,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,OTHER CHRISTIAN,OMITS,,OMITS,MODERATE,MODERATE,18-64,18-74,OMITS,TOO LIBERAL,TOO LIBERAL,STATE,COMPLETE,RURAL/REST OF STATE,30-44,30-39,DEMOCRAT,30-39,30-39,1118.0,UNFAVORABLE,FAVORABLE,GORE,GORE,NO,FAVORABLE,FAVORABLE,UNFAVORABLE,UNDECLARED/INDEPENDENT,PROTESTANT/OTHER CHRISTIAN,1.118
40.0,5.0,14.0,SECOND CALL,60-64,WHITE,FEMALE,BRADLEY,BEFORE THAT,RACE RELATIONS,NOT TYPICAL POLITICIAN,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,JEWISH,NO,"$100,000 OR MORE",NO,VERY LIBERAL,LIBERAL,18-64,18-74,BRADLEY,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,RURAL/REST OF STATE,60+,60+,DEMOCRAT,50-64,50-64,1002.0,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,JEWISH,1.002
40.0,5.0,15.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,TODAY,ABORTION,CAN WIN IN NOVEMBER,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,YES,DEMOCRAT,DID NOT COMPLETE HIGH SCHOOL,SOMETHING ELSE,NO,"$100,000 OR MORE",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,RURAL/REST OF STATE,18-29,18-24,DEMOCRAT,18-24,18-24,1131.0,UNFAVORABLE,UNFAVORABLE,GORE,GORE,NO,FAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,SOMETHING ELSE,1.131
40.0,5.0,16.0,THIRD CALL,18-24,WHITE,MALE,BRADLEY,THIS YEAR,ECONOMY/JOBS,NOT TYPICAL POLITICIAN,APPROVE,BRADLEY PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,SAME,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,NO,"$15,000-$29,000",NO,MODERATE,MODERATE,18-64,18-74,BRADLEY,TOO LIBERAL,ABOUT RIGHT,STATE,COMPLETE,RURAL/REST OF STATE,18-29,18-24,INDEPENDENT/OTHER,18-24,18-24,789.0,UNFAVORABLE,FAVORABLE,BUSH,MCCAIN,NO,FAVORABLE,FAVORABLE,FAVORABLE,UNDECLARED/INDEPENDENT,PROTESTANT/OTHER CHRISTIAN,0.789
40.0,5.0,17.0,THIRD CALL,50-59,WHITE,FEMALE,BRADLEY,THIS YEAR,ABORTION,NEW IDEAS,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,YES,INDEPENDENT,POST GRADUATE STUDY,PROTESTANT,NO,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,RURAL/REST OF STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,777.0,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,UNDECLARED/INDEPENDENT,PROTESTANT/OTHER CHRISTIAN,0.777
40.0,5.0,18.0,THIRD CALL,60-64,WHITE,MALE,BRADLEY,BEFORE THAT,CAMPAIGN FINANCE REFORM,STRONG LEADER,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,NO,INDEPENDENT,COLLEGE GRADUATE,PROTESTANT,NO,"$75,000-$99,999",YES,MODERATE,MODERATE,18-64,18-74,BRADLEY,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,RURAL/REST OF STATE,60+,60+,INDEPENDENT/OTHER,50-64,50-64,1006.0,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,UNDECLARED/INDEPENDENT,PROTESTANT/OTHER CHRISTIAN,1.006
40.0,5.0,19.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,THIS YEAR,HEALTH CARE,HAS RIGHT EXPERIENCE,APPROVE,BOTH THE SAME,OMITS,LEGAL IN MOST CASES,BETTER,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,NONE,OMITS,"$50,000-$74,999",OMITS,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,RURAL/REST OF STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,1118.0,UNFAVORABLE,OMITS,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,UNDECLARED/INDEPENDENT,NONE,1.118
40.0,5.0,20.0,THIRD CALL,40-44,WHITE,FEMALE,UNCOMITTED,WITHIN LAST 3 DAYS,EDUCATION,STRONG LEADER,DISAPPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,SAME,YES,SOMETHING ELSE,HIGH SCHOOL GRADUATE,CATHOLIC,NO,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,RURAL/REST OF STATE,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,920.0,FAVORABLE,FAVORABLE,GORE,GORE,NO,FAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,CATHOLIC,0.92
40.0,5.0,21.0,THIRD CALL,60-64,WHITE,MALE,BRADLEY,TODAY,SOCIAL SECURITY/MEDICARE,CAN WIN IN NOVEMBER,DISAPPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,NO,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,RURAL/REST OF STATE,60+,60+,DEMOCRAT,50-64,50-64,1006.0,UNFAVORABLE,UNFAVORABLE,GORE,GORE,,FAVORABLE,FAVORABLE,FAVORABLE,DEMOCRAT,CATHOLIC,1.006
40.0,5.0,22.0,THIRD CALL,50-59,WHITE,MALE,BRADLEY,THIS YEAR,HEALTH CARE,STANDS UP FOR BELIEFS,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,INDEPENDENT,POST GRADUATE STUDY,PROTESTANT,NO,,YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,RURAL/REST OF STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,780.0,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,UNDECLARED/INDEPENDENT,PROTESTANT/OTHER CHRISTIAN,0.78
40.0,5.0,23.0,THIRD CALL,45-49,WHITE,FEMALE,BRADLEY,THIS YEAR,EDUCATION,HAS RIGHT EXPERIENCE,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,NO,DEMOCRAT,POST GRADUATE STUDY,SOMETHING ELSE,NO,"$100,000 OR MORE",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,RURAL/REST OF STATE,45-59,40-49,DEMOCRAT,40-49,40-49,777.0,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,UNDECLARED/INDEPENDENT,SOMETHING ELSE,0.777
40.0,5.0,24.0,THIRD CALL,25-29,WHITE,MALE,BRADLEY,WITHIN LAST 3 DAYS,EDUCATION,CAN WIN IN NOVEMBER,APPROVE,OMITS,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,SOMETHING ELSE,NO,"$50,000-$74,999",NO,VERY LIBERAL,LIBERAL,18-64,18-74,BRADLEY,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,RURAL/REST OF STATE,18-29,25-29,DEMOCRAT,25-29,25-29,789.0,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,SOMETHING ELSE,0.789
40.0,9.0,1.0,FIRST CALL,65-74,WHITE,MALE,BRADLEY,THIS YEAR,HEALTH CARE,NOT TYPICAL POLITICIAN,APPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,65+,18-74,BRADLEY,TOO LIBERAL,ABOUT RIGHT,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,60+,60+,DEMOCRAT,65+,65-74,893.0,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,CATHOLIC,0.893
40.0,9.0,2.0,FIRST CALL,30-39,WHITE,MALE,BRADLEY,THIS YEAR,ABORTION,NOT TYPICAL POLITICIAN,DISAPPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,NO,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NEITHER,TOO LIBERAL,ABOUT RIGHT,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,30-44,30-39,REPUBLICAN,30-39,30-39,716.0,FAVORABLE,FAVORABLE,BUSH,MCCAIN,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,UNDECLARED/INDEPENDENT,PROTESTANT/OTHER CHRISTIAN,0.716
40.0,9.0,3.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,THIS YEAR,OMITS,OMITS,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,YES,SOMETHING ELSE,HIGH SCHOOL GRADUATE,PROTESTANT,YES,"$15,000-$29,000",NO,MODERATE,MODERATE,65+,18-74,NEITHER,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,60+,60+,INDEPENDENT/OTHER,65+,65-74,1087.0,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,DEMOCRAT,PROTESTANT/OTHER CHRISTIAN,1.087
40.0,9.0,4.0,FIRST CALL,50-59,BLACK,MALE,UNCOMITTED,BEFORE THAT,ECONOMY/JOBS,HAS RIGHT EXPERIENCE,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,YES,INDEPENDENT,COLLEGE GRADUATE,PROTESTANT,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,GORE,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,522.0,FAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,DEMOCRAT,PROTESTANT/OTHER CHRISTIAN,0.522
40.0,9.0,5.0,FIRST CALL,30-39,WHITE,FEMALE,BRADLEY,THIS YEAR,SOCIAL SECURITY/MEDICARE,NOT TYPICAL POLITICIAN,DISAPPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,YES,INDEPENDENT,COLLEGE GRADUATE,PROTESTANT,YES,"$75,000-$99,999",YES,MODERATE,MODERATE,18-64,18-74,BRADLEY,TOO LIBERAL,ABOUT RIGHT,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,743.0,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,UNDECLARED/INDEPENDENT,PROTESTANT/OTHER CHRISTIAN,0.743
40.0,9.0,6.0,FIRST CALL,50-59,WHITE,MALE,BRADLEY,BEFORE THAT,OMITS,NEW IDEAS,APPROVE,BRADLEY PLAN BETTER,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,SAME,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,NO,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,BRADLEY,TOO LIBERAL,ABOUT RIGHT,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,716.0,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,UNDECLARED/INDEPENDENT,CATHOLIC,0.716
40.0,9.0,7.0,FIRST CALL,65-74,WHITE,MALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,HAS RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,SAME,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,YES,"$15,000-$29,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,GORE,ABOUT RIGHT,OMITS,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,60+,60+,DEMOCRAT,65+,65-74,1048.0,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,DEMOCRAT,CATHOLIC,1.048
40.0,9.0,8.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,THIS YEAR,ECONOMY/JOBS,HAS RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,SAME,NO,DEMOCRAT,,CATHOLIC,OMITS,"$15,000-$29,000",OMITS,MODERATE,MODERATE,65+,18-74,GORE,ABOUT RIGHT,OMITS,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,60+,60+,DEMOCRAT,65+,65-74,1087.0,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,UNDECLARED/INDEPENDENT,CATHOLIC,1.087
