BACKSIDE,GEOCODE,STATE,PREC,SEQ,CALL,AGE9,SEX,REPVOTE,TIME,ISSUE,QUALITY,ISSVQUAL,RELRIGHT,ABORTION,BUSHKNOW,SSTAX,BUSHUNFR,PARTYID,EDUC,RELIGION,INCOME,MCAIUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,QTYPE,AGE4,AGEABC,PARTY,AGE65,AGE75,GWCONSRV,BUSH,MCCAIN,GOREBUSH,GOREMCAN,MCCONSRV,STR8TALK,MCSAYDO,REFORMER,PREVPRI,VETVOTER,CELLUCI,BEATDEM,REGREPMA,REL5,WEIGHT
COMPLETED,NORHT/SOUTH SHORES,22.0,4.0,1.0,FIRST CALL,65-74,MALE,MCCAIN,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,INDEPENDENT,POST GRADUATE STUDY,CATHOLIC,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,60+,60+,INDEPENDENT/OTHER,65+,65-74,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,NO,BOTH,NO,YES,NOT AT ALL,MCCAIN,UNENROLLED/INDEPENDENT,CATHOLIC,2.146
NOT COMPLETED,NORHT/SOUTH SHORES,22.0,4.0,2.0,FIRST CALL,25-29,MALE,MCCAIN,TODAY,MORAL VALUES,STANDS UP FOR BELIEFS,OMITS,OMITS,OMITS,YES,OMITS,OMITS,,,,,OMITS,,,18-64,18-74,STATE,18-29,25-29,,25-29,25-29,OMITS,OMITS,OMITS,BUSH,MCCAIN,OMITS,OMITS,NO,OMITS,NO,,NOT AT ALL,OMITS,REPUBLICAN,,2.098
COMPLETED,NORHT/SOUTH SHORES,22.0,4.0,3.0,FIRST CALL,50-59,MALE,MCCAIN,THIS YEAR,OMITS,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,OMITS,TAX CUT,YES,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$15,000-$29,000",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,OMITS,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,YES,NO,NOT AT ALL,BUSH,UNENROLLED/INDEPENDENT,PROTESTANT/OTHER CHRISTIAN,1.9140000000000001
NOT COMPLETED,NORHT/SOUTH SHORES,22.0,4.0,4.0,FIRST CALL,60-64,MALE,MCCAIN,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,OMITS,OMITS,OMITS,YES,OMITS,OMITS,,,,,OMITS,,,18-64,18-74,STATE,60+,60+,,50-64,50-64,OMITS,OMITS,OMITS,BUSH,MCCAIN,OMITS,OMITS,NO,OMITS,NO,,NOT AT ALL,OMITS,UNENROLLED/INDEPENDENT,,2.146
COMPLETED,NORHT/SOUTH SHORES,22.0,4.0,5.0,FIRST CALL,65-74,MALE,MCCAIN,THIS YEAR,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,POST GRADUATE STUDY,CATHOLIC,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,STATE,60+,60+,INDEPENDENT/OTHER,65+,65-74,OMITS,UNFAVORABLE,FAVORABLE,GORE,GORE,ABOUT RIGHT,MCCAIN,NO,MCCAIN,YES,NO,NOT AT ALL,MCCAIN,UNENROLLED/INDEPENDENT,CATHOLIC,2.146
COMPLETED,NORHT/SOUTH SHORES,22.0,4.0,6.0,FIRST CALL,65-74,MALE,MCCAIN,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,POST GRADUATE STUDY,CATHOLIC,"$75,000-$99,999",YES,MODERATE,MODERATE,65+,18-74,STATE,60+,60+,INDEPENDENT/OTHER,65+,65-74,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,OMITS,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,NO,NO,NOT AT ALL,MCCAIN,UNENROLLED/INDEPENDENT,CATHOLIC,2.146
COMPLETED,NORHT/SOUTH SHORES,22.0,4.0,7.0,FIRST CALL,60-64,FEMALE,MCCAIN,THIS YEAR,ABORTION,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN ALL CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,POST GRADUATE STUDY,CATHOLIC,"$100,000 OR MORE",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,60+,60+,REPUBLICAN,50-64,50-64,NOT CONSERVATIVE ENOUGH,UNFAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,YES,NO,NOT AT ALL,MCCAIN,UNENROLLED/INDEPENDENT,CATHOLIC,2.0380000000000003
COMPLETED,NORHT/SOUTH SHORES,22.0,4.0,8.0,FIRST CALL,75+,FEMALE,BUSH,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,TAX CUT,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$15,000-$29,000",YES,MODERATE,MODERATE,65+,75+,STATE,60+,60+,INDEPENDENT/OTHER,65+,75+,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,OMITS,NOT CONSERVATIVE ENOUGH,BUSH,YES,BUSH,YES,NO,NOT AT ALL,BUSH,UNENROLLED/INDEPENDENT,PROTESTANT/OTHER CHRISTIAN,2.063
COMPLETED,NORHT/SOUTH SHORES,22.0,4.0,9.0,FIRST CALL,65-74,,MCCAIN,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,NO,OMITS,YES,DEMOCRAT,POST GRADUATE STUDY,PROTESTANT,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,STATE,60+,60+,DEMOCRAT,65+,65-74,OMITS,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,YES,NO,NOT AT ALL,MCCAIN,UNENROLLED/INDEPENDENT,PROTESTANT/OTHER CHRISTIAN,2.0380000000000003
COMPLETED,NORHT/SOUTH SHORES,22.0,4.0,10.0,FIRST CALL,60-64,FEMALE,KEYES,WITHIN LAST WEEK,ABORTION,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,DEMOCRAT,COLLEGE GRADUATE,CATHOLIC,"$100,000 OR MORE",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,60+,60+,DEMOCRAT,50-64,50-64,NOT CONSERVATIVE ENOUGH,UNFAVORABLE,UNFAVORABLE,BUSH,MCCAIN,TOO CONSERVATIVE,NEITHER,YES,NEITHER,NO,NO,NOT AT ALL,BUSH,UNENROLLED/INDEPENDENT,CATHOLIC,1.204
COMPLETED,NORHT/SOUTH SHORES,22.0,4.0,11.0,FIRST CALL,30-39,FEMALE,MCCAIN,WITHIN LAST WEEK,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,POST GRADUATE STUDY,CATHOLIC,"$50,000-$74,999",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,NO,BOTH,NO,NO,NOT AT ALL,MCCAIN,UNENROLLED/INDEPENDENT,CATHOLIC,1.817
COMPLETED,NORHT/SOUTH SHORES,22.0,4.0,12.0,FIRST CALL,60-64,MALE,BUSH,WITHIN LAST WEEK,WORLD AFFAIRS,OMITS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,POST GRADUATE STUDY,CATHOLIC,"$100,000 OR MORE",YES,MODERATE,MODERATE,18-64,18-74,STATE,60+,60+,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,OMITS,BUSH,OMITS,OMITS,BOTH,OMITS,BOTH,NO,YES,NOT AT ALL,BUSH,UNENROLLED/INDEPENDENT,CATHOLIC,2.172
COMPLETED,NORHT/SOUTH SHORES,22.0,4.0,13.0,FIRST CALL,65-74,,MCCAIN,WITHIN LAST WEEK,CAMPAIGN FINANCE REFORM,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,OMITS,OMITS,YES,STRENGTHEN SOCIAL SECURITY,YES,,,,,YES,,,65+,18-74,STATE,60+,60+,,65+,65-74,OMITS,UNFAVORABLE,FAVORABLE,BUSH,MCCAIN,OMITS,OMITS,NO,MCCAIN,YES,,NOT AT ALL,MCCAIN,REPUBLICAN,,2.146
NOT COMPLETED,NORHT/SOUTH SHORES,22.0,4.0,14.0,FIRST CALL,75+,MALE,MCCAIN,THIS YEAR,OMITS,NOT TYPICAL POLITICIAN,OMITS,OMITS,OMITS,YES,OMITS,OMITS,,,,,OMITS,,,65+,75+,STATE,60+,60+,,65+,75+,OMITS,OMITS,OMITS,BUSH,MCCAIN,OMITS,OMITS,NO,OMITS,YES,,NOT AT ALL,OMITS,UNENROLLED/INDEPENDENT,,2.146
COMPLETED,NORHT/SOUTH SHORES,22.0,4.0,15.0,SECOND CALL,50-59,MALE,MCCAIN,WITHIN LAST WEEK,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,TAX CUT,YES,INDEPENDENT,COLLEGE GRADUATE,SOMETHING ELSE,"$30,000-$49,000",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,NO,NEITHER,NO,NO,NOT AT ALL,MCCAIN,UNENROLLED/INDEPENDENT,SOMETHING ELSE,1.9140000000000001
COMPLETED,NORHT/SOUTH SHORES,22.0,4.0,16.0,SECOND CALL,50-59,MALE,MCCAIN,THIS YEAR,CAMPAIGN FINANCE REFORM,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN ALL CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,POST GRADUATE STUDY,CATHOLIC,"$15,000-$29,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,NOT CONSERVATIVE ENOUGH,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,NO,NO,NOT AT ALL,MCCAIN,UNENROLLED/INDEPENDENT,CATHOLIC,1.9140000000000001
COMPLETED,NORHT/SOUTH SHORES,22.0,4.0,17.0,SECOND CALL,65-74,,BUSH,BEFORE THAT,OMITS,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,OMITS,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$15,000-$29,000",NO,MODERATE,MODERATE,65+,18-74,STATE,60+,60+,REPUBLICAN,65+,65-74,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,OMITS,BOTH,OMITS,BOTH,YES,YES,NOT AT ALL,BUSH,REPUBLICAN,CATHOLIC,2.063
COMPLETED,NORHT/SOUTH SHORES,22.0,4.0,18.0,SECOND CALL,65-74,MALE,BUSH,TODAY,WORLD AFFAIRS,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,POST GRADUATE STUDY,PROTESTANT,"$75,000-$99,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,60+,60+,REPUBLICAN,65+,65-74,TOO CONSERVATIVE,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,NO,BOTH,YES,YES,NOT AT ALL,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,2.172
COMPLETED,NORHT/SOUTH SHORES,22.0,4.0,19.0,SECOND CALL,30-39,FEMALE,MCCAIN,BEFORE THAT,MORAL VALUES,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,NO,TAX CUT,NO,INDEPENDENT,POST GRADUATE STUDY,CATHOLIC,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,STATE,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,ABOUT RIGHT,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,YES,MCCAIN,NO,NO,NOT AT ALL,MCCAIN,UNENROLLED/INDEPENDENT,CATHOLIC,1.817
COMPLETED,NORHT/SOUTH SHORES,22.0,4.0,20.0,SECOND CALL,50-59,FEMALE,BUSH,THIS YEAR,SOCIAL SECURITY/MEDICARE,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,YES,TAX CUT,YES,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,GORE,NOT CONSERVATIVE ENOUGH,BUSH,NO,BUSH,YES,NO,NOT AT ALL,BUSH,UNENROLLED/INDEPENDENT,PROTESTANT/OTHER CHRISTIAN,1.839
COMPLETED,NORHT/SOUTH SHORES,22.0,4.0,21.0,SECOND CALL,75+,MALE,BUSH,THIS YEAR,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,OMITS,REPUBLICAN,POST GRADUATE STUDY,PROTESTANT,"$30,000-$49,000",OMITS,MODERATE,MODERATE,65+,75+,STATE,60+,60+,REPUBLICAN,65+,75+,ABOUT RIGHT,FAVORABLE,OMITS,BUSH,MCCAIN,OMITS,BUSH,OMITS,BUSH,YES,NO,NOT MUCH,BUSH,,PROTESTANT/OTHER CHRISTIAN,2.172
COMPLETED,NORHT/SOUTH SHORES,22.0,4.0,22.0,SECOND CALL,25-29,FEMALE,MCCAIN,THIS YEAR,MORAL VALUES,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,TAX CUT,YES,INDEPENDENT,COLLEGE GRADUATE,OTHER CHRISTIAN,"$75,000-$99,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,18-29,25-29,INDEPENDENT/OTHER,25-29,25-29,ABOUT RIGHT,UNFAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,NO,NEITHER,YES,NO,NOT AT ALL,MCCAIN,UNENROLLED/INDEPENDENT,PROTESTANT/OTHER CHRISTIAN,1.993
COMPLETED,NORHT/SOUTH SHORES,22.0,4.0,23.0,SECOND CALL,50-59,MALE,MCCAIN,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,POST GRADUATE STUDY,PROTESTANT,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,OMITS,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,YES,NO,NOT AT ALL,MCCAIN,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,1.9140000000000001
COMPLETED,NORHT/SOUTH SHORES,22.0,4.0,24.0,SECOND CALL,65-74,MALE,BUSH,TODAY,EDUCATION,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,INDEPENDENT,COLLEGE GRADUATE,PROTESTANT,"$75,000-$99,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,60+,60+,INDEPENDENT/OTHER,65+,65-74,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,NEITHER,YES,NEITHER,YES,YES,NOT AT ALL,BUSH,UNENROLLED/INDEPENDENT,PROTESTANT/OTHER CHRISTIAN,2.172
COMPLETED,NORHT/SOUTH SHORES,22.0,4.0,25.0,THIRD CALL,75+,FEMALE,BUSH,THIS YEAR,EDUCATION,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,OMITS,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,,NO,MODERATE,MODERATE,65+,75+,STATE,60+,60+,REPUBLICAN,65+,75+,ABOUT RIGHT,FAVORABLE,OMITS,BUSH,OMITS,OMITS,OMITS,OMITS,OMITS,YES,NO,NOT AT ALL,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,2.063
NOT COMPLETED,NORHT/SOUTH SHORES,22.0,4.0,26.0,THIRD CALL,50-59,,MCCAIN,THIS YEAR,ABORTION,OMITS,OMITS,OMITS,OMITS,NO,OMITS,OMITS,,,,,OMITS,,,18-64,18-74,STATE,45-59,50-59,,50-64,50-64,OMITS,OMITS,OMITS,OMITS,MCCAIN,OMITS,OMITS,NO,OMITS,YES,,NOT AT ALL,OMITS,UNENROLLED/INDEPENDENT,,1.9140000000000001
COMPLETED,NORHT/SOUTH SHORES,22.0,4.0,27.0,THIRD CALL,30-39,MALE,BUSH,BEFORE THAT,MORAL VALUES,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,INDEPENDENT,COLLEGE GRADUATE,CATHOLIC,"$75,000-$99,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,NEITHER,NO,NEITHER,YES,NO,NOT AT ALL,BUSH,UNENROLLED/INDEPENDENT,CATHOLIC,1.937
COMPLETED,NORHT/SOUTH SHORES,22.0,4.0,28.0,THIRD CALL,50-59,MALE,BUSH,BEFORE THAT,OMITS,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$50,000-$74,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,NOT CONSERVATIVE ENOUGH,FAVORABLE,FAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BOTH,YES,BUSH,YES,NO,NOT AT ALL,BUSH,UNENROLLED/INDEPENDENT,PROTESTANT/OTHER CHRISTIAN,1.937
COMPLETED,NORHT/SOUTH SHORES,22.0,4.0,29.0,THIRD CALL,60-64,FEMALE,MCCAIN,THIS YEAR,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,COLLEGE GRADUATE,NONE,"$75,000-$99,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,60+,60+,INDEPENDENT/OTHER,50-64,50-64,ABOUT RIGHT,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,NO,NO,NOT MUCH,MCCAIN,UNENROLLED/INDEPENDENT,NONE,2.0380000000000003
COMPLETED,NORHT/SOUTH SHORES,22.0,4.0,30.0,THIRD CALL,30-39,MALE,MCCAIN,WITHIN LAST 3 DAYS,WORLD AFFAIRS,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,TAX CUT,NO,INDEPENDENT,POST GRADUATE STUDY,PROTESTANT,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,STATE,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,NOT CONSERVATIVE ENOUGH,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,YES,,NOT AT ALL,MCCAIN,UNENROLLED/INDEPENDENT,PROTESTANT/OTHER CHRISTIAN,1.9140000000000001
COMPLETED,NORHT/SOUTH SHORES,22.0,4.0,31.0,THIRD CALL,18-24,MALE,MCCAIN,THIS YEAR,MORAL VALUES,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,TAX CUT,NO,INDEPENDENT,HIGH SCHOOL GRADUATE,SOMETHING ELSE,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,18-29,18-24,INDEPENDENT/OTHER,18-24,18-24,ABOUT RIGHT,UNFAVORABLE,UNFAVORABLE,GORE,MCCAIN,TOO CONSERVATIVE,MCCAIN,NO,MCCAIN,NO,YES,NOT AT ALL,BUSH,UNENROLLED/INDEPENDENT,SOMETHING ELSE,2.098
COMPLETED,NORHT/SOUTH SHORES,22.0,4.0,32.0,THIRD CALL,65-74,,MCCAIN,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,COLLEGE GRADUATE,CATHOLIC,"$75,000-$99,999",YES,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,STATE,60+,60+,INDEPENDENT/OTHER,65+,65-74,TOO CONSERVATIVE,FAVORABLE,FAVORABLE,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,YES,YES,NOT AT ALL,MCCAIN,UNENROLLED/INDEPENDENT,CATHOLIC,2.0380000000000003
COMPLETED,NORHT/SOUTH SHORES,22.0,4.0,33.0,THIRD CALL,30-39,FEMALE,BUSH,WITHIN LAST WEEK,TAXES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$30,000-$49,000",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,BUSH,YES,NO,GREAT DEAL,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,1.839
COMPLETED,NORHT/SOUTH SHORES,22.0,5.0,1.0,FIRST CALL,30-39,MALE,MCCAIN,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,NO,TAX CUT,YES,INDEPENDENT,POST GRADUATE STUDY,CATHOLIC,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,NO,NO,NOT AT ALL,MCCAIN,UNENROLLED/INDEPENDENT,CATHOLIC,1.633
COMPLETED,NORHT/SOUTH SHORES,22.0,5.0,2.0,FIRST CALL,65-74,MALE,MCCAIN,THIS YEAR,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,HIGH SCHOOL GRADUATE,CATHOLIC,"$30,000-$49,000",YES,MODERATE,MODERATE,65+,18-74,STATE,60+,60+,INDEPENDENT/OTHER,65+,65-74,OMITS,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,NO,BOTH,YES,NO,NOT AT ALL,MCCAIN,UNENROLLED/INDEPENDENT,CATHOLIC,1.831
COMPLETED,NORHT/SOUTH SHORES,22.0,5.0,3.0,FIRST CALL,30-39,MALE,BUSH,WITHIN LAST 3 DAYS,TAXES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,YES,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$30,000-$49,000",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,NOT CONSERVATIVE ENOUGH,FAVORABLE,FAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BOTH,YES,BOTH,YES,YES,NOT AT ALL,BUSH,REPUBLICAN,CATHOLIC,1.653
COMPLETED,NORHT/SOUTH SHORES,22.0,5.0,4.0,FIRST CALL,50-59,FEMALE,MCCAIN,THIS YEAR,EDUCATION,OMITS,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,HIGH SCHOOL GRADUATE,PROTESTANT,"$15,000-$29,000",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,GORE,GORE,ABOUT RIGHT,MCCAIN,NO,MCCAIN,YES,NO,NOT AT ALL,BUSH,UNENROLLED/INDEPENDENT,PROTESTANT/OTHER CHRISTIAN,1.551
COMPLETED,NORHT/SOUTH SHORES,22.0,5.0,5.0,FIRST CALL,65-74,FEMALE,MCCAIN,BEFORE THAT,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,60+,60+,INDEPENDENT/OTHER,65+,65-74,NOT CONSERVATIVE ENOUGH,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,YES,YES,NOT AT ALL,MCCAIN,UNENROLLED/INDEPENDENT,PROTESTANT/OTHER CHRISTIAN,1.739
