QTYPE,BUSHUNFR,GEOCODE,STATE,PCT,SEQ,CALL,AGE9,SEX,REPVOTE,TIME,ISSUE,ISSVQUAL,RELRIGHT,ABORTION,BUSHKNOW,SSTAX,PARTYID,EDUC,RELIGION,INCOME,MCAIUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,BACKSIDE,AGE4,AGEABC,PARTY,AGE65,AGE75,GWCONSRV,BUSH,MCCAIN,GOREBUSH,GOREMCAN,MCCONSRV,STR8TALK,PREVPRI,VETVOTER,GUNHH,GUNCHOIC,THRDCAND,RRFAV,MCRRIGHT,BEATDEM,REGREPCO,MEXICAN,REL5,WEIGHT
STATE,NO,"DENVER, ADAMS, AND BOULDER COUNTIES",6.0,10.0,1.0,FIRST CALL,25-29,MALE,BUSH,BEFORE THAT,ABORTION,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN ALL CASES,YES,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,"$15,000-$29,000",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,18-29,25-29,REPUBLICAN,25-29,25-29,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,NO,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,GREAT DEAL,BUSH,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,3.085
STATE,YES,"DENVER, ADAMS, AND BOULDER COUNTIES",6.0,10.0,2.0,FIRST CALL,25-29,FEMALE,MCCAIN,THIS YEAR,EDUCATION,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,18-29,25-29,REPUBLICAN,25-29,25-29,TOO CONSERVATIVE,OMITS,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,NO,YES,NO,PROTECT GUN RIGHTS,NOT SATISFIED,FAVORABLE,NOT AT ALL,MCCAIN,REPUBLICAN,NO,CATHOLIC,2.785
STATE,NO,"DENVER, ADAMS, AND BOULDER COUNTIES",6.0,10.0,3.0,SECOND CALL,40-44,FEMALE,BUSH,WITHIN LAST 3 DAYS,ABORTION,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$50,000-$74,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,40-49,REPUBLICAN,40-49,40-49,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,BUSH,OMITS,NOT CONSERVATIVE ENOUGH,BUSH,YES,NO,YES,PROTECT GUN RIGHTS,SATISFIED,FAVORABLE,GREAT DEAL,BUSH,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,3.297
STATE,NO,"DENVER, ADAMS, AND BOULDER COUNTIES",6.0,10.0,4.0,SECOND CALL,50-59,MALE,BUSH,THIS YEAR,TAXES,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,TAX CUT,REPUBLICAN,HIGH SCHOOL GRADUATE,PROTESTANT,"$15,000-$29,000",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,NO,YES,PROTECT GUN RIGHTS,SATISFIED,FAVORABLE,GREAT DEAL,BUSH,,NO,PROTESTANT/OTHER CHRISTIAN,3.5740000000000003
STATE,NO,"DENVER, ADAMS, AND BOULDER COUNTIES",6.0,10.0,5.0,SECOND CALL,30-39,MALE,KEYES,THIS YEAR,TAXES,OMITS,NO,LEGAL IN ALL CASES,YES,TAX CUT,REPUBLICAN,HIGH SCHOOL GRADUATE,NONE,"$15,000-$29,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,NO,YES,PROTECT GUN RIGHTS,SATISFIED,FAVORABLE,NOT AT ALL,BUSH,REPUBLICAN,NO,NONE,1.331
STATE,YES,ARAPAHOE AND JEFFERSON COUNTIES,6.0,12.0,1.0,FIRST CALL,40-44,FEMALE,MCCAIN,THIS YEAR,MORAL VALUES,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,INDEPENDENT,POST GRADUATE STUDY,NONE,,NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,ABOUT RIGHT,UNFAVORABLE,FAVORABLE,OMITS,MCCAIN,ABOUT RIGHT,MCCAIN,YES,NO,NO,REDUCE VIOLENCE,NOT SATISFIED,UNFAVORABLE,NOT AT ALL,MCCAIN,UNDECLARED/INDEPENDENT,NO,NONE,1.062
STATE,OMITS,ARAPAHOE AND JEFFERSON COUNTIES,6.0,12.0,2.0,FIRST CALL,50-59,FEMALE,BUSH,THIS YEAR,SOCIAL SECURITY/MEDICARE,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$100,000 OR MORE",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,BUSH,YES,YES,YES,REDUCE VIOLENCE,SATISFIED,FAVORABLE,NOT AT ALL,BUSH,REPUBLICAN,NO,CATHOLIC,0.86
STATE,NO,ARAPAHOE AND JEFFERSON COUNTIES,6.0,12.0,3.0,FIRST CALL,50-59,MALE,BUSH,THIS YEAR,TAXES,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,TAX CUT,REPUBLICAN,POST GRADUATE STUDY,CATHOLIC,"$100,000 OR MORE",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,BUSH,YES,YES,YES,REDUCE VIOLENCE,SATISFIED,FAVORABLE,NOT AT ALL,BUSH,REPUBLICAN,NO,CATHOLIC,0.882
STATE,NO,ARAPAHOE AND JEFFERSON COUNTIES,6.0,12.0,4.0,FIRST CALL,50-59,MALE,BUSH,WITHIN LAST WEEK,ABORTION,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,TAX CUT,REPUBLICAN,POST GRADUATE STUDY,PROTESTANT,"$75,000-$99,999",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,YES,YES,PROTECT GUN RIGHTS,SATISFIED,FAVORABLE,SOMEWHAT,BUSH,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,0.882
STATE,NO,ARAPAHOE AND JEFFERSON COUNTIES,6.0,12.0,5.0,FIRST CALL,40-44,FEMALE,BUSH,BEFORE THAT,EDUCATION,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,HIGH SCHOOL GRADUATE,OTHER CHRISTIAN,"$30,000-$49,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,GORE,NOT CONSERVATIVE ENOUGH,BUSH,YES,NO,NO,REDUCE VIOLENCE,SATISFIED,UNFAVORABLE,SOMEWHAT,BUSH,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,0.86
STATE,NO,ARAPAHOE AND JEFFERSON COUNTIES,6.0,12.0,6.0,FIRST CALL,30-39,FEMALE,BUSH,BEFORE THAT,OMITS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,REPUBLICAN,COLLEGE GRADUATE,OTHER CHRISTIAN,"$30,000-$49,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,NO,NO,REDUCE VIOLENCE,SATISFIED,UNFAVORABLE,SOMEWHAT,BUSH,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,0.86
STATE,NO,ARAPAHOE AND JEFFERSON COUNTIES,6.0,12.0,7.0,FIRST CALL,30-39,MALE,BUSH,TODAY,MORAL VALUES,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,TAX CUT,REPUBLICAN,COLLEGE GRADUATE,OTHER CHRISTIAN,"$30,000-$49,000",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,NO,YES,REDUCE VIOLENCE,SATISFIED,FAVORABLE,NOT MUCH,BUSH,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,0.882
STATE,NO,ARAPAHOE AND JEFFERSON COUNTIES,6.0,12.0,8.0,FIRST CALL,65-74,MALE,BUSH,THIS YEAR,SOCIAL SECURITY/MEDICARE,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$30,000-$49,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,TOO CONSERVATIVE,BOTH,YES,YES,NO,PROTECT GUN RIGHTS,SATISFIED,FAVORABLE,GREAT DEAL,BUSH,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,1.039
STATE,YES,ARAPAHOE AND JEFFERSON COUNTIES,6.0,12.0,9.0,FIRST CALL,45-49,MALE,MCCAIN,THIS YEAR,CAMPAIGN FINANCE REFORM,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,INDEPENDENT,COLLEGE GRADUATE,PROTESTANT,"$75,000-$99,999",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,NO,NO,NO,REDUCE VIOLENCE,NOT SATISFIED,UNFAVORABLE,SOMEWHAT,MCCAIN,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,1.089
STATE,NO,ARAPAHOE AND JEFFERSON COUNTIES,6.0,12.0,10.0,SECOND CALL,75+,MALE,MCCAIN,THIS YEAR,CAMPAIGN FINANCE REFORM,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$30,000-$49,000",NO,MODERATE,MODERATE,65+,75+,COMPLETE,60+,60+,INDEPENDENT/OTHER,65+,75+,TOO CONSERVATIVE,FAVORABLE,FAVORABLE,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,YES,YES,NO,REDUCE VIOLENCE,SATISFIED,UNFAVORABLE,NOT AT ALL,MCCAIN,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,1.283
STATE,NO,ARAPAHOE AND JEFFERSON COUNTIES,6.0,12.0,11.0,SECOND CALL,75+,FEMALE,BUSH,BEFORE THAT,EDUCATION,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,TAX CUT,REPUBLICAN,HIGH SCHOOL GRADUATE,CATHOLIC,"UNDER $15,000",YES,VERY CONSERVATIVE,CONSERVATIVE,65+,75+,COMPLETE,60+,60+,REPUBLICAN,65+,75+,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,NO,NO,PROTECT GUN RIGHTS,SATISFIED,FAVORABLE,GREAT DEAL,BUSH,REPUBLICAN,NO,CATHOLIC,1.0130000000000001
STATE,NO,ARAPAHOE AND JEFFERSON COUNTIES,6.0,12.0,12.0,SECOND CALL,75+,FEMALE,BUSH,THIS YEAR,MORAL VALUES,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,HIGH SCHOOL GRADUATE,PROTESTANT,"$15,000-$29,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,COMPLETE,60+,60+,REPUBLICAN,65+,75+,TOO CONSERVATIVE,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,YES,NO,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,NOT AT ALL,BUSH,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,1.0130000000000001
STATE,YES,ARAPAHOE AND JEFFERSON COUNTIES,6.0,12.0,13.0,SECOND CALL,50-59,MALE,MCCAIN,THIS YEAR,CAMPAIGN FINANCE REFORM,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,POST GRADUATE STUDY,PROTESTANT,"$100,000 OR MORE",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,UNFAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,BUSH,YES,YES,NO,REDUCE VIOLENCE,SATISFIED,UNFAVORABLE,NOT MUCH,BUSH,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,1.089
STATE,NO,ARAPAHOE AND JEFFERSON COUNTIES,6.0,12.0,14.0,SECOND CALL,40-44,MALE,BUSH,THIS YEAR,TAXES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,REPUBLICAN,HIGH SCHOOL GRADUATE,CATHOLIC,,NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,40-49,REPUBLICAN,40-49,40-49,NOT CONSERVATIVE ENOUGH,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,NO,YES,PROTECT GUN RIGHTS,SATISFIED,FAVORABLE,SOMEWHAT,BUSH,REPUBLICAN,NO,CATHOLIC,0.882
STATE,NO,ARAPAHOE AND JEFFERSON COUNTIES,6.0,12.0,15.0,SECOND CALL,18-24,FEMALE,BUSH,BEFORE THAT,MORAL VALUES,CANDS PERSONAL QUALITIES,OMITS,ILLEGAL IN ALL CASES,YES,TAX CUT,REPUBLICAN,HIGH SCHOOL GRADUATE,OTHER CHRISTIAN,"$15,000-$29,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,18-29,18-24,REPUBLICAN,18-24,18-24,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,NO,NO,NO,REDUCE VIOLENCE,SATISFIED,FAVORABLE,NOT MUCH,BUSH,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,0.808
STATE,NO,ARAPAHOE AND JEFFERSON COUNTIES,6.0,12.0,16.0,SECOND CALL,60-64,MALE,KEYES,THIS YEAR,TAXES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$50,000-$74,999",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,60+,60+,REPUBLICAN,50-64,50-64,NOT CONSERVATIVE ENOUGH,FAVORABLE,FAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BOTH,YES,YES,YES,PROTECT GUN RIGHTS,SATISFIED,FAVORABLE,NOT AT ALL,BUSH,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,0.595
STATE,NO,ARAPAHOE AND JEFFERSON COUNTIES,6.0,12.0,17.0,SECOND CALL,65-74,,BUSH,BEFORE THAT,MORAL VALUES,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$30,000-$49,000",YES,MODERATE,MODERATE,65+,18-74,COMPLETE,60+,60+,INDEPENDENT/OTHER,65+,65-74,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,BUSH,YES,YES,YES,REDUCE VIOLENCE,SATISFIED,FAVORABLE,NOT AT ALL,BUSH,UNDECLARED/INDEPENDENT,NO,PROTESTANT/OTHER CHRISTIAN,1.039
STATE,NO,ARAPAHOE AND JEFFERSON COUNTIES,6.0,12.0,18.0,SECOND CALL,30-39,MALE,BUSH,TODAY,MORAL VALUES,OMITS,NO,LEGAL IN MOST CASES,YES,TAX CUT,REPUBLICAN,POST GRADUATE STUDY,OTHER CHRISTIAN,"$100,000 OR MORE",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,30-39,REPUBLICAN,30-39,30-39,NOT CONSERVATIVE ENOUGH,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,BOTH,YES,NO,YES,REDUCE VIOLENCE,SATISFIED,UNFAVORABLE,NOT AT ALL,BUSH,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,0.882
STATE,NO,ARAPAHOE AND JEFFERSON COUNTIES,6.0,12.0,19.0,SECOND CALL,40-44,MALE,MCCAIN,BEFORE THAT,WORLD AFFAIRS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NONE,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,YES,NO,YES,PROTECT GUN RIGHTS,SATISFIED,UNFAVORABLE,NOT AT ALL,MCCAIN,REPUBLICAN,NO,NONE,1.089
STATE,NO,ARAPAHOE AND JEFFERSON COUNTIES,6.0,12.0,20.0,SECOND CALL,65-74,FEMALE,BUSH,THIS YEAR,TAXES,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,TAX CUT,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,,YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BOTH,YES,NO,NO,OMITS,SATISFIED,OMITS,SOMEWHAT,BUSH,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,1.0130000000000001
STATE,YES,ARAPAHOE AND JEFFERSON COUNTIES,6.0,12.0,21.0,SECOND CALL,50-59,FEMALE,KEYES,THIS YEAR,WORLD AFFAIRS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$100,000 OR MORE",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,TOO CONSERVATIVE,FAVORABLE,FAVORABLE,BUSH,MCCAIN,OMITS,NEITHER,YES,NO,NO,REDUCE VIOLENCE,NOT SATISFIED,UNFAVORABLE,SOMEWHAT,BUSH,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,0.492
STATE,YES,ARAPAHOE AND JEFFERSON COUNTIES,6.0,12.0,22.0,SECOND CALL,50-59,MALE,BUSH,WITHIN LAST 3 DAYS,CAMPAIGN FINANCE REFORM,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$30,000-$49,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,YES,YES,PROTECT GUN RIGHTS,SATISFIED,FAVORABLE,SOMEWHAT,BUSH,REPUBLICAN,NO,CATHOLIC,0.882
STATE,YES,ARAPAHOE AND JEFFERSON COUNTIES,6.0,12.0,23.0,SECOND CALL,50-59,FEMALE,MCCAIN,THIS YEAR,CAMPAIGN FINANCE REFORM,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,NO,STRENGTHEN SOCIAL SECURITY,DEMOCRAT,POST GRADUATE STUDY,PROTESTANT,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,COMPLETE,45-59,50-59,DEMOCRAT,50-64,50-64,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,GORE,GORE,TOO CONSERVATIVE,BUSH,NO,NO,NO,REDUCE VIOLENCE,OMITS,UNFAVORABLE,SOMEWHAT,MCCAIN,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,1.062
STATE,NO,ARAPAHOE AND JEFFERSON COUNTIES,6.0,12.0,24.0,SECOND CALL,60-64,FEMALE,BUSH,THIS YEAR,OMITS,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,NO,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,CATHOLIC,,YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,60+,60+,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,OMITS,NOT CONSERVATIVE ENOUGH,BUSH,YES,YES,NO,OMITS,SATISFIED,OMITS,SOMEWHAT,BUSH,REPUBLICAN,NO,CATHOLIC,1.0130000000000001
STATE,NO,ARAPAHOE AND JEFFERSON COUNTIES,6.0,12.0,25.0,SECOND CALL,65-74,MALE,BUSH,THIS YEAR,MORAL VALUES,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN ALL CASES,YES,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,CATHOLIC,,YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,OMITS,FAVORABLE,FAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,YES,,PROTECT GUN RIGHTS,SATISFIED,FAVORABLE,GREAT DEAL,BUSH,,NO,CATHOLIC,1.039
STATE,NO,ARAPAHOE AND JEFFERSON COUNTIES,6.0,12.0,26.0,SECOND CALL,65-74,FEMALE,BUSH,BEFORE THAT,TAXES,CANDS POSITIONS ON ISSUES,OMITS,ILLEGAL IN MOST CASES,YES,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,,YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,NO,NO,PROTECT GUN RIGHTS,SATISFIED,FAVORABLE,NOT MUCH,BUSH,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,1.0130000000000001
STATE,NO,ARAPAHOE AND JEFFERSON COUNTIES,6.0,12.0,27.0,SECOND CALL,30-39,MALE,BUSH,BEFORE THAT,MORAL VALUES,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,INDEPENDENT,COLLEGE GRADUATE,OTHER CHRISTIAN,"$30,000-$49,000",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,TOO CONSERVATIVE,BUSH,YES,NO,YES,PROTECT GUN RIGHTS,SATISFIED,OMITS,NOT MUCH,BUSH,UNDECLARED/INDEPENDENT,NO,PROTESTANT/OTHER CHRISTIAN,0.882
STATE,NO,ARAPAHOE AND JEFFERSON COUNTIES,6.0,12.0,28.0,SECOND CALL,50-59,FEMALE,BUSH,WITHIN LAST 3 DAYS,CAMPAIGN FINANCE REFORM,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,TAX CUT,INDEPENDENT,COLLEGE GRADUATE,PROTESTANT,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,NOT CONSERVATIVE ENOUGH,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,YES,NO,YES,REDUCE VIOLENCE,NOT SATISFIED,UNFAVORABLE,NOT AT ALL,MCCAIN,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,0.86
STATE,NO,ARAPAHOE AND JEFFERSON COUNTIES,6.0,12.0,29.0,SECOND CALL,65-74,MALE,BUSH,BEFORE THAT,MORAL VALUES,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,REPUBLICAN,POST GRADUATE STUDY,PROTESTANT,,YES,VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,OMITS,NOT CONSERVATIVE ENOUGH,MCCAIN,YES,YES,NO,PROTECT GUN RIGHTS,SATISFIED,OMITS,NOT AT ALL,BUSH,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,1.039
STATE,NO,ARAPAHOE AND JEFFERSON COUNTIES,6.0,12.0,30.0,THIRD CALL,30-39,FEMALE,BUSH,THIS YEAR,MORAL VALUES,CANDS PERSONAL QUALITIES,YES,LEGAL IN MOST CASES,YES,TAX CUT,REPUBLICAN,COLLEGE GRADUATE,OTHER CHRISTIAN,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,NO,YES,PROTECT GUN RIGHTS,SATISFIED,FAVORABLE,SOMEWHAT,BUSH,REPUBLICAN,NO,PROTESTANT/OTHER CHRISTIAN,0.86
