BACKSIDE,GEOCODE,STATE,PREC,SEQ,CALL,AGE9,SEX,REPVOTE,TIME,ISSUE,QUALITY,ISSVQUAL,RELRIGHT,ABORTION,BUSHKNOW,SSTAX,BUSHUNFR,PARTYID,EDUC,RELIGION,INCOME,MCAIUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,QTYPE,AGE4,AGEABC,PARTY,AGE65,AGE75,GWCONSRV,BUSH,MCCAIN,GOREBUSH,GOREMCAN,MCCONSRV,STR8TALK,MCSAYDO,REFORMER,PREVPRI,VETVOTER,PEROTME,BEATDEM,REGREPME,REL5,WEIGHT
COMPLETE,CD 2,20.0,2.0,39.0,THIRD CALL,30-39,FEMALE,BUSH,WITHIN LAST WEEK,TAXES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,OMITS,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,POST GRADUATE STUDY,PROTESTANT,"$30,000-$49,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,OMITS,YES,NO,NO,BUSH,UNENROLLED/INDEPENDENT,PROTESTANT/OTHER CHRISTIAN,0.649
COMPLETE,CD 2,20.0,2.0,40.0,THIRD CALL,30-39,MALE,BUSH,WITHIN LAST WEEK,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,OMITS,OMITS,YES,STRENGTHEN SOCIAL SECURITY,OMITS,REPUBLICAN,HIGH SCHOOL GRADUATE,CATHOLIC,,OMITS,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,FAVORABLE,OMITS,BUSH,OMITS,NOT CONSERVATIVE ENOUGH,BUSH,OMITS,BOTH,YES,NO,NO,BUSH,REPUBLICAN,CATHOLIC,0.616
COMPLETE,CD 2,20.0,2.0,41.0,THIRD CALL,65-74,MALE,MCCAIN,WITHIN LAST 3 DAYS,OMITS,OMITS,OMITS,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,OMITS,INDEPENDENT,HIGH SCHOOL GRADUATE,PROTESTANT,"$30,000-$49,000",OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,60+,60+,INDEPENDENT/OTHER,65+,65-74,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,NEITHER,NO,BOTH,YES,YES,YES,OMITS,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.636
COMPLETE,CD 2,20.0,2.0,42.0,THIRD CALL,25-29,FEMALE,MCCAIN,BEFORE THAT,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,COLLEGE GRADUATE,OTHER CHRISTIAN,"$15,000-$29,000",NO,MODERATE,MODERATE,18-64,18-74,STATE,18-29,25-29,INDEPENDENT/OTHER,25-29,25-29,NOT CONSERVATIVE ENOUGH,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,NO,NO,YES,MCCAIN,UNENROLLED/INDEPENDENT,PROTESTANT/OTHER CHRISTIAN,0.807
COMPLETE,CD 2,20.0,2.0,43.0,THIRD CALL,50-59,MALE,MCCAIN,THIS YEAR,MORAL VALUES,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,COLLEGE GRADUATE,NONE,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,YES,YES,NO,MCCAIN,REPUBLICAN,NONE,0.5660000000000001
COMPLETE,CD 2,20.0,2.0,44.0,THIRD CALL,45-49,MALE,MCCAIN,THIS YEAR,MORAL VALUES,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,YES,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,YES,YES,NO,MCCAIN,REPUBLICAN,CATHOLIC,0.5660000000000001
COMPLETE,CD 2,20.0,12.0,1.0,FIRST CALL,50-59,MALE,MCCAIN,THIS YEAR,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,HIGH SCHOOL GRADUATE,NONE,,NO,MODERATE,MODERATE,18-64,18-74,STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,OMITS,UNFAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,YES,NEITHER,YES,YES,YES,MCCAIN,REPUBLICAN,NONE,0.9520000000000001
COMPLETE,CD 2,20.0,12.0,2.0,FIRST CALL,50-59,FEMALE,BUSH,WITHIN LAST WEEK,WORLD AFFAIRS,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,TAX CUT,NO,INDEPENDENT,HIGH SCHOOL GRADUATE,PROTESTANT,"$15,000-$29,000",YES,MODERATE,MODERATE,18-64,18-74,STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,NOT CONSERVATIVE ENOUGH,FAVORABLE,UNFAVORABLE,BUSH,GORE,NOT CONSERVATIVE ENOUGH,NEITHER,NO,NEITHER,NO,NO,NO,BUSH,UNENROLLED/INDEPENDENT,PROTESTANT/OTHER CHRISTIAN,1.091
COMPLETE,CD 2,20.0,12.0,3.0,FIRST CALL,75+,MALE,BUSH,WITHIN LAST WEEK,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,DID NOT COMPLETE HIGH SCHOOL,PROTESTANT,"$15,000-$29,000",NO,MODERATE,MODERATE,65+,75+,STATE,60+,60+,REPUBLICAN,65+,75+,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,BOTH,NO,BOTH,YES,NO,NO,BUSH,,PROTESTANT/OTHER CHRISTIAN,1.163
COMPLETE,CD 2,20.0,12.0,4.0,FIRST CALL,65-74,MALE,BUSH,THIS YEAR,SOCIAL SECURITY/MEDICARE,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,PROTESTANT,"UNDER $15,000",YES,MODERATE,MODERATE,65+,18-74,STATE,60+,60+,REPUBLICAN,65+,65-74,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,OMITS,OMITS,BUSH,YES,BUSH,YES,NO,OMITS,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,1.163
COMPLETE,CD 2,20.0,12.0,5.0,FIRST CALL,50-59,FEMALE,BUSH,THIS YEAR,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,YES,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,PROTESTANT,"UNDER $15,000",YES,MODERATE,MODERATE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,OMITS,NOT CONSERVATIVE ENOUGH,BUSH,YES,NEITHER,YES,NO,NO,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,1.091
COMPLETE,CD 2,20.0,12.0,6.0,FIRST CALL,75+,FEMALE,BUSH,WITHIN LAST 3 DAYS,MORAL VALUES,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,PROTESTANT,,YES,MODERATE,MODERATE,65+,75+,STATE,60+,60+,REPUBLICAN,65+,75+,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,OMITS,BOTH,OMITS,OMITS,YES,NO,NO,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,1.224
COMPLETE,CD 2,20.0,12.0,7.0,FIRST CALL,45-49,MALE,MCCAIN,WITHIN LAST 3 DAYS,CAMPAIGN FINANCE REFORM,NOT TYPICAL POLITICIAN,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,TAX CUT,YES,INDEPENDENT,COLLEGE GRADUATE,OTHER CHRISTIAN,"$75,000-$99,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,NO,BOTH,YES,YES,NO,MCCAIN,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.9520000000000001
COMPLETE,CD 2,20.0,12.0,8.0,FIRST CALL,65-74,MALE,BUSH,WITHIN LAST 3 DAYS,SOCIAL SECURITY/MEDICARE,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,YES,LEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,DID NOT COMPLETE HIGH SCHOOL,PROTESTANT,"UNDER $15,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,60+,60+,REPUBLICAN,65+,65-74,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,BUSH,YES,NO,YES,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,1.163
COMPLETE,CD 2,20.0,12.0,9.0,FIRST CALL,40-44,MALE,MCCAIN,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,HIGH SCHOOL GRADUATE,PROTESTANT,"$15,000-$29,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,NOT CONSERVATIVE ENOUGH,FAVORABLE,FAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,MCCAIN,NO,MCCAIN,NO,YES,NO,MCCAIN,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.9520000000000001
COMPLETE,CD 2,20.0,12.0,10.0,FIRST CALL,50-59,MALE,BUSH,THIS YEAR,SOCIAL SECURITY/MEDICARE,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,PROTESTANT,"$15,000-$29,000",NO,MODERATE,MODERATE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,BOTH,YES,YES,NO,BUSH,,PROTESTANT/OTHER CHRISTIAN,1.036
COMPLETE,CD 2,20.0,12.0,11.0,FIRST CALL,60-64,FEMALE,MCCAIN,THIS YEAR,OMITS,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,"$15,000-$29,000",NO,MODERATE,MODERATE,18-64,18-74,STATE,60+,60+,INDEPENDENT/OTHER,50-64,50-64,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,NO,NO,YES,MCCAIN,UNENROLLED/INDEPENDENT,PROTESTANT/OTHER CHRISTIAN,1.125
COMPLETE,CD 2,20.0,12.0,12.0,FIRST CALL,65-74,MALE,MCCAIN,WITHIN LAST WEEK,MORAL VALUES,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,TAX CUT,YES,REPUBLICAN,HIGH SCHOOL GRADUATE,PROTESTANT,"$15,000-$29,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,60+,60+,REPUBLICAN,65+,65-74,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,YES,BOTH,YES,,YES,MCCAIN,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,1.069
COMPLETE,CD 2,20.0,12.0,13.0,FIRST CALL,50-59,,BUSH,THIS YEAR,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,INDEPENDENT,POST GRADUATE STUDY,PROTESTANT,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,TOO CONSERVATIVE,BOTH,YES,BUSH,,NO,NO,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,1.091
COMPLETE,CD 2,20.0,12.0,14.0,SECOND CALL,18-24,MALE,MCCAIN,WITHIN LAST WEEK,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,YES,REPUBLICAN,DID NOT COMPLETE HIGH SCHOOL,PROTESTANT,"$30,000-$49,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,18-29,18-24,REPUBLICAN,18-24,18-24,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,NO,NEITHER,NO,NO,NO,BUSH,NOT REGISTERED,PROTESTANT/OTHER CHRISTIAN,1.291
COMPLETE,CD 2,20.0,12.0,15.0,SECOND CALL,45-49,FEMALE,MCCAIN,TODAY,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,COLLEGE GRADUATE,OTHER CHRISTIAN,"$50,000-$74,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,OMITS,MCCAIN,NOT CONSERVATIVE ENOUGH,MCCAIN,NO,NEITHER,YES,NO,NO,MCCAIN,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,1.002
COMPLETE,CD 2,20.0,12.0,16.0,SECOND CALL,50-59,MALE,BUSH,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$50,000-$74,999",YES,MODERATE,MODERATE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,BOTH,NO,BOTH,YES,NO,NO,OMITS,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,1.036
COMPLETE,CD 2,20.0,12.0,17.0,SECOND CALL,50-59,FEMALE,BUSH,BEFORE THAT,OMITS,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,OMITS,REPUBLICAN,HIGH SCHOOL GRADUATE,PROTESTANT,"$15,000-$29,000",OMITS,,,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,OMITS,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,OMITS,BUSH,OMITS,OMITS,YES,NO,NO,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,1.091
COMPLETE,CD 2,20.0,12.0,18.0,SECOND CALL,45-49,FEMALE,BUSH,THIS YEAR,ABORTION,STRONG LEADER,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$15,000-$29,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,NOT CONSERVATIVE ENOUGH,FAVORABLE,FAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,MCCAIN,NO,BUSH,YES,NO,NO,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,1.091
COMPLETE,CD 2,20.0,12.0,19.0,SECOND CALL,18-24,FEMALE,BUSH,THIS YEAR,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"UNDER $15,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,18-29,18-24,REPUBLICAN,18-24,18-24,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,BUSH,NO,NO,NO,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,1.478
COMPLETE,CD 2,20.0,12.0,20.0,SECOND CALL,50-59,FEMALE,BUSH,THIS YEAR,EDUCATION,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,NEITHER,YES,NO,NO,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,1.091
COMPLETE,CD 2,20.0,12.0,21.0,SECOND CALL,50-59,MALE,BUSH,THIS YEAR,CAMPAIGN FINANCE REFORM,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,YES,TAX CUT,NO,INDEPENDENT,HIGH SCHOOL GRADUATE,PROTESTANT,"$15,000-$29,000",YES,MODERATE,MODERATE,18-64,18-74,STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,BUSH,YES,BOTH,YES,YES,NO,BUSH,UNENROLLED/INDEPENDENT,PROTESTANT/OTHER CHRISTIAN,1.036
COMPLETE,CD 2,20.0,12.0,22.0,SECOND CALL,50-59,MALE,BUSH,TODAY,ABORTION,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,POST GRADUATE STUDY,PROTESTANT,"$50,000-$74,999",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,NOT CONSERVATIVE ENOUGH,FAVORABLE,OMITS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,NEITHER,OMITS,NEITHER,YES,NO,NO,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,1.036
COMPLETE,CD 2,20.0,12.0,23.0,SECOND CALL,50-59,MALE,BUSH,THIS YEAR,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,POST GRADUATE STUDY,PROTESTANT,"$75,000-$99,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,OMITS,YES,BUSH,YES,YES,NO,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,1.036
COMPLETE,CD 2,20.0,12.0,24.0,SECOND CALL,45-49,FEMALE,BUSH,TODAY,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$75,000-$99,999",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,NEITHER,YES,NO,NO,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,1.091
COMPLETE,CD 2,20.0,12.0,25.0,SECOND CALL,50-59,MALE,MCCAIN,THIS YEAR,WORLD AFFAIRS,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN ALL CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,POST GRADUATE STUDY,CATHOLIC,"$30,000-$49,000",YES,MODERATE,MODERATE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,NOT CONSERVATIVE ENOUGH,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,YES,YES,YES,MCCAIN,REPUBLICAN,CATHOLIC,0.9520000000000001
COMPLETE,CD 2,20.0,12.0,26.0,SECOND CALL,40-44,FEMALE,BUSH,TODAY,MORAL VALUES,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,HIGH SCHOOL GRADUATE,PROTESTANT,"$50,000-$74,999",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,NOT CONSERVATIVE ENOUGH,FAVORABLE,UNFAVORABLE,BUSH,OMITS,NOT CONSERVATIVE ENOUGH,NEITHER,OMITS,BUSH,YES,NO,YES,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,1.091
COMPLETE,CD 2,20.0,12.0,27.0,SECOND CALL,65-74,,MCCAIN,THIS YEAR,ABORTION,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,HIGH SCHOOL GRADUATE,PROTESTANT,"UNDER $15,000",NO,MODERATE,MODERATE,65+,18-74,STATE,60+,60+,REPUBLICAN,65+,65-74,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,YES,YES,NO,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,1.069
COMPLETE,CD 2,20.0,12.0,28.0,SECOND CALL,45-49,MALE,BUSH,BEFORE THAT,ABORTION,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,TAX CUT,YES,REPUBLICAN,POST GRADUATE STUDY,PROTESTANT,"$50,000-$74,999",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,OMITS,BOTH,YES,NO,NO,MCCAIN,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,1.036
COMPLETE,CD 2,20.0,12.0,29.0,SECOND CALL,60-64,,MCCAIN,THIS YEAR,OMITS,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,OMITS,ILLEGAL IN ALL CASES,OMITS,STRENGTHEN SOCIAL SECURITY,NO,INDEPENDENT,COLLEGE GRADUATE,,"$30,000-$49,000",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,60+,60+,INDEPENDENT/OTHER,50-64,50-64,NOT CONSERVATIVE ENOUGH,OMITS,OMITS,GORE,MCCAIN,ABOUT RIGHT,BOTH,NO,NEITHER,YES,YES,NO,MCCAIN,UNENROLLED/INDEPENDENT,,1.125
COMPLETE,CD 2,20.0,12.0,30.0,SECOND CALL,50-59,FEMALE,BUSH,BEFORE THAT,OMITS,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,PROTESTANT,"$75,000-$99,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,OMITS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,OMITS,OMITS,YES,NO,NO,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,1.091
COMPLETE,CD 2,20.0,12.0,31.0,SECOND CALL,50-59,MALE,BUSH,THIS YEAR,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,POST GRADUATE STUDY,PROTESTANT,"$75,000-$99,999",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,MCCAIN,YES,BOTH,YES,YES,NO,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,1.036
COMPLETE,CD 2,20.0,12.0,32.0,SECOND CALL,50-59,FEMALE,BUSH,TODAY,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$50,000-$74,999",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BOTH,NO,BOTH,YES,NO,NO,MCCAIN,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,1.091
