STATE,PREC,SEQ,CALL,AGE9,RACE,SEX,DEMVOTE,TIME,ISSUE,QUALITY,CLINTON,ISSVQUAL,ABORTION,BUSHKNOW,FINSIT,UNION,PARTYID,EDUC,RELIGION,BRADUNFR,INCOME,GOREUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,GORE2LIB,BRAD2LIB,BACKSIDE,AGE4,AGEABC,PARTY,AGE65,AGE75,WGT,BUSH,MCCAIN,GOREBUSH,GOREMCAN,PREVPRIN,VETVOTER,MCRRIGHT,VERSION,ONLYDEMS,GORE,BRADLEY,BCPERSON,BEATDEM,GAY,HISPANIC,QRACE,REL5,REGCA,NOVCHOIC,REGION,WEIGHT
5.0,2.0,66.0,THIRD CALL,60-64,BLACK,MALE,GORE,BEFORE THAT,ECONOMY/JOBS,STANDS UP FOR BELIEFS,APPROVE,CANDS POSITIONS ON ISSUES,,,BETTER,YES,DEMOCRAT,,,YES,"$50,000-$74,999",NO,VERY LIBERAL,LIBERAL,18-64,18-74,ABOUT RIGHT,ABOUT RIGHT,COMPLETE,60+,60+,DEMOCRAT,50-64,50-64,1095.0,,,GORE,GORE,YES,,,YELLOW,GORE,,,FAVORABLE,,NO,NO,BLACK,,DEMOCRAT,SATISFIED,OTHERS,1.095
5.0,2.0,67.0,THIRD CALL,18-24,BLACK,MALE,GORE,BEFORE THAT,EDUCATION,HAS THE RIGHT EXPERIENCE,APPROVE,CANDS PERSONAL QUALITIES,,,BETTER,YES,DEMOCRAT,,,NO,"$75,000-$99,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,ABOUT RIGHT,NOT LIBERAL ENOUGH,COMPLETE,18-29,18-24,DEMOCRAT,18-24,18-24,880.0,,,GORE,GORE,NO,,,YELLOW,GORE,,,FAVORABLE,,NO,NO,BLACK,,DEMOCRAT,SATISFIED,OTHERS,0.88
5.0,2.0,68.0,THIRD CALL,65-74,BLACK,MALE,GORE,BEFORE THAT,SOCIAL SECURITY/MEDICARE,HAS THE RIGHT EXPERIENCE,APPROVE,CANDS PERSONAL QUALITIES,,,BETTER,NO,DEMOCRAT,,,YES,"$50,000-$74,999",NO,MODERATE,MODERATE,65+,18-74,ABOUT RIGHT,ABOUT RIGHT,COMPLETE,60+,60+,DEMOCRAT,65+,65-74,1095.0,,,GORE,GORE,YES,,,YELLOW,GORE,,,FAVORABLE,,NO,NO,BLACK,,DEMOCRAT,SATISFIED,OTHERS,1.095
5.0,2.0,69.0,THIRD CALL,18-24,WHITE,FEMALE,BRADLEY,,,,,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,NO,,,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,SOMETHING ELSE,,"$15,000-$29,000",,VERY LIBERAL,LIBERAL,18-64,18-74,,,COMPLETE,18-29,18-24,DEMOCRAT,18-24,18-24,634.0,UNFAVORABLE,UNFAVORABLE,,,,NO,NOT AT ALL,WHITE,,FAVORABLE,FAVORABLE,,MCCAIN,YES,NO,WHITE,SOMETHING ELSE,DEMOCRAT,,OTHERS,0.634
5.0,2.0,70.0,THIRD CALL,45-49,BLACK,FEMALE,GORE,,,,,CANDS POSITIONS ON ISSUES,ILLEGAL IN ALL CASES,YES,,,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,,"$75,000-$99,999",,MODERATE,MODERATE,18-64,18-74,,,COMPLETE,45-59,40-49,DEMOCRAT,40-49,40-49,770.0,FAVORABLE,UNFAVORABLE,,,,YES,GREAT DEAL,WHITE,,FAVORABLE,FAVORABLE,,BUSH,NO,,BLACK,PROTESTANT/OTHER CHRISTIAN,DEMOCRAT,,OTHERS,0.77
5.0,2.0,71.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,,,,,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,NO,,,DEMOCRAT,COLLEGE GRADUATE,NONE,,"UNDER $15,000",,VERY LIBERAL,LIBERAL,18-64,18-74,,,COMPLETE,18-29,18-24,DEMOCRAT,18-24,18-24,859.0,UNFAVORABLE,FAVORABLE,,,,NO,NOT AT ALL,WHITE,,FAVORABLE,FAVORABLE,,MCCAIN,NO,NO,WHITE,NONE,DEMOCRAT,,OTHERS,0.859
5.0,2.0,73.0,THIRD CALL,30-39,BLACK,MALE,GORE,,,,,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,YES,,,DEMOCRAT,COLLEGE GRADUATE,OTHER CHRISTIAN,,"$75,000-$99,999",,VERY LIBERAL,LIBERAL,18-64,18-74,,,COMPLETE,30-44,30-39,DEMOCRAT,30-39,30-39,1031.0,UNFAVORABLE,UNFAVORABLE,,,,NO,NOT AT ALL,WHITE,,FAVORABLE,FAVORABLE,,BUSH,NO,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,DEMOCRAT,,OTHERS,1.031
5.0,2.0,74.0,THIRD CALL,65-74,BLACK,FEMALE,GORE,,,,,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,NO,,,DEMOCRAT,POST GRADUATE STUDY,CATHOLIC,,"$50,000-$74,999",,MODERATE,MODERATE,65+,18-74,,,COMPLETE,60+,60+,DEMOCRAT,65+,65-74,817.0,UNFAVORABLE,UNFAVORABLE,,,,NO,NOT AT ALL,WHITE,,FAVORABLE,UNFAVORABLE,,MCCAIN,YES,NO,BLACK,CATHOLIC,DEMOCRAT,,OTHERS,0.8170000000000001
5.0,2.0,75.0,THIRD CALL,65-74,WHITE,MALE,GORE,,,,,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,NO,,,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,,"$50,000-$74,999",,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,,,COMPLETE,60+,60+,DEMOCRAT,65+,65-74,1434.0,UNFAVORABLE,UNFAVORABLE,,,,YES,NOT MUCH,WHITE,,FAVORABLE,FAVORABLE,,MCCAIN,NO,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,DEMOCRAT,,OTHERS,1.434
5.0,2.0,76.0,THIRD CALL,65-74,BLACK,MALE,GORE,,,,,OMITS,OMITS,NO,,,,,,,,,,,65+,18-74,,,NOT COMPLETE,60+,60+,,65+,65-74,1095.0,OMITS,OMITS,,,,,NOT AT ALL,WHITE,,OMITS,OMITS,,OMITS,,,BLACK,,DEMOCRAT,,OTHERS,1.095
5.0,2.0,77.0,THIRD CALL,50-59,,FEMALE,GORE,,,,,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,NO,,,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,,"$30,000-$49,000",,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,,,COMPLETE,45-59,50-59,DEMOCRAT,50-64,50-64,1007.0,UNFAVORABLE,UNFAVORABLE,,,,NO,SOMEWHAT,WHITE,,FAVORABLE,FAVORABLE,,BUSH,NO,NO,,PROTESTANT/OTHER CHRISTIAN,DEMOCRAT,,OTHERS,1.0070000000000001
5.0,2.0,79.0,THIRD CALL,25-29,,FEMALE,GORE,,,,,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,NO,,,INDEPENDENT,COLLEGE GRADUATE,SOMETHING ELSE,,"$30,000-$49,000",,VERY LIBERAL,LIBERAL,18-64,18-74,,,COMPLETE,18-29,25-29,INDEPENDENT/OTHER,25-29,25-29,859.0,UNFAVORABLE,UNFAVORABLE,,,,NO,NOT MUCH,WHITE,,UNFAVORABLE,UNFAVORABLE,,OMITS,NO,NO,,SOMETHING ELSE,DEMOCRAT,,OTHERS,0.859
5.0,2.0,81.0,THIRD CALL,18-24,WHITE,FEMALE,BRADLEY,,,,,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,YES,,,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,,"$100,000 OR MORE",,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,,,COMPLETE,18-29,18-24,DEMOCRAT,18-24,18-24,634.0,UNFAVORABLE,UNFAVORABLE,,,,NO,NOT AT ALL,WHITE,,FAVORABLE,FAVORABLE,,BUSH,YES,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,DEMOCRAT,,OTHERS,0.634
5.0,2.0,82.0,THIRD CALL,40-44,,,GORE,,,,,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,NO,,,DEMOCRAT,COLLEGE GRADUATE,,,"$75,000-$99,999",,MODERATE,MODERATE,18-64,18-74,,,COMPLETE,30-44,40-49,DEMOCRAT,40-49,40-49,1349.0,UNFAVORABLE,UNFAVORABLE,,,,NO,OMITS,WHITE,,FAVORABLE,FAVORABLE,,OMITS,NO,NO,,,DEMOCRAT,,OTHERS,1.349
5.0,2.0,83.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,,,,,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,NO,,,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,NONE,,"UNDER $15,000",,VERY LIBERAL,LIBERAL,18-64,18-74,,,COMPLETE,18-29,18-24,DEMOCRAT,18-24,18-24,859.0,UNFAVORABLE,UNFAVORABLE,,,,NO,NOT AT ALL,WHITE,,FAVORABLE,FAVORABLE,,OMITS,YES,NO,WHITE,NONE,DEMOCRAT,,OTHERS,0.859
5.0,2.0,84.0,THIRD CALL,45-49,WHITE,FEMALE,BRADLEY,,,,,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,NO,,,INDEPENDENT,COLLEGE GRADUATE,NONE,,"$100,000 OR MORE",,MODERATE,MODERATE,18-64,18-74,,,COMPLETE,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,742.0,UNFAVORABLE,UNFAVORABLE,,,,NO,NOT MUCH,WHITE,,FAVORABLE,FAVORABLE,,BUSH,YES,NO,WHITE,NONE,DEMOCRAT,,OTHERS,0.742
5.0,2.0,86.0,THIRD CALL,18-24,WHITE,FEMALE,BRADLEY,,,,,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,NO,,,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,NONE,,"UNDER $15,000",,VERY LIBERAL,LIBERAL,18-64,18-74,,,COMPLETE,18-29,18-24,DEMOCRAT,18-24,18-24,634.0,UNFAVORABLE,UNFAVORABLE,,,,NO,NOT AT ALL,WHITE,,FAVORABLE,FAVORABLE,,BUSH,NO,NO,WHITE,NONE,DEMOCRAT,,OTHERS,0.634
5.0,2.0,87.0,THIRD CALL,18-24,ASIAN,FEMALE,BRADLEY,,,,,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,NO,,,DEMOCRAT,POST GRADUATE STUDY,SOMETHING ELSE,,"UNDER $15,000",,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,,,COMPLETE,18-29,18-24,DEMOCRAT,18-24,18-24,634.0,UNFAVORABLE,UNFAVORABLE,,,,NO,NOT AT ALL,WHITE,,UNFAVORABLE,FAVORABLE,,MCCAIN,NO,NO,ASIAN,SOMETHING ELSE,DEMOCRAT,,OTHERS,0.634
5.0,2.0,91.0,THIRD CALL,25-29,HISPANIC/LATINO,FEMALE,GORE,,,,,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,NO,,,DEMOCRAT,POST GRADUATE STUDY,CATHOLIC,,"$75,000-$99,999",,MODERATE,MODERATE,18-64,18-74,,,COMPLETE,18-29,25-29,DEMOCRAT,25-29,25-29,658.0,UNFAVORABLE,FAVORABLE,,,,NO,NOT AT ALL,WHITE,,FAVORABLE,UNFAVORABLE,,MCCAIN,NO,YES,HISPANIC/LATINO,CATHOLIC,DEMOCRAT,,OTHERS,0.658
5.0,2.0,92.0,THIRD CALL,50-59,BLACK,FEMALE,GORE,,,,,OMITS,LEGAL IN ALL CASES,NO,,,INDEPENDENT,COLLEGE GRADUATE,PROTESTANT,,"$30,000-$49,000",,,,18-64,18-74,,,COMPLETE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,770.0,UNFAVORABLE,UNFAVORABLE,,,,NO,GREAT DEAL,WHITE,,UNFAVORABLE,UNFAVORABLE,,BUSH,NO,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,DEMOCRAT,,OTHERS,0.77
5.0,2.0,94.0,THIRD CALL,25-29,,MALE,BRADLEY,,,,,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,NO,,,DEMOCRAT,HIGH SCHOOL GRADUATE,NONE,,,,MODERATE,MODERATE,18-64,18-74,,,COMPLETE,18-29,25-29,DEMOCRAT,25-29,25-29,849.0,UNFAVORABLE,UNFAVORABLE,,,,YES,NOT MUCH,WHITE,,FAVORABLE,FAVORABLE,,BUSH,NO,NO,,NONE,DEMOCRAT,,OTHERS,0.849
5.0,2.0,95.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,,,,,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,NO,,,DEMOCRAT,POST GRADUATE STUDY,PROTESTANT,,"$75,000-$99,999",,VERY LIBERAL,LIBERAL,18-64,18-74,,,COMPLETE,18-29,25-29,DEMOCRAT,25-29,25-29,859.0,UNFAVORABLE,UNFAVORABLE,,,,YES,NOT AT ALL,WHITE,,FAVORABLE,FAVORABLE,,MCCAIN,YES,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,DEMOCRAT,,OTHERS,0.859
5.0,2.0,96.0,THIRD CALL,18-24,WHITE,FEMALE,BRADLEY,,,,,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,NO,,,SOMETHING ELSE,HIGH SCHOOL GRADUATE,NONE,,"$15,000-$29,000",,VERY LIBERAL,LIBERAL,18-64,18-74,,,COMPLETE,18-29,18-24,INDEPENDENT/OTHER,18-24,18-24,634.0,UNFAVORABLE,UNFAVORABLE,,,,NO,NOT AT ALL,WHITE,,OMITS,FAVORABLE,,OMITS,YES,NO,WHITE,NONE,DEMOCRAT,,OTHERS,0.634
5.0,2.0,99.0,THIRD CALL,50-59,WHITE,FEMALE,BRADLEY,,,,,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,NO,,,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,,"$75,000-$99,999",,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,,,COMPLETE,45-59,50-59,DEMOCRAT,50-64,50-64,742.0,UNFAVORABLE,FAVORABLE,,,,NO,NOT AT ALL,WHITE,,UNFAVORABLE,FAVORABLE,,BUSH,NO,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,DEMOCRAT,,OTHERS,0.742
5.0,2.0,100.0,THIRD CALL,18-24,HISPANIC/LATINO,FEMALE,GORE,,,,,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,NO,,,DEMOCRAT,COLLEGE GRADUATE,PROTESTANT,,"UNDER $15,000",,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,,,COMPLETE,18-29,18-24,DEMOCRAT,18-24,18-24,658.0,UNFAVORABLE,FAVORABLE,,,,NO,NOT AT ALL,WHITE,,FAVORABLE,UNFAVORABLE,,MCCAIN,YES,YES,HISPANIC/LATINO,PROTESTANT/OTHER CHRISTIAN,DEMOCRAT,,OTHERS,0.658
5.0,2.0,101.0,THIRD CALL,25-29,BLACK,FEMALE,GORE,,,,,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,NO,,,DEMOCRAT,COLLEGE GRADUATE,SOMETHING ELSE,,"$15,000-$29,000",,MODERATE,MODERATE,18-64,18-74,,,COMPLETE,18-29,25-29,DEMOCRAT,25-29,25-29,658.0,UNFAVORABLE,UNFAVORABLE,,,,NO,NOT AT ALL,WHITE,,FAVORABLE,UNFAVORABLE,,BUSH,NO,NO,BLACK,SOMETHING ELSE,DEMOCRAT,,OTHERS,0.658
5.0,2.0,102.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,,,,,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,YES,,,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,,"$30,000-$49,000",,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,,,COMPLETE,30-44,30-39,DEMOCRAT,30-39,30-39,770.0,FAVORABLE,UNFAVORABLE,,,,NO,GREAT DEAL,WHITE,,UNFAVORABLE,UNFAVORABLE,,BUSH,NO,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,DEMOCRAT,,OTHERS,0.77
5.0,2.0,103.0,THIRD CALL,18-24,WHITE,FEMALE,BRADLEY,,,,,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,NO,,,DEMOCRAT,HIGH SCHOOL GRADUATE,NONE,,"$50,000-$74,999",,VERY LIBERAL,LIBERAL,18-64,18-74,,,COMPLETE,18-29,18-24,DEMOCRAT,18-24,18-24,634.0,UNFAVORABLE,UNFAVORABLE,,,,NO,NOT AT ALL,WHITE,,FAVORABLE,FAVORABLE,,BUSH,YES,NO,WHITE,NONE,DEMOCRAT,,OTHERS,0.634
5.0,2.0,104.0,THIRD CALL,18-24,OTHER,FEMALE,BRADLEY,,,,,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,NO,,,INDEPENDENT,HIGH SCHOOL GRADUATE,NONE,,,,VERY LIBERAL,LIBERAL,18-64,18-74,,,COMPLETE,18-29,18-24,INDEPENDENT/OTHER,18-24,18-24,634.0,UNFAVORABLE,UNFAVORABLE,,,,NO,GREAT DEAL,WHITE,,FAVORABLE,FAVORABLE,,BUSH,NO,NO,OTHER,NONE,DEMOCRAT,,OTHERS,0.634
5.0,2.0,105.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,,,,,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,NO,,,DEMOCRAT,COLLEGE GRADUATE,NONE,,"$50,000-$74,999",,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,,,COMPLETE,45-59,40-49,DEMOCRAT,40-49,40-49,1007.0,UNFAVORABLE,UNFAVORABLE,,,,NO,NOT MUCH,WHITE,,FAVORABLE,FAVORABLE,,BUSH,NO,NO,WHITE,NONE,DEMOCRAT,,OTHERS,1.0070000000000001
5.0,2.0,106.0,THIRD CALL,18-24,ASIAN,FEMALE,BRADLEY,,,,,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,NO,,,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,,"$50,000-$74,999",,MODERATE,MODERATE,18-64,18-74,,,COMPLETE,18-29,18-24,DEMOCRAT,18-24,18-24,634.0,UNFAVORABLE,UNFAVORABLE,,,,NO,GREAT DEAL,WHITE,,UNFAVORABLE,FAVORABLE,,BUSH,YES,NO,ASIAN,PROTESTANT/OTHER CHRISTIAN,DEMOCRAT,,OTHERS,0.634
5.0,2.0,107.0,THIRD CALL,75+,BLACK,MALE,GORE,,,,,CANDS PERSONAL QUALITIES,ILLEGAL IN ALL CASES,NO,,,DEMOCRAT,HIGH SCHOOL GRADUATE,PROTESTANT,,"$30,000-$49,000",,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,,,COMPLETE,60+,60+,DEMOCRAT,65+,75+,1095.0,UNFAVORABLE,FAVORABLE,,,,YES,NOT MUCH,WHITE,,FAVORABLE,FAVORABLE,,MCCAIN,NO,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,DEMOCRAT,,OTHERS,1.095
5.0,2.0,109.0,THIRD CALL,18-24,WHITE,FEMALE,BRADLEY,,,,,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,NO,,,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,NONE,,"$75,000-$99,999",,VERY LIBERAL,LIBERAL,18-64,18-74,,,COMPLETE,18-29,18-24,DEMOCRAT,18-24,18-24,634.0,UNFAVORABLE,UNFAVORABLE,,,,NO,SOMEWHAT,WHITE,,FAVORABLE,FAVORABLE,,MCCAIN,YES,NO,WHITE,NONE,DEMOCRAT,,OTHERS,0.634
5.0,2.0,110.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,,,,,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,NO,,,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,NONE,,"$100,000 OR MORE",,VERY LIBERAL,LIBERAL,18-64,18-74,,,COMPLETE,18-29,18-24,DEMOCRAT,18-24,18-24,859.0,UNFAVORABLE,UNFAVORABLE,,,,NO,GREAT DEAL,WHITE,,FAVORABLE,UNFAVORABLE,,BUSH,YES,NO,WHITE,NONE,DEMOCRAT,,OTHERS,0.859
5.0,3.0,2.0,FIRST CALL,,BLACK,,GORE,,,,,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,NO,,,DEMOCRAT,,OTHER CHRISTIAN,,"$15,000-$29,000",,MODERATE,MODERATE,,,,,COMPLETE,,,DEMOCRAT,,,974.0,UNFAVORABLE,UNFAVORABLE,,,,NO,NOT AT ALL,WHITE,,FAVORABLE,UNFAVORABLE,,OMITS,NO,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,DEMOCRAT,,OTHERS,0.974
5.0,3.0,3.0,SECOND CALL,65-74,BLACK,MALE,GORE,BEFORE THAT,HEALTH CARE,STRONG LEADER,OMITS,OMITS,,,OMITS,,,,,OMITS,,OMITS,,,65+,18-74,OMITS,OMITS,NOT COMPLETE,60+,60+,,65+,65-74,1387.0,,,GORE,GORE,OMITS,,,YELLOW,OMITS,,,OMITS,,,,BLACK,,DEMOCRAT,OMITS,OTHERS,1.387
5.0,3.0,4.0,SECOND CALL,30-39,BLACK,MALE,BRADLEY,,,,,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,YES,,,DEMOCRAT,COLLEGE GRADUATE,OTHER CHRISTIAN,,"UNDER $15,000",,MODERATE,MODERATE,18-64,18-74,,,COMPLETE,30-44,30-39,DEMOCRAT,30-39,30-39,964.0,FAVORABLE,UNFAVORABLE,,,,NO,NOT AT ALL,WHITE,,FAVORABLE,FAVORABLE,,BUSH,NO,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,DEMOCRAT,,OTHERS,0.964
5.0,3.0,5.0,THIRD CALL,50-59,BLACK,MALE,GORE,BEFORE THAT,OMITS,OMITS,APPROVE,OMITS,,,BETTER,YES,DEMOCRAT,,,YES,"$75,000-$99,999",YES,MODERATE,MODERATE,18-64,18-74,OMITS,OMITS,COMPLETE,45-59,50-59,DEMOCRAT,50-64,50-64,1305.0,,,GORE,GORE,YES,,,YELLOW,GORE,,,FAVORABLE,,NO,NO,BLACK,,DEMOCRAT,SATISFIED,OTHERS,1.305
5.0,3.0,6.0,THIRD CALL,30-39,BLACK,MALE,GORE,BEFORE THAT,SOCIAL SECURITY/MEDICARE,HAS THE RIGHT EXPERIENCE,APPROVE,OMITS,,,BETTER,YES,DEMOCRAT,,,OMITS,"$75,000-$99,999",OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,OMITS,OMITS,COMPLETE,30-44,30-39,DEMOCRAT,30-39,30-39,1305.0,,,GORE,OMITS,OMITS,,,YELLOW,OMITS,,,FAVORABLE,,NO,,BLACK,,DEMOCRAT,OMITS,OTHERS,1.305
5.0,3.0,7.0,THIRD CALL,18-24,BLACK,FEMALE,GORE,BEFORE THAT,OMITS,HAS THE RIGHT EXPERIENCE,OMITS,OMITS,,,OMITS,,,,,OMITS,,OMITS,,,18-64,18-74,OMITS,OMITS,NOT COMPLETE,18-29,18-24,,18-24,18-24,831.0,,,GORE,GORE,NO,,,YELLOW,OMITS,,,OMITS,,,,BLACK,,DEMOCRAT,OMITS,OTHERS,0.8310000000000001
5.0,3.0,8.0,THIRD CALL,50-59,BLACK,FEMALE,GORE,THIS YEAR,RACE RELATIONS,STRONG LEADER,APPROVE,CANDS POSITIONS ON ISSUES,,,BETTER,YES,DEMOCRAT,,,YES,"$75,000-$99,999",NO,VERY LIBERAL,LIBERAL,18-64,18-74,ABOUT RIGHT,ABOUT RIGHT,COMPLETE,45-59,50-59,DEMOCRAT,50-64,50-64,974.0,,,GORE,GORE,OMITS,,,YELLOW,GORE,,,FAVORABLE,,NO,NO,BLACK,,DEMOCRAT,NOT SATISFIED,OTHERS,0.974
5.0,3.0,9.0,THIRD CALL,25-29,BLACK,FEMALE,GORE,WITHIN LAST WEEK,EDUCATION,STRONG LEADER,DISAPPROVE,CANDS POSITIONS ON ISSUES,,,BETTER,YES,DEMOCRAT,,,YES,"UNDER $15,000",YES,VERY LIBERAL,LIBERAL,18-64,18-74,TOO LIBERAL,TOO LIBERAL,COMPLETE,18-29,25-29,DEMOCRAT,25-29,25-29,831.0,,,GORE,GORE,YES,,,YELLOW,GORE,,,FAVORABLE,,NO,NO,BLACK,,DEMOCRAT,NOT SATISFIED,OTHERS,0.8310000000000001
5.0,3.0,11.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,BEFORE THAT,OMITS,OMITS,APPROVE,OMITS,,,SAME,YES,DEMOCRAT,,,OMITS,"$30,000-$49,000",OMITS,VERY LIBERAL,LIBERAL,18-64,18-74,ABOUT RIGHT,ABOUT RIGHT,COMPLETE,30-44,40-49,DEMOCRAT,40-49,40-49,974.0,,,GORE,GORE,YES,,,YELLOW,GORE,,,FAVORABLE,,NO,NO,BLACK,,DEMOCRAT,SATISFIED,OTHERS,0.974
5.0,3.0,12.0,THIRD CALL,30-39,HISPANIC/LATINO,MALE,GORE,THIS YEAR,ECONOMY/JOBS,HAS THE RIGHT EXPERIENCE,APPROVE,CANDS POSITIONS ON ISSUES,,,BETTER,YES,DEMOCRAT,,,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,ABOUT RIGHT,ABOUT RIGHT,COMPLETE,30-44,30-39,DEMOCRAT,30-39,30-39,1305.0,,,GORE,GORE,YES,,,YELLOW,GORE,,,FAVORABLE,,NO,YES,HISPANIC/LATINO,,DEMOCRAT,SATISFIED,OTHERS,1.305
5.0,3.0,13.0,THIRD CALL,,OTHER,FEMALE,GORE,THIS YEAR,HEALTH CARE,STANDS UP FOR BELIEFS,APPROVE,CANDS POSITIONS ON ISSUES,,,BETTER,YES,DEMOCRAT,,,OMITS,,OMITS,MODERATE,MODERATE,,,ABOUT RIGHT,OMITS,COMPLETE,,,DEMOCRAT,,,1275.0,,,GORE,GORE,YES,,,YELLOW,GORE,,,FAVORABLE,,,,OTHER,,DEMOCRAT,OMITS,OTHERS,1.2750000000000001
5.0,3.0,14.0,THIRD CALL,,WHITE,MALE,GORE,THIS YEAR,RACE RELATIONS,OMITS,APPROVE,OMITS,,,SAME,YES,DEMOCRAT,,,NO,"$30,000-$49,000",NO,VERY LIBERAL,LIBERAL,,,NOT LIBERAL ENOUGH,NOT LIBERAL ENOUGH,COMPLETE,,,DEMOCRAT,,,1707.0,,,GORE,GORE,YES,,,YELLOW,GORE,,,FAVORABLE,,,NO,WHITE,,DEMOCRAT,NOT SATISFIED,OTHERS,1.707
5.0,3.0,15.0,THIRD CALL,45-49,BLACK,FEMALE,GORE,WITHIN LAST 3 DAYS,HEALTH CARE,CAN WIN IN NOVEMBER,APPROVE,CANDS PERSONAL QUALITIES,,,BETTER,,,,,YES,"$15,000-$29,000",NO,VERY LIBERAL,LIBERAL,18-64,18-74,NOT LIBERAL ENOUGH,NOT LIBERAL ENOUGH,COMPLETE,45-59,40-49,,40-49,40-49,974.0,,,GORE,GORE,YES,,,YELLOW,GORE,,,OMITS,,NO,NO,BLACK,,DEMOCRAT,SATISFIED,OTHERS,0.974
