BUSHKNOW,OTHPRIRI,GEOCODE,OTHERPRI,STATE,PREC,SEQ,CALL,AGE9,SEX,REPVOTE,TIME,CANDSOK,STANDLIV,ISSUE,QUALITY,ISSVQUAL,REPSEEN,RELRIGHT,VOTE96,ABORTION,FINSIT,SSTAX,BUSHDAD,PARTYID,MCAINVET,ATTEND,EDUC,RELIGION,BUSHUNFR,INCOME,FORBUNFR,MCAIUNFR,IDEOLOGY,PHIL3,VETERAN,OVER65,OVER75,BACKSIDE,AGE4,AGEABC,PARTY,AGE65,AGE75,DEBATES,BUSH,MCCAIN,FORBES,INTERNET,NHSTEC,STR8TALK,ETAX,MARRIED,CHILD,REFORMVT,RELPUB,DESCRIBE,BEATDEM,ELIFE,CAMPFIN,BRNAGAIN,REGREP,REL5,WEIGHT
Yes,,Concord and Connecticut Valley,,30.0,2.0,21.0,Call 2,75 and over,Male,McCain,Before that,Satisfied with candidates,,OMITS,OMITS,My candidates positions on the issues,,No,Other,Illegal in most cases,,,,Republican,,Few times a year,Did not complete high school,Protestant,OMITS,"$15,000-$29,999",OMITS,OMITS,Somewhat liberal,Liberal,"Yes, voter is a veteran",65 and over,75 and over,Complete,60 and over,60 and over,Republican,65 and over,75 and over,,,,,,,,,Yes,No,,Keep to themselves,,,,,No,Republican,Protestant/Other Christian,0.803
Yes,,Concord and Connecticut Valley,,30.0,2.0,22.0,Call 2,45-49,Female,Bush,Today,Satisfied with candidates,,Moral values,Strong leader,My candidates positions on the issues,,No,Dole,Legal in most cases,,,,Independent,,Few times a month,College graduate,Other Christian,No,"$50,000 - $74,999",No,No,Somewhat conservative,Conservative,No,18-64,18-74,Complete,45-59,40-49,Independent/Other,40-49,40-49,,,,,,,,,No,No,,Publicly discussed,,,,,No,Republican,Protestant/Other Christian,0.981
Yes,,Concord and Connecticut Valley,,30.0,2.0,23.0,Call 2,45-49,Male,Bush,This year,Satisfied with candidates,,Taxes,Can win in November,My candidates personal qualities,,No,Dole,Illegal in most cases,,,,Republican,,Few times a year,Post graduate study,Protestant,No,"$75,000 - $99,999",Yes,No,Somewhat conservative,Conservative,"Yes, voter is a veteran",18-64,18-74,Complete,45-59,40-49,Republican,40-49,40-49,,,,,,,,,Yes,No,,Keep to themselves,,,,,No,Republican,Protestant/Other Christian,1.0030000000000001
Yes,,Concord and Connecticut Valley,,30.0,2.0,24.0,Call 2,60-64,Male,McCain,Today,Satisfied with candidates,,Taxes,Strong leader,My candidates personal qualities,,No,Buchanan,Illegal in all cases,,,,Republican,,Once a week,College graduate,Catholic,OMITS,"$75,000 - $99,999",Yes,OMITS,Somewhat conservative,Conservative,"Yes, someone else in household",18-64,18-74,Complete,60 and over,60 and over,Republican,50-64,50-64,,,,,,,,,Yes,No,,Publicly discussed,,,,,No,Republican,Catholic,0.803
Yes,,Concord and Connecticut Valley,,30.0,2.0,25.0,Call 2,60-64,Female,Bush,This year,Satisfied with candidates,,World affairs,Stands up for beliefs,My candidates positions on the issues,,Yes,,Illegal in most cases,,,,Republican,,Once a week,High school graduate,Catholic,No,"$30,000 - $49,999",OMITS,OMITS,Somewhat conservative,Conservative,No,18-64,18-74,Complete,60 and over,60 and over,Republican,50-64,50-64,,,,,,,,,Yes,No,,Publicly discussed,,,,,No,Republican,Catholic,1.018
Yes,,Concord and Connecticut Valley,,30.0,2.0,26.0,Call 2,60-64,Female,Bush,Today,OMITS,,Social Security/Medicare,Represents conservative values,My candidates personal qualities,,No,Did not vote,Illegal in most cases,,,,Independent,,Once a week,Some college/Associate,Catholic,Yes,"$75,000 - $99,999",Yes,Yes,Moderate,Moderate,No,18-64,18-74,Complete,60 and over,60 and over,Independent/Other,50-64,50-64,,,,,,,,,Yes,No,,Keep to themselves,,,,,No,Republican,Catholic,1.018
,,Concord and Connecticut Valley,No,30.0,2.0,27.0,Call 2,65-74,Male,Keyes,,,Will rise,,,,Three or more,,,,Same,Tax cut,Not too important,Republican,Somewhat important,,Some college/Associate,,,"$30,000 - $49,999",,,Very conservative,Conservative,"Yes, voter is a veteran",65 and over,18-74,Complete,60 and over,60 and over,Republican,65 and over,65-74,Very closely,Favorable,Unfavorable,Favorable,No,Good,Bush,No,,,No,,Strongly favor my candidate,Bush,Little,Hurt,,Republican,,0.64
,,Concord and Connecticut Valley,No,30.0,2.0,28.0,Call 2,30-39,Female,McCain,,,Will rise,,,,None,,,,Better,Tax cut,Not too important,Independent,Somewhat important,,Some college/Associate,,,"$30,000 - $49,999",,,Moderate,Moderate,No,18-64,18-74,Complete,30-44,30-39,Independent/Other,30-39,30-39,Not too closely,Unfavorable,Favorable,Unfavorable,Yes,Good,McCain,No,,,No,,Strongly favor my candidate,McCain,Great deal,Help,,Republican,,0.755
,,Concord and Connecticut Valley,"Yes, for Gore",30.0,2.0,29.0,Call 2,45-49,Female,McCain,,,Will rise,,,,One,,,,Better,Strengthen Social Security,Very important,Democrat,Very important,,High school graduate,,,"$100,000 or more",,,Somewhat liberal,Liberal,"Yes, someone else in household",18-64,18-74,Complete,45-59,40-49,Democrat,40-49,40-49,Very closely,Unfavorable,Favorable,Unfavorable,Yes,Excellent,McCain,Yes,,,No,,Strongly favor my candidate,McCain,Little,Help,,Republican,,0.755
,,Concord and Connecticut Valley,No,30.0,2.0,30.0,Call 2,65-74,Male,McCain,,,Will rise,,,,None,,,,Same,Strengthen Social Security,Not too important,Republican,Somewhat important,,Some college/Associate,,,"$15,000-$29,999",,,Somewhat conservative,Conservative,"Yes, voter is a veteran",65 and over,18-74,Complete,60 and over,60 and over,Republican,65 and over,65-74,Not too closely,Favorable,Favorable,OMITS,No,Good,McCain,OMITS,,,OMITS,,Strongly favor my candidate,Bush,Not at all,Hurt,,Republican,,0.803
,"Yes, for Gore",Concord and Connecticut Valley,"Yes, for Gore",30.0,2.0,31.0,Call 2,30-39,Female,Forbes,,,Will rise,,,,None,,,,Better,Tax cut,Somewhat important,Republican,Somewhat important,,Some college/Associate,,,"$30,000 - $49,999",,,Moderate,Moderate,No,18-64,18-74,Complete,30-44,30-39,Republican,30-39,30-39,Somewhat closely,Favorable,Favorable,Favorable,Yes,Good,McCain,No,,,Yes,,Strongly favor my candidate,Bush,Great deal,Help,,Undeclared/Independent,,0.981
,No,Concord and Connecticut Valley,No,30.0,2.0,32.0,Call 2,40-44,Male,McCain,,,Will fall,,,,None,,,,Better,Tax cut,Very important,Independent,Somewhat important,,High school graduate,,,"$75,000 - $99,999",,,Somewhat conservative,Conservative,"Yes, someone else in household",18-64,18-74,Complete,30-44,40-49,Independent/Other,40-49,40-49,Somewhat closely,Unfavorable,Favorable,Unfavorable,No,Excellent,McCain,No,,,Yes,,Like my candidate with reservations,McCain,Good amount,Help,,Undeclared/Independent,,0.772
Yes,,Concord and Connecticut Valley,,30.0,2.0,33.0,Call 3,75 and over,Male,Bush,This year,Satisfied with candidates,,Moral values,Can win in November,My candidates positions on the issues,,No,Dole,Illegal in most cases,,,,Republican,,Once a week,Post graduate study,Catholic,OMITS,"$15,000-$29,999",Yes,OMITS,Very conservative,Conservative,"Yes, both voter and someone else",65 and over,75 and over,Complete,60 and over,60 and over,Republican,65 and over,75 and over,,,,,,,,,No,No,,Publicly discussed,,,,,No,Republican,Catholic,1.041
Yes,,Concord and Connecticut Valley,,30.0,2.0,34.0,Call 3,50-59,Female,Bush,Within last week,Satisfied with candidates,,OMITS,Strong leader,My candidates personal qualities,,No,Dole,Illegal in most cases,,,,Independent,,Few times a month,College graduate,Catholic,No,"$75,000 - $99,999",No,No,Moderate,Moderate,No,18-64,18-74,Complete,45-59,50-59,Independent/Other,50-64,50-64,,,,,,,,,Yes,No,,Publicly discussed,,,,,No,Republican,Catholic,0.981
No,,Concord and Connecticut Valley,,30.0,2.0,35.0,Call 3,45-49,Male,McCain,Within 3 days,Would like someone else,,World affairs,Strong leader,My candidates personal qualities,,No,Other,OMITS,,,,Independent,,Never,High school graduate,None,No,"$50,000 - $74,999",Yes,No,Somewhat liberal,Liberal,"Yes, someone else in household",18-64,18-74,Complete,45-59,40-49,Independent/Other,40-49,40-49,,,,,,,,,No,No,,Keep to themselves,,,,,No,Undeclared/Independent,None,0.772
Yes,,Concord and Connecticut Valley,,30.0,2.0,36.0,Call 3,18-24,Male,Keyes,Today,Satisfied with candidates,,Moral values,Strong leader,My candidates personal qualities,,Yes,Dole,Illegal in most cases,,,,Republican,,Few times a month,Did not complete high school,Other Christian,No,"$50,000 - $74,999",No,No,Moderate,Moderate,No,18-64,18-74,Complete,18-29,18-24,Republican,18-24,18-24,,,,,,,,,No,No,,Publicly discussed,,,,,Yes,Not registered,Protestant/Other Christian,0.611
No,,Concord and Connecticut Valley,,30.0,2.0,37.0,Call 3,40-44,Male,McCain,Within 3 days,Satisfied with candidates,,World affairs,Strong leader,My candidates positions on the issues,,No,Dole,Legal in all cases,,,,Independent,,Few times a year,Some college/Associate,Catholic,No,"$50,000 - $74,999",Yes,No,Somewhat conservative,Conservative,"Yes, someone else in household",18-64,18-74,Complete,30-44,40-49,Independent/Other,40-49,40-49,,,,,,,,,Yes,Yes,,Keep to themselves,,,,,No,Republican,Catholic,0.772
Yes,,Concord and Connecticut Valley,,30.0,2.0,38.0,Call 3,45-49,Female,McCain,This year,Satisfied with candidates,,Social Security/Medicare,Cares about average American,My candidates positions on the issues,,No,Did not vote,Legal in most cases,,,,Independent,,Few times a year,Some college/Associate,Protestant,No,"$15,000-$29,999",Yes,No,Moderate,Moderate,"Yes, someone else in household",18-64,18-74,Complete,45-59,40-49,Independent/Other,40-49,40-49,,,,,,,,,No,No,,Publicly discussed,,,,,No,Undeclared/Independent,Protestant/Other Christian,0.755
Yes,,Concord and Connecticut Valley,,30.0,2.0,39.0,Call 3,30-39,Male,McCain,This year,Satisfied with candidates,,Taxes,Represents conservative values,My candidates personal qualities,,No,Buchanan,Illegal in most cases,,,,Republican,,Few times a year,Some college/Associate,Catholic,Yes,"$100,000 or more",No,Yes,Somewhat conservative,Conservative,"Yes, voter is a veteran",18-64,18-74,Complete,30-44,30-39,Republican,30-39,30-39,,,,,,,,,Yes,No,,Keep to themselves,,,,,No,Republican,Catholic,0.772
Yes,,Concord and Connecticut Valley,,30.0,2.0,40.0,Call 3,45-49,,Bush,Within 3 days,Satisfied with candidates,,Abortion,Can win in November,My candidates positions on the issues,,Yes,Buchanan,Illegal in most cases,,,,Republican,,Once a week,Post graduate study,Protestant,OMITS,"$30,000 - $49,999",OMITS,OMITS,Very conservative,Conservative,No,18-64,18-74,Complete,45-59,40-49,Republican,40-49,40-49,,,,,,,,,Yes,Yes,,Publicly discussed,,,,,Yes,Republican,Protestant/Other Christian,1.0030000000000001
Yes,,Concord and Connecticut Valley,,30.0,2.0,41.0,Call 3,25-29,Male,Keyes,Today,Would like someone else,,Moral values,Stands up for beliefs,My candidates personal qualities,,No,Did not vote,Illegal in all cases,,,,Independent,,More than once a week,Some college/Associate,Other Christian,No,"$15,000-$29,999",Yes,No,Somewhat conservative,Conservative,"Yes, someone else in household",18-64,18-74,Complete,18-29,25-29,Independent/Other,25-29,25-29,,,,,,,,,Yes,Yes,,Publicly discussed,,,,,No,Undeclared/Independent,Protestant/Other Christian,0.611
No,,Concord and Connecticut Valley,,30.0,2.0,42.0,Call 3,40-44,Male,McCain,This year,Satisfied with candidates,,Social Security/Medicare,Cares about average American,My candidates positions on the issues,,Yes,Did not vote,Legal in most cases,,,,Republican,,Once a week,Did not complete high school,Catholic,OMITS,"$30,000 - $49,999",Yes,OMITS,Moderate,Moderate,"Yes, someone else in household",18-64,18-74,Complete,30-44,40-49,Republican,40-49,40-49,,,,,,,,,Yes,Yes,,Keep to themselves,,,,,No,Republican,Catholic,0.772
No,,Concord and Connecticut Valley,,30.0,2.0,43.0,Call 3,30-39,Male,McCain,Within 3 days,Satisfied with candidates,,Moral values,Stands up for beliefs,My candidates personal qualities,,No,Dole,Legal in all cases,,,,Republican,,Few times a year,College graduate,Catholic,No,"$50,000 - $74,999",No,No,Moderate,Moderate,"Yes, someone else in household",18-64,18-74,Complete,30-44,30-39,Republican,30-39,30-39,,,,,,,,,Yes,No,,Keep to themselves,,,,,No,Republican,Catholic,0.772
No,,Concord and Connecticut Valley,,30.0,2.0,44.0,Call 3,25-29,Female,McCain,Within 3 days,Satisfied with candidates,,Abortion,Cares about average American,My candidates positions on the issues,,No,Did not vote,Illegal in most cases,,,,Independent,,Few times a year,Post graduate study,Catholic,No,"$15,000-$29,999",Yes,No,Somewhat conservative,Conservative,"Yes, someone else in household",18-64,18-74,Complete,18-29,25-29,Independent/Other,25-29,25-29,,,,,,,,,Yes,Yes,,Keep to themselves,,,,,No,Undeclared/Independent,Catholic,0.75
Yes,,Concord and Connecticut Valley,,30.0,2.0,45.0,Call 3,40-44,Male,McCain,Within last week,Satisfied with candidates,,Moral values,Cares about average American,My candidates personal qualities,,No,Dole,Legal in most cases,,,,Something else,,Few times a year,Some college/Associate,Other Christian,No,"$30,000 - $49,999",Yes,No,Moderate,Moderate,No,18-64,18-74,Complete,30-44,40-49,Independent/Other,40-49,40-49,,,,,,,,,Yes,Yes,,Publicly discussed,,,,,No,Republican,Protestant/Other Christian,0.772
Yes,,Concord and Connecticut Valley,,30.0,2.0,46.0,Call 3,40-44,Male,McCain,This year,Satisfied with candidates,,Moral values,Stands up for beliefs,My candidates personal qualities,,No,Forbes,Legal in most cases,,,,Republican,,Few times a year,College graduate,Protestant,No,"$75,000 - $99,999",Yes,No,Moderate,Moderate,No,18-64,18-74,Complete,30-44,40-49,Republican,40-49,40-49,,,,,,,,,Yes,Yes,,Keep to themselves,,,,,No,Republican,Protestant/Other Christian,0.772
No,,Concord and Connecticut Valley,,30.0,2.0,47.0,Call 3,25-29,Male,McCain,Today,Satisfied with candidates,,Moral values,Stands up for beliefs,My candidates personal qualities,,No,Did not vote,Legal in all cases,,,,Something else,,Few times a year,College graduate,Other Christian,Yes,"$30,000 - $49,999",Yes,No,Somewhat conservative,Conservative,"Yes, someone else in household",18-64,18-74,Complete,18-29,25-29,Independent/Other,25-29,25-29,,,,,,,,,No,No,,Keep to themselves,,,,,No,Undeclared/Independent,Protestant/Other Christian,0.767
,,Concord and Connecticut Valley,No,30.0,2.0,48.0,Call 3,50-59,,Bush,,,Will fall,,,,None,,,,Worse,Strengthen Social Security,Somewhat important,Republican,Somewhat important,,Some college/Associate,,,"Under $15,000",,,Somewhat conservative,Conservative,"Yes, voter is a veteran",18-64,18-74,Complete,45-59,50-59,Republican,50-64,50-64,Somewhat closely,Favorable,Favorable,Unfavorable,No,Excellent,Both,Yes,,,No,,Strongly favor my candidate,Bush,Great deal,Help,,Republican,,0.981
,,Concord and Connecticut Valley,No,30.0,2.0,49.0,Call 3,50-59,Female,Bush,,,Will rise,,,,None,,,,Same,Strengthen Social Security,Not too important,Independent,Somewhat important,,Some college/Associate,,,"$30,000 - $49,999",,,Very conservative,Conservative,"Yes, someone else in household",18-64,18-74,Complete,45-59,50-59,Independent/Other,50-64,50-64,Very closely,Favorable,Favorable,Favorable,No,Good,McCain,OMITS,,,No,,Strongly favor my candidate,Bush,Good amount,Help,,Republican,,0.981
,,Concord and Connecticut Valley,No,30.0,2.0,50.0,Call 3,40-44,,Bush,,,Will rise,,,,None,,,,Better,Tax cut,Somewhat important,Republican,Somewhat important,,College graduate,,,"$75,000 - $99,999",,,Somewhat conservative,Conservative,No,18-64,18-74,Complete,30-44,40-49,Republican,40-49,40-49,Very closely,Favorable,Favorable,Unfavorable,Yes,Good,Both,Yes,,,No,,Strongly favor my candidate,Bush,Good amount,Help,,Republican,,1.0030000000000001
,,Concord and Connecticut Valley,No,30.0,2.0,51.0,Call 3,40-44,Female,Bush,,,Will rise,,,,None,,,,Better,Strengthen Social Security,Not too important,Republican,Somewhat important,,High school graduate,,,"$30,000 - $49,999",,,Somewhat conservative,Conservative,No,18-64,18-74,Complete,30-44,40-49,Republican,40-49,40-49,Very closely,Favorable,Unfavorable,Unfavorable,Yes,Good,OMITS,OMITS,,,No,,Strongly favor my candidate,Bush,Good amount,Help,,Republican,,0.981
,,Concord and Connecticut Valley,No,30.0,2.0,52.0,Call 3,45-49,Female,Bush,,,Will rise,,,,None,,,,Worse,Strengthen Social Security,Somewhat important,Republican,Somewhat important,,High school graduate,,,"$15,000-$29,999",,,Moderate,Moderate,"Yes, someone else in household",18-64,18-74,Complete,45-59,40-49,Republican,40-49,40-49,Somewhat closely,Favorable,Favorable,Unfavorable,Yes,Good,Both,No,,,No,,Like my candidate with reservations,McCain,Good amount,Help,,Republican,,0.981
,,Concord and Connecticut Valley,No,30.0,2.0,53.0,Call 3,30-39,Male,Bush,,,Will fall,,,,None,,,,Worse,Strengthen Social Security,Not important at all,Republican,Somewhat important,,High school graduate,,,"$50,000 - $74,999",,,Moderate,Moderate,No,18-64,18-74,Complete,30-44,30-39,Republican,30-39,30-39,Not too closely,Favorable,Favorable,Unfavorable,Yes,Good,Neither,No,,,No,,Like my candidate with reservations,Bush,Great deal,Help,,Republican,,1.0030000000000001
,"Yes, for Gore",Concord and Connecticut Valley,"Yes, for Gore",30.0,2.0,54.0,Call 3,45-49,Female,McCain,,,Will rise,,,,None,,,,Better,Tax cut,Not important at all,Independent,Very important,,Some college/Associate,,,"$30,000 - $49,999",,,Moderate,Moderate,"Yes, someone else in household",18-64,18-74,Complete,45-59,40-49,Independent/Other,40-49,40-49,Not too closely,Unfavorable,Favorable,Favorable,No,Good,McCain,OMITS,,,Yes,,Strongly favor my candidate,McCain,Good amount,Help,,Undeclared/Independent,,0.755
,,Concord and Connecticut Valley,"Yes, for Gore",30.0,2.0,55.0,Call 3,45-49,Male,Bush,,,Will rise,,,,One,,,,Better,Tax cut,Not important at all,Independent,Somewhat important,,High school graduate,,,"$30,000 - $49,999",,,Moderate,Moderate,"Yes, someone else in household",18-64,18-74,Complete,45-59,40-49,Independent/Other,40-49,40-49,Not too closely,Favorable,Favorable,Unfavorable,No,Good,Neither,Yes,,,No,,Like my candidate with reservations,McCain,Not at all,Help,,Republican,,1.0030000000000001
,No,Concord and Connecticut Valley,No,30.0,2.0,56.0,Call 3,50-59,Female,Bush,,,Will fall,,,,None,,,,Better,OMITS,Very important,Independent,Somewhat important,,,,,"$30,000 - $49,999",,,Moderate,Moderate,No,18-64,18-74,Complete,45-59,50-59,Independent/Other,50-64,50-64,Very closely,Favorable,OMITS,OMITS,Yes,Good,Bush,No,,,No,,Strongly favor my candidate,Bush,Great deal,Hurt,,Undeclared/Independent,,0.981
,No,Concord and Connecticut Valley,No,30.0,2.0,57.0,Call 3,30-39,Female,McCain,,,Will rise,,,,None,,,,Worse,Tax cut,Somewhat important,Republican,Somewhat important,,College graduate,,,"$30,000 - $49,999",,,Somewhat conservative,Conservative,"Yes, someone else in household",18-64,18-74,Complete,30-44,30-39,Republican,30-39,30-39,Somewhat closely,Unfavorable,Favorable,Unfavorable,No,Good,McCain,No,,,No,,Strongly favor my candidate,Bush,Little,Help,,Undeclared/Independent,,0.755
,,Concord and Connecticut Valley,"Yes, for Gore",30.0,2.0,58.0,Call 3,50-59,Male,McCain,,,Will rise,,,,None,,,,Same,OMITS,Not important at all,Independent,Very important,,Did not complete high school,,,"$15,000-$29,999",,,Moderate,Moderate,"Yes, voter is a veteran",18-64,18-74,Complete,45-59,50-59,Independent/Other,50-64,50-64,Very closely,OMITS,Favorable,OMITS,No,Excellent,McCain,Yes,,,No,,Strongly favor my candidate,McCain,Great deal,Help,,Republican,,0.772
,,Concord and Connecticut Valley,No,30.0,2.0,59.0,Call 3,25-29,Female,McCain,,,Will rise,,,,One,,,,Worse,Tax cut,Somewhat important,Independent,Very important,,Some college/Associate,,,"Under $15,000",,,Somewhat liberal,Liberal,"Yes, someone else in household",18-64,18-74,Complete,18-29,25-29,Independent/Other,25-29,25-29,Very closely,Favorable,Favorable,Favorable,No,Not so good,McCain,No,,,Yes,,Strongly favor my candidate,McCain,Good amount,Help,,Not registered,,0.75
