ID,STANUM,PRECINCT,CALL,BACKSIDE,WGT,DPRES,SEX,RACE,LATINO,AGE9,PARTYID,PHIL5,EDUC,INCOME03,FINSIT,UNION4,RELIGION,ATTEND,nascar,ISSUE,NEC,iraqtrps,gwbangr,gaymrrge,barbangr,kerryms,kerryvp,keryvals,nafta,voteconf,AGE,AGE60,AGE65,ATTEND2,ATTREL,COLLEDUC,INC50K,IRAQTRP2,kerrywin,KERYVAL2,NEC2,OVER65,PARTY,PHIL3,REL5,RELWHITE,SEXRACE,UNIONHH,UNIONVOT,votecnf2,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1065902.0,Mississippi,68.0,Call 1,Backside complete,0.524299383163452,John Kerry,Female,,,60-64,Democrat,Somewhat liberal,High school graduate,"Under $15,000",Worse today,No one does,,More than once a week,No,Education,Poor,Withdraw all troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,Angry,Very likely,Hillary Clinton,Somewhat,Created more jobs in your state,Not at all confident,45-64,60 or over,50-64,Weekly,All others/Omits,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Liberal,,All others/Omits,,No,No,Not too/not at all confident,,Northeast,"City: 10,000 to 49,999",Small cities and Rural,1.0,38801.0
1065903.0,Mississippi,29.0,Call 1,Backside complete,1.83433067798615,Other,Male,Other,,60-64,Republican,Very conservative,Some college or associate degree,"$50,000-$74,999",About the same,No one does,Protestant,More than once a week,No,Omit,Not so good,Send more troops,Enthusaistic,No legal recognition of gay couples' relationships,Enthusaistic,Not at all likely,Omit,Not at all,Had no effect on jobs in your state,Very confident,45-64,60 or over,50-64,Weekly,Protestant/Attend Weekly,No college degree,"$50,000 or more",Send more/Keep the same number of troops,Not too/Not at all likely,Not much/Not at all,Not so good/Poor,18-64,Republican,Conservative,Protestant/Other Christian,All others/Omits,Non-white male,No,No,Very/somewhat confident,Other,Southeast,Rural,Small cities and Rural,4.0,39574.0
1065906.0,Mississippi,80.0,Call 1,Backside complete,0.621858477592468,John Kerry,Female,Black,No,50-59,Democrat,Somewhat liberal,Some college or associate degree,"$15,000-$29,999",Worse today,No one does,Other Christian,Once a week,,Economy/Jobs,Poor,Withdraw some troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,"Dissatisfied, but not angry",Very likely,John Edwards,A lot,Taken more jobs from your state,Somewhat confident,45-64,45-59,50-64,Weekly,Protestant/Attend Weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Non-white female,No,No,Very/somewhat confident,Black,Southeast,"City: 10,000 to 49,999",Small cities and Rural,2.0,39046.0
1065909.0,Mississippi,101.0,Call 1,Backside complete,1.80175626277924,John Kerry,Female,White,No,18-24,,Somewhat liberal,Some college or associate degree,"$30,000-$49,999",About the same,No one does,Other Christian,Once a week,No,The situation in Iraq,Good,Withdraw all troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,"Dissatisfied, but not angry",Somewhat likely,Dick Gephardt,Somewhat,Created more jobs in your state,Somewhat confident,18-29,18-29,18-24,Weekly,Protestant/Attend Weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Excellent/Good,18-64,,Liberal,Protestant/Other Christian,White Protestant/Other Christian,White female,No,No,Very/somewhat confident,White,Jackson & Delta,Rural,Small cities and Rural,2.0,38646.0
1065913.0,Mississippi,37.0,Call 1,Backside complete,1.46436309814453,John Kerry,Female,Black,,40-44,Democrat,Very liberal,Some college or associate degree,"$30,000-$49,999",Better today,No one does,Something else,A few times a month,,Health care/Medicare,Good,Withdraw all troops,Omit,Omit,"Satisfied, but not enthusiastic",Very likely,John Edwards,Omit,Taken more jobs from your state,Very confident,30-44,30-44,40-49,Occasionally,All others/Omits,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,Omit,Excellent/Good,18-64,Democrat,Liberal,Something else,All others/Omits,Non-white female,No,No,Very/somewhat confident,Black,Jackson & Delta,"City: 50,000 to 500,000","City over 50,000",2.0,39204.0
1065916.0,Mississippi,68.0,Call 1,Backside complete,0.524299383163452,John Kerry,Female,,No,65-74,Democrat,,,"Under $15,000",Better today,No one does,Other Christian,More than once a week,Yes,Omit,Not so good,Keep the same number of troops,"Satisfied, but not enthusiastic",Gay couples allowed to legally form civil unions,"Satisfied, but not enthusiastic",Not at all likely,John Edwards,A lot,Created more jobs in your state,Very confident,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,,"Under $50,000",Send more/Keep the same number of troops,Not too/Not at all likely,A lot/somewhat,Not so good/Poor,65 or over,Democrat,,Protestant/Other Christian,All others/Omits,,No,No,Very/somewhat confident,,Northeast,"City: 10,000 to 49,999",Small cities and Rural,1.0,38801.0
1065924.0,Mississippi,80.0,Call 1,Backside complete,0.579247772693634,John Edwards,Male,,,60-64,Democrat,Very liberal,Did not complete high school,"Under $15,000",Omit,"Yes, I do",Other Christian,More than once a week,,Economy/Jobs,Poor,Omit,Omit,No legal recognition of gay couples' relationships,Omit,Omit,John Edwards,Omit,Omit,Very confident,45-64,60 or over,50-64,Weekly,Protestant/Attend Weekly,No college degree,"Under $50,000",Omit,Omit,Omit,Not so good/Poor,18-64,Democrat,Liberal,Protestant/Other Christian,All others/Omits,,"Yes, I am or someone in household is",Yes I am,Very/somewhat confident,,Southeast,"City: 10,000 to 49,999",Small cities and Rural,2.0,39046.0
1065928.0,Mississippi,101.0,Call 1,Backside complete,1.83433067798615,John Edwards,Female,White,No,30-39,Republican,Moderate,Some college or associate degree,,About the same,No one does,Catholic,Once a week,No,Education,Not so good,Withdraw all troops,"Satisfied, but not enthusiastic",No legal recognition of gay couples' relationships,"Satisfied, but not enthusiastic",Not too likely,Hillary Clinton,Not much,Had no effect on jobs in your state,Somewhat confident,30-44,30-44,30-39,Weekly,Catholic/Attend weekly,No college degree,,Withdraw some/all troops,Not too/Not at all likely,Not much/Not at all,Not so good/Poor,18-64,Republican,Moderate,Catholic,White Catholic,White female,No,No,Very/somewhat confident,White,Jackson & Delta,Rural,Small cities and Rural,2.0,38646.0
1065930.0,Mississippi,37.0,Call 1,Backside complete,1.51873528957367,John Kerry,Male,Black,No,40-44,Independent,Somewhat conservative,College graduate,"$30,000-$49,999",Better today,No one does,Something else,Once a week,Yes,Education,Good,Omit,"Dissatisfied, but not angry",Omit,Enthusaistic,Very likely,Omit,Somewhat,Taken more jobs from your state,Not too confident,30-44,30-44,40-49,Weekly,All others/Omits,College degree,"Under $50,000",Omit,Very/somewhat likely,A lot/somewhat,Excellent/Good,18-64,Independent,Conservative,Something else,All others/Omits,Non-white male,No,No,Not too/not at all confident,Black,Jackson & Delta,"City: 50,000 to 500,000","City over 50,000",2.0,39204.0
1065931.0,Mississippi,41.0,Call 1,Backside complete,1.83433067798615,John Kerry,Female,White,No,60-64,Democrat,Moderate,Did not complete high school,"$15,000-$29,999",About the same,No one does,Something else,A few times a year,No,Health care/Medicare,Not so good,Withdraw some troops,Enthusaistic,Gay couples allowed to legally form civil unions,"Satisfied, but not enthusiastic",Very likely,John Edwards,Not at all,Had no effect on jobs in your state,Somewhat confident,45-64,60 or over,50-64,Occasionally,All others/Omits,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,Not much/Not at all,Not so good/Poor,18-64,Democrat,Moderate,Something else,White Something else,White female,No,No,Very/somewhat confident,White,Jackson & Delta,Rural,Small cities and Rural,2.0,39038.0
1065935.0,Mississippi,80.0,Call 1,Backside complete,0.737048447132111,John Kerry,Female,Black,No,60-64,Democrat,Moderate,Some college or associate degree,,About the same,No one does,Other Christian,Once a week,No,Economy/Jobs,Good,Withdraw some troops,"Dissatisfied, but not angry",Gay couples allowed to legally form civil unions,"Dissatisfied, but not angry",Very likely,Hillary Clinton,A lot,Taken more jobs from your state,Very confident,45-64,60 or over,50-64,Weekly,Protestant/Attend Weekly,No college degree,,Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Excellent/Good,18-64,Democrat,Moderate,Protestant/Other Christian,All others/Omits,Non-white female,No,No,Very/somewhat confident,Black,Southeast,"City: 10,000 to 49,999",Small cities and Rural,2.0,39046.0
1065939.0,Mississippi,37.0,Call 1,Backside complete,1.6456995010376,John Kerry,Female,Black,No,,Democrat,Very liberal,Did not complete high school,"Under $15,000",Better today,No one does,Other Christian,More than once a week,,Education,Not so good,Withdraw all troops,Angry,Omit,"Satisfied, but not enthusiastic",Very likely,Omit,A lot,Created more jobs in your state,Very confident,,,,Weekly,Protestant/Attend Weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Non-white female,No,No,Very/somewhat confident,Black,Jackson & Delta,"City: 50,000 to 500,000","City over 50,000",2.0,39204.0
1065940.0,Mississippi,41.0,Call 1,Backside complete,0.926962196826935,John Kerry,Female,Black,No,30-39,Democrat,Somewhat liberal,Some college or associate degree,"Under $15,000",Worse today,No one does,Other Christian,A few times a month,No,Economy/Jobs,Not so good,Withdraw all troops,"Dissatisfied, but not angry",Gay couples allowed to legally form civil unions,"Dissatisfied, but not angry",Somewhat likely,John Edwards,Somewhat,Taken more jobs from your state,Somewhat confident,30-44,30-44,30-39,Occasionally,Protestant/Do not attend weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Non-white female,No,No,Very/somewhat confident,Black,Jackson & Delta,Rural,Small cities and Rural,2.0,39038.0
1065941.0,Mississippi,68.0,Call 1,Backside complete,0.459032088518143,John Kerry,Male,Black,No,65-74,Democrat,Very liberal,Did not complete high school,,About the same,No one does,Protestant,More than once a week,No,Health care/Medicare,Poor,Withdraw all troops,"Dissatisfied, but not angry",Gay couples allowed to legally marry,Omit,Somewhat likely,Omit,A lot,Taken more jobs from your state,Very confident,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,No college degree,,Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Non-white male,No,No,Very/somewhat confident,Black,Northeast,"City: 10,000 to 49,999",Small cities and Rural,1.0,38801.0
1065942.0,Mississippi,68.0,Call 1,Backside complete,0.459032088518143,John Kerry,Male,Black,No,75 or over,Democrat,Very liberal,Postgraduate study,"Under $15,000",About the same,No one does,Protestant,Once a week,No,Health care/Medicare,Good,Withdraw some troops,"Dissatisfied, but not angry",Gay couples allowed to legally form civil unions,"Satisfied, but not enthusiastic",Very likely,Hillary Clinton,Somewhat,Taken more jobs from your state,Very confident,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,College degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Excellent/Good,65 or over,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Non-white male,No,No,Very/somewhat confident,Black,Northeast,"City: 10,000 to 49,999",Small cities and Rural,1.0,38801.0
1065943.0,Mississippi,29.0,Call 1,Backside complete,1.40393924713135,John Kerry,Female,White,No,50-59,Democrat,Somewhat liberal,Some college or associate degree,"$50,000-$74,999",Worse today,No one does,Protestant,A few times a year,No,Economy/Jobs,Not so good,Keep the same number of troops,"Dissatisfied, but not angry",Gay couples allowed to legally form civil unions,"Dissatisfied, but not angry",Somewhat likely,John Edwards,A lot,Taken more jobs from your state,Very confident,45-64,45-59,50-64,Occasionally,Protestant/Do not attend weekly,No college degree,"$50,000 or more",Send more/Keep the same number of troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,White female,No,No,Very/somewhat confident,White,Southeast,Rural,Small cities and Rural,4.0,39574.0
1065948.0,Mississippi,80.0,Call 1,Backside complete,0.716867864131927,John Kerry,Male,Black,No,50-59,Democrat,Moderate,College graduate,"$50,000-$74,999",Worse today,"Yes, someone else does",Protestant,Once a week,Yes,Economy/Jobs,Not so good,Withdraw some troops,Angry,Gay couples allowed to legally form civil unions,"Dissatisfied, but not angry",Very likely,John Edwards,Somewhat,Taken more jobs from your state,Very confident,45-64,45-59,50-64,Weekly,Protestant/Attend Weekly,College degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Moderate,Protestant/Other Christian,All others/Omits,Non-white male,"Yes, I am or someone in household is",No,Very/somewhat confident,Black,Southeast,"City: 10,000 to 49,999",Small cities and Rural,2.0,39046.0
1065950.0,Mississippi,115.0,Call 1,Backside complete,1.57706379890442,Uncommitted,Female,White,No,65-74,Republican,Very conservative,Postgraduate study,"$15,000-$29,999",About the same,No one does,Other Christian,Once a week,No,Health care/Medicare,Good,Keep the same number of troops,Enthusaistic,No legal recognition of gay couples' relationships,Omit,Not at all likely,Omit,Not at all,Had no effect on jobs in your state,Not too confident,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,College degree,"Under $50,000",Send more/Keep the same number of troops,Not too/Not at all likely,Not much/Not at all,Excellent/Good,65 or over,Republican,Conservative,Protestant/Other Christian,White Protestant/Other Christian,White female,No,No,Not too/not at all confident,White,Jackson & Delta,"City: 10,000 to 49,999",Small cities and Rural,2.0,39180.0
1065952.0,Mississippi,37.0,Call 1,Backside complete,1.51873528957367,John Kerry,Male,Black,No,40-44,Democrat,Somewhat liberal,Some college or associate degree,"$15,000-$29,999",About the same,No one does,Something else,A few times a month,Yes,Economy/Jobs,Not so good,Withdraw some troops,"Dissatisfied, but not angry",Gay couples allowed to legally marry,"Dissatisfied, but not angry",Somewhat likely,John Edwards,Somewhat,Created more jobs in your state,Somewhat confident,30-44,30-44,40-49,Occasionally,All others/Omits,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Liberal,Something else,All others/Omits,Non-white male,No,No,Very/somewhat confident,Black,Jackson & Delta,"City: 50,000 to 500,000","City over 50,000",2.0,39204.0
1065953.0,Mississippi,41.0,Call 1,Backside complete,0.926962196826935,John Kerry,Female,Black,No,50-59,Democrat,Very liberal,Postgraduate study,"$50,000-$74,999",About the same,"Yes, I do",Other Christian,Once a week,No,Education,Poor,Withdraw some troops,Angry,Gay couples allowed to legally form civil unions,Angry,Very likely,Hillary Clinton,A lot,Taken more jobs from your state,Somewhat confident,45-64,45-59,50-64,Weekly,Protestant/Attend Weekly,College degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Non-white female,"Yes, I am or someone in household is",Yes I am,Very/somewhat confident,Black,Jackson & Delta,Rural,Small cities and Rural,2.0,39038.0
1065954.0,Mississippi,68.0,Call 1,Backside complete,0.459032088518143,John Kerry,Male,Black,,75 or over,Democrat,Somewhat liberal,High school graduate,,Worse today,No one does,Protestant,More than once a week,Yes,Economy/Jobs,Not so good,Withdraw some troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,"Dissatisfied, but not angry",Very likely,Omit,A lot,Taken more jobs from your state,Somewhat confident,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,No college degree,,Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Non-white male,No,No,Very/somewhat confident,Black,Northeast,"City: 10,000 to 49,999",Small cities and Rural,1.0,38801.0
1065955.0,Mississippi,29.0,Call 1,Backside complete,1.66399800777435,John Kerry,Female,White,No,60-64,Democrat,Somewhat conservative,High school graduate,"$30,000-$49,999",About the same,"Yes, someone else does",Protestant,More than once a week,No,Economy/Jobs,Not so good,Keep the same number of troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,"Dissatisfied, but not angry",Somewhat likely,John Edwards,A lot,Taken more jobs from your state,Very confident,45-64,60 or over,50-64,Weekly,Protestant/Attend Weekly,No college degree,"Under $50,000",Send more/Keep the same number of troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Conservative,Protestant/Other Christian,White Protestant/Other Christian,White female,"Yes, I am or someone in household is",No,Very/somewhat confident,White,Southeast,Rural,Small cities and Rural,4.0,39574.0
