ID,STANUM,PRECINCT,VERSION,CALL,BACKSIDE,WGT,DPRES,SEX,RACE,LATINO,AGE9,PARTYID,PHIL5,EDUC,INCOME03,FINSIT,UNION4,veteran,RELIGION,ATTEND,FTVOTEP,VISITWEB,GUNOWNER,REGISTNH,TIMEDP,ISSUE,QUAL,NEC,IRAQAPP,BREAKING,BUSHANGR,BEATBUSH,BUSHTAX,CIVUNION,DEANTEMP,ECONWORR,FAVCLRK,FAVDEAN,FAVEDWR,FAVKERR,FAVLIEB,FAVMCCA,IRAQSAFE,TERRWORR,AGE,AGE60,AGE65,ATTEND2,ATTREL,COLLEDUC,ECOWORR2,ftever,FTPRIM,iraq2,MILHH,MILVOTER,NEC2,OVER65,PARTY,PHIL3,REL5,SEXRACE,TERWORR2,TIMEDP2,UNIONHH,UNIONMEM,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
598624.0,New Hampshire,74.0,Version 2,Call 1,Backside complete,0.726787686347961,John Edwards,Female,White,No,40-44,Independent,Moderate,,"$30,000-$49,999",Worse today,No one does,,,,,,,Registered Undeclared/Independent,In the last three days,,He has a positive message,Not so good,,Somewhat important,Angry,,Canceled for all Americans,,,Somewhat worried,Favorable,Unfavorable,Favorable,Favorable,Favorable,Favorable,No,Very worried,30-44,30-44,40-49,,,,Very/somewhat worried,,,,,,Not so good/Poor,18-64,Independent,Moderate,,White female,Very/somewhat worried,Last 3 days/Last week,No union member in household,No union member in household,White,Industrial Areas,"City: 50,000 to 500,000","City over 50,000",2.0,03060
598625.0,New Hampshire,5.0,Version 1,Call 1,Backside complete,1.47493457794189,John Kerry,Female,White,No,50-59,Democrat,Very liberal,High school graduate,"$30,000-$49,999",,No one does,No one has,Protestant,Never,Have voted in presidential primary before,Never,Yes,,In the last month,The war in Iraq,,Poor,Strongly disapprove,Somewhat important,Angry,He can defeat George W. Bush in November,,Favor,Yes,,,,,,,,,,45-64,45-59,50-64,Never,Protestant/Do not attend weekly,No college degree,,Have voted before,Have voted in a presidential primary before,Somewhat/Strongly disapprove,No veteran in household,No veteran in household,Not so good/Poor,18-64,Democrat,Liberal,Protestant/Other Christian,White female,,Last month/Before that,No union member in household,No union member in household,White,Rural North,Rural,Small cities and Rural,1.0,03225
598626.0,New Hampshire,69.0,Version 1,Call 1,Backside not complete,0.776047348976135,Wesley Clark,Female,White,No,60-64,,,,,,,,,,,Never,,,In the last three days,Omit,,,,,"Dissatisfied, but not angry",He agrees with you on the major issues,,,Yes,,,,,,,,,,45-64,60 or over,50-64,,,,,,,,,,,18-64,,,,White female,,Last 3 days/Last week,,,White,Industrial Areas,"City: 50,000 to 500,000","City over 50,000",2.0,03063
598627.0,New Hampshire,42.0,Version 2,Call 1,Backside complete,0.874926328659058,Wesley Clark,Female,White,No,40-44,Something Else,Very liberal,,"$75,000-$99,999",About the same,No one does,,,,,,,Registered Democrat,In the last three days,,He has the right experience,Not so good,,Not at all important,Angry,,Canceled for all Americans,,,Somewhat worried,Favorable,Unfavorable,Favorable,Favorable,Unfavorable,Favorable,No,Very worried,30-44,30-44,40-49,,,,Very/somewhat worried,,,,,,Not so good/Poor,18-64,Independent,Liberal,,White female,Very/somewhat worried,Last 3 days/Last week,No union member in household,No union member in household,White,South,Suburbs,Suburbs,2.0,03244
598628.0,New Hampshire,75.0,Version 2,Call 1,Backside complete,0.802975594997406,Howard Dean,Female,White,No,45-49,Democrat,Somewhat liberal,,"$100,000 or more",About the same,No one does,,,,,,,Registered Democrat,Before that,,He stands up for what he believes,Not so good,,Not too important,"Dissatisfied, but not angry",,Canceled for all Americans,,,Very worried,Unfavorable,Favorable,Favorable,Favorable,Unfavorable,Favorable,No,Not too worried,45-64,45-59,40-49,,,,Very/somewhat worried,,,,,,Not so good/Poor,18-64,Democrat,Liberal,,White female,Not too/not at all worried,Last month/Before that,No union member in household,No union member in household,White,Industrial Areas,"City: 50,000 to 500,000","City over 50,000",2.0,03062
598629.0,New Hampshire,5.0,Version 2,Call 1,Backside complete,1.47493457794189,John Kerry,Female,White,No,50-59,Democrat,Very liberal,,"$30,000-$49,999",Worse today,No one does,,,,,,,Registered Undeclared/Independent,In the last month,,He has the right experience,Poor,,Somewhat important,Angry,,Canceled only for the wealthy,,,Very worried,Favorable,Favorable,Unfavorable,Favorable,Unfavorable,Unfavorable,No,Very worried,45-64,45-59,50-64,,,,Very/somewhat worried,,,,,,Not so good/Poor,18-64,Democrat,Liberal,,White female,Very/somewhat worried,Last month/Before that,No union member in household,No union member in household,White,Rural North,Rural,Small cities and Rural,1.0,03225
598630.0,New Hampshire,69.0,Version 1,Call 1,Backside complete,0.904581487178802,Wesley Clark,Female,White,No,30-39,Democrat,Very liberal,Postgraduate study,"$50,000-$74,999",,No one does,No one has,Something else,A few times a year,"Have voted before, but not in a presidential primary",Occasionally,No,,In the last week,The war in Iraq,,Poor,Strongly disapprove,Somewhat important,Angry,He agrees with you on the major issues,,Favor,Yes,,,,,,,,,,30-44,30-44,30-39,Occasionally,All others/Omits,College degree,,Have voted before,First time voting in a presidential primary,Somewhat/Strongly disapprove,No veteran in household,No veteran in household,Not so good/Poor,18-64,Democrat,Liberal,Something else,White female,,Last 3 days/Last week,No union member in household,No union member in household,White,Industrial Areas,"City: 50,000 to 500,000","City over 50,000",2.0,03063
598631.0,New Hampshire,42.0,Version 2,Call 1,Backside complete,0.987464427947998,John Kerry,Female,White,No,50-59,Democrat,Moderate,,"$30,000-$49,999",About the same,No one does,,,,,,,Registered Democrat,In the last month,,He can defeat George W. Bush,Not so good,,Not too important,"Dissatisfied, but not angry",,Canceled only for the wealthy,,,Very worried,Unfavorable,Unfavorable,Favorable,Favorable,Favorable,Favorable,No,Somewhat worried,45-64,45-59,50-64,,,,Very/somewhat worried,,,,,,Not so good/Poor,18-64,Democrat,Moderate,,White female,Very/somewhat worried,Last month/Before that,No union member in household,No union member in household,White,South,Suburbs,Suburbs,2.0,03244
598632.0,New Hampshire,75.0,Version 2,Call 1,Backside complete,0.642927527427673,John Edwards,Female,Asian,No,40-44,Independent,Somewhat liberal,,"$100,000 or more",About the same,No one does,,,,,,,Registered Undeclared/Independent,In the last three days,,He has a positive message,Not so good,,Very important,"Dissatisfied, but not angry",,Canceled for all Americans,,,Very worried,Omit,Unfavorable,Favorable,Unfavorable,Omit,Unfavorable,No,Somewhat worried,30-44,30-44,40-49,,,,Very/somewhat worried,,,,,,Not so good/Poor,18-64,Independent,Liberal,,Non-white female,Very/somewhat worried,Last 3 days/Last week,No union member in household,No union member in household,Asian,Industrial Areas,"City: 50,000 to 500,000","City over 50,000",2.0,03062
598633.0,New Hampshire,71.0,Version 2,Call 1,Backside complete,0.719380259513855,Howard Dean,Female,,No,75 or over,Democrat,Somewhat liberal,,,About the same,No one does,,,,,,,Registered Republican,Before that,,Omit,Poor,,Not at all important,Omit,,Canceled for all Americans,,,Very worried,Favorable,Favorable,Favorable,Favorable,Favorable,Favorable,No,Somewhat worried,65 or over,60 or over,65 or over,,,,Very/somewhat worried,,,,,,Not so good/Poor,65 or over,Democrat,Liberal,,,Very/somewhat worried,Last month/Before that,No union member in household,No union member in household,,Industrial Areas,"City: 50,000 to 500,000","City over 50,000",2.0,03064
598634.0,New Hampshire,74.0,Version 1,Call 1,Backside complete,0.990289568901062,John Kerry,Female,White,No,50-59,Democrat,Moderate,College graduate,"$50,000-$74,999",,No one does,No one has,Catholic,A few times a year,Have voted in presidential primary before,Occasionally,No,,In the last week,Economy/Jobs,,Poor,Strongly approve,Somewhat important,"Satisfied, but not enthusiastic",He agrees with you on the major issues,,Favor,No,,,,,,,,,,45-64,45-59,50-64,Occasionally,Catholic/Do not attend weekly,College degree,,Have voted before,Have voted in a presidential primary before,Strongly/Somewhat approve,No veteran in household,No veteran in household,Not so good/Poor,18-64,Democrat,Moderate,Catholic,White female,,Last 3 days/Last week,No union member in household,No union member in household,White,Industrial Areas,"City: 50,000 to 500,000","City over 50,000",2.0,03060
598635.0,New Hampshire,5.0,Version 1,Call 1,Backside complete,2.0495445728302,Wesley Clark,Male,White,No,50-59,Independent,Somewhat liberal,Some college or associate degree,"$75,000-$99,999",,"Yes, someone else does","Yes, I have and someone else has",Protestant,A few times a month,Have voted in presidential primary before,Rarely,Yes,,In the last three days,National security/Terrorism,,Not so good,Somewhat disapprove,Very important,Angry,He agrees with you on the major issues,,Omit,No,,,,,,,,,,45-64,45-59,50-64,Occasionally,Protestant/Do not attend weekly,No college degree,,Have voted before,Have voted in a presidential primary before,Somewhat/Strongly disapprove,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,18-64,Independent,Liberal,Protestant/Other Christian,White male,,Last 3 days/Last week,"Yes, I am or someone in household is",Someone else in household is,White,Rural North,Rural,Small cities and Rural,1.0,03225
598636.0,New Hampshire,69.0,Version 1,Call 1,Backside not complete,0.780358791351318,John Edwards,Male,White,No,45-49,,,,,,,,,,,Never,,,In the last three days,Economy/Jobs,,,,,"Dissatisfied, but not angry",He agrees with you on the major issues,,,Yes,,,,,,,,,,45-64,45-59,40-49,,,,,,,,,,,18-64,,,,White male,,Last 3 days/Last week,,,White,Industrial Areas,"City: 50,000 to 500,000","City over 50,000",2.0,03063
598637.0,New Hampshire,42.0,Version 1,Call 1,Backside complete,0.513779580593109,Dennis Kucinich,Female,White,No,25-29,Independent,Somewhat liberal,College graduate,"$15,000-$29,999",,No one does,"Yes, someone else has",Something else,Never,"Have voted before, but not in a presidential primary",Never,No,,In the last three days,Education,,Not so good,Strongly disapprove,Somewhat important,"Dissatisfied, but not angry",He agrees with you on the major issues,,Favor,No,,,,,,,,,,18-29,18-29,25-29,Never,All others/Omits,College degree,,Have voted before,First time voting in a presidential primary,Somewhat/Strongly disapprove,"Yes, I have or someone in household has",Someone else in household has,Not so good/Poor,18-64,Independent,Liberal,Something else,White female,,Last 3 days/Last week,No union member in household,No union member in household,White,South,Suburbs,Suburbs,2.0,03244
598638.0,New Hampshire,62.0,Version 2,Call 1,Backside complete,1.0435928106308,John Kerry,Male,Hispanic/Latino,Yes,30-39,Independent,Moderate,,"$15,000-$29,999",Worse today,No one does,,,,,,,Registered Undeclared/Independent,Before that,,He can defeat George W. Bush,Not so good,,Omit,"Dissatisfied, but not angry",,Canceled only for the wealthy,,,Very worried,Unfavorable,Unfavorable,Favorable,Favorable,Favorable,Favorable,Yes,Very worried,30-44,30-44,30-39,,,,Very/somewhat worried,,,,,,Not so good/Poor,18-64,Independent,Moderate,,Non-white male,Very/somewhat worried,Last month/Before that,No union member in household,No union member in household,Hispanic/Latino,Industrial Areas,"City: 50,000 to 500,000","City over 50,000",1.0,03103
598639.0,New Hampshire,75.0,Version 1,Call 1,Backside complete,0.906045258045197,Joe Lieberman,Female,White,,40-44,Independent,Somewhat conservative,College graduate,"$100,000 or more",,No one does,No one has,Protestant,Once a week,Have voted in presidential primary before,Never,No,,In the last three days,Health care/Medicare,,Not so good,Somewhat approve,Not at all important,"Satisfied, but not enthusiastic",He agrees with you on the major issues,,Favor,No,,,,,,,,,,30-44,30-44,40-49,Weekly,Protestant/Attend Weekly,College degree,,Have voted before,Have voted in a presidential primary before,Strongly/Somewhat approve,No veteran in household,No veteran in household,Not so good/Poor,18-64,Independent,Conservative,Protestant/Other Christian,White female,,Last 3 days/Last week,No union member in household,No union member in household,White,Industrial Areas,"City: 50,000 to 500,000","City over 50,000",2.0,03062
598640.0,New Hampshire,71.0,Version 1,Call 1,Backside complete,0.952042937278748,John Kerry,,White,No,75 or over,Independent,Moderate,High school graduate,"$15,000-$29,999",,No one does,"Yes, someone else has",Catholic,A few times a month,Have voted in presidential primary before,Never,No,,In the last month,Omit,,Not so good,Somewhat disapprove,Somewhat important,"Dissatisfied, but not angry",Omit,,Oppose,No,,,,,,,,,,65 or over,60 or over,65 or over,Occasionally,Catholic/Do not attend weekly,No college degree,,Have voted before,Have voted in a presidential primary before,Somewhat/Strongly disapprove,"Yes, I have or someone in household has",Someone else in household has,Not so good/Poor,65 or over,Independent,Moderate,Catholic,,,Last month/Before that,No union member in household,No union member in household,White,Industrial Areas,"City: 50,000 to 500,000","City over 50,000",2.0,03064
598641.0,New Hampshire,74.0,Version 2,Call 1,Backside complete,1.22508728504181,John Kerry,Male,White,No,50-59,Independent,Moderate,,"$100,000 or more",Better today,No one does,,,,,,,Registered Undeclared/Independent,In the last week,,He has the right experience,Not so good,,Not too important,Angry,,Canceled only for the wealthy,,,Very worried,Favorable,Unfavorable,Favorable,Favorable,Favorable,Favorable,No,Very worried,45-64,45-59,50-64,,,,Very/somewhat worried,,,,,,Not so good/Poor,18-64,Independent,Moderate,,White male,Very/somewhat worried,Last 3 days/Last week,No union member in household,No union member in household,White,Industrial Areas,"City: 50,000 to 500,000","City over 50,000",2.0,03060
598642.0,New Hampshire,7.0,Version 2,Call 1,Backside complete,0.716977179050446,Howard Dean,Female,White,No,60-64,Democrat,Somewhat liberal,,"$30,000-$49,999",Worse today,No one does,,,,,,,Registered Democrat,In the last three days,,He stands up for what he believes,Poor,,Somewhat important,Angry,,Canceled only for the wealthy,,,Very worried,Unfavorable,Favorable,Favorable,Unfavorable,Unfavorable,Unfavorable,No,Somewhat worried,45-64,60 or over,50-64,,,,Very/somewhat worried,,,,,,Not so good/Poor,18-64,Democrat,Liberal,,White female,Very/somewhat worried,Last 3 days/Last week,No union member in household,No union member in household,White,South,Suburbs,Suburbs,1.0,03110
598643.0,New Hampshire,55.0,Version 1,Call 1,Backside complete,1.33017826080322,John Kerry,Male,White,No,45-49,Democrat,Very liberal,Postgraduate study,"$100,000 or more",,No one does,"Yes, someone else has",Catholic,Once a week,Have voted in presidential primary before,Occasionally,No,,Before that,Education,,Not so good,Somewhat disapprove,Not too important,"Satisfied, but not enthusiastic",He agrees with you on the major issues,,Favor,Yes,,,,,,,,,,45-64,45-59,40-49,Weekly,Catholic/Attend weekly,College degree,,Have voted before,Have voted in a presidential primary before,Somewhat/Strongly disapprove,"Yes, I have or someone in household has",Someone else in household has,Not so good/Poor,18-64,Democrat,Liberal,Catholic,White male,,Last month/Before that,No union member in household,No union member in household,White,South,Suburbs,Suburbs,1.0,03053
598644.0,New Hampshire,63.0,Version 1,Call 1,Backside complete,1.15008187294006,John Kerry,Male,White,No,30-39,Democrat,Moderate,Did not complete high school,"$30,000-$49,999",,No one does,"Yes, I have",Jewish,A few times a month,Have voted in presidential primary before,,No,,In the last three days,Health care/Medicare,,Excellent,Strongly approve,Not too important,Omit,He agrees with you on the major issues,,Omit,Yes,,,,,,,,,,30-44,30-44,30-39,Occasionally,All others/Omits,No college degree,,Have voted before,Have voted in a presidential primary before,Strongly/Somewhat approve,"Yes, I have or someone in household has","Yes, I have",Excellent/Good,18-64,Democrat,Moderate,Jewish,White male,,Last 3 days/Last week,No union member in household,No union member in household,White,Industrial Areas,"City: 50,000 to 500,000","City over 50,000",1.0,03109
598645.0,New Hampshire,69.0,Version 2,Call 1,Backside complete,0.513779580593109,Dennis Kucinich,Female,White,No,45-49,Democrat,Very liberal,,"$100,000 or more",Worse today,No one does,,,,,,,Registered Undeclared/Independent,In the last week,,He stands up for what he believes,Poor,,Not at all important,Angry,,Canceled only for the wealthy,,,Very worried,Favorable,Favorable,Favorable,Unfavorable,Unfavorable,Unfavorable,No,Very worried,45-64,45-59,40-49,,,,Very/somewhat worried,,,,,,Not so good/Poor,18-64,Democrat,Liberal,,White female,Very/somewhat worried,Last 3 days/Last week,No union member in household,No union member in household,White,Industrial Areas,"City: 50,000 to 500,000","City over 50,000",2.0,03063
