ID,STANUM,PRECINCT,CALL,BACKSIDE,WGT,dpres,SEX,RACE,LATINO,AGE9,PARTYID,PHIL5,EDUC,INCOME03,FINSIT,UNION4,RELIGION,ATTEND,nascar,issue,NEC,iraqtrps,gwbangr,gaymrrge,blncangr,kerryla,kerryvp,keryvals,nafta,voteconf,AGE,AGE60,AGE65,ATTEND2,ATTREL,COLLEDUC,INC50K,IRAQTRP2,kerrywin,KERYVAL2,NEC2,OVER65,PARTY,PHIL3,REL5,RELWHITE,SEXRACE,UNIONHH,UNIONVOT,votecnf2,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1065912.0,Louisiana,84.0,Call 1,Backside complete,1.26767241954803,John Kerry,Female,Black,No,30-39,Democrat,Moderate,College graduate,"$100,000 or more",Better today,No one does,Catholic,Once a week,No,Education,Not so good,Withdraw some troops,Angry,Gay couples allowed to legally marry,"Dissatisfied, but not angry",Not too likely,John Edwards,Somewhat,Taken more jobs from your state,Not too confident,30-44,30-44,30-39,Weekly,Catholic/Attend weekly,College degree,"$50,000 or more",Withdraw some/all troops,Not too/Not at all likely,A lot/somewhat,Not so good/Poor,17-64,Democrat,Moderate,Catholic,All others/Omits,Non-white female,No,No,Not too/not at all confident,Black,New Orleans area,"City: 50,000 to 500,000","City over 50,000",2.0,70115.0
1065914.0,Louisiana,91.0,Call 1,Backside complete,1.85851287841797,John Edwards,Female,Hispanic/Latino,Yes,45-49,Democrat,Somewhat liberal,College graduate,"$50,000-$74,999",Worse today,No one does,Something else,A few times a year,No,Economy/Jobs,Not so good,Send more troops,Angry,Gay couples allowed to legally marry,"Dissatisfied, but not angry",Somewhat likely,John Edwards,Somewhat,Taken more jobs from your state,Somewhat confident,45-64,45-59,40-49,Occasionally,All others/Omits,College degree,"$50,000 or more",Send more/Keep the same number of troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,17-64,Democrat,Liberal,Something else,All others/Omits,Non-white female,No,No,Very/somewhat confident,Hispanic/Latino,New Orleans area,"City: 50,000 to 500,000","City over 50,000",2.0,70124.0
1065915.0,Louisiana,123.0,Call 1,Backside complete,1.79751777648926,John Edwards,Female,White,No,75 or over,Democrat,Somewhat liberal,Did not complete high school,"Under $15,000",Worse today,No one does,Catholic,Once a week,No,Health care/Medicare,Not so good,Withdraw some troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,Enthusaistic,Very likely,Hillary Clinton,A lot,Omit,Very confident,65 or over,60 or over,65 or over,Weekly,Catholic/Attend weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Democrat,Liberal,Catholic,White Catholic,White female,No,No,Very/somewhat confident,White,Cajun country,"City: 10,000 to 49,999",Small cities and Rural,3.0,70380.0
1065918.0,Louisiana,11.0,Call 1,Backside complete,0.808046817779541,John Kerry,Male,White,,75 or over,Democrat,Moderate,Did not complete high school,"Under $15,000",About the same,No one does,Protestant,A few times a year,No,Health care/Medicare,Not so good,Withdraw some troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,Omit,Very likely,Hillary Clinton,A lot,Omit,Somewhat confident,65 or over,60 or over,65 or over,Occasionally,Protestant/Do not attend weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,White male,No,No,Very/somewhat confident,White,Protestant North,"City: 10,000 to 49,999",Small cities and Rural,4.0,71108.0
1065919.0,Louisiana,127.0,Call 1,Backside complete,0.620806813240051,John Kerry,Male,White,No,50-59,Independent,Moderate,Postgraduate study,"$50,000-$74,999",About the same,No one does,Catholic,Once a week,No,Economy/Jobs,Not so good,Withdraw all troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,"Satisfied, but not enthusiastic",Somewhat likely,John Edwards,Somewhat,Taken more jobs from your state,Very confident,45-64,45-59,50-64,Weekly,Catholic/Attend weekly,College degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,17-64,Independent,Moderate,Catholic,White Catholic,White male,No,No,Very/somewhat confident,White,Protestant North,"City: 10,000 to 49,999",Small cities and Rural,1.0,70448.0
1065920.0,Louisiana,69.0,Call 1,Backside complete,1.3502345085144,John Kerry,Male,Black,,60-64,Democrat,Somewhat conservative,High school graduate,"$15,000-$29,999",Worse today,No one does,Catholic,Once a week,,National security/Terrorism,Poor,Withdraw all troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,"Satisfied, but not enthusiastic",Very likely,John Edwards,A lot,Taken more jobs from your state,Not too confident,45-64,60 or over,50-64,Weekly,Catholic/Attend weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,17-64,Democrat,Conservative,Catholic,All others/Omits,Non-white male,No,No,Not too/not at all confident,Black,Cajun country,"City: 50,000 to 500,000","City over 50,000",7.0,70501.0
1065925.0,Louisiana,84.0,Call 1,Backside complete,1.40022850036621,John Kerry,Male,White,,30-39,Democrat,Very liberal,Did not complete high school,"$15,000-$29,999",Worse today,No one does,Other Christian,A few times a month,Yes,National security/Terrorism,Poor,Withdraw some troops,Angry,Gay couples allowed to legally marry,"Satisfied, but not enthusiastic",Very likely,Mary Landrieu,A lot,Taken more jobs from your state,Very confident,30-44,30-44,30-39,Occasionally,Protestant/Do not attend weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,17-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,White male,No,No,Very/somewhat confident,White,New Orleans area,"City: 50,000 to 500,000","City over 50,000",2.0,70115.0
1065929.0,Louisiana,57.0,Call 1,Backside complete,0.477611631155014,John Kerry,Male,Black,No,50-59,Democrat,Somewhat liberal,Some college or associate degree,"$75,000-$99,999",Worse today,No one does,Other Christian,More than once a week,Yes,Taxes,Poor,Withdraw some troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,"Satisfied, but not enthusiastic",Very likely,John Edwards,A lot,Taken more jobs from your state,Very confident,45-64,45-59,50-64,Weekly,Protestant/Attend Weekly,No college degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,17-64,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Non-white male,No,No,Very/somewhat confident,Black,New Orleans area,"City: 10,000 to 49,999",Small cities and Rural,3.0,70058.0
1065933.0,Louisiana,11.0,Call 1,Backside complete,0.730277359485626,John Edwards,Male,Black,No,50-59,Democrat,Moderate,High school graduate,"Under $15,000",Worse today,No one does,Protestant,Never,No,Health care/Medicare,Good,Withdraw all troops,Angry,Gay couples allowed to legally form civil unions,"Satisfied, but not enthusiastic",Very likely,John Edwards,Not much,Taken more jobs from your state,Somewhat confident,45-64,45-59,50-64,Never,Protestant/Do not attend weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,Not much/Not at all,Excellent/Good,17-64,Democrat,Moderate,Protestant/Other Christian,All others/Omits,Non-white male,No,No,Very/somewhat confident,Black,Protestant North,"City: 10,000 to 49,999",Small cities and Rural,4.0,71108.0
1065934.0,Louisiana,127.0,Call 1,Backside complete,0.794103622436523,John Kerry,Female,White,No,60-64,Democrat,Somewhat liberal,Some college or associate degree,"Under $15,000",Worse today,No one does,Catholic,More than once a week,No,Taxes,Not so good,Withdraw some troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,Enthusaistic,Somewhat likely,John Edwards,Somewhat,Omit,Very confident,45-64,60 or over,50-64,Weekly,Catholic/Attend weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,17-64,Democrat,Liberal,Catholic,White Catholic,White female,No,No,Very/somewhat confident,White,Protestant North,"City: 10,000 to 49,999",Small cities and Rural,1.0,70448.0
1065938.0,Louisiana,57.0,Call 1,Backside complete,0.477611631155014,John Kerry,Female,,No,50-59,Democrat,Moderate,Some college or associate degree,"$15,000-$29,999",Worse today,"Yes, someone else does",Catholic,A few times a year,Yes,Economy/Jobs,Poor,Keep the same number of troops,Angry,Gay couples allowed to legally form civil unions,Enthusaistic,Somewhat likely,John Edwards,A lot,Taken more jobs from your state,Very confident,45-64,45-59,50-64,Occasionally,Catholic/Do not attend weekly,No college degree,"Under $50,000",Send more/Keep the same number of troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,17-64,Democrat,Moderate,Catholic,All others/Omits,,"Yes, I am or someone in household is",No,Very/somewhat confident,,New Orleans area,"City: 10,000 to 49,999",Small cities and Rural,3.0,70058.0
1065944.0,Louisiana,127.0,Call 1,Backside complete,0.794103622436523,John Kerry,Female,White,No,60-64,Democrat,Very conservative,Postgraduate study,"$30,000-$49,999",About the same,No one does,Protestant,A few times a month,,Economy/Jobs,Poor,Withdraw some troops,Angry,Gay couples allowed to legally form civil unions,"Satisfied, but not enthusiastic",Very likely,Omit,Somewhat,Omit,Not at all confident,45-64,60 or over,50-64,Occasionally,Protestant/Do not attend weekly,College degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,17-64,Democrat,Conservative,Protestant/Other Christian,White Protestant/Other Christian,White female,No,No,Not too/not at all confident,White,Protestant North,"City: 10,000 to 49,999",Small cities and Rural,1.0,70448.0
1065947.0,Louisiana,69.0,Call 1,Backside complete,1.20416438579559,John Kerry,Male,,No,65-74,Democrat,Moderate,High school graduate,"Under $15,000",Worse today,No one does,,More than once a week,No,Economy/Jobs,Not so good,Withdraw some troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,Enthusaistic,Very likely,Hillary Clinton,A lot,Taken more jobs from your state,Somewhat confident,65 or over,60 or over,65 or over,Weekly,All others/Omits,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Democrat,Moderate,,All others/Omits,,No,No,Very/somewhat confident,,Cajun country,"City: 50,000 to 500,000","City over 50,000",7.0,70501.0
1065951.0,Louisiana,57.0,Call 1,Backside complete,0.481715500354767,John Kerry,Female,Black,,50-59,Democrat,,High school graduate,,About the same,No one does,Other Christian,Once a week,,Economy/Jobs,Not so good,Withdraw all troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,"Satisfied, but not enthusiastic",Somewhat likely,Hillary Clinton,A lot,Omit,Somewhat confident,45-64,45-59,50-64,Weekly,Protestant/Attend Weekly,No college degree,,Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,17-64,Democrat,,Protestant/Other Christian,All others/Omits,Non-white female,No,No,Very/somewhat confident,Black,New Orleans area,"City: 10,000 to 49,999",Small cities and Rural,3.0,70058.0
1065957.0,Louisiana,127.0,Call 1,Backside complete,0.757543921470642,John Kerry,Male,White,No,65-74,Democrat,Somewhat liberal,Some college or associate degree,"Under $15,000",Worse today,No one does,Catholic,Once a week,No,Taxes,Not so good,Withdraw some troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,Enthusaistic,Very likely,John Edwards,A lot,Omit,Very confident,65 or over,60 or over,65 or over,Weekly,Catholic/Attend weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Democrat,Liberal,Catholic,White Catholic,White male,No,No,Very/somewhat confident,White,Protestant North,"City: 10,000 to 49,999",Small cities and Rural,1.0,70448.0
1065958.0,Louisiana,139.0,Call 1,Backside complete,0.71372663974762,John Kerry,Male,White,No,75 or over,Democrat,Moderate,Did not complete high school,"Under $15,000",About the same,No one does,Catholic,Once a week,No,Health care/Medicare,Not so good,Withdraw all troops,"Dissatisfied, but not angry",Gay couples allowed to legally form civil unions,"Satisfied, but not enthusiastic",Very likely,Mary Landrieu,A lot,Taken more jobs from your state,Not too confident,65 or over,60 or over,65 or over,Weekly,Catholic/Attend weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Democrat,Moderate,Catholic,White Catholic,White male,No,No,Not too/not at all confident,White,Cajun country,Rural,Small cities and Rural,3.0,70356.0
1065959.0,Louisiana,139.0,Call 1,Backside complete,0.529527723789215,John Kerry,Female,Black,No,45-49,Democrat,,Some college or associate degree,"$100,000 or more",Better today,No one does,Other Christian,More than once a week,No,Health care/Medicare,Good,Withdraw all troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,Enthusaistic,Somewhat likely,Hillary Clinton,Somewhat,Created more jobs in your state,Somewhat confident,45-64,45-59,40-49,Weekly,Protestant/Attend Weekly,No college degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Excellent/Good,17-64,Democrat,,Protestant/Other Christian,All others/Omits,Non-white female,No,No,Very/somewhat confident,Black,Cajun country,Rural,Small cities and Rural,3.0,70356.0
1065963.0,Louisiana,114.0,Call 1,Backside complete,1.20935809612274,John Kerry,Male,Hispanic/Latino,Yes,17-24,Independent,Moderate,High school graduate,"$75,000-$99,999",Better today,No one does,Other Christian,Once a week,No,Health care/Medicare,Good,Withdraw some troops,"Satisfied, but not enthusiastic",No legal recognition of gay couples' relationships,"Satisfied, but not enthusiastic",Somewhat likely,Hillary Clinton,Not much,Had no effect on jobs in your state,Somewhat confident,17-29,17-29,17-24,Weekly,Protestant/Attend Weekly,No college degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,Not much/Not at all,Excellent/Good,17-64,Independent,Moderate,Protestant/Other Christian,All others/Omits,Non-white male,No,No,Very/somewhat confident,White,Cajun country,Rural,Small cities and Rural,3.0,70723.0
1065965.0,Louisiana,57.0,Call 1,Backside complete,0.481715500354767,John Kerry,Female,Black,,40-44,Democrat,Somewhat liberal,Postgraduate study,"$15,000-$29,999",Better today,"Yes, I do",Protestant,More than once a week,No,Education,Not so good,Withdraw all troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,Enthusaistic,Very likely,Mary Landrieu,A lot,Had no effect on jobs in your state,Very confident,30-44,30-44,40-49,Weekly,Protestant/Attend Weekly,College degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,17-64,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Non-white female,"Yes, I am or someone in household is",Yes I am,Very/somewhat confident,Black,New Orleans area,"City: 10,000 to 49,999",Small cities and Rural,3.0,70058.0
1065968.0,Louisiana,11.0,Call 1,Backside complete,0.599505722522736,John Kerry,Female,Black,No,50-59,Democrat,Moderate,Some college or associate degree,"$30,000-$49,999",About the same,"Yes, someone else does",Other Christian,Once a week,No,Health care/Medicare,Not so good,Withdraw some troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,"Satisfied, but not enthusiastic",Very likely,John Edwards,Somewhat,Taken more jobs from your state,Somewhat confident,45-64,45-59,50-64,Weekly,Protestant/Attend Weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,17-64,Democrat,Moderate,Protestant/Other Christian,All others/Omits,Non-white female,"Yes, I am or someone in household is",No,Very/somewhat confident,Black,Protestant North,"City: 10,000 to 49,999",Small cities and Rural,4.0,71108.0
1065969.0,Louisiana,127.0,Call 1,Backside complete,0.792720973491669,John Edwards,Male,White,No,50-59,Democrat,Moderate,College graduate,"$75,000-$99,999",About the same,No one does,Jewish,A few times a year,No,Economy/Jobs,Poor,Send more troops,Angry,Gay couples allowed to legally form civil unions,Enthusaistic,Very likely,John Edwards,A lot,Had no effect on jobs in your state,Very confident,45-64,45-59,50-64,Occasionally,All others/Omits,College degree,"$50,000 or more",Send more/Keep the same number of troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,17-64,Democrat,Moderate,Jewish,White Jewish,White male,No,No,Very/somewhat confident,White,Protestant North,"City: 10,000 to 49,999",Small cities and Rural,1.0,70448.0
