ID,STANUM,PRECINCT,CALL,BACKSIDE,WGT,DPRES,SEX,RACE,LATINO,AGE9,PARTYID,PHIL5,EDUC,INCOME03,FINSIT,UNION4,veteran,RELIGION,TIMEPRI,ISSUE,QUAL,NEC,IRAQAPP,BUSHANGR,BEATBUSH,gaymrrge,suppdean,REPLTAX,satkerry,TRADE,AGE,AGE60,AGE65,COLLEDUC,DEANDFCT,INC50K,iraq2,MILHH,MILVOTE,NEC2,OVER65,PARTY,PHIL3,REL5,RELWHITE,SATKERR2,SEXRACE,TIMEPRI2,UNIONHH,UNIONVOT,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
824643.0,Wisconsin,62.0,Call 3,Backside complete,0.790925562381744,Wesley Clark,Male,White,No,18-24,Independent,Very liberal,Did not complete high school,"$50,000-$74,999",Worse today,No one does,No one has,Protestant,Today,Omit,Omit,Not so good,Strongly disapprove,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally marry,Yes,Omit,Somewhat satisfied,Has no effect on jobs in your state,18-29,18-29,18-24,No college degree,Yes,"$50,000 or more",Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Independent,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat satisfied,White male,Today/Last 3 days/Last week,No,No,White,South,Suburbs,Suburbs,1.0,53105.0
824769.0,Wisconsin,79.0,Call 3,Backside complete,0.670808613300323,Wesley Clark,Male,,,,Something Else,Moderate,High school graduate,"$30,000-$49,999",About the same,"Yes, I do",No one has,Catholic,Today,Health care/Medicare,He has a positive message,Good,Somewhat approve,"Satisfied, but not enthusiastic",He agrees with you on the major issues,No legal recognition of gay couples' relationships,Yes,Repealed for all Americans,Somewhat satisfied,Creates more jobs in your state,,,,No college degree,Yes,"Under $50,000",Strongly/Somewhat approve,No,No,Excellent/Good,,Independent,Moderate,Catholic,All others/Omits,Very/Somewhat satisfied,,Today/Last 3 days/Last week,"Yes, I am or someone in household is",Yes I am,,Milwaukee vicinity,Suburbs,Suburbs,5.0,53051.0
824783.0,Wisconsin,62.0,Call 3,Backside complete,0.794805645942688,Wesley Clark,Male,White,No,40-44,Democrat,Moderate,High school graduate,"$30,000-$49,999",Worse today,No one does,"Yes, I have",Protestant,In the last month,Economy/Jobs,He stands up for what he believes,Not so good,Somewhat approve,"Dissatisfied, but not angry",He agrees with you on the major issues,No legal recognition of gay couples' relationships,No,Repealed for all Americans,Somewhat dissatisfied,Creates more jobs in your state,30-44,30-44,40-49,No college degree,No,"Under $50,000",Strongly/Somewhat approve,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,18-64,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat dissatisfied,White male,Last month/Before that,No,No,White,South,Suburbs,Suburbs,1.0,53105.0
824791.0,Wisconsin,35.0,Call 3,Backside complete,1.74407482147217,Wesley Clark,Female,White,No,30-39,Democrat,Somewhat liberal,Postgraduate study,"$50,000-$74,999",Worse today,"Yes, I do","Yes, someone else has",Protestant,Today,The war in Iraq,He stands up for what he believes,Not so good,Strongly disapprove,Angry,He agrees with you on the major issues,Gay couples allowed to legally form civil unions,No,Repealed for all Americans,Somewhat satisfied,Takes more jobs from your state,30-44,30-44,30-39,College degree,No,"$50,000 or more",Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat satisfied,White female,Today/Last 3 days/Last week,"Yes, I am or someone in household is",Yes I am,White,Northwest,Suburbs,Suburbs,3.0,54650.0
824910.0,Wisconsin,75.0,Call 3,Backside complete,0.464942365884781,Wesley Clark,Female,White,,40-44,,,,,Omit,"Yes, someone else does",,,Today,Omit,Omit,Not so good,Strongly disapprove,Angry,He agrees with you on the major issues,Omit,Omit,Omit,Omit,Omit,30-44,30-44,40-49,,Omit,,Somewhat/Strongly disapprove,,,Not so good/Poor,18-64,,,,All others/Omits,Omit,White female,Today/Last 3 days/Last week,"Yes, I am or someone in household is",No,White,Milwaukee vicinity,Suburbs,Suburbs,5.0,53045.0
824990.0,Wisconsin,29.0,Call 3,Backside complete,1.74407482147217,Wesley Clark,Female,White,No,65-74,Independent,Somewhat liberal,Postgraduate study,"$30,000-$49,999",Better today,No one does,,Protestant,In the last week,Health care/Medicare,He stands up for what he believes,Not so good,Strongly disapprove,"Dissatisfied, but not angry",He can defeat George W. Bush in November,No legal recognition of gay couples' relationships,No,Repealed only for the wealthy,Somewhat dissatisfied,Takes more jobs from your state,65 or over,60 or over,65 or over,College degree,No,"Under $50,000",Somewhat/Strongly disapprove,,,Not so good/Poor,65 or over,Independent,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat dissatisfied,White female,Today/Last 3 days/Last week,No,No,White,Northwest,Rural,Small cities and Rural,3.0,54635.0
825077.0,Wisconsin,11.0,Call 3,Backside complete,0.925764083862305,Wesley Clark,Male,White,No,60-64,Democrat,Moderate,Some college or associate degree,"$50,000-$74,999",Better today,"Yes, I do","Yes, I have",Other Christian,In the last month,The war in Iraq,He has the right experience,Not so good,Somewhat disapprove,"Dissatisfied, but not angry",He agrees with you on the major issues,No legal recognition of gay couples' relationships,No,Repealed for all Americans,Somewhat satisfied,Takes more jobs from your state,45-64,60 or over,50-64,No college degree,No,"$50,000 or more",Somewhat/Strongly disapprove,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,18-64,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat satisfied,White male,Last month/Before that,"Yes, I am or someone in household is",Yes I am,White,South,Rural,Small cities and Rural,2.0,53901.0
825124.0,Wisconsin,3.0,Call 3,Backside complete,1.01213181018829,Wesley Clark,Female,White,No,30-39,Democrat,Somewhat liberal,College graduate,"$30,000-$49,999",About the same,,"Yes, I have",Protestant,In the last month,Education,He cares about people like me,Not so good,Somewhat approve,"Dissatisfied, but not angry",Omit,No legal recognition of gay couples' relationships,Yes,Omit,Somewhat satisfied,Creates more jobs in your state,30-44,30-44,30-39,College degree,Yes,"Under $50,000",Strongly/Somewhat approve,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat satisfied,White female,Last month/Before that,,,White,Northeast,"City: 50,000 to 500,000","City over 50,000",8.0,54303.0
825205.0,Wisconsin,11.0,Call 3,Backside complete,1.01453936100006,Wesley Clark,Female,White,No,50-59,Democrat,Somewhat liberal,Some college or associate degree,"$50,000-$74,999",About the same,"Yes, I do","Yes, someone else has",Catholic,Before that,National security/Terrorism,He has the right experience,Not so good,Somewhat approve,Angry,He agrees with you on the major issues,No legal recognition of gay couples' relationships,No,Repealed only for the wealthy,Somewhat satisfied,Takes more jobs from your state,45-64,45-59,50-64,No college degree,No,"$50,000 or more",Strongly/Somewhat approve,"Yes, I have or someone in household has",No,Not so good/Poor,18-64,Democrat,Liberal,Catholic,White Catholic,Very/Somewhat satisfied,White female,Last month/Before that,"Yes, I am or someone in household is",Yes I am,White,South,Rural,Small cities and Rural,2.0,53901.0
825237.0,Wisconsin,75.0,Call 3,Backside complete,0.464942365884781,Wesley Clark,Female,White,No,45-49,Independent,Moderate,Postgraduate study,"$50,000-$74,999",Worse today,No one does,"Yes, someone else has",Protestant,In the last month,The war in Iraq,He has the right experience,Not so good,Strongly disapprove,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally form civil unions,No,Repealed for all Americans,Somewhat satisfied,Has no effect on jobs in your state,45-64,45-59,40-49,College degree,No,"$50,000 or more",Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,18-64,Independent,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat satisfied,White female,Last month/Before that,No,No,White,Milwaukee vicinity,Suburbs,Suburbs,5.0,53045.0
825257.0,Wisconsin,63.0,Call 3,Backside complete,0.949085235595703,Wesley Clark,Female,White,No,30-39,Independent,Moderate,College graduate,"$75,000-$99,999",About the same,No one does,No one has,None,Before that,The war in Iraq,He can defeat George W. Bush,Poor,Strongly disapprove,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,No,Repealed only for the wealthy,Somewhat satisfied,Takes more jobs from your state,30-44,30-44,30-39,College degree,No,"$50,000 or more",Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Independent,Moderate,None,White None,Very/Somewhat satisfied,White female,Last month/Before that,No,No,White,South,Suburbs,Suburbs,1.0,53406.0
825361.0,Wisconsin,43.0,Call 3,Backside complete,1.74407482147217,Wesley Clark,Female,Hispanic/Latino,Yes,45-49,Democrat,Very conservative,Some college or associate degree,"$30,000-$49,999",Worse today,No one does,No one has,Something else,Today,Health care/Medicare,He can defeat George W. Bush,Not so good,Strongly disapprove,Angry,He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Yes,Left entirely in place,Somewhat satisfied,Takes more jobs from your state,45-64,45-59,40-49,No college degree,Yes,"Under $50,000",Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Democrat,Conservative,Something else,All others/Omits,Very/Somewhat satisfied,Non-white female,Today/Last 3 days/Last week,No,No,Black,Milwaukee,"City over 500,000","City over 50,000",4.0,53208.0
823030.0,Wisconsin,79.0,Call 1,Backside complete,1.67966485023499,Howard Dean,Female,White,No,30-39,Independent,Moderate,Some college or associate degree,,Better today,No one does,"Yes, someone else has",Catholic,In the last week,Education,He has the right experience,Poor,Somewhat disapprove,"Dissatisfied, but not angry",He agrees with you on the major issues,No legal recognition of gay couples' relationships,Yes,Omit,Somewhat dissatisfied,Omit,30-44,30-44,30-39,No college degree,Omit,,Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,18-64,Independent,Moderate,Catholic,White Catholic,Very/Somewhat dissatisfied,White female,Today/Last 3 days/Last week,No,No,White,Milwaukee vicinity,Suburbs,Suburbs,5.0,53051.0
823031.0,Wisconsin,5.0,Call 1,Backside complete,0.519593179225922,Howard Dean,Male,White,No,60-64,Democrat,Moderate,Some college or associate degree,"$30,000-$49,999",Worse today,"Yes, I do",No one has,Catholic,In the last month,Economy/Jobs,He cares about people like me,Poor,Strongly disapprove,Angry,He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Yes,Repealed for all Americans,Very satisfied,Takes more jobs from your state,45-64,60 or over,50-64,No college degree,Omit,"Under $50,000",Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Democrat,Moderate,Catholic,White Catholic,Very/Somewhat satisfied,White male,Last month/Before that,"Yes, I am or someone in household is",Yes I am,White,Northeast,Suburbs,Suburbs,8.0,54115.0
823036.0,Wisconsin,63.0,Call 1,Backside complete,1.02545547485352,Howard Dean,Female,White,No,50-59,Democrat,Very liberal,College graduate,"$100,000 or more",Better today,No one does,"Yes, someone else has",Protestant,In the last three days,The war in Iraq,He stands up for what he believes,Not so good,Strongly disapprove,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally marry,Yes,Repealed for all Americans,Very satisfied,Creates more jobs in your state,45-64,45-59,50-64,College degree,Omit,"$50,000 or more",Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat satisfied,White female,Today/Last 3 days/Last week,No,No,White,South,Suburbs,Suburbs,1.0,53406.0
823057.0,Wisconsin,5.0,Call 1,Backside complete,0.569151341915131,Howard Dean,Male,White,No,45-49,Independent,Somewhat conservative,College graduate,"$75,000-$99,999",Better today,No one does,"Yes, I have",None,In the last three days,National security/Terrorism,He has a positive message,Good,Somewhat approve,"Satisfied, but not enthusiastic",He agrees with you on the major issues,Omit,Yes,Left entirely in place,Somewhat dissatisfied,Has no effect on jobs in your state,45-64,45-59,40-49,College degree,Omit,"$50,000 or more",Strongly/Somewhat approve,"Yes, I have or someone in household has","Yes, I have",Excellent/Good,18-64,Independent,Conservative,None,White None,Very/Somewhat dissatisfied,White male,Today/Last 3 days/Last week,No,No,White,Northeast,Suburbs,Suburbs,8.0,54115.0
823065.0,Wisconsin,18.0,Call 1,Backside not complete,1.41238701343536,Howard Dean,Male,White,No,50-59,,,,,,,,,Today,Omit,Omit,,,Enthusaistic,,,,Left entirely in place,Very dissatisfied,,45-64,45-59,50-64,,,,,,,,18-64,,,,,Very/Somewhat dissatisfied,White male,Today/Last 3 days/Last week,,,White,Milwaukee vicinity,"City: 10,000 to 49,999",Small cities and Rural,6.0,53098.0
823066.0,Wisconsin,85.0,Call 1,Backside complete,0.453001350164413,Howard Dean,Female,White,No,60-64,Democrat,Somewhat conservative,High school graduate,"$50,000-$74,999",About the same,No one does,No one has,Protestant,Before that,Economy/Jobs,He stands up for what he believes,Poor,Strongly disapprove,Angry,He can defeat George W. Bush in November,No legal recognition of gay couples' relationships,Yes,Repealed for all Americans,Very dissatisfied,Takes more jobs from your state,45-64,60 or over,50-64,No college degree,Omit,"$50,000 or more",Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Democrat,Conservative,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat dissatisfied,White female,Last month/Before that,No,No,White,Northeast,Suburbs,Suburbs,6.0,54952.0
823074.0,Wisconsin,18.0,Call 1,Backside complete,1.2900116443634,Howard Dean,Female,White,No,65-74,Democrat,Moderate,Some college or associate degree,"Under $15,000",Worse today,No one does,No one has,Catholic,In the last three days,Health care/Medicare,He has a positive message,Poor,Strongly disapprove,Angry,He agrees with you on the major issues,Gay couples allowed to legally form civil unions,Yes,Repealed only for the wealthy,Very dissatisfied,Takes more jobs from your state,65 or over,60 or over,65 or over,No college degree,Omit,"Under $50,000",Somewhat/Strongly disapprove,No,No,Not so good/Poor,65 or over,Democrat,Moderate,Catholic,White Catholic,Very/Somewhat dissatisfied,White female,Today/Last 3 days/Last week,No,No,White,Milwaukee vicinity,"City: 10,000 to 49,999",Small cities and Rural,6.0,53098.0
823075.0,Wisconsin,14.0,Call 1,Backside complete,0.988560378551483,Howard Dean,Female,White,No,18-24,Democrat,Very liberal,College graduate,"$50,000-$74,999",About the same,No one does,No one has,Other Christian,Before that,Omit,Omit,Not so good,Strongly disapprove,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Yes,Repealed only for the wealthy,Somewhat dissatisfied,Has no effect on jobs in your state,18-29,18-29,18-24,College degree,Omit,"$50,000 or more",Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat dissatisfied,White female,Last month/Before that,No,No,White,South,"City: 50,000 to 500,000","City over 50,000",2.0,53711.0
