ID,STANUM,PRECINCT,CALL,BACKSIDE,WGT,dpres,SEX,RACE,LATINO,AGE9,PARTYID,PHIL5,EDUC,INCOME03,FINSIT,UNION4,veteran,ATTEND,FTVOTEP,TIMEPRI,issue,qual,IRAQAPP,BUSHANGR,BEATBUSH,jobworry,novedwr,novkerry,TERRWORR,TRADE,AGE,AGE60,AGE65,ATTEND2,COLLEDUC,ftever,FTPRIM,INC50K,iraq2,jobworr2,MILHH,MILVOTE,novedw2,novker2,OVER65,PARTY,PHIL3,SEXRACE,TERWORR2,TIMEPRI2,UNIONHH,UNIONVOT,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
796901.0,Virginia,99.0,Call 1,Backside complete,1.54007613658905,John Kerry,Male,Black,,60-64,Democrat,Moderate,Some college or associate degree,"$30,000-$49,999",About the same,"Yes, someone else does","Yes, someone else has",Once a week,I have voted in a presidential primary before,In the last month,Economy/Jobs,He has a positive message,Strongly disapprove,"Dissatisfied, but not angry",He agrees with you on the major issues,Very worried,Not at all likely,Very likely,Somewhat worried,Takes more jobs from your state,45-64,60 or over,50-64,Weekly,No college degree,Have voted before,Have voted in a primary before,"Under $50,000",Somewhat/Strongly disapprove,Very/somewhat worried,"Yes, I have or someone in household has",No,Not too/Not at all likely,Very/Somewhat likely,18-64,Democrat,Moderate,Non-white male,Very/somewhat worried,Last month/Before that,"Yes, I am or someone in household is",No,Black,Southeast,"City: 50,000 to 500,000","City over 50,000",3.0,23701.0
796902.0,Virginia,9.0,Call 1,Backside not complete,0.555732071399689,John Edwards,Female,White,No,40-44,,,,,,,,,,Before that,Economy/Jobs,He has a positive message,,"Dissatisfied, but not angry",,,Very likely,Very likely,,,30-44,30-44,40-49,,,,,,,,,,Very/Somewhat likely,Very/Somewhat likely,18-64,,,White female,,Last month/Before that,,,White,West/Shenendoah,Rural,Small cities and Rural,6.0,24019.0
796903.0,Virginia,9.0,Call 1,Backside complete,0.462916851043701,John Kerry,Male,White,,50-59,Democrat,Somewhat liberal,Postgraduate study,"$100,000 or more",About the same,No one does,No one has,Once a week,I have voted in a presidential primary before,In the last month,Education,He has a positive message,Somewhat approve,"Satisfied, but not enthusiastic",He agrees with you on the major issues,Not too worried,Not too likely,Somewhat likely,Somewhat worried,Takes more jobs from your state,45-64,45-59,50-64,Weekly,College degree,Have voted before,Have voted in a primary before,"$50,000 or more",Strongly/Somewhat approve,Not too/Not at all worried,No,No,Not too/Not at all likely,Very/Somewhat likely,18-64,Democrat,Liberal,White male,Very/somewhat worried,Last month/Before that,No,No,White,West/Shenendoah,Rural,Small cities and Rural,6.0,24019.0
796904.0,Virginia,85.0,Call 1,Backside complete,1.6434725522995,Wesley Clark,Female,Black,,45-49,Democrat,Somewhat liberal,Some college or associate degree,"$15,000-$29,999",About the same,No one does,No one has,A few times a month,I have voted in a presidential primary before,In the last three days,Health care/Medicare,He cares about people like me,Strongly disapprove,"Dissatisfied, but not angry",He agrees with you on the major issues,Very worried,Not too likely,Somewhat likely,Somewhat worried,Takes more jobs from your state,45-64,45-59,40-49,Occasionally,No college degree,Have voted before,Have voted in a primary before,"Under $50,000",Somewhat/Strongly disapprove,Very/somewhat worried,No,No,Not too/Not at all likely,Very/Somewhat likely,18-64,Democrat,Liberal,Non-white female,Very/somewhat worried,Today/Last 3 days/Last week,No,No,Black,Southeast,"City: 50,000 to 500,000","City over 50,000",4.0,23324.0
796905.0,Virginia,57.0,Call 1,Backside complete,1.70487654209137,John Kerry,Male,Black,No,65-74,Democrat,Moderate,,,Worse today,"Yes, I do and someone else does","Yes, I have",More than once a week,I have voted in a presidential primary before,In the last month,Health care/Medicare,He stands up for what he believes,Strongly disapprove,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Somewhat worried,Not at all likely,Very likely,Very worried,Creates more jobs in your state,65 or over,60 or over,65 or over,Weekly,,Have voted before,Have voted in a primary before,,Somewhat/Strongly disapprove,Very/somewhat worried,"Yes, I have or someone in household has","Yes, I have",Not too/Not at all likely,Very/Somewhat likely,65 or over,Democrat,Moderate,Non-white male,Very/somewhat worried,Last month/Before that,"Yes, I am or someone in household is",Yes I am,Black,East/Richmond,Rural,Small cities and Rural,7.0,23117.0
796906.0,Virginia,13.0,Call 1,Backside complete,1.14973342418671,John Kerry,Female,White,No,60-64,Independent,Somewhat liberal,Postgraduate study,"$30,000-$49,999",Worse today,No one does,"Yes, someone else has",More than once a week,I have voted in a presidential primary before,Today,Omit,He can defeat George W. Bush,Strongly disapprove,Angry,He can defeat George W. Bush in November,Not too worried,Not too likely,Somewhat likely,Very worried,Takes more jobs from your state,45-64,60 or over,50-64,Weekly,College degree,Have voted before,Have voted in a primary before,"Under $50,000",Somewhat/Strongly disapprove,Not too/Not at all worried,"Yes, I have or someone in household has",No,Not too/Not at all likely,Very/Somewhat likely,18-64,Independent,Liberal,White female,Very/somewhat worried,Today/Last 3 days/Last week,No,No,White,East/Richmond,"City: 10,000 to 49,999",Small cities and Rural,4.0,23831.0
796907.0,Virginia,9.0,Call 1,Backside complete,0.47661280632019,John Kerry,Female,White,No,65-74,Democrat,Somewhat liberal,High school graduate,"$15,000-$29,999",Worse today,"Yes, someone else does","Yes, someone else has",More than once a week,I have voted in a presidential primary before,In the last week,Health care/Medicare,He cares about people like me,Strongly disapprove,"Dissatisfied, but not angry",He agrees with you on the major issues,Somewhat worried,Somewhat likely,Very likely,Not too worried,Takes more jobs from your state,65 or over,60 or over,65 or over,Weekly,No college degree,Have voted before,Have voted in a primary before,"Under $50,000",Somewhat/Strongly disapprove,Very/somewhat worried,"Yes, I have or someone in household has",No,Very/Somewhat likely,Very/Somewhat likely,65 or over,Democrat,Liberal,White female,Not too/Not at all worried,Today/Last 3 days/Last week,"Yes, I am or someone in household is",No,White,West/Shenendoah,Rural,Small cities and Rural,6.0,24019.0
796908.0,Virginia,63.0,Call 1,Backside complete,1.61644351482391,Wesley Clark,Female,White,No,65-74,Democrat,Very conservative,,"$50,000-$74,999",About the same,"Yes, someone else does","Yes, I have",Once a week,I have voted in a presidential primary before,In the last month,Health care/Medicare,He can defeat George W. Bush,Somewhat disapprove,Angry,He agrees with you on the major issues,Somewhat worried,Very likely,Somewhat likely,Very worried,Has no effect on jobs in your state,65 or over,60 or over,65 or over,Weekly,,Have voted before,Have voted in a primary before,"$50,000 or more",Somewhat/Strongly disapprove,Very/somewhat worried,"Yes, I have or someone in household has","Yes, I have",Very/Somewhat likely,Very/Somewhat likely,65 or over,Democrat,Conservative,White female,Very/somewhat worried,Last month/Before that,"Yes, I am or someone in household is",No,White,North,Suburbs,Suburbs,11.0,22191.0
796909.0,Virginia,85.0,Call 1,Backside complete,1.21666955947876,John Kerry,Male,Black,,30-39,Democrat,Moderate,High school graduate,"$50,000-$74,999",Better today,"Yes, I do","Yes, someone else has",Never,"I have voted before, but not in a presidential primary",Today,Economy/Jobs,He can defeat George W. Bush,Strongly disapprove,"Satisfied, but not enthusiastic",He can defeat George W. Bush in November,Very worried,Not at all likely,Very likely,Not too worried,Takes more jobs from your state,30-44,30-44,30-39,Never,No college degree,Have voted before,First time voted in a primary,"$50,000 or more",Somewhat/Strongly disapprove,Very/somewhat worried,"Yes, I have or someone in household has",No,Not too/Not at all likely,Very/Somewhat likely,18-64,Democrat,Moderate,Non-white male,Not too/Not at all worried,Today/Last 3 days/Last week,"Yes, I am or someone in household is",Yes I am,Black,Southeast,"City: 50,000 to 500,000","City over 50,000",4.0,23324.0
796910.0,Virginia,9.0,Call 1,Backside complete,0.463745594024658,John Edwards,Male,White,No,30-39,Independent,Moderate,Some college or associate degree,"$30,000-$49,999",About the same,No one does,"Yes, I have",More than once a week,I have voted in a presidential primary before,In the last week,Economy/Jobs,He understands Virginia,Somewhat approve,"Satisfied, but not enthusiastic",He can defeat George W. Bush in November,Very worried,Very likely,Somewhat likely,Somewhat worried,Takes more jobs from your state,30-44,30-44,30-39,Weekly,No college degree,Have voted before,Have voted in a primary before,"Under $50,000",Strongly/Somewhat approve,Very/somewhat worried,"Yes, I have or someone in household has","Yes, I have",Very/Somewhat likely,Very/Somewhat likely,18-64,Independent,Moderate,White male,Very/somewhat worried,Today/Last 3 days/Last week,No,No,White,West/Shenendoah,Rural,Small cities and Rural,6.0,24019.0
796911.0,Virginia,13.0,Call 1,Backside complete,1.71024942398071,John Kerry,Male,Black,No,30-39,Independent,Moderate,College graduate,"$50,000-$74,999",Better today,"Yes, I do","Yes, I have",A few times a month,I have voted in a presidential primary before,In the last month,Economy/Jobs,He cares about people like me,Somewhat approve,"Dissatisfied, but not angry",He agrees with you on the major issues,Not too worried,Somewhat likely,Very likely,Not too worried,Takes more jobs from your state,30-44,30-44,30-39,Occasionally,College degree,Have voted before,Have voted in a primary before,"$50,000 or more",Strongly/Somewhat approve,Not too/Not at all worried,"Yes, I have or someone in household has","Yes, I have",Very/Somewhat likely,Very/Somewhat likely,18-64,Independent,Moderate,Non-white male,Not too/Not at all worried,Last month/Before that,"Yes, I am or someone in household is",Yes I am,Black,East/Richmond,"City: 10,000 to 49,999",Small cities and Rural,4.0,23831.0
796912.0,Virginia,63.0,Call 1,Backside complete,1.63926327228546,Wesley Clark,Female,White,No,30-39,Democrat,Moderate,Some college or associate degree,"$15,000-$29,999",Worse today,"Yes, someone else does",No one has,Once a week,I have voted in a presidential primary before,In the last week,Economy/Jobs,He stands up for what he believes,Strongly disapprove,Angry,He agrees with you on the major issues,Not too worried,Very likely,Very likely,Not at all worried,Takes more jobs from your state,30-44,30-44,30-39,Weekly,No college degree,Have voted before,Have voted in a primary before,"Under $50,000",Somewhat/Strongly disapprove,Not too/Not at all worried,No,No,Very/Somewhat likely,Very/Somewhat likely,18-64,Democrat,Moderate,White female,Not too/Not at all worried,Today/Last 3 days/Last week,"Yes, I am or someone in household is",No,White,North,Suburbs,Suburbs,11.0,22191.0
796913.0,Virginia,85.0,Call 1,Backside complete,1.45800256729126,John Kerry,Female,Black,No,45-49,Democrat,Somewhat liberal,College graduate,"$30,000-$49,999",Worse today,No one does,"Yes, someone else has",Once a week,I have voted in a presidential primary before,Today,Health care/Medicare,He can defeat George W. Bush,Strongly disapprove,Angry,He can defeat George W. Bush in November,Not too worried,Somewhat likely,Very likely,Somewhat worried,Takes more jobs from your state,45-64,45-59,40-49,Weekly,College degree,Have voted before,Have voted in a primary before,"Under $50,000",Somewhat/Strongly disapprove,Not too/Not at all worried,"Yes, I have or someone in household has",No,Very/Somewhat likely,Very/Somewhat likely,18-64,Democrat,Liberal,Non-white female,Very/somewhat worried,Today/Last 3 days/Last week,No,No,Black,Southeast,"City: 50,000 to 500,000","City over 50,000",4.0,23324.0
796914.0,Virginia,44.0,Call 1,Backside not complete,0.923993229866028,John Kerry,Female,White,No,50-59,,,,,,,,,,In the last month,Omit,He has the right experience,,Angry,,,Not too likely,Very likely,,,45-64,45-59,50-64,,,,,,,,,,Not too/Not at all likely,Very/Somewhat likely,18-64,,,White female,,Last month/Before that,,,White,East/Richmond,Rural,Small cities and Rural,7.0,23059.0
796915.0,Virginia,23.0,Call 1,Backside complete,1.74365222454071,John Edwards,Female,White,No,40-44,Democrat,Somewhat liberal,Postgraduate study,"$75,000-$99,999",About the same,No one does,No one has,A few times a year,I have voted in a presidential primary before,Today,The war in Iraq,He stands up for what he believes,Strongly disapprove,Angry,He agrees with you on the major issues,Somewhat worried,Somewhat likely,Somewhat likely,Somewhat worried,Takes more jobs from your state,30-44,30-44,40-49,Occasionally,College degree,Have voted before,Have voted in a primary before,"$50,000 or more",Somewhat/Strongly disapprove,Very/somewhat worried,No,No,Very/Somewhat likely,Very/Somewhat likely,18-64,Democrat,Liberal,White female,Very/somewhat worried,Today/Last 3 days/Last week,No,No,White,North,Suburbs,Suburbs,8.0,20191.0
796916.0,Virginia,97.0,Call 1,Backside complete,1.74301540851593,Did not vote,Male,Black,No,50-59,,Moderate,High school graduate,,Worse today,No one does,No one has,Omit,I have voted in a presidential primary before,Before that,Economy/Jobs,He understands Virginia,Somewhat disapprove,"Dissatisfied, but not angry",He agrees with you on the major issues,Somewhat worried,Not too likely,Somewhat likely,Somewhat worried,Takes more jobs from your state,45-64,45-59,50-64,Omit,No college degree,Have voted before,Have voted in a primary before,,Somewhat/Strongly disapprove,Very/somewhat worried,No,No,Not too/Not at all likely,Very/Somewhat likely,18-64,,Moderate,Non-white male,Very/somewhat worried,Last month/Before that,No,No,Black,East/Richmond,Rural,Small cities and Rural,4.0,23803.0
796917.0,Virginia,9.0,Call 1,Backside complete,0.445807337760925,John Kerry,Male,White,No,17-24,Democrat,Very liberal,Some college or associate degree,"$75,000-$99,999",About the same,No one does,No one has,A few times a month,"I have voted before, but not in a presidential primary",In the last three days,Health care/Medicare,He has a positive message,Strongly disapprove,Angry,He can defeat George W. Bush in November,Not too worried,Somewhat likely,Very likely,Not too worried,Takes more jobs from your state,17-29,17-29,17-24,Occasionally,No college degree,Have voted before,First time voted in a primary,"$50,000 or more",Somewhat/Strongly disapprove,Not too/Not at all worried,No,No,Very/Somewhat likely,Very/Somewhat likely,18-64,Democrat,Liberal,White male,Not too/Not at all worried,Today/Last 3 days/Last week,No,No,White,West/Shenendoah,Rural,Small cities and Rural,6.0,24019.0
