ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WGT,DPRES,SEX,RACE,MEXICAN,AGE9,PARTYID,PHIL5,EDUC,INCOME03,FINSIT,UNION4,veteran,RELIGION,ATTEND,EMPLOY,VISITWEB,TIMEPRI,ISSUE,QUAL,NEC,IRAQAPP,BREAKPRI,BUSHANGR,BEATBUSH,SATKRYAZ,AGE,AGE60,AGE65,ATTEND2,ATTREL,BREAK2,COLLEDUC,EMPWMN,iraq2,MILHH,MILVOTE,NEC2,OVER65,PARTY,PHIL3,REL5,RELWHITE,SEXRACE,TIMEPRI2,UNIONHH,UNIONVOT,VISWEB2,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
667335.0,Arizona,,,Backside complete,Absentee by phone,1.61215722560883,Wesley Clark,Female,White,No,60-64,Democrat,Very liberal,Some college or associate degree,"$15,000-$29,999",Worse today,No one does,No one has,Protestant,Once a week,Employed full-time,Never,,Health care/Medicare,He can defeat George W. Bush,Poor,Strongly disapprove,,Angry,He can defeat George W. Bush in November,Satisfied,45-64,60 or over,50-64,Weekly,Protestant/Attend Weekly,,No college degree,Employed women,Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,White female,,No,No,Rarely/Never,White,Maricopa County,"City over 500,000","City over 50,000",3.0,85032.0
667336.0,Arizona,,,Backside complete,Absentee by phone,1.60275721549988,John Kerry,Female,White,No,60-64,Democrat,Somewhat liberal,Some college or associate degree,"$50,000-$74,999",About the same,No one does,No one has,Catholic,A few times a year,Employed full-time,Never,,Taxes,He can defeat George W. Bush,Not so good,Somewhat approve,,Angry,He can defeat George W. Bush in November,Satisfied,45-64,60 or over,50-64,Occasionally,Catholic/Do not attend weekly,,No college degree,Employed women,Strongly/Somewhat approve,No,No,Not so good/Poor,18-64,Democrat,Liberal,Catholic,White Catholic,White female,,No,No,Rarely/Never,White,Maricopa County,"City: 50,000 to 500,000","City over 50,000",6.0,85203.0
667337.0,Arizona,,,Backside complete,Absentee by phone,1.86522996425629,Wesley Clark,Female,White,No,65-74,Democrat,Somewhat liberal,College graduate,"$30,000-$49,999",About the same,No one does,"Yes, someone else has",Protestant,Once a week,Not working and not looking for work,Never,,National security/Terrorism,He has the right experience,Poor,Strongly disapprove,,Angry,He agrees with you on the major issues,Satisfied,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,,College degree,Unemployed women,Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,65 or over,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,White female,,No,No,Rarely/Never,White,Rest of state,,,1.0,86302.0
667338.0,Arizona,,,Backside complete,Absentee by phone,2.0887656211853,Wesley Clark,Male,White,No,65-74,Democrat,Somewhat liberal,Some college or associate degree,"$75,000-$99,999",Worse today,No one does,No one has,Protestant,Once a week,Employed part-time,Never,,Economy/Jobs,He cares about people like me,Not so good,Somewhat disapprove,,"Dissatisfied, but not angry",He agrees with you on the major issues,Dissatisfied,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,,No college degree,All others/Omits,Somewhat/Strongly disapprove,No,No,Not so good/Poor,65 or over,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,White male,,No,No,Rarely/Never,White,Maricopa County,"City: 50,000 to 500,000","City over 50,000",6.0,85212.0
667339.0,Arizona,,,Backside complete,Absentee by phone,2.33640241622925,Howard Dean,Female,White,No,50-59,Something Else,Somewhat conservative,Some college or associate degree,"Under $15,000",About the same,"Yes, someone else does","Yes, someone else has",Catholic,More than once a week,Not working and not looking for work,Never,,Economy/Jobs,He stands up for what he believes,Poor,Somewhat disapprove,,"Dissatisfied, but not angry",He agrees with you on the major issues,Dissatisfied,45-64,45-59,50-64,Weekly,Catholic/Attend weekly,,No college degree,Unemployed women,Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,18-64,Independent,Conservative,Catholic,White Catholic,White female,,"Yes, I am or someone in household is",No,Rarely/Never,White,Rest of state,"City: 10,000 to 49,999",Small cities and Rural,1.0,85541.0
667340.0,Arizona,,,Backside complete,Absentee by phone,1.88627862930298,Howard Dean,Male,Hispanic/Latino,Yes,65-74,Democrat,Moderate,Postgraduate study,"$100,000 or more",About the same,No one does,No one has,Catholic,Once a week,Not working and not looking for work,Never,,Education,He stands up for what he believes,Poor,Strongly disapprove,,Angry,He agrees with you on the major issues,Satisfied,65 or over,60 or over,65 or over,Weekly,Catholic/Attend weekly,,College degree,All others/Omits,Somewhat/Strongly disapprove,No,No,Not so good/Poor,65 or over,Democrat,Moderate,Catholic,All others/Omits,Non-white male,,No,No,Rarely/Never,Hispanic/Latino,Maricopa County,"City: 50,000 to 500,000","City over 50,000",5.0,85283.0
667341.0,Arizona,,,Backside complete,Absentee by phone,2.33640241622925,Wesley Clark,Female,,No,65-74,Democrat,Moderate,Some college or associate degree,"$15,000-$29,999",Worse today,No one does,No one has,Catholic,A few times a year,Not working and not looking for work,Rarely,,The war in Iraq,He can defeat George W. Bush,Not so good,Somewhat disapprove,,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Satisfied,65 or over,60 or over,65 or over,Occasionally,Catholic/Do not attend weekly,,No college degree,Unemployed women,Somewhat/Strongly disapprove,No,No,Not so good/Poor,65 or over,Democrat,Moderate,Catholic,All others/Omits,,,No,No,Rarely/Never,,Pima/Pinal/Santa Cruz,"City: 50,000 to 500,000","City over 50,000",8.0,85715.0
667342.0,Arizona,,,Backside complete,Absentee by phone,1.3330602645874,John Edwards,Female,White,No,65-74,Democrat,Somewhat liberal,High school graduate,"Under $15,000",About the same,No one does,No one has,Other Christian,Never,Not working and not looking for work,Never,,Economy/Jobs,He has a positive message,Poor,Strongly disapprove,,Angry,Omit,Satisfied,65 or over,60 or over,65 or over,Never,Protestant/Do not attend weekly,,No college degree,Unemployed women,Somewhat/Strongly disapprove,No,No,Not so good/Poor,65 or over,Democrat,Liberal,Protestant/Other Christian,White Protestant/Other Christian,White female,,No,No,Rarely/Never,White,Pima/Pinal/Santa Cruz,Suburbs,Suburbs,1.0,85231.0
667343.0,Arizona,,,Backside complete,Absentee by phone,1.60275721549988,John Kerry,Female,Hispanic/Latino,Yes,65-74,Democrat,Very liberal,Did not complete high school,"$15,000-$29,999",Worse today,No one does,"Yes, someone else has",Catholic,More than once a week,Employed part-time,Never,,The war in Iraq,He has the right experience,Poor,Somewhat approve,,"Dissatisfied, but not angry",He agrees with you on the major issues,Satisfied,65 or over,60 or over,65 or over,Weekly,Catholic/Attend weekly,,No college degree,Employed women,Strongly/Somewhat approve,"Yes, I have or someone in household has",No,Not so good/Poor,65 or over,Democrat,Liberal,Catholic,All others/Omits,Non-white female,,No,No,Rarely/Never,Hispanic/Latino,Maricopa County,Suburbs,Suburbs,4.0,85301.0
667344.0,Arizona,,,Backside complete,Absentee by phone,2.0887656211853,Wesley Clark,Male,Hispanic/Latino,Yes,75 or over,Democrat,Moderate,College graduate,"$75,000-$99,999",Worse today,No one does,"Yes, I have and someone else has",Catholic,Once a week,Employed full-time,Occasionally,,Economy/Jobs,He stands up for what he believes,Not so good,Somewhat approve,,"Dissatisfied, but not angry",He agrees with you on the major issues,Satisfied,65 or over,60 or over,65 or over,Weekly,Catholic/Attend weekly,,College degree,All others/Omits,Strongly/Somewhat approve,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,65 or over,Democrat,Moderate,Catholic,All others/Omits,Non-white male,,No,No,Frequently/Occasionally,Hispanic/Latino,Maricopa County,"City over 500,000","City over 50,000",3.0,85016.0
667345.0,Arizona,,,Backside complete,Absentee by phone,1.60275721549988,John Kerry,Female,Hispanic/Latino,Yes,65-74,Democrat,Moderate,High school graduate,,About the same,No one does,"Yes, someone else has",Catholic,Once a week,Not working and not looking for work,Never,,Economy/Jobs,He cares about people like me,Poor,Strongly disapprove,,"Dissatisfied, but not angry",He agrees with you on the major issues,Satisfied,65 or over,60 or over,65 or over,Weekly,Catholic/Attend weekly,,No college degree,Unemployed women,Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,65 or over,Democrat,Moderate,Catholic,All others/Omits,Non-white female,,No,No,Rarely/Never,White,Maricopa County,"City over 500,000","City over 50,000",4.0,85033.0
667346.0,Arizona,,,Backside complete,Absentee by phone,2.06061625480652,,Male,White,No,60-64,Democrat,Moderate,College graduate,"$30,000-$49,999",Worse today,No one does,No one has,Other Christian,A few times a year,Not working and looking for work,Never,,Health care/Medicare,Omit,Not so good,Somewhat approve,,Angry,He agrees with you on the major issues,Satisfied,45-64,60 or over,50-64,Occasionally,Protestant/Do not attend weekly,,College degree,All others/Omits,Strongly/Somewhat approve,No,No,Not so good/Poor,18-64,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,White male,,No,No,Rarely/Never,White,Maricopa County,"City over 500,000","City over 50,000",3.0,85022.0
667347.0,Arizona,,,Backside complete,Absentee by phone,1.91822075843811,John Kerry,Male,White,No,65-74,Democrat,Very liberal,Did not complete high school,"$30,000-$49,999",Worse today,"Yes, I do",No one has,Something else,Never,Not working and not looking for work,Never,,Economy/Jobs,He can defeat George W. Bush,Poor,Strongly disapprove,,Angry,He can defeat George W. Bush in November,Satisfied,65 or over,60 or over,65 or over,Never,All others/Omits,,No college degree,All others/Omits,Somewhat/Strongly disapprove,No,No,Not so good/Poor,65 or over,Democrat,Liberal,Something else,White Something else,White male,,"Yes, I am or someone in household is",Yes I am,Rarely/Never,White,Rest of state,Rural,Small cities and Rural,1.0,85934.0
667348.0,Arizona,,,Backside complete,Absentee by phone,1.68441259860992,Howard Dean,Female,White,No,75 or over,Democrat,Very liberal,Some college or associate degree,"$30,000-$49,999",About the same,No one does,No one has,Something else,Never,Not working and not looking for work,Occasionally,,Economy/Jobs,He stands up for what he believes,Poor,Strongly disapprove,,Angry,He can defeat George W. Bush in November,Satisfied,65 or over,60 or over,65 or over,Never,All others/Omits,,No college degree,Unemployed women,Somewhat/Strongly disapprove,No,No,Not so good/Poor,65 or over,Democrat,Liberal,Something else,White Something else,White female,,No,No,Frequently/Occasionally,White,Rest of state,Suburbs,Suburbs,2.0,85390.0
667349.0,Arizona,,,Backside complete,Absentee by phone,1.92196714878082,John Kerry,Male,White,No,65-74,Democrat,Moderate,College graduate,"$100,000 or more",About the same,No one does,"Yes, I have and someone else has",Protestant,A few times a month,Not working and not looking for work,Occasionally,,The war in Iraq,He can defeat George W. Bush,Poor,Strongly disapprove,,Angry,He can defeat George W. Bush in November,Satisfied,65 or over,60 or over,65 or over,Occasionally,Protestant/Do not attend weekly,,College degree,All others/Omits,Somewhat/Strongly disapprove,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,65 or over,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,White male,,No,No,Frequently/Occasionally,White,Pima/Pinal/Santa Cruz,Suburbs,Suburbs,8.0,85737.0
667350.0,Arizona,,,Backside complete,Absentee by phone,1.25169777870178,John Kerry,Female,White,No,65-74,Democrat,Very conservative,High school graduate,"$15,000-$29,999",Worse today,No one does,No one has,Protestant,Never,Not working and not looking for work,Never,,Taxes,He cares about people like me,Poor,Somewhat disapprove,,Angry,He can defeat George W. Bush in November,Satisfied,65 or over,60 or over,65 or over,Never,Protestant/Do not attend weekly,,No college degree,Unemployed women,Somewhat/Strongly disapprove,No,No,Not so good/Poor,65 or over,Democrat,Conservative,Protestant/Other Christian,White Protestant/Other Christian,White female,,No,No,Rarely/Never,White,Pima/Pinal/Santa Cruz,Suburbs,Suburbs,8.0,85750.0
667351.0,Arizona,,,Backside complete,Absentee by phone,2.33640241622925,Howard Dean,Female,White,No,50-59,Democrat,Very liberal,Postgraduate study,,About the same,No one does,No one has,None,Never,Not working and not looking for work,Occasionally,,Economy/Jobs,He has a positive message,Poor,Strongly disapprove,,Angry,He agrees with you on the major issues,,45-64,45-59,50-64,Never,All others/Omits,,College degree,Unemployed women,Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Democrat,Liberal,None,White None,White female,,No,No,Frequently/Occasionally,White,Pima/Pinal/Santa Cruz,Suburbs,Suburbs,7.0,85736.0
667352.0,Arizona,,,Backside complete,Absentee by phone,1.85435426235199,John Kerry,Female,White,No,75 or over,Democrat,Somewhat conservative,High school graduate,"$15,000-$29,999",Worse today,"Yes, someone else does","Yes, someone else has",Protestant,A few times a year,Not working and not looking for work,Never,,The war in Iraq,He can defeat George W. Bush,Poor,Strongly disapprove,,Angry,He can defeat George W. Bush in November,Satisfied,65 or over,60 or over,65 or over,Occasionally,Protestant/Do not attend weekly,,No college degree,Unemployed women,Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,65 or over,Democrat,Conservative,Protestant/Other Christian,White Protestant/Other Christian,White female,,"Yes, I am or someone in household is",No,Rarely/Never,White,Rest of state,Suburbs,Suburbs,2.0,86413.0
667353.0,Arizona,,,Backside complete,Absentee by phone,2.0887656211853,Wesley Clark,Male,White,No,65-74,Democrat,Moderate,Some college or associate degree,"$75,000-$99,999",Worse today,"Yes, I do","Yes, I have",None,Never,Not working and not looking for work,Never,,Health care/Medicare,He can defeat George W. Bush,Poor,Strongly disapprove,,Angry,He agrees with you on the major issues,Satisfied,65 or over,60 or over,65 or over,Never,All others/Omits,,No college degree,All others/Omits,Somewhat/Strongly disapprove,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,65 or over,Democrat,Moderate,None,White None,White male,,"Yes, I am or someone in household is",Yes I am,Rarely/Never,White,Maricopa County,Suburbs,Suburbs,6.0,85296.0
667354.0,Arizona,,,Backside complete,Absentee by phone,2.33640241622925,Joe Lieberman,Male,White,No,50-59,Something Else,Very conservative,Postgraduate study,"$100,000 or more",Better today,No one does,"Yes, someone else has",Catholic,Once a week,Employed full-time,Never,,National security/Terrorism,He has the right experience,Good,Strongly approve,,Enthusaistic,He agrees with you on the major issues,Dissatisfied,45-64,45-59,50-64,Weekly,Catholic/Attend weekly,,College degree,All others/Omits,Strongly/Somewhat approve,"Yes, I have or someone in household has",No,Excellent/Good,18-64,Independent,Conservative,Catholic,White Catholic,White male,,No,No,Rarely/Never,White,Pima/Pinal/Santa Cruz,"City: 50,000 to 500,000","City over 50,000",8.0,85710.0
667355.0,Arizona,,,Backside complete,Absentee by phone,1.25169777870178,John Kerry,Female,Hispanic/Latino,Yes,75 or over,Democrat,,Did not complete high school,"Under $15,000",Worse today,No one does,"Yes, someone else has",Catholic,Once a week,Not working and not looking for work,Occasionally,,Health care/Medicare,Omit,Poor,Strongly disapprove,,"Dissatisfied, but not angry",He agrees with you on the major issues,Satisfied,65 or over,60 or over,65 or over,Weekly,Catholic/Attend weekly,,No college degree,Unemployed women,Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,65 or over,Democrat,,Catholic,All others/Omits,Non-white female,,No,No,Frequently/Occasionally,Hispanic/Latino,Pima/Pinal/Santa Cruz,"City: 10,000 to 49,999",Small cities and Rural,8.0,85607.0
