GENDER,AGE10,QRACEAI,MAY,VOTE2024,CALL,EDUC25,PARTYID,PARTYIDLEAN,PHIL5,INCOME25,STECNYC,GETAHEAD25,TRACKANGR,FORTRUMPM25,TRUMP4,FAVDEM4,FAVREP4,RELIGN18,QLT25NYC,TIME25M,SIZEPLAC,VOTEMETHOD,TELEPOLL,EARLYVELECTION,RACE2B,EDUCCOLL,AGE,ID,WEIGHT,ZIPCODE,PRECINCT,VERSION,RACE,AGE45,AGE65,GENDERBYRACE,EDUCWHITE,EDUCWHITEBYSEX25,PARTY,PARTYLEAN,PHIL3,INC50K,INC100K,INCOME3,STECNYC2,TRACKANGR2,TRUMP2,FAVDEM2,FAVREP2,TIME25MWEEK,TIME25MMONTH,SIZEPLC3,REL5
Male,60-64,Black,Curtis Sliwa,Donald Trump,2.0,Associate's degree (AA or AS),Democrat,,Very liberal,"$50,000-$99,999",,Getting ahead,,To oppose Donald Trump,Strongly disapprove,,,Jewish,,,"Over 500,000",Election Day,Exit Poll,Election day,Non-white,No college degree,45-64,256.0,1.0,10000.0,11.0,1.0,Black,45 or over,50-64,Black men,Non-white non-college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Liberal,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",,,Disapprove,,,,,"City over 50,000",Jewish
Female,75 or over,White,Curtis Sliwa,Donald Trump,3.0,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Republican,,Somewhat conservative,"$100,000-$199,999",,Holding steady,,To support Donald Trump,Strongly disapprove,,,Catholic,,,"Over 500,000",Election Day,Exit Poll,Election day,White,College graduate,65 or over,272.0,1.0,10000.0,24.0,1.0,White,45 or over,65 or over,White women,White college graduates,White women college graduates,Republican,Republican/Lean Republican,Conservative,"$50,000 or more","$100,000 or more","$100,000 or more",,,Disapprove,,,,,"City over 50,000",Catholic
Female,35-39,White,Andrew Cuomo,Kamala Harris,3.0,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Democrat,,Somewhat liberal,,Excellent,,,,,Strongly unfavorable,Somewhat favorable,Catholic,5.0,Before October,"Over 500,000",Election Day,Exit Poll,Election day,White,College graduate,30-44,274.0,1.0,10000.0,13.0,2.0,White,18-44,30-39,White women,White college graduates,White women college graduates,Democrat,Democrat/Lean Democrat,Liberal,,,,Excellent or good,,,Unfavorable,Favorable,Before that,Before that,"City over 50,000",Catholic
Female, 65-74,White,Andrew Cuomo,Kamala Harris,2.0,High school graduate,Republican,,Moderate,,Good,,,,,Strongly unfavorable,Somewhat unfavorable,Jewish,1.0,In the last week,"Over 500,000",Election Day,Exit Poll,Election day,White,No college degree,65 or over,289.0,1.0,10000.0,5.0,2.0,White,45 or over,65 or over,White women,White non-college graduates,White women non-college graduates,Republican,Republican/Lean Republican,Moderate,,,,Excellent or good,,,Unfavorable,Unfavorable,In the last week,In the last month,"City over 50,000",Jewish
Female, 65-74,White,Zohran Mamdani,Kamala Harris,1.0,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Democrat,,Moderate,,,,"Satisfied, but not enthusiastic, 3 Dissatisfied, but not angry",,,,,Catholic,,,"Over 500,000",Election Day,Exit Poll,Election day,White,College graduate,65 or over,291.0,1.0,10000.0,23.0,3.0,White,45 or over,65 or over,White women,White college graduates,White women college graduates,Democrat,Democrat/Lean Democrat,Moderate,,,,,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",,,,,,"City over 50,000",Catholic
I identify another way,75 or over,White,Zohran Mamdani,Kamala Harris,2.0,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Democrat,,Very liberal,,,,,,,,,Catholic,,,"Over 500,000",Election Day,Exit Poll,Election day,White,College graduate,65 or over,293.0,1.0,10000.0,16.0,3.0,White,45 or over,65 or over,All other,White college graduates,White other  gender,Democrat,Democrat/Lean Democrat,Liberal,,,,,,,,,,,"City over 50,000",Catholic
Female,50-59,American Indian,Zohran Mamdani,Kamala Harris,3.0,Attended college but received no degree,Democrat,,Somewhat liberal,,,,,,,,,Jewish,,,"Over 500,000",Election Day,Exit Poll,Absentee or early in-person,Non-white,No college degree,45-64,297.0,1.0,10000.0,22.0,3.0,Other,45 or over,50-64,All other,Non-white non-college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Liberal,,,,,,,,,,,"City over 50,000",Jewish
Female,50-59,White,Andrew Cuomo,Donald Trump,1.0,Bachelor's degree (BA or BS),Republican,,Very conservative,,,,,,,,,Jewish,,,"Over 500,000",Election Day,Exit Poll,Absentee or early in-person,White,College graduate,45-64,298.0,1.0,10000.0,7.0,3.0,White,45 or over,50-64,White women,White college graduates,White women college graduates,Republican,Republican/Lean Republican,Conservative,,,,,,,,,,,"City over 50,000",Jewish
Male,75 or over,Hispanic/Latino,Curtis Sliwa,Donald Trump,1.0,High school graduate,Republican,,Very liberal,,Good,,,,,Strongly unfavorable,Somewhat unfavorable,Protestant,3.0,Earlier in October,"Over 500,000",Election Day,Exit Poll,Absentee or early in-person,Non-white,No college degree,65 or over,306.0,1.0,10000.0,3.0,2.0,Hispanic/Latino,45 or over,65 or over,Latino men,Non-white non-college graduates,Non-whites,Republican,Republican/Lean Republican,Liberal,,,,Excellent or good,,,Unfavorable,Unfavorable,Before that,In the last month,"City over 50,000",Protestant or other Christian
Female,60-64,Asian,Zohran Mamdani,Kamala Harris,2.0,High school graduate,Democrat,,Somewhat liberal,,Not so good,,,,,Somewhat favorable,Strongly unfavorable,Muslim,2.0,Before October,"Over 500,000",Election Day,Exit Poll,Election day,Non-white,No college degree,45-64,320.0,1.0,10000.0,24.0,2.0,Asian,45 or over,50-64,All other,Non-white non-college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Liberal,,,,Not so good or poor,,,Favorable,Unfavorable,Before that,Before that,"City over 50,000",Other
Female,50-59,American Indian,Andrew Cuomo,Kamala Harris,1.0,High school graduate,Independent,Lean Republican,Somewhat conservative,"$30,000-$49,999",,Getting ahead,,To support Donald Trump,Strongly approve,,,Jewish,,,"Over 500,000",Election Day,Exit Poll,Absentee or early in-person,Non-white,No college degree,45-64,327.0,1.0,10000.0,8.0,1.0,Other,45 or over,50-64,All other,Non-white non-college graduates,Non-whites,Independent/Something else,Republican/Lean Republican,Conservative,"Less tjhan $50,000","Less tjhan $100,000","Less tjhan $50,000",,,Approve,,,,,"City over 50,000",Jewish
Female,60-64,White,Andrew Cuomo,Kamala Harris,3.0,Attended college but received no degree,Independent,Lean Democrat,Very conservative,,,,,,,,,None,,,"Over 500,000",Election Day,Exit Poll,Election day,White,No college degree,45-64,329.0,1.0,10000.0,16.0,3.0,White,45 or over,50-64,White women,White non-college graduates,White women non-college graduates,Independent/Something else,Democrat/Lean Democrat,Conservative,,,,,,,,,,,"City over 50,000",None
Female,45-49,White,Zohran Mamdani,Kamala Harris,1.0,Bachelor's degree (BA or BS),Democrat,,Moderate,,,,,,,,,Catholic,,,"Over 500,000",Election Day,Exit Poll,Election day,White,College graduate,45-64,335.0,1.0,10000.0,16.0,3.0,White,45 or over,40-49,White women,White college graduates,White women college graduates,Democrat,Democrat/Lean Democrat,Moderate,,,,,,,,,,,"City over 50,000",Catholic
Female,25-29,Hispanic/Latino,Zohran Mamdani,Kamala Harris,3.0,Associate's degree (AA or AS),Independent,Lean Republican,Moderate,,Not so good,,,,,Strongly unfavorable,Strongly unfavorable,Muslim,4.0,You have known all along,"Over 500,000",Election Day,Exit Poll,Election day,Non-white,No college degree,18-29,350.0,1.0,10000.0,26.0,2.0,Hispanic/Latino,18-44,25-29,Latino women,Non-white non-college graduates,Non-whites,Independent/Something else,Republican/Lean Republican,Moderate,,,,Not so good or poor,,,Unfavorable,Unfavorable,Before that,Before that,"City over 50,000",Other
Male,50-59,White,Curtis Sliwa,Donald Trump,2.0,Not a high school graduate,Republican,,Somewhat liberal,"$50,000-$99,999",,Getting ahead,,Donald Trump was not a facctor,Strongly disapprove,,,Catholic,,,"Over 500,000",Election Day,Exit Poll,Election day,White,No college degree,45-64,359.0,1.0,10000.0,28.0,1.0,White,45 or over,50-64,White men,White non-college graduates,White men non-college graduates,Republican,Republican/Lean Republican,Liberal,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",,,Disapprove,,,,,"City over 50,000",Catholic
Male,75 or over,Black,Curtis Sliwa,Donald Trump,3.0,Associate's degree (AA or AS),Republican,,Somewhat conservative,,Not so good,,,,,Strongly favorable,Strongly unfavorable,Catholic,3.0,You have known all along,"Over 500,000",Election Day,Exit Poll,Election day,Non-white,No college degree,65 or over,360.0,1.0,10000.0,14.0,2.0,Black,45 or over,65 or over,Black men,Non-white non-college graduates,Non-whites,Republican,Republican/Lean Republican,Conservative,,,,Not so good or poor,,,Favorable,Unfavorable,Before that,Before that,"City over 50,000",Catholic
Female,50-59,White,Andrew Cuomo,Kamala Harris,2.0,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Republican,,Moderate,,Good,,,,,Strongly unfavorable,Strongly favorable,Other,4.0,You have known all along,"Over 500,000",Election Day,Exit Poll,Absentee or early in-person,White,College graduate,45-64,369.0,1.0,10000.0,12.0,2.0,White,45 or over,50-64,White women,White college graduates,White women college graduates,Republican,Republican/Lean Republican,Moderate,,,,Excellent or good,,,Unfavorable,Favorable,Before that,Before that,"City over 50,000",Other
Female, 65-74,Other,Eric Adams,Kamala Harris,1.0,High school graduate,Democrat,,Moderate,"$50,000-$99,999",,Holding steady,,To oppose Donald Trump,Somewhat disapprove,,,Jewish,,,"Over 500,000",Election Day,Exit Poll,Election day,Non-white,No college degree,65 or over,376.0,1.0,10000.0,7.0,1.0,Other,45 or over,65 or over,All other,Non-white non-college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Moderate,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",,,Disapprove,,,,,"City over 50,000",Jewish
Male,35-39,Black,Zohran Mamdani,Kamala Harris,2.0,Attended college but received no degree,Independent,Not lean either way,Somewhat liberal,,,,,,,,,None,,,"Over 500,000",Election Day,Exit Poll,Election day,Non-white,No college degree,30-44,393.0,1.0,10000.0,18.0,3.0,Black,18-44,30-39,Black men,Non-white non-college graduates,Non-whites,Independent/Something else,Independent,Liberal,,,,,,,,,,,"City over 50,000",None
Female,18-24,White,Zohran Mamdani,Kamala Harris,3.0,High school graduate,Democrat,,Somewhat liberal,,Good,,,,,Somewhat favorable,Somewhat unfavorable,Protestant,1.0,You have known all along,"Over 500,000",Election Day,Exit Poll,Absentee or early in-person,White,No college degree,18-29,396.0,1.0,10000.0,4.0,2.0,White,18-44,18-24,White women,White non-college graduates,White women non-college graduates,Democrat,Democrat/Lean Democrat,Liberal,,,,Excellent or good,,,Favorable,Unfavorable,Before that,Before that,"City over 50,000",Protestant or other Christian
Male,45-49,White,Curtis Sliwa,Donald Trump,3.0,Associate's degree (AA or AS),Republican,,Somewhat liberal,"$50,000-$99,999",,Falling behind,,To support Donald Trump,Strongly disapprove,,,Jewish,,,"Over 500,000",Election Day,Exit Poll,Absentee or early in-person,White,No college degree,45-64,398.0,1.0,10000.0,18.0,1.0,White,45 or over,40-49,White men,White non-college graduates,White men non-college graduates,Republican,Republican/Lean Republican,Liberal,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",,,Disapprove,,,,,"City over 50,000",Jewish
Female,18-24,White,Zohran Mamdani,Kamala Harris,3.0,Bachelor's degree (BA or BS),Democrat,,Moderate,,Not so good,,,,,Strongly unfavorable,Somewhat unfavorable,Catholic,5.0,Before October,"Over 500,000",Election Day,Exit Poll,Absentee or early in-person,White,College graduate,18-29,411.0,1.0,10000.0,29.0,2.0,White,18-44,18-24,White women,White college graduates,White women college graduates,Democrat,Democrat/Lean Democrat,Moderate,,,,Not so good or poor,,,Unfavorable,Unfavorable,Before that,Before that,"City over 50,000",Catholic
Female,60-64,Hispanic/Latino,Zohran Mamdani,Kamala Harris,1.0,Bachelor's degree (BA or BS),Democrat,,Moderate,,Not so good,,,,,Somewhat favorable,Somewhat unfavorable,None,3.0,You have known all along,"Over 500,000",Election Day,Exit Poll,Absentee or early in-person,Non-white,College graduate,45-64,414.0,1.0,10000.0,27.0,2.0,Hispanic/Latino,45 or over,50-64,Latino women,Non-white college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Moderate,,,,Not so good or poor,,,Favorable,Unfavorable,Before that,Before that,"City over 50,000",None
Male, 65-74,White,Zohran Mamdani,Kamala Harris,2.0,Bachelor's degree (BA or BS),Democrat,,Somewhat liberal,,,,Angry,,,,,None,,,"Over 500,000",Election Day,Exit Poll,Absentee or early in-person,White,College graduate,65 or over,418.0,1.0,10000.0,12.0,3.0,White,45 or over,65 or over,White men,White college graduates,White men college graduates,Democrat,Democrat/Lean Democrat,Liberal,,,,,,,,,,,"City over 50,000",None
Male, 65-74,Hispanic/Latino,Other,Kamala Harris,3.0,Attended college but received no degree,Democrat,,Somewhat conservative,,Good,,,,,Strongly unfavorable,Strongly unfavorable,Catholic,3.0,Before October,"Over 500,000",Election Day,Exit Poll,Election day,Non-white,No college degree,65 or over,426.0,1.0,10000.0,13.0,2.0,Hispanic/Latino,45 or over,65 or over,Latino men,Non-white non-college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Conservative,,,,Excellent or good,,,Unfavorable,Unfavorable,Before that,Before that,"City over 50,000",Catholic
Female,60-64,White,Zohran Mamdani,Kamala Harris,2.0,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Independent,Not lean either way,Moderate,,,,,,,,,Catholic,,,"Over 500,000",Election Day,Exit Poll,Election day,White,College graduate,45-64,435.0,1.0,10000.0,27.0,3.0,White,45 or over,50-64,White women,White college graduates,White women college graduates,Independent/Something else,Independent,Moderate,,,,,,,,,,,"City over 50,000",Catholic
Male,35-39,Black,Eric Adams,Kamala Harris,3.0,Attended college but received no degree,Democrat,,Somewhat liberal,,Good,,,,,Strongly unfavorable,Strongly unfavorable,Other,2.0,You have known all along,"Over 500,000",Election Day,Exit Poll,Absentee or early in-person,Non-white,No college degree,30-44,443.0,1.0,10000.0,19.0,2.0,Black,18-44,30-39,Black men,Non-white non-college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Liberal,,,,Excellent or good,,,Unfavorable,Unfavorable,Before that,Before that,"City over 50,000",Other
Female,25-29,Black,Zohran Mamdani,Kamala Harris,2.0,Not a high school graduate,Democrat,,Somewhat liberal,,,,Angry,,,,,Muslim,,,"Over 500,000",Election Day,Exit Poll,Absentee or early in-person,Non-white,No college degree,18-29,458.0,1.0,10000.0,28.0,3.0,Black,18-44,25-29,Black women,Non-white non-college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Liberal,,,,,,,,,,,"City over 50,000",Other
Male,18-24,White,Zohran Mamdani,Kamala Harris,3.0,Bachelor's degree (BA or BS),Democrat,,Moderate,,Poor,,,,,Strongly favorable,Somewhat unfavorable,Catholic,1.0,You have known all along,"Over 500,000",Election Day,Exit Poll,Absentee or early in-person,White,College graduate,18-29,464.0,1.0,10000.0,13.0,2.0,White,18-44,18-24,White men,White college graduates,White men college graduates,Democrat,Democrat/Lean Democrat,Moderate,,,,Not so good or poor,,,Favorable,Unfavorable,Before that,Before that,"City over 50,000",Catholic
Female,45-49,Hispanic/Latino,Eric Adams,Donald Trump,3.0,Bachelor's degree (BA or BS),Democrat,,Very conservative,,Good,,,,,Strongly unfavorable,Strongly unfavorable,Jewish,3.0,You have known all along,"Over 500,000",Election Day,Exit Poll,Absentee or early in-person,Non-white,College graduate,45-64,465.0,1.0,10000.0,5.0,2.0,Hispanic/Latino,45 or over,40-49,Latino women,Non-white college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Conservative,,,,Excellent or good,,,Unfavorable,Unfavorable,Before that,Before that,"City over 50,000",Jewish
Male,75 or over,Black,Eric Adams,Kamala Harris,2.0,High school graduate,Democrat,,Somewhat conservative,"$30,000-$49,999",,Holding steady,,To support Donald Trump,Somewhat approve,,,Catholic,,,"Over 500,000",Election Day,Exit Poll,Election day,Non-white,No college degree,65 or over,475.0,1.0,10000.0,3.0,1.0,Black,45 or over,65 or over,Black men,Non-white non-college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Conservative,"Less tjhan $50,000","Less tjhan $100,000","Less tjhan $50,000",,,Approve,,,,,"City over 50,000",Catholic
Female,50-59,Black,Andrew Cuomo,Kamala Harris,3.0,Associate's degree (AA or AS),Republican,,Somewhat liberal,,Good,,,,,Strongly unfavorable,Strongly favorable,Jewish,5.0,You have known all along,"Over 500,000",Election Day,Exit Poll,Election day,Non-white,No college degree,45-64,490.0,1.0,10000.0,20.0,2.0,Black,45 or over,50-64,Black women,Non-white non-college graduates,Non-whites,Republican,Republican/Lean Republican,Liberal,,,,Excellent or good,,,Unfavorable,Favorable,Before that,Before that,"City over 50,000",Jewish
Male,25-29,Asian,Eric Adams,Donald Trump,1.0,High school graduate,Democrat,,Very liberal,,Good,,,,,Strongly unfavorable,Strongly unfavorable,Protestant,4.0,In the last few days,"Over 500,000",Election Day,Exit Poll,Election day,Non-white,No college degree,18-29,509.0,1.0,10000.0,8.0,2.0,Asian,18-44,25-29,All other,Non-white non-college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Liberal,,,,Excellent or good,,,Unfavorable,Unfavorable,In the last week,In the last month,"City over 50,000",Protestant or other Christian
Female,25-29,Black,Zohran Mamdani,Kamala Harris,2.0,Bachelor's degree (BA or BS),Democrat,,Moderate,,,,"Satisfied, but not enthusiastic, 3 Dissatisfied, but not angry",,,,,Muslim,,,"Over 500,000",Election Day,Exit Poll,Absentee or early in-person,Non-white,College graduate,18-29,518.0,1.0,10000.0,16.0,3.0,Black,18-44,25-29,Black women,Non-white college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Moderate,,,,,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",,,,,,"City over 50,000",Other
Female,75 or over,White,Andrew Cuomo,Kamala Harris,3.0,Associate's degree (AA or AS),Something else,Lean Republican,Very conservative,,,,"Satisfied, but not enthusiastic, 3 Dissatisfied, but not angry",,,,,Catholic,,,"Over 500,000",Election Day,Exit Poll,Absentee or early in-person,White,No college degree,65 or over,519.0,1.0,10000.0,23.0,3.0,White,45 or over,65 or over,White women,White non-college graduates,White women non-college graduates,Independent/Something else,Republican/Lean Republican,Conservative,,,,,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",,,,,,"City over 50,000",Catholic
