GENDER,AGE10,QRACEAI,PROP50,EDUC25,VOTE2024,PARTYID,PARTYIDLEAN,PHIL5,INCOME25,STECCA,GETAHEAD25,TRACKANGR,FORTRUMPP25,TRUMP4,FAVDEM4,FAVREP4,ISSUE25CA,TIME25P,SIZEPLAC,VOTEMETHOD,TELEPOLL,EARLYVELECTION,ID,WEIGHT,PRECINCT,ZIPCODE,VERSION,RACE,AGE,AGE45,AGE65,RACE2B,EDUCCOLL,GENDERBYRACE,EDUCWHITE,EDUCWHITEBYSEX25,PARTY,PARTYLEAN,PHIL3,INC50K,INC100K,INCOME3,STECCA2,TRACKANGR2,TRUMP2,FAVDEM2,FAVREP2,TIME25PWEEK,TIME25PMONTH,SIZEPLC3
I identify another way,25-29,Hispanic/Latino,Yes,Attended college but received no degree,Kamala Harris,Democrat,,Moderate,"$200,000-$299,999",Excellent,Holding steady,Angry,To oppose Donald Trump,Strongly disapprove,Somewhat favorable,Strongly unfavorable,1.0,You have known all along,Suburbs,Election Day,Non Exit Poll,Absentee or early in-person,42.0,1.0,,10000.0,1.0,Hispanic/Latino,18-29,18-44,25-29,Non-white,No college degree,All other,Non-white non-college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Moderate,"$50,000 or more","$100,000 or more","$100,000 or more",Excellent or good,,Disapprove,Favorable,Unfavorable,Before that,Before that,Suburbs
Female, 65-74,White,No,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Donald Trump,Independent,Not lean either way,Somewhat conservative,"$100,000-$199,999",Not so good,Falling behind,,To support Donald Trump,Strongly approve,Strongly unfavorable,Somewhat favorable,4.0,You have known all along,Suburbs,By mail,Non Exit Poll,Absentee or early in-person,43.0,1.0,,10000.0,1.0,White,65 or over,45 or over,65 or over,White,College graduate,White women,White college graduates,White women college graduates,Independent/Something else,Independent,Conservative,"$50,000 or more","$100,000 or more","$100,000 or more",Not so good or poor,,Approve,Unfavorable,Favorable,Before that,Before that,Suburbs
Male,60-64,Hispanic/Latino,Yes,Bachelor's degree (BA or BS),Kamala Harris,Independent,Lean Republican,Moderate,"$100,000-$199,999",Good,Falling behind,Angry,To oppose Donald Trump,Strongly disapprove,Somewhat favorable,Strongly unfavorable,4.0,You have known all along,Rural,Early in-person,Non Exit Poll,Absentee or early in-person,44.0,1.0,,10000.0,1.0,Hispanic/Latino,45-64,45 or over,50-64,Non-white,College graduate,Latino men,Non-white college graduates,Non-whites,Independent/Something else,Republican/Lean Republican,Moderate,"$50,000 or more","$100,000 or more","$100,000 or more",Excellent or good,,Disapprove,Favorable,Unfavorable,Before that,Before that,Small city and Rural
Female,50-59,White,No,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Donald Trump,Independent,Lean Republican,Moderate,"Under $30,000",Good,Holding steady,"Satisfied, but not enthusiastic, 3 Dissatisfied, but not angry",To support Donald Trump,Somewhat approve,Somewhat unfavorable,Somewhat favorable,5.0,Before October,Suburbs,Early in-person,Non Exit Poll,Absentee or early in-person,45.0,1.0,,10000.0,1.0,White,45-64,45 or over,50-64,White,College graduate,White women,White college graduates,White women college graduates,Independent/Something else,Republican/Lean Republican,Moderate,"Less tjhan $50,000","Less tjhan $100,000","Less tjhan $50,000",Excellent or good,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",Approve,Unfavorable,Favorable,Before that,Before that,Suburbs
Male,50-59,White,Yes,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Kamala Harris,Democrat,,Very liberal,"Under $30,000",Poor,Falling behind,,To oppose Donald Trump,Strongly disapprove,Somewhat favorable,Somewhat unfavorable,3.0,In the last week,Suburbs,Early in-person,Non Exit Poll,Absentee or early in-person,46.0,1.0,,10000.0,1.0,White,45-64,45 or over,50-64,White,College graduate,White men,White college graduates,White men college graduates,Democrat,Democrat/Lean Democrat,Liberal,"Less tjhan $50,000","Less tjhan $100,000","Less tjhan $50,000",Not so good or poor,,Disapprove,Favorable,Unfavorable,In the last week,In the last month,Suburbs
Male,45-49,Hispanic/Latino,,Bachelor's degree (BA or BS),Kamala Harris,Democrat,,Moderate,"$30,000-$49,999",Excellent,Holding steady,"Satisfied, but not enthusiastic, 3 Dissatisfied, but not angry",To oppose Donald Trump,Somewhat disapprove,Somewhat unfavorable,Strongly unfavorable,5.0,Before October,Suburbs,Early in-person,Non Exit Poll,Absentee or early in-person,47.0,1.0,,10000.0,1.0,Hispanic/Latino,45-64,45 or over,40-49,Non-white,College graduate,Latino men,Non-white college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Moderate,"Less tjhan $50,000","Less tjhan $100,000","Less tjhan $50,000",Excellent or good,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",Disapprove,Unfavorable,Unfavorable,Before that,Before that,Suburbs
Male, 65-74,White,No,Attended college but received no degree,Donald Trump,Republican,,Somewhat conservative,"$30,000-$49,999",Not so good,Falling behind,,To support Donald Trump,Somewhat approve,Somewhat unfavorable,Strongly unfavorable,2.0,In the last week,Suburbs,Early in-person,Non Exit Poll,Absentee or early in-person,48.0,1.0,,10000.0,1.0,White,65 or over,45 or over,65 or over,White,No college degree,White men,White non-college graduates,White men non-college graduates,Republican,Republican/Lean Republican,Conservative,"Less tjhan $50,000","Less tjhan $100,000","Less tjhan $50,000",Not so good or poor,,Approve,Unfavorable,Unfavorable,In the last week,In the last month,Suburbs
Male, 65-74,White,No,Not a high school graduate,Donald Trump,Something else,Lean Democrat,Very conservative,"$100,000-$199,999",Not so good,Holding steady,,To support Donald Trump,Strongly approve,Strongly unfavorable,Strongly favorable,1.0,In the last week,Suburbs,Early in-person,Non Exit Poll,Absentee or early in-person,49.0,1.0,,10000.0,1.0,White,65 or over,45 or over,65 or over,White,No college degree,White men,White non-college graduates,White men non-college graduates,Independent/Something else,Democrat/Lean Democrat,Conservative,"$50,000 or more","$100,000 or more","$100,000 or more",Not so good or poor,,Approve,Unfavorable,Favorable,In the last week,In the last month,Suburbs
Male, 65-74,Hispanic/Latino,Yes,Attended college but received no degree,Kamala Harris,Democrat,,Moderate,"$30,000-$49,999",Excellent,Falling behind,Angry,To oppose Donald Trump,Strongly disapprove,Somewhat favorable,Strongly unfavorable,3.0,In the last week,"Over 500,000",Early in-person,Non Exit Poll,Absentee or early in-person,50.0,1.0,,10000.0,1.0,Hispanic/Latino,65 or over,45 or over,65 or over,Non-white,No college degree,Latino men,Non-white non-college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Moderate,"Less tjhan $50,000","Less tjhan $100,000","Less tjhan $50,000",Excellent or good,,Disapprove,Favorable,Unfavorable,In the last week,In the last month,"City over 50,000"
Female,50-59,White,Yes,Attended college but received no degree,Kamala Harris,Democrat,,Somewhat liberal,"$100,000-$199,999",Excellent,Falling behind,Angry,To oppose Donald Trump,Strongly disapprove,Somewhat favorable,Somewhat unfavorable,2.0,You have known all along,Suburbs,Early in-person,Non Exit Poll,Absentee or early in-person,51.0,1.0,,10000.0,1.0,White,45-64,45 or over,50-64,White,No college degree,White women,White non-college graduates,White women non-college graduates,Democrat,Democrat/Lean Democrat,Liberal,"$50,000 or more","$100,000 or more","$100,000 or more",Excellent or good,,Disapprove,Favorable,Unfavorable,Before that,Before that,Suburbs
Female,50-59,White,Yes,Associate's degree (AA or AS),Kamala Harris,Independent,Not lean either way,Very liberal,"Under $30,000",Good,Holding steady,,To oppose Donald Trump,Strongly disapprove,Somewhat favorable,Somewhat unfavorable,2.0,Before October,Suburbs,Election Day,Non Exit Poll,Absentee or early in-person,52.0,1.0,,10000.0,1.0,White,45-64,45 or over,50-64,White,No college degree,White women,White non-college graduates,White women non-college graduates,Independent/Something else,Independent,Liberal,"Less tjhan $50,000","Less tjhan $100,000","Less tjhan $50,000",Excellent or good,,Disapprove,Favorable,Unfavorable,Before that,Before that,Suburbs
Male,30-34,Hispanic/Latino,Yes,Attended college but received no degree,Kamala Harris,Independent,Lean Republican,Somewhat liberal,"$30,000-$49,999",Not so good,Getting ahead,,Donald Trump was not a facctor,Strongly disapprove,Strongly favorable,Somewhat unfavorable,1.0,You have known all along,Suburbs,Early in-person,Non Exit Poll,Absentee or early in-person,53.0,1.0,,10000.0,1.0,Hispanic/Latino,30-44,18-44,30-39,Non-white,No college degree,Latino men,Non-white non-college graduates,Non-whites,Independent/Something else,Republican/Lean Republican,Liberal,"Less tjhan $50,000","Less tjhan $100,000","Less tjhan $50,000",Not so good or poor,,Disapprove,Favorable,Unfavorable,Before that,Before that,Suburbs
Female,60-64,White,No,Attended college but received no degree,Donald Trump,Independent,Not lean either way,Moderate,"$30,000-$49,999",Good,Holding steady,"Satisfied, but not enthusiastic, 3 Dissatisfied, but not angry",Donald Trump was not a facctor,Somewhat approve,Somewhat unfavorable,Strongly unfavorable,4.0,You have known all along,"50,000-500,000",Early in-person,Non Exit Poll,Absentee or early in-person,54.0,1.0,,10000.0,1.0,White,45-64,45 or over,50-64,White,No college degree,White women,White non-college graduates,White women non-college graduates,Independent/Something else,Independent,Moderate,"Less tjhan $50,000","Less tjhan $100,000","Less tjhan $50,000",Excellent or good,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",Approve,Unfavorable,Unfavorable,Before that,Before that,"City over 50,000"
Male,25-29,White,Yes,Associate's degree (AA or AS),Kamala Harris,Democrat,,Somewhat liberal,"$100,000-$199,999",Good,Falling behind,,To oppose Donald Trump,Strongly disapprove,Strongly favorable,Strongly unfavorable,2.0,Before October,Rural,Election Day,Non Exit Poll,Absentee or early in-person,55.0,1.0,,10000.0,1.0,White,18-29,18-44,25-29,White,No college degree,White men,White non-college graduates,White men non-college graduates,Democrat,Democrat/Lean Democrat,Liberal,"$50,000 or more","$100,000 or more","$100,000 or more",Excellent or good,,Disapprove,Favorable,Unfavorable,Before that,Before that,Small city and Rural
Female,30-34,White,Yes,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Kamala Harris,Democrat,,Somewhat liberal,"$30,000-$49,999",Good,Falling behind,Angry,Donald Trump was not a facctor,Strongly disapprove,Somewhat favorable,Strongly unfavorable,2.0,Earlier in October,"10,000-50,000",Election Day,Non Exit Poll,Absentee or early in-person,56.0,1.0,,10000.0,1.0,White,30-44,18-44,30-39,White,College graduate,White women,White college graduates,White women college graduates,Democrat,Democrat/Lean Democrat,Liberal,"Less tjhan $50,000","Less tjhan $100,000","Less tjhan $50,000",Excellent or good,,Disapprove,Favorable,Unfavorable,Before that,In the last month,Small city and Rural
Female,18-24,White,Yes,Bachelor's degree (BA or BS),Kamala Harris,Democrat,,Very liberal,"$50,000-$99,999",Good,Falling behind,Angry,To oppose Donald Trump,Somewhat disapprove,Somewhat unfavorable,Somewhat unfavorable,5.0,Before October,Suburbs,Election Day,Non Exit Poll,Absentee or early in-person,57.0,1.0,,10000.0,1.0,White,18-29,18-44,18-24,White,College graduate,White women,White college graduates,White women college graduates,Democrat,Democrat/Lean Democrat,Liberal,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",Excellent or good,,Disapprove,Unfavorable,Unfavorable,Before that,Before that,Suburbs
Male, 65-74,Hispanic/Latino,No,Bachelor's degree (BA or BS),Donald Trump,Republican,,Moderate,"$200,000-$299,999",Good,Holding steady,,To support Donald Trump,Somewhat approve,Somewhat unfavorable,Somewhat favorable,3.0,Earlier in October,"Over 500,000",Election Day,Non Exit Poll,Absentee or early in-person,58.0,1.0,,10000.0,1.0,Hispanic/Latino,65 or over,45 or over,65 or over,Non-white,College graduate,Latino men,Non-white college graduates,Non-whites,Republican,Republican/Lean Republican,Moderate,"$50,000 or more","$100,000 or more","$100,000 or more",Excellent or good,,Approve,Unfavorable,Favorable,Before that,In the last month,"City over 50,000"
Female,75 or over,White,No,Attended college but received no degree,Donald Trump,Republican,,Somewhat conservative,"$30,000-$49,999",Good,Falling behind,"Satisfied, but not enthusiastic, 3 Dissatisfied, but not angry",To support Donald Trump,Strongly disapprove,Somewhat unfavorable,Somewhat favorable,2.0,Earlier in October,"50,000-500,000",Early in-person,Non Exit Poll,Absentee or early in-person,59.0,1.0,,10000.0,1.0,White,65 or over,45 or over,65 or over,White,No college degree,White women,White non-college graduates,White women non-college graduates,Republican,Republican/Lean Republican,Conservative,"Less tjhan $50,000","Less tjhan $100,000","Less tjhan $50,000",Excellent or good,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",Disapprove,Unfavorable,Favorable,Before that,In the last month,"City over 50,000"
Male,60-64,Asian,Yes,Attended college but received no degree,Kamala Harris,Democrat,,Moderate,"$200,000-$299,999",Excellent,Falling behind,Angry,To oppose Donald Trump,Strongly disapprove,Somewhat unfavorable,Somewhat unfavorable,5.0,You have known all along,"50,000-500,000",Election Day,Non Exit Poll,Absentee or early in-person,60.0,1.0,,10000.0,1.0,Asian,45-64,45 or over,50-64,Non-white,No college degree,All other,Non-white non-college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Moderate,"$50,000 or more","$100,000 or more","$100,000 or more",Excellent or good,,Disapprove,Unfavorable,Unfavorable,Before that,Before that,"City over 50,000"
Male,60-64,Asian,Yes,High school graduate,Kamala Harris,Republican,,Somewhat liberal,"$100,000-$199,999",Not so good,Getting ahead,,Donald Trump was not a facctor,Strongly disapprove,Somewhat unfavorable,Somewhat unfavorable,5.0,You have known all along,Suburbs,Election Day,Non Exit Poll,Absentee or early in-person,61.0,1.0,,10000.0,1.0,Asian,45-64,45 or over,50-64,Non-white,No college degree,All other,Non-white non-college graduates,Non-whites,Republican,Republican/Lean Republican,Liberal,"$50,000 or more","$100,000 or more","$100,000 or more",Not so good or poor,,Disapprove,Unfavorable,Unfavorable,Before that,Before that,Suburbs
Male,60-64,White,No,Attended college but received no degree,Donald Trump,Republican,,Moderate,"$50,000-$99,999",Poor,Falling behind,,To support Donald Trump,Strongly approve,Strongly unfavorable,Somewhat favorable,4.0,Before October,"50,000-500,000",Election Day,Non Exit Poll,Absentee or early in-person,62.0,1.0,,10000.0,1.0,White,45-64,45 or over,50-64,White,No college degree,White men,White non-college graduates,White men non-college graduates,Republican,Republican/Lean Republican,Moderate,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",Not so good or poor,,Approve,Unfavorable,Favorable,Before that,Before that,"City over 50,000"
Female,50-59,White,Yes,High school graduate,Kamala Harris,Democrat,,Somewhat liberal,"$100,000-$199,999",Not so good,Getting ahead,Angry,To oppose Donald Trump,Strongly disapprove,Somewhat favorable,Strongly unfavorable,2.0,You have known all along,"50,000-500,000",Early in-person,Non Exit Poll,Absentee or early in-person,63.0,1.0,,10000.0,1.0,White,45-64,45 or over,50-64,White,No college degree,White women,White non-college graduates,White women non-college graduates,Democrat,Democrat/Lean Democrat,Liberal,"$50,000 or more","$100,000 or more","$100,000 or more",Not so good or poor,,Disapprove,Favorable,Unfavorable,Before that,Before that,"City over 50,000"
Male,40-44,White,No,Attended college but received no degree,Donald Trump,Independent,Not lean either way,Somewhat conservative,"$50,000-$99,999",Good,Holding steady,Angry,To support Donald Trump,Strongly approve,Strongly unfavorable,Strongly unfavorable,3.0,Earlier in October,"50,000-500,000",Election Day,Non Exit Poll,Absentee or early in-person,64.0,1.0,,10000.0,1.0,White,30-44,18-44,40-49,White,No college degree,White men,White non-college graduates,White men non-college graduates,Independent/Something else,Independent,Conservative,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",Excellent or good,,Approve,Unfavorable,Unfavorable,Before that,In the last month,"City over 50,000"
Female,60-64,White,No,Bachelor's degree (BA or BS),Donald Trump,Republican,,Moderate,"$200,000-$299,999",Not so good,Holding steady,,To oppose Donald Trump,Strongly approve,Strongly unfavorable,Somewhat favorable,4.0,In the last week,"Over 500,000",Early in-person,Non Exit Poll,Absentee or early in-person,65.0,1.0,,10000.0,1.0,White,45-64,45 or over,50-64,White,College graduate,White women,White college graduates,White women college graduates,Republican,Republican/Lean Republican,Moderate,"$50,000 or more","$100,000 or more","$100,000 or more",Not so good or poor,,Approve,Unfavorable,Favorable,In the last week,In the last month,"City over 50,000"
