GENDER,AGE10,QRACEAI,GOV,VOTE2024,CALL,EDUC25,PARTYID,PARTYIDLEAN,PHIL5,INCOME25,STECNJ,GETAHEAD25,TRACKANGR,FORTRUMPG25,TRUMP4,FAVDEM4,FAVREP4,ISSUE25NJ,QLT25NJ,TIME25G,SIZEPLAC,VOTEMETHOD,TELEPOLL,EARLYVELECTION,CHILD12,RACE2B,EDUCCOLL,AGE,ID,WEIGHT,ZIPCODE,PRECINCT,VERSION,RACE,AGE45,AGE65,GENDERBYRACE,EDUCWHITE,EDUCWHITEBYSEX25,PARTY,PARTYLEAN,PHIL3,INC50K,INC100K,INCOME3,STECNJ2,TRACKANGR2,TRUMP2,FAVDEM2,FAVREP2,TIME25GWEEK,TIME25GMONTH,SIZEPLC3,PARENTS
Female,30-34,White,Jack Ciattarelli,Donald Trump,3.0,High school graduate,Republican,,Moderate,,Poor,,,,,Strongly unfavorable,Somewhat favorable,,3.0,Before October,Suburbs,Election Day,Exit Poll,Election day,No,White,No college degree,30-44,289.0,1.0,10000.0,24.0,2.0,White,18-44,30-39,White women,White non-college graduates,White women non-college graduates,Republican,Republican/Lean Republican,Moderate,,,,Not so good or poor,,,Unfavorable,Favorable,Before that,Before that,Suburbs,Women without children
Male,25-29,White,Mikie Sherill,Kamala Harris,3.0,Attended college but received no degree,Democrat,,Somewhat liberal,,,,Angry,,,,,,,,Suburbs,Election Day,Exit Poll,Election day,,White,No college degree,18-29,309.0,1.0,10000.0,24.0,3.0,White,18-44,25-29,White men,White non-college graduates,White men non-college graduates,Democrat,Democrat/Lean Democrat,Liberal,,,,,,,,,,,Suburbs,
Male,75 or over,White,Jack Ciattarelli,Donald Trump,2.0,Bachelor's degree (BA or BS),Republican,,Very liberal,,,,,,,,,,,,Suburbs,Election Day,Exit Poll,Election day,,White,College graduate,65 or over,311.0,1.0,10000.0,21.0,3.0,White,45 or over,65 or over,White men,White college graduates,White men college graduates,Republican,Republican/Lean Republican,Liberal,,,,,,,,,,,Suburbs,
Female,60-64,White,Jack Ciattarelli,Donald Trump,3.0,Bachelor's degree (BA or BS),Republican,,Very conservative,,Poor,,,,,Somewhat unfavorable,Somewhat favorable,,1.0,You have known all along,Suburbs,Election Day,Exit Poll,Election day,No,White,College graduate,45-64,318.0,1.0,10000.0,24.0,2.0,White,45 or over,50-64,White women,White college graduates,White women college graduates,Republican,Republican/Lean Republican,Conservative,,,,Not so good or poor,,,Unfavorable,Favorable,Before that,Before that,Suburbs,Women without children
Female,75 or over,Black,Mikie Sherill,Kamala Harris,1.0,Bachelor's degree (BA or BS),Democrat,,Somewhat liberal,,,,Angry,,,,,,,,Suburbs,Election Day,Exit Poll,Election day,,Non-white,College graduate,65 or over,320.0,1.0,10000.0,22.0,3.0,Black,45 or over,65 or over,Black women,Non-white college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Liberal,,,,,,,,,,,Suburbs,
Male,30-34,White,Jack Ciattarelli,Donald Trump,2.0,Bachelor's degree (BA or BS),Independent,Lean Democrat,Very conservative,"$100,000-$199,999",,Falling behind,,To support Donald Trump,Strongly approve,,,2.0,,,Suburbs,Election Day,Exit Poll,Election day,,White,College graduate,30-44,328.0,1.0,10000.0,10.0,1.0,White,18-44,30-39,White men,White college graduates,White men college graduates,Independent/Something else,Democrat/Lean Democrat,Conservative,"$50,000 or more","$100,000 or more","$100,000 or more",,,Approve,,,,,Suburbs,
Male,50-59,White,Jack Ciattarelli,Donald Trump,1.0,High school graduate,Independent,Not lean either way,Moderate,,Not so good,,,,,Strongly unfavorable,Strongly unfavorable,,5.0,Earlier in October,Suburbs,Election Day,Exit Poll,Election day,Yes,White,No college degree,45-64,335.0,1.0,10000.0,8.0,2.0,White,45 or over,50-64,White men,White non-college graduates,White men non-college graduates,Independent/Something else,Independent,Moderate,,,,Not so good or poor,,,Unfavorable,Unfavorable,Before that,In the last month,Suburbs,Men with children
Male,50-59,White,Mikie Sherill,Kamala Harris,3.0,High school graduate,Democrat,,Moderate,"$30,000-$49,999",,Holding steady,,To oppose Donald Trump,Strongly disapprove,,,3.0,,,Suburbs,Election Day,Exit Poll,Election day,,White,No college degree,45-64,341.0,1.0,10000.0,20.0,1.0,White,45 or over,50-64,White men,White non-college graduates,White men non-college graduates,Democrat,Democrat/Lean Democrat,Moderate,"Less tjhan $50,000","Less tjhan $100,000","Less tjhan $50,000",,,Disapprove,,,,,Suburbs,
Male,18-24,Other,Jack Ciattarelli,Donald Trump,2.0,Attended college but received no degree,Republican,,Moderate,"Under $30,000",,Getting ahead,,To oppose Donald Trump,Somewhat approve,,,4.0,,,Suburbs,Election Day,Exit Poll,Election day,,Non-white,No college degree,18-29,347.0,1.0,10000.0,14.0,1.0,Other,18-44,18-24,All other,Non-white non-college graduates,Non-whites,Republican,Republican/Lean Republican,Moderate,"Less tjhan $50,000","Less tjhan $100,000","Less tjhan $50,000",,,Approve,,,,,Suburbs,
Female,35-39,White,Mikie Sherill,Kamala Harris,3.0,Bachelor's degree (BA or BS),Democrat,,Moderate,,,,Angry,,,,,,,,Suburbs,Election Day,Exit Poll,Election day,,White,College graduate,30-44,353.0,1.0,10000.0,8.0,3.0,White,18-44,30-39,White women,White college graduates,White women college graduates,Democrat,Democrat/Lean Democrat,Moderate,,,,,,,,,,,Suburbs,
Male,25-29,White,Jack Ciattarelli,Kamala Harris,1.0,Attended college but received no degree,Independent,Lean Republican,Somewhat conservative,"$100,000-$199,999",,Getting ahead,,To support Donald Trump,Strongly disapprove,,,3.0,,,Rural,Election Day,Exit Poll,Election day,,White,No college degree,18-29,354.0,1.0,10000.0,23.0,1.0,White,18-44,25-29,White men,White non-college graduates,White men non-college graduates,Independent/Something else,Republican/Lean Republican,Conservative,"$50,000 or more","$100,000 or more","$100,000 or more",,,Disapprove,,,,,Small city and Rural,
Male, 65-74,White,Jack Ciattarelli,Donald Trump,3.0,Attended college but received no degree,Republican,,Moderate,"$50,000-$99,999",,Holding steady,,To oppose Donald Trump,Somewhat approve,,,3.0,,,"50,000-500,000",Election Day,Exit Poll,Election day,,White,No college degree,65 or over,362.0,1.0,10000.0,27.0,1.0,White,45 or over,65 or over,White men,White non-college graduates,White men non-college graduates,Republican,Republican/Lean Republican,Moderate,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",,,Approve,,,,,"City over 50,000",
Male,50-59,Hispanic/Latino,Jack Ciattarelli,Donald Trump,1.0,Attended college but received no degree,Republican,,Somewhat conservative,"$50,000-$99,999",,Holding steady,,To support Donald Trump,Strongly approve,,,3.0,,,Suburbs,Election Day,Exit Poll,Election day,,Non-white,No college degree,45-64,366.0,1.0,10000.0,3.0,1.0,Hispanic/Latino,45 or over,50-64,Latino men,Non-white non-college graduates,Non-whites,Republican,Republican/Lean Republican,Conservative,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",,,Approve,,,,,Suburbs,
Female,35-39,White,Mikie Sherill,Kamala Harris,2.0,Bachelor's degree (BA or BS),Democrat,,Moderate,,,,Angry,,,,,,,,Suburbs,Election Day,Exit Poll,Election day,,White,College graduate,30-44,369.0,1.0,10000.0,24.0,3.0,White,18-44,30-39,White women,White college graduates,White women college graduates,Democrat,Democrat/Lean Democrat,Moderate,,,,,,,,,,,Suburbs,
Female, 65-74,Black,Mikie Sherill,Kamala Harris,1.0,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Democrat,,Somewhat liberal,,,,Angry,,,,,,,,Suburbs,Election Day,Exit Poll,Election day,,Non-white,College graduate,65 or over,373.0,1.0,10000.0,2.0,3.0,Black,45 or over,65 or over,Black women,Non-white college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Liberal,,,,,,,,,,,Suburbs,
Female, 65-74,White,Jack Ciattarelli,Donald Trump,2.0,Associate's degree (AA or AS),Republican,,Somewhat conservative,,,,,,,,,,,,Suburbs,Election Day,Exit Poll,Election day,,White,No college degree,65 or over,374.0,1.0,10000.0,24.0,3.0,White,45 or over,65 or over,White women,White non-college graduates,White women non-college graduates,Republican,Republican/Lean Republican,Conservative,,,,,,,,,,,Suburbs,
Female, 65-74,Hispanic/Latino,Mikie Sherill,Kamala Harris,1.0,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Democrat,,Moderate,"$50,000-$99,999",,Falling behind,,To oppose Donald Trump,Strongly disapprove,,,3.0,,,"50,000-500,000",Election Day,Exit Poll,Election day,,Non-white,College graduate,65 or over,382.0,1.0,10000.0,15.0,1.0,Hispanic/Latino,45 or over,65 or over,Latino women,Non-white college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Moderate,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",,,Disapprove,,,,,"City over 50,000",
Female, 65-74,White,Mikie Sherill,Kamala Harris,2.0,Attended college but received no degree,Something else,Not lean either way,Somewhat liberal,"$30,000-$49,999",,Holding steady,,To oppose Donald Trump,Somewhat disapprove,,,1.0,,,Suburbs,Election Day,Exit Poll,Election day,,White,No college degree,65 or over,388.0,1.0,10000.0,7.0,1.0,White,45 or over,65 or over,White women,White non-college graduates,White women non-college graduates,Independent/Something else,Independent,Liberal,"Less tjhan $50,000","Less tjhan $100,000","Less tjhan $50,000",,,Disapprove,,,,,Suburbs,
Male, 65-74,White,Mikie Sherill,Kamala Harris,1.0,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Democrat,,Moderate,,Good,,,,,Somewhat favorable,Somewhat unfavorable,,3.0,Before October,"50,000-500,000",Election Day,Exit Poll,Election day,No,White,College graduate,65 or over,390.0,1.0,10000.0,5.0,2.0,White,45 or over,65 or over,White men,White college graduates,White men college graduates,Democrat,Democrat/Lean Democrat,Moderate,,,,Excellent or good,,,Favorable,Unfavorable,Before that,Before that,"City over 50,000",Men without children
Male,75 or over,White,Mikie Sherill,Kamala Harris,3.0,Associate's degree (AA or AS),Democrat,,Somewhat liberal,,Not so good,,,,,Somewhat favorable,Somewhat unfavorable,,3.0,Before October,Suburbs,Election Day,Exit Poll,Election day,No,White,No college degree,65 or over,392.0,1.0,10000.0,21.0,2.0,White,45 or over,65 or over,White men,White non-college graduates,White men non-college graduates,Democrat,Democrat/Lean Democrat,Liberal,,,,Not so good or poor,,,Favorable,Unfavorable,Before that,Before that,Suburbs,Men without children
Female,18-24,Hispanic/Latino,Mikie Sherill,Kamala Harris,3.0,Bachelor's degree (BA or BS),Independent,Lean Democrat,Somewhat liberal,,Excellent,,,,,Somewhat favorable,Strongly unfavorable,,5.0,In the last week,Suburbs,Election Day,Exit Poll,Election day,No,Non-white,College graduate,18-29,393.0,1.0,10000.0,7.0,2.0,Hispanic/Latino,18-44,18-24,Latino women,Non-white college graduates,Non-whites,Independent/Something else,Democrat/Lean Democrat,Liberal,,,,Excellent or good,,,Favorable,Unfavorable,In the last week,In the last month,Suburbs,Women without children
Female,45-49,Hispanic/Latino,Mikie Sherill,Kamala Harris,2.0,Bachelor's degree (BA or BS),Democrat,,Somewhat liberal,,Good,,,,,Strongly favorable,Strongly unfavorable,,4.0,Before October,"50,000-500,000",Election Day,Exit Poll,Election day,Yes,Non-white,College graduate,45-64,394.0,1.0,10000.0,14.0,2.0,Hispanic/Latino,45 or over,40-49,Latino women,Non-white college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Liberal,,,,Excellent or good,,,Favorable,Unfavorable,Before that,Before that,"City over 50,000",Women with children
Male, 65-74,White,Jack Ciattarelli,Donald Trump,2.0,Attended college but received no degree,Republican,,Somewhat conservative,,,,,,,,,,,,Suburbs,Election Day,Exit Poll,Election day,,White,No college degree,65 or over,396.0,1.0,10000.0,18.0,3.0,White,45 or over,65 or over,White men,White non-college graduates,White men non-college graduates,Republican,Republican/Lean Republican,Conservative,,,,,,,,,,,Suburbs,
Female, 65-74,White,Mikie Sherill,Kamala Harris,2.0,Attended college but received no degree,Independent,Not lean either way,Somewhat liberal,,Good,,,,,Somewhat favorable,Strongly unfavorable,,1.0,Earlier in October,Suburbs,Election Day,Exit Poll,Election day,Yes,White,No college degree,65 or over,405.0,1.0,10000.0,24.0,2.0,White,45 or over,65 or over,White women,White non-college graduates,White women non-college graduates,Independent/Something else,Independent,Liberal,,,,Excellent or good,,,Favorable,Unfavorable,Before that,In the last month,Suburbs,Women with children
Male,60-64,White,Jack Ciattarelli,Donald Trump,2.0,Bachelor's degree (BA or BS),Republican,,Moderate,"$50,000-$99,999",,Holding steady,,To support Donald Trump,Strongly approve,,,5.0,,,Rural,Election Day,Exit Poll,Election day,,White,College graduate,45-64,411.0,1.0,10000.0,12.0,1.0,White,45 or over,50-64,White men,White college graduates,White men college graduates,Republican,Republican/Lean Republican,Moderate,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",,,Approve,,,,,Small city and Rural,
Male,25-29,Black,Mikie Sherill,Kamala Harris,2.0,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Democrat,,Moderate,"$100,000-$199,999",,Holding steady,,Donald Trump was not a facctor,Strongly disapprove,,,2.0,,,"50,000-500,000",Election Day,Exit Poll,Election day,,Non-white,College graduate,18-29,412.0,1.0,10000.0,29.0,1.0,Black,18-44,25-29,Black men,Non-white college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Moderate,"$50,000 or more","$100,000 or more","$100,000 or more",,,Disapprove,,,,,"City over 50,000",
Female, 65-74,White,Mikie Sherill,Kamala Harris,3.0,High school graduate,Democrat,,Moderate,,,,,,,,,,,,Suburbs,Election Day,Exit Poll,Election day,,White,No college degree,65 or over,414.0,1.0,10000.0,30.0,3.0,White,45 or over,65 or over,White women,White non-college graduates,White women non-college graduates,Democrat,Democrat/Lean Democrat,Moderate,,,,,,,,,,,Suburbs,
Female, 65-74,White,Mikie Sherill,Kamala Harris,2.0,Bachelor's degree (BA or BS),Something else,Lean Republican,Somewhat liberal,,,,,,,,,,,,Suburbs,Election Day,Exit Poll,Election day,,White,College graduate,65 or over,415.0,1.0,10000.0,18.0,3.0,White,45 or over,65 or over,White women,White college graduates,White women college graduates,Independent/Something else,Republican/Lean Republican,Liberal,,,,,,,,,,,Suburbs,
Male, 65-74,White,Mikie Sherill,Kamala Harris,3.0,Bachelor's degree (BA or BS),Something else,Not lean either way,Somewhat liberal,"$100,000-$199,999",,Falling behind,,Donald Trump was not a facctor,Somewhat approve,,,2.0,,,Rural,Election Day,Exit Poll,Election day,,White,College graduate,65 or over,416.0,1.0,10000.0,17.0,1.0,White,45 or over,65 or over,White men,White college graduates,White men college graduates,Independent/Something else,Independent,Liberal,"$50,000 or more","$100,000 or more","$100,000 or more",,,Approve,,,,,Small city and Rural,
Male,50-59,White,Jack Ciattarelli,Donald Trump,1.0,Attended college but received no degree,Independent,Lean Republican,Moderate,"$50,000-$99,999",,Holding steady,,To oppose Donald Trump,Somewhat approve,,,3.0,,,Rural,Election Day,Exit Poll,Election day,,White,No college degree,45-64,435.0,1.0,10000.0,11.0,1.0,White,45 or over,50-64,White men,White non-college graduates,White men non-college graduates,Independent/Something else,Republican/Lean Republican,Moderate,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",,,Approve,,,,,Small city and Rural,
Female,35-39,White,Jack Ciattarelli,Donald Trump,2.0,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Republican,,Very conservative,,,,"Satisfied, but not enthusiastic, 3 Dissatisfied, but not angry",,,,,,,,Rural,Election Day,Exit Poll,Election day,,White,College graduate,30-44,436.0,1.0,10000.0,3.0,3.0,White,18-44,30-39,White women,White college graduates,White women college graduates,Republican,Republican/Lean Republican,Conservative,,,,,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",,,,,,Small city and Rural,
Male, 65-74,Hispanic/Latino,Jack Ciattarelli,Donald Trump,3.0,Bachelor's degree (BA or BS),Republican,,Somewhat conservative,"$200,000-$299,999",,Getting ahead,,To support Donald Trump,Somewhat approve,,,4.0,,,Suburbs,Election Day,Exit Poll,Election day,,Non-white,College graduate,65 or over,443.0,1.0,10000.0,8.0,1.0,Hispanic/Latino,45 or over,65 or over,Latino men,Non-white college graduates,Non-whites,Republican,Republican/Lean Republican,Conservative,"$50,000 or more","$100,000 or more","$100,000 or more",,,Approve,,,,,Suburbs,
Female,60-64,White,Jack Ciattarelli,Donald Trump,1.0,Attended college but received no degree,Republican,,Somewhat conservative,"$50,000-$99,999",,Getting ahead,,To support Donald Trump,Somewhat approve,,,2.0,,,Suburbs,Election Day,Exit Poll,Election day,,White,No college degree,45-64,451.0,1.0,10000.0,23.0,1.0,White,45 or over,50-64,White women,White non-college graduates,White women non-college graduates,Republican,Republican/Lean Republican,Conservative,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",,,Approve,,,,,Suburbs,
Female,35-39,Hispanic/Latino,Mikie Sherill,Kamala Harris,1.0,Associate's degree (AA or AS),Democrat,,Somewhat liberal,,,,,,,,,,,,"50,000-500,000",Election Day,Exit Poll,Election day,,Non-white,No college degree,30-44,468.0,1.0,10000.0,20.0,3.0,Hispanic/Latino,18-44,30-39,Latino women,Non-white non-college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Liberal,,,,,,,,,,,"City over 50,000",
Male,60-64,White,Jack Ciattarelli,Donald Trump,2.0,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Republican,,Somewhat conservative,"$100,000-$199,999",,Holding steady,,To oppose Donald Trump,Somewhat approve,,,3.0,,,Suburbs,Election Day,Exit Poll,Election day,,White,College graduate,45-64,486.0,1.0,10000.0,20.0,1.0,White,45 or over,50-64,White men,White college graduates,White men college graduates,Republican,Republican/Lean Republican,Conservative,"$50,000 or more","$100,000 or more","$100,000 or more",,,Approve,,,,,Suburbs,
