ID,GENDER,AGE10,QRACEAI,GOV,VOTE2024,LTGOV,ATGEN,CALL,TELEPOLL,EDUC25,PARTYID,PARTYIDLEAN,PHIL5,INCOME25,GOVTHH,BRNAGAIN,STECVA,GETAHEAD25,TRACKANGR,FORTRUMPG25,TRUMP4,FAVDEM4,FAVREP4,ISSUE25VA,QLT25VA,FORCANDVA25,TIME25G,SIZEPLAC,VOTEMETHOD,GEOCODE,EARLYVELECTION,WEIGHT,ZIPCODE,PRECINCT,VERSION,RACE,AGE,AGE45,AGE65,RACE2B,EDUCCOLL,GENDERBYRACE,EDUCWHITE,EDUCWHITEBYSEX25,PARTY,PARTYLEAN,PHIL3,INC50K,INC100K,INCOME3,WHTEVANG,STECVA2,TRACKANGR2,TRUMP2,FAVDEM2,FAVREP2,TIME25GWEEK,TIME25GMONTH,SIZEPLC3
505.0,Female, 65-74,White,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,2.0,Exit Poll,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Independent,Not lean either way,Very conservative,,,Yes,,,,,,,,,,For your candidate,,Rural,Election Day,1.0,Election day,1.0,10000.0,18.0,3.0,White,65 or over,45 or over,65 or over,White,College graduate,White women,White college graduates,White women college graduates,Independent/Something else,Independent,Conservative,,,,Yes,,,,,,,,Small city and Rural
512.0,Female,50-59,White,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,2.0,Exit Poll,High school graduate,Republican,,Very conservative,"$5300,000 or more",No,Yes,,Falling behind,,To oppose Donald Trump,Strongly approve,,,3.0,,,,"Over 500,000",Election Day,5.0,Election day,1.0,10000.0,22.0,1.0,White,45-64,45 or over,50-64,White,No college degree,White women,White non-college graduates,White women non-college graduates,Republican,Republican/Lean Republican,Conservative,"$50,000 or more","$100,000 or more","$100,000 or more",Yes,,,Approve,,,,,"City over 50,000"
516.0,Male,30-34,White,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,1.0,Exit Poll,Bachelor's degree (BA or BS),Republican,,Somewhat conservative,,,Yes,,,,,,,,,,For your candidate,,Suburbs,Election Day,5.0,Election day,1.0,10000.0,28.0,3.0,White,30-44,18-44,30-39,White,College graduate,White men,White college graduates,White men college graduates,Republican,Republican/Lean Republican,Conservative,,,,Yes,,,,,,,,Suburbs
530.0,Female,30-34,White,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,1.0,Exit Poll,Attended college but received no degree,Independent,Lean Democrat,Moderate,,,Yes,,,,,,,,,,For your candidate,,"50,000-500,000",Election Day,4.0,Election day,1.0,10000.0,23.0,3.0,White,30-44,18-44,30-39,White,No college degree,White women,White non-college graduates,White women non-college graduates,Independent/Something else,Democrat/Lean Democrat,Moderate,,,,Yes,,,,,,,,"City over 50,000"
535.0,Female, 65-74,White,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,3.0,Exit Poll,Attended college but received no degree,Republican,,Very conservative,,,Yes,Excellent,,,,,Somewhat unfavorable,Somewhat unfavorable,,4.0,,In the last week,Suburbs,Election Day,4.0,Election day,1.0,10000.0,4.0,2.0,White,65 or over,45 or over,65 or over,White,No college degree,White women,White non-college graduates,White women non-college graduates,Republican,Republican/Lean Republican,Conservative,,,,Yes,Excellent or good,,,Unfavorable,Unfavorable,In the last week,In the last month,Suburbs
537.0,Female,30-34,White,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,2.0,Exit Poll,Associate's degree (AA or AS),Republican,,Very conservative,"$200,000-$299,999",No,Yes,,Getting ahead,,To oppose Donald Trump,Somewhat approve,,,4.0,,,,Suburbs,Election Day,1.0,Election day,1.0,10000.0,3.0,1.0,White,30-44,18-44,30-39,White,No college degree,White women,White non-college graduates,White women non-college graduates,Republican,Republican/Lean Republican,Conservative,"$50,000 or more","$100,000 or more","$100,000 or more",Yes,,,Approve,,,,,Suburbs
553.0,Female,40-44,White,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,1.0,Exit Poll,High school graduate,Republican,,Moderate,"$50,000-$99,999",No,Yes,,Falling behind,,To oppose Donald Trump,Somewhat approve,,,4.0,,,,Suburbs,Election Day,5.0,Election day,1.0,10000.0,24.0,1.0,White,30-44,18-44,40-49,White,No college degree,White women,White non-college graduates,White women non-college graduates,Republican,Republican/Lean Republican,Moderate,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",Yes,,,Approve,,,,,Suburbs
560.0,Female,75 or over,White,Winsome Earle-Sears,Donald Trump,Ghazala Hashmi,Jason Miyares,3.0,Exit Poll,Bachelor's degree (BA or BS),Independent,Lean Democrat,Moderate,,,Yes,Good,,,,,Somewhat unfavorable,Somewhat favorable,,4.0,,Earlier in October,Suburbs,Election Day,1.0,Election day,1.0,10000.0,23.0,2.0,White,65 or over,45 or over,65 or over,White,College graduate,White women,White college graduates,White women college graduates,Independent/Something else,Democrat/Lean Democrat,Moderate,,,,Yes,Excellent or good,,,Unfavorable,Favorable,Before that,In the last month,Suburbs
595.0,Female,50-59,White,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,1.0,Exit Poll,Bachelor's degree (BA or BS),Republican,,Somewhat conservative,"$100,000-$199,999",No,Yes,,Holding steady,,To oppose Donald Trump,Somewhat approve,,,1.0,,,,Suburbs,Election Day,2.0,Election day,1.0,10000.0,9.0,1.0,White,45-64,45 or over,50-64,White,College graduate,White women,White college graduates,White women college graduates,Republican,Republican/Lean Republican,Conservative,"$50,000 or more","$100,000 or more","$100,000 or more",Yes,,,Approve,,,,,Suburbs
597.0,Male,25-29,White,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,1.0,Exit Poll,Not a high school graduate,Independent,Lean Democrat,Somewhat conservative,"$200,000-$299,999",No,Yes,,Holding steady,,To support Donald Trump,Strongly approve,,,2.0,,,,"50,000-500,000",Election Day,3.0,Election day,1.0,10000.0,21.0,1.0,White,18-29,18-44,25-29,White,No college degree,White men,White non-college graduates,White men non-college graduates,Independent/Something else,Democrat/Lean Democrat,Conservative,"$50,000 or more","$100,000 or more","$100,000 or more",Yes,,,Approve,,,,,"City over 50,000"
600.0,Male,75 or over,White,Abigail Spanberger,Kamala Harris,Ghazala Hashmi,Jay Jones,1.0,Exit Poll,Associate's degree (AA or AS),Democrat,,Somewhat liberal,,,Yes,Excellent,,,,,Strongly unfavorable,Somewhat unfavorable,,5.0,,You have known all along,Suburbs,Election Day,2.0,Election day,1.0,10000.0,2.0,2.0,White,65 or over,45 or over,65 or over,White,No college degree,White men,White non-college graduates,White men non-college graduates,Democrat,Democrat/Lean Democrat,Liberal,,,,Yes,Excellent or good,,,Unfavorable,Unfavorable,Before that,Before that,Suburbs
604.0,Male, 65-74,White,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,3.0,Exit Poll,High school graduate,Republican,,Very conservative,,,Yes,Good,,,,,Strongly unfavorable,Strongly unfavorable,,1.0,,Earlier in October,Suburbs,Election Day,2.0,Election day,1.0,10000.0,4.0,2.0,White,65 or over,45 or over,65 or over,White,No college degree,White men,White non-college graduates,White men non-college graduates,Republican,Republican/Lean Republican,Conservative,,,,Yes,Excellent or good,,,Unfavorable,Unfavorable,Before that,In the last month,Suburbs
605.0,Female, 65-74,White,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,2.0,Exit Poll,Bachelor's degree (BA or BS),Republican,,Moderate,,,Yes,,,,,,,,,,For your candidate,,Rural,Election Day,1.0,Election day,1.0,10000.0,27.0,3.0,White,65 or over,45 or over,65 or over,White,College graduate,White women,White college graduates,White women college graduates,Republican,Republican/Lean Republican,Moderate,,,,Yes,,,,,,,,Small city and Rural
611.0,Male, 65-74,White,Abigail Spanberger,Donald Trump,Ghazala Hashmi,Jay Jones,3.0,Exit Poll,Attended college but received no degree,Democrat,,Somewhat liberal,,,Yes,,,Angry,,,,,,,Against her opponents,,Suburbs,Election Day,5.0,Election day,1.0,10000.0,15.0,3.0,White,65 or over,45 or over,65 or over,White,No college degree,White men,White non-college graduates,White men non-college graduates,Democrat,Democrat/Lean Democrat,Liberal,,,,Yes,,,,,,,,Suburbs
612.0,Female,50-59,White,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,2.0,Exit Poll,High school graduate,Republican,,Moderate,"$30,000-$49,999",No,Yes,,Holding steady,,To oppose Donald Trump,Somewhat approve,,,2.0,,,,"50,000-500,000",Election Day,5.0,Election day,1.0,10000.0,24.0,1.0,White,45-64,45 or over,50-64,White,No college degree,White women,White non-college graduates,White women non-college graduates,Republican,Republican/Lean Republican,Moderate,"Less tjhan $50,000","Less tjhan $100,000","Less tjhan $50,000",Yes,,,Approve,,,,,"City over 50,000"
626.0,Female,25-29,White,Winsome Earle-Sears,Donald Trump,John Reid,Jay Jones,1.0,Exit Poll,High school graduate,Republican,,Moderate,,,Yes,Good,,,,,Somewhat unfavorable,Somewhat favorable,,4.0,,You have known all along,"50,000-500,000",Election Day,5.0,Election day,1.0,10000.0,19.0,2.0,White,18-29,18-44,25-29,White,No college degree,White women,White non-college graduates,White women non-college graduates,Republican,Republican/Lean Republican,Moderate,,,,Yes,Excellent or good,,,Unfavorable,Favorable,Before that,Before that,"City over 50,000"
629.0,Male,45-49,White,Winsome Earle-Sears,Donald Trump,Ghazala Hashmi,Jason Miyares,1.0,Exit Poll,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Republican,,Moderate,,,Yes,,,,,,,,,,Against her opponents,,Suburbs,Election Day,2.0,Election day,1.0,10000.0,9.0,3.0,White,45-64,45 or over,40-49,White,College graduate,White men,White college graduates,White men college graduates,Republican,Republican/Lean Republican,Moderate,,,,Yes,,,,,,,,Suburbs
641.0,Female, 65-74,White,Winsome Earle-Sears,Donald Trump,John Reid,Jay Jones,2.0,Exit Poll,Bachelor's degree (BA or BS),Republican,,Somewhat conservative,,,Yes,Good,,,,,Strongly favorable,Strongly favorable,,3.0,,Earlier in October,Suburbs,Election Day,4.0,Election day,1.0,10000.0,13.0,2.0,White,65 or over,45 or over,65 or over,White,College graduate,White women,White college graduates,White women college graduates,Republican,Republican/Lean Republican,Conservative,,,,Yes,Excellent or good,,,Favorable,Favorable,Before that,In the last month,Suburbs
646.0,Female,75 or over,White,Winsome Earle-Sears,Kamala Harris,John Reid,Jason Miyares,2.0,Exit Poll,Bachelor's degree (BA or BS),Independent,Lean Democrat,Moderate,,,Yes,,,"Satisfied, but not enthusiastic, 3 Dissatisfied, but not angry",,,,,,,For your candidate,,Suburbs,Election Day,3.0,Election day,1.0,10000.0,11.0,3.0,White,65 or over,45 or over,65 or over,White,College graduate,White women,White college graduates,White women college graduates,Independent/Something else,Democrat/Lean Democrat,Moderate,,,,Yes,,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",,,,,,Suburbs
660.0,Male,18-24,White,Winsome Earle-Sears,Donald Trump,John Reid,Jay Jones,1.0,Exit Poll,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Republican,,Somewhat conservative,"$100,000-$199,999",No,Yes,,Holding steady,,To support Donald Trump,Somewhat approve,,,2.0,,,,Suburbs,Election Day,1.0,Election day,1.0,10000.0,23.0,1.0,White,18-29,18-44,18-24,White,College graduate,White men,White college graduates,White men college graduates,Republican,Republican/Lean Republican,Conservative,"$50,000 or more","$100,000 or more","$100,000 or more",Yes,,,Approve,,,,,Suburbs
692.0,Female,75 or over,White,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,3.0,Exit Poll,Attended college but received no degree,Republican,,Somewhat conservative,,,Yes,Good,,,,,Strongly unfavorable,Somewhat favorable,,5.0,,You have known all along,Suburbs,Election Day,4.0,Election day,1.0,10000.0,20.0,2.0,White,65 or over,45 or over,65 or over,White,No college degree,White women,White non-college graduates,White women non-college graduates,Republican,Republican/Lean Republican,Conservative,,,,Yes,Excellent or good,,,Unfavorable,Favorable,Before that,Before that,Suburbs
693.0,Male, 65-74,White,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,2.0,Exit Poll,Associate's degree (AA or AS),Republican,,Somewhat conservative,"$100,000-$199,999",No,Yes,,Holding steady,,Donald Trump was not a facctor,Somewhat approve,,,5.0,,,,Suburbs,Election Day,5.0,Election day,1.0,10000.0,20.0,1.0,White,65 or over,45 or over,65 or over,White,No college degree,White men,White non-college graduates,White men non-college graduates,Republican,Republican/Lean Republican,Conservative,"$50,000 or more","$100,000 or more","$100,000 or more",Yes,,,Approve,,,,,Suburbs
700.0,Male,75 or over,White,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,1.0,Exit Poll,High school graduate,Republican,,Somewhat conservative,,,Yes,,,,,,,,,,Against her opponents,,"50,000-500,000",Election Day,3.0,Election day,1.0,10000.0,15.0,3.0,White,65 or over,45 or over,65 or over,White,No college degree,White men,White non-college graduates,White men non-college graduates,Republican,Republican/Lean Republican,Conservative,,,,Yes,,,,,,,,"City over 50,000"
728.0,Female,50-59,White,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,2.0,Exit Poll,High school graduate,Republican,,Somewhat conservative,"$50,000-$99,999",Yes,Yes,,Holding steady,,To support Donald Trump,Somewhat approve,,,1.0,,,,Rural,Election Day,2.0,Election day,1.0,10000.0,11.0,1.0,White,45-64,45 or over,50-64,White,No college degree,White women,White non-college graduates,White women non-college graduates,Republican,Republican/Lean Republican,Conservative,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",Yes,,,Approve,,,,,Small city and Rural
731.0,Male,45-49,White,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,3.0,Exit Poll,Associate's degree (AA or AS),Republican,,Moderate,,,Yes,,,"Satisfied, but not enthusiastic, 3 Dissatisfied, but not angry",,,,,,,For your candidate,,Suburbs,Election Day,3.0,Election day,1.0,10000.0,13.0,3.0,White,45-64,45 or over,40-49,White,No college degree,White men,White non-college graduates,White men non-college graduates,Republican,Republican/Lean Republican,Moderate,,,,Yes,,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",,,,,,Suburbs
735.0,Male,50-59,White,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,1.0,Exit Poll,Associate's degree (AA or AS),Republican,,Somewhat liberal,,,Yes,,,,,,,,,,For your candidate,,Rural,Election Day,1.0,Election day,1.0,10000.0,1.0,3.0,White,45-64,45 or over,50-64,White,No college degree,White men,White non-college graduates,White men non-college graduates,Republican,Republican/Lean Republican,Liberal,,,,Yes,,,,,,,,Small city and Rural
739.0,Male, 65-74,White,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,2.0,Exit Poll,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Republican,,Somewhat conservative,"$50,000-$99,999",No,Yes,,Falling behind,,To support Donald Trump,Somewhat approve,,,4.0,,,,"50,000-500,000",Election Day,5.0,Election day,1.0,10000.0,30.0,1.0,White,65 or over,45 or over,65 or over,White,College graduate,White men,White college graduates,White men college graduates,Republican,Republican/Lean Republican,Conservative,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",Yes,,,Approve,,,,,"City over 50,000"
743.0,Male,75 or over,White,Winsome Earle-Sears,Donald Trump,John Reid,Jay Jones,1.0,Exit Poll,Bachelor's degree (BA or BS),Democrat,,Moderate,,,Yes,,,,,,,,,,Against her opponents,,Suburbs,Election Day,5.0,Election day,1.0,10000.0,12.0,3.0,White,65 or over,45 or over,65 or over,White,College graduate,White men,White college graduates,White men college graduates,Democrat,Democrat/Lean Democrat,Moderate,,,,Yes,,,,,,,,Suburbs
744.0,Female, 65-74,White,Abigail Spanberger,Kamala Harris,Ghazala Hashmi,Jay Jones,1.0,Exit Poll,Attended college but received no degree,Democrat,,Very liberal,,,Yes,Not so good,,,,,Somewhat unfavorable,Somewhat unfavorable,,1.0,,You have known all along,"50,000-500,000",Election Day,1.0,Election day,1.0,10000.0,17.0,2.0,White,65 or over,45 or over,65 or over,White,No college degree,White women,White non-college graduates,White women non-college graduates,Democrat,Democrat/Lean Democrat,Liberal,,,,Yes,Not so good or poor,,,Unfavorable,Unfavorable,Before that,Before that,"City over 50,000"
745.0,Female, 65-74,White,Winsome Earle-Sears,Donald Trump,Did not vote,Jason Miyares,3.0,Exit Poll,Bachelor's degree (BA or BS),Republican,,Somewhat conservative,"$50,000-$99,999",No,Yes,,Getting ahead,,To support Donald Trump,Somewhat approve,,,5.0,,,,Suburbs,Election Day,5.0,Election day,1.0,10000.0,4.0,1.0,White,65 or over,45 or over,65 or over,White,College graduate,White women,White college graduates,White women college graduates,Republican,Republican/Lean Republican,Conservative,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",Yes,,,Approve,,,,,Suburbs
761.0,Male,35-39,White,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,1.0,Exit Poll,High school graduate,Republican,,Moderate,"$50,000-$99,999",No,Yes,,Falling behind,,To oppose Donald Trump,Strongly approve,,,4.0,,,,Suburbs,Election Day,5.0,Election day,1.0,10000.0,25.0,1.0,White,30-44,18-44,30-39,White,No college degree,White men,White non-college graduates,White men non-college graduates,Republican,Republican/Lean Republican,Moderate,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",Yes,,,Approve,,,,,Suburbs
765.0,Female, 65-74,White,Winsome Earle-Sears,Donald Trump,Ghazala Hashmi,Jason Miyares,3.0,Exit Poll,High school graduate,Republican,,Moderate,"$50,000-$99,999",No,Yes,,Falling behind,,To support Donald Trump,Strongly approve,,,5.0,,,,Suburbs,Election Day,2.0,Election day,1.0,10000.0,12.0,1.0,White,65 or over,45 or over,65 or over,White,No college degree,White women,White non-college graduates,White women non-college graduates,Republican,Republican/Lean Republican,Moderate,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",Yes,,,Approve,,,,,Suburbs
777.0,Male,60-64,White,Winsome Earle-Sears,Donald Trump,John Reid,Jason Miyares,1.0,Exit Poll,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Republican,,Moderate,"$50,000-$99,999",No,Yes,,Holding steady,,To support Donald Trump,Strongly approve,,,3.0,,,,Suburbs,Election Day,1.0,Election day,1.0,10000.0,10.0,1.0,White,45-64,45 or over,50-64,White,College graduate,White men,White college graduates,White men college graduates,Republican,Republican/Lean Republican,Moderate,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",Yes,,,Approve,,,,,Suburbs
