ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,ILRPRS12,SEX,QRACE3,AGE8,XAGE8,PHIL5,PARTYID,INCOME12RNH,EDUC12R,BEATOBAMAFL,BREAK12PRI,BRNAGAIN,DESCRIBS12R,GINGCONSRV,ROMNCONSRV,SANTCONSRV,ISSREP12SC,MARRIED,QLTREP12,RELIGN10,SHAREREL,TEAPARTY,TIMEIL12,UNDERREP12,WORK,SEXWED,AGE,AGE3,AGE45,AGE60,AGE65,OVER45,OVER65,XAGE,XAGE3,XAGE45,XAGE60,XAGE65,PARTY,PHIL2R,PHIL3R,PHIL4R,INCOME3,INC50K,INC100K,EDUCCOLL,EDUCHS,BRNSHARE,BREAKFACT,BREAKIMP,REL5,SHAREREL2,TEAPARTY3,TEABRN,TIMEPRIFEWDAYS,TIMEPRIYEAR,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,WRKWOMEN,XQLTREP12,ATTEND,ENDPRIM12R,RECOVER,TWOCANDS12R,ATTEND2,ATTREL,QTYPE,SIZEPLAC,SIZEPLC3,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
290969.0, Illinois,6.0,Call 3,Complete,Election day exit poll,0.946539103984833,Newt Gingrich,Male,White,50-59,50-59,Very conservative,Republican,"$100,000-$199,999",College graduate,Gingrich,A minor factor,No,,,,,The economy,Yes,Is a true conservative,,,Somewhat support,In the last few days,,,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,A factor,Not important,,,Support,Tea Party supporter and not born-again,Last few days,Since January 1st,No,All others,,,,Is a true conservative,,"The race ends as soon as possible, even if your candidate loses the nomination",,Mitt Romney,,,State questionnaire,Suburbs,Suburbs,5.0,Midwest,Version 1,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,62252.0
290963.0, Illinois,23.0,Call 3,Complete,Election day exit poll,0.759738922119141,Newt Gingrich,Male,White,40-44,40-44,Moderate,Republican,"$100,000-$199,999",Postgraduate study,,,Yes,I strongly favor my candidate,About right,Not conservative enough,Too conservative,,,,Catholic,Omit,Somewhat oppose,,Gingrich,Yes,,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,,Catholic,Omit,Oppose,Born-again but not Tea Party supporter,,,No,White Born-again/Evangelical Christians,No,All others,All others,,A few times a month,,Getting worse,,Occasionally,Catholic/Do not attend weekly,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,Midwest,Version 2,Suburb,Urban,Urban Core,Upscale,60123.0
290962.0, Illinois,23.0,Call 3,Complete,Election day exit poll,0.759738922119141,Newt Gingrich,Male,White,40-44,40-44,Moderate,Republican,"$100,000-$199,999",Postgraduate study,,,Yes,I strongly favor my candidate,About right,Not conservative enough,Too conservative,,,,Catholic,Omit,Somewhat oppose,,Gingrich,Yes,,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,,Catholic,Omit,Oppose,Born-again but not Tea Party supporter,,,No,White Born-again/Evangelical Christians,No,All others,All others,,A few times a month,,Getting worse,,Occasionally,Catholic/Do not attend weekly,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,Midwest,Version 2,Suburb,Urban,Urban Core,Upscale,60123.0
290957.0, Illinois,6.0,Call 3,Complete,Election day exit poll,0.922905087471008,Newt Gingrich,Male,White,60-64,60-64,Very conservative,Republican,"$30,000-$49,999",High school or less,Gingrich,Not a factor at all,Yes,,,,,Federal budget deficit,Yes,Can defeat Barack Obama,,,Neutral,Earlier this year,,,Married men,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,,Not a factor,Not important,,,Neutral,Born-again but not Tea Party supporter,Earlier than that,Since January 1st,Yes,White Born-again/Evangelical Christians,,,,Can defeat Barack Obama,,"Your candidate wins the nomination, even if the race continues for month",,Mitt Romney,,,State questionnaire,Suburbs,Suburbs,5.0,Midwest,Version 1,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,62252.0
290952.0, Illinois,8.0,Call 3,Complete,Election day exit poll,0.947867333889008,Newt Gingrich,Female,White,50-59,50-59,Moderate,Democrat,"Under $30,000",College graduate,,,No,I like my candidate but with reservations,About right,Too conservative,Too conservative,,,,Catholic,A great deal,Strongly oppose,,Gingrich,Yes,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Democrat,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Not born again,,,Catholic,A great deal or somewhat,Oppose,Neither,,,No,All others,No,All others,Working women,,Once a week,,Getting worse,,Weekly,Catholic/Attend weekly,State questionnaire,Suburbs,Suburbs,4.0,Midwest,Version 2,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Downscale,60548.0
290951.0, Illinois,23.0,Call 3,Complete,Election day exit poll,0.855825126171112,Newt Gingrich,Female,White,50-59,50-59,Somewhat conservative,Republican,"$100,000-$199,999",Some college/assoc. degree,Gingrich,A minor factor,Yes,,,,,The economy,Yes,Can defeat Barack Obama,,,Strongly support,Earlier this year,,,Married women,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,,A factor,Not important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,,,,Can defeat Barack Obama,,"Your candidate wins the nomination, even if the race continues for month",,Rick Santorum,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,Midwest,Version 1,Suburb,Urban,Urban Core,Upscale,60123.0
290929.0, Illinois,67.0,Call 3,Complete,Election day exit poll,0.859004735946655,Newt Gingrich,Female,White,50-59,50-59,Somewhat conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,,,Yes,I strongly favor my candidate,About right,Not conservative enough,About right,,,,Other christian,A great deal,Strongly support,,Gingrich,Yes,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Working women,,Once a week,,Getting worse,,Weekly,All others,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,Midwest,Version 2,Suburb,Urban,Urban Core,Upscale,61108.0
290909.0, Illinois,67.0,Call 3,Complete,Election day exit poll,0.859004735946655,Newt Gingrich,Female,White,50-59,50-59,Moderate,Independent,"Under $30,000",Postgraduate study,,,Yes,I like my candidate but with reservations,About right,Too conservative,Too conservative,,,,Other christian,Somewhat,Somewhat oppose,,Gingrich,Yes,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Oppose,Born-again but not Tea Party supporter,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Working women,,Once a week,,Staying the same,,Weekly,All others,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,Midwest,Version 2,Suburb,Urban,Urban Core,Upscale,61108.0
290853.0, Illinois,40.0,Call 3,Complete,Election day exit poll,1.02813613414764,Newt Gingrich,Male,White,50-59,50-59,Very conservative,Republican,"$30,000-$49,999",Some college/assoc. degree,,,Yes,I like my candidate but with reservations,About right,Not conservative enough,About right,,,,Protestant,A great deal,Strongly support,,Gingrich,Yes,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,Yes,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,All others,,Once a week,,Getting worse,,Weekly,Protestant/Attend weekly,State questionnaire,Rural,Small Cities/Rural,5.0,Midwest,Version 2,Low Density Rural,Rural,Rural,Downscale,62695.0
290852.0, Illinois,40.0,Call 3,Complete,Election day exit poll,1.02813613414764,Newt Gingrich,Male,White,50-59,50-59,Very conservative,Republican,"$30,000-$49,999",Some college/assoc. degree,,,Yes,I like my candidate but with reservations,About right,Not conservative enough,About right,,,,Protestant,A great deal,Strongly support,,Gingrich,Yes,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,Yes,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,All others,,Once a week,,Getting worse,,Weekly,Protestant/Attend weekly,State questionnaire,Rural,Small Cities/Rural,5.0,Midwest,Version 2,Low Density Rural,Rural,Rural,Downscale,62695.0
290851.0, Illinois,60.0,Call 3,Complete,Election day exit poll,1.0419420003891,Newt Gingrich,Male,White,40-44,40-44,Moderate,Republican,"$200,000 or more",College graduate,,,No,I like my candidate but with reservations,About right,Too conservative,Too conservative,,,,None,Not at all,Somewhat support,,Gingrich,Yes,,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Not born again,,,None,Not much or not at all,Support,Tea Party supporter and not born-again,,,No,All others,No,All others,All others,,Never,,Starting to recover,,Never,All others,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 2,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,60423.0
290850.0, Illinois,53.0,Call 3,Complete,Election day exit poll,1.2995673418045,Newt Gingrich,Female,White,18-24,17-24,Moderate,Independent,"$50,000-$99,999",High school or less,,,No,I like my candidate but with reservations,About right,About right,Too conservative,,,,Other christian,A great deal,Neutral,,Romney,No,,18-29,18-29,18-44,18-29,18-24,18-44,18-64,17-29,17-29,17-44,17-29,17-24,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,Not born again,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Neutral,Neither,,,No,All others,No,White Protestant non-evangelical,All others,,Once a week,,Staying the same,,Weekly,All others,State questionnaire,Suburbs,Suburbs,4.0,Midwest,Version 2,Extremely Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,61734.0
290806.0, Illinois,53.0,Call 3,Complete,Election day exit poll,0.949345290660858,Newt Gingrich,Male,White,65 or over,65 or over,Moderate,Independent,"$30,000-$49,999",High school or less,Romney,Not a factor at all,No,,,,,Omit,No,Can defeat Barack Obama,,,Somewhat support,Just today,,,Non married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,,Not a factor,Not important,,,Support,Tea Party supporter and not born-again,Last few days,Since January 1st,Yes,All others,,,,Can defeat Barack Obama,,"The race ends as soon as possible, even if your candidate loses the nomination",,Rick Santorum,,,State questionnaire,Suburbs,Suburbs,4.0,Midwest,Version 1,Extremely Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,61734.0
290718.0, Illinois,102.0,Call 3,Complete,Election day exit poll,0.914874732494354,Newt Gingrich,Male,White,40-44,40-44,Somewhat conservative,Republican,"$50,000-$99,999",College graduate,Gingrich,A minor factor,No,,,,,The economy,Yes,Is a true conservative,,,Somewhat support,Earlier this year,,,Married men,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,A factor,Not important,,,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,,,,Is a true conservative,,"Your candidate wins the nomination, even if the race continues for month",,Rick Santorum,,,State questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 1,Suburb,60s Suburbs,Urban Perimeter,Very upscale,60525.0
290714.0, Illinois,102.0,Call 3,Complete,Election day exit poll,1.03058135509491,Newt Gingrich,Female,White,45-49,45-49,Moderate,Independent,"$100,000-$199,999",College graduate,,,No,I strongly favor my candidate,About right,About right,About right,,,,Protestant,Somewhat,Neutral,,Gingrich,Yes,,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Not born again,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Neutral,Neither,,,No,All others,No,White Protestant non-evangelical,Working women,,Once a week,,Getting worse,,Weekly,Protestant/Attend weekly,State questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 2,Suburb,60s Suburbs,Urban Perimeter,Very upscale,60525.0
290711.0, Illinois,19.0,Call 3,Complete,Election day exit poll,0.854994535446167,Newt Gingrich,Female,White,65 or over,65 or over,Somewhat conservative,Independent,"$100,000-$199,999",High school or less,Gingrich,A minor factor,Yes,,,,,The economy,Yes,Can defeat Barack Obama,,,Strongly support,Earlier this year,,,Married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,No college degree,High school graduate or less,,A factor,Not important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,,,,Can defeat Barack Obama,,"Your candidate wins the nomination, even if the race continues for month",,Mitt Romney,,,State questionnaire,Rural,Small Cities/Rural,4.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale,61028.0
290706.0, Illinois,102.0,Call 3,Complete,Election day exit poll,0.892031311988831,Newt Gingrich,Male,White,65 or over,65 or over,Very conservative,Republican,"$100,000-$199,999",College graduate,Gingrich,The most important factor,No,,,,,Federal budget deficit,Yes,Can defeat Barack Obama,,,Strongly support,Before that,,,Married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,A factor,Important,,,Support,Tea Party supporter and not born-again,Earlier than that,Before January 1st,No,All others,,,,Can defeat Barack Obama,,"Your candidate wins the nomination, even if the race continues for month",,Rick Santorum,,,State questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 1,Suburb,60s Suburbs,Urban Perimeter,Very upscale,60525.0
290699.0, Illinois,103.0,Call 3,Complete,Election day exit poll,0.320642411708832,Newt Gingrich,Male,White,60-64,60-64,Very conservative,Republican,"$200,000 or more",Postgraduate study,Romney,Not a factor at all,No,,,,,Illegal immigration,Yes,Can defeat Barack Obama,,,Strongly support,In the last few days,,,Married men,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,Not a factor,Not important,,,Support,Tea Party supporter and not born-again,Last few days,Since January 1st,No,All others,,,,Can defeat Barack Obama,,"Your candidate wins the nomination, even if the race continues for month",,Mitt Romney,,,State questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,60093.0
290696.0, Illinois,107.0,Call 3,Complete,Election day exit poll,1.03410661220551,Newt Gingrich,Female,White,18-24,17-24,Very conservative,Republican,"$50,000-$99,999",College graduate,,,Yes,I strongly favor my candidate,About right,Not conservative enough,Not conservative enough,,,,Protestant,A great deal,Neutral,,Gingrich,Yes,,18-29,18-29,18-44,18-29,18-24,18-44,18-64,17-29,17-29,17-44,17-29,17-24,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Neutral,Born-again but not Tea Party supporter,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Working women,,Once a week,,Getting worse,,Weekly,Protestant/Attend weekly,State questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 2,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,60067.0
