ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,TNRPRS12,SEX,QRACE3,AGE8,XAGE8,PHIL5,PARTYID,INCOME12RNH,EDUC12R,ABORTION,BEATOBAMAFL,BIZVPOL,BREAK12PRI,BRNAGAIN,DESCRIBS12R,GINGCONSRV,PAULCONSRV,ROMNCONSRV,SANTCONSRV,ISSREP12SC,MARRIED,QLTREP12,RELIGN10,SHAREREL,TEAPARTY,TIMEST12,UNDERREP12,VOTENOV12,SEXWED,AGE,AGE3,AGE45,AGE60,AGE65,OVER45,OVER65,XAGE,XAGE3,XAGE45,XAGE60,XAGE65,PARTY,PHIL2R,PHIL3R,PHIL4R,INCOME3,INC50K,INC100K,EDUCCOLL,EDUCHS,ABORT2,BRNSHARE,BREAKFACT,BREAKIMP,REL5,SHAREREL2,TEAPARTY3,TEABRN,TIMEPRIFEWDAYS,TIMEPRIYEAR,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,XQLTREP12,GOVTANGR,GOVTANG2,QTYPE,SIZEPLAC,SIZEPLC3,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
229974.0,Tennessee,50012.0,Telephone Survey,Complete,Telephone survey,0.327127307653427,Ron Paul,Male,White,65 or over,65 or over,Moderate,Republican,"Under $30,000",High school or less,Legal in most cases,,,,Yes,,,,,,The economy,No,Has the right experience,,,Omit,Omit,,Only vote for the Republican nominee if your candidate wins,Non married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,Legal,,,,,,Omit,,Omit,Omit,Yes,White Born-again/Evangelical Christians,,,Has the right experience,Angry,"Dissatisifed, but not angry or angry",State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale,37829.0
237473.0,Tennessee,56.0,Call 2,Complete,Election day exit poll,0.32788023352623,Uncommitted,Female,,50-59,50-59,Somewhat conservative,Democrat,"Under $30,000",Some college/assoc. degree,Legal in most cases,,,One of several important factors,Yes,,,,,,The economy,No,Has the right experience,,,Somewhat oppose,In the last few days,,Probably vote for the Republican nominee,Non married women,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Democrat,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Legal,,A factor,Important,,,Oppose,Born-again but not Tea Party supporter,Last few days,Since January 1st,,,,,Has the right experience,"Dissatisifed, but not angry","Dissatisifed, but not angry or angry",State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,South,Version 1,Suburb,Urban,Urban Core,Upscale,37918.0
230224.0,Tennessee,50000.0,Telephone Survey,Complete,Telephone survey,0.330102354288101,Newt Gingrich,Female,White,65 or over,65 or over,Very conservative,Republican,"Under $30,000",High school or less,,Romney,Working in business,,Yes,I like my candidate but with reservations,About right,Too conservative,Not conservative enough,About right,,,,Protestant,Somewhat,Somewhat support,,Gingrich,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,Yes,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,1.0,South,Version 2,Low Density Rural,Rural,Rural,Downscale,37743.0
236610.0,Tennessee,67.0,Call 2,Complete,Election day exit poll,0.337353736162186,Uncommitted,Male,White,40-44,40-44,Somewhat liberal,Republican,"$100,000-$199,999",Postgraduate study,,Gingrich,Working in business,,Yes,I like my candidate but with reservations,About right,About right,Not conservative enough,About right,,,,Protestant,A great deal,Somewhat support,,Gingrich,,,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Republican,Moderate/Liberal,Moderate/Liberal,Liberal,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,,,,State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 2,Extremely Low Density Rural,Rural,Rural,Very downscale,37385.0
233636.0,Tennessee,4.0,Call 1,Complete,Election day exit poll,0.341734945774078,Uncommitted,Male,White,40-44,40-44,Moderate,Independent,"$50,000-$99,999",Postgraduate study,,Paul,Working in business,,Yes,I dislike the other candidates,Too conservative,About right,Too conservative,Too conservative,,,,Protestant,Not much,Somewhat oppose,,Paul,,,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,Not much or not at all,Oppose,Born-again but not Tea Party supporter,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,,,,State questionnaire,Suburbs,Suburbs,1.0,South,Version 2,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,37803.0
233650.0,Tennessee,4.0,Call 1,Complete,Election day exit poll,0.343045353889465,Uncommitted,Female,White,25-29,25-29,Somewhat conservative,Republican,"$30,000-$49,999",Some college/assoc. degree,,Gingrich,Working in business,,No,I dislike the other candidates,Omit,Omit,Omit,Omit,,,,Catholic,Not much,Neutral,,Omit,,,18-29,18-29,18-44,18-29,25-29,18-44,18-64,17-29,17-29,17-44,17-29,25-29,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,Not born again,,,Catholic,Not much or not at all,Neutral,Neither,,,Yes,All others,No,All others,,,,State questionnaire,Suburbs,Suburbs,1.0,South,Version 2,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,37803.0
237210.0,Tennessee,4.0,Call 2,Complete,Election day exit poll,0.349160671234131,Uncommitted,Female,White,65 or over,65 or over,Moderate,Republican,,High school or less,Legal in all cases,,,One of several important factors,Yes,,,,,,The economy,Yes,Can defeat Barack Obama,,,Strongly support,Just today,,Definitely vote for the Republican nominee,Married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,,,,No college degree,High school graduate or less,Legal,,A factor,Important,,,Support,Both Tea Party supporter and born-again,Last few days,Since January 1st,,White Born-again/Evangelical Christians,,,Can defeat Barack Obama,Angry,"Dissatisifed, but not angry or angry",State questionnaire,Suburbs,Suburbs,1.0,South,Version 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,37803.0
229994.0,Tennessee,50008.0,Telephone Survey,Complete,Telephone survey,0.350206613540649,Ron Paul,Male,White,60-64,60-64,Somewhat conservative,Republican,"$50,000-$99,999",College graduate,Legal in most cases,,,,Yes,,,,,,The economy,No,Has strong moral character,,,Neutral,In the last few weeks,,Probably vote for the Republican nominee,Non married men,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Legal,,,,,,Neutral,Born-again but not Tea Party supporter,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,,,Has strong moral character,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 1,Suburb,Rural,Rural,Downscale,37323.0
229838.0,Tennessee,50027.0,Telephone Survey,Complete,Telephone survey,0.350265562534332,Mitt Romney,Female,White,65 or over,65 or over,Very conservative,Republican,"Under $30,000",High school or less,Illegal in all cases,,,,Yes,,,,,,The economy,Yes,Can defeat Barack Obama,,,Somewhat support,Before that,,Definitely vote for the Republican nominee,Married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,Illegal,,,,,,Support,Both Tea Party supporter and born-again,Earlier than that,Before January 1st,Yes,White Born-again/Evangelical Christians,,,Can defeat Barack Obama,Angry,"Dissatisifed, but not angry or angry",State questionnaire,Rural,Small Cities/Rural,4.0,South,Version 1,Low Density Rural,Rural,Rural,Very downscale,38008.0
230272.0,Tennessee,50031.0,Telephone Survey,Complete,Telephone survey,0.365169942378998,Newt Gingrich,Female,White,65 or over,65 or over,Somewhat conservative,Something else,"$30,000-$49,999",High school or less,,Romney,Working in government,,,Omit,About right,Too conservative,About right,Too conservative,,,,Protestant,Not at all,Neutral,,Romney,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,,,,,Protestant/Other Non-Catholic Christian,Not much or not at all,Neutral,,,,Yes,,,,,,,State questionnaire,Rural,Small Cities/Rural,4.0,South,Version 2,Low Density Rural,Rural,Rural,Very downscale,38063.0
230225.0,Tennessee,50030.0,Telephone Survey,Complete,Telephone survey,0.366324424743652,Uncommitted,Male,White,18-24,17-24,Moderate,Republican,"Under $30,000",Some college/assoc. degree,,Romney,Working in business,,Yes,I like my candidate but with reservations,About right,Too conservative,About right,About right,,,,Other christian,Somewhat,Somewhat support,,Romney,,,18-29,18-29,18-44,18-29,18-24,18-44,18-64,17-29,17-29,17-44,17-29,17-24,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,Yes,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,South,Version 2,Suburb,Urban,Urban Core,Downscale,38301.0
229712.0,Tennessee,50004.0,Telephone Survey,Complete,Telephone survey,0.369412302970886,Ron Paul,Female,,65 or over,65 or over,Moderate,Republican,"$100,000-$199,999",Postgraduate study,Legal in most cases,,,,Yes,,,,,,The economy,Yes,Omit,,,Neutral,Earlier this year,,Probably vote for the Republican nominee,Married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Legal,,,,,,Neutral,Born-again but not Tea Party supporter,Earlier than that,Since January 1st,No,,,,Omit,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,South,Version 1,Suburb,Urban,Urban Core,Upscale,37920.0
229739.0,Tennessee,50027.0,Telephone Survey,Complete,Telephone survey,0.371875137090683,Mitt Romney,Female,White,65 or over,65 or over,Somewhat conservative,Something else,"$50,000-$99,999",Postgraduate study,Legal in all cases,,,,No,,,,,,Illegal immigration,No,Can defeat Barack Obama,,,Somewhat oppose,Before that,,Definitely vote for the Republican nominee,Non married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Legal,,,,,,Oppose,Neither,Earlier than that,Before January 1st,No,All others,,,Can defeat Barack Obama,Angry,"Dissatisifed, but not angry or angry",State questionnaire,"Cities over 500,000","Cities over 50,000",4.0,South,Version 1,Suburb,Urban,Urban Core,Very upscale,38134.0
229828.0,Tennessee,50027.0,Telephone Survey,Complete,Telephone survey,0.371875137090683,Mitt Romney,Female,White,65 or over,65 or over,,Republican,,High school or less,Omit,,,,Yes,,,,,,Illegal immigration,No,Has the right experience,,,Strongly support,In the last few days,,Only vote for the Republican nominee if your candidate wins,Non married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,,,,,,,No college degree,High school graduate or less,Omit,,,,,,Support,Both Tea Party supporter and born-again,Last few days,Since January 1st,,White Born-again/Evangelical Christians,,,Has the right experience,Angry,"Dissatisifed, but not angry or angry",State questionnaire,Rural,Small Cities/Rural,4.0,South,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale,38052.0
229878.0,Tennessee,50031.0,Telephone Survey,Complete,Telephone survey,0.371875137090683,Mitt Romney,Female,White,65 or over,65 or over,Somewhat conservative,Republican,"$100,000-$199,999",College graduate,Illegal in most cases,,,,No,,,,,,The economy,Yes,Can defeat Barack Obama,,,Somewhat support,Earlier this year,,Definitely vote for the Republican nominee,Married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Illegal,,,,,,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,,,Can defeat Barack Obama,Angry,"Dissatisifed, but not angry or angry",State questionnaire,Suburbs,Suburbs,4.0,South,Version 1,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,38019.0
230101.0,Tennessee,50031.0,Telephone Survey,Complete,Telephone survey,0.371875137090683,Mitt Romney,Female,White,65 or over,65 or over,Somewhat conservative,Independent,"$30,000-$49,999",Postgraduate study,,Romney,Working in business,,No,I strongly favor my candidate,About right,Too conservative,About right,Not conservative enough,,,,Protestant,Somewhat,Strongly support,,Romney,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,,Not born again,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Tea Party supporter and not born-again,,,No,All others,No,White Protestant non-evangelical,,,,State questionnaire,Rural,Small Cities/Rural,4.0,South,Version 2,Low Density Rural,Rural,Rural,Very downscale,38063.0
229864.0,Tennessee,50008.0,Telephone Survey,Complete,Telephone survey,0.381461501121521,Ron Paul,Male,White,65 or over,65 or over,Very conservative,Republican,"$100,000-$199,999",Some college/assoc. degree,Legal in most cases,,,,Yes,,,,,,The economy,Yes,Is a true conservative,,,Neutral,Before that,,Definitely vote for the Republican nominee,Married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,Legal,,,,,,Neutral,Born-again but not Tea Party supporter,Earlier than that,Before January 1st,No,White Born-again/Evangelical Christians,,,Is a true conservative,Angry,"Dissatisifed, but not angry or angry",State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale,37321.0
230040.0,Tennessee,50012.0,Telephone Survey,Complete,Telephone survey,0.381461501121521,Ron Paul,Male,White,65 or over,65 or over,Very conservative,Something else,"Under $30,000",High school or less,,Paul,Working in business,,Yes,I dislike the other candidates,Not conservative enough,About right,Not conservative enough,Not conservative enough,,,,Protestant,Not much,Somewhat support,,Paul,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,Not much or not at all,Support,Both Tea Party supporter and born-again,,,Yes,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,,,,State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 2,Low Density Rural,Rural,Rural,Upscale,38558.0
229754.0,Tennessee,50022.0,Telephone Survey,Complete,Telephone survey,0.398560076951981,Ron Paul,Female,White,65 or over,65 or over,Very conservative,Independent,"$50,000-$99,999",Some college/assoc. degree,Illegal in most cases,,,,Yes,,,,,,The economy,Yes,Can defeat Barack Obama,,,Strongly support,Omit,,Definitely vote for the Republican nominee,Married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Illegal,,,,,,Support,Both Tea Party supporter and born-again,Omit,Omit,No,White Born-again/Evangelical Christians,,,Can defeat Barack Obama,Angry,"Dissatisifed, but not angry or angry",State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,3.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale,37160.0
