ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,OHRPRS12,SEX,QRACE3,XAGE8,PHIL5,PARTYID,INCOME12RNH,EDUC12R,ABORTION,BEATOBAMAFL,BIZVPOL,BREAK12PRI,BRNAGAIN,DESCRIBS12R,GINGCONSRV,PAULCONSRV,ROMNCONSRV,SANTCONSRV,ISSREP12SC,MARRIED,QLTREP12,RELIGN10,SATGING,SATPAUL,SATROMN,SATSANT,SHAREREL,TEAPARTY,TIMEST12,UNDERREP12,VOTENOV12,WORK,SEXWED,XAGE,XAGE3,XAGE45,XAGE60,XAGE65,PARTY,PHIL2R,PHIL3R,PHIL4R,INCOME3,INC50K,INC100K,EDUCCOLL,EDUCHS,ABORT2,BRNSHARE,BREAKFACT,BREAKIMP,REL5,SHAREREL2,TEAPARTY3,TEABRN,TIMEPRIFEWDAYS,TIMEPRIYEAR,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,WRKWOMEN,XQLTREP12,CAMPREP12,ECONWORR,GOVTANGR,PHILFIS5,PHILSOC5,ECOWORR2,GOVTANG2,PHILFIS2,PHILFIS3,PHILSOC2,PHILSOC3,QTYPE,SIZEPLAC,SIZEPLC3,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
229304.0,Ohio,50050.0,Telephone Survey,Complete,Telephone survey,0.809145092964172,Newt Gingrich,Female,White,60-64,Somewhat liberal,Republican,"Under $30,000",College graduate,Legal in most cases,,,,No,,,,,,Federal budget deficit,No,Can defeat Barack Obama,,,,,,,Somewhat support,Before that,,Probably vote for the Republican nominee,,Non married women,45-65,60+,45+,60+,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Liberal,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Legal,,,,,,Support,Tea Party supporter and not born-again,Earlier than that,Before January 1st,No,All others,,,,Can defeat Barack Obama,,,Enthusiastic,,,,"Enthusiastic or satisfied, but not enthusiastic",,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,Midwest,Version 1,Extremely High Density Urban,Urban,Urban Core,Very downscale,44102.0
229297.0,Ohio,50039.0,Telephone Survey,Complete,Telephone survey,1.2184009552002,Newt Gingrich,Male,White,65 or over,Somewhat conservative,Republican,,,Illegal in all cases,,,,Yes,,,,,,Illegal immigration,Yes,Omit,,,,,,,Somewhat support,In the last few weeks,,Definitely vote for the Republican nominee,,Married men,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,,,,,,Illegal,,,,,,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,,White Born-again/Evangelical Christians,,,,Omit,,,Angry,,,,"Dissatisifed, but not angry or angry",,,,,State questionnaire,Suburbs,Suburbs,5.0,Midwest,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,45069.0
229294.0,Ohio,50037.0,Telephone Survey,Complete,Telephone survey,1.25088596343994,Newt Gingrich,Female,White,65 or over,Somewhat conservative,Republican,,High school or less,Illegal in most cases,,,,No,,,,,,The economy,Yes,Can defeat Barack Obama,,,,,,,Somewhat support,Omit,,Definitely vote for the Republican nominee,,Married women,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,,,,No college degree,High school graduate or less,Illegal,,,,,,Support,Tea Party supporter and not born-again,Omit,Omit,,All others,,,,Can defeat Barack Obama,,,"Dissatisifed, but not angry",,,,"Dissatisifed, but not angry or angry",,,,,State questionnaire,Rural,Small Cities/Rural,3.0,Midwest,Version 1,Low Density Rural,Rural,Rural,Downscale,45380.0
229443.0,Ohio,50081.0,Telephone Survey,Complete,Telephone survey,1.92087399959564,Newt Gingrich,Male,White,65 or over,Somewhat conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,,Romney,Working in government,,No,I strongly favor my candidate,About right,Not conservative enough,Not conservative enough,Too conservative,,,,Catholic,,,,,Somewhat,Somewhat support,,Santorum,,,,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,Not born again,,,Catholic,A great deal or somewhat,Support,Tea Party supporter and not born-again,,,No,All others,No,All others,,,,,,,,,,,,,,State questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 2,Suburb,70s Suburbs,Urban Perimeter,Very upscale,44406.0
229433.0,Ohio,50039.0,Telephone Survey,Complete,Telephone survey,8.22981739044189,Newt Gingrich,Female,White,40-44,Very conservative,Republican,"Under $30,000",High school or less,,Romney,Working in business,,Yes,I dislike the other candidates,About right,Too conservative,About right,Not conservative enough,,,,Other,,,,,Not much,Somewhat support,,Romney,,,,30-44,30-59,17-44,30-44,40-49,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,,Born again/Think religious values of candidate did not matter a great deal,,,Something else,Not much or not at all,Support,Both Tea Party supporter and born-again,,,Yes,White Born-again/Evangelical Christians,No,All others,,,,,,,,,,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,Midwest,Version 2,Suburb,Urban,Urban Core,Very downscale,45404.0
229668.0,Ohio,50039.0,Telephone Survey,Complete,Telephone survey,1.94718170166016,Newt Gingrich,Male,White,65 or over,,Independent,"Under $30,000",Some college/assoc. degree,,,,,Yes,,,,,,The economy,,Can defeat Barack Obama,,Satisfied,Dissatisfied,Satisfied,Satisfied,,Strongly support,,,,No,,65+,60+,45+,60+,65+,Independent/Something else,,,,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,,,,,,Support,Both Tea Party supporter and born-again,,,Yes,White Born-again/Evangelical Christians,,,All others,Can defeat Barack Obama,More negative this year,Very worried,,Very conservative,Very conservative,Worried,,Conservative,Very conservative,Conservative,Very conservative,State questionnaire,Suburbs,Suburbs,5.0,Midwest,Version 3,Suburb,70s Suburbs,Urban Perimeter,Very upscale,45424.0
229650.0,Ohio,50009.0,Telephone Survey,Complete,Telephone survey,2.04571890830994,Newt Gingrich,Male,White,45-49,,Republican,"$50,000-$99,999",College graduate,,,,,Yes,,,,,,The economy,,Can defeat Barack Obama,,Satisfied,Dissatisfied,Satisfied,Dissatisfied,,Strongly support,,,,No,,45-65,30-59,45+,45-59,40-49,Republican,,,,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,,,,,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,,,All others,Can defeat Barack Obama,More negative this year,Somewhat worried,,Very conservative,Moderate,Worried,,Conservative,Very conservative,Moderate/Liberal,Moderate/Liberal,State questionnaire,Suburbs,Suburbs,5.0,Midwest,Version 3,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,45102.0
229647.0,Ohio,50073.0,Telephone Survey,Complete,Telephone survey,2.01320433616638,Newt Gingrich,Male,White,65 or over,,Republican,"Under $30,000",High school or less,,,,,Yes,,,,,,Federal budget deficit,,Has strong moral character,,Satisfied,Dissatisfied,Satisfied,Dissatisfied,,Strongly support,,,,No,,65+,60+,45+,60+,65+,Republican,,,,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,,,,,,,Support,Both Tea Party supporter and born-again,,,Yes,White Born-again/Evangelical Christians,,,All others,Has strong moral character,About the same,Omit,,Very conservative,Very conservative,Omit,,Conservative,Very conservative,Conservative,Very conservative,State questionnaire,Suburbs,Suburbs,4.0,Midwest,Version 3,Suburb,60s Suburbs,Urban Perimeter,Very upscale,43221.0
229645.0,Ohio,50050.0,Telephone Survey,Complete,Telephone survey,0.643913626670837,Newt Gingrich,Male,White,65 or over,,Republican,"$30,000-$49,999",Some college/assoc. degree,,,,,No,,,,,,Federal budget deficit,,Can defeat Barack Obama,,Satisfied,Dissatisfied,Dissatisfied,Dissatisfied,,Strongly support,,,,No,,65+,60+,45+,60+,65+,Republican,,,,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,,,,,,Support,Tea Party supporter and not born-again,,,Yes,All others,,,All others,Can defeat Barack Obama,About the same,Very worried,,Very conservative,Somewhat conservative,Worried,,Conservative,Very conservative,Conservative,Somewhat conservative,State questionnaire,Suburbs,Suburbs,1.0,Midwest,Version 3,Suburb,60s Suburbs,Urban Perimeter,Very upscale,44124.0
229612.0,Ohio,50086.0,Telephone Survey,Complete,Telephone survey,5.3482928276062,Newt Gingrich,Female,White,60-64,,Republican,"Under $30,000",High school or less,,,,,Yes,,,,,,Federal budget deficit,,Can defeat Barack Obama,,Satisfied,Satisfied,Satisfied,Satisfied,,Strongly support,,,,No,,45-65,60+,45+,60+,50-64,Republican,,,,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,,,,,,,Support,Both Tea Party supporter and born-again,,,Yes,White Born-again/Evangelical Christians,,,All others,Can defeat Barack Obama,Omit,Very worried,,Very conservative,Very conservative,Worried,,Conservative,Very conservative,Conservative,Very conservative,State questionnaire,Rural,Small Cities/Rural,2.0,Midwest,Version 3,Low Density Rural,Rural,Rural,Very downscale,43724.0
229579.0,Ohio,50014.0,Telephone Survey,Complete,Telephone survey,3.01150727272034,Newt Gingrich,Male,White,45-49,,Republican,"$50,000-$99,999",High school or less,,,,,No,,,,,,The economy,,Is a true conservative,,Satisfied,Satisfied,Satisfied,Satisfied,,Strongly support,,,,Yes,,45-65,30-59,45+,45-59,40-49,Republican,,,,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,,,,,,,Support,Tea Party supporter and not born-again,,,No,All others,,,All others,Is a true conservative,About the same,Very worried,,Very conservative,Very conservative,Worried,,Conservative,Very conservative,Conservative,Very conservative,State questionnaire,Suburbs,Suburbs,5.0,Midwest,Version 3,Suburb,60s Suburbs,Urban Perimeter,Upscale,45414.0
229556.0,Ohio,50089.0,Telephone Survey,Complete,Telephone survey,1.65453374385834,Newt Gingrich,Male,White,40-44,,Republican,"$30,000-$49,999",High school or less,,,,,Yes,,,,,,Abortion,,Is a true conservative,,Satisfied,Dissatisfied,Dissatisfied,Dissatisfied,,Strongly support,,,,Yes,,30-44,30-59,17-44,30-44,40-49,Republican,,,,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,,,,,,,Support,Both Tea Party supporter and born-again,,,Yes,White Born-again/Evangelical Christians,,,All others,Is a true conservative,More positive this year,Not too worried,,Somewhat liberal,Somewhat liberal,Not worried,,Moderate/Liberal,Moderate/Liberal,Moderate/Liberal,Moderate/Liberal,State questionnaire,Rural,Small Cities/Rural,5.0,Midwest,Version 3,Low Density Rural,Rural,Rural,Very downscale,45692.0
229550.0,Ohio,50009.0,Telephone Survey,Complete,Telephone survey,2.04571890830994,Newt Gingrich,Male,White,45-49,,Independent,,College graduate,,,,,No,,,,,,The economy,,Can defeat Barack Obama,,Satisfied,Dissatisfied,Dissatisfied,Dissatisfied,,Strongly support,,,,Yes,,45-65,30-59,45+,45-59,40-49,Independent/Something else,,,,,,,College graduate,More than High school graduate,,,,,,,Support,Tea Party supporter and not born-again,,,No,All others,,,All others,Can defeat Barack Obama,More negative this year,Very worried,,Somewhat conservative,Somewhat conservative,Worried,,Conservative,Somewhat conservative,Conservative,Somewhat conservative,State questionnaire,Suburbs,Suburbs,5.0,Midwest,Version 3,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Very downscale,45101.0
229548.0,Ohio,50017.0,Telephone Survey,Complete,Telephone survey,2.26588797569275,Newt Gingrich,Male,White,50-59,,Republican,"$30,000-$49,999",Postgraduate study,,,,,Yes,,,,,,Federal budget deficit,,Can defeat Barack Obama,,Satisfied,Satisfied,Satisfied,Satisfied,,Strongly support,,,,Yes,,45-65,30-59,45+,45-59,50-64,Republican,,,,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,,,,,,,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,,,All others,Can defeat Barack Obama,About the same,Very worried,,Somewhat conservative,Very conservative,Worried,,Conservative,Somewhat conservative,Conservative,Very conservative,State questionnaire,Rural,Small Cities/Rural,3.0,Midwest,Version 3,Low Density Rural,Rural,Rural,Upscale,43357.0
229525.0,Ohio,50022.0,Telephone Survey,Complete,Telephone survey,1.53580415248871,Newt Gingrich,Female,White,65 or over,Somewhat conservative,Republican,,High school or less,,Gingrich,Working in business,,No,I like my candidate but with reservations,About right,Too conservative,Not conservative enough,Too conservative,,,,Protestant,,,,,Not much,Strongly support,,Gingrich,,,,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,,,,No college degree,High school graduate or less,,Not born again,,,Protestant/Other Non-Catholic Christian,Not much or not at all,Support,Tea Party supporter and not born-again,,,,All others,No,White Protestant non-evangelical,,,,,,,,,,,,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,3.0,Midwest,Version 2,Low Density Rural,Rural,Rural,Downscale,44883.0
229505.0,Ohio,50022.0,Telephone Survey,Complete,Telephone survey,1.50303089618683,Newt Gingrich,Female,White,65 or over,Somewhat conservative,Independent,"Under $30,000",High school or less,,Gingrich,Working in business,,Yes,I like my candidate but with reservations,About right,About right,Too conservative,About right,,,,Other,,,,,Somewhat,Strongly support,,Gingrich,,,,65+,60+,45+,60+,65+,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,,Born again/Think religious values of candidate did not matter a great deal,,,Something else,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,Yes,White Born-again/Evangelical Christians,No,All others,,,,,,,,,,,,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,3.0,Midwest,Version 2,Low Density Rural,Rural,Rural,Upscale,43512.0
229458.0,Ohio,50009.0,Telephone Survey,Complete,Telephone survey,3.09070038795471,Newt Gingrich,Female,Other,50-59,Somewhat conservative,Something else,"$50,000-$99,999",Some college/assoc. degree,,Omit,Omit,,Yes,I strongly favor my candidate,Omit,Not conservative enough,Omit,Omit,,,,Catholic,,,,,A great deal,Strongly support,,Omit,,,,45-65,30-59,45+,45-59,50-64,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,Born again/Think religious values of candidate matter a great deal,,,Catholic,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,All others,No,,,,,,,,,,,,,,,State questionnaire,Rural,Small Cities/Rural,5.0,Midwest,Version 2,Low Density Rural,Rural,Rural,Very downscale,45663.0
229449.0,Ohio,50014.0,Telephone Survey,Complete,Telephone survey,1.11909139156342,Newt Gingrich,Male,White,65 or over,Very conservative,Republican,"$30,000-$49,999",Some college/assoc. degree,,Gingrich,Working in government,,Yes,I dislike the other candidates,About right,Not conservative enough,Not conservative enough,Omit,,,,Catholic,,,,,A great deal,Strongly support,,Gingrich,,,,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,Born again/Think religious values of candidate matter a great deal,,,Catholic,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,Yes,White Born-again/Evangelical Christians,No,All others,,,,,,,,,,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,Midwest,Version 2,High Density Urban,Urban,Urban Core,Downscale,45420.0
229414.0,Ohio,50017.0,Telephone Survey,Complete,Telephone survey,0.81500256061554,Newt Gingrich,Female,White,65 or over,Very conservative,Republican,"$30,000-$49,999",High school or less,,Romney,Working in government,,No,I strongly favor my candidate,About right,Omit,Not conservative enough,Too conservative,,,,Catholic,,,,,Somewhat,Strongly support,,Gingrich,,,,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,,Not born again,,,Catholic,A great deal or somewhat,Support,Tea Party supporter and not born-again,,,Yes,All others,No,All others,,,,,,,,,,,,,,State questionnaire,Rural,Small Cities/Rural,3.0,Midwest,Version 2,Low Density Rural,Rural,Rural,Downscale,43078.0
229407.0,Ohio,50029.0,Telephone Survey,Complete,Telephone survey,1.26866734027863,Newt Gingrich,Male,White,65 or over,Very conservative,Republican,,Some college/assoc. degree,,Omit,Working in government,,Yes,I strongly favor my candidate,About right,Omit,Not conservative enough,Omit,,,,,,,,,Not at all,Strongly support,,Omit,,,,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,,,,No college degree,More than High school graduate,,Born again/Think religious values of candidate did not matter a great deal,,,,Not much or not at all,Support,Both Tea Party supporter and born-again,,,,White Born-again/Evangelical Christians,,,,,,,,,,,,,,,,State questionnaire,Rural,Small Cities/Rural,5.0,Midwest,Version 2,Low Density Rural,Rural,Rural,Downscale,45694.0
229375.0,Ohio,50081.0,Telephone Survey,Complete,Telephone survey,2.94125032424927,Newt Gingrich,Male,,45-49,Moderate,Republican,,,Legal in all cases,,,,No,,,,,,Abortion,No,Is a true conservative,,,,,,,Strongly support,Before that,,Definitely vote for the Republican nominee,,Non married men,45-65,30-59,45+,45-59,40-49,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,,,,,,Legal,,,,,,Support,Tea Party supporter and not born-again,Earlier than that,Before January 1st,,All others,,,,Is a true conservative,,,Enthusiastic,,,,"Enthusiastic or satisfied, but not enthusiastic",,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,Midwest,Version 1,Suburb,Urban,Urban Core,Downscale,44312.0
229372.0,Ohio,50089.0,Telephone Survey,Complete,Telephone survey,1.83995139598846,Newt Gingrich,Male,White,65 or over,Somewhat conservative,Something else,"Under $30,000",High school or less,Illegal in most cases,,,,Yes,,,,,,The economy,Yes,Can defeat Barack Obama,,,,,,,Strongly support,Omit,,Definitely vote for the Republican nominee,,Married men,65+,60+,45+,60+,65+,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,Illegal,,,,,,Support,Both Tea Party supporter and born-again,Omit,Omit,Yes,White Born-again/Evangelical Christians,,,,Can defeat Barack Obama,,,Omit,,,,Omit,,,,,State questionnaire,Rural,Small Cities/Rural,5.0,Midwest,Version 1,Low Density Rural,Rural,Rural,Very downscale,43138.0
229365.0,Ohio,50017.0,Telephone Survey,Complete,Telephone survey,1.84628617763519,Newt Gingrich,Male,White,40-44,Very conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,Illegal in most cases,,,,,,,,,,The economy,Yes,Has strong moral character,,,,,,,Strongly support,In the last few weeks,,Definitely vote for the Republican nominee,,Married men,30-44,30-59,17-44,30-44,40-49,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Illegal,,,,,,Support,,Earlier than that,Since January 1st,No,,,,,Has strong moral character,,,Angry,,,,"Dissatisifed, but not angry or angry",,,,,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,45833.0
