ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,AZRPRS12,SEX,QRACEAI,AGE8,XAGE8,PHIL5,PARTYID,INCOME12RNH,EDUC12R,LATINO,ABORTION,BEATOBAMAFL,BIZVPOL,BREAK12PRI,BRNAGAIN,DESCRIBS12R,ISSREP12SC,QLTREP12,RELIGN10,SHAREREL,TEAPARTY,TIMEAZ12,VOTENOV12,WORK,AGE,AGE3,AGE45,AGE60,AGE65,OVER45,OVER65,XAGE,XAGE3,XAGE45,XAGE60,XAGE65,PARTY,PHIL2R,PHIL3R,PHIL4R,INCOME3,INC50K,INC100K,EDUCCOLL,EDUCHS,ABORT2,BRNSHARE,BREAKFACT,BREAKIMP,REL5,SHAREREL2,TEAPARTY3,TEABRN,TIMEPRIFEWDAYS,TIMEPRIMTH,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,WRKWOMEN,XQLTREP12,CAMPREP12,FAVMCCA,GETAHEAD,IMMPRIME,RACE,SPANISHQ,QTYPE,SIZEPLAC,SIZEPLC3,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4
148142.0,Arizona,50019.0,Telephone Survey,Complete,Telephone survey,3.30813932418823,Newt Gingrich,Female,White,50-59,50-59,Moderate,Independent,"$50,000-$99,999",College graduate,No,,,,,Yes,,Illegal immigration,Can defeat Barack Obama,,,Somewhat oppose,Earlier this month,Probably vote for the Republican nominee,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,,,,,Oppose,Born-again but not Tea Party supporter,Earlier than that,In the last month,No,White Born-again/Evangelical Christians,,,,Can defeat Barack Obama,About the same,Omit,,,White,English,State questionnaire,Suburbs,Suburbs,2.0,West,Version 1,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
148019.0,Arizona,50006.0,Telephone Survey,Complete,Telephone survey,3.21343946456909,Newt Gingrich,Female,White,30-39,30-39,Somewhat liberal,Republican,"$200,000 or more",College graduate,No,,,,,Yes,,The economy,Omit,,,Somewhat oppose,Before that,Only vote for the Republican nominee if your candidate wins,,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Moderate/Liberal,Moderate/Liberal,Liberal,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,,,,,Oppose,Born-again but not Tea Party supporter,Earlier than that,Earlier than that,No,White Born-again/Evangelical Christians,,,,Omit,About the same,Unfavorable,,,White,English,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,West,Version 1,Suburb,Urban,Urban Core,Upscale
148348.0,Arizona,50003.0,Telephone Survey,Complete,Telephone survey,3.1103823184967,Newt Gingrich,Male,White,50-59,50-59,Somewhat conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,No,Legal in most cases,Gingrich,Working in government,,Yes,I dislike the other candidates,,,Protestant,A great deal,Strongly support,,,Yes,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Legal,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,All others,,,,Holding steady financially,Deported to the country they came from,White,English,State questionnaire,Suburbs,Suburbs,1.0,West,Version 2,Suburb,80s Suburbs,Urban Perimeter,Downscale
148004.0,Arizona,50022.0,Telephone Survey,Complete,Telephone survey,3.03610396385193,Newt Gingrich,Male,White,40-44,40-44,,Republican,"$30,000-$49,999",Some college/assoc. degree,No,,,,,Yes,,The economy,Can defeat Barack Obama,,,Neutral,Earlier this month,Definitely vote for the Republican nominee,,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Republican,,,,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,,,,,,Neutral,Born-again but not Tea Party supporter,Earlier than that,In the last month,Yes,White Born-again/Evangelical Christians,,,,Can defeat Barack Obama,Omit,Favorable,,,White,English,State questionnaire,Suburbs,Suburbs,2.0,West,Version 1,Suburb,80s Suburbs,Urban Perimeter,Upscale
148073.0,Arizona,50022.0,Telephone Survey,Complete,Telephone survey,2.84661674499512,Newt Gingrich,Female,White,60-64,60-64,Very liberal,Independent,,Some college/assoc. degree,No,,,,,No,,The economy,Omit,,,Strongly oppose,In January,Omit,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Liberal,,,,No college degree,More than High school graduate,,,,,,,Oppose,Neither,Earlier than that,Earlier than that,,All others,,,,Omit,More negative this year,Unfavorable,,,White,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,West,Version 1,High Density Urban,Urban,Urban Core,Downscale
148112.0,Arizona,50000.0,Telephone Survey,Complete,Telephone survey,2.83196806907654,Newt Gingrich,Female,White,50-59,50-59,Very conservative,Republican,"$100,000-$199,999",High school or less,No,,,,,Yes,,The economy,Is a true conservative,,,Neutral,Before that,Definitely vote for the Republican nominee,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,No college degree,High school graduate or less,,,,,,,Neutral,Born-again but not Tea Party supporter,Earlier than that,Earlier than that,No,White Born-again/Evangelical Christians,,,,Is a true conservative,More negative this year,Unfavorable,,,White,English,State questionnaire,Suburbs,Suburbs,1.0,West,Version 1,Suburb,80s Suburbs,Urban Perimeter,Downscale
148204.0,Arizona,50003.0,Telephone Survey,Complete,Telephone survey,2.83196806907654,Newt Gingrich,Female,White,50-59,50-59,Somewhat conservative,Something else,"$50,000-$99,999",Postgraduate study,No,Illegal in most cases,Omit,Working in government,,No,I like my candidate but with reservations,,,Catholic,Somewhat,Somewhat oppose,,,Yes,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Illegal,Not born again,,,Catholic,A great deal or somewhat,Oppose,Neither,,,No,All others,No,All others,Working women,,,,Holding steady financially,Offered a chance to apply for citizenship,White,English,State questionnaire,Suburbs,Suburbs,1.0,West,Version 2,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Upscale
148468.0,Arizona,50012.0,Telephone Survey,Complete,Telephone survey,2.83196806907654,Newt Gingrich,Female,White,50-59,50-59,Very conservative,Republican,,College graduate,No,Legal in all cases,Romney,Omit,,Yes,I like my candidate but with reservations,,,Other christian,Somewhat,Strongly support,,,No,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,,,,College graduate,More than High school graduate,Legal,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,All others,,,,Falling behind financially,Offered a chance to apply for citizenship,White,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,West,Version 2,Suburb,Urban,Urban Core,Very upscale
148467.0,Arizona,50006.0,Telephone Survey,Complete,Telephone survey,2.83196806907654,Newt Gingrich,Female,White,50-59,50-59,Very conservative,Republican,"$200,000 or more",High school or less,No,Legal in most cases,Gingrich,Working in business,,Yes,I strongly favor my candidate,,,Protestant,Somewhat,Strongly support,,,No,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,No college degree,High school graduate or less,Legal,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,All others,,,,Getting ahead financially,Omit,White,English,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,West,Version 2,High Density Urban,Urban,Urban Core,Very upscale
148045.0,Arizona,50003.0,Telephone Survey,Complete,Telephone survey,2.67645263671875,Newt Gingrich,Male,White,60-64,60-64,Somewhat conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,No,,,,,Yes,,Federal budget deficit,Is a true conservative,,,Strongly support,Earlier this month,Definitely vote for the Republican nominee,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,,,,,,Support,Both Tea Party supporter and born-again,Earlier than that,In the last month,No,White Born-again/Evangelical Christians,,,,Is a true conservative,About the same,Favorable,,,White,English,State questionnaire,Suburbs,Suburbs,1.0,West,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale
148501.0,Arizona,50003.0,Telephone Survey,Complete,Telephone survey,2.67645263671875,Newt Gingrich,Male,White,60-64,60-64,Very conservative,Independent,"$50,000-$99,999",Some college/assoc. degree,No,Omit,Gingrich,Working in government,,Yes,I strongly favor my candidate,,,Protestant,Not at all,Strongly support,,,Yes,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Independent/Something else,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Omit,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,Not much or not at all,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,All others,,,,Holding steady financially,Deported to the country they came from,White,English,State questionnaire,Suburbs,Suburbs,1.0,West,Version 2,High Density Urban,70s Suburbs,Urban Perimeter,Very downscale
148377.0,Arizona,50022.0,Telephone Survey,Complete,Telephone survey,2.65381407737732,Newt Gingrich,Male,White,65 or over,65 or over,Very conservative,Republican,,College graduate,No,Omit,Omit,Omit,,No,Omit,,,Protestant,Not at all,Strongly support,,,Yes,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,,,,College graduate,More than High school graduate,Omit,Not born again,,,Protestant/Other Non-Catholic Christian,Not much or not at all,Support,Tea Party supporter and not born-again,,,No,All others,No,White Protestant non-evangelical,All others,,,,Holding steady financially,Omit,White,English,State questionnaire,Suburbs,Suburbs,2.0,West,Version 2,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Upscale
147958.0,Arizona,50003.0,Telephone Survey,Complete,Telephone survey,2.64571309089661,Newt Gingrich,Male,White,65 or over,65 or over,Moderate,Independent,"Under $30,000",Some college/assoc. degree,No,,,,,No,,The economy,Omit,,,Somewhat support,Before that,Probably vote for the Republican nominee,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,,,,,,Support,Tea Party supporter and not born-again,Earlier than that,Earlier than that,Yes,All others,,,,Omit,More negative this year,Unfavorable,,,White,English,State questionnaire,Suburbs,Suburbs,1.0,West,Version 1,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Upscale
148144.0,Arizona,50012.0,Telephone Survey,Complete,Telephone survey,2.59908938407898,Newt Gingrich,Male,White,40-44,40-44,Moderate,Republican,"$200,000 or more",Some college/assoc. degree,No,,,,,No,,The economy,Can defeat Barack Obama,,,Neutral,Before that,Definitely vote for the Republican nominee,,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,,,,,,,Neutral,Neither,Earlier than that,Earlier than that,No,All others,,,,Can defeat Barack Obama,Omit,Favorable,,,White,English,State questionnaire,Suburbs,Suburbs,1.0,West,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
148056.0,Arizona,50006.0,Telephone Survey,Complete,Telephone survey,2.59908938407898,Newt Gingrich,Male,White,40-44,40-44,Moderate,Republican,"$30,000-$49,999",Postgraduate study,No,,,,,No,,Federal budget deficit,Has the right experience,,,Somewhat oppose,Before that,Probably vote for the Republican nominee,,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,,,,,,,Oppose,Neither,Earlier than that,Earlier than that,No,All others,,,,Has the right experience,About the same,Omit,,,White,English,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,West,Version 1,High Density Urban,Urban,Urban Core,Upscale
148298.0,Arizona,50015.0,Telephone Survey,Complete,Telephone survey,2.43687653541565,Newt Gingrich,Female,White,60-64,60-64,Somewhat conservative,Republican,"$50,000-$99,999",Postgraduate study,No,Illegal in most cases,Gingrich,Omit,,Yes,I like my candidate but with reservations,,,Protestant,A great deal,Somewhat oppose,,,Yes,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Illegal,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Oppose,Born-again but not Tea Party supporter,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Working women,,,,Falling behind financially,Allowed to stay as temporary workers,White,English,State questionnaire,Suburbs,Suburbs,1.0,West,Version 2,High Density Urban,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
148267.0,Arizona,50006.0,Telephone Survey,Complete,Telephone survey,2.43687653541565,Newt Gingrich,Female,White,60-64,60-64,Very conservative,Republican,,Some college/assoc. degree,No,Illegal in all cases,Gingrich,Working in government,,No,I like my candidate but with reservations,,,Catholic,Not at all,Strongly support,,,Yes,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Very conservative,Very conservative,,,,No college degree,More than High school graduate,Illegal,Not born again,,,Catholic,Not much or not at all,Support,Tea Party supporter and not born-again,,,,All others,No,All others,Working women,,,,Falling behind financially,Deported to the country they came from,White,English,State questionnaire,Suburbs,Suburbs,1.0,West,Version 2,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Upscale
148353.0,Arizona,50012.0,Telephone Survey,Complete,Telephone survey,2.43687653541565,Newt Gingrich,Female,White,60-64,60-64,Very conservative,Republican,"$200,000 or more",College graduate,No,Legal in most cases,Romney,Working in government,,No,I strongly favor my candidate,,,Jewish,Not at all,Strongly support,,,No,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Legal,Not born again,,,Jewish,Not much or not at all,Support,Tea Party supporter and not born-again,,,No,All others,No,All others,All others,,,,Holding steady financially,Deported to the country they came from,White,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,West,Version 2,Suburb,Urban,Urban Core,Very upscale
148164.0,Arizona,50022.0,Telephone Survey,Complete,Telephone survey,2.42413663864136,Newt Gingrich,Male,Black,50-59,50-59,Somewhat liberal,Democrat,"$100,000-$199,999",College graduate,No,,,,,No,,The economy,Has strong moral character,,,Strongly oppose,Earlier this month,Only vote for the Republican nominee if your candidate wins,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Democrat,Moderate/Liberal,Moderate/Liberal,Liberal,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,,,,,Oppose,Neither,Earlier than that,In the last month,No,All others,,,,Has strong moral character,About the same,Unfavorable,,,Black,English,State questionnaire,Suburbs,Suburbs,2.0,West,Version 1,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Upscale
