ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,OKRPRS12,SEX,QRACE3,AGE8,XAGE8,PHIL5,PARTYID,INCOME12RNH,EDUC12R,ABORTION,BREAK12PRI,BRNAGAIN,DESCRIBS12R,ISSREP12SC,MARRIED,QLTREP12,SHAREREL,TEAPARTY,TIMEST12,SEXWED,AGE,AGE3,AGE45,AGE60,AGE65,OVER45,OVER65,XAGE,XAGE3,XAGE45,XAGE60,XAGE65,PARTY,PHIL2R,PHIL3R,PHIL4R,INCOME3,INC50K,INC100K,EDUCCOLL,EDUCHS,ABORT2,BRNSHARE,BREAKFACT,BREAKIMP,SHAREREL2,TEAPARTY3,TEABRN,TIMEPRIFEWDAYS,TIMEPRIYEAR,WHNCLINC,WHTEVANG,XQLTREP12,QTYPE,SIZEPLAC,SIZEPLC3,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4
235478.0,Oklahoma,50.0,Call 2,Complete,Election day exit poll,0.757451295852661,Newt Gingrich,Male,White,60-64,60-64,Very conservative,Republican,"Under $30,000",Some college/assoc. degree,Omit,One of several important factors,Yes,I strongly favor my candidate,The economy,No,Is a true conservative,A great deal,Strongly support,In the last few days,Non married men,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Omit,Born again/Think religious values of candidate matter a great deal,A factor,Important,A great deal or somewhat,Support,Both Tea Party supporter and born-again,Last few days,Since January 1st,Yes,White Born-again/Evangelical Christians,Is a true conservative,State questionnaire,Suburbs,Suburbs,1.0,South,Version 1,Suburb,70s Suburbs,Urban Perimeter,Upscale
235470.0,Oklahoma,95.0,Call 2,Complete,Election day exit poll,1.1092334985733,Newt Gingrich,Female,White,65 or over,65 or over,Very conservative,Republican,"$200,000 or more",,Omit,A minor factor,No,I strongly favor my candidate,The economy,Yes,Can defeat Barack Obama,Not much,Strongly support,Before that,Married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,,,Omit,Not born again,A factor,Not important,Not much or not at all,Support,Tea Party supporter and not born-again,Earlier than that,Before January 1st,No,All others,Can defeat Barack Obama,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,South,Version 1,High Density Urban,Urban,Urban Core,Very upscale
231605.0,Oklahoma,43.0,Call 1,Not complete,Election day exit poll,0.463892877101898,Newt Gingrich,Male,White,18-24,17-24,,,,College graduate,,One of several important factors,,I like my candidate but with reservations,,Yes,,,,In the last few weeks,Married men,18-29,18-29,18-44,18-29,18-24,18-44,18-64,17-29,17-29,17-44,17-29,17-24,,,,,,,,College graduate,More than High school graduate,,,A factor,Important,,,,Earlier than that,Since January 1st,,,,State questionnaire,Suburbs,Suburbs,1.0,South,Version 1,Suburb,70s Suburbs,Urban Perimeter,Upscale
239326.0,Oklahoma,14.0,Call 3,Complete,Election day exit poll,0.843176901340485,Newt Gingrich,Male,White,30-39,30-39,Very conservative,Republican,"$100,000-$199,999",High school or less,Illegal in all cases,A minor factor,Yes,I like my candidate but with reservations,Federal budget deficit,Yes,Can defeat Barack Obama,A great deal,Omit,In the last few days,Married men,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,No college degree,High school graduate or less,Illegal,Born again/Think religious values of candidate matter a great deal,A factor,Not important,A great deal or somewhat,Omit,,Last few days,Since January 1st,No,White Born-again/Evangelical Christians,Can defeat Barack Obama,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,70s Suburbs,Urban Perimeter,Upscale
239325.0,Oklahoma,92.0,Call 3,Complete,Election day exit poll,1.00706720352173,Newt Gingrich,Female,White,60-64,60-64,Somewhat conservative,Republican,"$200,000 or more",College graduate,Legal in all cases,One of several important factors,No,I strongly favor my candidate,Federal budget deficit,Yes,Can defeat Barack Obama,Not much,Strongly support,Just today,Married women,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Legal,Not born again,A factor,Important,Not much or not at all,Support,Tea Party supporter and not born-again,Last few days,Since January 1st,No,All others,Can defeat Barack Obama,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,South,Version 1,Suburb,Urban,Urban Core,Very upscale
239323.0,Oklahoma,89.0,Call 3,Complete,Election day exit poll,1.90637922286987,Newt Gingrich,Male,White,60-64,60-64,Moderate,Independent,"$50,000-$99,999",College graduate,Legal in most cases,A minor factor,No,I strongly favor my candidate,Federal budget deficit,Yes,Can defeat Barack Obama,Not much,Somewhat support,Earlier this year,Married men,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Legal,Not born again,A factor,Not important,Not much or not at all,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,Can defeat Barack Obama,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,South,Version 1,Suburb,Urban,Urban Core,Very upscale
235444.0,Oklahoma,95.0,Call 2,Complete,Election day exit poll,1.1092334985733,Newt Gingrich,Female,White,65 or over,65 or over,Very conservative,Republican,,Some college/assoc. degree,Illegal in all cases,One of several important factors,Yes,I strongly favor my candidate,The economy,,Has the right experience,Not much,Strongly support,Earlier this year,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,,,,No college degree,More than High school graduate,Illegal,Born again/Think religious values of candidate did not matter a great deal,A factor,Important,Not much or not at all,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,,White Born-again/Evangelical Christians,Has the right experience,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,South,Version 1,High Density Urban,Urban,Urban Core,Very upscale
239297.0,Oklahoma,115.0,Call 3,Complete,Election day exit poll,1.01667928695679,Newt Gingrich,Male,White,50-59,50-59,Very conservative,Republican,"Under $30,000",Some college/assoc. degree,Illegal in most cases,One of several important factors,Yes,I strongly favor my candidate,The economy,Yes,Has the right experience,Not much,Strongly support,Earlier this year,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Illegal,Born again/Think religious values of candidate did not matter a great deal,A factor,Important,Not much or not at all,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,Yes,White Born-again/Evangelical Christians,Has the right experience,State questionnaire,Rural,Small Cities/Rural,3.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale
239291.0,Oklahoma,92.0,Call 3,Complete,Election day exit poll,1.01761162281036,Newt Gingrich,Female,White,45-49,45-49,Very conservative,Republican,"$100,000-$199,999",College graduate,Illegal in most cases,One of several important factors,Yes,I like my candidate but with reservations,The economy,Yes,Can defeat Barack Obama,Not much,Somewhat support,Earlier this year,Married women,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Illegal,Born again/Think religious values of candidate did not matter a great deal,A factor,Important,Not much or not at all,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,Can defeat Barack Obama,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,South,Version 1,Suburb,Urban,Urban Core,Very upscale
239289.0,Oklahoma,14.0,Call 3,Complete,Election day exit poll,0.843176901340485,Newt Gingrich,Male,White,45-49,45-49,Very conservative,Republican,"$50,000-$99,999",High school or less,Legal in most cases,One of several important factors,No,I strongly favor my candidate,The economy,Yes,Can defeat Barack Obama,Not much,Strongly support,Earlier this year,Married men,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,Legal,Not born again,A factor,Important,Not much or not at all,Support,Tea Party supporter and not born-again,Earlier than that,Since January 1st,No,All others,Can defeat Barack Obama,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,70s Suburbs,Urban Perimeter,Upscale
239285.0,Oklahoma,13.0,Call 3,Complete,Election day exit poll,2.37818288803101,Newt Gingrich,Female,White,65 or over,65 or over,Very conservative,Republican,"Under $30,000",Some college/assoc. degree,Illegal in all cases,One of several important factors,Yes,I strongly favor my candidate,Federal budget deficit,No,Has the right experience,Not much,Neutral,In the last few days,Non married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Illegal,Born again/Think religious values of candidate did not matter a great deal,A factor,Important,Not much or not at all,Neutral,Born-again but not Tea Party supporter,Last few days,Since January 1st,Yes,White Born-again/Evangelical Christians,Has the right experience,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
239267.0,Oklahoma,115.0,Call 3,Complete,Election day exit poll,1.00651848316193,Newt Gingrich,Male,White,18-24,17-24,Somewhat liberal,Republican,,High school or less,Illegal in most cases,One of several important factors,Yes,I strongly favor my candidate,The economy,No,Can defeat Barack Obama,A great deal,Neutral,In the last few weeks,Non married men,18-29,18-29,18-44,18-29,18-24,18-44,18-64,17-29,17-29,17-44,17-29,17-24,Republican,Moderate/Liberal,Moderate/Liberal,Liberal,,,,No college degree,High school graduate or less,Illegal,Born again/Think religious values of candidate matter a great deal,A factor,Important,A great deal or somewhat,Neutral,Born-again but not Tea Party supporter,Earlier than that,Since January 1st,,White Born-again/Evangelical Christians,Can defeat Barack Obama,State questionnaire,Rural,Small Cities/Rural,3.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale
239488.0,Oklahoma,14.0,Call 3,Complete,Election day exit poll,0.843176901340485,Newt Gingrich,Male,White,50-59,50-59,Very conservative,Republican,"$30,000-$49,999",Some college/assoc. degree,Illegal in all cases,One of several important factors,Yes,I strongly favor my candidate,The economy,No,Is a true conservative,Not much,Strongly support,In the last few days,Non married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Illegal,Born again/Think religious values of candidate did not matter a great deal,A factor,Important,Not much or not at all,Support,Both Tea Party supporter and born-again,Last few days,Since January 1st,Yes,White Born-again/Evangelical Christians,Is a true conservative,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,70s Suburbs,Urban Perimeter,Upscale
235742.0,Oklahoma,7.0,Call 2,Complete,Election day exit poll,0.767111241817474,Newt Gingrich,Female,White,60-64,60-64,Very liberal,Republican,"Under $30,000",High school or less,Illegal in most cases,One of several important factors,Yes,I strongly favor my candidate,The economy,Yes,Can defeat Barack Obama,A great deal,Strongly support,Before that,Married women,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Liberal,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,Illegal,Born again/Think religious values of candidate matter a great deal,A factor,Important,A great deal or somewhat,Support,Both Tea Party supporter and born-again,Earlier than that,Before January 1st,Yes,White Born-again/Evangelical Christians,Can defeat Barack Obama,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Extremely Low Density Rural,80s Suburbs,Urban Perimeter,Very upscale
239248.0,Oklahoma,13.0,Call 3,Complete,Election day exit poll,2.27451944351196,Newt Gingrich,Male,White,30-39,30-39,Moderate,Republican,"$100,000-$199,999",College graduate,Legal in most cases,One of several important factors,Yes,I like my candidate but with reservations,The economy,Yes,Can defeat Barack Obama,Somewhat,Neutral,Before that,Married men,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Legal,Born again/Think religious values of candidate did not matter a great deal,A factor,Important,A great deal or somewhat,Neutral,Born-again but not Tea Party supporter,Earlier than that,Before January 1st,No,White Born-again/Evangelical Christians,Can defeat Barack Obama,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
239233.0,Oklahoma,89.0,Call 3,Complete,Election day exit poll,1.90637922286987,Newt Gingrich,Male,White,65 or over,65 or over,Very conservative,Republican,"$30,000-$49,999",College graduate,Illegal in most cases,One of several important factors,Yes,I strongly favor my candidate,The economy,Yes,Can defeat Barack Obama,Not at all,Neutral,Earlier this year,Married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Illegal,Born again/Think religious values of candidate did not matter a great deal,A factor,Important,Not much or not at all,Neutral,Born-again but not Tea Party supporter,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,Can defeat Barack Obama,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,South,Version 1,Suburb,Urban,Urban Core,Very upscale
235700.0,Oklahoma,92.0,Call 2,Complete,Election day exit poll,0.963169872760773,Newt Gingrich,Male,White,45-49,45-49,Moderate,Republican,,College graduate,Legal in most cases,Not a factor at all,,I dislike the other candidates,Illegal immigration,Yes,Has the right experience,Not at all,Somewhat oppose,Just today,Married men,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,,,,College graduate,More than High school graduate,Legal,,Not a factor,Not important,Not much or not at all,Oppose,,Last few days,Since January 1st,No,,Has the right experience,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,South,Version 1,Suburb,Urban,Urban Core,Very upscale
239438.0,Oklahoma,14.0,Call 3,Complete,Election day exit poll,0.834750056266785,Newt Gingrich,Male,White,25-29,25-29,Very conservative,Republican,"$30,000-$49,999",Some college/assoc. degree,Illegal in most cases,One of several important factors,Yes,I strongly favor my candidate,The economy,No,Has the right experience,Not much,Strongly support,In the last few weeks,Non married men,18-29,18-29,18-44,18-29,25-29,18-44,18-64,17-29,17-29,17-44,17-29,25-29,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Illegal,Born again/Think religious values of candidate did not matter a great deal,A factor,Important,Not much or not at all,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,Yes,White Born-again/Evangelical Christians,Has the right experience,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,70s Suburbs,Urban Perimeter,Upscale
