ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,MARPRS12,SEX,QRACE3,AGE8,XAGE8,PHIL5,PARTYID,INCOME12RNH,EDUC12R,BREAK12PRI,BRNAGAIN,DESCRIBS12R,ISSREP12SC,MARRIED,QLTREP12,RELIGN10,TEAPARTY,TIMEST12,SEXWED,AGE,AGE3,AGE45,AGE60,AGE65,OVER45,OVER65,XAGE,XAGE3,XAGE45,XAGE60,XAGE65,PARTY,PHIL2R,PHIL3R,PHIL4R,INCOME3,INC50K,INC100K,EDUCCOLL,EDUCHS,BREAKFACT,BREAKIMP,REL5,TEAPARTY3,TEABRN,TIMEPRIFEWDAYS,TIMEPRIYEAR,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,XQLTREP12,HEALTHMASS,ROMNTIESMA,ROMNTIESMA2,QTYPE,SIZEPLAC,SIZEPLC3,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4
232253.0,Massachusetts,43.0,Call 1,Not complete,Election day exit poll,0.778293669223785,Mitt Romney,Male,White,50-59,50-59,,,,High school or less,The most important factor,,I strongly favor my candidate,,Yes,,,,Just today,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,,,,,,,,No college degree,High school graduate or less,A factor,Important,,,,Last few days,Since January 1st,,,,,,,,,State questionnaire,Suburbs,Suburbs,3.0,East,Version 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale
232180.0,Massachusetts,43.0,Call 1,Not complete,Election day exit poll,0.88084751367569,Mitt Romney,Female,White,60-64,60-64,,,,College graduate,One of several important factors,,I strongly favor my candidate,,Yes,,,,In the last few weeks,Married women,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,,,,,,,,College graduate,More than High school graduate,A factor,Important,,,,Earlier than that,Since January 1st,,,,,,,,,State questionnaire,Suburbs,Suburbs,3.0,East,Version 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale
241372.0,Massachusetts,73.0,Call 3,Not complete,Election day exit poll,0.941017925739288,Mitt Romney,Female,White,65 or over,65 or over,,,,Some college/assoc. degree,Not a factor at all,,I strongly favor my candidate,,Yes,,,,Earlier this year,Married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,,,,,,,,No college degree,More than High school graduate,Not a factor,Not important,,,,Earlier than that,Since January 1st,,,,,,,,,State questionnaire,Suburbs,Suburbs,2.0,East,Version 1,Suburb,60s Suburbs,Urban Perimeter,Upscale
241325.0,Massachusetts,73.0,Call 3,Not complete,Election day exit poll,0.915844082832336,Mitt Romney,Male,White,65 or over,65 or over,,,,College graduate,One of several important factors,,I strongly favor my candidate,,Yes,,,,Before that,Married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,,,,,,,,College graduate,More than High school graduate,A factor,Important,,,,Earlier than that,Before January 1st,,,,,,,,,State questionnaire,Suburbs,Suburbs,2.0,East,Version 1,Suburb,60s Suburbs,Urban Perimeter,Upscale
240786.0,Massachusetts,62.0,Call 3,Not complete,Election day exit poll,0.818682610988617,Mitt Romney,Male,White,50-59,50-59,,,,High school or less,One of several important factors,,I like my candidate but with reservations,,Yes,,,,Earlier this year,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,,,,,,,,No college degree,High school graduate or less,A factor,Important,,,,Earlier than that,Since January 1st,,,,,,,,,State questionnaire,Suburbs,Suburbs,4.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
231999.0,Massachusetts,21.0,Call 1,Not complete,Election day exit poll,1.0262645483017,Mitt Romney,Female,White,30-39,30-39,,,,College graduate,One of several important factors,,I like my candidate but with reservations,,Yes,,,,In the last few weeks,Married women,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,,,,,,,,College graduate,More than High school graduate,A factor,Important,,,,Earlier than that,Since January 1st,,,,,,,,,State questionnaire,Suburbs,Suburbs,3.0,East,Version 1,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale
236743.0,Massachusetts,21.0,Call 2,Not complete,Election day exit poll,1.0068176984787,Mitt Romney,Male,,65 or over,65 or over,,,,College graduate,One of several important factors,,I strongly favor my candidate,,No,,,,Earlier this year,Non married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,,,,,,,,College graduate,More than High school graduate,A factor,Important,,,,Earlier than that,Since January 1st,,,,,,,,,State questionnaire,Suburbs,Suburbs,3.0,East,Version 1,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale
241198.0,Massachusetts,88.0,Call 3,Not complete,Election day exit poll,0.788526952266693,Mitt Romney,Female,White,18-24,17-24,,,,High school or less,One of several important factors,,I strongly favor my candidate,,No,,,,In the last few weeks,Non married women,18-29,18-29,18-44,18-29,18-24,18-44,18-64,17-29,17-29,17-44,17-29,17-24,,,,,,,,No college degree,High school graduate or less,A factor,Important,,,,Earlier than that,Since January 1st,,,,,,,,,State questionnaire,Suburbs,Suburbs,3.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
232762.0,Massachusetts,48.0,Call 1,Not complete,Election day exit poll,1.53513526916504,Mitt Romney,Male,White,65 or over,65 or over,,,,Some college/assoc. degree,One of several important factors,,I strongly favor my candidate,,Yes,,,,Before that,Married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,,,,,,,,No college degree,More than High school graduate,A factor,Important,,,,Earlier than that,Before January 1st,,,,,,,,,State questionnaire,Suburbs,Suburbs,3.0,East,Version 1,Town,70s Suburbs,High-Growth Suburban Perimeter,Downscale
240522.0,Massachusetts,75.0,Call 3,Not complete,Election day exit poll,1.18907582759857,Mitt Romney,Female,White,65 or over,65 or over,,,,Postgraduate study,One of several important factors,,I dislike the other candidates,,,,,,In the last few weeks,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,,,,,,,,College graduate,More than High school graduate,A factor,Important,,,,Earlier than that,Since January 1st,,,,,,,,,State questionnaire,Suburbs,Suburbs,1.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale
233385.0,Massachusetts,75.0,Call 1,Not complete,Election day exit poll,1.18907582759857,Mitt Romney,Female,White,65 or over,65 or over,,,,Some college/assoc. degree,The most important factor,,I like my candidate but with reservations,,No,,,,Earlier this year,Non married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,,,,,,,,No college degree,More than High school graduate,A factor,Important,,,,Earlier than that,Since January 1st,,,,,,,,,State questionnaire,Suburbs,Suburbs,1.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale
233362.0,Massachusetts,75.0,Call 1,Not complete,Election day exit poll,1.18907582759857,Mitt Romney,Female,White,65 or over,65 or over,,,,College graduate,One of several important factors,,I strongly favor my candidate,,No,,,,Before that,Non married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,,,,,,,,College graduate,More than High school graduate,A factor,Important,,,,Earlier than that,Before January 1st,,,,,,,,,State questionnaire,Suburbs,Suburbs,1.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale
241440.0,Massachusetts,73.0,Call 3,Not complete,Election day exit poll,0.941017925739288,Mitt Romney,Female,White,65 or over,65 or over,,,,Some college/assoc. degree,One of several important factors,,I strongly favor my candidate,,No,,,,Before that,Non married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,,,,,,,,No college degree,More than High school graduate,A factor,Important,,,,Earlier than that,Before January 1st,,,,,,,,,State questionnaire,Suburbs,Suburbs,2.0,East,Version 1,Suburb,60s Suburbs,Urban Perimeter,Upscale
240776.0,Massachusetts,106.0,Call 3,Not complete,Election day exit poll,0.932015895843506,Mitt Romney,Male,White,30-39,30-39,,,,College graduate,One of several important factors,,I strongly favor my candidate,,No,,,,Earlier this year,Non married men,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,,,,,,,,College graduate,More than High school graduate,A factor,Important,,,,Earlier than that,Since January 1st,,,,,,,,,State questionnaire,Suburbs,Suburbs,1.0,East,Version 1,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Very upscale
241251.0,Massachusetts,73.0,Call 3,Not complete,Election day exit poll,0.85431295633316,Mitt Romney,Female,White,40-44,40-44,,,,College graduate,One of several important factors,,I strongly favor my candidate,,Yes,,,,Earlier this year,Married women,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,,,,,,,,College graduate,More than High school graduate,A factor,Important,,,,Earlier than that,Since January 1st,,,,,,,,,State questionnaire,Suburbs,Suburbs,2.0,East,Version 1,Suburb,60s Suburbs,Urban Perimeter,Upscale
237445.0,Massachusetts,64.0,Call 2,Not complete,Election day exit poll,0.84321802854538,Mitt Romney,Female,White,40-44,40-44,,,,Postgraduate study,A minor factor,,I strongly favor my candidate,,Yes,,,,Earlier this year,Married women,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,,,,,,,,College graduate,More than High school graduate,A factor,Not important,,,,Earlier than that,Since January 1st,,,,,,,,,State questionnaire,Suburbs,Suburbs,2.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
232991.0,Massachusetts,101.0,Call 1,Not complete,Election day exit poll,0.749591886997223,Mitt Romney,Male,White,25-29,25-29,,,,College graduate,One of several important factors,,I like my candidate but with reservations,,No,,,,In the last few weeks,Non married men,18-29,18-29,18-44,18-29,25-29,18-44,18-64,17-29,17-29,17-44,17-29,25-29,,,,,,,,College graduate,More than High school graduate,A factor,Important,,,,Earlier than that,Since January 1st,,,,,,,,,State questionnaire,Suburbs,Suburbs,1.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
240558.0,Massachusetts,101.0,Call 3,Not complete,Election day exit poll,0.750454366207123,Mitt Romney,Male,White,50-59,50-59,,,,High school or less,One of several important factors,,I strongly favor my candidate,,Yes,,,,Before that,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,,,,,,,,No college degree,High school graduate or less,A factor,Important,,,,Earlier than that,Before January 1st,,,,,,,,,State questionnaire,Suburbs,Suburbs,1.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
237380.0,Massachusetts,43.0,Call 2,Not complete,Election day exit poll,0.857283353805542,Mitt Romney,Male,White,65 or over,65 or over,,,,College graduate,One of several important factors,,I strongly favor my candidate,,Yes,,,,Earlier this year,Married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,,,,,,,,College graduate,More than High school graduate,A factor,Important,,,,Earlier than that,Since January 1st,,,,,,,,,State questionnaire,Suburbs,Suburbs,3.0,East,Version 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale
237379.0,Massachusetts,43.0,Call 2,Not complete,Election day exit poll,0.857283353805542,Mitt Romney,Male,White,65 or over,65 or over,,,,College graduate,One of several important factors,,I strongly favor my candidate,,Yes,,,,Earlier this year,Married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,,,,,,,,College graduate,More than High school graduate,A factor,Important,,,,Earlier than that,Since January 1st,,,,,,,,,State questionnaire,Suburbs,Suburbs,3.0,East,Version 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale
241062.0,Massachusetts,90.0,Call 3,Not complete,Election day exit poll,1.31325078010559,Mitt Romney,Male,White,60-64,60-64,,,,Postgraduate study,A minor factor,,I like my candidate but with reservations,,Yes,,,,In the last few days,Married men,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,,,,,,,,College graduate,More than High school graduate,A factor,Not important,,,,Last few days,Since January 1st,,,,,,,,,State questionnaire,Suburbs,Suburbs,4.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale
231189.0,Massachusetts,90.0,Call 1,Not complete,Election day exit poll,1.19224846363068,Mitt Romney,Male,White,50-59,50-59,,,,Some college/assoc. degree,One of several important factors,,I strongly favor my candidate,,Yes,,,,In the last few weeks,Married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,,,,,,,,No college degree,More than High school graduate,A factor,Important,,,,Earlier than that,Since January 1st,,,,,,,,,State questionnaire,Suburbs,Suburbs,4.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale
237251.0,Massachusetts,88.0,Call 2,Not complete,Election day exit poll,0.789434254169464,Mitt Romney,Female,White,40-44,40-44,,,,Postgraduate study,One of several important factors,,I strongly favor my candidate,,Yes,,,,Before that,Married women,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,,,,,,,,College graduate,More than High school graduate,A factor,Important,,,,Earlier than that,Before January 1st,,,,,,,,,State questionnaire,Suburbs,Suburbs,3.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
239155.0,Massachusetts,51.0,Call 3,Not complete,Election day exit poll,0.852327108383179,Mitt Romney,Male,White,45-49,45-49,,,,Some college/assoc. degree,A minor factor,,I like my candidate but with reservations,,Yes,,,,In the last few days,Married men,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,,,,,,,,No college degree,More than High school graduate,A factor,Not important,,,,Last few days,Since January 1st,,,,,,,,,State questionnaire,Suburbs,Suburbs,4.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale
241259.0,Massachusetts,45.0,Call 3,Not complete,Election day exit poll,0.837086200714111,Mitt Romney,Male,White,60-64,60-64,,,,High school or less,A minor factor,,I dislike the other candidates,,Yes,,,,Earlier this year,Married men,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,,,,,,,,No college degree,High school graduate or less,A factor,Not important,,,,Earlier than that,Since January 1st,,,,,,,,,State questionnaire,Rural,Small Cities/Rural,5.0,East,Version 1,Suburb,Rural,Rural,Downscale
237031.0,Massachusetts,75.0,Call 2,Not complete,Election day exit poll,1.18907582759857,Mitt Romney,Female,White,65 or over,65 or over,,,,Some college/assoc. degree,One of several important factors,,I strongly favor my candidate,,Yes,,,,Before that,Married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,,,,,,,,No college degree,More than High school graduate,A factor,Important,,,,Earlier than that,Before January 1st,,,,,,,,,State questionnaire,Suburbs,Suburbs,1.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale
236914.0,Massachusetts,75.0,Call 2,Not complete,Election day exit poll,1.18276941776276,Rick Santorum,Male,White,65 or over,65 or over,,,,Some college/assoc. degree,Omit,,Omit,,Yes,,,,Just today,Married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,,,,,,,,No college degree,More than High school graduate,Omit,Omit,,,,Last few days,Since January 1st,,,,,,,,,State questionnaire,Suburbs,Suburbs,1.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale
236828.0,Massachusetts,104.0,Call 2,Not complete,Election day exit poll,1.55416917800903,Rick Santorum,Male,White,50-59,50-59,,,,Postgraduate study,One of several important factors,,I strongly favor my candidate,,,,,,Earlier this year,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,,,,,,,,College graduate,More than High school graduate,A factor,Important,,,,Earlier than that,Since January 1st,,,,,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,East,Version 1,Suburb,Urban,Urban Core,Upscale
232726.0,Massachusetts,45.0,Call 1,Not complete,Election day exit poll,0.623159945011139,Rick Santorum,Male,White,65 or over,65 or over,,,,Some college/assoc. degree,One of several important factors,,I like my candidate but with reservations,,No,,,,Before that,Non married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,,,,,,,,No college degree,More than High school graduate,A factor,Important,,,,Earlier than that,Before January 1st,,,,,,,,,State questionnaire,Rural,Small Cities/Rural,5.0,East,Version 1,Suburb,Rural,Rural,Downscale
232602.0,Massachusetts,6.0,Call 1,Not complete,Election day exit poll,0.737652361392975,Rick Santorum,Female,White,50-59,50-59,,,,Postgraduate study,Not a factor at all,,I dislike the other candidates,,,,,,In the last few weeks,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,,,,,,,,College graduate,More than High school graduate,Not a factor,Not important,,,,Earlier than that,Since January 1st,,,,,,,,,State questionnaire,Suburbs,Suburbs,2.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale
232583.0,Massachusetts,6.0,Call 1,Not complete,Election day exit poll,0.790781080722809,Rick Santorum,Male,White,60-64,60-64,,,,Postgraduate study,Not a factor at all,,I dislike the other candidates,,,,,,In the last few weeks,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,,,,,,,,College graduate,More than High school graduate,Not a factor,Not important,,,,Earlier than that,Since January 1st,,,,,,,,,State questionnaire,Suburbs,Suburbs,2.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale
232502.0,Massachusetts,106.0,Call 1,Not complete,Election day exit poll,0.952555298805237,Rick Santorum,Male,White,50-59,50-59,,,,Some college/assoc. degree,A minor factor,,I like my candidate but with reservations,,,,,,In the last few weeks,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,,,,,,,,No college degree,More than High school graduate,A factor,Not important,,,,Earlier than that,Since January 1st,,,,,,,,,State questionnaire,Suburbs,Suburbs,1.0,East,Version 1,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Very upscale
236991.0,Massachusetts,101.0,Call 2,Not complete,Election day exit poll,0.766992568969727,Rick Santorum,Male,White,50-59,50-59,,,,Some college/assoc. degree,Omit,,I like my candidate but with reservations,,No,,,,Just today,Non married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,,,,,,,,No college degree,More than High school graduate,Omit,Omit,,,,Last few days,Since January 1st,,,,,,,,,State questionnaire,Suburbs,Suburbs,1.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
232092.0,Massachusetts,43.0,Call 1,Not complete,Election day exit poll,1.00998330116272,Rick Santorum,Male,White,60-64,60-64,,,,Some college/assoc. degree,Not a factor at all,,I strongly favor my candidate,,,,,,In the last few weeks,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,,,,,,,,No college degree,More than High school graduate,Not a factor,Not important,,,,Earlier than that,Since January 1st,,,,,,,,,State questionnaire,Suburbs,Suburbs,3.0,East,Version 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale
