ID,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BRNAGAIN,CALL,CDNUM,DESCRIBP12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVOBAMA2,FAVROMN2,FINSIT,GEOCODE,GOVIN12,GOVTDO10,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,ISSUE12,LATINO,LUGARDON,MARRIED,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSIN12,QRACE3,QRACEAI,QTYPE,RACE,REGION,SENIN12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TEAPARTY12,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,VERSION,WHNCLINC,WHTEVANG,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
37974.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,All others,All others,Complete,Yes,Call 2,7.0,I strongly favor my candidate,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,Better today,3.0,John Gregg,Government should do more to solve problems,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",The economy,No,Joe Donnelly,No,45+,18-64,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,Moderate,80.0,Barack Obama,Other,Other,State questionnaire,Other,Midwest,,Female,All other races,Non married women,"Cities over 500,000","Cities over 50,000",Indiana,Neutral,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,Suburb,Urban,Urban Core,Upscale,46226.0,0.455010682344437
56797.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,Complete,No,Call 3,9.0,I like my candidate but with reservations,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,Better today,5.0,Mike Pence,Government should do more to solve problems,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Federal budget deficit,No,Omit,Yes,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,85.0,Barack Obama,White,White,State questionnaire,White,Midwest,,Male,White men,Married men,Suburbs,Suburbs,Indiana,Oppose,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,Extremely Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,47468.0,0.362597078084946
39832.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,No,Call 2,1.0,I strongly favor my candidate,High school graduate,No college degree,High school graduate or less,White no college degree,Favorable,Unfavorable,Worse today,1.0,John Gregg,Government should do more to solve problems,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",The economy,,Joe Donnelly,Yes,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,61.0,Barack Obama,White,White,State questionnaire,White,Midwest,,Female,White women,Married women,Suburbs,Suburbs,Indiana,Oppose,Election day exit poll,In October,"In October, in September, or before that",Just today or in the last few days or in October,Version 1,Yes,All others,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,46410.0,1.3038295507431
16899.0,30-44,30-59,18-44,30-44,40-49,40-44,Black 30-44,Black 30-44,Black 30-44,Complete,Yes,Call 1,7.0,I strongly favor my candidate,College graduate,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,About the same,3.0,John Gregg,Government should do more to solve problems,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",The economy,No,Richard Lugar,Yes,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,80.0,Barack Obama,Black,Black,State questionnaire,Black,Midwest,,Female,Black women,Married women,"Cities over 500,000","Cities over 50,000",Indiana,Oppose,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,Suburb,Urban,Urban Core,Upscale,46226.0,0.396395653486252
56207.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,Yes,Call 3,3.0,I strongly favor my candidate,High school graduate,No college degree,High school graduate or less,White no college degree,Favorable,Unfavorable,About the same,2.0,,Government is doing too many things better left to businesses and individuals,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Health care,No,Richard Lugar,Yes,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,47.0,Barack Obama,White,White,State questionnaire,White,Midwest,,Female,White women,Married women,Rural,Small Cities/Rural,Indiana,Omit,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Yes,White Born-again/Evangelical Christians,Low Density Rural,Rural,Rural,Downscale,47371.0,0.7154181599617
56809.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,Latino 18-29,Latino 18-29,Complete,,Call 3,1.0,Omit,High school graduate,No college degree,High school graduate or less,Non white no college degree,Omit,Unfavorable,About the same,1.0,,Government should do more to solve problems,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",Foreign policy,Yes,Omit,No,18-44,18-64,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent,All others,Conservative,61.0,Barack Obama,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Midwest,,Male,Latino men,Non married men,Suburbs,Suburbs,Indiana,Omit,Election day exit poll,Just today,Just today or in the last few days,Just today or in the last few days or in October,Version 1,No,All others,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,46410.0,1.0490894317627
57033.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,Yes,Call 3,3.0,I dislike the other candidates,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Omit,Worse today,2.0,John Gregg,Government is doing too many things better left to businesses and individuals,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Federal budget deficit,No,Omit,No,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Conservative,115.0,Mitt Romney,White,White,State questionnaire,White,Midwest,,Male,White men,Non married men,Suburbs,Suburbs,Indiana,Neutral,Election day exit poll,In the last few days,Just today or in the last few days,Just today or in the last few days or in October,Version 1,No,White Born-again/Evangelical Christians,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,46725.0,0.897398829460144
24710.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Complete,,Call 1,4.0,I strongly favor my candidate,High school graduate,No college degree,High school graduate or less,White no college degree,Unfavorable,Omit,Worse today,2.0,,Government is doing too many things better left to businesses and individuals,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Omit,,Omit,Yes,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,,9.0,Mitt Romney,White,White,State questionnaire,White,Midwest,,Male,White men,Married men,Rural,Small Cities/Rural,Indiana,Omit,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,Extremely Low Density Rural,Rural,Rural,Upscale,46920.0,0.656571269035339
56836.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Complete,,Call 3,1.0,Omit,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Omit,Omit,Omit,1.0,,Omit,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",The economy,No,Omit,No,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,61.0,Barack Obama,White,White,State questionnaire,White,Midwest,,Female,White women,Non married women,Suburbs,Suburbs,Indiana,Omit,Election day exit poll,Omit,Omit,Omit,Version 1,Yes,All others,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,46410.0,0.933806955814362
56861.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,Complete,,Call 3,1.0,Omit,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Omit,Omit,Omit,1.0,,Omit,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Omit,No,Omit,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Moderate,61.0,Barack Obama,White,White,State questionnaire,White,Midwest,,Male,White men,,Suburbs,Suburbs,Indiana,Omit,Election day exit poll,Omit,Omit,Omit,Version 1,No,All others,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,46410.0,1.0490894317627
56860.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,Complete,,Call 3,1.0,Omit,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Omit,Omit,Omit,1.0,,Omit,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Omit,No,Omit,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Moderate,61.0,Barack Obama,White,White,State questionnaire,White,Midwest,,Male,White men,,Suburbs,Suburbs,Indiana,Omit,Election day exit poll,Omit,Omit,Omit,Version 1,No,All others,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,46410.0,1.0490894317627
19242.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,Complete,,Call 1,5.0,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,2.0,Mike Pence,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,No,,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,29.0,Mitt Romney,White,White,National questionnaire,White,Midwest,Did not vote,Female,White women,,"Cities 10,000-50,000",Small Cities/Rural,Indiana,,Election day exit poll,,,,Version 4,No,,Suburb,Rural,Rural,Very downscale,46953.0,0.827353596687317
17284.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,,Call 1,4.0,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,2.0,Mike Pence,,100k or more,"$30,000 or more",50k or more,"$200,000 - $249,999",100 thousand or more,"Over $50,000 and white",,No,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,90.0,Mitt Romney,White,White,National questionnaire,White,Midwest,Did not vote,Female,White women,,Rural,Small Cities/Rural,Indiana,,Election day exit poll,,,,Version 4,No,,Low Density Rural,Rural,Rural,Downscale,47933.0,0.801312565803528
61641.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,Latino 60+,Latino 65+,Complete,,Call 3,6.0,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,4.0,Mike Pence,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",,Yes,,,45+,65+,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Conservative,38.0,Mitt Romney,Other,White,National questionnaire,Hispanic/Latino,Midwest,Did not vote,Male,Latino men,,Suburbs,Suburbs,Indiana,,Election day exit poll,,,,Version 4,No,,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,46140.0,1.26298987865448
56323.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Not complete,Yes,Call 3,5.0,I strongly favor my candidate,,,,,,,,4.0,Did not vote,,,,,,,,,No,,,18-44,18-64,,,,,,,35.0,Barack Obama,White,White,State questionnaire,White,Midwest,Did not vote,Male,White men,,Suburbs,Suburbs,Indiana,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,White Born-again/Evangelical Christians,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,46062.0,0.49291005730629
16364.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Not complete,,Call 1,5.0,I like my candidate but with reservations,,,,,,,,4.0,Mike Pence,,,,,,,,,No,,,45+,65+,,,,,,,35.0,Mitt Romney,White,White,State questionnaire,White,Midwest,Did not vote,Male,White men,,Suburbs,Suburbs,Indiana,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,All others,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,46062.0,0.686068534851074
16900.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,Latino 30-44,Latino 30-44,Complete,,Call 1,5.0,,College graduate,College graduate,More than High school graduate,Non white college degree,,,,2.0,Did not vote,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",The economy,Yes,,Yes,18-44,18-64,Independent/Something else,Non-black non-Democrat,Latino Independent,Something else,All others,Conservative,29.0,Mitt Romney,Other,White,National questionnaire,Hispanic/Latino,Midwest,Did not vote,Female,Latino women,Married women,"Cities 10,000-50,000",Small Cities/Rural,Indiana,,Election day exit poll,,,,Version 2,No,,Suburb,Rural,Rural,Very downscale,46953.0,0.620175898075104
17795.0,45-65,30-59,45+,45-59,40-49,45-49,,,,Complete,,Call 1,4.0,,Some college/assoc. degree,No college degree,More than High school graduate,,,,About the same,2.0,Mike Pence,Government is doing too many things better left to businesses and individuals,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,,Health care,No,,Yes,45+,18-64,Republican,,,Republican,,Moderate,90.0,Barack Obama,,,National questionnaire,,Midwest,Did not vote,Female,,Married women,Rural,Small Cities/Rural,Indiana,,Election day exit poll,In October,"In October, in September, or before that",Just today or in the last few days or in October,Version 1,No,,Low Density Rural,Rural,Rural,Downscale,47933.0,0.633620142936707
16524.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,Yes,Call 1,1.0,I like my candidate but with reservations,High school graduate,No college degree,High school graduate or less,White no college degree,,,,1.0,Did not vote,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,No,,Yes,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,56.0,Mitt Romney,White,White,National questionnaire,White,Midwest,Did not vote,Female,White women,Married women,Suburbs,Suburbs,Indiana,Neutral,Election day exit poll,,,,Version 3,Yes,White Born-again/Evangelical Christians,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,46406.0,0.536661922931671
35902.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,Latino 30-44,Latino 30-44,Complete,Yes,Call 2,6.0,I like my candidate but with reservations,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,4.0,John Gregg,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,Yes,,No,18-44,18-64,Independent/Something else,Non-black non-Democrat,Latino Independent,Something else,All others,Moderate,38.0,Mitt Romney,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,Midwest,Did not vote,Male,Latino men,Non married men,Suburbs,Suburbs,Indiana,Neutral,Election day exit poll,,,,Version 3,No,All others,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,46140.0,1.13064861297607
57470.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,Complete,,Call 3,1.0,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,,1.0,Did not vote,,,,,,,,,No,,Yes,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,56.0,Mitt Romney,White,White,National questionnaire,White,Midwest,Did not vote,Female,White women,Married women,Suburbs,Suburbs,Indiana,,Election day exit poll,,,,Version 5,,,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,46406.0,0.546406507492065
57680.0,45-65,30-59,45+,45-59,50-64,50-59,Black 45-59,Black 45-59,Black 45-64,Complete,Yes,Call 3,7.0,I strongly favor my candidate,High school graduate,No college degree,High school graduate or less,Non white no college degree,Favorable,Favorable,About the same,3.0,Did not vote,Government should do more to solve problems,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",Health care,No,Would not have voted,No,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Liberal,80.0,Barack Obama,Black,Black,State questionnaire,Black,Midwest,Did not vote,Female,Black women,Non married women,"Cities over 500,000","Cities over 50,000",Indiana,Support,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,Suburb,Urban,Urban Core,Upscale,46226.0,0.382795810699463
