ID,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND,ATTEND2,BACKSIDE,CALL,CDNUM,CHILD12,DESCRIBP12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVOBAMA2,FAVROMN2,GEOCODE,GOVTDO10,HANDLEECON12,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,INTOUCH12,ISSUE12,LATINO,MARCHILD,MARRIED,OVER45,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSMD12,QRACE3,QRACEAI,QTYPE,QUES6MD,RACE,REGION,SENMD12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,VERSION,WHNCLINC,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
50381.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,A few times a year,Occasionally,Complete,Call 2,8.0,No,I strongly favor my candidate,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,3.0,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,No,All others,Yes,45+,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,82.0,Barack Obama,White,White,National questionnaire,For,White,East,Ben Cardin,Female,White women,Married women,Suburbs,Suburbs, Maryland,Election day exit poll,,,,Version 3,No,Suburb,80s Suburbs,Urban Perimeter,Very upscale,20904.0,1.39187264442444
69320.0,18-29,18-29,18-44,18-29,25-29,25-29,Black 18-29,Black 18-29,Black 18-29,A few times a year,Occasionally,Complete,Call 3,3.0,Yes,I strongly favor my candidate,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,2.0,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,,No,All others,No,18-44,18-64,Women with children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,7.0,Barack Obama,Black,Black,National questionnaire,For,Black,East,Ben Cardin,Female,Black women,Non married women,Suburbs,Suburbs, Maryland,Election day exit poll,,,,Version 3,No,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,21403.0,0.584852278232574
69028.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,All others,All others,A few times a year,Occasionally,Complete,Call 3,3.0,Yes,I strongly favor my candidate,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,3.0,,,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and non white",,,No,Married with children,Yes,45+,18-64,Women with children,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,Liberal,85.0,Barack Obama,Other,Asian,National questionnaire,For,Asian,East,Ben Cardin,Female,All other races,Married women,Suburbs,Suburbs, Maryland,Election day exit poll,,,,Version 3,No,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,20833.0,0.853126108646393
71113.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,A few times a year,Occasionally,Complete,Call 3,1.0,No,I strongly favor my candidate,High school graduate,No college degree,High school graduate or less,White no college degree,,,4.0,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,,No,All others,No,18-44,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,60.0,Barack Obama,White,White,National questionnaire,For,White,East,Ben Cardin,Female,White women,Non married women,Suburbs,Suburbs, Maryland,Election day exit poll,,,,Version 3,Yes,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,21132.0,0.834997951984406
50498.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,Latino 30-44,Latino 30-44,A few times a year,Occasionally,Complete,Call 2,8.0,Yes,I strongly favor my candidate,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,3.0,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",,,Yes,Married with children,Yes,18-44,18-64,Women with children,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Liberal,82.0,Barack Obama,Other,Hispanic/Latino,National questionnaire,For,Hispanic/Latino,East,Ben Cardin,Female,Latino women,Married women,Suburbs,Suburbs, Maryland,Election day exit poll,,,,Version 3,No,Suburb,80s Suburbs,Urban Perimeter,Very upscale,20904.0,1.27968919277191
68758.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,A few times a year,Occasionally,Complete,Call 3,3.0,No,I strongly favor my candidate,College graduate,College graduate,More than High school graduate,White college degree,,,2.0,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,No,All others,Yes,18-44,18-64,Men without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,7.0,Barack Obama,White,White,National questionnaire,For,White,East,Ben Cardin,Male,White men,Married men,Suburbs,Suburbs, Maryland,Election day exit poll,,,,Version 3,No,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,21403.0,0.727106392383575
18433.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,A few times a year,Occasionally,Complete,Call 1,5.0,No,I strongly favor my candidate,Postgraduate study,College graduate,More than High school graduate,White college degree,,,4.0,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,No,All others,Yes,45+,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,105.0,Barack Obama,White,White,National questionnaire,For,White,East,Ben Cardin,Female,White women,Married women,Rural,Small Cities/Rural, Maryland,Election day exit poll,,,,Version 3,No,Low Density Rural,Rural,Rural,Downscale,20680.0,0.840938627719879
68359.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,A few times a year,Occasionally,Complete,Call 3,3.0,Yes,I strongly favor my candidate,Postgraduate study,College graduate,More than High school graduate,White college degree,,,3.0,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,No,Married with children,Yes,45+,18-64,Men with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,85.0,Barack Obama,White,White,National questionnaire,For,White,East,Ben Cardin,Male,White men,Married men,Suburbs,Suburbs, Maryland,Election day exit poll,,,,Version 3,No,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,20833.0,0.999108195304871
68277.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,A few times a year,Occasionally,Complete,Call 3,3.0,No,I strongly favor my candidate,Postgraduate study,College graduate,More than High school graduate,White college degree,,,3.0,,,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and white",,,No,All others,Yes,45+,18-64,Men without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,85.0,Barack Obama,White,White,National questionnaire,For,White,East,Ben Cardin,Male,White men,Married men,Suburbs,Suburbs, Maryland,Election day exit poll,,,,Version 3,No,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,20833.0,1.08669459819794
43708.0,18-29,18-29,18-44,18-29,25-29,25-29,Black 18-29,Black 18-29,Black 18-29,A few times a year,Occasionally,Complete,Call 2,3.0,Yes,I strongly favor my candidate,No high school diploma,No college degree,High school graduate or less,Non white no college degree,,,2.0,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,,No,All others,No,18-44,18-64,Women with children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,7.0,Barack Obama,Black,Black,National questionnaire,For,Black,East,Ben Cardin,Female,Black women,Non married women,Suburbs,Suburbs, Maryland,Election day exit poll,,,,Version 3,No,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,21403.0,0.584852278232574
48426.0,18-29,18-29,18-44,18-29,18-24,18-24,Black 18-29,Black 18-29,Black 18-29,A few times a year,Occasionally,Complete,Call 2,4.0,No,I strongly favor my candidate,College graduate,College graduate,More than High school graduate,Non white college degree,,,3.0,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,,No,All others,No,18-44,18-64,Women without children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Liberal,100.0,Barack Obama,Black,Black,National questionnaire,For,Black,East,Ben Cardin,Female,Black women,Non married women,Suburbs,Suburbs, Maryland,Election day exit poll,,,,Version 3,No,High Density Urban,60s Suburbs,Urban Perimeter,Very downscale,20743.0,1.17984282970428
49119.0,18-29,18-29,18-44,18-29,18-24,18-24,Black 18-29,Black 18-29,Black 18-29,A few times a year,Occasionally,Complete,Call 2,4.0,No,I strongly favor my candidate,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,3.0,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",,,No,All others,No,18-44,18-64,Men without children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,100.0,Barack Obama,Black,Black,National questionnaire,Against,Black,East,Ben Cardin,Male,Black men,Non married men,Suburbs,Suburbs, Maryland,Election day exit poll,,,,Version 3,No,High Density Urban,60s Suburbs,Urban Perimeter,Very downscale,20743.0,1.66689026355743
73473.0,45-65,30-59,45+,45-59,40-49,45-49,Black 45-59,Black 45-59,Black 45-64,A few times a year,Occasionally,Complete,Call 3,8.0,Yes,I strongly favor my candidate,College graduate,College graduate,More than High school graduate,Non white college degree,,,3.0,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",,,No,Married with children,Yes,45+,18-64,Men with children,Independent/Something else,Black non-Democrat,Black Independent,Independent,All others,Moderate,82.0,Barack Obama,Black,Black,National questionnaire,Against,Black,East,Ben Cardin,Male,Black men,Married men,Suburbs,Suburbs, Maryland,Election day exit poll,,,,Version 3,No,Suburb,80s Suburbs,Urban Perimeter,Very upscale,20904.0,1.70307922363281
75184.0,45-65,30-59,45+,45-59,40-49,45-49,Black 45-59,Black 45-59,Black 45-64,A few times a year,Occasionally,Complete,Call 3,4.0,Yes,I strongly favor my candidate,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,3.0,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",,,No,All others,No,45+,18-64,Men with children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Liberal,100.0,Mitt Romney,Black,Black,National questionnaire,For,Black,East,Daniel Bongino,Male,Black men,Non married men,Suburbs,Suburbs, Maryland,Election day exit poll,,,,Version 3,No,High Density Urban,60s Suburbs,Urban Perimeter,Very downscale,20743.0,1.42491626739502
71218.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,A few times a year,Occasionally,Complete,Call 3,5.0,Yes,I strongly favor my candidate,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,4.0,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,No,Married with children,Yes,18-44,18-64,Men with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,105.0,Mitt Romney,White,White,National questionnaire,Against,White,East,Daniel Bongino,Male,White men,Married men,Rural,Small Cities/Rural, Maryland,Election day exit poll,,,,Version 3,No,Low Density Rural,Rural,Rural,Downscale,20680.0,1.25132071971893
43152.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,A few times a year,Occasionally,Complete,Call 2,5.0,No,I strongly favor my candidate,College graduate,College graduate,More than High school graduate,White college degree,,,4.0,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,No,All others,,45+,65+,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,105.0,Mitt Romney,White,White,National questionnaire,Against,White,East,Daniel Bongino,Female,White women,,Rural,Small Cities/Rural, Maryland,Election day exit poll,,,,Version 3,No,Low Density Rural,Rural,Rural,Downscale,20680.0,1.16215586662292
67161.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,A few times a year,Occasionally,Complete,Call 3,7.0,No,I strongly favor my candidate,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,2.0,,,100k or more,"$30,000 or more",50k or more,"$200,000 - $249,999",100 thousand or more,"Over $50,000 and white",,,No,All others,Yes,45+,18-64,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,63.0,Mitt Romney,White,White,National questionnaire,For,White,East,Rob Sobhani,Male,White men,Married men,Suburbs,Suburbs, Maryland,Election day exit poll,,,,Version 3,No,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,21042.0,0.97190123796463
71535.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,A few times a year,Occasionally,Complete,Call 3,1.0,Yes,I strongly favor my candidate,College graduate,College graduate,More than High school graduate,White college degree,,,4.0,,,100k or more,"$30,000 or more",50k or more,"$200,000 - $249,999",100 thousand or more,"Over $50,000 and white",,,No,Married with children,Yes,45+,18-64,Women with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,60.0,Mitt Romney,White,White,National questionnaire,Against,White,East,Rob Sobhani,Female,White women,Married women,Suburbs,Suburbs, Maryland,Election day exit poll,,,,Version 3,No,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,21132.0,0.907689392566681
42170.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Never,Never,Complete,Call 2,3.0,No,I strongly favor my candidate,High school graduate,No college degree,High school graduate or less,White no college degree,,,3.0,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,No,All others,Yes,45+,65+,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,85.0,Barack Obama,White,White,National questionnaire,For,White,East,,Female,White women,Married women,Suburbs,Suburbs, Maryland,Election day exit poll,,,,Version 3,No,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,20833.0,0.936657249927521
68806.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Never,Never,Complete,Call 3,7.0,Yes,I strongly favor my candidate,College graduate,College graduate,More than High school graduate,White college degree,,,2.0,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,No,All others,No,18-44,18-64,Men with children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,63.0,Barack Obama,White,White,National questionnaire,For,White,East,Ben Cardin,Male,White men,Non married men,Suburbs,Suburbs, Maryland,Election day exit poll,,,,Version 3,No,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,21042.0,0.970964312553406
47673.0,18-29,18-29,18-44,18-29,18-24,18-24,Black 18-29,Black 18-29,Black 18-29,Never,Never,Complete,Call 2,4.0,No,I strongly favor my candidate,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,3.0,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",,,No,All others,No,18-44,18-64,Women without children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Conservative,100.0,Barack Obama,Black,Black,National questionnaire,For,Black,East,Ben Cardin,Female,Black women,Non married women,Suburbs,Suburbs, Maryland,Election day exit poll,,,,Version 3,No,High Density Urban,60s Suburbs,Urban Perimeter,Very downscale,20743.0,1.17984282970428
45156.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,Never,Never,Complete,Call 2,3.0,No,I strongly favor my candidate,College graduate,College graduate,More than High school graduate,White college degree,,,2.0,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,No,All others,No,18-44,18-64,Men without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,7.0,Barack Obama,White,White,National questionnaire,For,White,East,Ben Cardin,Male,White men,Non married men,Suburbs,Suburbs, Maryland,Election day exit poll,,,,Version 3,No,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,21403.0,0.727106392383575
69172.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Never,Never,Complete,Call 3,3.0,Yes,I strongly favor my candidate,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,2.0,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,,No,All others,No,45+,18-64,Women with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,7.0,Barack Obama,White,White,National questionnaire,For,White,East,Ben Cardin,Female,White women,Non married women,Suburbs,Suburbs, Maryland,Election day exit poll,,,,Version 3,Yes,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,21403.0,0.607915341854095
