ID,ABORT2,ABORTION,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND,ATTEND2,ATTREL,BACKSIDE,BREAK12,BREAK12A,BREAK12B,BRNAGAIN,CALL,CDNUM,CELLPHONE,CELLULAR,CHILD12,DESCRIBP12,ECONBETT,ECONBLAME12,ECONDIR,ECONFAIR,ECONISS12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVOBAMA2,FAVROMN2,FINSIT,GAY,GEOCODE,GOVTDO10,HANDLEDEF12,HANDLEECON12,HANDLEMED12,HEALTHCARE12,HEALTHCARE12B,HOUNY12,IMMDEPORT,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,INTL12,INTLOBAMA,INTLROMNEY,INTOUCH12,ISSUE12,LANDPHONE,LATINO,MARCHILD,MARRIED,NEC,NEC2,OBAMA2,OBAMA4,OBAMANG,OBAMANG2,OBAMARICH,OVER45,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSNY12,QLT12,QRACE3,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN10,ROMNRICH,SAMESEXM12,SENNY12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,TAXDEF,TAXINC12,TEAPARTY12,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,TRACK,UNIONHH12,VERSION,WHITEREL,WHNCLINC,WHTEVANG,WORK,WORKPARENT,WORKSEX,WPROTBRN,WPROTBRN3,WRKWOMEN,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
45066.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,Latino 60+,Latino 65+,,,,Complete,,,,,Call 2,14.0,,,,,,,,Omit,,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,,1.0,,Barack Obama,Barack Obama,Barack Obama,Leave it as is,Expand it or leave it as is,,,,,,,,,Omit,Yes,Omit,Barack Obama,,,Yes,,,,,Approve,Strongly approve,,,,45+,65+,,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Conservative,79.0,Barack Obama,,Other,Black,National questionnaire,Hispanic/Latino,East,,,,,Kirsten Gillibrand,Female,Latino women,,"Cities over 500,000","Cities over 50,000",English, New York,,Increase for all,,Election day exit poll,,,,,,Version 4,,No,,,,,,,,Extremely High Density Urban,Urban,Urban Core,Downscale,11104.0,1.43970882892609
45036.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Black 30-44,Black 30-44,Black 30-44,,,,Not complete,,,,,Call 2,9.0,,,,,,,,,,,,,,,,,,1.0,,Barack Obama,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,18-44,18-64,,,,,,,,33.0,Barack Obama,,Black,Black,National questionnaire,Black,East,,,,,Kirsten Gillibrand,Male,Black men,,"Cities over 500,000","Cities over 50,000",English, New York,,Increase for all,,Election day exit poll,,,,,,Version 4,,,,,,,,,,Extremely High Density Urban,Urban,Urban Core,Very downscale,11225.0,1.42446208000183
16527.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,Latino 45-59,Latino 45-64,,,,Complete,,,,,Call 1,2.0,,Omit,Yes,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,,No,2.0,,,,,,,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",,,,,,,Yes,,,,,,,,,Omit,45+,18-64,Women with children,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Liberal,100.0,Barack Obama,,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,East,Catholic,Catholic,The rich,,Kirsten Gillibrand,Female,Latino women,,Suburbs,Suburbs,English, New York,,,,Election day exit poll,,,,Omit,No,Version 5,Non-white,No,,,,,,,,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,11705.0,0.709608733654022
68972.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,,,,Call 3,24.0,Yes,Both regular land-line and cell phone service,Yes,,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Favorable,,No,4.0,,,,,,,,,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and white",,,,,,Yes,No,Married with children,Yes,,,,,,,The middle class,45+,18-64,Women with children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,72.0,Barack Obama,,White,White,National questionnaire,White,East,Catholic,Catholic,The rich,,Kirsten Gillibrand,Female,White women,Married women,Suburbs,Suburbs,English, New York,,,,Election day exit poll,,,,Generally going in the right direction,No,Version 5,White Catholics,No,,Yes,Working mom,Working women,,,Working women,Suburb,70s Suburbs,Urban Perimeter,Very upscale,13215.0,0.874057531356812
45948.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,,Complete,An important factor,Important,Factor,,Call 2,22.0,,,No,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,About the same,,5.0,Government is doing too many things better left to businesses and individuals,,,,,,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,,,,The economy,,No,All others,No,,,,,,,,45+,65+,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,12.0,Barack Obama,Has a vision for the future,White,White,National questionnaire,White,East,,,,,Wendy Long,Female,White women,Non married women,Suburbs,Suburbs,English, New York,,,,Election day exit poll,In the last few days,Just today or in the last few days,Just today or in the last few days or in October,,,Version 1,,Yes,,,,,,,,Low Density Rural,60s Suburbs,Urban Perimeter,Very downscale,13795.0,0.881035804748535
14088.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,Latino 30-44,Latino 30-44,,,,Complete,,,,,,7.0,No,Only regular land-line phone service,Yes,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,,No,1.0,,,,,,,Did not vote,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",,,,,,Yes,Yes,Married with children,Yes,,,,,,,The middle class,18-44,18-64,Women with children,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent,All others,Moderate,50030.0,Barack Obama,,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,East,Protestant/Other Non-Catholic Christian,Protestant,The rich,,,Female,Latino women,Married women,"Cities over 500,000","Cities over 50,000",English, New York,,,,Telephone survey,,,,Generally going in the right direction,No,Version 5,Non-white,No,,No,Mothers with no full time job,Non-working women,,,All others,Extremely High Density Urban,Urban,Urban Core,Very upscale,11201.0,0.0
49100.0,Omit,Omit,18-29,18-29,18-44,18-29,18-24,18-24,Black 18-29,Black 18-29,Black 18-29,Omit,Omit,All others,Complete,,,,,Call 2,15.0,,,No,I strongly favor my candidate,,,,,,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,,1.0,,,,,,,Did not vote,Omit,,,,,,,,,,,,,No,All others,No,,,,,,,,18-44,18-64,Women without children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,,10.0,Barack Obama,,Black,Black,National questionnaire,Black,East,Something else,Other,,No,,Female,Black women,Non married women,"Cities over 500,000","Cities over 50,000",English, New York,,,Omit,Election day exit poll,,,,,,Version 3,Non-white,No,All others,,,,No,,,Extremely High Density Urban,Urban,Urban Core,Very downscale,10453.0,0.860746443271637
15525.0,,,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,,,,Complete,,,,,Call 1,25.0,Yes,Only cell phone service,No,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,,No,4.0,,,,,,,Did not vote,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,,,No,No,All others,No,,,,,,,The rich,18-44,18-64,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,46.0,Barack Obama,,White,White,National questionnaire,White,East,Catholic,Catholic,The rich,,Did not vote,Male,White men,Non married men,Suburbs,Suburbs,English, New York,,,,Election day exit poll,,,,Seriously off on the wrong track,No,Version 5,White Catholics,No,,Yes,All men,Working men,,,All others,High Density Urban,60s Suburbs,Urban Perimeter,Upscale,14616.0,0.728208839893341
70737.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,,Complete,,,,,Call 3,27.0,,,,,Getting worse,George W. Bush,Worse,,Rising prices,College graduate,College graduate,More than High school graduate,White college degree,,,,,5.0,,,,,,,Did not vote,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,,,,The economy,,No,,No,Not so good,Not so good or poor,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",,18-44,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,27.0,Barack Obama,Is a strong leader,White,White,National questionnaire,White,East,,,,,Did not vote,Female,White women,Non married women,"Cities 10,000-50,000",Small Cities/Rural,English, New York,No,,,Election day exit poll,,,,,,Version 2,,No,,,,,,,,Suburb,Rural,Rural,Downscale,14020.0,0.832519769668579
70646.0,,,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,Latino 18-29,Latino 18-29,,,,Complete,,,,,Call 3,20.0,Yes,Only cell phone service,No,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,,Yes,3.0,,,,,,,Did not vote,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,,,,,No,Yes,All others,No,,,,,,,The middle class,18-44,18-64,Women without children,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Liberal,2.0,Barack Obama,,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,East,None,None,The middle class,,Did not vote,Female,Latino women,Non married women,"Cities 50,000-500,000","Cities over 50,000",English, New York,,,,Election day exit poll,,,,Generally going in the right direction,No,Version 5,Non-white,No,,Yes,"Women, no kids",Working women,,,Working women,Suburb,Urban,Urban Core,Upscale,12203.0,0.604590952396393
70858.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,,Complete,A minor factor,Not important,Factor,,Call 3,24.0,,,Yes,,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,Worse today,,4.0,Government is doing too many things better left to businesses and individuals,,,,,,Did not vote,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,,,The economy,,No,Married with children,Yes,,,,,,,,18-44,18-64,Women with children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,72.0,Barack Obama,Is a strong leader,White,White,National questionnaire,White,East,,,,,Did not vote,Female,White women,Married women,Suburbs,Suburbs,English, New York,,,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,,,Version 1,,No,,,,,,,,Suburb,70s Suburbs,Urban Perimeter,Very upscale,13215.0,0.579709351062775
72409.0,Legal,Legal in all cases,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,Latino 30-44,Latino 30-44,A few times a year,Occasionally,Catholic/Do not attend weekly,Complete,,,,No,Call 3,3.0,,,No,I like my candidate but with reservations,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,,2.0,,,,,,,Did not vote,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",,,,,,,Yes,All others,Yes,,,,,,,,18-44,18-64,Men without children,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent,All others,Liberal,64.0,Barack Obama,,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,East,Catholic,Catholic,,Yes,Kirsten Gillibrand,Male,Latino men,Married men,Suburbs,Suburbs,English, New York,,,Oppose,Election day exit poll,,,,,,Version 3,Non-white,No,All others,,,,No,,,High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,11579.0,0.816462695598602
15690.0,,,45-65,30-59,45+,45-59,40-49,45-49,Black 45-59,Black 45-59,Black 45-64,,,,Complete,,,,,Call 1,16.0,Yes,Both regular land-line and cell phone service,Yes,,,,,,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,,No,3.0,,,,,,,Did not vote,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",,,,,,Yes,No,Married with children,Yes,,,,,,,The middle class,45+,18-64,Women with children,Independent/Something else,Black non-Democrat,Black Independent,Independent,All others,Moderate,105.0,Barack Obama,,Black,Black,National questionnaire,Black,East,Protestant/Other Non-Catholic Christian,Protestant,The rich,,Kirsten Gillibrand,Female,Black women,Married women,Suburbs,Suburbs,English, New York,,,,Election day exit poll,,,,Generally going in the right direction,No,Version 5,Non-white,No,,Yes,Working mom,Working women,,,Working women,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Downscale,10550.0,1.76723253726959
71575.0,,,,,,,,,,,,,,,Complete,,,,,Call 3,15.0,Yes,Both regular land-line and cell phone service,No,,,,,,,High school graduate,No college degree,High school graduate or less,Non white no college degree,Favorable,Unfavorable,,No,1.0,,,,,,,Did not vote,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,,,,,Yes,Yes,All others,Yes,,,,,,,The middle class,,,Women without children,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Liberal,10.0,Barack Obama,,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,East,Protestant/Other Non-Catholic Christian,Protestant,The rich,,Kirsten Gillibrand,Female,Latino women,Married women,"Cities over 500,000","Cities over 50,000",English, New York,,,,Election day exit poll,,,,Generally going in the right direction,No,Version 5,Non-white,No,,No,"Women, no kids",Non-working women,,,All others,Extremely High Density Urban,Urban,Urban Core,Very downscale,10453.0,1.06304061412811
14792.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,,Complete,,,,,Call 1,25.0,,,,,Getting better,George W. Bush,Getting better,,Rising prices,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,4.0,,,,,,,Did not vote,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,,Health care,,No,,Yes,Good,Excellent or good,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",,18-44,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,46.0,Barack Obama,Has a vision for the future,White,White,National questionnaire,White,East,,,,,Kirsten Gillibrand,Male,White men,Married men,Suburbs,Suburbs,English, New York,Yes,,,Election day exit poll,,,,,,Version 2,,No,,,,,,,,High Density Urban,60s Suburbs,Urban Perimeter,Upscale,14616.0,1.00587391853333
71438.0,,,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,Latino 45-59,Latino 45-64,,,,Complete,,,,,Call 3,15.0,Yes,Only cell phone service,Yes,,,,,,,High school graduate,No college degree,High school graduate or less,Non white no college degree,Favorable,Unfavorable,,No,1.0,,,,,,,Did not vote,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,,,,,No,Yes,Married with children,Yes,,,,,,,The middle class,45+,18-64,Men with children,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Moderate,10.0,Barack Obama,,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,East,Catholic,Catholic,The rich,,Kirsten Gillibrand,Male,Latino men,Married men,"Cities over 500,000","Cities over 50,000",Spanish, New York,,,,Election day exit poll,,,,Generally going in the right direction,Yes,Version 5,Non-white,No,,Yes,All men,Working men,,,All others,Extremely High Density Urban,Urban,Urban Core,Very downscale,10453.0,1.2006641626358
71322.0,,,,,,,,,,,,,,,Complete,,,,,Call 3,15.0,,,,,Staying about the same,George W. Bush,Good and staying the same,,Unemployment,No high school diploma,No college degree,High school graduate or less,Non white no college degree,,,,,1.0,,,,,,,Did not vote,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,,,,Omit,,No,,Yes,Good,Excellent or good,,,Omit,Omit,,,,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Liberal,10.0,Barack Obama,Cares about people like me,Black,Black,National questionnaire,Black,East,,,,,Kirsten Gillibrand,Female,Black women,Married women,"Cities over 500,000","Cities over 50,000",English, New York,No,,,Election day exit poll,,,,,,Version 2,,No,,,,,,,,Extremely High Density Urban,Urban,Urban Core,Very downscale,10453.0,1.16946351528168
14391.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,,,,Call 1,20.0,,,,,Getting better,George W. Bush,Getting better,,Taxes,High school graduate,No college degree,High school graduate or less,White no college degree,,,,,3.0,,,,,,,Did not vote,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,,The economy,,No,,Yes,Good,Excellent or good,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",,45+,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,2.0,Barack Obama,Has a vision for the future,White,White,National questionnaire,White,East,,,,,Kirsten Gillibrand,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",English, New York,No,,,Election day exit poll,,,,,,Version 2,,No,,,,,,,,Suburb,Urban,Urban Core,Upscale,12203.0,0.660169184207916
45620.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,,Complete,An important factor,Important,Factor,,Call 2,3.0,,,No,,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,Better today,,2.0,Government should do more to solve problems,,,,,,Did not vote,,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and white",,,,,Federal budget deficit,,No,All others,Yes,,,,,,,,45+,65+,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,64.0,Barack Obama,Shares my values,White,White,National questionnaire,White,East,,,,,Kirsten Gillibrand,Female,White women,Married women,Suburbs,Suburbs,English, New York,,,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,,,Version 1,,No,,,,,,,,High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,11579.0,0.841382145881653
45102.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,,Complete,,,,,Call 2,27.0,,,,,Staying about the same,Omit,Poor and staying the same,,Unemployment,College graduate,College graduate,More than High school graduate,White college degree,,,,,5.0,,,,,,,Did not vote,,,,,,,,,,,,Omit,,No,,No,Not so good,Not so good or poor,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",,45+,65+,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,,27.0,Barack Obama,Omit,White,White,National questionnaire,White,East,,,,,Wendy Long,Female,White women,Non married women,"Cities 10,000-50,000",Small Cities/Rural,English, New York,No,,,Election day exit poll,,,,,,Version 2,,No,,,,,,,,Suburb,Rural,Rural,Downscale,14020.0,1.06022953987122
