ID,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BROWNLIB,CALL,CDNUM,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVBROWN2,FAVOBAMA2,FAVROMN2,FAVWARREN2,GEOCODE,GOVTDO10,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,ISSUE12,LATINO,MARRIED,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSMA12,QRACE3,QRACEAI,QTYPE,QUALSEN12MA,RACE,REGION,SENMA12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,UNFAIRMA12,UNFRBROWN,UNFRWARREN,VERSION,WARRENLIB,WHNCLINC,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
65326.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,Latino 18-29,Latino 18-29,Complete,,Call 3,6.0,College graduate,College graduate,More than High school graduate,Non white college degree,,,,,2.0,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",,Yes,No,18-44,18-64,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent,All others,Liberal,6.0,Barack Obama,Other,Hispanic/Latino,National questionnaire,,Hispanic/Latino,East,Elizabeth Warren,Male,Latino men,Non married men,Suburbs,Suburbs,Massachusetts,Election day exit poll,,,,,,,Version 3,,No,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,1915.0,0.92001748085022
63303.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,Call 3,6.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,1.0,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,No,No,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,75.0,Barack Obama,White,White,National questionnaire,,White,East,Elizabeth Warren,Male,White men,Non married men,Suburbs,Suburbs,Massachusetts,Election day exit poll,,,,,,,Version 3,,No,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,1960.0,0.881227195262909
18728.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,Complete,,Call 1,1.0,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,5.0,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,No,Yes,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,100.0,Barack Obama,White,White,National questionnaire,,White,East,Elizabeth Warren,Male,White men,Married men,Suburbs,Suburbs,Massachusetts,Election day exit poll,,,,,,,Version 3,,No,Extremely Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,1264.0,1.46888625621796
18725.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,Call 1,8.0,College graduate,College graduate,More than High school graduate,White college degree,,,,,3.0,,100k or more,"$30,000 or more",50k or more,"$200,000 - $249,999",100 thousand or more,"Over $50,000 and white",,No,Yes,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,88.0,Barack Obama,White,White,National questionnaire,,White,East,Elizabeth Warren,Male,White men,Married men,Suburbs,Suburbs,Massachusetts,Election day exit poll,,,,,,,Version 3,,No,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,2066.0,0.869228303432465
69182.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,Complete,,Call 3,9.0,High school graduate,No college degree,High school graduate or less,White no college degree,,,,,4.0,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,No,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,67.0,Barack Obama,White,White,National questionnaire,,White,East,Elizabeth Warren,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",Massachusetts,Election day exit poll,,,,,,,Version 4,,No,High Density Urban,Urban,Urban Core,Very downscale,2746.0,2.2752161026001
63202.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,All others,All others,Complete,,Call 3,5.0,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,,,2.0,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",,No,,45+,18-64,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,Liberal,107.0,Barack Obama,Other,Asian,National questionnaire,,Asian,East,Elizabeth Warren,Female,All other races,,Suburbs,Suburbs,Massachusetts,Election day exit poll,,,,,,,Version 4,,No,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,1778.0,0.886511266231537
67221.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,Complete,,Call 3,1.0,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,5.0,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,No,Yes,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,100.0,Barack Obama,White,White,National questionnaire,,White,East,Elizabeth Warren,Female,White women,Married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,,,,,,,Version 3,,No,Extremely Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,1264.0,1.33236396312714
22600.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,All others,All others,Complete,,Call 1,7.0,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,,,1.0,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",,No,,18-44,18-64,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,Liberal,92.0,Barack Obama,Other,Asian,National questionnaire,,Asian,East,Elizabeth Warren,Male,All other races,,Suburbs,Suburbs,Massachusetts,Election day exit poll,,,,,,,Version 4,,No,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Upscale,2144.0,1.17369973659515
67129.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Complete,,Call 3,7.0,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,1.0,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,No,No,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,92.0,Barack Obama,White,White,National questionnaire,,White,East,Elizabeth Warren,Female,White women,Non married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,,,,,,,Version 3,,No,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Upscale,2144.0,0.932273387908936
63043.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,All others,All others,Complete,,Call 3,8.0,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,,3.0,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,No,,18-44,18-64,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,Conservative,88.0,Barack Obama,Other,Other,National questionnaire,,Other,East,Elizabeth Warren,Male,All other races,,Suburbs,Suburbs,Massachusetts,Election day exit poll,,,,,,,Version 4,,No,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,2066.0,0.840535283088684
33568.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,Call 2,8.0,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,3.0,,,,,,,,,No,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,88.0,Barack Obama,White,White,National questionnaire,,White,East,Elizabeth Warren,Female,White women,,Suburbs,Suburbs,Massachusetts,Election day exit poll,,,,,,,Version 4,,No,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,2066.0,0.788439869880676
22462.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Complete,,Call 1,7.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,1.0,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,No,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,92.0,Barack Obama,White,White,National questionnaire,,White,East,Elizabeth Warren,Female,White women,,Suburbs,Suburbs,Massachusetts,Election day exit poll,,,,,,,Version 4,,Yes,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Upscale,2144.0,0.932273387908936
66948.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,,Call 3,2.0,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,5.0,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,No,Yes,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,96.0,Barack Obama,White,White,National questionnaire,,White,East,Elizabeth Warren,Female,White women,Married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,,,,,,,Version 3,,No,Suburb,70s Suburbs,Urban Perimeter,Very upscale,1590.0,0.782237470149994
62838.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,,Call 3,5.0,College graduate,College graduate,More than High school graduate,White college degree,,,,,2.0,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,No,Yes,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,107.0,Barack Obama,White,White,National questionnaire,,White,East,Elizabeth Warren,Female,White women,Married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,,,,,,,Version 3,,No,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,1778.0,0.886511266231537
21628.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,Complete,,Call 1,7.0,College graduate,College graduate,More than High school graduate,White college degree,,,,,1.0,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,No,No,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,92.0,Barack Obama,White,White,National questionnaire,,White,East,Elizabeth Warren,Male,White men,Non married men,Suburbs,Suburbs,Massachusetts,Election day exit poll,,,,,,,Version 3,,No,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Upscale,2144.0,1.17369973659515
68686.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,Not complete,,Call 3,9.0,,,,,,,,,4.0,,,,,,,,,No,Yes,18-44,18-64,,,,,,,67.0,Barack Obama,White,White,National questionnaire,,White,East,Elizabeth Warren,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",Massachusetts,Election day exit poll,,,,,,,Version 2,,,High Density Urban,Urban,Urban Core,Very downscale,2746.0,1.99238932132721
22234.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,All others,All others,Complete,,Call 1,7.0,College graduate,College graduate,More than High school graduate,Non white college degree,,,,,1.0,,,,,,,,,No,,18-44,18-64,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,Liberal,92.0,Barack Obama,Other,Asian,National questionnaire,,Asian,East,Elizabeth Warren,Female,All other races,,Suburbs,Suburbs,Massachusetts,Election day exit poll,,,,,,,Version 4,,No,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Upscale,2144.0,1.064612865448
26161.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,,Call 1,5.0,College graduate,College graduate,More than High school graduate,White college degree,,,,,2.0,,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and white",,No,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,107.0,Barack Obama,White,White,National questionnaire,,White,East,Elizabeth Warren,Male,White men,,Suburbs,Suburbs,Massachusetts,Election day exit poll,,,,,,,Version 4,,No,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,1778.0,0.977348685264587
38302.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,Complete,,Call 2,6.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,2.0,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,No,No,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,6.0,Barack Obama,White,White,National questionnaire,,White,East,Elizabeth Warren,Female,White women,Non married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,,,,,,,Version 3,,No,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,1915.0,0.862995803356171
62718.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Complete,,Call 3,5.0,College graduate,College graduate,More than High school graduate,White college degree,,,,,2.0,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,No,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,107.0,Barack Obama,White,White,National questionnaire,,White,East,Elizabeth Warren,Male,White men,,Suburbs,Suburbs,Massachusetts,Election day exit poll,,,,,,,Version 4,,No,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,1778.0,0.977348685264587
66615.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,Complete,,Call 3,1.0,College graduate,College graduate,More than High school graduate,White college degree,,,,,5.0,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,No,Yes,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,100.0,Barack Obama,White,White,National questionnaire,,White,East,Elizabeth Warren,Male,White men,Married men,Suburbs,Suburbs,Massachusetts,Election day exit poll,,,,,,,Version 3,,No,Extremely Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,1264.0,1.24383234977722
22075.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,Call 1,7.0,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,1.0,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,No,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,92.0,Barack Obama,White,White,National questionnaire,,White,East,Elizabeth Warren,Female,White women,,Suburbs,Suburbs,Massachusetts,Election day exit poll,,,,,,,Version 4,,No,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Upscale,2144.0,1.10095512866974
66578.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,,Call 3,2.0,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,5.0,,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and white",,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,96.0,Barack Obama,White,White,National questionnaire,,White,East,Elizabeth Warren,Female,White women,,Suburbs,Suburbs,Massachusetts,Election day exit poll,,,,,,,Version 3,,No,Suburb,70s Suburbs,Urban Perimeter,Very upscale,1590.0,0.782237470149994
22001.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,Complete,,Call 1,7.0,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,1.0,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,No,Yes,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,92.0,Barack Obama,White,White,National questionnaire,,White,East,Elizabeth Warren,Male,White men,Married men,Suburbs,Suburbs,Massachusetts,Election day exit poll,,,,,,,Version 3,,No,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Upscale,2144.0,1.02779984474182
70587.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,Not complete,,Call 3,9.0,,,,,,,,,4.0,,,,,,,,,No,No,18-44,18-64,,,,,,,67.0,Barack Obama,White,White,National questionnaire,,White,East,Elizabeth Warren,Male,White men,Non married men,"Cities 50,000-500,000","Cities over 50,000",Massachusetts,Election day exit poll,,,,,,,Version 1,,,High Density Urban,Urban,Urban Core,Very downscale,2746.0,2.5083487033844
21923.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,All others,All others,Complete,,Call 1,7.0,College graduate,College graduate,More than High school graduate,Non white college degree,,,,,1.0,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",,No,No,18-44,18-64,Independent/Something else,Non-black non-Democrat,All Other,Independent,All others,Moderate,92.0,Barack Obama,Other,Asian,National questionnaire,,Asian,East,Elizabeth Warren,Male,All other races,Non married men,Suburbs,Suburbs,Massachusetts,Election day exit poll,,,,,,,Version 3,,No,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Upscale,2144.0,1.02779984474182
66422.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,Complete,,Call 3,7.0,College graduate,College graduate,More than High school graduate,White college degree,,,,,1.0,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,No,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,92.0,Barack Obama,White,White,National questionnaire,,White,East,Elizabeth Warren,Female,White women,,Suburbs,Suburbs,Massachusetts,Election day exit poll,,,,,,,Version 4,,No,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Upscale,2144.0,0.932273387908936
21800.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,Complete,,Call 1,6.0,College graduate,College graduate,More than High school graduate,White college degree,,,,,2.0,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,No,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,6.0,Barack Obama,White,White,National questionnaire,,White,East,Elizabeth Warren,Female,White women,,Suburbs,Suburbs,Massachusetts,Election day exit poll,,,,,,,Version 4,,No,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,1915.0,0.730772793292999
