ID,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,CALL,CDNUM,DESCRIBP12,ECONBETT,ECONDIR,ECONISS12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,ENVIRON,FAVOBAMA2,FAVROMN2,FINSIT,GEOCODE,GOVTDO10,HANDLEECON12,HEALTHCARE12,HEALTHCARE12B,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,INTOUCH12,ISSUE12,LATINO,MARRIED,MEAS80OR,NEC,NEC2,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSOR12,QLT12,QRACE3,QRACEAI,QTYPE,RACE,REGION,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,VERSION,WHNCLINC,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
1743.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,4.0,I dislike the other candidates,Staying about the same,Poor and staying the same,Taxes,College graduate,College graduate,More than High school graduate,White college degree,Keeping jobs in your state,Unfavorable,Favorable,Worse today,4.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Omit,Federal budget deficit,No,Yes,No,Not so good,Not so good or poor,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,50015.0,,Omit,White,White,State questionnaire,White,West,Male,White men,Married men,Rural,Small Cities/Rural,Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Extremely Low Density Rural,Rural,Rural,Very downscale,97523.0,0.14583232998848
1436.0,,,,,,,,,,Complete,,2.0,I like my candidate but with reservations,Staying about the same,Poor and staying the same,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Keeping jobs in your state,Omit,Omit,About the same,4.0,Government is doing too many things better left to businesses and individuals,Omit,Omit,Omit,,,,,,,Omit,The economy,No,Yes,No,Not so good,Not so good or poor,,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,50007.0,,Omit,White,White,State questionnaire,White,West,Female,White women,Married women,Rural,Small Cities/Rural,Oregon,Telephone survey,Omit,Omit,Omit,Version 1,,Extremely Low Density Rural,Rural,Rural,Very downscale,97918.0,0.0495181754231453
1355.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,,2.0,Omit,Getting worse,Worse,Rising prices,College graduate,College graduate,More than High school graduate,White college degree,Keeping jobs in your state,Favorable,Unfavorable,About the same,4.0,Government is doing too many things better left to businesses and individuals,Barack Obama,Repeal all of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Barack Obama,The economy,No,No,No,Not so good,Not so good or poor,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,50007.0,,Cares about people like me,White,White,State questionnaire,White,West,Female,White women,Non married women,"Cities 10,000-50,000",Small Cities/Rural,Oregon,Telephone survey,Omit,Omit,Omit,Version 1,No,Extremely Low Density Rural,Rural,Rural,Very downscale,97754.0,0.226440921425819
1249.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Complete,,2.0,I strongly favor my candidate,Staying about the same,Poor and staying the same,Rising prices,High school graduate,No college degree,High school graduate or less,White no college degree,Keeping jobs in your state,Unfavorable,Favorable,Better today,4.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,Repeal some of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,The economy,No,Yes,No,Not so good,Not so good or poor,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,50007.0,,Shares my values,White,White,State questionnaire,White,West,Male,White men,Married men,Rural,Small Cities/Rural,Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Extremely Low Density Rural,Rural,Rural,Very downscale,97869.0,0.373667299747467
1239.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,2.0,Omit,Getting better,Getting better,Unemployment,College graduate,College graduate,More than High school graduate,White college degree,Keeping jobs in your state,Favorable,Favorable,Worse today,4.0,Government is doing too many things better left to businesses and individuals,Omit,Repeal all of it,Repeal some of it or repeal all of it,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Omit,Omit,No,Yes,No,Good,Excellent or good,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,,50007.0,,Omit,White,White,State questionnaire,White,West,Male,White men,Married men,"Cities 10,000-50,000",Small Cities/Rural,Oregon,Telephone survey,In October,"In October, in September, or before that",Just today or in the last few days or in October,Version 1,No,Extremely Low Density Rural,Rural,Rural,Very downscale,97754.0,0.14583232998848
1189.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,Complete,,2.0,I strongly favor my candidate,Getting worse,Worse,Rising prices,College graduate,College graduate,More than High school graduate,White college degree,Keeping jobs in your state,Unfavorable,Favorable,Worse today,4.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Mitt Romney,The economy,No,Yes,No,Poor,Not so good or poor,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,50007.0,,Shares my values,White,White,State questionnaire,White,West,Female,White women,Married women,Rural,Small Cities/Rural,Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Extremely Low Density Rural,Rural,Rural,Very downscale,97630.0,0.331751763820648
1403.0,45-65,60+,45+,60+,50-64,60-64,,,,Complete,,2.0,I strongly favor my candidate,Getting worse,Worse,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,,Keeping jobs in your state,Unfavorable,Favorable,Worse today,4.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,,,,,,,Mitt Romney,The economy,,Yes,No,Poor,Not so good or poor,45+,18-64,,,,,,Conservative,50007.0,,Has a vision for the future,,,State questionnaire,,West,Female,,Married women,"Cities 10,000-50,000",Small Cities/Rural,Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,,Low Density Rural,Rural,Rural,Very downscale,97526.0,0.149077266454697
1296.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,2.0,I like my candidate but with reservations,Getting worse,Worse,Rising prices,,,,,Keeping jobs in your state,Omit,Omit,About the same,4.0,Government is doing too many things better left to businesses and individuals,Omit,Omit,Omit,,,,,,,Omit,The economy,No,No,No,Omit,Omit,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,50007.0,,Omit,White,White,State questionnaire,White,West,Female,White women,Non married women,"Cities 10,000-50,000",Small Cities/Rural,Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,,Low Density Rural,Rural,Rural,Very downscale,97526.0,0.147724092006683
1276.0,65+,60+,45+,60+,65+,65 or over,,,,Complete,,2.0,I strongly favor my candidate,Getting worse,Worse,Rising prices,No high school diploma,No college degree,High school graduate or less,,Keeping jobs in your state,Omit,Omit,About the same,4.0,Government is doing too many things better left to businesses and individuals,Omit,Repeal all of it,Repeal some of it or repeal all of it,,,,,,,Omit,The economy,,Yes,No,Poor,Not so good or poor,45+,65+,,,,,,,50007.0,,Omit,,,State questionnaire,,West,Male,,Married men,"Cities 10,000-50,000",Small Cities/Rural,Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,,Low Density Rural,Rural,Rural,Very downscale,97526.0,0.127714172005653
1407.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,,2.0,I like my candidate but with reservations,Getting worse,Worse,Rising prices,High school graduate,No college degree,High school graduate or less,White no college degree,Keeping jobs in your state,Unfavorable,Favorable,Worse today,4.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Mitt Romney,The economy,No,Yes,No,Poor,Not so good or poor,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,50007.0,,Has a vision for the future,White,White,State questionnaire,White,West,Female,White women,Married women,Suburbs,Suburbs,Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,Yes,Extremely Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,97537.0,0.226440921425819
1258.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,2.0,Omit,Omit,Omit,Rising prices,High school graduate,No college degree,High school graduate or less,White no college degree,Keeping jobs in your state,Omit,Omit,Omit,4.0,Omit,Barack Obama,Omit,Omit,,,,,,,Omit,Omit,No,No,No,Omit,Omit,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,,50007.0,,Cares about people like me,White,White,State questionnaire,White,West,Female,White women,Non married women,Suburbs,Suburbs,Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very downscale,97540.0,0.147724092006683
2264.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,5.0,I like my candidate but with reservations,Getting worse,Worse,Rising prices,College graduate,College graduate,More than High school graduate,White college degree,Keeping jobs in your state,Unfavorable,Favorable,About the same,3.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,,,,,,,Mitt Romney,The economy,No,Yes,No,Poor,Not so good or poor,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,50018.0,,Has a vision for the future,White,White,State questionnaire,White,West,Female,White women,Married women,Suburbs,Suburbs,Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,97026.0,0.138511165976524
1220.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,Complete,,2.0,I dislike the other candidates,Getting better,Getting better,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Keeping jobs in your state,Unfavorable,Unfavorable,Worse today,4.0,Government is doing too many things better left to businesses and individuals,Omit,Repeal all of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Barack Obama,The economy,No,Yes,No,Poor,Not so good or poor,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,50007.0,,Omit,White,White,State questionnaire,White,West,Female,White women,Married women,Suburbs,Suburbs,Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,97503.0,0.873066365718842
982.0,45-65,30-59,45+,45-59,50-64,50-59,,,,Complete,,1.0,I dislike the other candidates,Getting worse,Worse,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,,Keeping jobs in your state,Unfavorable,Unfavorable,Worse today,2.0,Government is doing too many things better left to businesses and individuals,Omit,Repeal all of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,,Omit,The economy,No,No,No,Poor,Not so good or poor,45+,18-64,Independent/Something else,,,Independent,,Liberal,50001.0,,Has a vision for the future,,,State questionnaire,,West,Male,,Non married men,Suburbs,Suburbs,Oregon,Telephone survey,Omit,Omit,Omit,Version 1,No,Extremely Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,97016.0,0.234577536582947
11339.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,4.0,,Getting better,Getting better,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,3.0,,,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,Omit,No,Yes,No,Not so good,Not so good or poor,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,50014.0,,Omit,White,White,National questionnaire,White,West,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",Oregon,Telephone survey,,,,Version 2,Yes,Suburb,Urban,Urban Core,Very downscale,97477.0,0.161216884851456
1197.0,,,,,,,,,,Complete,,2.0,I strongly favor my candidate,Getting worse,Worse,Rising prices,College graduate,College graduate,More than High school graduate,,Keeping jobs in your state,Omit,Omit,Worse today,4.0,Government is doing too many things better left to businesses and individuals,Omit,Repeal all of it,Repeal some of it or repeal all of it,,,,,,,Omit,Health care,,Yes,No,Poor,Not so good or poor,,,Independent/Something else,,,Something else,,Conservative,50007.0,,Is a strong leader,,,State questionnaire,,West,Female,,Married women,"Cities 10,000-50,000",Small Cities/Rural,Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,,Extremely Low Density Rural,Rural,Rural,Downscale,97601.0,0.0433660596609116
1760.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,Complete,,4.0,I dislike the other candidates,Staying about the same,Poor and staying the same,Taxes,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Keeping jobs in your state,Favorable,Unfavorable,About the same,4.0,Government is doing too many things better left to businesses and individuals,Barack Obama,Repeal some of it,Repeal some of it or repeal all of it,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Omit,Federal budget deficit,No,Yes,No,Poor,Not so good or poor,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,50015.0,,Has a vision for the future,White,White,State questionnaire,White,West,Female,White women,Married women,"Cities 10,000-50,000",Small Cities/Rural,Oregon,Telephone survey,In October,"In October, in September, or before that",Just today or in the last few days or in October,Version 1,Yes,Low Density Rural,Rural,Rural,Downscale,97470.0,1.03983426094055
