ID,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND,ATTEND2,BACKSIDE,CALL,CDNUM,DESCRIBP12,ECONBETT,ECONDIR,ECONISS12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVOBAMA2,FAVROMN2,FINSIT,GEOCODE,GOVTDO10,GOVWA12,HANDLEECON12,HEALTHCARE12,HEALTHCARE12B,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,INIT502WA,INTOUCH12,ISSUE12,LATINO,MARRIED,MEAS74WA,NEC,NEC2,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSWA12,QLT12,QRACE3,QRACEAI,QTYPE,RACE,REGION,SENWA12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,UNIONHH12,VERSION,WHNCLINC,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
12111.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,Latino 30-44,Latino 30-44,A few times a year,Occasionally,Complete,,6.0,I like my candidate but with reservations,,,,College graduate,College graduate,More than High school graduate,Non white college degree,,,,2.0,,Jay Inslee,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",Yes,,,Yes,Yes,Approve,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,Latino Independent,Something else,All others,Moderate,50021.0,Barack Obama,,Other,American Indian,National questionnaire,Hispanic/Latino,West,,Female,Latino women,Married women,"Cities 10,000-50,000",Small Cities/Rural,Washington,Telephone survey,,,,,Version 3,No,Suburb,Rural,Rural,Very upscale,98383.0,1.23322653770447
12110.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,A few times a year,Occasionally,Complete,,6.0,I like my candidate but with reservations,,,,College graduate,College graduate,More than High school graduate,White college degree,,,,3.0,,Jay Inslee,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Yes,,,No,Yes,Approve,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,50022.0,Barack Obama,,White,White,National questionnaire,White,West,,Female,White women,Married women,Rural,Small Cities/Rural,Washington,Telephone survey,,,,,Version 3,No,Low Density Rural,Rural,Rural,Downscale,98528.0,0.873593688011169
12107.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,A few times a year,Occasionally,Complete,,5.0,I like my candidate but with reservations,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,4.0,,Jay Inslee,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Yes,,,No,No,Approve,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,50019.0,Mitt Romney,,White,White,National questionnaire,White,West,,Male,White men,Non married men,"Cities 10,000-50,000",Small Cities/Rural,Washington,Telephone survey,,,,,Version 3,Yes,Town,Rural,Rural,Downscale,99362.0,2.84798836708069
12106.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,Never,Never,Complete,,4.0,I strongly favor my candidate,,,,College graduate,College graduate,More than High school graduate,White college degree,,,,4.0,,Jay Inslee,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",No,,,No,Yes,Approve,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,50015.0,Barack Obama,,White,White,National questionnaire,White,West,,Male,White men,Married men,Rural,Small Cities/Rural,Washington,Telephone survey,,,,,Version 3,No,Extremely Low Density Rural,Rural,Rural,Very downscale,98855.0,0.764022588729858
12104.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,A few times a year,Occasionally,Complete,,4.0,I like my candidate but with reservations,,,,College graduate,College graduate,More than High school graduate,White college degree,,,,4.0,,,,,,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and white",,,,No,Yes,Reject,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,50015.0,Mitt Romney,,White,White,National questionnaire,White,West,,Male,White men,Married men,"Cities 10,000-50,000",Small Cities/Rural,Washington,Telephone survey,,,,,Version 3,No,Low Density Rural,Rural,Rural,Very upscale,99352.0,1.67152297496796
12102.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Once a week,Weekly,Complete,,3.0,I strongly favor my candidate,,,,College graduate,College graduate,More than High school graduate,White college degree,,,,3.0,,Rob McKenna,,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",No,,,No,Yes,Reject,,,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,50010.0,Mitt Romney,,White,White,National questionnaire,White,West,,Male,White men,Married men,"Cities 10,000-50,000",Small Cities/Rural,Washington,Telephone survey,,,,,Version 3,No,Suburb,Rural,Rural,Downscale,98632.0,0.507024824619293
12096.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Omit,Omit,Complete,,2.0,I dislike the other candidates,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,2.0,,Jay Inslee,,,,,,,,,,No,,,No,Yes,Approve,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Moderate,50005.0,Barack Obama,,White,White,National questionnaire,White,West,,Male,White men,Married men,Rural,Small Cities/Rural,Washington,Telephone survey,,,,,Version 3,,Low Density Rural,Rural,Rural,Very downscale,98284.0,2.15207147598267
11371.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,Complete,,8.0,,Getting worse,Worse,Unemployment,High school graduate,No college degree,High school graduate or less,White no college degree,,,,4.0,,Rob McKenna,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",No,,The economy,No,Yes,Reject,Poor,Not so good or poor,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,50031.0,Mitt Romney,Has a vision for the future,White,White,National questionnaire,White,West,,Male,White men,Married men,"Cities 10,000-50,000",Small Cities/Rural,Washington,Telephone survey,,,,,Version 2,No,Extremely Low Density Rural,Rural,Rural,Downscale,98926.0,1.84333896636963
11364.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,,,Complete,,6.0,,Getting better,Getting better,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,3.0,,Jay Inslee,,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Yes,,Health care,No,No,Approve,Good,Excellent or good,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,50022.0,Barack Obama,Shares my values,White,White,National questionnaire,White,West,,Female,White women,Non married women,Rural,Small Cities/Rural,Washington,Telephone survey,,,,,Version 2,Yes,Low Density Rural,Rural,Rural,Downscale,98382.0,0.404419869184494
11361.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,Complete,,6.0,,Staying about the same,Poor and staying the same,Unemployment,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,3.0,,Rob McKenna,,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",No,,The economy,No,Yes,Reject,Poor,Not so good or poor,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,50022.0,Mitt Romney,Is a strong leader,White,White,National questionnaire,White,West,,Male,White men,Married men,Rural,Small Cities/Rural,Washington,Telephone survey,,,,,Version 2,Yes,Extremely Low Density Rural,Rural,Rural,Downscale,98563.0,1.05919873714447
11359.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,All others,All others,,,Complete,,5.0,,Omit,Omit,Rising prices,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,,4.0,,Rob McKenna,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",No,,The economy,No,Yes,Reject,Poor,Not so good or poor,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,All others,Conservative,50019.0,Mitt Romney,Shares my values,Other,American Indian,National questionnaire,Other,West,,Male,All other races,Married men,Rural,Small Cities/Rural,Washington,Telephone survey,,,,,Version 2,No,Extremely Low Density Rural,Rural,Rural,Very downscale,99114.0,0.608054459095001
11356.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,,,Complete,,3.0,,Getting better,Getting better,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,3.0,,Jay Inslee,,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Did not vote,,Federal budget deficit,No,Yes,Approve,Good,Excellent or good,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Conservative,50010.0,Barack Obama,Is a strong leader,White,White,National questionnaire,White,West,,Male,White men,Married men,Rural,Small Cities/Rural,Washington,Telephone survey,,,,,Version 2,Yes,Extremely Low Density Rural,Rural,Rural,Very downscale,98616.0,0.353695243597031
11354.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,Complete,,3.0,,Getting worse,Worse,Unemployment,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,4.0,,Rob McKenna,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Yes,,Foreign policy,No,Yes,Reject,Not so good,Not so good or poor,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,50011.0,Mitt Romney,Shares my values,White,White,National questionnaire,White,West,,Female,White women,Married women,Rural,Small Cities/Rural,Washington,Telephone survey,,,,,Version 2,Yes,Extremely Low Density Rural,Rural,Rural,Very downscale,98672.0,2.08772969245911
10629.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,Complete,,8.0,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,Worse today,4.0,Omit,Rob McKenna,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Yes,,Omit,No,No,Reject,,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,50031.0,,Omit,White,White,National questionnaire,White,West,,Male,White men,Non married men,Rural,Small Cities/Rural,Washington,Telephone survey,Omit,Omit,Omit,,Version 1,No,Extremely Low Density Rural,Rural,Rural,Downscale,98802.0,0.0994006171822548
10621.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,,,Complete,,6.0,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,About the same,3.0,Government is doing too many things better left to businesses and individuals,Rob McKenna,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",No,,The economy,No,No,Did not vote,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,50022.0,Mitt Romney,Cares about people like me,White,White,National questionnaire,White,West,,Male,White men,Non married men,Rural,Small Cities/Rural,Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,,Version 1,Yes,Low Density Rural,Rural,Rural,Downscale,98528.0,0.345385611057281
10620.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,Complete,,6.0,,,,,No high school diploma,No college degree,High school graduate or less,White no college degree,,,Worse today,3.0,Omit,Jay Inslee,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Yes,,The economy,No,No,Reject,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,,50022.0,Barack Obama,Has a vision for the future,White,White,National questionnaire,White,West,,Female,White women,Non married women,Rural,Small Cities/Rural,Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,,Version 1,Yes,Town,Rural,Rural,Very downscale,98569.0,0.98491770029068
10619.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,,,Complete,,6.0,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,Worse today,3.0,Government is doing too many things better left to businesses and individuals,Rob McKenna,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",No,,The economy,No,Yes,Reject,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,50022.0,Mitt Romney,Is a strong leader,White,White,National questionnaire,White,West,,Male,White men,Married men,"Cities 10,000-50,000",Small Cities/Rural,Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,,Version 1,No,Low Density Rural,Rural,Rural,Very downscale,98584.0,0.690771222114563
10618.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,Complete,,5.0,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,Better today,4.0,Government is doing too many things better left to businesses and individuals,Rob McKenna,,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Yes,,Health care,No,Yes,Approve,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,50019.0,Barack Obama,Has a vision for the future,White,White,National questionnaire,White,West,,Male,White men,Married men,Rural,Small Cities/Rural,Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,,Version 1,No,Extremely Low Density Rural,Rural,Rural,Downscale,99161.0,2.02449870109558
10617.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,Complete,,5.0,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,About the same,4.0,Government is doing too many things better left to businesses and individuals,Rob McKenna,,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",No,,Federal budget deficit,No,Yes,Reject,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,50019.0,Mitt Romney,Shares my values,White,White,National questionnaire,White,West,,Female,White women,Married women,Rural,Small Cities/Rural,Washington,Telephone survey,In October,"In October, in September, or before that",Just today or in the last few days or in October,,Version 1,Yes,Extremely Low Density Rural,Rural,Rural,Very downscale,99173.0,1.11239230632782
10615.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,,,Complete,,5.0,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,Better today,4.0,Government is doing too many things better left to businesses and individuals,Rob McKenna,,,,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and white",No,,The economy,No,Yes,Reject,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,50019.0,Mitt Romney,Shares my values,White,White,National questionnaire,White,West,,Female,White women,Married women,Rural,Small Cities/Rural,Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,,Version 1,No,Extremely Low Density Rural,Rural,Rural,Very downscale,99328.0,1.00353062152863
