ID,ABORT2,ABORTION,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND,ATTEND2,ATTREL,BACKSIDE,BRNAGAIN,CALL,CDNUM,CELLPHONE,CELLULAR,CHILD12,DESCRIBP12,ECONBETT,ECONBLAME12,ECONDIR,ECONISS12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVALLEN,FAVKAINE,FAVOBAMA2,FAVROMN2,FINSIT,GEOCODE,GOVTDO10,GOVTHH,HANDLEECON12,HANDLEMED12,HEALTHCARE12,HEALTHCARE12B,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,INTOUCH12,ISSUE12,LANDPHONE,LATINO,MARCHILD,MARRIED,NEC,NEC2,OBAMANG,OBAMANG2,OBAMARICH,OVER45,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSVA12,QLT12,QRACE3,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN10,ROMNRICH,SENVA12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TAXINC12,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,VERSION,VETVOTER,WHITEREL,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
56959.0,,,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,All others,All others,,,,Complete,,Call 3,7.0,,,No,,,,,Unemployment,College graduate,College graduate,More than High school graduate,Non white college degree,,,Unfavorable,Favorable,Worse today,4.0,Government is doing too many things better left to businesses and individuals,,,,Repeal some of it,Repeal some of it or repeal all of it,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",,The economy,,No,All others,No,,,,,,18-44,18-64,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,All others,Conservative,15.0,Mitt Romney,Shares my values,Other,Asian,State questionnaire,Asian,South,,,,George Allen,Male,All other races,Non married men,Suburbs,Suburbs, Virginia,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,No,,,,Suburb,,Urban Perimeter,Upscale,23114.0,0.918916404247284
38515.0,,,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,Call 2,7.0,,,Yes,,,,,Unemployment,College graduate,College graduate,More than High school graduate,White college degree,,,Unfavorable,Favorable,Worse today,4.0,Government is doing too many things better left to businesses and individuals,,,,Repeal some of it,Repeal some of it or repeal all of it,,,,,,,,The economy,,No,Married with children,Yes,,,,,,45+,18-64,Women with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,15.0,Mitt Romney,Shares my values,White,White,State questionnaire,White,South,,,,George Allen,Female,White women,Married women,Suburbs,Suburbs, Virginia,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,No,,,,Suburb,,Urban Perimeter,Upscale,23114.0,0.821686625480652
39719.0,,,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,,,,Complete,,Call 2,7.0,,,No,,,,,Rising prices,College graduate,College graduate,More than High school graduate,White college degree,,,Unfavorable,Favorable,Worse today,4.0,Government is doing too many things better left to businesses and individuals,,,,Repeal some of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,The economy,,No,All others,Yes,,,,,,45+,18-64,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,15.0,Mitt Romney,Shares my values,White,White,State questionnaire,White,South,,,,George Allen,Female,White women,Married women,Suburbs,Suburbs, Virginia,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,No,,,,Suburb,,Urban Perimeter,Upscale,23114.0,0.906472980976105
55734.0,,,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,Latino 45-59,Latino 45-64,,,,Complete,,Call 3,7.0,,,No,,,,,Unemployment,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,Unfavorable,Favorable,Worse today,4.0,Government is doing too many things better left to businesses and individuals,,,,Omit,Omit,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",,The economy,,Yes,All others,Yes,,,,,,45+,18-64,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,All others,,15.0,Mitt Romney,Shares my values,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,South,,,,George Allen,Male,Latino men,Married men,Suburbs,Suburbs, Virginia,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,No,,,,Suburb,,Urban Perimeter,Upscale,23114.0,0.869727432727814
15769.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,,Complete,,Call 1,7.0,,,Yes,,,,,Rising prices,Postgraduate study,College graduate,More than High school graduate,White college degree,,,Unfavorable,Favorable,Worse today,4.0,Government is doing too many things better left to businesses and individuals,,,,Repeal some of it,Repeal some of it or repeal all of it,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,Health care,,No,All others,No,,,,,,18-44,18-64,Women with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,15.0,Mitt Romney,Shares my values,White,White,State questionnaire,White,South,,,,George Allen,Female,White women,Non married women,Suburbs,Suburbs, Virginia,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,No,,,,Suburb,,Urban Perimeter,Upscale,23114.0,0.821686625480652
39607.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,,Complete,,Call 2,7.0,,,No,,,,,Taxes,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,Unfavorable,Favorable,Worse today,4.0,Government is doing too many things better left to businesses and individuals,,,,Repeal all of it,Repeal some of it or repeal all of it,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,Federal budget deficit,,,All others,Yes,,,,,,45+,65+,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,15.0,Mitt Romney,Is a strong leader,White,White,State questionnaire,White,South,,,,George Allen,Female,White women,Married women,Suburbs,Suburbs, Virginia,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,No,,,,Suburb,,Urban Perimeter,Upscale,23114.0,0.906472980976105
15739.0,,,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,,,,Complete,,Call 1,7.0,,,No,,,,,Unemployment,College graduate,College graduate,More than High school graduate,White college degree,,,Favorable,Unfavorable,Worse today,4.0,Government should do more to solve problems,,,,Expand it,Expand it or leave it as is,100k or more,"$30,000 or more",50k or more,"$200,000 - $249,999",100 thousand or more,"Over $50,000 and white",,Health care,,No,All others,No,,,,,,18-44,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,15.0,Barack Obama,Cares about people like me,White,White,State questionnaire,White,South,,,,Timothy Kaine,Female,White women,Non married women,Suburbs,Suburbs, Virginia,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,No,,,,Suburb,,Urban Perimeter,Upscale,23114.0,0.696103274822235
16053.0,,,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,All others,All others,,,,Complete,,Call 1,7.0,,,Yes,,,,,Rising prices,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,Favorable,Unfavorable,About the same,4.0,Government should do more to solve problems,,,,Expand it,Expand it or leave it as is,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",,Federal budget deficit,,No,Married with children,Yes,,,,,,45+,18-64,Women with children,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,Moderate,15.0,Barack Obama,Has a vision for the future,Other,Other,State questionnaire,Other,South,,,,Timothy Kaine,Female,All other races,Married women,Suburbs,Suburbs, Virginia,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,No,,,,Suburb,,Urban Perimeter,Upscale,23114.0,0.65884131193161
16054.0,,,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,All others,All others,,,,Complete,,Call 1,7.0,,,Yes,,,,,Rising prices,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,Favorable,Unfavorable,About the same,4.0,Government should do more to solve problems,,,,Expand it,Expand it or leave it as is,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",,Federal budget deficit,,No,Married with children,Yes,,,,,,45+,18-64,Women with children,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,Moderate,15.0,Barack Obama,Has a vision for the future,Other,Other,State questionnaire,Other,South,,,,Timothy Kaine,Female,All other races,Married women,Suburbs,Suburbs, Virginia,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,No,,,,Suburb,,Urban Perimeter,Upscale,23114.0,0.65884131193161
55815.0,,,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,,,,Complete,,Call 3,7.0,,,No,,,,,Unemployment,College graduate,College graduate,More than High school graduate,White college degree,,,Unfavorable,Unfavorable,Worse today,4.0,Government is doing too many things better left to businesses and individuals,,,,Repeal some of it,Repeal some of it or repeal all of it,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,Federal budget deficit,,No,All others,No,,,,,,18-44,18-64,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Conservative,15.0,Other,Has a vision for the future,White,White,State questionnaire,White,South,,,,George Allen,Male,White men,Non married men,Suburbs,Suburbs, Virginia,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,No,,,,Suburb,,Urban Perimeter,Upscale,23114.0,0.992969632148743
56922.0,,,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,,,,Complete,,Call 3,7.0,,,No,,,,,Unemployment,Postgraduate study,College graduate,More than High school graduate,White college degree,,,Unfavorable,Favorable,About the same,4.0,Government is doing too many things better left to businesses and individuals,,,,Repeal all of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,Federal budget deficit,,No,All others,Yes,,,,,,45+,18-64,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,15.0,Mitt Romney,Has a vision for the future,White,White,State questionnaire,White,South,,,,George Allen,Male,White men,Married men,Suburbs,Suburbs, Virginia,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,No,,,,Suburb,,Urban Perimeter,Upscale,23114.0,0.959470927715302
15266.0,,,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,,,,Complete,,Call 1,7.0,,,Yes,,,,,Taxes,Postgraduate study,College graduate,More than High school graduate,White college degree,,,Unfavorable,Favorable,Better today,4.0,Government is doing too many things better left to businesses and individuals,,,,Repeal some of it,Repeal some of it or repeal all of it,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and white",,The economy,,No,Married with children,Yes,,,,,,18-44,18-64,Women with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,15.0,Mitt Romney,Has a vision for the future,White,White,State questionnaire,White,South,,,,George Allen,Female,White women,Married women,Suburbs,Suburbs, Virginia,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,No,,,,Suburb,,Urban Perimeter,Upscale,23114.0,0.821686625480652
38616.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,Call 2,7.0,,,No,,,,,Unemployment,College graduate,College graduate,More than High school graduate,White college degree,,,Unfavorable,Favorable,About the same,4.0,Government is doing too many things better left to businesses and individuals,,,,Repeal some of it,Repeal some of it or repeal all of it,100k or more,"$30,000 or more",50k or more,"$200,000 - $249,999",100 thousand or more,"Over $50,000 and white",,The economy,,No,All others,Yes,,,,,,45+,18-64,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,15.0,Mitt Romney,Has a vision for the future,White,White,State questionnaire,White,South,,,,George Allen,Female,White women,Married women,Suburbs,Suburbs, Virginia,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,No,,,,Suburb,,Urban Perimeter,Upscale,23114.0,0.821686625480652
56466.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,Call 3,7.0,,,Yes,,,,,Rising prices,High school graduate,No college degree,High school graduate or less,White no college degree,,,Favorable,Unfavorable,About the same,4.0,Government is doing too many things better left to businesses and individuals,,,,Repeal some of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,The economy,,No,All others,No,,,,,,45+,18-64,Men with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,15.0,Barack Obama,Has a vision for the future,White,White,State questionnaire,White,South,,,,Timothy Kaine,Male,White men,Non married men,Suburbs,Suburbs, Virginia,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,No,,,,Suburb,,Urban Perimeter,Upscale,23114.0,0.69736123085022
15456.0,,,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,Call 1,7.0,,,Yes,,,,,Taxes,College graduate,College graduate,More than High school graduate,White college degree,,,Unfavorable,Favorable,Worse today,4.0,Government is doing too many things better left to businesses and individuals,,,,Repeal all of it,Repeal some of it or repeal all of it,100k or more,"$30,000 or more",50k or more,"$200,000 - $249,999",100 thousand or more,"Over $50,000 and white",,The economy,,No,Married with children,Yes,,,,,,45+,18-64,Women with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,15.0,Mitt Romney,Has a vision for the future,White,White,State questionnaire,White,South,,,,George Allen,Female,White women,Married women,Suburbs,Suburbs, Virginia,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,No,,,,Suburb,,Urban Perimeter,Upscale,23114.0,0.821686625480652
56891.0,,,65+,60+,45+,60+,65+,65 or over,Black 60+,Black 60+,Black 65+,,,,Not complete,,Call 3,7.0,,,,I strongly favor my candidate,,,,,,,,,,,,,,4.0,,No,,,,,,,,,,,,,,No,,No,Excellent,Excellent or good,,,,45+,65+,,,,,,,,15.0,Barack Obama,,Black,Black,State questionnaire,Black,South,,,,Timothy Kaine,Male,Black men,Non married men,Suburbs,Suburbs, Virginia,,Election day exit poll,,,,Version 2,Yes,,,,,,Suburb,,Urban Perimeter,Upscale,23114.0,0.881343424320221
55893.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,,Complete,,Call 3,7.0,Yes,Only cell phone service,,I strongly favor my candidate,Getting worse,Barack Obama,Worse,,College graduate,College graduate,More than High school graduate,White college degree,,,,,,4.0,,No,Mitt Romney,,,,100k or more,"$30,000 or more",50k or more,"$200,000 - $249,999",100 thousand or more,"Over $50,000 and white",Mitt Romney,The economy,No,No,,Yes,Good,Excellent or good,,,,18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,15.0,Mitt Romney,Shares my values,White,White,State questionnaire,White,South,,,,George Allen,Male,White men,Married men,Suburbs,Suburbs, Virginia,,Election day exit poll,,,,Version 2,Yes,,No,,,,Suburb,,Urban Perimeter,Upscale,23114.0,0.869727432727814
56167.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,,Complete,,Call 3,7.0,Yes,Both regular land-line and cell phone service,,I strongly favor my candidate,Staying about the same,Barack Obama,Poor and staying the same,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,,4.0,,No,Mitt Romney,,,,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and white",Mitt Romney,The economy,Yes,No,,Yes,Not so good,Not so good or poor,,,,45+,65+,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,15.0,Mitt Romney,Shares my values,White,White,State questionnaire,White,South,,,,George Allen,Male,White men,Married men,Suburbs,Suburbs, Virginia,,Election day exit poll,,,,Version 2,Yes,,No,,,,Suburb,,Urban Perimeter,Upscale,23114.0,0.959470927715302
38434.0,,,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,,,,Complete,,Call 2,7.0,Yes,Only cell phone service,,I dislike the other candidates,Staying about the same,Barack Obama,Poor and staying the same,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,,4.0,,No,Mitt Romney,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Mitt Romney,Foreign policy,No,No,,No,Poor,Not so good or poor,,,,18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Conservative,15.0,Mitt Romney,Is a strong leader,White,White,State questionnaire,White,South,,,,George Allen,Male,White men,Non married men,Suburbs,Suburbs, Virginia,,Election day exit poll,,,,Version 2,Yes,,Yes,,,,Suburb,,Urban Perimeter,Upscale,23114.0,0.918916404247284
