ID,ABORT2,ABORTION,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,AUTOBAIL12,AUTOHH,BACKSIDE,BRNAGAIN,CALL,CDNUM,CELLPHONE,CELLULAR,CHILD12,DESCRIBP12,ECONBETT,ECONBLAME12,ECONDIR,ECONISS12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVOBAMA2,FAVROMN2,FINSIT,GEOCODE,GOVTDO10,HANDLEECON12,HANDLEMED12,HEALTHCARE12,HEALTHCARE12B,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,INTOUCH12,ISSUE12,LAIDOFF4,LANDPHONE,LATINO,MARCHILD,MARRIED,NEC,NEC2,OBAMANG,OBAMANG2,OBAMARICH,OVER45,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSOH12,QLT12,QRACE3,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN10,ROMNRICH,SENOH12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TAXINC12,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,UNFR12,UNFROBAM,UNFRROMN,UNIONHH12,VERSION,WHITEREL,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
17666.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,Complete,,Call 1,3.0,,,,I strongly favor my candidate,Staying about the same,George W. Bush,Good and staying the same,Unemployment,High school graduate,No college degree,High school graduate or less,White no college degree,,,,4.0,,Barack Obama,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Barack Obama,The economy,No,,No,,Yes,Good,Excellent or good,,,,45+,65+,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,31.0,Barack Obama,Cares about people like me,White,White,State questionnaire,White,Midwest,,,,,Male,White men,Married men,Suburbs,Suburbs,Ohio,,Election day exit poll,,,,,,,Yes,Version 2,,Yes,,,,Low Density Rural,70s Suburbs,Urban Perimeter,Downscale,43137.0,0.717782258987427
7898.0,,,30-44,30-59,18-44,30-44,40-49,40-44,Black 30-44,Black 30-44,Black 30-44,,,Complete,,,13.0,,,,I dislike the other candidates,Getting better,George W. Bush,Getting better,Rising prices,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,2.0,,Barack Obama,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",Barack Obama,Health care,No,,No,,No,Good,Excellent or good,,,,18-44,18-64,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Liberal,50061.0,Barack Obama,Cares about people like me,Black,Black,State questionnaire,Black,Midwest,,,,,Male,Black men,Non married men,Suburbs,Suburbs,Ohio,,Telephone survey,,,,,,,No,Version 2,,No,,,,Suburb,70s Suburbs,Urban Perimeter,Very upscale,44224.0,2.24831581115723
61701.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,Complete,,Call 3,1.0,,,,I like my candidate but with reservations,Staying about the same,George W. Bush,Good and staying the same,The housing market,College graduate,College graduate,More than High school graduate,White college degree,,,,5.0,,Mitt Romney,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Barack Obama,The economy,No,,No,,Yes,Good,Excellent or good,,,,18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Liberal,52.0,Barack Obama,Has a vision for the future,White,White,State questionnaire,White,Midwest,,,,,Female,White women,Married women,Suburbs,Suburbs,Ohio,,Election day exit poll,,,,,,,No,Version 2,,No,,,,High Density Urban,60s Suburbs,Urban Perimeter,Upscale,45239.0,0.528802037239075
43000.0,,,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,,,Complete,,Call 2,5.0,,,,I like my candidate but with reservations,Staying about the same,George W. Bush,Poor and staying the same,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,3.0,,Barack Obama,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Barack Obama,The economy,Yes,,No,,Yes,Not so good,Not so good or poor,,,,45+,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,55.0,Barack Obama,Has a vision for the future,White,White,State questionnaire,White,Midwest,,,,,Female,White women,Married women,Rural,Small Cities/Rural,Ohio,,Election day exit poll,,,,,,,No,Version 2,,Yes,,,,Low Density Rural,Rural,Rural,Downscale,43534.0,0.497419655323029
42915.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Black 30-44,Black 30-44,Black 30-44,,,Complete,,Call 2,9.0,,,,,,,,,,,,,,,,3.0,,Barack Obama,Omit,Omit,Omit,,,,,,,Barack Obama,,,,No,,,,,,,,18-44,18-64,,,,,,,,74.0,Barack Obama,,Black,Black,National questionnaire,Black,Midwest,,,,,Male,Black men,,"Cities 50,000-500,000","Cities over 50,000",Ohio,Increase for all,Election day exit poll,,,,,,,,Version 4,,,,,,High Density Urban,Urban,Urban Core,Very downscale,43620.0,0.683545172214508
59142.0,,,45-65,30-59,45+,45-59,40-49,45-49,Black 45-59,Black 45-59,Black 45-64,,,Complete,,Call 3,16.0,,,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,2.0,,Barack Obama,Barack Obama,Expand it,Expand it or leave it as is,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",Barack Obama,,,,No,,,,,,,,45+,18-64,,Republican,Black non-Democrat,All Republicans,Republican,All others,Moderate,100.0,Barack Obama,,Black,Black,National questionnaire,Black,Midwest,,,,,Female,Black women,,Suburbs,Suburbs,Ohio,Not increase for anyone,Election day exit poll,,,,,,,,Version 4,,No,,,,Suburb,70s Suburbs,Urban Perimeter,Very upscale,44333.0,0.545420050621033
18295.0,Illegal,Illegal in most cases,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,Complete,No,Call 1,16.0,,,Yes,I like my candidate but with reservations,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,,2.0,,,,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,,,No,Married with children,Yes,,,,,,18-44,18-64,Women with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,100.0,Mitt Romney,,White,White,National questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Other christian,,,Female,White women,Married women,Suburbs,Suburbs,Ohio,,Election day exit poll,,,,,,,,Version 3,White Protestants,No,All others,No,White Protestant non-evangelical,Suburb,70s Suburbs,Urban Perimeter,Very upscale,44333.0,0.700457334518433
22935.0,,,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,,,Complete,,Call 1,14.0,,,,,Getting worse,Barack Obama,Worse,Unemployment,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,1.0,,,,,,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and white",,The economy,,,,,Yes,Not so good,Not so good or poor,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",,45+,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,64.0,Mitt Romney,Shares my values,White,White,National questionnaire,White,Midwest,,,,,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",Ohio,,Election day exit poll,,,,,,,,Version 2,,No,,,,Suburb,Urban,Urban Core,Very upscale,44060.0,0.80554062128067
7999.0,Legal,Legal in most cases,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,All others,All others,Disapprove,No,Complete,Yes,,7.0,Yes,Both regular land-line and cell phone service,,,,,,,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,2.0,,,Barack Obama,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,,,Yes,No,,No,,,Omit,Omit,Omit,45+,18-64,,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,,50031.0,Mitt Romney,,Other,American Indian,State questionnaire,Other,Midwest,Protestant/Other Non-Catholic Christian,Other christian,The rich,,Male,All other races,Non married men,"Cities 10,000-50,000",Small Cities/Rural,Ohio,"Increase only on income over $250,000",Telephone survey,,,,,,,No,Version 3,Non-white,No,All others,No,,Suburb,Rural,Rural,Upscale,44646.0,0.300902217626572
60820.0,Illegal,Illegal in most cases,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Approve,No,Complete,No,Call 3,8.0,Yes,Both regular land-line and cell phone service,,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,5.0,,,Mitt Romney,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,Yes,No,,Yes,,,Angry,"Dissatisfied, but not angry or angry",The rich,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,7.0,Mitt Romney,,White,White,State questionnaire,White,Midwest,Catholic,Catholic,The middle class,,Male,White men,Married men,Suburbs,Suburbs,Ohio,"Increase only on income over $250,000",Election day exit poll,,,,,,,No,Version 3,White Catholics,No,All others,No,All others,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,45013.0,0.679376125335693
18632.0,Illegal,Illegal in most cases,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Disapprove,No,Complete,No,Call 1,1.0,Yes,Both regular land-line and cell phone service,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,5.0,,,Mitt Romney,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,Yes,No,,Yes,,,Angry,"Dissatisfied, but not angry or angry",The rich,45+,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,54.0,Mitt Romney,,White,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Other christian,The rich,,Male,White men,Married men,Suburbs,Suburbs,Ohio,Not increase for anyone,Election day exit poll,,,,,,,No,Version 3,White Protestants,No,All others,No,White Protestant non-evangelical,Suburb,80s Suburbs,Urban Perimeter,Very upscale,45051.0,0.827989637851715
41245.0,Illegal,Illegal in all cases,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,Omit,No,Complete,Yes,Call 2,15.0,Yes,Only cell phone service,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,4.0,,,Mitt Romney,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,,No,No,,No,,,Angry,"Dissatisfied, but not angry or angry",The poor,18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,75.0,Mitt Romney,,White,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Other christian,The middle class,,Female,White women,Non married women,Rural,Small Cities/Rural,Ohio,Not increase for anyone,Election day exit poll,,,,,,,No,Version 3,White Protestants,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Low Density Rural,Rural,Rural,Upscale,43064.0,0.738691210746765
19282.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,Complete,,Call 1,8.0,,,,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,About the same,3.0,Government is doing too many things better left to businesses and individuals,,,,,,,,,,,,The economy,,,No,,,,,,,,45+,65+,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,79.0,Mitt Romney,Shares my values,White,White,National questionnaire,White,Midwest,,,,,Female,White women,,Rural,Small Cities/Rural,Ohio,,Election day exit poll,In the last few days,Just today or in the last few days,Just today or in the last few days or in October,,,,,Version 1,,,,,,Low Density Rural,Rural,Rural,Upscale,45828.0,0.819611966609955
61449.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,Complete,,Call 3,12.0,,,Yes,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,About the same,4.0,Government is doing too many things better left to businesses and individuals,,,,,,,,,,,,Federal budget deficit,,,No,Married with children,Yes,,,,,,45+,18-64,Men with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,37.0,Mitt Romney,Shares my values,White,White,National questionnaire,White,Midwest,,,,,Male,White men,Married men,"Cities over 500,000","Cities over 50,000",Ohio,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,,,,,Version 1,,No,,,,Suburb,Urban,Urban Core,Very upscale,43004.0,0.992545187473297
41547.0,,,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,,,Complete,,Call 2,5.0,,,No,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,Unfavorable,Favorable,Better today,3.0,Government should do more to solve problems,,,Expand it,Expand it or leave it as is,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,Health care,,,No,All others,No,,,,,,18-44,18-64,Men without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,112.0,Mitt Romney,Has a vision for the future,White,White,State questionnaire,White,Midwest,,,,,Male,White men,Non married men,Suburbs,Suburbs,Ohio,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Only Mitt Romney,Only Mitt Romney or neither of them,Only Mitt Romney or both of them,,Version 1,,Yes,,,,Suburb,60s Suburbs,Urban Perimeter,Downscale,43465.0,0.809465169906616
42621.0,,,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,,,Complete,,Call 2,13.0,,,Yes,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,Worse today,2.0,Government is doing too many things better left to businesses and individuals,,,Repeal some of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,The economy,,,No,Married with children,Yes,,,,,,45+,18-64,Women with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,102.0,Mitt Romney,Shares my values,White,White,State questionnaire,White,Midwest,,,,,Female,White women,Married women,Suburbs,Suburbs,Ohio,,Election day exit poll,In the last few days,Just today or in the last few days,Just today or in the last few days or in October,Both of them,Only Barack Obama or both of them,Only Mitt Romney or both of them,,Version 1,,No,,,,High Density Urban,60s Suburbs,Urban Perimeter,Upscale,44221.0,1.05755317211151
20634.0,,,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,,,Complete,,Call 1,8.0,,,Yes,,,,,,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Favorable,About the same,5.0,Government is doing too many things better left to businesses and individuals,,,Repeal some of it,Repeal some of it or repeal all of it,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,The economy,,,No,Married with children,Yes,,,,,,18-44,18-64,Women with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,7.0,Mitt Romney,Has a vision for the future,White,White,State questionnaire,White,Midwest,,,,,Female,White women,Married women,Suburbs,Suburbs,Ohio,,Election day exit poll,In the last few days,Just today or in the last few days,Just today or in the last few days or in October,Both of them,Only Barack Obama or both of them,Only Mitt Romney or both of them,,Version 1,,No,,,,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,45013.0,0.601311206817627
18325.0,,,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,,,Complete,,Call 1,14.0,,,Yes,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Favorable,Worse today,2.0,Government is doing too many things better left to businesses and individuals,,,Repeal some of it,Repeal some of it or repeal all of it,,,,,,,,Federal budget deficit,,,No,All others,No,,,,,,18-44,18-64,Women with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,103.0,Mitt Romney,Has a vision for the future,White,White,State questionnaire,White,Midwest,,,,,Female,White women,Non married women,Suburbs,Suburbs,Ohio,,Election day exit poll,Omit,Omit,Omit,Both of them,Only Barack Obama or both of them,Only Mitt Romney or both of them,,Version 1,,,,,,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,44264.0,0.781061410903931
7728.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,Complete,,,13.0,,,No,,,,,,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,About the same,2.0,Government is doing too many things better left to businesses and individuals,,,Omit,Omit,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,The economy,,,No,All others,Yes,,,,,,45+,65+,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,50061.0,Mitt Romney,Has a vision for the future,White,White,State questionnaire,White,Midwest,,,,,Male,White men,Married men,Suburbs,Suburbs,Ohio,,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Neither of them,Only Mitt Romney or neither of them,Only Barack Obama or neither of them,,Version 1,,No,,,,Suburb,60s Suburbs,Urban Perimeter,Upscale,44514.0,1.47413372993469
7736.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,Complete,,,14.0,,,Yes,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,Unfavorable,Omit,Worse today,2.0,Government is doing too many things better left to businesses and individuals,,,Leave it as is,Expand it or leave it as is,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,The economy,,,No,All others,No,,,,,,45+,18-64,Women with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,50066.0,Mitt Romney,Cares about people like me,White,White,State questionnaire,White,Midwest,,,,,Female,White women,Non married women,Suburbs,Suburbs,Ohio,,Telephone survey,In October,"In October, in September, or before that",Just today or in the last few days or in October,Omit,Omit,Omit,,Version 1,,No,,,,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,44202.0,1.84318375587463
