ID,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND,ATTEND2,ATTREL,BACKSIDE,BORNUSA,CALL,CDNUM,CHILD12,DESCRIBP12,ECONBETT,ECONBLAME12,ECONDIR,ECONISS12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVOBAMA2,FAVROMN2,FINSIT,GEOCODE,GOVTDO10,HANDLEECON12,HEALTHCARE12,HEALTHCARE12B,IMMDEPORT,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,INTOUCH12,ISSUE12,LATINO,MARCHILD,MARRIED,NEC,NEC2,OVER45,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSNM12,QLT12,QRACE3,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN10,SENNM12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,VERSION,WHITEREL,WHNCLINC,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
73597.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,All others,All others,Never,Never,All others,Complete,,Call 3,3.0,,I dislike the other candidates,Staying about the same,,Poor and staying the same,Unemployment,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,4.0,,Omit,,,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",Omit,The economy,,,No,Poor,Not so good or poor,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,All others,Conservative,20.0,Gary Johnson,,Other,Other,State questionnaire,Other,West,Protestant/Other Non-Catholic Christian,Other christian,Other,Female,All other races,Non married women,Rural,Small Cities/Rural,, New Mexico,Election day exit poll,,,,Version 2,Non-white,No,Low Density Rural,Rural,Rural,Downscale,87410.0,0.487341433763504
29715.0,65+,60+,45+,60+,65+,65 or over,,,,A few times a month,Occasionally,Catholic/Do not attend weekly,Complete,,Call 1,3.0,,I dislike the other candidates,Staying about the same,,Poor and staying the same,Unemployment,Some college/assoc. degree,No college degree,More than High school graduate,,,,,2.0,,Barack Obama,,,Offered a chance to apply for legal status,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,,Barack Obama,Health care,,,Yes,Poor,Not so good or poor,45+,65+,,Democrat,,,Democrat,,Liberal,23.0,Barack Obama,,,,State questionnaire,,West,Catholic,Catholic,Martin Heinrich,Female,,Married women,Rural,Small Cities/Rural,, New Mexico,Election day exit poll,,,,Version 2,,,Extremely Low Density Rural,Rural,Rural,Very downscale,87543.0,0.460877358913422
29414.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,More than once a week,Weekly,Protestant/Attend weekly,Complete,,Call 1,2.0,,I strongly favor my candidate,Getting worse,,Worse,Rising prices,College graduate,College graduate,More than High school graduate,White college degree,,,,1.0,,Mitt Romney,,,Deported to the country they came from,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Mitt Romney,Health care,,,Yes,Poor,Not so good or poor,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,9.0,Mitt Romney,,White,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Protestant,Heather Wilson,Female,White women,Married women,"Cities 10,000-50,000",Small Cities/Rural,, New Mexico,Election day exit poll,,,,Version 2,White Protestants,No,Extremely Low Density Rural,Rural,Rural,Upscale,88201.0,0.508755683898926
29979.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,A few times a year,Occasionally,All others,Complete,,Call 1,3.0,,Omit,Getting worse,,Worse,Unemployment,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,2.0,,Barack Obama,,,Offered a chance to apply for legal status,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Barack Obama,Omit,,,No,Poor,Not so good or poor,45+,65+,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,23.0,Barack Obama,,White,White,State questionnaire,White,West,Something else,Other,Martin Heinrich,Female,White women,Non married women,Rural,Small Cities/Rural,, New Mexico,Election day exit poll,,,,Version 2,White something else,Yes,Extremely Low Density Rural,Rural,Rural,Very downscale,87543.0,0.612216711044312
32636.0,65+,60+,45+,60+,65+,65 or over,,,,Once a week,Weekly,Protestant/Attend weekly,Complete,,Call 1,1.0,,I like my candidate but with reservations,Omit,,Omit,Unemployment,Postgraduate study,College graduate,More than High school graduate,,,,,2.0,,Mitt Romney,,,Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,,Omit,Omit,,,Yes,Poor,Not so good or poor,45+,65+,,Republican,,,Republican,,Conservative,24.0,Mitt Romney,,,,State questionnaire,,West,Protestant/Other Non-Catholic Christian,Protestant,Heather Wilson,Female,,Married women,Rural,Small Cities/Rural,, New Mexico,Election day exit poll,,,,Version 2,,No,Extremely Low Density Rural,Rural,Rural,Very downscale,87036.0,0.56679767370224
32080.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,A few times a year,Occasionally,Catholic/Do not attend weekly,Complete,,Call 1,2.0,,I strongly favor my candidate,Getting better,,Getting better,Rising prices,High school graduate,No college degree,High school graduate or less,White no college degree,,,,4.0,,Barack Obama,,,Offered a chance to apply for legal status,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Barack Obama,Omit,,,No,Omit,Omit,45+,65+,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,8.0,Barack Obama,,White,White,State questionnaire,White,West,Catholic,Catholic,Martin Heinrich,Female,White women,Non married women,Rural,Small Cities/Rural,, New Mexico,Election day exit poll,,,,Version 2,White Catholics,Yes,Extremely Low Density Rural,Rural,Rural,Downscale,87821.0,0.72088634967804
11222.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,All others,All others,,,,Complete,,,2.0,,,Getting worse,Barack Obama,Worse,Taxes,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,1.0,,,,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",,Foreign policy,,,No,Poor,Not so good or poor,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,All others,Liberal,50004.0,Mitt Romney,Omit,Other,Other,National questionnaire,Other,West,,,Did not vote,Male,All other races,Non married men,"Cities 10,000-50,000",Small Cities/Rural,, New Mexico,Telephone survey,,,,Version 2,,No,Extremely Low Density Rural,Rural,Rural,Upscale,88220.0,2.57309055328369
52679.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Not complete,Yes,Call 2,2.0,Yes,,,,,,,,,,Favorable,Favorable,,1.0,,,,,,,,,,,,,,,,,,,45+,18-64,Men with children,,,,,,,16.0,Barack Obama,,White,White,State questionnaire,White,West,,,Heather Wilson,Male,White men,,"Cities 10,000-50,000",Small Cities/Rural,, New Mexico,Election day exit poll,Just today,Just today or in the last few days,Just today or in the last few days or in October,Version 1,,,Extremely Low Density Rural,Rural,Rural,Upscale,88310.0,0.781076669692993
30995.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,All others,All others,,,,Not complete,Yes,Call 1,1.0,Yes,,,,,,,,,,Favorable,Unfavorable,,3.0,,,,,,,,,,,,,,,All others,No,,,45+,18-64,Women with children,,,,,,,5.0,Other,,Other,American Indian,State questionnaire,Other,West,,,Other,Female,All other races,Non married women,Rural,Small Cities/Rural,, New Mexico,Election day exit poll,Just today,Just today or in the last few days,Just today or in the last few days or in October,Version 1,,,Extremely Low Density Rural,Rural,Rural,Very downscale,87026.0,0.279425203800201
56597.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,All others,All others,,,,Complete,Yes,Call 2,1.0,Yes,,,George W. Bush,,,No high school diploma,No college degree,High school graduate or less,Non white no college degree,Favorable,Unfavorable,Better today,3.0,Government should do more to solve problems,,Expand it,Expand it or leave it as is,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,Health care,,Married with children,Yes,,,45+,18-64,Women with children,,,,,,Liberal,5.0,Other,Shares my values,Other,American Indian,State questionnaire,Other,West,,,Other,Female,All other races,Married women,Rural,Small Cities/Rural,, New Mexico,Election day exit poll,Just today,Just today or in the last few days,Just today or in the last few days or in October,Version 1,,No,Extremely Low Density Rural,Rural,Rural,Very downscale,87026.0,0.279425203800201
53955.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,Yes,Call 2,2.0,No,,,Barack Obama,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,Worse today,1.0,Government should do more to solve problems,,Leave it as is,Expand it or leave it as is,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,The economy,,All others,Yes,,,45+,18-64,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,15.0,Mitt Romney,Has a vision for the future,White,White,State questionnaire,White,West,,,Heather Wilson,Female,White women,Married women,"Cities 10,000-50,000",Small Cities/Rural,, New Mexico,Election day exit poll,Just today,Just today or in the last few days,Just today or in the last few days or in October,Version 1,,No,Low Density Rural,Rural,Rural,Upscale,88242.0,0.434482008218765
53858.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,,Complete,Yes,Call 2,2.0,No,,,Barack Obama,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,Worse today,1.0,Government should do more to solve problems,,Expand it,Expand it or leave it as is,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,The economy,,All others,Yes,,,18-44,18-64,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Liberal,15.0,Mitt Romney,Has a vision for the future,White,White,State questionnaire,White,West,,,Heather Wilson,Male,White men,Married men,"Cities 10,000-50,000",Small Cities/Rural,, New Mexico,Election day exit poll,In the last few days,Just today or in the last few days,Just today or in the last few days or in October,Version 1,,No,Low Density Rural,Rural,Rural,Upscale,88242.0,0.453173130750656
54189.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,Latino 60+,Latino 65+,,,,Complete,Yes,Call 2,3.0,No,,,Barack Obama,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Unfavorable,Unfavorable,About the same,2.0,Government is doing too many things better left to businesses and individuals,,Repeal some of it,Repeal some of it or repeal all of it,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",,The economy,,All others,Yes,,,45+,65+,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,All others,Conservative,10.0,Did not vote,Omit,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,West,,,Heather Wilson,Female,Latino women,Married women,Rural,Small Cities/Rural,, New Mexico,Election day exit poll,In the last few days,Just today or in the last few days,Just today or in the last few days or in October,Version 1,,No,Extremely Low Density Rural,Rural,Rural,Downscale,87740.0,0.896849989891052
31283.0,45-65,60+,45+,60+,50-64,60-64,,,,,,,Complete,Yes,Call 1,3.0,No,,,George W. Bush,,,College graduate,College graduate,More than High school graduate,,Favorable,Unfavorable,Better today,1.0,Omit,,Expand it,Expand it or leave it as is,,,,,,,,,The economy,,All others,Yes,,,45+,18-64,Women without children,Democrat,,,Democrat,,Moderate,11.0,Barack Obama,Shares my values,,,State questionnaire,,West,,,Martin Heinrich,Female,,Married women,"Cities 10,000-50,000",Small Cities/Rural,, New Mexico,Election day exit poll,In October,"In October, in September, or before that",Just today or in the last few days or in October,Version 1,,,Low Density Rural,Rural,Rural,Downscale,88101.0,0.456069588661194
29862.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,,Complete,Yes,Call 1,2.0,No,,,Barack Obama,,,High school graduate,No college degree,High school graduate or less,White no college degree,Unfavorable,Favorable,Worse today,1.0,Government is doing too many things better left to businesses and individuals,,Repeal all of it,Repeal some of it or repeal all of it,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,Federal budget deficit,,All others,No,,,45+,65+,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,16.0,Mitt Romney,Has a vision for the future,White,White,State questionnaire,White,West,,,Heather Wilson,Female,White women,Non married women,"Cities 10,000-50,000",Small Cities/Rural,, New Mexico,Election day exit poll,In October,"In October, in September, or before that",Just today or in the last few days or in October,Version 1,,Yes,Extremely Low Density Rural,Rural,Rural,Upscale,88310.0,0.757303535938263
73254.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,Latino 60+,Latino 45-64,,,,Not complete,Yes,Call 3,3.0,No,,,,,,,,,,Favorable,Unfavorable,,2.0,,,,,,,,,,,,,,,All others,Yes,,,45+,18-64,Men without children,,,,,,,23.0,Barack Obama,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,West,,,Martin Heinrich,Male,Latino men,Married men,Rural,Small Cities/Rural,, New Mexico,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,Extremely Low Density Rural,Rural,Rural,Very downscale,87543.0,0.638553857803345
31779.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,Latino 18-29,Latino 18-29,,,,Complete,Yes,Call 1,1.0,No,,,Barack Obama,,,High school graduate,No college degree,High school graduate or less,Non white no college degree,Unfavorable,Favorable,About the same,2.0,Government should do more to solve problems,,Repeal all of it,Repeal some of it or repeal all of it,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",,The economy,,All others,No,,,18-44,18-64,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,All others,,24.0,Mitt Romney,Shares my values,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,West,,,Heather Wilson,Male,Latino men,Non married men,Rural,Small Cities/Rural,, New Mexico,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,No,Extremely Low Density Rural,Rural,Rural,Very downscale,87036.0,0.741677820682526
6204.0,,,,,,,,,,,,,Complete,,,3.0,,,,Omit,,,,,,,Unfavorable,Favorable,Better today,4.0,Government is doing too many things better left to businesses and individuals,,Repeal all of it,Repeal some of it or repeal all of it,,,,,,,,,The economy,,,,,,,,,,,,,,,50011.0,Mitt Romney,Shares my values,,,State questionnaire,,West,,,Heather Wilson,Male,,,"Cities 10,000-50,000",Small Cities/Rural,, New Mexico,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,,,Town,Rural,Rural,Upscale,87401.0,0.166971027851105
5880.0,45-65,30-59,45+,45-59,50-64,50-59,,,,,,,Complete,Yes,,1.0,No,,,Barack Obama,,,Some college/assoc. degree,No college degree,More than High school graduate,,Unfavorable,Favorable,Worse today,2.0,Government is doing too many things better left to businesses and individuals,,Repeal all of it,Repeal some of it or repeal all of it,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,,,The economy,,All others,Yes,,,45+,18-64,Men without children,Independent/Something else,,,Independent,,Conservative,50001.0,Mitt Romney,Shares my values,,,State questionnaire,,West,,,Heather Wilson,Male,,Married men,Rural,Small Cities/Rural,, New Mexico,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,,,Extremely Low Density Rural,Rural,Rural,Very downscale,87036.0,0.821466684341431
71259.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,Yes,Call 3,2.0,No,,,Barack Obama,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Unfavorable,Unfavorable,About the same,1.0,Government is doing too many things better left to businesses and individuals,,Repeal all of it,Repeal some of it or repeal all of it,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,The economy,,All others,Yes,,,45+,18-64,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,15.0,Mitt Romney,Shares my values,White,White,State questionnaire,White,West,,,Heather Wilson,Male,White men,Married men,"Cities 10,000-50,000",Small Cities/Rural,, New Mexico,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,No,Low Density Rural,Rural,Rural,Upscale,88242.0,0.453173130750656
