ID,SENWV14,AGE,AGE3,AGE8,AGE45,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND,ATTEND2,BACKSIDE,BRNAGAIN,CALL,CDNUM,CLIMATECHANGE,COALHH,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,ENVIROREGWV,EPAWV14,FAVDEM2,FAVREP2,FOROBAMAS,FRACKING,GEOCODE,GOVTDO10,HEALTHCARE14,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME14GEN,INCWHITE,ISIS14,ISSUE14,LATINO,MARRIED,NECWORR2,NECWORRY,OBAMA2,OBAMA4,OBAMAANG,OBAMAANG2,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QTYPE,RACE,RACEAI,RCONGANG,RCONGANG2,REGION,SAMESEXM12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,STECWV,STECWV2,TELEPOLL,TIME14FEWD,TIME14MTH,TIME14WK,TIMESEN14,TRACK,UNIONHH12,VERSION,WEIGHT,WHNCLINC,WHTEVANG
88493.0,Natalie Tennant,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,All others,All others,,,Complete,,Call 3,1.0,No,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,Favorable,Unfavorable,Barack Obama was not a factor,Favor,1.0,Government is doing too many things better left to businesses and individuals,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",Approve,,No,,Worried,Somewhat worried,Disapprove,Somewhat disapprove,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,All Other,Independent,Independent Women,All others,Moderate,60.0,Moderate/Liberal Republicans,Moderate Independents,Other,Other,State questionnaire,Other,Other,,,East,,Female,All other races,,Rural,Small Cities/Rural,West Virginia,Good,Excellent or Good,Election day exit poll,Before that,In the last month,Before that,In the last month,Generally going in the right direction,,Version 1,0.815769970417023,No,
72295.0,Natalie Tennant,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,Complete,,Call 2,1.0,Yes,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,Favorable,Unfavorable,Barack Obama was not a factor,Favor,1.0,Government should do more to solve problems,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Approve,,No,,Worried,Somewhat worried,Approve,Somewhat approve,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Moderate,108.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,,,East,,Female,White women,,Rural,Small Cities/Rural,West Virginia,Good,Excellent or Good,Election day exit poll,Before that,Before that,Before that,Before that,Generally going in the right direction,,Version 1,0.675665616989136,Yes,
72241.0,Natalie Tennant,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,,,Complete,Yes,Call 2,2.0,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,,,2.0,,,,,,,,,,,,No,,,,,,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Moderate,99.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,National questionnaire,White,White,,,East,,Female,White women,,Rural,Small Cities/Rural,West Virginia,,,Election day exit poll,,,,,,,Version 5,1.07993268966675,,White Born-again/Evangelical Christians
72222.0,Natalie Tennant,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,,,Complete,,Call 2,2.0,Yes,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,Favorable,Unfavorable,To express support for Barack Obama,Oppose,2.0,Government should do more to solve problems,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Disapprove,,No,,Worried,Somewhat worried,Approve,Strongly approve,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Liberal,98.0,Moderate/Liberal Republicans,Liberal Independents,White,White,State questionnaire,White,White,,,East,,Female,White women,,Rural,Small Cities/Rural,West Virginia,Not so good,Not so good or Poor,Election day exit poll,Before that,Before that,Before that,Before that,Generally going in the right direction,,Version 1,0.81056147813797,Yes,
72207.0,Natalie Tennant,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,,,Complete,,Call 2,1.0,Yes,,High school graduate,No college degree,High school graduate or less,White no college degree,,,Favorable,Favorable,To express opposition to Barack Obama,Favor,1.0,Government is doing too many things better left to businesses and individuals,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Disapprove,,No,,Worried,Somewhat worried,Disapprove,Strongly disapprove,,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Moderate,108.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,,,East,,Male,White men,,Rural,Small Cities/Rural,West Virginia,Good,Excellent or Good,Election day exit poll,Before that,In the last month,Before that,In the last month,Seriously off on the wrong track,,Version 1,0.827235162258148,No,
56003.0,Natalie Tennant,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,,,Complete,,Call 1,3.0,No,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,Favorable,Favorable,To express opposition to Barack Obama,Favor,4.0,Government should do more to solve problems,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Disapprove,,No,,Worried,Very worried,Disapprove,Strongly disapprove,,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Something else,Independent Men,White Independent,Moderate,52.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,,,East,,Male,White men,,Suburbs,Suburbs,West Virginia,Not so good,Not so good or Poor,Election day exit poll,Before that,Before that,Before that,Before that,Generally going in the right direction,,Version 1,1.26197266578674,No,
92421.0,Natalie Tennant,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,Complete,,Call 3,2.0,Yes,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,Favorable,Unfavorable,Barack Obama was not a factor,Oppose,2.0,Government is doing too many things better left to businesses and individuals,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Approve,,No,,Worried,Somewhat worried,Approve,Somewhat approve,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,4.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,,,East,,Female,White women,,Suburbs,Suburbs,West Virginia,Good,Excellent or Good,Election day exit poll,Before that,In the last month,Before that,In the last month,Generally going in the right direction,,Version 1,0.690575480461121,No,
92419.0,Natalie Tennant,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,Complete,,Call 3,2.0,Yes,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,Favorable,Unfavorable,Barack Obama was not a factor,Oppose,2.0,Government is doing too many things better left to businesses and individuals,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Approve,,No,,Worried,Somewhat worried,Approve,Somewhat approve,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,4.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,,,East,,Female,White women,,Suburbs,Suburbs,West Virginia,Good,Excellent or Good,Election day exit poll,Before that,In the last month,Before that,In the last month,Generally going in the right direction,,Version 1,0.690575480461121,No,
72156.0,Natalie Tennant,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,,,Complete,Yes,Call 2,1.0,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,,,,3.0,,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,,No,,,,,,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Conservative,29.0,Moderate/Liberal Republicans,Conservative Independents,White,White,National questionnaire,White,White,,,East,,Male,White men,,Rural,Small Cities/Rural,West Virginia,,,Election day exit poll,,,,,,,Version 5,0.78736799955368,Yes,White Born-again/Evangelical Christians
91430.0,Natalie Tennant,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,,,Complete,No,Call 3,1.0,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,,,3.0,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,No,,,,,,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Liberal,29.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,White,,,East,,Male,White men,,Rural,Small Cities/Rural,West Virginia,,,Election day exit poll,,,,,,,Version 5,0.652685165405273,No,All others
92365.0,Natalie Tennant,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,A few times a year,Occasionally,Complete,No,Call 3,1.0,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,,,3.0,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,No,Yes,,,,,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Moderate,29.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,National questionnaire,White,White,,,East,,Male,White men,Married men,Rural,Small Cities/Rural,West Virginia,,,Election day exit poll,,,,,,Yes,Version 3,0.652685165405273,No,All others
72107.0,Natalie Tennant,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,,,Complete,,Call 2,2.0,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,,,2.0,,Did not go far enough,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,Health care,No,No,,,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Liberal,99.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,White,Angry,"Dissatisfied, but not angry or angry",East,,Male,White men,Non married men,Rural,Small Cities/Rural,West Virginia,,,Election day exit poll,,,,,,,Version 2,0.934486567974091,Yes,
72071.0,Natalie Tennant,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,Complete,,Call 2,1.0,No,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,Favorable,Unfavorable,To express support for Barack Obama,Favor,1.0,Omit,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Disapprove,,No,,Not worried,Not at all worried,Approve,Strongly approve,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Liberal,108.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,,,East,,Male,White men,,Rural,Small Cities/Rural,West Virginia,Good,Excellent or Good,Election day exit poll,Before that,Before that,Before that,Before that,Generally going in the right direction,,Version 1,0.685732901096344,Yes,
73094.0,Natalie Tennant,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,,,Complete,No,Call 2,2.0,,,College graduate,College graduate,More than High school graduate,White college degree,,,,,,,2.0,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,,No,,,,,,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,Independent Men,White Independent,Liberal,99.0,Moderate/Liberal Republicans,Liberal Independents,White,White,National questionnaire,White,White,,,East,,Male,White men,,Rural,Small Cities/Rural,West Virginia,,,Election day exit poll,,,,,,,Version 5,0.934486567974091,No,All others
72020.0,Natalie Tennant,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,Complete,,Call 2,2.0,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,,,,2.0,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Disapprove,The economy,No,,Worried,Very worried,Disapprove,Strongly disapprove,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Conservative,99.0,Moderate/Liberal Republicans,Conservative Independents,White,White,National questionnaire,White,White,,,East,,Female,White women,,Rural,Small Cities/Rural,West Virginia,,,Election day exit poll,,,,,,,Version 1,0.920767307281494,No,
72012.0,Natalie Tennant,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,,,Complete,,Call 2,1.0,No,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,Favorable,Favorable,Barack Obama was not a factor,Favor,3.0,Government is doing too many things better left to businesses and individuals,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Disapprove,,No,,Worried,Somewhat worried,Disapprove,Strongly disapprove,,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Moderate,111.0,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,White,,,East,,Male,White men,,Suburbs,Suburbs,West Virginia,Good,Excellent or Good,Election day exit poll,In the last three days,In the last month,In the last week,In the last three days,Seriously off on the wrong track,,Version 1,0.662283480167389,No,
72004.0,Natalie Tennant,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,,,Complete,,Call 2,3.0,No,,High school graduate,No college degree,High school graduate or less,White no college degree,,,Unfavorable,Favorable,To express opposition to Barack Obama,Favor,2.0,Government is doing too many things better left to businesses and individuals,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Approve,,No,,Worried,Very worried,Disapprove,Strongly disapprove,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Moderate,17.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,,,East,,Female,White women,,Rural,Small Cities/Rural,West Virginia,Poor,Not so good or Poor,Election day exit poll,Before that,Before that,Before that,Before that,Seriously off on the wrong track,,Version 1,0.869297802448273,Yes,
71987.0,Natalie Tennant,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,,,Complete,,Call 2,1.0,Yes,,High school graduate,No college degree,High school graduate or less,White no college degree,,,Favorable,Unfavorable,Barack Obama was not a factor,Oppose,1.0,Government should do more to solve problems,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Disapprove,,No,,Not worried,Not too worried,Approve,Strongly approve,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Liberal,108.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,,,East,,Male,White men,,Rural,Small Cities/Rural,West Virginia,Poor,Not so good or Poor,Election day exit poll,Before that,Before that,Before that,Before that,Generally going in the right direction,,Version 1,0.827235162258148,Yes,
92189.0,Natalie Tennant,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,,,Complete,,Call 3,1.0,,,No high school diploma,No college degree,High school graduate or less,White no college degree,,,,,,,3.0,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Disapprove,Health care,No,,Worried,Somewhat worried,Approve,Somewhat approve,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Moderate,29.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,National questionnaire,White,White,,,East,,Female,White women,,Rural,Small Cities/Rural,West Virginia,,,Election day exit poll,,,,,,,Version 1,0.775808572769165,Yes,
