ID,GOVPA14,AGE,AGE3,AGE8,AGE45,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,CALL,CDNUM,CORBETTPSU,CORBETTPSU2,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVDEM2,FAVREP2,FRACKING,GEOCODE,GOVTDO10,HEALTHCARE14,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME14GEN,INCWHITE,LATINO,MARIJUANALAW,MARRIED,NECWORR2,NECWORRY,OBAMA2,OBAMA4,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QTYPE,RACE,RACEAI,REGION,REL5,RELIGN10,RELWHITE,SAMESEXM12,SANTORUMPRES,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TRACK,UNIONHH12,VERSION,WEIGHT,WHITEREL,WHNCLINC
92919.0,Tom Wolf,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 3,12.0,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,5.0,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",No,,Yes,,,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Moderate,12.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,National questionnaire,White,White,East,Catholic,Catholic,Catholic,,,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",Pennsylvania,Election day exit poll,,Yes,Version 3,0.985845327377319,White Catholics,No
92918.0,Tom Wolf,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 3,12.0,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,5.0,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",No,,Yes,,,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Moderate,12.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,National questionnaire,White,White,East,Catholic,Catholic,Catholic,,,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",Pennsylvania,Election day exit poll,,Yes,Version 3,0.985845327377319,White Catholics,No
76721.0,Tom Wolf,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 2,2.0,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,1.0,,Went too far,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",No,,Yes,,,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Moderate,141.0,Conservative Republicans,Mod./Liberal Republicans,White,White,National questionnaire,White,White,East,,,,,,Male,White men,Married men,"Cities over 500,000","Cities over 50,000",Pennsylvania,Election day exit poll,,,Version 2,3.56448674201965,,No
72660.0,Tom Wolf,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 2,11.0,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,4.0,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",No,,No,,,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,Independent Women,White Independent,Liberal,56.0,Moderate/Liberal Republicans,Liberal Independents,White,White,National questionnaire,White,White,East,Something else,Other,Something else,,,Female,White women,Non married women,"Cities 10,000-50,000",Small Cities/Rural,Pennsylvania,Election day exit poll,,No,Version 3,1.28130328655243,White something else,No
60496.0,Tom Wolf,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 1,9.0,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,4.0,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",No,,Yes,,,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Moderate,24.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,National questionnaire,White,White,East,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,,,Male,White men,Married men,"Cities 10,000-50,000",Small Cities/Rural,Pennsylvania,Election day exit poll,,No,Version 3,0.864499986171722,White Protestants,Yes
90681.0,Tom Wolf,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 3,9.0,,,College graduate,College graduate,More than High school graduate,White college degree,,,,4.0,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",No,,,,,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Moderate,24.0,Conservative Republicans,Mod./Liberal Republicans,White,White,National questionnaire,White,White,East,Catholic,Catholic,Catholic,,,Male,White men,,"Cities 10,000-50,000",Small Cities/Rural,Pennsylvania,Election day exit poll,,,Version 5,0.825204133987427,White Catholics,No
59170.0,Tom Wolf,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 1,6.0,,,College graduate,College graduate,More than High school graduate,White college degree,,,,2.0,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",No,,,Not worried,Not too worried,Approve,Strongly approve,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Liberal,111.0,Conservative Republicans,Mod./Liberal Republicans,White,White,National questionnaire,White,White,East,,,,,,Female,White women,,Suburbs,Suburbs,Pennsylvania,Election day exit poll,,,Version 1,0.771354496479034,,No
88834.0,Tom Wolf,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,Call 3,11.0,Omit,Omit,Postgraduate study,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,Favor,4.0,Government should do more to solve problems,Omit,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",No,Omit,No,Worried,Very worried,Disapprove,Strongly disapprove,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Moderate,119.0,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,White,East,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,Yes,Omit,Female,White women,Non married women,Rural,Small Cities/Rural,Pennsylvania,Election day exit poll,Seriously off on the wrong track,No,Version 1,1.16570210456848,White Protestants,No
92879.0,Tom Wolf,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,Call 3,2.0,,,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,1.0,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",No,,No,,,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Liberal,129.0,Liberal Democrats,Liberal Democrats,Black,Black,National questionnaire,Black,Black,East,Protestant/Other Non-Catholic Christian,Other christian,,,,Female,Black women,Non married women,"Cities over 500,000","Cities over 50,000",Pennsylvania,Election day exit poll,,No,Version 3,0.382616370916367,Non-white,No
92878.0,Tom Wolf,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,Call 3,2.0,,,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,1.0,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",No,,No,,,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Liberal,129.0,Liberal Democrats,Liberal Democrats,Black,Black,National questionnaire,Black,Black,East,Protestant/Other Non-Catholic Christian,Other christian,,,,Female,Black women,Non married women,"Cities over 500,000","Cities over 50,000",Pennsylvania,Election day exit poll,,No,Version 3,0.382616370916367,Non-white,No
60482.0,Tom Wolf,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 1,5.0,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,5.0,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",No,,No,,,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,73.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,White,East,Catholic,Catholic,Catholic,,,Female,White women,Non married women,Rural,Small Cities/Rural,Pennsylvania,Election day exit poll,,No,Version 3,1.49328374862671,White Catholics,No
60474.0,Tom Wolf,30-44,30-59,30-39,18-44,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,Call 1,2.0,,,College graduate,College graduate,More than High school graduate,Non white college degree,,,,1.0,,Was about right,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",No,,No,,,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Moderate,129.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,National questionnaire,Black,Black,East,,,,,,Female,Black women,Non married women,"Cities over 500,000","Cities over 50,000",Pennsylvania,Election day exit poll,,,Version 2,0.382616370916367,,No
90522.0,Tom Wolf,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 3,6.0,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,2.0,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",No,,,Worried,Somewhat worried,Approve,Somewhat approve,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Moderate,47.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,National questionnaire,White,White,East,,,,,,Male,White men,,Suburbs,Suburbs,Pennsylvania,Election day exit poll,,,Version 1,0.817148685455322,,No
89887.0,Tom Wolf,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 3,6.0,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,,2.0,Government should do more to solve problems,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",No,Illegal,,,,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Moderate,47.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,National questionnaire,White,White,East,,,,Yes,,Female,White women,,Suburbs,Suburbs,Pennsylvania,Election day exit poll,Seriously off on the wrong track,,Version 4,0.736292541027069,,No
91395.0,Tom Wolf,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 3,6.0,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,2.0,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",No,,,,,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,47.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,White,East,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,,,Female,White women,,Suburbs,Suburbs,Pennsylvania,Election day exit poll,,,Version 5,0.736292541027069,White Protestants,No
90125.0,Tom Wolf,18-29,18-29,18-24,18-44,18-29,18-24,Black 18-29,Black 18-29,Black 18-29,Complete,Call 3,6.0,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,2.0,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",No,,,Worried,Very worried,Approve,Somewhat approve,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Men,Non-White Democrats,Moderate,47.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,National questionnaire,Black,Black,East,,,,,,Male,Black men,,Suburbs,Suburbs,Pennsylvania,Election day exit poll,,,Version 1,0.977739274501801,,No
72597.0,Tom Wolf,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 2,11.0,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,4.0,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",No,,,Worried,Somewhat worried,Disapprove,Somewhat disapprove,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Moderate,56.0,Moderate/Liberal Republicans,Moderate Independents,White,White,National questionnaire,White,White,East,,,,,,Male,White men,,"Cities 10,000-50,000",Small Cities/Rural,Pennsylvania,Election day exit poll,,,Version 1,1.48972547054291,,No
74806.0,Tom Wolf,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 2,14.0,Not too important,Not too importan or not at all important,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,Oppose,5.0,Government should do more to solve problems,Did not go far enough,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",No,Illegal,No,Not worried,Not too worried,Approve,Strongly approve,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Liberal,4.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,East,Catholic,Catholic,Catholic,Yes,No,Male,White men,Non married men,"Cities 50,000-500,000","Cities over 50,000",Pennsylvania,Election day exit poll,Generally going in the right direction,Yes,Version 1,1.11513650417328,White Catholics,Yes
60446.0,Tom Wolf,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Call 1,10.0,,,College graduate,College graduate,More than High school graduate,White college degree,,,,3.0,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",No,,Yes,,,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Liberal,145.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,White,East,Catholic,Catholic,Catholic,,,Male,White men,Married men,Rural,Small Cities/Rural,Pennsylvania,Election day exit poll,,No,Version 3,1.1837272644043,White Catholics,No
94411.0,Tom Wolf,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 3,10.0,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,3.0,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",No,,No,,,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Moderate,145.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,National questionnaire,White,White,East,Catholic,Catholic,Catholic,,,Female,White women,Non married women,Rural,Small Cities/Rural,Pennsylvania,Election day exit poll,,No,Version 3,1.01811623573303,White Catholics,No
76634.0,Tom Wolf,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Call 2,2.0,,,College graduate,College graduate,More than High school graduate,White college degree,,,,1.0,,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",No,,No,,,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,129.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,White,East,Something else,Other,Something else,,,Female,White women,Non married women,"Cities over 500,000","Cities over 50,000",Pennsylvania,Election day exit poll,,No,Version 3,0.4063680768013,White something else,No
60435.0,Tom Wolf,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,Call 1,12.0,,,College graduate,College graduate,More than High school graduate,White college degree,,,,5.0,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",No,,Yes,,,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Moderate,12.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,National questionnaire,White,White,East,Catholic,Catholic,Catholic,,,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",Pennsylvania,Election day exit poll,,Yes,Version 3,1.07753765583038,White Catholics,No
74012.0,Tom Wolf,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 2,17.0,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,3.0,,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",No,,,Worried,Somewhat worried,Disapprove,Strongly disapprove,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,,White Democrat,Liberal,74.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,White,East,,,,,,,,,"Cities 50,000-500,000","Cities over 50,000",Pennsylvania,Election day exit poll,,,Version 1,0.887146174907684,,Yes
