ID,SENAK14,GOVAK14,MEAS2AK14,AGE,AGE3,AGE8,AGE45,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BEGICHTOOCLOSE,CALL,CDNUM,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVDEM2,FAVREP2,FOROBAMAS,GEOCODE,GOVTDO10,HEALTHCARE14,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME14GEN,INCWHITE,ISIS14,ISSUE14,LATINO,MARRIED,NECWORR2,NECWORRY,OBAMA2,OBAMA4,OBAMAANG,OBAMAANG2,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,PTYIMPT14,PTYIMPT14B,QRACE3,QRACEAK,QTYPE,RACE,RACEAI,RACEAK,RCONGANG,RCONGANG2,REGION,SAMESEXM12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,SULLIVANCARPET,TELEPOLL,TIME14FEWD,TIME14MTH,TIME14WK,TIMESEN14,TRACK,UNFAIRAK14,UNFAIRBEGICH,UNFAIRSULLIVAN,VERSION,VETVOTER,WHNCLINC,ZIPCODE,WEIGHT
84664.0,Dan Sullivan,Sean Parnell,Did not vote,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Too often,Call 2,1.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,,1.0,Government is doing too many things better left to businesses and individuals,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Approve,,No,,Worried,Very worried,Disapprove,Strongly disapprove,,,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Conservative,35.0,Independent/Something else,Conservative Republicans,,,White,White,State questionnaire,White,White,White,,,West,,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",Alaska,Yes,Election day exit poll,,,,,Seriously off on the wrong track,Only Mark Begich,Mark Begich did,Dan Sullivan did not,Version 1,No,No,99507.0,0.857260704040527
70157.0,Dan Sullivan,Sean Parnell,Did not vote,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Too often,Call 1,1.0,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,,1.0,Government is doing too many things better left to businesses and individuals,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Disapprove,,No,,Worried,Very worried,Disapprove,Strongly disapprove,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Conservative,2.0,Independent/Something else,Conservative Republicans,,,White,White,State questionnaire,White,White,White,,,West,,Male,White men,,Suburbs,Suburbs,Alaska,Yes,Election day exit poll,,,,,Seriously off on the wrong track,Only Mark Begich,Mark Begich did,Dan Sullivan did not,Version 1,Yes,No,99705.0,1.18604969978333
85316.0,Dan Sullivan,Sean Parnell,Did not vote,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 2,1.0,College graduate,College graduate,More than High school graduate,White college degree,,,To express opposition to Barack Obama,1.0,,Went too far,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,Health care,No,No,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Moderate,15.0,Conservative Republicans,Mod./Liberal Republicans,Somewhat important,Important,White,White,State questionnaire,White,White,White,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",West,Yes,Female,White women,Non married women,Suburbs,Suburbs,Alaska,,Election day exit poll,Before that,Before that,Before that,Before that,,,,,Version 2,,No,99654.0,0.778116762638092
84797.0,Did not vote,Bill Walker,Did not vote,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Too often,Call 2,1.0,High school graduate,No college degree,High school graduate or less,White no college degree,Favorable,Favorable,,1.0,Government is doing too many things better left to businesses and individuals,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Approve,,No,,Worried,Somewhat worried,Disapprove,Somewhat disapprove,,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Liberal,15.0,Conservative Republicans,Mod./Liberal Republicans,,,White,White,State questionnaire,White,White,White,,,West,,Male,White men,,Suburbs,Suburbs,Alaska,Yes,Election day exit poll,,,,,Generally going in the right direction,Both of them,Mark Begich did,Dan Sullivan did,Version 1,No,No,99654.0,0.71295028924942
164.0,Did not vote,Bill Walker,Did not vote,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,,1.0,College graduate,College graduate,More than High school graduate,White college degree,,,To express opposition to Barack Obama,1.0,,Did not go far enough,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,The economy,No,No,,,,,Angry,"Dissatisfied, but not angry or angry",18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Moderate,,Conservative Republicans,Mod./Liberal Republicans,Somewhat important,Important,White,White,State questionnaire,White,White,White,Omit,Omit,West,Yes,Female,White women,Non married women,Rural,Small Cities/Rural,Alaska,,Telephone survey,Before that,Before that,Before that,Before that,,,,,Version 2,,No,99588.0,2.05015349388123
102051.0,Mark Begich,Bill Walker,Did not vote,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Too often,Call 3,1.0,High school graduate,No college degree,High school graduate or less,White no college degree,Unfavorable,Unfavorable,,1.0,Government is doing too many things better left to businesses and individuals,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Disapprove,,No,,Worried,Very worried,Disapprove,Strongly disapprove,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Moderate,8.0,Moderate/Liberal Republicans,Moderate Independents,,,White,White,State questionnaire,White,White,White,,,West,,Male,White men,,"Cities 10,000-50,000",Small Cities/Rural,Alaska,Yes,Election day exit poll,,,,,Seriously off on the wrong track,Both of them,Mark Begich did,Dan Sullivan did,Version 1,No,No,99709.0,0.790019690990448
84494.0,Mark Begich,Bill Walker,Did not vote,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,About the right amount,Call 2,1.0,High school graduate,No college degree,High school graduate or less,White no college degree,Favorable,Unfavorable,,1.0,Government should do more to solve problems,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Approve,,No,,Worried,Very worried,Approve,Somewhat approve,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Moderate,55.0,Conservative Republicans,Mod./Liberal Republicans,,,White,White,State questionnaire,White,White,White,,,West,,Male,White men,,Rural,Small Cities/Rural,Alaska,Yes,Election day exit poll,,,,,Seriously off on the wrong track,Both of them,Mark Begich did,Dan Sullivan did,Version 1,No,No,99709.0,1.4540468454361
71948.0,Mark Begich,Bill Walker,Did not vote,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,About the right amount,Call 1,1.0,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,,1.0,Government should do more to solve problems,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Approve,,No,,Worried,Somewhat worried,Approve,Strongly approve,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Moderate,8.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,White,White,State questionnaire,White,White,White,,,West,,Male,White men,,"Cities 10,000-50,000",Small Cities/Rural,Alaska,No,Election day exit poll,,,,,Generally going in the right direction,Only Dan Sullivan,Mark Begich did not,Dan Sullivan did,Version 1,No,No,99709.0,0.790019690990448
85059.0,Mark Begich,Bill Walker,Did not vote,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,Call 2,1.0,High school graduate,No college degree,High school graduate or less,White no college degree,,,Barack Obama was not a factor,1.0,,Was about right,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,Omit,No,Yes,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Moderate,55.0,Conservative Republicans,Mod./Liberal Republicans,Very important,Important,White,White,State questionnaire,White,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",West,Yes,Male,White men,Married men,Rural,Small Cities/Rural,Alaska,,Election day exit poll,Before that,Before that,Before that,Before that,,,,,Version 2,,No,99709.0,1.4540468454361
70187.0,Mark Begich,Bill Walker,Did not vote,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,About the right amount,Call 1,1.0,Postgraduate study,College graduate,More than High school graduate,White college degree,Omit,Unfavorable,,1.0,Government should do more to solve problems,,,,,,,,,Approve,,No,,Worried,Somewhat worried,Approve,Somewhat approve,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,,14.0,,,,,White,White,State questionnaire,White,White,White,,,West,,Male,White men,,Suburbs,Suburbs,Alaska,No,Election day exit poll,,,,,Generally going in the right direction,Only Dan Sullivan,Mark Begich did not,Dan Sullivan did,Version 1,No,No,99645.0,0.801305711269379
70185.0,Mark Begich,Bill Walker,Did not vote,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,About the right amount,Call 1,1.0,Postgraduate study,College graduate,More than High school graduate,White college degree,Omit,Unfavorable,,1.0,Government should do more to solve problems,,,,,,,,,Approve,,No,,Worried,Somewhat worried,Approve,Somewhat approve,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,,14.0,,,,,White,White,State questionnaire,White,White,White,,,West,,Male,White men,,Suburbs,Suburbs,Alaska,No,Election day exit poll,,,,,Generally going in the right direction,Only Dan Sullivan,Mark Begich did not,Dan Sullivan did,Version 1,No,No,99645.0,0.801305711269379
85058.0,Mark Begich,Bill Walker,Did not vote,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,Call 2,1.0,High school graduate,No college degree,High school graduate or less,White no college degree,,,Barack Obama was not a factor,1.0,,Was about right,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,Omit,No,Yes,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Moderate,55.0,Conservative Republicans,Mod./Liberal Republicans,Very important,Important,White,White,State questionnaire,White,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",West,Yes,Male,White men,Married men,Rural,Small Cities/Rural,Alaska,,Election day exit poll,Before that,Before that,Before that,Before that,,,,,Version 2,,No,99709.0,1.4540468454361
101760.0,Mark Begich,Bill Walker,Did not vote,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,About the right amount,Call 3,1.0,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,,1.0,Government should do more to solve problems,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Disapprove,,No,,Worried,Somewhat worried,Approve,Somewhat approve,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Liberal,44.0,Moderate/Liberal Republicans,Liberal Independents,,,White,White,State questionnaire,White,White,White,,,West,,Female,White women,,Rural,Small Cities/Rural,Alaska,No,Election day exit poll,,,,,Seriously off on the wrong track,Neither of them,Mark Begich did not,Dan Sullivan did not,Version 1,No,No,99901.0,0.738445103168488
101759.0,Mark Begich,Bill Walker,Did not vote,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,About the right amount,Call 3,1.0,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,,1.0,Government should do more to solve problems,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Disapprove,,No,,Worried,Somewhat worried,Approve,Somewhat approve,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Liberal,44.0,Moderate/Liberal Republicans,Liberal Independents,,,White,White,State questionnaire,White,White,White,,,West,,Female,White women,,Rural,Small Cities/Rural,Alaska,No,Election day exit poll,,,,,Seriously off on the wrong track,Neither of them,Mark Begich did not,Dan Sullivan did not,Version 1,No,No,99901.0,0.738445103168488
211.0,Mark Begich,Bill Walker,Did not vote,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,,1.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,Barack Obama was not a factor,1.0,,Did not go far enough,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,The economy,No,Yes,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Very important,Important,White,White,State questionnaire,White,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",West,Yes,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",Alaska,,Telephone survey,Before that,Before that,Before that,Before that,,,,,Version 2,,Yes,99502.0,1.11515724658966
101845.0,Dan Sullivan,Bill Walker,Did not vote,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Not often enough,Call 3,1.0,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,,1.0,Government is doing too many things better left to businesses and individuals,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Disapprove,,No,,Worried,Somewhat worried,Approve,Strongly approve,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,37.0,Liberal Democrats,Liberal Democrats,,,White,White,State questionnaire,White,White,White,,,West,,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",Alaska,No,Election day exit poll,,,,,Seriously off on the wrong track,Only Mark Begich,Mark Begich did,Dan Sullivan did not,Version 1,No,No,99516.0,0.835548400878906
101884.0,Dan Sullivan,Bill Walker,Did not vote,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,Call 3,1.0,College graduate,College graduate,More than High school graduate,White college degree,,,Barack Obama was not a factor,1.0,,Was about right,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,Foreign policy,No,Yes,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,Independent Men,White Independent,Liberal,37.0,Moderate/Liberal Republicans,Liberal Independents,Somewhat important,Important,White,White,State questionnaire,White,White,White,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",West,No,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",Alaska,,Election day exit poll,In the last three days,In the last month,In the last week,In the last three days,,,,,Version 2,,No,99516.0,0.919815123081207
191.0,Other,Bill Walker,Did not vote,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,,1.0,College graduate,College graduate,More than High school graduate,White college degree,,,Barack Obama was not a factor,1.0,,Omit,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,Health care,No,Yes,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,Independent Men,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,Not at all important,Not important,White,White,State questionnaire,White,White,White,Omit,Omit,West,Omit,Male,White men,Married men,Suburbs,Suburbs,Alaska,,Telephone survey,Before that,In the last month,Before that,In the last month,,,,,Version 2,,No,99645.0,2.08024644851685
101942.0,Mark Begich,Other,Did not vote,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,Call 3,1.0,Postgraduate study,College graduate,More than High school graduate,White college degree,,,Barack Obama was not a factor,1.0,,Did not go far enough,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,Foreign policy,No,No,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Moderate,41.0,Moderate/Liberal Republicans,Moderate Independents,Somewhat important,Important,White,White,State questionnaire,White,White,White,Angry,"Dissatisfied, but not angry or angry",West,Yes,Female,White women,Non married women,Rural,Small Cities/Rural,Alaska,,Election day exit poll,In the last three days,In the last month,In the last week,In the last three days,,,,,Version 2,,No,99826.0,1.81221234798431
