ID,SENMS14,AGE,AGE3,AGE8,AGE45,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BRNAGAIN,CALL,CDNUM,CONTACTCHILDERS,CONTACTCOCHRAN,CONTACTMS14,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVDEM2,FAVREP2,GEOCODE,GOVTDO10,HEALTHCARE14,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME14GEN,INCWHITE,LATINO,MARRIED,MCDANCHILDERS,NECWORR2,NECWORRY,OBAMA2,OBAMA4,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QTYPE,RACE,RACEAI,REGION,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TEABRN,TEAPARTY,TEAPARTY3,TELEPOLL,TRACK,VERSION,WEIGHT,WHNCLINC,WHTEVANG,ZIPCODE
90834.0,Travis Childers,65+,60+,65 or over,45+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,,Call 3,1.0,,,,No high school diploma,No college degree,High school graduate or less,Non white no college degree,,,3.0,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",No,,,Worried,Very worried,Approve,Strongly approve,45+,65+,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Men,Non-White Democrats,Liberal,113.0,Liberal Democrats,Liberal Democrats,Black,Black,National questionnaire,Black,Black,South,Male,Black men,,Rural,Small Cities/Rural, Mississippi,,,,Election day exit poll,,Version 1,0.756888568401337,No,,39339.0
91913.0,Travis Childers,45-65,30-59,50-59,45+,45-59,50-64,,,,Complete,,Call 3,4.0,,,,Some college/assoc. degree,No college degree,More than High school graduate,,,,2.0,,Did not go far enough,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999",,No,Yes,,,,,,45+,18-64,Democrat,,,Democrat,Democratic Women,,Conservative,104.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,National questionnaire,,,South,Female,,Married women,Rural,Small Cities/Rural, Mississippi,,,,Election day exit poll,,Version 2,0.312819749116898,,,39577.0
91728.0,Travis Childers,18-29,18-29,25-29,18-44,18-29,25-29,Black 18-29,Black 18-29,Black 18-29,Complete,Yes,Call 3,1.0,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,3.0,,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",No,No,,,,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Moderate,113.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,National questionnaire,Black,Black,South,Female,Black women,Non married women,Rural,Small Cities/Rural, Mississippi,,,,Election day exit poll,,Version 3,0.744890630245209,No,All others,39339.0
65102.0,Travis Childers,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,,Call 1,2.0,,,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,1.0,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",No,,,Worried,Somewhat worried,Approve,Strongly approve,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Men,Non-White Democrats,Liberal,38.0,Liberal Democrats,Liberal Democrats,Black,Black,National questionnaire,Black,Black,South,Male,Black men,,Suburbs,Suburbs, Mississippi,,,,Election day exit poll,,Version 1,1.13784110546112,No,,39056.0
91707.0,Travis Childers,45-65,30-59,45-49,45+,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,Complete,,Call 3,4.0,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,2.0,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",No,,,Not worried,Not at all worried,Approve,Strongly approve,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Moderate,104.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,National questionnaire,Black,Black,South,Female,Black women,,Rural,Small Cities/Rural, Mississippi,,,,Election day exit poll,,Version 1,0.286323815584183,No,,39577.0
78694.0,Travis Childers,30-44,30-59,40-44,18-44,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,Complete,Yes,Call 2,4.0,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,2.0,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",No,Yes,,,,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Men,Non-White Democrats,Moderate,104.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,National questionnaire,Black,Black,South,Male,Black men,Married men,Rural,Small Cities/Rural, Mississippi,,,,Election day exit poll,,Version 3,0.299495041370392,No,All others,39577.0
91676.0,Travis Childers,18-29,18-29,25-29,18-44,18-29,25-29,Black 18-29,Black 18-29,Black 18-29,Complete,,Call 3,2.0,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,1.0,,,,,,,,,,No,,,,,,,18-44,18-64,,,,,,,,38.0,,,Black,Black,National questionnaire,Black,Black,South,Female,Black women,,Suburbs,Suburbs, Mississippi,,Omit,Omit,Election day exit poll,,Version 5,1.13317906856537,No,All others,39056.0
91669.0,Travis Childers,65+,60+,65 or over,45+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,,Call 3,1.0,,,,No high school diploma,No college degree,High school graduate or less,Non white no college degree,,,3.0,,Was about right,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",No,Yes,,,,,,45+,65+,Republican,Black non-Democrat,All Republicans,Republican,Republican Men,All others,Moderate,113.0,Conservative Republicans,Mod./Liberal Republicans,Black,Black,National questionnaire,Black,Black,South,Male,Black men,Married men,Rural,Small Cities/Rural, Mississippi,,,,Election day exit poll,,Version 2,0.756888568401337,No,,39339.0
91664.0,Travis Childers,30-44,30-59,40-44,18-44,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,Complete,No,Call 3,4.0,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,2.0,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",No,,,,,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Men,Non-White Democrats,Liberal,104.0,Liberal Democrats,Liberal Democrats,Black,Black,National questionnaire,Black,Black,South,Male,Black men,,Rural,Small Cities/Rural, Mississippi,Neither,Somewhat oppose,Oppose,Election day exit poll,,Version 5,0.299495041370392,No,All others,39577.0
78145.0,Travis Childers,30-44,30-59,30-39,18-44,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,,Call 2,4.0,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,2.0,,Was about right,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",No,No,,,,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,,104.0,,,Black,Black,National questionnaire,Black,Black,South,Female,Black women,Non married women,Rural,Small Cities/Rural, Mississippi,,,,Election day exit poll,,Version 2,0.286323815584183,No,,39577.0
75940.0,Travis Childers,45-65,30-59,45-49,45+,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,Complete,Yes,Call 2,3.0,,,,College graduate,College graduate,More than High school graduate,Non white college degree,,,2.0,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",No,,,,,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Moderate,97.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,National questionnaire,Black,Black,South,Female,Black women,,Suburbs,Suburbs, Mississippi,Born-again but not Tea Party supporter,Strongly oppose,Oppose,Election day exit poll,,Version 5,1.13204121589661,No,All others,39047.0
63377.0,Travis Childers,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Not complete,,Call 1,3.0,No,No,Neither of them,,,,,,,2.0,Government is doing too many things better left to businesses and individuals,,,,,,,,,No,,,,,,,45+,18-64,,,,,,,,70.0,,,White,White,State questionnaire,White,White,South,Male,White men,,Rural,Small Cities/Rural, Mississippi,,Strongly support,Support,Election day exit poll,Seriously off on the wrong track,Version 1,1.40110182762146,,,39345.0
91605.0,Travis Childers,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Not complete,,Call 3,3.0,Yes,No,Only Childers,,,,,,,3.0,Government should do more to solve problems,,,,,,,,,No,,,,,,,45+,18-64,,,,,,,,74.0,,,White,White,State questionnaire,White,White,South,Female,White women,,Rural,Small Cities/Rural, Mississippi,,Strongly oppose,Oppose,Election day exit poll,Seriously off on the wrong track,Version 1,1.05002415180206,,,39759.0
91343.0,Travis Childers,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Call 3,1.0,,,,No high school diploma,No college degree,High school graduate or less,White no college degree,,,3.0,,Did not go far enough,,,,,,,,No,Yes,,,,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Moderate,113.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,National questionnaire,White,White,South,Female,White women,Married women,Rural,Small Cities/Rural, Mississippi,,,,Election day exit poll,,Version 2,0.882629036903381,,,39339.0
91552.0,Travis Childers,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Not complete,,Call 3,3.0,No,No,Neither of them,,,,,,,3.0,Government should do more to solve problems,,,,,,,,,No,,,,,,,45+,65+,,,,,,,,74.0,,,White,White,State questionnaire,White,White,South,Male,White men,,Rural,Small Cities/Rural, Mississippi,,Strongly oppose,Oppose,Election day exit poll,Omit,Version 1,1.09832656383514,,,39759.0
91518.0,Travis Childers,30-44,30-59,40-44,18-44,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,Complete,,Call 3,2.0,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,1.0,,Was about right,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",No,Yes,,,,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Conservative,38.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,National questionnaire,Black,Black,South,Female,Black women,Married women,Suburbs,Suburbs, Mississippi,,,,Election day exit poll,,Version 2,1.08780097961426,No,,39056.0
76037.0,Travis Childers,30-44,30-59,40-44,18-44,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,Complete,Yes,Call 2,1.0,,,,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,3.0,,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",No,,,,,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Liberal,113.0,Liberal Democrats,Liberal Democrats,Black,Black,National questionnaire,Black,Black,South,Female,Black women,,Rural,Small Cities/Rural, Mississippi,Both Tea Party supporter and born-again,Strongly support,Support,Election day exit poll,,Version 5,0.715061545372009,No,All others,39339.0
64439.0,Travis Childers,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,Call 1,3.0,,,,College graduate,College graduate,More than High school graduate,White college degree,,,2.0,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",No,,,,,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Conservative,97.0,Moderate/Liberal Republicans,Conservative Independents,White,White,National questionnaire,White,White,South,Female,White women,,Suburbs,Suburbs, Mississippi,Both Tea Party supporter and born-again,Strongly support,Support,Election day exit poll,,Version 5,1.38083148002625,No,White Born-again/Evangelical Christians,39047.0
91463.0,Travis Childers,45-65,30-59,45-49,45+,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,Not complete,,Call 3,1.0,No,No,Neither of them,,,,,,,3.0,Government should do more to solve problems,,,,,,,,,No,,,,,,,45+,18-64,,,,,,,,55.0,,,Black,Black,State questionnaire,Black,Black,South,Male,Black men,,Rural,Small Cities/Rural, Mississippi,,Strongly oppose,Oppose,Election day exit poll,Generally going in the right direction,Version 1,1.98495817184448,,,38801.0
91436.0,Travis Childers,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,Latino 45-59,Latino 45-64,Not complete,,Call 3,2.0,Yes,Yes,Both of them,,,,,,,1.0,Government should do more to solve problems,,,,,,,,,Yes,,,,,,,45+,18-64,,,,,,,,33.0,,,Other,Black,State questionnaire,Hispanic/Latino,Hispanic/Latino,South,Female,Latino women,,"Cities 50,000-500,000","Cities over 50,000", Mississippi,,Strongly oppose,Oppose,Election day exit poll,Generally going in the right direction,Version 1,1.01528096199036,,,39213.0
77896.0,Travis Childers,65+,60+,65 or over,45+,60+,65+,Black 60+,Black 60+,Black 65+,Not complete,,Call 2,2.0,No,No,Neither of them,,,,,,,1.0,Government should do more to solve problems,,,,,,,,,No,,,,,,,45+,65+,,,,,,,,12.0,,,Black,Black,State questionnaire,Black,Black,South,Female,Black women,,Suburbs,Suburbs, Mississippi,,Strongly oppose,Oppose,Election day exit poll,Generally going in the right direction,Version 1,1.02740716934204,,,39083.0
64364.0,Travis Childers,18-29,18-29,18-24,18-44,18-29,18-24,Black 18-29,Black 18-29,Black 18-29,Complete,,Call 1,3.0,,,,College graduate,College graduate,More than High school graduate,Non white college degree,,,2.0,,Did not go far enough,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",No,No,,,,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Men,Non-White Democrats,Conservative,97.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,National questionnaire,Black,Black,South,Male,Black men,Non married men,Suburbs,Suburbs, Mississippi,,,,Election day exit poll,,Version 2,1.23351240158081,No,,39047.0
91397.0,Travis Childers,45-65,60+,60-64,45+,60+,50-64,,,,Complete,No,Call 3,4.0,,,,No high school diploma,No college degree,High school graduate or less,,,,2.0,,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000",,No,,,,,,,45+,18-64,Democrat,,,Democrat,Democratic Men,,Moderate,104.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,National questionnaire,,,South,Male,,,Rural,Small Cities/Rural, Mississippi,Neither,Strongly oppose,Oppose,Election day exit poll,,Version 5,0.331117898225784,,All others,39577.0
77848.0,Travis Childers,65+,60+,65 or over,45+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,,Call 2,2.0,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,1.0,,Was about right,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",No,Yes,,,,,,45+,65+,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Liberal,38.0,Liberal Democrats,Liberal Democrats,Black,Black,National questionnaire,Black,Black,South,Female,Black women,Married women,Suburbs,Suburbs, Mississippi,,,,Election day exit poll,,Version 2,1.10079336166382,No,,39056.0
64309.0,Travis Childers,65+,60+,65 or over,45+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,,Call 1,3.0,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,2.0,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",No,,,Not worried,Not at all worried,Approve,Strongly approve,45+,65+,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Moderate,97.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,National questionnaire,Black,Black,South,Female,Black women,,Suburbs,Suburbs, Mississippi,,,,Election day exit poll,,Version 1,1.14556193351746,No,,39047.0
77849.0,Travis Childers,65+,60+,65 or over,45+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,,Call 2,2.0,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,1.0,,Was about right,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",No,Yes,,,,,,45+,65+,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Liberal,38.0,Liberal Democrats,Liberal Democrats,Black,Black,National questionnaire,Black,Black,South,Female,Black women,Married women,Suburbs,Suburbs, Mississippi,,,,Election day exit poll,,Version 2,1.10079336166382,No,,39056.0
64774.0,Travis Childers,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,Call 1,1.0,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,3.0,,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",No,Yes,,,,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,Independent Women,White Independent,Conservative,113.0,Moderate/Liberal Republicans,Conservative Independents,White,White,National questionnaire,White,White,South,Female,White women,Married women,Rural,Small Cities/Rural, Mississippi,,,,Election day exit poll,,Version 3,0.872211635112762,Yes,White Born-again/Evangelical Christians,39339.0
76271.0,Travis Childers,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,,Call 2,1.0,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,3.0,,Went too far,,,,,,,,,Yes,,,,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Men,Non-White Democrats,Moderate,113.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,National questionnaire,Black,Black,South,Male,Black men,Married men,Rural,Small Cities/Rural, Mississippi,,,,Election day exit poll,,Version 2,0.74795526266098,No,,39339.0
