ID,SENCO14,GOVCO14,AMD67CO14,ABORT2,ABORTION,AGE,AGE3,AGE8,AGE45,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BORNINCO14,BRNAGAIN,CALL,CDNUM,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVDEM2,FAVREP2,FOROBAMAS,GEOCODE,GOVTDO10,HEALTHCARE14,IMMDEPORT,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME14GEN,INCWHITE,ISIS14,ISSUE14,LATINO,MARRIED,MOVETOCO14,MOVETOCO10YR,NECWORR2,NECWORRY,OBAMA2,OBAMA4,OBAMAANG,OBAMAANG2,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,PTYIMPT14,PTYIMPT14B,QRACE3,QRACEAI,QTYPE,RACE,RACEAI,RCONGANG,RCONGANG2,REGION,SAMESEXM12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,TELEPOLL,TRACK,VERSION,WEIGHT,WHNCLINC,WHTEVANG,ZIPCODE
11501.0,Mark Udall,John Hickenlooper,No,Legal,Legal in all cases,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,,No,,6.0,College graduate,College graduate,More than High school graduate,White college degree,,,,4.0,,,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,,No,Yes,,,,,,,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,,,White,White,National questionnaire,White,White,,,West,,Male,White men,Married men,Suburbs,Suburbs,English,Colorado,Telephone survey,,Version 3,2.41761803627014,No,All others,80109.0
11500.0,Cory Gardner,Bob Beauprez,,Illegal,Illegal in most cases,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Yes,,6.0,High school graduate,No college degree,High school graduate or less,White no college degree,,,,2.0,,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,,No,Yes,,,,,,,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Conservative,,Independent/Something else,Conservative Republicans,,,White,White,National questionnaire,White,White,,,West,,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Telephone survey,,Version 3,0.277888834476471,Yes,White Born-again/Evangelical Christians,80016.0
11499.0,Mark Udall,John Hickenlooper,No,Legal,Legal in all cases,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,No,,1.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,2.0,,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,,No,Yes,,,,,,,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,,,White,White,National questionnaire,White,White,,,West,,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Telephone survey,,Version 3,0.610822677612305,Yes,All others,80014.0
11498.0,Mark Udall,John Hickenlooper,No,Legal,Legal in all cases,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,No,,7.0,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,2.0,,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",,,No,Yes,,,,,,,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Moderate,,Conservative Republicans,Mod./Liberal Republicans,,,White,White,National questionnaire,White,White,,,West,,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Telephone survey,,Version 3,1.41003203392029,No,All others,80013.0
9003.0,Mark Udall,Bob Beauprez,No,,,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,,,6.0,High school graduate,No college degree,High school graduate or less,White no college degree,,,,3.0,,Was about right,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,Health care,No,Yes,,,,,,,Angry,"Dissatisfied, but not angry or angry",18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Liberal,,Conservative Republicans,Mod./Liberal Republicans,,,White,White,National questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",West,,Male,White men,Married men,Suburbs,Suburbs,English,Colorado,Telephone survey,,Version 2,2.59393835067749,No,,80128.0
9022.0,Cory Gardner,Bob Beauprez,Did not vote,,,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,,,5.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,4.0,,Went too far,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,The economy,No,Yes,,,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Conservative,,Independent/Something else,Conservative Republicans,,,White,White,National questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",West,,Female,White women,Married women,Suburbs,Suburbs,English,Colorado,Telephone survey,,Version 2,0.321307122707367,No,,80831.0
9116.0,Cory Gardner,Bob Beauprez,Yes,,,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,No,,6.0,College graduate,College graduate,More than High school graduate,White college degree,,,,4.0,,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,No,,,,,,,,,,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Conservative,,Independent/Something else,Conservative Republicans,,,White,White,National questionnaire,White,White,,,West,,Male,White men,,Suburbs,Suburbs,English,Colorado,Telephone survey,,Version 5,0.681589245796204,No,All others,80104.0
9060.0,Cory Gardner,Bob Beauprez,No,,,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,All others,All others,Complete,,,,6.0,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Unfavorable,Unfavorable,,2.0,Government is doing too many things better left to businesses and individuals,,Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,,No,,,,,,,,,,45+,18-64,Independent/Something else,Non-black non-Democrat,All Other,Independent,Independent Women,All others,Moderate,,Moderate/Liberal Republicans,Moderate Independents,,,Other,American Indian,National questionnaire,Other,American Indian,,,West,Yes,Female,All other races,,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Telephone survey,Seriously off on the wrong track,Version 4,0.712379455566406,No,,80015.0
9079.0,Mark Udall,John Hickenlooper,No,,,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,,,4.0,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,,1.0,Government should do more to solve problems,,Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,No,,,,,,,,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,,,White,White,National questionnaire,White,White,,,West,Yes,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Telephone survey,Generally going in the right direction,Version 4,0.877994775772095,No,,80634.0
9138.0,Cory Gardner,Bob Beauprez,Yes,,,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,No,,3.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,1.0,,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,,No,,,,,,,,,,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Moderate,,Conservative Republicans,Mod./Liberal Republicans,,,White,White,National questionnaire,White,White,,,West,,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Telephone survey,,Version 5,0.604143083095551,Yes,All others,81001.0
9117.0,Mark Udall,John Hickenlooper,No,,,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Yes,,6.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,4.0,,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,No,,,,,,,,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,,,White,White,National questionnaire,White,White,,,West,,Male,White men,,Suburbs,Suburbs,English,Colorado,Telephone survey,,Version 5,0.393799543380737,No,White Born-again/Evangelical Christians,80104.0
9136.0,Cory Gardner,John Hickenlooper,No,,,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,,Yes,,4.0,High school graduate,No college degree,High school graduate or less,White no college degree,,,,1.0,,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,No,,,,,,,,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Liberal,,Moderate/Liberal Republicans,Liberal Independents,,,White,White,National questionnaire,White,White,,,West,,Male,White men,,Suburbs,Suburbs,English,Colorado,Telephone survey,,Version 5,0.873471617698669,No,White Born-again/Evangelical Christians,80621.0
9119.0,Mark Udall,Bob Beauprez,No,,,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,No,,6.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,4.0,,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,No,,,,,,,,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,White,White,National questionnaire,White,White,,,West,,Male,White men,,Suburbs,Suburbs,English,Colorado,Telephone survey,,Version 5,0.508431494235992,No,All others,80126.0
11522.0,Did not vote,Other,No,Legal,Legal in all cases,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,No,,5.0,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,4.0,,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,No,No,,,,,,,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,Independent Men,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,,,White,White,National questionnaire,White,White,,,West,,Male,White men,Non married men,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Telephone survey,,Version 3,0.59277206659317,No,All others,80904.0
9002.0,Mark Udall,John Hickenlooper,No,,,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,,,6.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,3.0,,Went too far,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,Health care,No,Yes,,,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Conservative,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,White,White,National questionnaire,White,White,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",West,,Female,White women,Married women,Suburbs,Suburbs,English,Colorado,Telephone survey,,Version 2,0.281779110431671,No,,80128.0
9135.0,Mark Udall,John Hickenlooper,Yes,,,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,No,,4.0,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,1.0,,,,,,,,,,,,,No,,,,,,,,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Liberal,,Moderate/Liberal Republicans,Liberal Independents,,,White,White,National questionnaire,White,White,,,West,,Female,White women,,Suburbs,Suburbs,English,Colorado,Telephone survey,,Version 5,1.50214004516602,No,All others,80537.0
9081.0,Cory Gardner,Bob Beauprez,Yes,,,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,,4.0,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,,1.0,Government is doing too many things better left to businesses and individuals,,Deported to the country they came from,,,,,,,,,,No,,,,,,,,,,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Conservative,,Independent/Something else,Conservative Republicans,,,White,White,National questionnaire,White,White,,,West,No,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Telephone survey,Seriously off on the wrong track,Version 4,0.927175164222717,No,,80634.0
9020.0,Cory Gardner,Bob Beauprez,No,,,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,,,,4.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,1.0,,Went too far,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,The economy,No,Yes,,,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Moderate,,Conservative Republicans,Mod./Liberal Republicans,,,White,White,National questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",West,,Male,White men,Married men,Suburbs,Suburbs,English,Colorado,Telephone survey,,Version 2,1.45879817008972,No,,80550.0
9021.0,Mark Udall,John Hickenlooper,No,,,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,Latino 45-59,Latino 45-64,Complete,,,,7.0,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,2.0,,Did not go far enough,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",,Health care,Yes,Yes,,,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,Democratic Men,Non-White Democrats,Liberal,,Liberal Democrats,Liberal Democrats,,,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,Hispanic/Latino,Angry,"Dissatisfied, but not angry or angry",West,,Male,Latino men,Married men,Suburbs,Suburbs,English,Colorado,Telephone survey,,Version 2,1.1349595785141,No,,80603.0
11437.0,Cory Gardner,Bob Beauprez,No,,,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,,,3.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,5.0,,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Omit,Health care,No,,,,Worried,Somewhat worried,Disapprove,Strongly disapprove,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,Independent Women,White Independent,Liberal,,Moderate/Liberal Republicans,Liberal Independents,,,White,White,National questionnaire,White,White,,,West,,Female,White women,,Suburbs,Suburbs,English,Colorado,Telephone survey,,Version 1,1.29681181907654,No,,81521.0
9001.0,Cory Gardner,Bob Beauprez,Did not vote,,,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,,,6.0,High school graduate,No college degree,High school graduate or less,White no college degree,,,,3.0,,Went too far,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,Health care,No,Yes,,,,,,,Angry,"Dissatisfied, but not angry or angry",45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Conservative,,Independent/Something else,Conservative Republicans,,,White,White,National questionnaire,White,White,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",West,,Male,White men,Married men,Suburbs,Suburbs,English,Colorado,Telephone survey,,Version 2,1.09726846218109,No,,80127.0
11435.0,Cory Gardner,Bob Beauprez,Yes,,,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,,3.0,High school graduate,No college degree,High school graduate or less,White no college degree,,,,5.0,,,,,,,,,,,Approve,The economy,No,,,,Worried,Somewhat worried,Disapprove,Strongly disapprove,,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Something else,Independent Women,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,,,White,White,National questionnaire,White,White,,,West,,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Telephone survey,,Version 1,2.73287916183472,,,81507.0
